date,OT,光伏数据,季节标签数据,特殊气象标签数据,节假日标签数据
2023/12/12 16:30,3164.55036,0 ,4 ,0 ,0 
2023/12/12 17:00,3120.44802,0 ,4 ,0 ,0 
2023/12/12 17:30,2953.1304,0 ,4 ,0 ,0 
2023/12/12 18:00,2949.74196,0 ,4 ,0 ,0 
2023/12/12 18:30,2954.64043,0 ,4 ,0 ,0 
2023/12/12 19:00,2866.09994,0 ,4 ,0 ,0 
2023/12/12 19:30,2885.23667,0 ,4 ,0 ,0 
2023/12/12 20:00,2766.3594,0 ,4 ,0 ,0 
2023/12/12 20:30,2743.264,0 ,4 ,0 ,0 
2023/12/12 21:00,2756.77122,0 ,4 ,0 ,0 
2023/12/12 21:30,2666.64943,0 ,4 ,0 ,0 
2023/12/12 22:00,2722.2253,0 ,4 ,0 ,0 
2023/12/12 22:30,2839.9014,0 ,4 ,0 ,0 
2023/12/12 23:00,2967.96734,0 ,4 ,0 ,0 
2023/12/12 23:30,2808.16456,0 ,4 ,0 ,0 
2023/12/13 0:00,2835.58351,0 ,4 ,0 ,0 
2023/12/13 0:30,2756.64192,0 ,4 ,0 ,0 
2023/12/13 1:00,2813.7938,0 ,4 ,0 ,0 
2023/12/13 1:30,2702.50956,0 ,4 ,0 ,0 
2023/12/13 2:00,2724.89065,0 ,4 ,0 ,0 
2023/12/13 2:30,2730.68521,0 ,4 ,0 ,0 
2023/12/13 3:00,2698.50926,0 ,4 ,0 ,0 
2023/12/13 3:30,2715.92935,0 ,4 ,0 ,0 
2023/12/13 4:00,2631.95751,0 ,4 ,0 ,0 
2023/12/13 4:30,2685.9277,0 ,4 ,0 ,0 
2023/12/13 5:00,2612.48136,0 ,4 ,0 ,0 
2023/12/13 5:30,2674.67146,0 ,4 ,0 ,0 
2023/12/13 6:00,2649.53362,0 ,4 ,0 ,0 
2023/12/13 6:30,2725.10551,0 ,4 ,0 ,0 
2023/12/13 7:00,2730.55937,0 ,4 ,0 ,0 
2023/12/13 7:30,2870.33687,0 ,4 ,0 ,0 
2023/12/13 8:00,3009.09204,0 ,4 ,0 ,0 
2023/12/13 8:30,3118.88228,0 ,4 ,0 ,0 
2023/12/13 9:00,3168.89071,0 ,4 ,0 ,0 
2023/12/13 9:30,3194.76581,0 ,4 ,0 ,0 
2023/12/13 10:00,3088.81439,0 ,4 ,0 ,0 
2023/12/13 10:30,3085.84928,0 ,4 ,0 ,0 
2023/12/13 11:00,2944.62969,0 ,4 ,0 ,0 
2023/12/13 11:30,2826.47774,0 ,4 ,0 ,0 
2023/12/13 12:00,2712.2849,0 ,4 ,0 ,0 
2023/12/13 12:30,2704.80922,0 ,4 ,0 ,0 
2023/12/13 13:00,2902.46037,0 ,4 ,0 ,0 
2023/12/13 13:30,2837.68022,0 ,4 ,0 ,0 
2023/12/13 14:00,2880.36598,0 ,4 ,0 ,0 
2023/12/13 14:30,2960.65536,0 ,4 ,0 ,0 
2023/12/13 15:00,2984.71938,0 ,4 ,0 ,0 
2023/12/13 15:30,3059.67325,0 ,4 ,0 ,0 
2023/12/13 16:00,3068.18763,0 ,4 ,0 ,0 
2023/12/13 16:30,3093.13662,0 ,4 ,0 ,0 
2023/12/13 17:00,3011.75172,0 ,4 ,0 ,0 
2023/12/13 17:30,3002.546,0 ,4 ,0 ,0 
2023/12/13 18:00,2891.15748,0 ,4 ,0 ,0 
2023/12/13 18:30,2930.50668,0 ,4 ,0 ,0 
2023/12/13 19:00,2899.88387,0 ,4 ,0 ,0 
2023/12/13 19:30,2785.25031,0 ,4 ,0 ,0 
2023/12/13 20:00,2733.36899,0 ,4 ,0 ,0 
2023/12/13 20:30,2756.72363,0 ,4 ,0 ,0 
2023/12/13 21:00,2692.54165,0 ,4 ,0 ,0 
2023/12/13 21:30,2694.33015,0 ,4 ,0 ,0 
2023/12/13 22:00,2672.93804,0 ,4 ,0 ,0 
2023/12/13 22:30,2872.9095,0 ,4 ,0 ,0 
2023/12/13 23:00,2886.1511,0 ,4 ,0 ,0 
2023/12/13 23:30,2880.2309,0 ,4 ,0 ,0 
2023/12/14 0:00,2759.88444,0 ,4 ,0 ,0 
2023/12/14 0:30,2743.20145,0 ,4 ,0 ,0 
2023/12/14 1:00,2800.00064,0 ,4 ,0 ,0 
2023/12/14 1:30,2704.4601,0 ,4 ,0 ,0 
2023/12/14 2:00,2756.92182,0 ,4 ,0 ,0 
2023/12/14 2:30,2658.32879,0 ,4 ,0 ,0 
2023/12/14 3:00,2709.48107,0 ,4 ,0 ,0 
2023/12/14 3:30,2637.02895,0 ,4 ,0 ,0 
2023/12/14 4:00,2635.38118,0 ,4 ,0 ,0 
2023/12/14 4:30,2671.40711,0 ,4 ,0 ,0 
2023/12/14 5:00,2610.02523,0 ,4 ,0 ,0 
2023/12/14 5:30,2639.43133,0 ,4 ,0 ,0 
2023/12/14 6:00,2607.36017,0 ,4 ,0 ,0 
2023/12/14 6:30,2659.11443,0 ,4 ,0 ,0 
2023/12/14 7:00,2779.58432,0 ,4 ,0 ,0 
2023/12/14 7:30,2792.82027,0 ,4 ,0 ,0 
2023/12/14 8:00,2935.35568,0 ,4 ,0 ,0 
2023/12/14 8:30,3051.91218,0 ,4 ,0 ,0 
2023/12/14 9:00,2978.1111,0 ,4 ,0 ,0 
2023/12/14 9:30,2926.29013,0 ,4 ,0 ,0 
2023/12/14 10:00,2871.4523,0 ,4 ,0 ,0 
2023/12/14 10:30,2821.85458,0 ,4 ,0 ,0 
2023/12/14 11:00,2752.29415,0 ,4 ,0 ,0 
2023/12/14 11:30,2742.89961,0 ,4 ,0 ,0 
2023/12/14 12:00,2547.65451,0 ,4 ,0 ,0 
2023/12/14 12:30,2604.22402,0 ,4 ,0 ,0 
2023/12/14 13:00,2734.55508,0 ,4 ,0 ,0 
2023/12/14 13:30,2762.80152,0 ,4 ,0 ,0 
2023/12/14 14:00,2789.56564,0 ,4 ,0 ,0 
2023/12/14 14:30,2875.37571,0 ,4 ,0 ,0 
2023/12/14 15:00,2864.72101,0 ,4 ,0 ,0 
2023/12/14 15:30,2950.6213,0 ,4 ,0 ,0 
2023/12/14 16:00,3027.83728,0 ,4 ,0 ,0 
2023/12/14 16:30,3052.89161,0 ,4 ,0 ,0 
2023/12/14 17:00,2987.01577,0 ,4 ,0 ,0 
2023/12/14 17:30,2913.94159,0 ,4 ,0 ,0 
2023/12/14 18:00,2949.65577,0 ,4 ,0 ,0 
2023/12/14 18:30,2872.36643,0 ,4 ,0 ,0 
2023/12/14 19:00,2850.4793,0 ,4 ,0 ,0 
2023/12/14 19:30,2780.20608,0 ,4 ,0 ,0 
2023/12/14 20:00,2732.20506,0 ,4 ,0 ,0 
2023/12/14 20:30,2711.52655,0 ,4 ,0 ,0 
2023/12/14 21:00,2731.54679,0 ,4 ,0 ,0 
2023/12/14 21:30,2644.07653,0 ,4 ,0 ,0 
2023/12/14 22:00,2658.49654,0 ,4 ,0 ,0 
2023/12/14 22:30,2797.96283,0 ,4 ,0 ,0 
2023/12/14 23:00,2919.38066,0 ,4 ,0 ,0 
2023/12/14 23:30,2808.23358,0 ,4 ,0 ,0 
2023/12/15 0:00,2770.95492,0 ,4 ,0 ,0 
2023/12/15 0:30,2778.62475,0 ,4 ,0 ,0 
2023/12/15 1:00,2713.96949,0 ,4 ,0 ,0 
2023/12/15 1:30,2751.07817,0 ,4 ,0 ,0 
2023/12/15 2:00,2674.22577,0 ,4 ,0 ,0 
2023/12/15 2:30,2709.45465,0 ,4 ,0 ,0 
2023/12/15 3:00,2628.65866,0 ,4 ,0 ,0 
2023/12/15 3:30,2607.16036,0 ,4 ,0 ,0 
2023/12/15 4:00,2639.53752,0 ,4 ,0 ,0 
2023/12/15 4:30,2581.51881,0 ,4 ,0 ,0 
2023/12/15 5:00,2649.6361,0 ,4 ,0 ,0 
2023/12/15 5:30,2582.77023,0 ,4 ,0 ,0 
2023/12/15 6:00,2651.82805,0 ,4 ,0 ,0 
2023/12/15 6:30,2625.34784,0 ,4 ,0 ,0 
2023/12/15 7:00,2733.81936,0 ,4 ,0 ,0 
2023/12/15 7:30,2804.72269,0 ,4 ,0 ,0 
2023/12/15 8:00,2960.0866,0 ,4 ,0 ,0 
2023/12/15 8:30,3115.72256,0 ,4 ,0 ,0 
2023/12/15 9:00,3129.70141,0 ,4 ,0 ,0 
2023/12/15 9:30,3143.86641,0 ,4 ,0 ,0 
2023/12/15 10:00,3139.12104,0 ,4 ,0 ,0 
2023/12/15 10:30,3148.99327,0 ,4 ,0 ,0 
2023/12/15 11:00,3139.61605,0 ,4 ,0 ,0 
2023/12/15 11:30,3021.61291,0 ,4 ,0 ,0 
2023/12/15 12:00,2931.80442,0 ,4 ,0 ,0 
2023/12/15 12:30,2970.5683,0 ,4 ,0 ,0 
2023/12/15 13:00,3141.03498,0 ,4 ,0 ,0 
2023/12/15 13:30,3168.43191,0 ,4 ,0 ,0 
2023/12/15 14:00,3225.33668,0 ,4 ,0 ,0 
2023/12/15 14:30,3194.27094,0 ,4 ,0 ,0 
2023/12/15 15:00,3173.66402,0 ,4 ,0 ,0 
2023/12/15 15:30,3200.88403,0 ,4 ,0 ,0 
2023/12/15 16:00,3206.28135,0 ,4 ,0 ,0 
2023/12/15 16:30,3176.17603,0 ,4 ,0 ,0 
2023/12/15 17:00,3125.33867,0 ,4 ,0 ,0 
2023/12/15 17:30,2959.08042,0 ,4 ,0 ,0 
2023/12/15 18:00,2915.50804,0 ,4 ,0 ,0 
2023/12/15 18:30,2882.4476,0 ,4 ,0 ,0 
2023/12/15 19:00,2866.49098,0 ,4 ,0 ,0 
2023/12/15 19:30,2812.04982,0 ,4 ,0 ,0 
2023/12/15 20:00,2751.18138,0 ,4 ,0 ,0 
2023/12/15 20:30,2775.2001,0 ,4 ,0 ,0 
2023/12/15 21:00,2653.34659,0 ,4 ,0 ,0 
2023/12/15 21:30,2649.88423,0 ,4 ,0 ,0 
2023/12/15 22:00,2665.39355,0 ,4 ,0 ,0 
2023/12/15 22:30,2809.50081,0 ,4 ,0 ,0 
2023/12/15 23:00,2938.08157,0 ,4 ,0 ,0 
2023/12/15 23:30,2806.42402,0 ,4 ,0 ,0 
2023/12/16 0:00,2803.10728,0 ,4 ,0 ,0 
2023/12/16 0:30,2740.60313,0 ,4 ,0 ,0 
2023/12/16 1:00,2776.79613,0 ,4 ,0 ,0 
2023/12/16 1:30,2713.74986,0 ,4 ,0 ,0 
2023/12/16 2:00,2723.18682,0 ,4 ,0 ,0 
2023/12/16 2:30,2668.31765,0 ,4 ,0 ,0 
2023/12/16 3:00,2688.83094,0 ,4 ,0 ,0 
2023/12/16 3:30,2645.68466,0 ,4 ,0 ,0 
2023/12/16 4:00,2687.25898,0 ,4 ,0 ,0 
2023/12/16 4:30,2591.02094,0 ,4 ,0 ,0 
2023/12/16 5:00,2627.93592,0 ,4 ,0 ,0 
2023/12/16 5:30,2589.57172,0 ,4 ,0 ,0 
2023/12/16 6:00,2663.25815,0 ,4 ,0 ,0 
2023/12/16 6:30,2600.67166,0 ,4 ,0 ,0 
2023/12/16 7:00,2635.70843,0 ,4 ,0 ,0 
2023/12/16 7:30,2826.31004,0 ,4 ,0 ,0 
2023/12/16 8:00,2943.53483,0 ,4 ,0 ,0 
2023/12/16 8:30,3032.30952,0 ,4 ,0 ,0 
2023/12/16 9:00,3093.63226,0 ,4 ,0 ,0 
2023/12/16 9:30,3115.64096,0 ,4 ,0 ,0 
2023/12/16 10:00,3166.96329,0 ,4 ,0 ,0 
2023/12/16 10:30,3130.28452,0 ,4 ,0 ,0 
2023/12/16 11:00,3044.6679,0 ,4 ,0 ,0 
2023/12/16 11:30,2973.57623,0 ,4 ,0 ,0 
2023/12/16 12:00,2948.39297,0 ,4 ,0 ,0 
2023/12/16 12:30,2971.31906,0 ,4 ,0 ,0 
2023/12/16 13:00,3101.97172,0 ,4 ,0 ,0 
2023/12/16 13:30,3096.47056,0 ,4 ,0 ,0 
2023/12/16 14:00,3075.54711,0 ,4 ,0 ,0 
2023/12/16 14:30,3102.42175,0 ,4 ,0 ,0 
2023/12/16 15:00,3060.00364,0 ,4 ,0 ,0 
2023/12/16 15:30,3097.99325,0 ,4 ,0 ,0 
2023/12/16 16:00,3143.73256,0 ,4 ,0 ,0 
2023/12/16 16:30,3094.80224,0 ,4 ,0 ,0 
2023/12/16 17:00,3023.54085,0 ,4 ,0 ,0 
2023/12/16 17:30,2949.11043,0 ,4 ,0 ,0 
2023/12/16 18:00,2881.56727,0 ,4 ,0 ,0 
2023/12/16 18:30,2846.87418,0 ,4 ,0 ,0 
2023/12/16 19:00,2785.33373,0 ,4 ,0 ,0 
2023/12/16 19:30,2743.7122,0 ,4 ,0 ,0 
2023/12/16 20:00,2699.20807,0 ,4 ,0 ,0 
2023/12/16 20:30,2741.43569,0 ,4 ,0 ,0 
2023/12/16 21:00,2638.18929,0 ,4 ,0 ,0 
2023/12/16 21:30,2648.40182,0 ,4 ,0 ,0 
2023/12/16 22:00,2641.07271,0 ,4 ,0 ,0 
2023/12/16 22:30,2766.67768,0 ,4 ,0 ,0 
2023/12/16 23:00,2859.37644,0 ,4 ,0 ,0 
2023/12/16 23:30,2766.91952,0 ,4 ,0 ,0 
2023/12/17 0:00,2715.43137,0 ,4 ,0 ,0 
2023/12/17 0:30,2664.66953,0 ,4 ,0 ,0 
2023/12/17 1:00,2728.01192,0 ,4 ,0 ,0 
2023/12/17 1:30,2611.11528,0 ,4 ,0 ,0 
2023/12/17 2:00,2678.80187,0 ,4 ,0 ,0 
2023/12/17 2:30,2592.95,0 ,4 ,0 ,0 
2023/12/17 3:00,2621.22852,0 ,4 ,0 ,0 
2023/12/17 3:30,2564.43887,0 ,4 ,0 ,0 
2023/12/17 4:00,2538.97716,0 ,4 ,0 ,0 
2023/12/17 4:30,2598.69428,0 ,4 ,0 ,0 
2023/12/17 5:00,2506.06999,0 ,4 ,0 ,0 
2023/12/17 5:30,2586.39587,0 ,4 ,0 ,0 
2023/12/17 6:00,2526.99536,0 ,4 ,0 ,0 
2023/12/17 6:30,2523.88473,0 ,4 ,0 ,0 
2023/12/17 7:00,2572.03534,0 ,4 ,0 ,0 
2023/12/17 7:30,2679.29658,0 ,4 ,0 ,0 
2023/12/17 8:00,2825.44113,0 ,4 ,0 ,0 
2023/12/17 8:30,2815.69381,0 ,4 ,0 ,0 
2023/12/17 9:00,2832.93833,0 ,4 ,0 ,0 
2023/12/17 9:30,2758.74973,0 ,4 ,0 ,0 
2023/12/17 10:00,2779.45657,0 ,4 ,0 ,0 
2023/12/17 10:30,2787.20989,0 ,4 ,0 ,0 
2023/12/17 11:00,2657.26341,0 ,4 ,0 ,0 
2023/12/17 11:30,2599.21347,0 ,4 ,0 ,0 
2023/12/17 12:00,2547.47139,0 ,4 ,0 ,0 
2023/12/17 12:30,2613.5163,0 ,4 ,0 ,0 
2023/12/17 13:00,2812.32846,0 ,4 ,0 ,0 
2023/12/17 13:30,2781.53521,0 ,4 ,0 ,0 
2023/12/17 14:00,2786.51076,0 ,4 ,0 ,0 
2023/12/17 14:30,2828.29509,0 ,4 ,0 ,0 
2023/12/17 15:00,2831.12003,0 ,4 ,0 ,0 
2023/12/17 15:30,2912.77252,0 ,4 ,0 ,0 
2023/12/17 16:00,2883.94752,0 ,4 ,0 ,0 
2023/12/17 16:30,2901.15701,0 ,4 ,0 ,0 
2023/12/17 17:00,2827.80968,0 ,4 ,0 ,0 
2023/12/17 17:30,2736.97878,0 ,4 ,0 ,0 
2023/12/17 18:00,2664.1527,0 ,4 ,0 ,0 
2023/12/17 18:30,2717.40708,0 ,4 ,0 ,0 
2023/12/17 19:00,2610.79494,0 ,4 ,0 ,0 
2023/12/17 19:30,2554.49178,0 ,4 ,0 ,0 
2023/12/17 20:00,2533.61109,0 ,4 ,0 ,0 
2023/12/17 20:30,2546.79198,0 ,4 ,0 ,0 
2023/12/17 21:00,2508.97724,0 ,4 ,0 ,0 
2023/12/17 21:30,2499.78667,0 ,4 ,0 ,0 
2023/12/17 22:00,2594.97175,0 ,4 ,0 ,0 
2023/12/17 22:30,2664.86251,0 ,4 ,0 ,0 
2023/12/17 23:00,2688.64939,0 ,4 ,0 ,0 
2023/12/17 23:30,2664.21161,0 ,4 ,0 ,0 
2023/12/18 0:00,2657.19555,0 ,4 ,0 ,0 
2023/12/18 0:30,2587.08449,0 ,4 ,0 ,0 
2023/12/18 1:00,2616.61307,0 ,4 ,0 ,0 
2023/12/18 1:30,2525.08957,0 ,4 ,0 ,0 
2023/12/18 2:00,2510.71662,0 ,4 ,0 ,0 
2023/12/18 2:30,2613.0226,0 ,4 ,0 ,0 
2023/12/18 3:00,2521.46626,0 ,4 ,0 ,0 
2023/12/18 3:30,2534.61084,0 ,4 ,0 ,0 
2023/12/18 4:00,2504.87102,0 ,4 ,0 ,0 
2023/12/18 4:30,2526.10528,0 ,4 ,0 ,0 
2023/12/18 5:00,2455.78534,0 ,4 ,0 ,0 
2023/12/18 5:30,2537.35646,0 ,4 ,0 ,0 
2023/12/18 6:00,2488.61957,0 ,4 ,0 ,0 
2023/12/18 6:30,2622.16675,0 ,4 ,0 ,0 
2023/12/18 7:00,2596.61028,0 ,4 ,0 ,0 
2023/12/18 7:30,2805.22737,0 ,4 ,0 ,0 
2023/12/18 8:00,2990.91397,0 ,4 ,0 ,0 
2023/12/18 8:30,3235.12758,0 ,4 ,0 ,0 
2023/12/18 9:00,3292.3326,0 ,4 ,0 ,0 
2023/12/18 9:30,3428.36114,0 ,4 ,0 ,0 
2023/12/18 10:00,3356.51409,0 ,4 ,0 ,0 
2023/12/18 10:30,3484.36853,0 ,4 ,0 ,0 
2023/12/18 11:00,3390.40894,0 ,4 ,0 ,0 
2023/12/18 11:30,3338.52392,0 ,4 ,0 ,0 
2023/12/18 12:00,3191.03416,0 ,4 ,0 ,0 
2023/12/18 12:30,3315.55376,0 ,4 ,0 ,0 
2023/12/18 13:00,3426.53961,0 ,4 ,0 ,0 
2023/12/18 13:30,3449.75767,0 ,4 ,0 ,0 
2023/12/18 14:00,3477.43285,0 ,4 ,0 ,0 
2023/12/18 14:30,3414.04171,0 ,4 ,0 ,0 
2023/12/18 15:00,3433.85745,0 ,4 ,0 ,0 
2023/12/18 15:30,3355.84315,0 ,4 ,0 ,0 
2023/12/18 16:00,3441.15336,0 ,4 ,0 ,0 
2023/12/18 16:30,3328.76794,0 ,4 ,0 ,0 
2023/12/18 17:00,3245.44763,0 ,4 ,0 ,0 
2023/12/18 17:30,3077.60537,0 ,4 ,0 ,0 
2023/12/18 18:00,3102.12868,0 ,4 ,0 ,0 
2023/12/18 18:30,3029.17536,0 ,4 ,0 ,0 
2023/12/18 19:00,2964.48699,0 ,4 ,0 ,0 
2023/12/18 19:30,2967.02293,0 ,4 ,0 ,0 
2023/12/18 20:00,2865.47024,0 ,4 ,0 ,0 
2023/12/18 20:30,2880.8785,0 ,4 ,0 ,0 
2023/12/18 21:00,2763.78329,0 ,4 ,0 ,0 
2023/12/18 21:30,2727.3119,0 ,4 ,0 ,0 
2023/12/18 22:00,2803.61108,0 ,4 ,0 ,0 
2023/12/18 22:30,2868.24047,0 ,4 ,0 ,0 
2023/12/18 23:00,2973.85333,0 ,4 ,0 ,0 
2023/12/18 23:30,2879.45116,0 ,4 ,0 ,0 
2023/12/19 0:00,2840.81468,0 ,4 ,0 ,0 
2023/12/19 0:30,2821.55991,0 ,4 ,0 ,0 
2023/12/19 1:00,2768.1623,0 ,4 ,0 ,0 
2023/12/19 1:30,2785.55958,0 ,4 ,0 ,0 
2023/12/19 2:00,2725.22425,0 ,4 ,0 ,0 
2023/12/19 2:30,2760.22146,0 ,4 ,0 ,0 
2023/12/19 3:00,2701.05305,0 ,4 ,0 ,0 
2023/12/19 3:30,2696.74307,0 ,4 ,0 ,0 
2023/12/19 4:00,2682.53625,0 ,4 ,0 ,0 
2023/12/19 4:30,2701.1443,0 ,4 ,0 ,0 
2023/12/19 5:00,2625.54059,0 ,4 ,0 ,0 
2023/12/19 5:30,2628.6662,0 ,4 ,0 ,0 
2023/12/19 6:00,2637.47259,0 ,4 ,0 ,0 
2023/12/19 6:30,2758.11191,0 ,4 ,0 ,0 
2023/12/19 7:00,2731.30236,0 ,4 ,0 ,0 
2023/12/19 7:30,2908.72116,0 ,4 ,0 ,0 
2023/12/19 8:00,3074.1226,0 ,4 ,0 ,0 
2023/12/19 8:30,3264.97548,0 ,4 ,0 ,0 
2023/12/19 9:00,3416.57429,0 ,4 ,0 ,0 
2023/12/19 9:30,3406.52579,0 ,4 ,0 ,0 
2023/12/19 10:00,3427.17008,0 ,4 ,0 ,0 
2023/12/19 10:30,3459.26623,0 ,4 ,0 ,0 
2023/12/19 11:00,3392.6727,0 ,4 ,0 ,0 
2023/12/19 11:30,3289.46291,0 ,4 ,0 ,0 
2023/12/19 12:00,3209.68316,0 ,4 ,0 ,0 
2023/12/19 12:30,3253.76669,0 ,4 ,0 ,0 
2023/12/19 13:00,3386.6925,0 ,4 ,0 ,0 
2023/12/19 13:30,3464.81505,0 ,4 ,0 ,0 
2023/12/19 14:00,3393.68316,0 ,4 ,0 ,0 
2023/12/19 14:30,3382.6525,0 ,4 ,0 ,0 
2023/12/19 15:00,3399.09657,0 ,4 ,0 ,0 
2023/12/19 15:30,3361.00795,0 ,4 ,0 ,0 
2023/12/19 16:00,3418.11578,0 ,4 ,0 ,0 
2023/12/19 16:30,3321.85815,0 ,4 ,0 ,0 
2023/12/19 17:00,3202.43769,0 ,4 ,0 ,0 
2023/12/19 17:30,3080.9121,0 ,4 ,0 ,0 
2023/12/19 18:00,3041.7274,0 ,4 ,0 ,0 
2023/12/19 18:30,3074.81698,0 ,4 ,0 ,0 
2023/12/19 19:00,2961.7736,0 ,4 ,0 ,0 
2023/12/19 19:30,2854.99424,0 ,4 ,0 ,0 
2023/12/19 20:00,2882.99724,0 ,4 ,0 ,0 
2023/12/19 20:30,2775.85787,0 ,4 ,0 ,0 
2023/12/19 21:00,2757.34392,0 ,4 ,0 ,0 
2023/12/19 21:30,2738.61336,0 ,4 ,0 ,0 
2023/12/19 22:00,2718.21025,0 ,4 ,0 ,0 
2023/12/19 22:30,2881.47821,0 ,4 ,0 ,0 
2023/12/19 23:00,2964.15195,0 ,4 ,0 ,0 
2023/12/19 23:30,2904.56489,0 ,4 ,0 ,0 
2023/12/20 0:00,2803.76972,0 ,4 ,0 ,0 
2023/12/20 0:30,2846.78974,0 ,4 ,0 ,0 
2023/12/20 1:00,2763.74643,0 ,4 ,0 ,0 
2023/12/20 1:30,2846.07342,0 ,4 ,0 ,0 
2023/12/20 2:00,2751.92934,0 ,4 ,0 ,0 
2023/12/20 2:30,2698.95284,0 ,4 ,0 ,0 
2023/12/20 3:00,2757.13897,0 ,4 ,0 ,0 
2023/12/20 3:30,2690.33517,0 ,4 ,0 ,0 
2023/12/20 4:00,2743.432,0 ,4 ,0 ,0 
2023/12/20 4:30,2687.09353,0 ,4 ,0 ,0 
2023/12/20 5:00,2704.79222,0 ,4 ,0 ,0 
2023/12/20 5:30,2665.54237,0 ,4 ,0 ,0 
2023/12/20 6:00,2677.09453,0 ,4 ,0 ,0 
2023/12/20 6:30,2757.75375,0 ,4 ,0 ,0 
2023/12/20 7:00,2771.34357,0 ,4 ,0 ,0 
2023/12/20 7:30,2899.36276,0 ,4 ,0 ,0 
2023/12/20 8:00,3052.42792,0 ,4 ,0 ,0 
2023/12/20 8:30,3259.52071,0 ,4 ,0 ,0 
2023/12/20 9:00,3248.51066,0 ,4 ,0 ,0 
2023/12/20 9:30,3291.7557,0 ,4 ,0 ,0 
2023/12/20 10:00,3206.97963,0 ,4 ,0 ,0 
2023/12/20 10:30,3224.23984,0 ,4 ,0 ,0 
2023/12/20 11:00,3074.67593,0 ,4 ,0 ,0 
2023/12/20 11:30,2996.36019,0 ,4 ,0 ,0 
2023/12/20 12:00,2833.72929,0 ,4 ,0 ,0 
2023/12/20 12:30,2895.2728,0 ,4 ,0 ,0 
2023/12/20 13:00,3059.95228,0 ,4 ,0 ,0 
2023/12/20 13:30,3049.74377,0 ,4 ,0 ,0 
2023/12/20 14:00,3123.31516,0 ,4 ,0 ,0 
2023/12/20 14:30,3085.82751,0 ,4 ,0 ,0 
2023/12/20 15:00,3190.64187,0 ,4 ,0 ,0 
2023/12/20 15:30,3163.24282,0 ,4 ,0 ,0 
2023/12/20 16:00,3286.25293,0 ,4 ,0 ,0 
2023/12/20 16:30,3230.61235,0 ,4 ,0 ,0 
2023/12/20 17:00,3177.17117,0 ,4 ,0 ,0 
2023/12/20 17:30,3104.96116,0 ,4 ,0 ,0 
2023/12/20 18:00,3027.27529,0 ,4 ,0 ,0 
2023/12/20 18:30,2999.97409,0 ,4 ,0 ,0 
2023/12/20 19:00,2944.88283,0 ,4 ,0 ,0 
2023/12/20 19:30,2911.16305,0 ,4 ,0 ,0 
2023/12/20 20:00,2811.73187,0 ,4 ,0 ,0 
2023/12/20 20:30,2803.976,0 ,4 ,0 ,0 
2023/12/20 21:00,2813.43365,0 ,4 ,0 ,0 
2023/12/20 21:30,2720.52019,0 ,4 ,0 ,0 
2023/12/20 22:00,2726.79001,0 ,4 ,0 ,0 
2023/12/20 22:30,2897.00081,0 ,4 ,0 ,0 
2023/12/20 23:00,2940.48209,0 ,4 ,0 ,0 
2023/12/20 23:30,2878.56728,0 ,4 ,0 ,0 
2023/12/21 0:00,2873.42262,0 ,4 ,0 ,0 
2023/12/21 0:30,2799.09947,0 ,4 ,0 ,0 
2023/12/21 1:00,2795.69902,0 ,4 ,0 ,0 
2023/12/21 1:30,2751.83322,0 ,4 ,0 ,0 
2023/12/21 2:00,2748.99656,0 ,4 ,0 ,0 
2023/12/21 2:30,2691.59277,0 ,4 ,0 ,0 
2023/12/21 3:00,2736.94251,0 ,4 ,0 ,0 
2023/12/21 3:30,2671.91314,0 ,4 ,0 ,0 
2023/12/21 4:00,2644.36617,0 ,4 ,0 ,0 
2023/12/21 4:30,2631.51631,0 ,4 ,0 ,0 
2023/12/21 5:00,2637.78854,0 ,4 ,0 ,0 
2023/12/21 5:30,2648.81759,0 ,4 ,0 ,0 
2023/12/21 6:00,2629.62911,0 ,4 ,0 ,0 
2023/12/21 6:30,2749.44796,0 ,4 ,0 ,0 
2023/12/21 7:00,2734.47157,0 ,4 ,0 ,0 
2023/12/21 7:30,2837.09664,0 ,4 ,0 ,0 
2023/12/21 8:00,3003.12058,0 ,4 ,0 ,0 
2023/12/21 8:30,3103.10434,0 ,4 ,0 ,0 
2023/12/21 9:00,3133.89269,0 ,4 ,0 ,0 
2023/12/21 9:30,3071.49097,0 ,4 ,0 ,0 
2023/12/21 10:00,3015.79291,0 ,4 ,0 ,0 
2023/12/21 10:30,2960.50377,0 ,4 ,0 ,0 
2023/12/21 11:00,2947.36461,0 ,4 ,0 ,0 
2023/12/21 11:30,2770.49642,0 ,4 ,0 ,0 
2023/12/21 12:00,2684.56551,0 ,4 ,0 ,0 
2023/12/21 12:30,2738.0823,0 ,4 ,0 ,0 
2023/12/21 13:00,2846.93076,0 ,4 ,0 ,0 
2023/12/21 13:30,2875.63691,0 ,4 ,0 ,0 
2023/12/21 14:00,2917.88559,0 ,4 ,0 ,0 
2023/12/21 14:30,2939.42705,0 ,4 ,0 ,0 
2023/12/21 15:00,3072.83525,0 ,4 ,0 ,0 
2023/12/21 15:30,3115.7025,0 ,4 ,0 ,0 
2023/12/21 16:00,3223.15993,0 ,4 ,0 ,0 
2023/12/21 16:30,3236.68029,0 ,4 ,0 ,0 
2023/12/21 17:00,3175.11276,0 ,4 ,0 ,0 
2023/12/21 17:30,3069.22587,0 ,4 ,0 ,0 
2023/12/21 18:00,3099.55662,0 ,4 ,0 ,0 
