,CustomerID,Gender,SeniorCitizen,Tenure,MonthlyCharges,Contract,PaymentMethod,Churn,TotalCharges
2486,2486,Female,1,31,32.48,Two year,Mailed check,0,1006.88
2487,2487,Female,0,7,91.34,Month-to-month,Mailed check,1,639.38
2488,2488,Female,1,30,56.16,One year,Electronic check,0,1684.8
2489,2489,Male,0,58,42.03,One year,Bank transfer,0,2437.74
2490,2490,Male,1,3,70.73,One year,Bank transfer,0,212.19
2491,2491,Male,0,51,26.82,One year,Bank transfer,0,1367.82
2492,2492,Female,1,56,112.34,Two year,Credit card,0,6291.04
2493,2493,Female,0,10,49.45,Month-to-month,Electronic check,0,494.5
2494,2494,Male,1,61,108.65,One year,Bank transfer,0,6627.65
2495,2495,Female,0,50,69.76,Two year,Electronic check,0,3488.0
2496,2496,Female,1,47,105.02,One year,Electronic check,0,4935.94
2497,2497,Female,1,1,44.71,Month-to-month,Credit card,1,44.71
2498,2498,Male,1,57,37.53,Two year,Mailed check,1,2139.21
2499,2499,Female,0,38,104.94,Month-to-month,Mailed check,0,3987.72
2500,2500,Female,0,62,41.29,Two year,Credit card,1,2559.98
2501,2501,Male,0,70,94.62,One year,Credit card,1,6623.4
2502,2502,Male,0,65,54.46,One year,Electronic check,0,3539.9
2503,2503,Female,0,62,94.82,Month-to-month,Bank transfer,1,5878.84
2504,2504,Female,1,56,110.76,Month-to-month,Electronic check,0,6202.56
2505,2505,Male,0,67,118.16,Two year,Electronic check,1,7916.72
2506,2506,Male,1,17,55.98,Month-to-month,Bank transfer,0,951.66
2507,2507,Female,1,8,56.75,Month-to-month,Mailed check,0,454.0
2508,2508,Female,0,60,118.14,One year,Electronic check,0,7088.4
2509,2509,Female,1,40,106.15,One year,Mailed check,0,4246.0
2510,2510,Female,0,62,24.51,One year,Mailed check,0,1519.62
2511,2511,Male,0,41,77.34,One year,Mailed check,0,3170.94
2512,2512,Female,0,12,38.12,One year,Electronic check,0,457.44
2513,2513,Female,1,54,119.4,One year,Bank transfer,0,6447.6
2514,2514,Male,0,11,33.89,One year,Bank transfer,0,372.79
2515,2515,Female,0,60,75.93,Two year,Mailed check,0,4555.8
2516,2516,Male,0,68,86.52,One year,Mailed check,0,5883.36
2517,2517,Female,1,46,113.71,One year,Bank transfer,0,5230.66
2518,2518,Female,0,38,104.73,One year,Credit card,1,3979.74
2519,2519,Male,1,61,44.58,One year,Credit card,1,2719.38
2520,2520,Male,1,17,77.26,One year,Mailed check,0,1313.42
2521,2521,Female,0,66,115.36,Month-to-month,Bank transfer,1,7613.76
2522,2522,Female,1,36,93.57,Month-to-month,Credit card,1,3368.52
2523,2523,Female,1,7,88.83,One year,Bank transfer,0,621.81
2524,2524,Male,0,16,95.49,One year,Electronic check,0,1527.84
2525,2525,Female,0,14,52.25,One year,Mailed check,0,731.5
2526,2526,Male,0,25,92.93,Two year,Credit card,0,2323.25
2527,2527,Male,1,4,43.29,One year,Mailed check,1,173.16
2528,2528,Female,0,29,62.81,Two year,Electronic check,0,1821.49
2529,2529,Male,1,56,108.99,Two year,Bank transfer,1,6103.44
2530,2530,Female,1,6,21.9,One year,Mailed check,0,131.4
2531,2531,Female,1,1,61.43,Month-to-month,Credit card,1,61.43
2532,2532,Female,1,39,46.68,One year,Electronic check,0,1820.52
2533,2533,Female,1,1,39.86,One year,Credit card,0,39.86
2534,2534,Female,0,63,103.86,Month-to-month,Bank transfer,0,6543.18
2535,2535,Male,0,57,89.65,Month-to-month,Credit card,1,5110.05
2536,2536,Male,1,67,31.26,One year,Credit card,1,2094.42
2537,2537,Female,1,65,69.45,One year,Credit card,0,4514.25
2538,2538,Female,0,65,66.69,Two year,Electronic check,0,4334.85
2539,2539,Male,0,21,34.25,Month-to-month,Credit card,0,719.25
2540,2540,Male,1,30,99.98,Two year,Credit card,1,2999.4
2541,2541,Male,1,33,56.67,Two year,Electronic check,0,1870.11
2542,2542,Male,0,48,96.19,Two year,Electronic check,0,4617.12
2543,2543,Female,0,22,39.21,Two year,Electronic check,0,862.62
2544,2544,Female,1,54,51.51,Month-to-month,Bank transfer,0,2781.54
2545,2545,Male,0,4,29.52,Month-to-month,Electronic check,0,118.08
2546,2546,Female,0,55,34.35,Month-to-month,Bank transfer,1,1889.25
2547,2547,Male,1,44,108.32,One year,Electronic check,1,4766.08
2548,2548,Female,1,12,30.91,Two year,Electronic check,1,370.92
2549,2549,Male,1,52,29.57,One year,Mailed check,0,1537.64
2550,2550,Female,0,65,114.04,Month-to-month,Mailed check,0,7412.6
2551,2551,Male,1,65,84.59,Month-to-month,Mailed check,1,5498.35
2552,2552,Male,0,10,30.09,One year,Mailed check,0,300.9
2553,2553,Female,1,18,117.17,Two year,Electronic check,0,2109.06
2554,2554,Male,1,47,34.71,Month-to-month,Electronic check,0,1631.37
2555,2555,Female,0,66,96.63,Two year,Bank transfer,0,6377.58
2556,2556,Female,0,49,23.49,Two year,Electronic check,0,1151.01
2557,2557,Male,1,22,82.45,Month-to-month,Bank transfer,1,1813.9
2558,2558,Female,1,26,74.67,One year,Credit card,1,1941.42
2559,2559,Female,0,9,40.8,Two year,Credit card,0,367.2
2560,2560,Female,1,21,84.31,One year,Electronic check,0,1770.51
2561,2561,Female,0,63,81.71,Two year,Credit card,0,5147.73
2562,2562,Female,0,6,99.84,Two year,Electronic check,0,599.04
2563,2563,Male,1,14,107.59,Month-to-month,Bank transfer,1,1506.26
2564,2564,Female,0,33,71.01,One year,Mailed check,0,2343.33
2565,2565,Female,0,71,69.03,Two year,Credit card,0,4901.13
2566,2566,Female,0,24,82.16,One year,Electronic check,0,1971.84
2567,2567,Female,1,51,92.92,Two year,Mailed check,1,4738.92
2568,2568,Female,0,2,55.62,One year,Bank transfer,0,111.24
2569,2569,Male,1,15,70.46,One year,Electronic check,0,1056.9
2570,2570,Female,1,35,78.51,Month-to-month,Credit card,0,2747.85
2571,2571,Male,1,36,118.84,Two year,Bank transfer,0,4278.24
2572,2572,Male,0,39,78.77,Two year,Electronic check,0,3072.03
2573,2573,Male,0,4,42.42,Two year,Credit card,1,169.68
2574,2574,Male,1,64,78.8,Two year,Bank transfer,0,5043.2
2575,2575,Female,1,6,101.95,Month-to-month,Bank transfer,0,611.7
2576,2576,Male,0,57,105.74,Month-to-month,Mailed check,1,6027.18
2577,2577,Male,1,30,100.03,Two year,Mailed check,0,3000.9
2578,2578,Female,1,67,108.82,One year,Mailed check,1,7290.94
2579,2579,Female,0,15,53.48,Month-to-month,Electronic check,0,802.2
2580,2580,Female,1,17,70.76,One year,Bank transfer,0,1202.92
2581,2581,Male,0,18,97.96,One year,Mailed check,1,1763.28
2582,2582,Female,0,19,46.44,One year,Credit card,0,882.36
2583,2583,Female,1,69,57.16,Two year,Electronic check,0,3944.04
2584,2584,Male,0,24,103.12,Month-to-month,Mailed check,1,2474.88
2585,2585,Female,0,48,97.01,Two year,Electronic check,1,4656.48
2586,2586,Female,0,30,117.12,One year,Bank transfer,0,3513.6
2587,2587,Female,1,15,119.6,Two year,Credit card,0,1794.0
2588,2588,Female,1,47,44.07,One year,Bank transfer,0,2071.29
2589,2589,Male,1,44,110.04,Two year,Credit card,1,4841.76
2590,2590,Female,0,27,29.45,Two year,Bank transfer,1,795.15
2591,2591,Female,0,64,90.98,Month-to-month,Electronic check,0,5822.72
2592,2592,Male,1,41,42.01,Month-to-month,Bank transfer,0,1722.41
2593,2593,Female,1,68,50.03,One year,Credit card,1,3402.04
2594,2594,Male,0,5,114.63,One year,Electronic check,0,573.15
2595,2595,Female,1,53,46.32,One year,Electronic check,0,2454.96
2596,2596,Male,1,8,87.32,Two year,Credit card,0,698.56
2597,2597,Male,1,22,37.81,One year,Credit card,0,831.82
2598,2598,Male,1,7,29.34,Month-to-month,Electronic check,1,205.38
2599,2599,Male,1,22,53.93,One year,Credit card,1,1186.46
2600,2600,Female,0,46,82.42,One year,Bank transfer,0,3791.32
2601,2601,Male,1,30,44.79,Two year,Bank transfer,1,1343.7
2602,2602,Female,1,16,50.02,Month-to-month,Bank transfer,0,800.32
2603,2603,Male,0,5,90.87,One year,Electronic check,1,454.35
2604,2604,Male,0,67,30.28,Month-to-month,Bank transfer,0,2028.76
2605,2605,Male,0,23,64.69,One year,Electronic check,1,1487.87
2606,2606,Female,0,61,114.17,Month-to-month,Credit card,0,6964.37
2607,2607,Male,1,5,59.7,One year,Bank transfer,0,298.5
2608,2608,Female,1,23,63.42,One year,Electronic check,1,1458.66
2609,2609,Female,1,25,93.82,Two year,Mailed check,0,2345.5
2610,2610,Female,1,8,97.9,Two year,Bank transfer,1,783.2
2611,2611,Female,0,21,96.96,Month-to-month,Bank transfer,0,2036.16
2612,2612,Female,0,2,119.79,Month-to-month,Electronic check,0,239.58
2613,2613,Female,1,22,27.15,Month-to-month,Electronic check,1,597.3
2614,2614,Female,1,68,118.23,Month-to-month,Credit card,0,8039.64
2615,2615,Female,1,64,115.02,Two year,Electronic check,0,7361.28
2616,2616,Female,1,19,105.21,Month-to-month,Credit card,0,1998.99
2617,2617,Male,0,53,65.41,One year,Mailed check,0,3466.73
2618,2618,Male,1,52,107.09,One year,Credit card,0,5568.68
2619,2619,Male,0,47,42.08,One year,Bank transfer,0,1977.76
2620,2620,Male,0,54,99.17,Two year,Electronic check,0,5355.18
2621,2621,Male,0,44,38.52,Month-to-month,Mailed check,0,1694.88
2622,2622,Female,0,7,101.54,One year,Mailed check,1,710.78
2623,2623,Female,1,1,81.45,One year,Electronic check,0,81.45
2624,2624,Female,1,63,29.8,Two year,Bank transfer,0,1877.4
2625,2625,Female,1,39,109.53,Two year,Electronic check,0,4271.67
2626,2626,Female,1,19,77.8,Two year,Electronic check,0,1478.2
2627,2627,Female,0,31,85.62,One year,Electronic check,0,2654.22
2628,2628,Female,0,24,48.35,Two year,Credit card,0,1160.4
2629,2629,Male,0,69,107.16,One year,Mailed check,1,7394.04
2630,2630,Male,1,65,74.52,Month-to-month,Mailed check,1,4843.8
2631,2631,Male,0,33,62.11,One year,Bank transfer,0,2049.63
2632,2632,Male,0,59,73.43,Month-to-month,Mailed check,0,4332.37
2633,2633,Female,0,33,90.33,One year,Electronic check,0,2980.89
2634,2634,Female,0,32,89.5,Month-to-month,Mailed check,0,2864.0
2635,2635,Female,1,59,55.76,One year,Bank transfer,1,3289.84
2636,2636,Male,0,41,58.53,One year,Credit card,1,2399.73
2637,2637,Female,0,12,76.22,One year,Credit card,0,914.64
2638,2638,Female,1,11,112.44,One year,Electronic check,1,1236.84
2639,2639,Female,1,19,94.54,Two year,Electronic check,0,1796.26
2640,2640,Male,1,54,59.04,One year,Mailed check,0,3188.16
2641,2641,Female,0,57,53.7,One year,Mailed check,0,3060.9
2642,2642,Male,0,42,72.36,Two year,Bank transfer,1,3039.12
2643,2643,Male,0,71,107.0,Two year,Electronic check,0,7597.0
2644,2644,Male,0,31,20.87,Two year,Bank transfer,1,646.97
2645,2645,Male,1,52,91.05,Two year,Credit card,0,4734.6
2646,2646,Female,0,2,49.45,Two year,Mailed check,0,98.9
2647,2647,Male,0,38,40.84,Two year,Electronic check,0,1551.92
2648,2648,Male,1,32,21.21,Two year,Mailed check,0,678.72
2649,2649,Female,1,10,109.66,Two year,Electronic check,0,1096.6
2650,2650,Female,1,8,111.22,Two year,Credit card,1,889.76
2651,2651,Male,0,20,26.14,Two year,Bank transfer,0,522.8
2652,2652,Female,0,20,72.18,Two year,Electronic check,1,1443.6
2653,2653,Male,0,9,35.26,Month-to-month,Mailed check,0,317.34
2654,2654,Male,0,15,95.87,One year,Electronic check,0,1438.05
2655,2655,Male,0,63,86.54,One year,Bank transfer,0,5452.02
2656,2656,Male,1,21,49.71,Two year,Credit card,0,1043.91
2657,2657,Female,1,5,31.7,Two year,Mailed check,0,158.5
2658,2658,Male,0,35,103.12,Month-to-month,Credit card,0,3609.2
2659,2659,Female,0,68,87.43,Two year,Credit card,0,5945.24
2660,2660,Female,0,48,20.68,Month-to-month,Bank transfer,0,992.64
2661,2661,Female,0,62,82.79,One year,Electronic check,0,5132.98
2662,2662,Female,0,35,101.03,One year,Electronic check,0,3536.05
2663,2663,Male,1,70,79.08,Two year,Electronic check,1,5535.6
2664,2664,Female,1,21,62.47,Month-to-month,Electronic check,1,1311.87
2665,2665,Male,1,39,78.39,Month-to-month,Mailed check,0,3057.21
2666,2666,Female,0,34,81.97,One year,Credit card,1,2786.98
2667,2667,Female,0,15,84.0,One year,Electronic check,0,1260.0
2668,2668,Male,1,6,116.7,Month-to-month,Credit card,0,700.2
2669,2669,Male,1,66,37.86,Month-to-month,Mailed check,0,2498.76
2670,2670,Male,0,56,82.31,One year,Mailed check,1,4609.36
2671,2671,Female,1,49,38.8,Month-to-month,Mailed check,0,1901.2
2672,2672,Female,1,1,41.0,One year,Credit card,0,41.0
2673,2673,Male,0,65,86.93,Month-to-month,Electronic check,0,5650.45
2674,2674,Male,1,28,111.6,Two year,Credit card,0,3124.8
2675,2675,Male,1,20,35.9,One year,Electronic check,0,718.0
2676,2676,Male,1,48,116.25,Month-to-month,Bank transfer,1,5580.0
2677,2677,Female,0,65,51.94,One year,Electronic check,1,3376.1
2678,2678,Male,1,51,59.13,Month-to-month,Electronic check,1,3015.63
2679,2679,Male,1,43,35.37,Two year,Electronic check,1,1520.91
2680,2680,Male,1,49,81.58,Two year,Mailed check,0,3997.42
2681,2681,Male,0,25,79.64,Two year,Bank transfer,0,1991.0
2682,2682,Female,0,41,64.23,One year,Electronic check,0,2633.43
2683,2683,Male,1,71,67.61,Two year,Bank transfer,0,4800.31
2684,2684,Female,0,64,82.3,One year,Credit card,0,5267.2
2685,2685,Male,1,61,78.35,Two year,Credit card,0,4779.35
2686,2686,Male,0,12,57.43,One year,Mailed check,0,689.16
2687,2687,Female,0,69,108.41,Two year,Credit card,1,7480.29
2688,2688,Male,1,14,86.77,Month-to-month,Bank transfer,0,1214.78
2689,2689,Female,1,34,40.54,Month-to-month,Bank transfer,0,1378.36
2690,2690,Female,1,48,51.99,One year,Bank transfer,0,2495.52
2691,2691,Male,0,61,98.79,Two year,Bank transfer,0,6026.19
2692,2692,Female,1,35,30.45,Two year,Bank transfer,0,1065.75
2693,2693,Female,0,65,95.02,Month-to-month,Mailed check,0,6176.3
2694,2694,Female,0,59,55.88,Two year,Electronic check,0,3296.92
2695,2695,Female,1,36,75.17,Two year,Credit card,0,2706.12
2696,2696,Female,0,19,48.06,One year,Bank transfer,0,913.14
2697,2697,Female,1,42,118.65,Month-to-month,Credit card,0,4983.3
2698,2698,Female,0,69,110.58,Two year,Mailed check,1,7630.02
2699,2699,Female,1,19,112.84,Two year,Mailed check,0,2143.96
2700,2700,Male,0,39,38.48,One year,Electronic check,0,1500.72
2701,2701,Male,0,69,104.17,One year,Mailed check,1,7187.73
2702,2702,Female,1,52,73.54,One year,Electronic check,1,3824.08
2703,2703,Male,0,12,90.79,One year,Bank transfer,1,1089.48
2704,2704,Female,1,47,41.75,Two year,Mailed check,0,1962.25
2705,2705,Female,0,36,91.2,Two year,Credit card,0,3283.2
2706,2706,Male,0,63,111.43,Two year,Mailed check,0,7020.09
2707,2707,Female,0,51,46.75,One year,Mailed check,0,2384.25
2708,2708,Female,1,43,43.34,Two year,Bank transfer,1,1863.62
2709,2709,Female,1,34,30.44,Month-to-month,Electronic check,0,1034.96
2710,2710,Female,1,49,46.68,Month-to-month,Electronic check,0,2287.32
2711,2711,Male,1,18,73.58,Two year,Mailed check,0,1324.44
2712,2712,Female,1,61,103.27,One year,Credit card,1,6299.47
2713,2713,Female,0,57,47.88,Month-to-month,Mailed check,0,2729.16
2714,2714,Female,0,5,82.11,Two year,Credit card,1,410.55
2715,2715,Male,1,24,67.96,Month-to-month,Bank transfer,0,1631.04
2716,2716,Female,0,64,48.86,Month-to-month,Bank transfer,1,3127.04
2717,2717,Male,0,59,71.04,Month-to-month,Electronic check,0,4191.36
2718,2718,Male,0,38,36.8,Month-to-month,Credit card,1,1398.4
2719,2719,Female,0,33,83.96,Two year,Mailed check,0,2770.68
2720,2720,Female,1,10,31.57,Month-to-month,Mailed check,1,315.7
2721,2721,Male,0,37,93.1,Two year,Mailed check,0,3444.7
2722,2722,Female,1,11,37.77,Month-to-month,Mailed check,0,415.47
2723,2723,Male,1,24,119.82,Month-to-month,Bank transfer,0,2875.68
2724,2724,Male,0,71,102.37,Month-to-month,Credit card,1,7268.27
2725,2725,Female,1,21,54.38,Two year,Bank transfer,0,1141.98
2726,2726,Female,0,20,62.62,Month-to-month,Credit card,0,1252.4
2727,2727,Male,0,10,45.92,Month-to-month,Electronic check,0,459.2
2728,2728,Male,0,47,96.71,One year,Credit card,0,4545.37
2729,2729,Male,1,47,58.07,Month-to-month,Mailed check,0,2729.29
2730,2730,Male,1,15,95.52,One year,Bank transfer,0,1432.8
2731,2731,Female,1,44,21.84,Two year,Mailed check,0,960.96
2732,2732,Female,0,62,33.56,Month-to-month,Credit card,0,2080.72
2733,2733,Female,0,6,56.5,Month-to-month,Credit card,0,339.0
2734,2734,Female,0,66,30.89,One year,Electronic check,0,2038.74
2735,2735,Female,1,4,80.11,One year,Credit card,0,320.44
2736,2736,Male,0,23,25.08,Month-to-month,Credit card,0,576.84
2737,2737,Female,0,13,105.98,Two year,Mailed check,0,1377.74
2738,2738,Female,1,31,96.13,One year,Credit card,1,2980.03
2739,2739,Female,1,16,41.63,Month-to-month,Credit card,0,666.08
2740,2740,Female,1,41,68.38,One year,Bank transfer,1,2803.58
2741,2741,Female,0,1,65.18,Two year,Bank transfer,0,65.18
2742,2742,Male,0,12,92.49,One year,Electronic check,0,1109.88
2743,2743,Male,0,56,60.15,Month-to-month,Electronic check,0,3368.4
2744,2744,Male,1,50,23.29,One year,Mailed check,0,1164.5
2745,2745,Female,1,20,47.37,Two year,Mailed check,0,947.4
2746,2746,Male,1,66,66.62,Month-to-month,Bank transfer,1,4396.92
2747,2747,Male,1,36,117.45,Month-to-month,Bank transfer,0,4228.2
2748,2748,Female,0,38,108.12,Month-to-month,Bank transfer,0,4108.56
2749,2749,Female,0,22,38.14,Month-to-month,Electronic check,0,839.08
2750,2750,Female,0,61,92.33,Two year,Electronic check,1,5632.13
2751,2751,Male,0,50,113.68,Month-to-month,Credit card,1,5684.0
2752,2752,Male,0,59,20.88,Two year,Electronic check,0,1231.92
2753,2753,Female,0,20,92.09,Two year,Credit card,1,1841.8
2754,2754,Female,0,36,65.93,One year,Mailed check,0,2373.48
2755,2755,Male,0,15,88.02,One year,Electronic check,1,1320.3
2756,2756,Male,1,62,80.56,Month-to-month,Mailed check,0,4994.72
2757,2757,Female,1,3,118.47,Month-to-month,Credit card,0,355.41
2758,2758,Female,0,5,48.88,Two year,Mailed check,0,244.4
2759,2759,Male,1,56,98.61,One year,Mailed check,1,5522.16
2760,2760,Female,0,31,43.46,Month-to-month,Electronic check,1,1347.26
2761,2761,Male,0,35,63.56,Month-to-month,Credit card,1,2224.6
2762,2762,Male,1,71,117.54,Two year,Credit card,0,8345.34
2763,2763,Male,0,70,96.61,One year,Bank transfer,0,6762.7
2764,2764,Male,0,26,51.58,Month-to-month,Electronic check,0,1341.08
2765,2765,Female,0,1,81.94,Month-to-month,Electronic check,1,81.94
2766,2766,Female,0,7,24.97,Month-to-month,Credit card,1,174.79
2767,2767,Male,0,36,46.64,Month-to-month,Electronic check,0,1679.04
2768,2768,Male,0,25,91.84,Month-to-month,Mailed check,0,2296.0
2769,2769,Male,0,59,77.01,Month-to-month,Bank transfer,0,4543.59
2770,2770,Male,1,61,66.97,One year,Credit card,0,4085.17
2771,2771,Male,1,29,89.09,Two year,Electronic check,0,2583.61
2772,2772,Female,0,18,59.85,Two year,Electronic check,0,1077.3
2773,2773,Female,1,41,22.62,Two year,Mailed check,0,927.42
2774,2774,Female,0,19,64.1,Month-to-month,Electronic check,1,1217.9
2775,2775,Female,0,4,110.21,Two year,Electronic check,1,440.84
2776,2776,Male,0,65,105.66,One year,Mailed check,0,6867.9
2777,2777,Male,0,41,60.9,Month-to-month,Electronic check,0,2496.9
2778,2778,Male,1,15,22.22,One year,Bank transfer,0,333.3
2779,2779,Male,1,54,83.63,Month-to-month,Mailed check,1,4516.02
2780,2780,Male,1,64,94.12,Month-to-month,Credit card,0,6023.68
2781,2781,Female,1,15,49.42,Two year,Bank transfer,0,741.3
2782,2782,Male,0,50,67.67,One year,Electronic check,1,3383.5
2783,2783,Female,1,22,119.19,Two year,Mailed check,1,2622.18
2784,2784,Female,0,18,77.63,Month-to-month,Mailed check,1,1397.34
2785,2785,Female,0,2,55.11,One year,Electronic check,1,110.22
2786,2786,Female,1,36,82.75,One year,Credit card,0,2979.0
2787,2787,Male,0,20,38.0,Month-to-month,Bank transfer,1,760.0
2788,2788,Female,1,16,39.93,Two year,Electronic check,0,638.88
2789,2789,Female,1,67,112.49,Month-to-month,Credit card,0,7536.83
2790,2790,Female,1,30,43.92,One year,Mailed check,0,1317.6
2791,2791,Male,1,55,51.08,One year,Mailed check,0,2809.4
2792,2792,Male,1,66,74.38,One year,Mailed check,0,4909.08
2793,2793,Male,0,26,109.97,Month-to-month,Electronic check,1,2859.22
2794,2794,Female,1,57,98.14,One year,Credit card,0,5593.98
2795,2795,Female,1,69,24.38,One year,Electronic check,1,1682.22
2796,2796,Male,0,2,89.3,Two year,Electronic check,0,178.6
2797,2797,Female,1,56,70.41,Two year,Bank transfer,0,3942.96
2798,2798,Male,1,62,67.56,One year,Bank transfer,0,4188.72
2799,2799,Male,0,34,89.16,Two year,Bank transfer,1,3031.44
2800,2800,Female,0,56,39.62,Month-to-month,Credit card,0,2218.72
2801,2801,Female,1,55,118.15,Two year,Mailed check,1,6498.25
2802,2802,Female,0,20,84.53,Two year,Bank transfer,1,1690.6
2803,2803,Female,1,50,56.57,Two year,Mailed check,1,2828.5
2804,2804,Male,0,25,80.02,Two year,Credit card,0,2000.5
2805,2805,Male,1,25,41.65,Month-to-month,Bank transfer,0,1041.25
2806,2806,Male,1,53,83.38,Two year,Bank transfer,1,4419.14
2807,2807,Male,1,14,22.82,One year,Mailed check,0,319.48
2808,2808,Male,0,60,54.12,Two year,Electronic check,0,3247.2
2809,2809,Female,1,43,94.75,Two year,Credit card,0,4074.25
2810,2810,Male,0,62,100.8,One year,Credit card,1,6249.6
2811,2811,Male,1,69,45.29,Month-to-month,Bank transfer,0,3125.01
2812,2812,Male,1,63,73.94,One year,Credit card,0,4658.22
2813,2813,Female,1,2,72.85,One year,Mailed check,0,145.7
2814,2814,Female,1,54,62.15,One year,Electronic check,1,3356.1
2815,2815,Female,1,16,42.84,One year,Electronic check,0,685.44
2816,2816,Female,0,55,90.32,Two year,Credit card,0,4967.6
2817,2817,Male,0,43,45.24,Two year,Electronic check,0,1945.32
2818,2818,Male,0,61,111.1,Two year,Mailed check,0,6777.1
2819,2819,Female,1,38,72.85,Two year,Bank transfer,0,2768.3
2820,2820,Female,1,45,107.05,Month-to-month,Bank transfer,0,4817.25
2821,2821,Male,0,51,49.07,Two year,Credit card,0,2502.57
2822,2822,Male,1,42,100.71,Two year,Credit card,0,4229.82
2823,2823,Female,1,24,31.37,Month-to-month,Credit card,0,752.88
2824,2824,Female,1,30,96.68,One year,Bank transfer,1,2900.4
2825,2825,Female,0,37,58.69,Two year,Credit card,0,2171.53
2826,2826,Female,0,53,67.0,Two year,Electronic check,0,3551.0
2827,2827,Male,0,63,36.68,One year,Bank transfer,0,2310.84
2828,2828,Male,0,11,21.86,Two year,Mailed check,0,240.46
2829,2829,Male,0,23,86.62,One year,Credit card,1,1992.26
2830,2830,Female,1,50,78.77,One year,Bank transfer,1,3938.5
2831,2831,Female,1,55,82.24,One year,Credit card,0,4523.2
2832,2832,Male,1,55,45.5,Two year,Bank transfer,1,2502.5
2833,2833,Male,1,4,43.93,One year,Bank transfer,1,175.72
2834,2834,Male,0,54,103.03,Two year,Bank transfer,0,5563.62
2835,2835,Male,0,61,96.13,Month-to-month,Mailed check,0,5863.93
2836,2836,Female,1,5,53.68,One year,Bank transfer,0,268.4
2837,2837,Male,0,18,83.78,Two year,Electronic check,1,1508.04
2838,2838,Male,1,44,102.82,One year,Credit card,0,4524.08
2839,2839,Male,1,31,108.88,Two year,Credit card,0,3375.28
2840,2840,Male,1,21,20.58,Two year,Credit card,1,432.18
2841,2841,Male,1,47,101.35,Month-to-month,Bank transfer,0,4763.45
2842,2842,Male,0,30,55.04,One year,Credit card,0,1651.2
2843,2843,Male,1,55,91.84,Two year,Electronic check,0,5051.2
2844,2844,Female,0,68,57.14,Month-to-month,Electronic check,0,3885.52
2845,2845,Female,1,69,80.62,Two year,Electronic check,0,5562.78
2846,2846,Female,1,41,84.68,Two year,Mailed check,0,3471.88
2847,2847,Female,1,45,60.5,Month-to-month,Electronic check,0,2722.5
2848,2848,Male,1,30,71.28,One year,Electronic check,1,2138.4
2849,2849,Female,0,45,92.63,Month-to-month,Credit card,0,4168.35
2850,2850,Female,1,45,67.63,One year,Bank transfer,0,3043.35
2851,2851,Male,0,45,21.4,Two year,Credit card,0,963.0
2852,2852,Male,1,55,21.29,Two year,Mailed check,1,1170.95
2853,2853,Female,1,59,86.13,Month-to-month,Mailed check,1,5081.67
2854,2854,Female,1,5,104.72,Month-to-month,Mailed check,0,523.6
2855,2855,Male,0,32,98.53,Month-to-month,Electronic check,0,3152.96
2856,2856,Female,1,6,51.04,Two year,Electronic check,1,306.24
2857,2857,Male,1,26,67.11,One year,Electronic check,0,1744.86
2858,2858,Male,1,37,43.42,Month-to-month,Bank transfer,0,1606.54
2859,2859,Male,1,13,118.91,One year,Credit card,0,1545.83
2860,2860,Male,1,69,46.05,Month-to-month,Electronic check,1,3177.45
2861,2861,Female,0,25,61.63,Month-to-month,Mailed check,1,1540.75
2862,2862,Male,0,13,88.11,Month-to-month,Bank transfer,0,1145.43
2863,2863,Male,1,20,107.6,Month-to-month,Bank transfer,0,2152.0
2864,2864,Female,1,60,25.15,Two year,Mailed check,1,1509.0
2865,2865,Male,0,21,50.1,Two year,Electronic check,0,1052.1
2866,2866,Female,1,61,76.9,Month-to-month,Bank transfer,0,4690.9
2867,2867,Female,0,26,81.83,Two year,Mailed check,0,2127.58
2868,2868,Female,1,54,27.0,Two year,Electronic check,0,1458.0
2869,2869,Male,1,42,86.41,Two year,Bank transfer,1,3629.22
2870,2870,Female,0,11,72.81,Two year,Bank transfer,0,800.91
2871,2871,Female,1,37,102.76,One year,Credit card,0,3802.12
2872,2872,Male,0,11,42.22,One year,Credit card,0,464.42
2873,2873,Female,0,27,39.5,Two year,Bank transfer,1,1066.5
2874,2874,Female,0,34,99.33,One year,Bank transfer,1,3377.22
2875,2875,Female,1,38,90.39,Month-to-month,Bank transfer,0,3434.82
2876,2876,Female,0,61,99.17,One year,Credit card,1,6049.37
2877,2877,Female,0,53,98.19,Month-to-month,Electronic check,0,5204.07
2878,2878,Male,1,65,30.4,One year,Credit card,1,1976.0
2879,2879,Female,1,3,47.86,One year,Mailed check,0,143.58
2880,2880,Female,1,67,46.01,Month-to-month,Bank transfer,0,3082.67
2881,2881,Male,1,28,113.46,Month-to-month,Mailed check,0,3176.88
2882,2882,Male,1,14,68.75,Two year,Mailed check,0,962.5
2883,2883,Male,1,52,31.11,One year,Mailed check,1,1617.72
2884,2884,Female,0,30,48.96,Month-to-month,Credit card,1,1468.8
2885,2885,Male,1,58,107.19,Two year,Credit card,0,6217.02
2886,2886,Female,0,54,104.71,Month-to-month,Electronic check,0,5654.34
2887,2887,Female,1,69,110.03,Two year,Mailed check,1,7592.07
2888,2888,Male,0,15,58.85,Two year,Mailed check,0,882.75
2889,2889,Male,0,38,84.13,Month-to-month,Credit card,0,3196.94
2890,2890,Female,1,14,47.82,Month-to-month,Mailed check,1,669.48
