Date,Reference Code,Transaction Type,Sent Amount,Sent Currency,Received Amount,Received Currency,Fee Amount,Fee Currency,Total Amount,Total Currency,Method,Source,Destination,Cost Basis,Cost Basis Currency,Bitcoin Price Amount,Bitcoin Price Currency,Transaction ID,Recurring,Tag
2025-04-11 23:38:15,5CKOSBIJDQ,Buy,80.00,USD,0.00095659,BTC,0.00,,80.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,80.00,USD,83630.40,USD,,True,
2025-04-12 23:37:58,WU466YSQJI,Buy,80.00,USD,0.00093609,BTC,0.00,,80.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,80.00,USD,85461.87,USD,,True,
2025-04-13 23:38:00,XT633VVHWM,Buy,80.00,USD,0.000956,BTC,0.00,,80.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,80.00,USD,83682.01,USD,,True,
2025-04-14 23:37:47,6HRZJTUJRY,Buy,80.00,USD,0.00094167,BTC,0.00,,80.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,80.00,USD,84955.45,USD,,True,
2025-04-15 23:38:24,3IW2IHITDQ,Cash Deposit,,,560.00,USD,,,560.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-04-15 23:38:24,RN6MDLSQMQ,Buy,80.00,USD,0.00095335,BTC,0.00,,80.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,80.00,USD,83914.62,USD,,True,
2025-04-16 23:38:27,NMQ5MVPJBU,Buy,80.00,USD,0.00094768,BTC,0.00,,80.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,80.00,USD,84416.68,USD,,True,
2025-04-17 23:37:54,5GYZEQBAY4,Buy,80.00,USD,0.00093869,BTC,0.00,,80.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,80.00,USD,85225.15,USD,,True,
2025-04-18 22:11:03,QVW3HMAQNE,Cash Withdrawal,320.00,USD,,,,,320.00,USD,ACH Bank Transfer,Cash Balance,TOTAL CHECKING ··6568,,,,,,False,
2025-04-18 22:24:52,UBWJPLPLVE,Cash Deposit,,,280.00,USD,,,280.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-04-18 22:24:52,76X5IPAD2M,Buy,39.60,USD,0.00046745,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,84714.94,USD,,True,
2025-04-19 22:25:08,VQAIFDOGOM,Buy,39.60,USD,0.00046317,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,85497.77,USD,,True,
2025-04-20 22:25:01,WOLXMSWLAE,Buy,39.60,USD,0.00046608,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,84963.95,USD,,True,
2025-04-21 22:25:55,32IZQC53GE,Buy,39.60,USD,0.00045368,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,87286.19,USD,,True,
2025-04-22 22:25:28,7C6XLJ4MEM,Buy,39.60,USD,0.00042455,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,93275.23,USD,,True,
2025-04-23 22:25:55,ZNMFMI3IZQ,Buy,39.60,USD,0.00042233,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,93765.54,USD,,True,
2025-04-24 22:25:12,7HVYQK7Z4A,Buy,39.60,USD,0.00042205,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,93827.75,USD,,True,
2025-04-25 22:25:42,WYVRNXDPYI,Cash Deposit,,,280.00,USD,,,280.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-04-25 22:25:42,WSXGFANN4I,Buy,40.00,USD,0.00042026,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,95179.17,USD,,True,
2025-04-26 22:25:12,ZJ7QEWWLYM,Buy,40.00,USD,0.00042119,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,94969.02,USD,,True,
2025-04-27 22:25:16,OGWWW6TJOU,Buy,40.00,USD,0.00042422,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,94290.70,USD,,True,
2025-04-28 22:25:08,PDYG4KKCME,Buy,40.00,USD,0.00042173,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,94847.41,USD,,True,
2025-04-29 22:25:10,MYP2QOBP74,Buy,40.00,USD,0.00042372,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,94401.96,USD,,True,
2025-04-30 22:25:45,ELIA2DERXY,Buy,40.00,USD,0.00042198,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,94791.22,USD,,True,
2025-05-01 09:24:25,YFGK53BGYA,Interest Payout,,,0.00000644,BTC,,,0.00000644,BTC,Interest Earned,Cash Balance,Bitcoin Balance,0.61,USD,95316.23,USD,,False,Interest
2025-05-01 22:25:43,DBCHEQZZI4,Buy,40.00,USD,0.00041271,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,96920.36,USD,,True,
2025-05-02 22:25:56,CYFBIKWCBE,Cash Deposit,,,280.00,USD,,,280.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-05-02 22:25:57,VLPFWW6ORY,Buy,40.00,USD,0.00041238,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,96997.91,USD,,True,
2025-05-03 22:25:25,X4WGL44J5A,Buy,40.00,USD,0.0004144,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,96525.10,USD,,True,
2025-05-04 22:25:18,BOBPIL4QCM,Buy,40.00,USD,0.00041855,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,95568.03,USD,,True,
2025-05-05 22:25:09,VIPOP3OLKU,Buy,40.00,USD,0.00042032,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,95165.59,USD,,True,
2025-05-06 22:25:42,3ICK5IKDFA,Buy,40.00,USD,0.00041766,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,95771.68,USD,,True,
2025-05-07 22:25:42,SJNKNXOFSA,Buy,40.00,USD,0.00041107,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,97307.03,USD,,True,
2025-05-08 18:27:03,T4VR6RDRXI,Send,0.04105421,BTC,,,,,0.04105421,BTC,On Chain,Bitcoin Balance,bc1qf8c5ydll6c3n8ss6s9xw45735590lp462pws0q,3521.31,USD,101295.04,USD,68efa9bb7c942518a6e512ea924c27a9f6b9e374d0cf3e0c1ab9bf3bfe203e18,False,
2025-05-08 22:25:22,PNKWO65DPA,Buy,40.00,USD,0.000388,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,103092.78,USD,,True,
2025-05-09 22:26:01,HSBLLU5B5A,Cash Deposit,,,280.00,USD,,,280.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-05-09 22:26:01,ZKLORX2QVQ,Buy,40.00,USD,0.00038743,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,103244.46,USD,,True,
2025-05-10 22:25:56,6QLCTSODUU,Buy,40.00,USD,0.00038486,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,103933.90,USD,,True,
2025-05-11 22:25:24,XFMCZESUCI,Buy,40.00,USD,0.00038396,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,104177.52,USD,,True,
2025-05-12 22:25:37,AWKLPFLGJM,Buy,40.00,USD,0.00038857,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,102941.55,USD,,True,
2025-05-13 22:25:27,P44IBDUIWA,Buy,40.00,USD,0.00038286,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,104476.83,USD,,True,
2025-05-14 16:48:54,M26BD4FG3A,Cash Deposit,,,4000.00,USD,,,4000.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-05-14 22:25:53,OHNOFLHQ7I,Buy,40.00,USD,0.00038546,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,103772.12,USD,,True,
2025-05-15 22:25:30,NMLXTVIMAA,Buy,40.00,USD,0.00038451,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,104028.50,USD,,True,
2025-05-16 11:49:51,PABYBXDT3U,Cash Withdrawal,4000.00,USD,,,,,4000.00,USD,ACH Bank Transfer,Cash Balance,TOTAL CHECKING ··6568,,,,,,False,
2025-05-16 22:25:21,XAPUNNHICM,Cash Deposit,,,280.00,USD,,,280.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-05-16 22:25:21,DFCMDWY4EU,Buy,40.00,USD,0.00038536,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,103799.05,USD,,True,
2025-05-17 22:25:01,VBYKX4U3EQ,Buy,40.00,USD,0.00038731,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,103276.45,USD,,True,
2025-05-18 22:25:09,XCAR2FI3FQ,Buy,40.00,USD,0.0003808,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,105042.02,USD,,True,
2025-05-19 22:25:22,BEOUQPUROU,Buy,40.00,USD,0.00037902,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,105535.33,USD,,True,
2025-05-20 22:25:58,GHOLL55VNA,Buy,40.00,USD,0.00037591,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,106408.45,USD,,True,
2025-05-21 22:25:48,WBMEFB7OHY,Buy,40.00,USD,0.00036741,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,108870.20,USD,,True,
2025-05-22 22:25:11,NKG67UI2BE,Buy,40.00,USD,0.00035926,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,111339.98,USD,,True,
2025-05-24 12:36:03,EFCLZ5FJ3U,Cash Deposit,,,280.00,USD,,,280.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-05-24 12:36:04,A5ZJ6X4O2E,Buy,39.60,USD,0.00036295,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,109105.94,USD,,True,
2025-05-25 12:36:50,PI7ITOX6JQ,Buy,39.60,USD,0.00036736,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,107796.17,USD,,True,
2025-05-26 12:36:14,NUXWW34QVA,Buy,39.60,USD,0.00035979,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,110064.20,USD,,True,
2025-05-27 12:36:42,EWO6EVVOME,Buy,39.60,USD,0.00035999,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,110003.06,USD,,True,
2025-05-28 12:36:51,CGWHMAL6WU,Buy,39.60,USD,0.00036227,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,109310.74,USD,,True,
2025-05-29 12:38:04,6HYE5432IU,Buy,39.60,USD,0.00036346,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,108952.84,USD,,True,
2025-05-30 12:36:40,MJTSOCBQUY,Buy,39.60,USD,0.0003733,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,106080.90,USD,,True,
2025-05-31 12:36:25,JD3V5JAOT4,Cash Deposit,,,280.00,USD,,,280.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-05-31 12:36:26,VT5HM537MI,Buy,40.00,USD,0.00038415,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,104125.99,USD,,True,
2025-06-01 09:20:57,ZZQCM4EFHQ,Interest Payout,,,0.00000972,BTC,,,0.00000972,BTC,Interest Earned,Cash Balance,Bitcoin Balance,1.01,USD,104117.62,USD,,False,Interest
2025-06-01 12:36:42,NVCLUNGGLE,Buy,40.00,USD,0.00038408,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,104144.97,USD,,True,
2025-06-02 12:36:06,4URCNIGJLU,Buy,40.00,USD,0.0003832,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,104384.13,USD,,True,
2025-06-03 12:36:54,EA2JO6H5K4,Buy,40.00,USD,0.00037869,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,105627.29,USD,,True,
2025-06-04 12:36:12,LS6U57ESJI,Buy,40.00,USD,0.00037999,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,105265.93,USD,,True,
2025-06-05 12:36:23,LM7O33LPOI,Buy,40.00,USD,0.00037844,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,105697.07,USD,,True,
2025-06-06 12:36:43,SE73UWLSGQ,Buy,40.00,USD,0.00038301,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,104435.92,USD,,True,
2025-06-07 00:38:53,3HABZP65XU,Send,0.01095112,BTC,,,,,0.01095112,BTC,On Chain,Bitcoin Balance,bc1qpydrfzn9pcl2jsgvxdv5aavhcm6vl7m40dsvgu,1161.01,USD,104361.87,USD,4345ee29cbfc5980ffcdb4cfaeacadda82261b532ca5d59613f06d0a37f3a23d,False,
2025-06-07 12:36:39,AXYMP522YY,Cash Deposit,,,280.00,USD,,,280.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-06-07 12:36:39,FCP3MYK6JU,Buy,40.00,USD,0.00037885,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,105582.68,USD,,True,
2025-06-08 12:36:29,VSK2ZMHOZM,Buy,40.00,USD,0.00037787,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,105856.51,USD,,True,
2025-06-09 12:36:15,NIUR3LIGS4,Buy,40.00,USD,0.0003704,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,107991.36,USD,,True,
2025-06-10 12:36:21,5R6BFPTHGQ,Buy,40.00,USD,0.00036436,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,109781.53,USD,,True,
2025-06-11 12:36:35,EKQ3MCQOZY,Buy,40.00,USD,0.00036368,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,109986.80,USD,,True,
2025-06-12 12:36:46,2NXXB2K6FU,Buy,40.00,USD,0.00037216,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,107480.65,USD,,True,
2025-06-13 12:36:06,F56OYBVC7A,Buy,40.00,USD,0.00037952,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,105396.29,USD,,True,
2025-06-14 12:36:35,JPHHLG2UW4,Cash Deposit,,,280.00,USD,,,280.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-06-14 12:36:35,Q5H2BZLKEE,Buy,40.00,USD,0.00037995,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,105277.01,USD,,True,
2025-06-15 12:36:51,B33SYP4C4Y,Buy,40.00,USD,0.00037948,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,105407.40,USD,,True,
2025-06-16 12:36:36,IDXULIMFTY,Buy,40.00,USD,0.00037367,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,107046.32,USD,,True,
2025-06-17 12:36:08,YELMPNRAIA,Buy,40.00,USD,0.00037747,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,105968.69,USD,,True,
2025-06-18 12:36:31,J7AVIOJ4Z4,Buy,40.00,USD,0.00038104,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,104975.86,USD,,True,
2025-06-19 12:36:44,OV7QHO4SGU,Buy,40.00,USD,0.00038044,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,105141.42,USD,,True,
2025-06-20 12:37:04,GZZEAANM7M,Buy,40.00,USD,0.00037636,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,106281.22,USD,,True,
2025-06-21 12:36:39,YOVJPXWYPQ,Cash Deposit,,,280.00,USD,,,280.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-06-21 12:36:39,GY7MPDCLO4,Buy,40.00,USD,0.00038407,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,104147.68,USD,,True,
2025-06-22 12:36:16,PC36HYWRA4,Buy,40.00,USD,0.00038869,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,102909.77,USD,,True,
2025-06-22 16:35:49,7R7M6OPAD4,Buy,198.02,USD,0.00199654,BTC,1.98,USD,200.00,USD,ACH Bank Transfer,TOTAL CHECKING ··6568,Bitcoin Balance,200.00,USD,99181.58,USD,,False,
2025-06-23 12:36:22,IX36A4NZ2U,Buy,40.00,USD,0.00039391,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,101546.04,USD,,True,
2025-06-24 12:36:41,6B6ZNINVEQ,Buy,40.00,USD,0.00037956,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,105385.18,USD,,True,
2025-06-25 12:37:00,4TBQSLFGIM,Buy,40.00,USD,0.00037252,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,107376.79,USD,,True,
2025-06-26 12:36:08,ZXL3HD64HQ,Buy,40.00,USD,0.00037206,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,107509.54,USD,,True,
2025-06-27 12:36:42,4QQAPPFDFU,Buy,40.00,USD,0.00037296,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,107250.11,USD,,True,
2025-06-28 12:36:11,I35KPSDQUE,Cash Deposit,,,280.00,USD,,,280.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-06-28 12:36:11,AMW6ELD5YM,Buy,40.00,USD,0.00037166,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,107625.25,USD,,True,
2025-06-29 12:36:37,ICJWB73TW4,Buy,40.00,USD,0.00036855,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,108533.44,USD,,True,
2025-06-30 12:36:42,YHLHJWZZXQ,Buy,40.00,USD,0.00037065,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,107918.52,USD,,True,
2025-06-30 21:22:10,VDOOWLMJIQ,Send,0.0099146,BTC,,,0.00000096,BTC,0.00991556,BTC,On Chain,Bitcoin Balance,bc1qpydrfzn9pcl2jsgvxdv5aavhcm6vl7m40dsvgu,1040.00,USD,107476.26,USD,cc9b38ce907186f400e05cbb74235c9f3abc2c6454fb4e7895842b6f1734f56a,False,
2025-07-01 09:24:18,TTNHDR6KGM,Interest Payout,,,0.00000265,BTC,,,0.00000265,BTC,Interest Earned,Cash Balance,Bitcoin Balance,0.28,USD,106729.00,USD,,False,Interest
2025-07-01 12:36:21,CJFPQB5OHM,Buy,40.00,USD,0.00037482,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,106717.89,USD,,True,
2025-07-02 12:36:50,USRQIYEKSU,Buy,40.00,USD,0.00037196,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,107538.44,USD,,True,
2025-07-03 12:36:58,UV6QSS5ZHE,Buy,40.00,USD,0.00036503,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,109580.03,USD,,True,
2025-07-04 12:36:52,HJTSXIIJ6Q,Buy,40.00,USD,0.00036656,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,109122.65,USD,,True,
2025-07-04 20:51:07,OHTOTOR3XE,Buy,27.72,USD,0.00025653,BTC,0.28,USD,28.00,USD,ACH Bank Transfer,TOTAL CHECKING ··6568,Bitcoin Balance,28.00,USD,108057.54,USD,,False,
2025-07-05 12:36:34,XUZM2ACP5U,Cash Deposit,,,280.00,USD,,,280.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-07-05 12:36:34,2VZLYZJRNM,Buy,40.00,USD,0.00036936,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,108295.43,USD,,True,
2025-07-06 12:36:18,GXHUS32SBU,Buy,40.00,USD,0.00036895,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,108415.77,USD,,True,
2025-07-07 12:36:16,XE36SL2QPY,Buy,40.00,USD,0.00036785,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,108739.98,USD,,True,
2025-07-08 12:36:28,B4QGF6DZGE,Buy,40.00,USD,0.00036678,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,109057.20,USD,,True,
2025-07-09 12:36:39,2WKQYAUR5I,Buy,40.00,USD,0.00036438,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,109775.51,USD,,True,
2025-07-10 12:36:20,EHWZDC6J4M,Buy,40.00,USD,0.00035987,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,111151.25,USD,,True,
2025-07-11 12:36:23,LEFK6FDDXU,Buy,40.00,USD,0.00033854,BTC,0.00,,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,118154.43,USD,,True,
2025-07-21 21:08:37,ZD36L7JLEY,Cash Deposit,,,280.00,USD,,,280.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-07-21 21:08:37,F6IOJLMYEA,Buy,39.60,USD,0.00033703,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,117496.96,USD,,True,
2025-07-25 01:37:45,GHC6ZI2NEI,Buy,39.60,USD,0.00033594,BTC,0.40,USD,40.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,40.00,USD,117878.19,USD,,True,
2025-07-25 12:31:45,3PBKUKONAQ,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-07-25 12:31:45,7RDVVBB3EA,Buy,49.50,USD,0.00042427,BTC,0.50,USD,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,116670.99,USD,,True,
2025-07-26 12:32:15,ENGZC33B5M,Buy,49.50,USD,0.00041853,BTC,0.50,USD,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,118271.09,USD,,True,
2025-07-27 12:31:56,XOFZ6WR3CU,Buy,49.50,USD,0.0004182,BTC,0.50,USD,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,118364.42,USD,,True,
2025-07-28 12:32:15,VC36ZQT25E,Buy,49.50,USD,0.0004152,BTC,0.50,USD,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,119219.65,USD,,True,
2025-07-28 21:32:51,3DUXVSJDLE,Cash Withdrawal,200.00,USD,,,,,200.00,USD,ACH Bank Transfer,Cash Balance,TOTAL CHECKING ··6568,,,,,,False,
2025-07-29 12:32:01,XS2KYYNHJA,Buy,49.50,USD,0.00041548,BTC,0.50,USD,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,119139.31,USD,,True,
2025-07-30 12:32:34,BOS3C52GEE,Buy,49.50,USD,0.0004198,BTC,0.50,USD,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,117913.29,USD,,True,
2025-07-31 12:32:06,CJ5AYRVKLA,Buy,49.50,USD,0.00041694,BTC,0.50,USD,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,118722.12,USD,,True,
2025-08-01 09:27:02,SV33URLLGE,Interest Payout,,,0.00000232,BTC,,,0.00000232,BTC,Interest Earned,Cash Balance,Bitcoin Balance,0.27,USD,115224.77,USD,,False,Interest
2025-08-01 12:31:59,2DWAKECBJY,Cash Deposit,,,350.00,USD,,,350.00,USD,Cash Deposit,TOTAL CHECKING ··6568,Cash Balance,,,,,,False,
2025-08-01 12:31:59,SNSYMPRIWY,Buy,50.00,USD,0.00043137,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,115909.78,USD,,True,
2025-08-01 19:50:01,RBD3NJCZTQ,Send,0.00898785,BTC,,,,,0.00898785,BTC,On Chain,Bitcoin Balance,bc1qpydrfzn9pcl2jsgvxdv5aavhcm6vl7m40dsvgu,1018.55,USD,113374.21,USD,80976eb82263aa228c5453b5769ac63c6247c226718a31495dba249bca5b130a,False,
2025-08-02 12:31:50,QHCEJSRE5E,Buy,50.00,USD,0.00043869,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,113975.70,USD,,True,
2025-08-02 23:15:19,XY6DIMXXNY,Buy,693.07,USD,0.00613933,BTC,6.93,USD,700.00,USD,ACH Bank Transfer,TOTAL CHECKING ··6568,Bitcoin Balance,700.00,USD,112890.17,USD,,False,
2025-08-03 12:32:16,A57XD6JYCM,Buy,50.00,USD,0.00043831,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,114074.51,USD,,True,
2025-08-04 12:32:31,JTCN2LOZWQ,Buy,50.00,USD,0.000436,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,114678.90,USD,,True,
2025-08-05 12:32:19,YWETVYOXUU,Buy,50.00,USD,0.00043581,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,114728.90,USD,,True,
2025-08-06 12:32:49,D5WLGWLICI,Buy,50.00,USD,0.00043683,BTC,0.00,,50.00,USD,Cash Balance,Cash Balance,Bitcoin Balance,50.00,USD,114461.00,USD,,True,
