adult,original_language,original_title,popularity,release_date,video,vote_average,vote_count,genre_ids
False,fr,Les Parapluies de Cherbourg,2.6008,1964-02-19,False,7.4,858,"[18, 10749]"
False,en,The Devil Wears Prada,13.7624,2006-06-29,False,7.391,12728,"[18, 35]"
False,en,Falling Down,4.5681,1993-02-26,False,7.389,3967,"[80, 18, 53]"
False,en,Scooby-Doo! in Where's My Mummy?,1.1994,2005-05-13,False,7.389,414,"[9648, 16, 10751, 12, 35, 14]"
False,it,La pazza gioia,0.9834,2016-05-17,False,7.388,896,"[18, 35]"
False,en,Law Abiding Citizen,11.4476,2009-10-15,False,7.388,5526,"[18, 80, 53]"
False,sv,Vargtimmen,1.403,1968-02-19,False,7.4,530,"[18, 27]"
False,en,Mad Max 2,4.8599,1981-12-24,False,7.388,4052,"[12, 28, 53, 878]"
False,en,Rudolph the Red-Nosed Reindeer,1.9184,1964-12-06,False,7.387,629,"[16, 10751, 10770, 12, 14]"
False,en,Ciao Alberto,2.1119,2021-11-11,False,7.386,692,"[16, 35, 10751, 14]"
False,en,The Death of Superman,2.6076,2018-07-24,False,7.4,804,"[878, 16, 28, 18, 14]"
False,en,Lost in Translation,20.4605,2003-09-18,False,7.383,7848,"[18, 10749, 35]"
False,en,Bugonia,42.7844,2025-10-23,False,7.386,1244,"[878, 53, 80, 35]"
False,en,Selma,2.5577,2014-12-25,False,7.385,2286,"[36, 18]"
False,en,A Time to Kill,6.3983,1996-07-24,False,7.385,2835,"[80, 18, 53]"
False,de,Der Fall Collini,1.7998,2019-04-18,False,7.384,424,"[18, 53]"
False,en,The Last of the Mohicans,6.0644,1992-08-26,False,7.384,3324,"[28, 36, 10749, 10752]"
False,es,El Ángel,3.2319,2018-08-09,False,7.4,569,"[18, 80]"
False,en,Miss You Already,1.3934,2015-09-12,False,7.383,682,"[35, 18]"
False,en,Legends of the Fall,5.9319,1994-12-23,False,7.382,2779,"[18, 37, 10749, 10752, 28]"
False,en,Clerks,8.5125,1994-10-19,False,7.384,2676,[35]
False,en,Braindead,5.5639,1992-08-13,False,7.383,1791,"[27, 35]"
False,fr,En attendant Bojangles,0.6962,2021-10-13,False,7.4,340,"[18, 35, 10749]"
False,fr,En corps,1.0876,2022-03-30,False,7.4,451,"[35, 18, 10751]"
False,es,Dolor y gloria,4.202,2019-03-22,False,7.381,1867,[18]
False,en,Interview with the Vampire,7.4165,1994-11-11,False,7.382,6263,"[27, 18, 14]"
False,en,The Fighter,4.4667,2010-12-10,False,7.381,4604,[18]
False,cn,醉拳,4.3177,1978-10-05,False,7.381,1058,"[28, 35]"
False,fr,Le Corniaud,1.3647,1965-03-24,False,7.4,685,"[35, 80]"
False,en,Interstate 60,2.0003,2002-04-13,False,7.379,749,"[12, 35, 14, 18]"
False,ja,おもひでぽろぽろ,3.2672,1991-07-20,False,7.4,1205,"[16, 18, 10749]"
False,en,Jerry & Marge Go Large,8.4711,2022-10-20,False,7.379,437,"[35, 18]"
False,ja,劇場版 NARUTO -ナルト- 疾風伝 火の意志を継ぐ者,3.4303,2009-08-01,False,7.379,497,"[28, 12, 35, 18, 14, 16]"
False,en,The Lion in Winter,1.4654,1968-08-20,False,7.379,390,"[18, 36]"
False,en,The Hunt for Red October,6.0953,1990-03-02,False,7.379,3525,"[28, 53]"
False,en,Superman,40.3767,2025-07-09,False,7.378,4215,"[878, 12, 28]"
False,fr,La Môme,2.2021,2007-02-14,False,7.378,1699,"[10402, 18]"
False,en,Leo,4.5144,2023-11-17,False,7.377,1301,"[16, 35, 10751]"
False,en,The Girl with the Dragon Tattoo,6.0775,2011-12-14,False,7.376,7432,"[53, 80, 9648]"
False,ja,新世紀エヴァンゲリオン劇場版 シト新生,2.618,1997-03-15,False,7.377,479,"[16, 18, 878]"
False,en,Repulsion,4.6889,1965-06-01,False,7.377,1071,"[18, 53, 27]"
False,en,The Piano,5.7691,1993-05-18,False,7.4,1611,"[18, 10749]"
False,en,The Best of Enemies,1.3566,2019-04-05,False,7.375,464,"[18, 36]"
False,en,Stuck in Love,4.3449,2013-06-14,False,7.375,1983,"[18, 35, 10749]"
False,en,Zulu,2.3334,1964-01-22,False,7.377,551,"[28, 18, 36, 10752]"
False,en,Pirates of the Caribbean: Dead Man's Chest,18.4628,2006-07-06,False,7.374,16833,"[12, 14, 28]"
False,ko,곡성,5.6524,2016-05-12,False,7.373,1962,"[27, 9648]"
False,fr,Astérix & Obélix : Mission Cléopâtre,4.7746,2002-01-30,False,7.373,3713,"[10751, 14, 35, 12]"
False,es,Palmeras en la nieve,1.8789,2015-12-25,False,7.4,537,"[18, 36, 10749]"
False,fr,Joyeux Noël,2.3616,2005-11-09,False,7.372,908,"[18, 10752, 10749, 36]"
False,cn,猛龍過江,4.0687,1972-12-30,False,7.372,1234,"[28, 80]"
False,de,Die Fälscher,6.8272,2007-03-22,False,7.372,666,"[18, 10752]"
False,en,Grease,10.731,1978-06-16,False,7.372,7552,"[10749, 35]"
False,ja,雨を告げる漂流団地,7.227,2022-09-09,False,7.371,322,"[16, 14, 12]"
False,en,"Maggie Simpson in ""Playdate with Destiny""",0.8788,2020-02-29,False,7.371,365,"[16, 35, 10751, 10749]"
False,fr,BAC Nord,3.4453,2021-08-18,False,7.369,1390,"[53, 28, 80]"
False,en,Rise of the Guardians,7.0332,2012-11-21,False,7.371,7026,"[16, 10751, 14, 28, 12]"
False,en,A Dog's Way Home,2.1841,2019-01-10,False,7.4,1166,"[18, 12, 10751]"
False,ko,버닝,9.7583,2018-05-17,False,7.371,1757,"[9648, 18, 53]"
False,en,The Conjuring: The Devil Made Me Do It,12.3266,2021-05-25,False,7.369,6395,"[27, 9648, 53]"
False,ru,Левиафан,1.8652,2014-09-24,False,7.37,926,"[18, 80]"
False,en,The Social Network,10.3633,2010-10-01,False,7.37,12858,[18]
False,en,My Sister's Keeper,4.1671,2009-06-26,False,7.37,2209,[18]
False,en,The Skeleton Dance,0.7534,1929-08-29,False,7.369,316,"[16, 10751, 10402, 35, 27]"
False,en,Miracle on 34th Street,2.5466,1947-06-04,False,7.369,817,"[35, 18, 10751]"
False,en,Mudbound,1.5836,2017-11-16,False,7.368,1281,[18]
False,en,The Woman in the Window,1.3415,1944-10-25,False,7.368,375,"[80, 18, 53]"
False,en,Office Space,3.7854,1999-02-19,False,7.368,3273,[35]
False,en,Babylon,12.8449,2022-12-22,False,7.367,3616,"[18, 35]"
False,en,The Impossible,5.9035,2012-09-09,False,7.367,6555,"[18, 53, 36]"
False,en,Submarine,3.5689,2011-03-18,False,7.366,1550,"[18, 35, 10749]"
False,en,El Dorado,2.5242,1966-12-17,False,7.367,562,[37]
False,en,First They Killed My Father,1.1881,2017-02-18,False,7.366,699,"[10752, 18, 36]"
False,en,Teen Titans: The Judas Contract,4.9151,2017-03-31,False,7.4,748,"[878, 16, 28]"
False,en,The Hobbit: An Unexpected Journey,14.0773,2012-12-12,False,7.366,19255,"[12, 14, 28]"
False,en,Scooby-Doo and the Ghoul School,1.5519,1988-10-16,False,7.4,307,"[16, 10751, 10770, 9648, 14]"
False,fr,L'Homme de Rio,2.9326,1964-02-05,False,7.366,336,"[12, 28, 35]"
False,en,Beetlejuice,9.7314,1988-03-30,False,7.366,8247,"[14, 35]"
False,en,Ice Age,17.5538,2002-03-14,False,7.367,14018,"[16, 35, 10751, 12]"
False,es,100 metros,1.2743,2016-11-04,False,7.365,304,"[35, 18]"
False,en,Perfume: The Story of a Murderer,6.933,2006-09-13,False,7.364,4872,"[80, 14, 18]"
False,en,Nuremberg,28.244,2025-11-06,False,7.373,455,"[36, 18]"
False,en,Futurama: Bender's Big Score,2.601,2007-11-27,False,7.362,745,"[16, 35, 878]"
False,fr,La Belle Époque,5.2303,2019-11-06,False,7.363,1052,"[35, 18]"
False,it,Smetto quando voglio - Masterclass,4.0144,2017-02-02,False,7.362,1236,"[28, 35, 80]"
False,en,Southpaw,8.3632,2015-03-24,False,7.362,5702,"[28, 18]"
False,en,Black Panther,13.8097,2018-02-13,False,7.363,23106,"[28, 12, 878]"
False,en,Scooby-Doo! and the Witch's Ghost,1.7595,1999-10-05,False,7.4,467,"[35, 9648, 10751, 14, 16]"
False,en,Serenity,7.1142,2005-09-25,False,7.362,3760,"[878, 28, 12, 53]"
False,en,Blow Out,3.1761,1981-07-24,False,7.4,1615,"[53, 9648, 80]"
False,en,"To Wong Foo, Thanks for Everything! Julie Newmar",3.0402,1995-09-08,False,7.363,740,"[35, 18]"
False,en,Migration,11.0808,2023-12-06,False,7.362,2172,"[10751, 35, 12, 16]"
False,fr,Les Chatouilles,4.4113,2018-11-14,False,7.362,377,"[18, 35]"
False,ja,地獄でなぜ悪い,7.3155,2013-09-14,False,7.362,312,"[18, 28, 35]"
False,en,Moonlight,6.4139,2016-10-21,False,7.361,7393,[18]
False,hi,The Lunchbox,1.5162,2013-09-20,False,7.361,779,"[18, 10749]"
False,en,The Remains of the Day,3.4885,1993-11-05,False,7.357,1438,"[18, 10749]"
False,en,Lifeboat,1.4987,1944-01-28,False,7.36,464,"[10752, 18]"
False,en,Pay It Forward,2.4648,2000-10-20,False,7.36,1939,[18]
False,es,La mala educación,1.6875,2004-03-19,False,7.36,1032,"[18, 80]"
False,ja,劇場版 転生したらスライムだった件 紅蓮の絆編,3.0011,2022-11-25,False,7.359,422,"[16, 14, 12]"
False,en,Waves,3.7929,2019-11-15,False,7.4,780,"[10749, 18]"
False,en,The Big Short,8.4358,2015-12-11,False,7.358,9599,"[35, 18]"
False,en,Tinker Bell and the Legend of the NeverBeast,7.3489,2014-12-12,False,7.4,1163,"[12, 16, 10751]"
False,ja,サカサマのパテマ,1.8462,2013-11-09,False,7.358,451,"[16, 878, 12, 18]"
False,en,"What's Up, Doc?",2.1609,1972-03-09,False,7.4,434,"[35, 80, 10749]"
False,en,The African Queen,2.1884,1952-01-07,False,7.358,1023,"[10749, 12, 18]"
False,en,Jackie Brown,5.5709,1997-12-25,False,7.357,6767,"[80, 18, 53]"
False,en,Superman II: The Richard Donner Cut,1.5733,2006-11-02,False,7.4,370,"[878, 28, 12]"
False,en,If I Stay,3.7196,2014-08-21,False,7.357,4270,[18]
False,en,The Great Gatsby,9.0125,2013-05-09,False,7.356,12760,"[18, 10749]"
False,en,The Killers,1.5422,1946-08-30,False,7.4,419,"[80, 9648, 53]"
False,en,Goldfinger,8.9518,1964-09-20,False,7.357,3836,"[12, 28, 53]"
False,en,Meet Joe Black,9.128,1998-11-12,False,7.357,5615,"[14, 18, 10749]"
False,da,En kongelig affære,2.4557,2012-03-29,False,7.4,922,"[18, 36, 10749]"
False,en,Pickup on South Street,2.791,1953-05-27,False,7.356,312,"[53, 80]"
False,en,A Walk in the Clouds,5.9405,1995-05-27,False,7.356,1093,"[18, 10749]"
False,en,Jacob's Ladder,4.0512,1990-11-02,False,7.4,1821,"[18, 9648, 27]"
False,en,A Man for All Seasons,1.8296,1966-12-13,False,7.356,476,"[18, 36]"
False,en,Match Point,3.6614,2005-10-26,False,7.356,4275,"[18, 10749, 53]"
False,fr,Frantz,1.3883,2016-09-07,False,7.4,723,"[36, 18, 10749]"
False,ja,ROAD TO NINJA -NARUTO THE MOVIE-,3.3808,2012-07-28,False,7.355,1228,"[16, 14, 28]"
False,ja,ドラゴンボール 最強への道,7.6441,1996-03-04,False,7.4,386,"[16, 12, 14]"
False,en,Once Were Warriors,1.7777,1994-09-02,False,7.356,470,[18]
False,fr,Le Violon rouge,2.1804,1998-11-13,False,7.354,439,"[18, 53, 9648, 10402, 10749]"
False,de,Europa,0.9656,1991-06-27,False,7.354,346,"[80, 18, 53]"
False,en,An Affair to Remember,1.6868,1957-07-11,False,7.354,496,"[18, 10749]"
False,en,Shine,6.855,1996-08-15,False,7.352,686,[18]
False,en,Five Nights at Freddy's,19.0075,2023-10-25,False,7.352,4849,"[27, 53]"
False,it,Smetto quando voglio - Ad honorem,1.6351,2017-11-30,False,7.353,987,"[28, 35]"
False,en,Darkest Hour,5.5735,2017-11-22,False,7.354,5410,"[18, 36]"
False,en,Fruitvale Station,4.4965,2013-07-26,False,7.352,1386,[18]
False,en,Little Lord Fauntleroy,3.5654,1980-12-01,False,7.4,312,"[10751, 18, 10770]"
False,en,Blow,5.0265,2001-04-04,False,7.353,4509,"[80, 18]"
False,en,The Time Machine,2.5857,1960-05-25,False,7.353,882,"[53, 12, 14, 878, 10749]"
False,en,Close Encounters of the Third Kind,5.4275,1977-12-14,False,7.4,4507,"[878, 18]"
False,en,Wreck-It Ralph,10.7511,2012-11-01,False,7.4,12858,"[10751, 16, 35, 12]"
False,ja,哀しみのベラドンナ,7.1399,1973-06-30,False,7.4,349,"[16, 18, 14]"
False,en,Undisputed II: Last Man Standing,5.8621,2006-04-11,False,7.352,884,"[28, 80, 53, 18]"
False,en,The Little Mermaid,10.0541,1989-11-17,False,7.352,8267,"[16, 10751, 14]"
False,en,RoboCop,7.4785,1987-07-17,False,7.352,5555,"[28, 53, 878]"
False,en,Crossroads,2.6779,1986-03-14,False,7.351,461,"[18, 10402, 9648, 10749]"
False,en,Shane,2.9574,1953-04-23,False,7.348,663,"[18, 37]"
False,fr,Pierrot le fou,1.9526,1965-11-05,False,7.351,916,"[18, 10749, 80]"
False,it,Febbre da cavallo,3.9314,1976-10-29,False,7.35,376,[35]
False,en,Blood and Bone,5.6335,2009-02-07,False,7.35,855,"[28, 80, 53, 18]"
False,en,A Matter of Loaf and Death,1.7129,2008-12-26,False,7.35,582,"[10751, 16, 35, 9648]"
False,ja,鉄コン筋クリート,1.8852,2006-10-21,False,7.35,401,"[28, 12, 16]"
False,en,Mutiny on the Bounty,1.7815,1935-11-22,False,7.35,371,"[12, 18, 36]"
False,en,The Terminal,8.3562,2004-06-17,False,7.349,8474,"[35, 18]"
False,en,Minority Report,7.9348,2002-06-20,False,7.35,9355,"[878, 28, 53]"
False,es,A través de mi ventana,9.8981,2022-02-04,False,7.349,3306,"[10749, 18, 35]"
False,en,The One and Only Ivan,2.3802,2020-08-21,False,7.349,618,"[10751, 35, 18]"
False,en,No Time to Die,12.0554,2021-09-29,False,7.349,6859,"[28, 53, 12]"
False,en,End of Watch,4.9085,2012-09-20,False,7.349,3511,"[80, 18, 53]"
False,en,Watchmen,9.6344,2009-03-04,False,7.349,9750,"[9648, 28, 878]"
False,en,Eastern Promises,4.0218,2007-09-14,False,7.348,3602,"[53, 80, 9648]"
False,en,The Station Agent,6.7617,2003-12-05,False,7.349,752,"[18, 35]"
False,en,Injustice,3.8387,2021-10-09,False,7.347,825,"[16, 878, 14, 28]"
False,ko,마녀(魔女) Part2. The Other One,10.3937,2022-06-15,False,7.347,412,"[28, 9648, 53, 878]"
False,de,Jeder für sich und Gott gegen alle,1.2041,1974-11-01,False,7.347,360,"[18, 36]"
False,en,Eraserhead,6.5303,1977-09-28,False,7.347,2666,"[27, 18]"
False,en,Descendants 2,9.6411,2017-07-21,False,7.3,1745,"[10751, 14, 10770, 12, 10402]"
False,en,Pelé: Birth of a Legend,1.9627,2016-05-06,False,7.3,1130,[18]
False,en,The Physician,3.5086,2013-12-25,False,7.346,1146,"[12, 18, 36]"
False,ja,サイダーのように言葉が湧き上がる,1.9506,2021-07-22,False,7.345,322,"[16, 10749, 18]"
False,ko,황해,6.8785,2010-12-22,False,7.346,546,"[18, 53, 80]"
False,en,Road to Perdition,5.9624,2002-07-12,False,7.344,3877,"[80, 18, 53]"
False,en,Okja,4.253,2017-06-28,False,7.344,4465,"[12, 18, 878]"
False,en,Remember,2.9212,2015-10-23,False,7.344,736,"[18, 53, 9648]"
False,en,Saving Mr. Banks,3.4175,2013-11-29,False,7.344,3426,"[35, 18, 36]"
False,en,Hamlet,4.8958,1996-12-25,False,7.344,502,[18]
False,en,The Lady from Shanghai,1.342,1947-12-24,False,7.344,708,"[9648, 80, 53, 18]"
False,en,Split,11.0681,2017-01-19,False,7.343,18078,"[27, 53]"
False,en,The Man in the Moon,2.3702,1991-09-30,False,7.343,340,"[18, 10751, 10749]"
False,en,Kelly's Heroes,3.4678,1970-06-22,False,7.343,779,"[12, 35, 10752]"
False,en,Fantasia,5.3147,1940-11-13,False,7.343,3248,"[16, 10751, 14]"
False,en,Bad Boys: Ride or Die,17.4309,2024-06-05,False,7.341,3189,"[28, 35, 80, 53, 12]"
False,fr,Sauver ou périr,1.0213,2018-11-28,False,7.342,706,[18]
False,fr,Le Huitième Jour,4.1666,1996-05-22,False,7.342,307,[18]
False,fr,Nos jours heureux,4.6459,2006-06-28,False,7.342,1085,"[35, 10751]"
False,en,Adaptation.,5.4178,2002-12-06,False,7.342,2691,"[35, 80, 18]"
False,en,Philomena,1.8412,2013-11-01,False,7.342,1683,[18]
False,en,Batman Beyond: Return of the Joker,2.604,2000-12-12,False,7.3,1174,"[16, 28, 878, 53]"
False,en,Rudy,3.5815,1993-09-17,False,7.341,725,"[18, 36]"
False,en,Red River,4.3699,1948-09-17,False,7.341,572,[37]
False,en,PAW Patrol: The Movie,4.9236,2021-08-09,False,7.3,1254,"[10751, 35, 12, 16]"
False,en,The Wicker Man,4.844,1973-12-06,False,7.3,1572,[27]
False,en,Rise of the Planet of the Apes,8.0903,2011-08-03,False,7.339,12501,"[53, 28, 18, 878]"
False,fr,Les Bronzés font du ski,2.0425,1979-11-22,False,7.34,1246,[35]
False,fr,Kirikou et la sorcière,1.522,1998-12-09,False,7.339,1146,"[14, 12, 16, 10751]"
False,en,Lord of War,5.4721,2005-09-16,False,7.338,5161,"[80, 18, 53]"
False,en,John Wick: Chapter 2,12.4122,2017-02-08,False,7.338,13932,"[28, 53, 80]"
False,it,Il deserto rosso,2.8238,1964-09-04,False,7.338,491,[18]
False,fr,La Gloire de mon Père,1.0495,1990-08-29,False,7.3,327,"[12, 18]"
False,de,Christiane F. - Wir Kinder vom Bahnhof Zoo,2.4782,1981-04-02,False,7.338,1408,[18]
False,en,Ghost Dog: The Way of the Samurai,2.6324,1999-10-06,False,7.3,1347,"[80, 18]"
False,en,A Nightmare on Elm Street,10.5131,1984-11-09,False,7.3,5567,[27]
False,en,The Boss Baby: Family Business,5.3911,2021-07-01,False,7.3,2655,"[16, 35, 12, 10751]"
False,it,Johnny Stecchino,3.5944,1991-10-24,False,7.337,1054,[35]
False,en,The Abyss,6.6043,1989-08-09,False,7.337,3309,"[12, 53, 878]"
False,en,The Last Letter from Your Lover,2.2914,2021-07-23,False,7.336,651,"[18, 10749]"
False,en,On the Basis of Sex,2.3585,2018-12-25,False,7.336,1106,"[18, 36]"
False,en,Dawn of the Planet of the Apes,10.6297,2014-07-08,False,7.336,12000,"[878, 28, 18, 53]"
False,en,Mystery Train,6.2925,1989-09-06,False,7.336,487,[35]
False,en,Sorry We Missed You,1.1386,2019-10-04,False,7.335,802,[18]
False,en,The Big Sick,2.6076,2017-03-30,False,7.335,2572,"[35, 18, 10749]"
False,en,Frances Ha,2.121,2013-05-17,False,7.3,1780,"[35, 18]"
False,en,All That Heaven Allows,1.6222,1955-08-25,False,7.335,322,"[18, 10749]"
False,fr,Boîte noire,2.1711,2021-09-08,False,7.334,1381,"[9648, 53, 18]"
False,en,Minari,2.1547,2021-02-12,False,7.334,1784,[18]
False,en,Blindspotting,1.3437,2018-07-20,False,7.334,711,"[35, 80, 18]"
False,en,Dark City,6.4305,1998-02-27,False,7.334,3081,"[9648, 878]"
False,en,Palm Springs,9.9136,2020-07-10,False,7.333,3517,"[35, 10749, 878]"
False,en,Now You See Me,16.4696,2013-05-29,False,7.333,16423,"[53, 80]"
False,en,True Grit,2.826,1969-06-11,False,7.333,830,[37]
False,ja,イノセンス,8.1854,2004-03-06,False,7.333,944,"[16, 18, 878]"
False,en,The 39 Steps,2.1357,1935-06-06,False,7.333,1021,"[9648, 53]"
False,en,Possession,5.0816,1981-05-27,False,7.3,1261,[27]
False,en,Wait Until Dark,1.8863,1967-10-26,False,7.3,576,"[53, 27]"
False,en,The Wind That Shakes the Barley,1.8999,2006-06-23,False,7.333,870,"[18, 10752]"
False,en,Gentlemen Prefer Blondes,4.2155,1953-07-14,False,7.332,1033,"[35, 10749]"
False,en,The Butler,3.9964,2013-08-16,False,7.331,2978,[18]
False,en,The Hobbit: The Battle of the Five Armies,22.4016,2014-12-10,False,7.33,15049,"[28, 12, 14]"
False,cn,飛鷹計劃,3.42,1991-02-07,False,7.331,616,"[28, 12, 80, 53]"
False,fr,Les 12 travaux d'Astérix,1.7954,1976-06-26,False,7.331,1317,"[10751, 16, 35, 12]"
False,en,Down by Law,1.5716,1986-09-20,False,7.331,815,"[80, 18, 35]"
False,en,The In Between,2.4004,2022-02-11,False,7.33,821,"[10749, 878, 18]"
False,en,Spider-Man: Homecoming,20.4361,2017-07-05,False,7.329,22778,"[28, 12, 878]"
False,hy,Նռան գույնը,4.9323,1969-10-01,False,7.33,318,"[18, 36]"
False,it,Caro Diario,1.2155,1993-11-12,False,7.33,503,"[35, 18]"
False,en,Ghostbusters: Afterlife,8.5396,2021-11-18,False,7.329,5008,"[14, 35, 12, 878]"
False,fr,Sans toit ni loi,3.1828,1985-12-04,False,7.329,350,[18]
False,en,The Gruffalo,5.2453,2009-12-25,False,7.3,331,"[16, 10751]"
False,en,Dirty Dancing,6.986,1987-08-21,False,7.329,6397,"[18, 10402, 10749]"
False,en,Dungeons & Dragons: Honor Among Thieves,8.9432,2023-03-23,False,7.328,4346,"[12, 14, 35]"
False,tr,G.O.R.A.,0.6986,2004-11-12,False,7.3,359,"[35, 12, 878]"
False,en,The Hangover,15.5414,2009-06-02,False,7.328,17763,[35]
False,en,Glengarry Glen Ross,4.3337,1992-09-10,False,7.328,1543,"[80, 18, 9648]"
False,en,The Judge,5.8031,2014-10-08,False,7.327,4323,[18]
False,ja,十三人の刺客,8.3992,2010-09-25,False,7.327,1221,"[12, 18, 28]"
False,fr,Une femme est une femme,1.2213,1961-09-06,False,7.3,393,"[35, 18, 10749]"
False,en,Love & Basketball,1.9435,2000-04-21,False,7.328,457,"[35, 18, 10749]"
False,sv,Ondskan,4.1425,2003-09-16,False,7.3,384,[18]
False,en,The Kite Runner,2.3854,2007-12-14,False,7.327,1221,[18]
False,en,Blow-Up,1.9213,1966-12-18,False,7.327,1335,"[18, 9648, 53]"
False,en,The Magnificent Ambersons,1.432,1942-07-10,False,7.327,462,"[18, 10749]"
False,es,Nowhere,4.4422,2023-09-29,False,7.326,1511,"[53, 18]"
False,en,Batman: Assault on Arkham,2.9269,2014-08-12,False,7.3,1169,"[53, 16, 28, 80]"
False,it,La mafia uccide solo d'estate,0.7582,2013-11-28,False,7.326,1124,"[10749, 35, 80, 18]"
False,en,Sophie's Choice,2.5059,1982-12-08,False,7.319,909,"[18, 10749, 10752]"
False,th,ช็อคโกแลต,5.7968,2008-02-07,False,7.326,544,"[28, 80]"
False,en,Carrie,7.3362,1976-11-03,False,7.3,4184,"[27, 53]"
False,en,The Sea Beast,3.237,2022-06-24,False,7.325,1639,"[16, 12, 28, 10751, 14]"
False,ja,ももへの手紙,2.2451,2012-04-21,False,7.325,391,"[35, 14, 16, 18, 10751]"
False,it,"Bianco, rosso e Verdone",2.6227,1981-02-20,False,7.325,736,[35]
False,hi,स्वदेस,1.428,2004-12-17,False,7.325,362,[18]
False,en,21 Grams,2.6555,2003-09-06,False,7.325,3309,"[18, 80, 53]"
False,en,The Idea of You,9.2531,2024-05-02,False,7.324,1853,"[10749, 18, 35]"
False,en,A Dog's Life,5.7647,1918-04-14,False,7.324,350,[35]
False,en,The Bourne Supremacy,7.7777,2004-07-23,False,7.324,7950,"[28, 18, 53]"
False,ko,헤어질 결심,6.448,2022-06-29,False,7.323,1422,"[53, 9648, 10749]"
False,en,Turning Red,10.3959,2022-03-10,False,7.323,5651,"[16, 10751, 35, 14]"
False,en,Papillon,5.7418,2017-09-07,False,7.323,2073,"[12, 80, 18]"
False,fr,En fanfare,2.6482,2024-11-27,False,7.322,442,"[35, 18, 10402]"
False,en,Cherry,3.3584,2021-02-26,False,7.322,1343,"[18, 80]"
False,en,Scooby-Doo! WrestleMania Mystery,1.3588,2014-03-11,False,7.322,329,"[16, 35, 10751, 9648]"
False,sv,Sommaren med Monika,5.9243,1953-02-09,False,7.322,384,"[18, 10749]"
False,ja,劇場版 NARUTO -ナルト- 疾風伝 絆,4.4817,2008-08-02,False,7.322,505,"[14, 16, 28]"
False,no,Den stygge stesøsteren,23.1834,2025-03-07,False,7.318,856,"[27, 35, 14, 18]"
False,en,Mufasa: The Lion King,16.0052,2024-12-18,False,7.321,2506,"[12, 10751, 16]"
False,en,The Quiet Man,1.4399,1952-07-21,False,7.321,592,"[10749, 35, 18]"
False,ko,스마트폰을 떨어뜨렸을 뿐인데,2.3396,2023-02-17,False,7.32,384,[53]
False,en,The Zookeeper's Wife,3.1349,2017-03-24,False,7.32,1547,"[18, 36, 10752]"
False,fr,Le Prénom,4.0262,2012-04-25,False,7.32,1771,[35]
False,en,Star Trek Into Darkness,6.9951,2013-05-05,False,7.321,9469,"[28, 12, 878]"
False,en,Precious,4.7474,2009-11-06,False,7.32,1726,[18]
False,en,Brothers,7.5987,2009-12-02,False,7.32,3836,"[18, 53, 10752]"
False,en,25th Hour,3.2282,2002-12-19,False,7.32,2504,"[80, 18]"
False,en,Finding Neverland,4.9076,2004-10-29,False,7.321,3682,"[18, 14]"
False,cn,無間道II,2.9105,2003-10-01,False,7.319,459,"[28, 53, 80]"
False,en,Spider-Man,20.0666,2002-05-01,False,7.319,20222,"[28, 878]"
False,pt,Tudo Bem no Natal Que Vem,0.7785,2020-12-03,False,7.318,434,"[35, 18, 14, 10751]"
False,tr,Eşkıya,3.1877,1996-11-29,False,7.318,346,"[80, 18, 53]"
False,en,High Plains Drifter,3.1925,1973-04-19,False,7.319,1293,"[37, 18, 9648]"
False,en,"O Brother, Where Art Thou?",9.0427,2000-08-30,False,7.319,4455,"[12, 35, 80]"
False,en,"The Cook, the Thief, His Wife & Her Lover",4.9796,1989-10-13,False,7.3,685,"[80, 18]"
False,es,Tini: El gran cambio de Violetta,1.1313,2016-05-04,False,7.3,397,"[35, 18, 10402]"
False,en,Red Dog,5.345,2011-08-04,False,7.316,422,"[18, 35, 10751]"
False,ja,ハウス,2.3681,1977-08-26,False,7.316,757,"[35, 14, 27]"
False,en,Dead Man Walking,3.1587,1995-12-29,False,7.318,1455,[18]
False,fr,Cyrano de Bergerac,2.3292,1990-03-28,False,7.318,807,"[18, 35, 36, 10749]"
False,en,Dazed and Confused,3.6049,1993-09-24,False,7.315,2199,"[35, 18]"
False,en,A Hard Day's Night,1.8849,1964-07-07,False,7.3,723,"[35, 10402]"
False,en,Train Dreams,23.7129,2025-11-05,False,7.32,531,[18]
False,en,Z-O-M-B-I-E-S 3,1.971,2022-07-09,False,7.314,436,"[14, 35, 10751, 10770]"
False,ko,범죄도시 2,7.463,2022-05-18,False,7.3,400,"[28, 80, 53, 12]"
False,en,Justice League: Crisis on Two Earths,1.7821,2010-02-23,False,7.314,760,"[28, 12, 16, 878, 14]"
False,en,Gangs of New York,7.6643,2002-12-14,False,7.313,7027,"[18, 36, 80]"
False,en,Phantom Thread,5.4324,2017-12-25,False,7.313,3697,"[18, 10749]"
False,en,20th Century Women,1.6299,2016-12-28,False,7.313,1215,[18]
False,en,Becoming Jane,2.9768,2007-03-02,False,7.313,1232,"[10749, 18]"
False,fr,Un long dimanche de fiançailles,2.3749,2004-10-27,False,7.313,1291,"[18, 10749, 10752]"
False,en,Airplane!,7.7557,1980-06-27,False,7.313,4906,[35]
False,en,Another Cinderella Story,2.8461,2008-09-16,False,7.312,2096,"[10402, 35, 10749, 10751]"
False,fr,Le père Noël est une ordure,1.6518,1982-08-25,False,7.312,1047,[35]
False,en,Kung Fu Panda,14.8912,2008-06-04,False,7.312,12336,"[16, 10751, 35, 28, 12]"
