season,week,regime,judges_save,celebrity_name,judge_total,judge_percent,judge_rank,prior_p0,p_est,fan_rank,combined_metric,eliminated_this_week,in_bottom2,judge_choice_match,p_min,p_max,p_width,certainty_score
11,1,percent,0,Michael Bolton,16.0,0.07048458149779736,9,0.03651583814616324,0.03651583814616326,12,0.10700041964396062,0,,,0.0,0.9999979999999999,0.9999979999999999,1.000001000001
11,1,percent,0,Rick Fox,22.0,0.09691629955947137,4,0.11689364367668927,0.11689364367668928,4,0.21380994323616065,0,,,0.0,0.9999979999999999,0.9999979999999999,1.000001000001
11,1,percent,0,The Situation,15.0,0.06607929515418502,12,0.03461816020473828,0.03915411091172648,9,0.1052334060659115,0,,,1e-06,0.999999,0.9999979999999999,1.000001000001
11,2,percent,0,Audrina Patridge,23.0,0.10407239819004525,2,0.11926392857573996,0.11926392857573996,2,0.22333632676578521,0,,,0.0,1.0,1.0,0.9999990000010001
11,2,percent,0,Brandy,21.0,0.09502262443438914,5,0.11093883221706197,0.11093883221706197,5,0.2059614566514511,0,,,0.0,1.0,1.0,0.9999990000010001
11,2,percent,0,Bristol Palin,22.0,0.09954751131221719,3,0.11788390537370254,0.11788390537370254,4,0.21743141668591973,0,,,0.0,1.0,1.0,0.9999990000010001
11,2,percent,0,Florence Henderson,19.0,0.08597285067873303,8,0.07474659127001616,0.07474659127001616,8,0.1607194419487492,0,,,0.0,1.0,1.0,0.9999990000010001
11,2,percent,0,Jennifer Grey,24.0,0.1085972850678733,1,0.12076525950143997,0.12076525950143997,1,0.22936254456931326,0,,,0.0,1.0,1.0,0.9999990000010001
11,2,percent,0,Kurt Warner,21.0,0.09502262443438914,6,0.09180089138540949,0.09180089138540949,7,0.1868235158197986,0,,,0.0,1.0,1.0,0.9999990000010001
11,2,percent,0,Kyle Massey,22.0,0.09954751131221719,4,0.1182364160179931,0.1182364160179931,3,0.2177839273302103,0,,,0.0,1.0,1.0,0.9999990000010001
11,2,percent,0,Margaret Cho,18.0,0.08144796380090498,9,0.0633562577357977,0.0633562577357977,9,0.1448042215367027,0,,,0.0,1.0,1.0,0.9999990000010001
11,2,percent,0,Michael Bolton,12.0,0.05429864253393665,11,0.014579130116877798,0.014579130116877798,11,0.06887777265081445,1,,,0.0,0.127518630193336,0.127518630193336,7.841929893333854
11,2,percent,0,Rick Fox,21.0,0.09502262443438914,7,0.10708548492225191,0.10708548492225191,6,0.20210810935664103,0,,,0.0,1.0,1.0,0.9999990000010001
11,2,percent,0,The Situation,18.0,0.08144796380090498,10,0.06134330288370941,0.06134330288370941,10,0.1427912666846144,0,,,0.0,1.0,1.0,0.9999990000010001
11,3,percent,0,Audrina Patridge,26.0,0.11764705882352941,1,0.13355206368046638,0.13355206368046638,1,0.2511991225039958,0,,,0.0,1.0,1.0,0.9999990000010001
11,3,percent,0,Brandy,24.0,0.1085972850678733,2,0.1307442603637787,0.1307442603637787,3,0.239341545431652,0,,,0.0,1.0,1.0,0.9999990000010001
11,3,percent,0,Bristol Palin,19.0,0.08597285067873303,9,0.05748355282426229,0.05748355282426229,9,0.14345640350299532,0,,,0.0,1.0,1.0,0.9999990000010001
11,3,percent,0,Florence Henderson,20.0,0.09049773755656108,7,0.07991423078762376,0.07991423078762376,8,0.17041196834418484,0,,,0.0,1.0,1.0,0.9999990000010001
11,3,percent,0,Jennifer Grey,24.0,0.1085972850678733,3,0.13213986810049716,0.13213986810049716,2,0.24073715316837047,0,,,0.0,1.0,1.0,0.9999990000010001
11,3,percent,0,Kurt Warner,23.0,0.10407239819004525,5,0.10043143935025987,0.10043143935025987,6,0.20450383754030513,0,,,0.0,1.0,1.0,0.9999990000010001
11,3,percent,0,Kyle Massey,23.0,0.10407239819004525,6,0.1163737116017201,0.1163737116017201,5,0.22044610979176535,0,,,0.0,1.0,1.0,0.9999990000010001
11,3,percent,0,Margaret Cho,18.0,0.08144796380090498,10,0.035167793943411886,0.035167793943411886,10,0.11661575774431687,1,,,0.0,0.11855113619909503,0.11855113619909503,8.435107388707126
11,3,percent,0,Rick Fox,24.0,0.1085972850678733,4,0.12892373493682402,0.12892373493682402,4,0.23752102000469733,0,,,0.0,1.0,1.0,0.9999990000010001
11,3,percent,0,The Situation,20.0,0.09049773755656108,8,0.08526934441115579,0.08526934441115579,7,0.17576708196771687,0,,,0.0,1.0,1.0,0.9999990000010001
11,4,percent,0,Audrina Patridge,23.0,0.12849162011173185,3,0.1461368021236137,0.1461368021236137,3,0.27462842223534556,0,,,0.0,1.0,1.0,0.9999990000010001
11,4,percent,0,Brandy,24.0,0.1340782122905028,2,0.14921022545823337,0.14921022545823337,2,0.28328843774873613,0,,,0.0,1.0,1.0,0.9999990000010001
11,4,percent,0,Bristol Palin,16.0,0.0893854748603352,8,0.05968804810413248,0.05968804810413248,7,0.1490735229644677,0,,,0.0,1.0,1.0,0.9999990000010001
11,4,percent,0,Florence Henderson,17.5,0.09776536312849161,6,0.0914173477075468,0.0914173477075468,6,0.1891827108360384,0,,,0.0,1.0,1.0,0.9999990000010001
11,4,percent,0,Jennifer Grey,28.0,0.1564245810055866,1,0.1566936036602575,0.1566936036602575,1,0.31311818466584407,0,,,0.0,1.0,1.0,0.9999990000010001
11,4,percent,0,Kurt Warner,17.0,0.09497206703910614,7,0.056356874420044105,0.056356874420044105,9,0.15132894145915024,0,,,0.0,1.0,1.0,0.9999990000010001
11,4,percent,0,Kyle Massey,20.0,0.11173184357541899,4,0.14500544722866066,0.14500544722866066,4,0.25673729080407964,0,,,0.0,1.0,1.0,0.9999990000010001
11,4,percent,0,Rick Fox,19.5,0.10893854748603352,5,0.1378196908328065,0.1378196908328065,5,0.24675823831884003,0,,,0.0,1.0,1.0,0.9999990000010001
11,4,percent,0,The Situation,14.0,0.0782122905027933,9,0.05767196046470481,0.05767196046470481,8,0.13588425096749812,1,,,0.0,0.14400904283054,0.14400904283054,6.943960159616948
11,5,percent,0,Audrina Patridge,23.0,0.12637362637362637,5,0.12306451165792796,0.12306451165792792,5,0.2494381380315543,0,,,0.0,0.978019978021978,0.978019978021978,1.0224729555622354
11,5,percent,0,Brandy,27.0,0.14835164835164835,1,0.18580468744035014,0.18580468744035014,2,0.3341563357919985,0,,,0.0,0.978019978021978,0.978019978021978,1.0224729555622354
11,5,percent,0,Bristol Palin,18.0,0.0989010989010989,8,0.041435695616517165,0.06591911572837274,7,0.16482021462947163,0,,,0.016484516483516495,0.9945044945054945,0.978019978021978,1.0224729555622354
11,5,percent,0,Florence Henderson,21.0,0.11538461538461539,6,0.07391801935671193,0.04943459924485625,8,0.16481921462947163,1,,,0.0,0.13461450961538463,0.13461450961538463,7.428564530618649
11,5,percent,0,Jennifer Grey,25.0,0.13736263736263737,2,0.1906127278935652,0.1906127278935652,1,0.3279753652562026,0,,,0.0,0.978019978021978,0.978019978021978,1.0224729555622354
11,5,percent,0,Kurt Warner,24.0,0.13186813186813187,3,0.13027121391862584,0.13027121391862584,4,0.2621393457867577,0,,,0.0,0.978019978021978,0.978019978021978,1.0224729555622354
11,5,percent,0,Kyle Massey,20.0,0.10989010989010989,7,0.09105689848705101,0.09105689848705097,6,0.20094700837716084,0,,,0.005495505494505503,0.9835154835164835,0.978019978021978,1.0224729555622354
11,5,percent,0,Rick Fox,24.0,0.13186813186813187,4,0.1638362456292509,0.1638362456292509,3,0.29570437749738276,0,,,0.0,0.978019978021978,0.978019978021978,1.0224729555622354
11,6,percent,0,Audrina Patridge,31.9998,0.1545889285615942,2,0.19349378291020078,0.07349443990644858,7,0.22808336846804278,1,,,0.0,0.1311245000098344,0.1311245000098344,7.626281691394887
11,6,percent,0,Brandy,35.9999,0.17391314849856981,1,0.21005790015145223,0.2100579001514522,1,0.383971048650022,0,,,0.0,0.8985482801318652,0.8985482801318652,1.112905014907192
11,6,percent,0,Bristol Palin,27.9998,0.13526519171803963,6,0.0661340213696287,0.09281917675000324,6,0.22808436846804286,0,,,0.01932473684355457,0.9178730169754197,0.8985482801318652,1.112905014907192
11,6,percent,0,Jennifer Grey,29.0,0.14009709211577046,5,0.14250604063575217,0.14250604063575215,4,0.2826031327515226,0,,,0.014492836445823746,0.9130411165776889,0.8985482801318652,1.112905014907192
11,6,percent,0,Kurt Warner,21.9999,0.10628006954612891,7,0.02849011129853631,0.12180429892191386,5,0.22808436846804275,0,,,0.04830985901546529,0.9468581391473304,0.8985482801318652,1.112905014907192
11,6,percent,0,Kyle Massey,29.999899999999997,0.14492754323323798,4,0.16124865375360548,0.16124865375360545,3,0.3061761969868434,0,,,0.009662385328356225,0.9082106654602213,0.8985482801318652,1.112905014907192
11,6,percent,0,Rick Fox,30.0,0.1449280263266591,3,0.19806948988082443,0.1980694898808244,2,0.34299751620748353,0,,,0.009661902234935097,0.9082101823668003,0.8985482801318652,1.112905014907192
11,7,percent,0,Brandy,36.5,0.1750599520383693,1,0.2567167236073339,0.25671672360733383,1,0.4317766756457031,0,,,0.0,0.9856095107913669,0.9856095107913669,1.0145995695572274
11,7,percent,0,Bristol Palin,32.5,0.15587529976019185,6,0.06393707080533564,0.12448916235992216,4,0.280364462120114,0,,,0.009593326139088724,0.9952028369304556,0.9856095107913669,1.0145995695572274
11,7,percent,0,Jennifer Grey,36.5,0.1750599520383693,2,0.25424257635499625,0.25424257635499625,2,0.4293025283933656,0,,,0.0,0.9856095107913669,0.9856095107913669,1.0145995695572274
11,7,percent,0,Kurt Warner,35.0,0.16786570743405277,3,0.10228629378652741,0.11249875468606123,6,0.280364462120114,0,,,0.0,0.9856095107913669,0.9856095107913669,1.0145995695572274
11,7,percent,0,Kyle Massey,33.5,0.1606714628297362,5,0.13715694677085316,0.13715694677085313,3,0.2978284096005893,0,,,0.004797163069544363,0.9904066738609113,0.9856095107913669,1.0145995695572274
11,7,percent,0,Rick Fox,34.5,0.16546762589928057,4,0.18566038867495374,0.11489583622083344,5,0.280363462120114,1,,,0.0,0.16786487410071943,0.16786487410071943,5.957136942556892
11,8,percent,0,Brandy,28.5,0.21509433962264152,1,0.28412077923100015,0.28412077923100015,2,0.49921511885364167,0,,,0.0,0.9962254150943396,0.9962254150943396,1.003787878787879
11,8,percent,0,Bristol Palin,23.5,0.17735849056603772,5,0.09246409571358308,0.09246409571358308,4,0.2698225862796208,0,,,0.0037745849056603767,1.0,0.9962254150943396,1.003787878787879
11,8,percent,0,Jennifer Grey,28.5,0.21509433962264152,2,0.30163431776185884,0.30163431776185884,1,0.5167286573845004,0,,,0.0,0.9962254150943396,0.9962254150943396,1.003787878787879
11,8,percent,0,Kurt Warner,24.0,0.1811320754716981,4,0.08293019787559248,0.08293019787559248,5,0.2640622733472906,1,,,0.0,0.21886712452830193,0.21886712452830193,4.5689613421560145
11,8,percent,0,Kyle Massey,28.0,0.21132075471698114,3,0.23885060941796538,0.23885060941796538,3,0.4501713641349465,0,,,0.0,0.9962254150943396,0.9962254150943396,1.003787878787879
11,9,percent,0,Brandy,28.5,0.25,3,0.14514926427082514,0.1134548876773968,4,0.3634548876773968,1,,,0.0,0.24999924999999998,0.24999924999999998,3.9999960000040002
11,9,percent,0,Bristol Palin,26.5,0.2324561403508772,4,0.09930537073309127,0.1309997473265196,3,0.3634558876773968,0,,,0.017544859649122807,1.0,0.9824551403508772,1.0178571428571428
11,9,percent,0,Jennifer Grey,30.0,0.2631578947368421,1,0.42577526198620946,0.42577526198620946,1,0.6889331567230516,0,,,0.0,0.9824551403508772,0.9824551403508772,1.0178571428571428
11,9,percent,0,Kyle Massey,29.0,0.2543859649122807,2,0.329770103009874,0.329770103009874,2,0.5841560679221547,0,,,0.0,0.9824551403508772,0.9824551403508772,1.0178571428571428
11,10,percent,0,Bristol Palin,25.666600000000003,0.3092368897274452,3,0.15133328572859767,0.15133328572859767,3,0.46057017545604284,0,,,,,,
11,10,percent,0,Jennifer Grey,30.0,0.36144665408832316,1,0.49696866113969046,0.49696866113969046,1,0.8584153152280136,0,,,,,,
11,10,percent,0,Kyle Massey,27.333199999999998,0.3293164561842318,2,0.3516980531317119,0.3516980531317119,2,0.6810145093159437,0,,,,,,
12,1,percent,0,Chelsea Kane,21.0,0.10144927536231885,3,0.13333369175986443,0.13333369175986443,4,0.23478296712218327,0,,,,,,
12,1,percent,0,Chris Jericho,19.0,0.09178743961352658,5,0.13034909773548262,0.13034909773548262,5,0.22213653734900918,0,,,,,,
12,1,percent,0,Hines Ward,21.0,0.10144927536231885,4,0.13401156115105659,0.13401156115105659,3,0.23546083651337543,0,,,,,,
12,1,percent,0,Kendra Wilkinson,18.0,0.08695652173913043,7,0.10282328404932031,0.10282328404932031,6,0.18977980578845074,0,,,,,,
12,1,percent,0,Kirstie Alley,23.0,0.1111111111111111,2,0.13727735495234356,0.13727735495234356,2,0.24838846606345466,0,,,,,,
12,1,percent,0,Mike Catherwood,13.0,0.06280193236714976,11,0.0245558802177213,0.0245558802177213,11,0.08735781258487106,0,,,,,,
12,1,percent,0,Petra Nemcova,18.0,0.08695652173913043,8,0.030253242942810572,0.030253242942810572,10,0.117209764681941,0,,,,,,
12,1,percent,0,Ralph Macchio,24.0,0.11594202898550725,1,0.13930963309518576,0.13930963309518576,1,0.255251662080693,0,,,,,,
12,1,percent,0,Romeo,19.0,0.09178743961352658,6,0.09533399378519217,0.09533399378519217,7,0.18712143339871873,0,,,,,,
12,1,percent,0,Sugar Ray Leonard,17.0,0.0821256038647343,9,0.03447308163369818,0.03447308163369818,9,0.11659868549843248,0,,,,,,
12,1,percent,0,Wendy Williams,14.0,0.06763285024154589,10,0.03827917867732453,0.03827917867732453,8,0.10591202891887042,0,,,,,,
12,2,percent,0,Chelsea Kane,18.0,0.08333333333333333,7,0.09976705457604507,0.09976705457604507,7,0.18310038790937838,0,,,0.0,0.9999979999999999,0.9999979999999999,1.000001000001
12,2,percent,0,Chris Jericho,23.0,0.10648148148148148,1,0.1305122942182016,0.1305122942182016,1,0.23699377569968308,0,,,0.0,0.9999979999999999,0.9999979999999999,1.000001000001
12,2,percent,0,Hines Ward,23.0,0.10648148148148148,2,0.12987601978308838,0.12987601978308838,2,0.23635750126456986,0,,,0.0,0.9999979999999999,0.9999979999999999,1.000001000001
12,2,percent,0,Kendra Wilkinson,19.0,0.08796296296296297,6,0.1151793543388728,0.1151793543388728,6,0.20314231730183577,0,,,0.0,0.9999979999999999,0.9999979999999999,1.000001000001
12,2,percent,0,Kirstie Alley,20.0,0.09259259259259259,5,0.12088084571014919,0.12088084571014919,5,0.2134734383027418,0,,,0.0,0.9999979999999999,0.9999979999999999,1.000001000001
12,2,percent,0,Mike Catherwood,17.0,0.0787037037037037,9,0.05781718442454712,0.03828456359595458,11,0.11698826729965828,1,,,0.0,0.103113569023569,0.103113569023569,9.697950633643526
12,2,percent,0,Petra Nemcova,18.0,0.08333333333333333,8,0.03923404191309104,0.03923404191309104,8,0.12256737524642436,0,,,0.0,0.9999979999999999,0.9999979999999999,1.000001000001
12,2,percent,0,Ralph Macchio,21.0,0.09722222222222222,4,0.12576637482346884,0.12576637482346884,3,0.22298859704569107,0,,,0.0,0.9999979999999999,0.9999979999999999,1.000001000001
12,2,percent,0,Romeo,23.0,0.10648148148148148,3,0.12392832384921948,0.12392832384921948,4,0.23040980533070096,0,,,0.0,0.9999979999999999,0.9999979999999999,1.000001000001
12,2,percent,0,Sugar Ray Leonard,17.0,0.0787037037037037,10,0.028644930869384324,0.03828556359595457,9,0.11698926729965828,0,,,1e-06,0.999999,0.9999979999999999,1.000001000001
12,2,percent,0,Wendy Williams,17.0,0.0787037037037037,11,0.02839357549393228,0.03828556359595456,10,0.11698926729965826,0,,,1e-06,0.999999,0.9999979999999999,1.000001000001
12,3,percent,0,Chelsea Kane,23.0,0.10747663551401869,3,0.13638052550436366,0.13638052550436366,2,0.24385716101838234,0,,,0.0,1.0,1.0,0.9999990000010001
12,3,percent,0,Chris Jericho,21.0,0.09813084112149532,5,0.1347973366420587,0.1347973366420587,4,0.232928177763554,0,,,0.0,1.0,1.0,0.9999990000010001
12,3,percent,0,Hines Ward,25.0,0.11682242990654206,1,0.14582850019489707,0.14582850019489707,1,0.26265093010143914,0,,,0.0,1.0,1.0,0.9999990000010001
12,3,percent,0,Kendra Wilkinson,23.0,0.10747663551401869,4,0.13489243332199305,0.13489243332199305,3,0.24236906883601173,0,,,0.0,1.0,1.0,0.9999990000010001
12,3,percent,0,Kirstie Alley,21.0,0.09813084112149532,6,0.10999737448459715,0.10999737448459715,6,0.20812821560609246,0,,,0.0,1.0,1.0,0.9999990000010001
12,3,percent,0,Petra Nemcova,25.0,0.11682242990654206,2,0.12456854559886972,0.12456854559886972,5,0.24139097550541178,0,,,0.0,1.0,1.0,0.9999990000010001
12,3,percent,0,Ralph Macchio,21.0,0.09813084112149532,7,0.09688868363471366,0.09688868363471366,7,0.19501952475620898,0,,,0.0,1.0,1.0,0.9999990000010001
12,3,percent,0,Romeo,20.0,0.09345794392523364,8,0.05694208512803399,0.05694208512803399,8,0.15040002905326763,0,,,0.0,1.0,1.0,0.9999990000010001
12,3,percent,0,Sugar Ray Leonard,20.0,0.09345794392523364,9,0.02784710988925872,0.02784710988925872,10,0.12130505381449236,0,,,0.0,1.0,1.0,0.9999990000010001
12,3,percent,0,Wendy Williams,15.0,0.07009345794392523,10,0.03185740560121429,0.03185740560121429,9,0.10195086354513952,1,,,0.0,0.12990564205607474,0.12990564205607474,7.697835800946543
12,4,percent,0,Chelsea Kane,26.0,0.1262135922330097,1,0.17398225281188992,0.17398225281188992,2,0.3001958450448996,0,,,0.0,0.9854358932038835,0.9854358932038835,1.0147783251231528
12,4,percent,0,Chris Jericho,23.0,0.11165048543689321,4,0.162516055438937,0.162516055438937,4,0.2741665408758302,0,,,0.0,0.9854358932038835,0.9854358932038835,1.0147783251231528
12,4,percent,0,Hines Ward,25.0,0.12135922330097088,2,0.17526212558902388,0.17526212558902388,1,0.29662134888999475,0,,,0.0,0.9854358932038835,0.9854358932038835,1.0147783251231528
12,4,percent,0,Kendra Wilkinson,18.0,0.08737864077669903,9,0.05283515618890169,0.05283515618890169,8,0.1402137969656007,0,,,0.014564106796116498,1.0,0.9854358932038835,1.0147783251231528
12,4,percent,0,Kirstie Alley,22.0,0.10679611650485436,7,0.08404387391411107,0.08404387391411107,5,0.19083999041896543,0,,,0.0,0.9854358932038835,0.9854358932038835,1.0147783251231528
12,4,percent,0,Petra Nemcova,23.0,0.11165048543689321,5,0.0736081748845352,0.0736081748845352,7,0.1852586603214284,0,,,0.0,0.9854358932038835,0.9854358932038835,1.0147783251231528
12,4,percent,0,Ralph Macchio,25.0,0.12135922330097088,3,0.16263221207589226,0.16263221207589226,3,0.2839914353768631,0,,,0.0,0.9854358932038835,0.9854358932038835,1.0147783251231528
12,4,percent,0,Romeo,23.0,0.11165048543689321,6,0.08193514128779254,0.08193514128779254,6,0.19358562672468577,0,,,0.0,0.9854358932038835,0.9854358932038835,1.0147783251231528
12,4,percent,0,Sugar Ray Leonard,21.0,0.10194174757281553,8,0.033185007808916436,0.033185007808916436,9,0.13512675538173197,1,,,0.0,0.12027958576051787,0.12027958576051787,8.313893665192394
12,5,percent,0,Chelsea Kane,26.0,0.13402061855670103,2,0.18780812333494598,0.18780812333494598,3,0.321828741891647,0,,,0.0,0.9999979999999999,0.9999979999999999,1.000001000001
12,5,percent,0,Chris Jericho,26.0,0.13402061855670103,3,0.18987673684864254,0.18987673684864254,2,0.3238973554053436,0,,,0.0,0.9999979999999999,0.9999979999999999,1.000001000001
12,5,percent,0,Hines Ward,27.0,0.13917525773195877,1,0.20583744804751408,0.20583744804751408,1,0.34501270577947285,0,,,0.0,0.9999979999999999,0.9999979999999999,1.000001000001
12,5,percent,0,Kendra Wilkinson,22.0,0.1134020618556701,6,0.09895290218962408,0.09895290218962408,6,0.2123549640452942,0,,,1e-06,0.999999,0.9999979999999999,1.000001000001
12,5,percent,0,Kirstie Alley,23.0,0.11855670103092783,5,0.12293697348131674,0.12293697348131674,4,0.24149367451224457,0,,,0.0,0.9999979999999999,0.9999979999999999,1.000001000001
12,5,percent,0,Petra Nemcova,22.0,0.1134020618556701,7,0.020443946931787863,0.020443946931787863,8,0.13384600878745798,1,,,0.0,0.13659706314432993,0.13659706314432993,7.320748017806057
12,5,percent,0,Ralph Macchio,22.0,0.1134020618556701,8,0.05121239877295443,0.05121239877295443,7,0.16461446062862453,0,,,1e-06,0.999999,0.9999979999999999,1.000001000001
12,5,percent,0,Romeo,26.0,0.13402061855670103,4,0.12293147039321452,0.12293147039321452,5,0.25695208894991556,0,,,0.0,0.9999979999999999,0.9999979999999999,1.000001000001
12,6,percent,0,Chelsea Kane,28.0,0.15555555555555556,1,0.2167527289363478,0.2167527289363478,1,0.37230828449190334,0,,,0.0,1.0,1.0,0.9999990000010001
12,6,percent,0,Chris Jericho,22.0,0.12222222222222222,7,0.08185256547977321,0.08185256547977321,6,0.20407478770199544,1,,,0.0,0.16349120634920636,0.16349120634920636,6.116499509854797
12,6,percent,0,Hines Ward,27.0,0.15,3,0.20142258437601882,0.20142258437601882,2,0.3514225843760188,0,,,0.0,1.0,1.0,0.9999990000010001
12,6,percent,0,Kendra Wilkinson,25.0,0.1388888888888889,5,0.11482939773519088,0.11482939773519088,5,0.2537182866240798,0,,,0.0,1.0,1.0,0.9999990000010001
12,6,percent,0,Kirstie Alley,26.0,0.14444444444444443,4,0.13619778912408784,0.13619778912408784,4,0.28064223356853224,0,,,0.0,1.0,1.0,0.9999990000010001
12,6,percent,0,Ralph Macchio,24.0,0.13333333333333333,6,0.0742405031346762,0.0742405031346762,7,0.20757383646800953,0,,,0.0,1.0,1.0,0.9999990000010001
12,6,percent,0,Romeo,28.0,0.15555555555555556,2,0.17470443121390528,0.17470443121390528,3,0.33025998676946083,0,,,0.0,1.0,1.0,0.9999990000010001
12,7,percent,0,Chelsea Kane,32.0,0.16976127320954906,3,0.1771219345485781,0.1771219345485781,3,0.3468832077581272,0,,,0.0,0.9946929602122017,0.9946929602122017,1.0053343440294604
12,7,percent,0,Hines Ward,33.0,0.17506631299734748,1,0.30388646989140256,0.30388646989140256,1,0.47895278288875004,0,,,0.0,0.9946929602122017,0.9946929602122017,1.0053343440294604
12,7,percent,0,Kendra Wilkinson,30.5,0.16180371352785147,4,0.15359085882924536,0.09377604254156605,6,0.2555797560694175,1,,,0.0,0.17152878647214853,0.17152878647214853,5.829891242605674
12,7,percent,0,Kirstie Alley,30.0,0.15915119363395225,5,0.09325153761378722,0.09642956243546526,4,0.2555807560694175,0,,,0.0026535198938992246,0.9973464801061008,0.9946929602122017,1.0053343440294604
12,7,percent,0,Ralph Macchio,33.0,0.17506631299734748,2,0.23235642814752283,0.23235642814752283,2,0.4074227411448703,0,,,0.0,0.9946929602122017,0.9946929602122017,1.0053343440294604
12,7,percent,0,Romeo,30.0,0.15915119363395225,6,0.039792770969463966,0.09642956243546526,5,0.2555807560694175,0,,,0.0026535198938992246,0.9973464801061008,0.9946929602122017,1.0053343440294604
12,8,percent,0,Chelsea Kane,27.5,0.21153846153846154,1,0.30624604996335103,0.30624604996335103,2,0.5177845115018126,0,,,0.0,0.9769220769230769,0.9769220769230769,1.0236220472440944
12,8,percent,0,Hines Ward,27.0,0.2076923076923077,2,0.3204076332777487,0.3204076332777487,1,0.5280999409700564,0,,,0.0,0.9769220769230769,0.9769220769230769,1.0236220472440944
12,8,percent,0,Kirstie Alley,26.5,0.20384615384615384,3,0.18685355216349545,0.18685355216349545,3,0.3906997060096493,0,,,0.0,0.9769220769230769,0.9769220769230769,1.0236220472440944
12,8,percent,0,Ralph Macchio,23.0,0.17692307692307693,5,0.10217022866332426,0.10478534383616393,4,0.28170842075924085,0,,,0.02307792307692308,1.0,0.9769220769230769,1.0236220472440944
12,8,percent,0,Romeo,26.0,0.2,4,0.08432253593208054,0.08170742075924085,5,0.2817074207592409,1,,,0.0,0.1999992,0.1999992,4.999995000005001
12,9,percent,0,Chelsea Kane,36.5,0.31063829787234043,1,0.3355332841446837,0.3355332841446837,2,0.6461715820170242,0,,,0.0,1.0,1.0,0.9999990000010001
12,9,percent,0,Hines Ward,30.0,0.2553191489361702,2,0.36674738280737834,0.36674738280737834,1,0.6220665317435485,0,,,0.0,1.0,1.0,0.9999990000010001
12,9,percent,0,Kirstie Alley,27.0,0.2297872340425532,3,0.18213112337578222,0.18213112337578222,3,0.4119183574183354,0,,,0.0,1.0,1.0,0.9999990000010001
12,9,percent,0,Ralph Macchio,24.0,0.20425531914893616,4,0.11558820967215584,0.11558820967215584,4,0.319843528821092,1,,,0.0,0.2957439308510639,0.2957439308510639,3.3812921057422844
12,10,percent,0,Chelsea Kane,29.666600000000003,0.33969480071129965,1,0.4407338257208999,0.4407338257208999,1,0.7804286264321996,0,,,,,,
12,10,percent,0,Hines Ward,29.666600000000003,0.33969480071129965,2,0.3985829053868336,0.3985829053868336,2,0.7382777060981333,0,,,,,,
12,10,percent,0,Kirstie Alley,27.999899999999997,0.32061039857740076,3,0.16068326889226647,0.16068326889226647,3,0.48129366746966723,0,,,,,,
13,1,percent,0,Carson Kressley,17.0,0.07834101382488479,7,0.07925867848178345,0.07925867848178343,9,0.1575996923066682,0,,,0.0,1.0,1.0,0.9999990000010001
13,1,percent,0,Chaz Bono,17.0,0.07834101382488479,8,0.08938229842131665,0.08938229842131663,7,0.1677233122462014,0,,,0.0,1.0,1.0,0.9999990000010001
13,1,percent,0,Chynna Phillips,22.0,0.10138248847926268,1,0.10960762815094627,0.10960762815094627,3,0.21099011663020895,0,,,0.0,1.0,1.0,0.9999990000010001
13,1,percent,0,David Arquette,18.0,0.08294930875576037,6,0.09797438104267954,0.09797438104267953,6,0.1809236897984399,0,,,0.0,1.0,1.0,0.9999990000010001
13,1,percent,0,Elisabetta Canalis,15.0,0.06912442396313365,11,0.01317842755576223,0.016641572437606778,12,0.08576599640074042,0,,,0.0,1.0,1.0,0.9999990000010001
13,1,percent,0,Hope Solo,21.0,0.0967741935483871,3,0.10966755068566097,0.10966755068566096,2,0.20644174423404804,0,,,0.0,1.0,1.0,0.9999990000010001
13,1,percent,0,J.R. Martinez,22.0,0.10138248847926268,2,0.11068886637126685,0.11068886637126685,1,0.21207135485052953,0,,,0.0,1.0,1.0,0.9999990000010001
13,1,percent,0,Kristin Cavallari,19.0,0.08755760368663594,5,0.10321016817033671,0.10321016817033671,5,0.19076777185697263,0,,,0.0,1.0,1.0,0.9999990000010001
13,1,percent,0,Metta World Peace (Ron),14.0,0.06451612903225806,12,0.0247120122503269,0.02124886736848236,11,0.08576499640074042,1,,,0.0,0.10214962096774192,0.10214962096774192,9.789465698067458
13,1,percent,0,Nancy Grace,16.0,0.07373271889400922,9,0.07946385165293916,0.07946385165293916,8,0.15319657054694838,0,,,0.0,1.0,1.0,0.9999990000010001
13,1,percent,0,Ricki Lake,20.0,0.09216589861751152,4,0.10937562225617067,0.10937562225617067,4,0.2015415208736822,0,,,0.0,1.0,1.0,0.9999990000010001
13,1,percent,0,Rob Kardashian,16.0,0.07373271889400922,10,0.07348051496081044,0.07348051496081043,10,0.14721323385481966,0,,,0.0,1.0,1.0,0.9999990000010001
13,2,percent,0,Carson Kressley,18.0,0.08071748878923767,9,0.05011815238071265,0.06162278145897012,9,0.14234027024820778,0,,,0.013453914798206274,0.9596352556053812,0.946181340807175,1.0568787398282173
13,2,percent,0,Chaz Bono,17.0,0.07623318385650224,11,0.04852935254868839,0.06610708639170555,8,0.14234027024820778,0,,,0.0179382197309417,0.9641195605381166,0.946181340807175,1.0568787398282173
13,2,percent,0,Chynna Phillips,21.0,0.09417040358744394,4,0.10700903228570563,0.10700903228570563,5,0.20117943587314957,0,,,1e-06,0.946182340807175,0.946181340807175,1.0568787398282173
