anime_id,title,score,rank,popularity,members,synopsis,start_date,end_date,type,episodes,image_url
43756,Bakuten!!,7.48,2128,2146,113482,"Shoutarou Futaba has always loved sports, but he never became more than a benchwarmer on his middle school baseball team. After noticing a group of gymnasts practicing in the park, he decides to watch a rhythmic gymnastics tournament on a whim. Although displaying an exhilarating performance at the competition, the Shoushukan High School's Rhythmic Gymnastics Club places second-to-last due to penalties acquired from not fielding a full six-man roster. The demonstration of skill captivates Shoutarou, and he decides to enroll at Shoushukan in hopes of joining the team despite having no background in the sport. The club recruits him alongside Ryouya Misato, a prodigal gymnast who was the runner-up in a junior tournament. Now with a full six-man roster, the team sets out to compete in the upcoming Inter-High tournament. As he strives to accomplish this ambitious endeavor, Shoutarou must learn and master the basics of rhythmic gymnastics all while working in tandem with his new teammates if Shoushukan wants to stand a chance at claiming the title. [Written by MAL Rewrite]",2021-01-01,2021-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1827/113510.jpg
33338,One Piece: Heart of Gold,7.48,2115,2616,82992,"A girl named Olga is pursued by both the World Government and a man named Mad Treasure, as she is the only one who knows the location of the Pure Gold, a substance that can buy the entire world. Olga ends up sailing with the Straw Hat Pirates, and they journey to find the Pure Gold on the lost island of Alchemi, which is located inside the stomach of a large angler fish named Bonbori. (Source: IMDb)",2016-01-01,2016-01-01,TV Special,1,https://cdn.myanimelist.net/images/anime/1673/120160.jpg
49661,Voy@ger,7.48,2121,9577,4588,"Voy@ger is conceptual movie produced in commemoration of the 16th anniversary of the iDOLM@STER franchise. It features an image song of the same name, gathering 15 different idols from 5 different sub-franchises. (Source: ANN)",2021-01-01,2021-01-01,ONA,1,https://cdn.myanimelist.net/images/anime/1280/142023.jpg
857,Air Gear,7.48,2125,723,368511,"Air Trecks, also known as AT, are motorized and futuristic inline skates that are the new craze taking the nation by storm. Although each AT comes with a speed limiter, a community of daredevils known as the ""Storm Riders"" are brave enough to tamper with the device. Utilizing AT's in underground battles, individual teams wager valuable AT parts or team emblems—their symbol of pride—to dominate the streets. Living in this era is Itsuki Minami, a middle school student notorious for engaging in street fights. Always wanting to reach heights no one else is able to, the reckless punk will break through any obstacle that stands in his way, alongside his best friends Kazuma Mikura and Onigiri. However, it is when he discovers a pair of Air Trecks in his house that the path to his true desire finally opens: to rule the skies. [Written by MAL Rewrite]",2006-01-01,2006-01-01,TV,25,https://cdn.myanimelist.net/images/anime/11/18227.jpg
21395,Crayon Shin-chan Movie 22: Gachinko! Gyakushuu no Robo To-chan,7.48,2130,7897,7570,"Hiroshi got a slipped disk due to a back injury. He was taken to an Este salon by a mysterious beautiful girl who appeared suddenly, to receive a free trial of beauty treatment as well as a massage. When Hiroshi returned home after a beauty treatment, he was surprised to see himself in the form of a robot. Shinnosuke gets overjoyed, whereas Misae gets worried on seeing him as a naked robot. The robot version of Hiroshi turns out to be convenient. The robot Hiroshi could be controlled by a remote control and pretty much do anything including cooking and cleaning. Meanwhile, Hiroshi realizes that his turning into a robot has to do something with that Este salon. However, this new change was a dark conspiracy hatched by “Chichi Yure Doumei (The Association of Fathers)” to create a strong father figure for all the fathers in Japan. Soon, many dads in the whole nation go out of control, and the Nohara family (Shinnosuke's family) and Kasukabe start falling apart. Before the near-collapse of Kasukabe, Shinnosuke and Hiroshi i.e. Robot dad stand up to save the day. Featuring the most intense battle of middle-aged men, the movie brings a touching story that makes all fathers and families in Japan cry. (Source: Wikipedia)",2014-01-01,2014-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1696/94870.jpg
59466,Aharen-san wa Hakarenai Season 2,7.48,2124,2638,81978,"Ever since the quiet and timid Reina Aharen enrolled in high school, she has made new friends and even started dating her classmate Raidou. When the two begin their second year, everything seems to be going well, as they are seatmates once more. Soon after, a transfer student named Riku Tamanaha joins their class. Unbeknownst to Reina, the outgoing and stylish girl is actually a childhood friend she separated from years ago. With Raidou's support, Reina is able to rekindle their friendship. Although they have grown closer, Raidou and Reina still struggle to communicate due to his overactive imagination and her difficulty with expressing herself. Nevertheless, the eccentric couple continues to brighten up the lives of people around them as they enjoy each other's company to the fullest. [Written by MAL Rewrite]",2025-01-01,2025-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1501/148355.jpg
57160,Sand Land: The Series,7.48,2117,5284,20890,"In the far future, war has destroyed the entire Earth, leaving only a barren wasteland where the supply of water is controlled by the greedy king. In search of a long-lost lake, Sheriff Rao asked the king of the demons for help...and got the king's son, Beelzebub, and his assistant, Thief. Together the unlikely trio sets off across the desert, facing dragons, bandits and the deadliest foe of all... the King's army itself! (Source: Viz Media)",2024-01-01,2024-01-01,ONA,13,https://cdn.myanimelist.net/images/anime/1004/142114.jpg
11135,Hybrid Child,7.48,2137,2632,82260,"The skilled craftsman Kuroda created artificial humans called Hybrid Child—creatures who are neither machines nor dolls, but rather a reflection of the love shown to them. While they can feel human emotions and have their own consciousness, they are not real humans and require love to grow. Kotarou Izumi is the young heir to the noble Izumi family, so it is frowned upon when he brings an abandoned Hybrid Child he found in the garbage into their household. His family even attempts to throw away Hazuki—Kotarou's name for the Hybrid Child—multiple times when he is not paying attention. But through overcoming these obstacles, their love and the bond connecting them grow stronger. However, ten years pass before a horrifying realization dawns on them: a Hybrid Child might not have an endless life span. Hybrid Child is a collection of three short love stories, depicting the relationship between the artificial humans and their owners. [Written by MAL Rewrite]",2014-01-01,2015-01-01,OVA,4,https://cdn.myanimelist.net/images/anime/4/65605.jpg
31706,Fate/kaleid liner Prisma☆Illya 3rei!!,7.48,2131,1859,137155,"Waking up to find herself in a parallel version of Fuyuki City, Illyasviel ""Illya"" von Einzbern is lost and alone. She discovers her home in ruins, with a massive crater lying in the center of her hometown. With snow falling in the middle of summer, confusion consumes the young elementary schooler, who has no knowledge of where her friends or her wand Ruby may be. Making it to the remains of her house, she is suddenly tackled by an amnesiac girl. Wearing a gym uniform as the icy temperature sets in, the mysterious girl has no idea of where she is or why she showed up. However, this stranger, known as Tanaka, apparently has information about the location of Rin Toosaka, Miyu Edelfelt, and the rest of Illya's missing friends. Fleeing from agents of the Ainsworth family⁠—those in control of this parallel realm—where will these two end up, and how will Illya restore the present back to the world she once knew? [Written by MAL Rewrite]",2016-01-01,2016-01-01,TV,12,https://cdn.myanimelist.net/images/anime/7/80834.jpg
5251,Angel Densetsu,7.47,2139,3545,48453,"When Seikichi Kuroda—self-proclaimed ""guardian"" and head thug of Hekikuu High School—hears rumors of a first-year transfer student named Seiichirou Kitano terrorizing his entire class, Seikichi tries to intimidate him through authority. However, things go awry when he witnesses something horrifying—Seiichirou has a face so dreadful and haunting that even Seikichi hurries away in fear. But despite his menacing appearance, Seiichirou has a heart of gold. Inhibited by his poor communication skills and fear-inducing looks, he has never managed to convey his true self to his terrified peers, resulting in his lifelong ostracization. Now the new guardian, Seiichirou discovers that sometimes friends can be found in the most unlikely places and through the most unusual circumstances. [Written by MAL Rewrite]",1996-01-01,1996-01-01,OVA,2,https://cdn.myanimelist.net/images/anime/4/27104.jpg
379,Heppoko Jikken Animation Excel♥Saga,7.48,2136,2099,117348,"It is hard to take over the world, and the enigmatic Il Palazzo, head of the ACROSS organization, knows this, so he aims to start small by conquering the city of Fukuoka. Two young officers, Excel and her partner Hyatt, are tasked with executing this plan, but standing in their way are the City Security workers, a group consisting of three mostly normal guys, a very severe girl, and some robots. Regardless of simplicity, Excel and Hyatt always manage to screw up their missions, which usually result in death and lots of destruction. Heppoko Jikken Animation Excel♥Saga chronicles the elaborate troubles that the ACROSS officers get themselves into, as Excel and Hyatt never fail to do their jobs improperly. [Written by MAL Rewrite]",1999-01-01,2000-01-01,TV,26,https://cdn.myanimelist.net/images/anime/2/11744.jpg
12291,Acchi Kocchi,7.47,2138,802,336642,"Feelings may come and go, but true love always remains in the heart. Tsumiki Miniwa is in love with her best friend, Io Otonashi. For her, confessing is nearly impossible; but to her friends, they seem to be the perfect match. Cute and petite, Tsumiki comes off more as a friend, and Io's attitude toward her is friendlier than toward others. Despite the constant teasing and obvious hints that his friends have been dropping, Io always seems to miss the signs. Throughout her everyday school life, Tsumiki spends time with her friends and Io. Will she finally muster enough courage to confess her true feelings? [Written by MAL Rewrite]",2012-01-01,2012-01-01,TV,12,https://cdn.myanimelist.net/images/anime/5/46489.jpg
1488,Area 88,7.47,2142,5250,21206,"After being tricked into signing a document by someone he considered a friend, Shin Kazama is forced to become a fighter pilot in the foreign legion of mercenaries, who are fighting in a civil war for the nation of Aslan. Hellbent on earning enough money to break his contract and return to Japan, Shin has managed to become one of the most lethal pilots at the base known as Area 88. But having spent so much time in a place where one's life is always in jeopardy, will Shin remain the same man if and when he can return to the civilian world? [Written by MAL Rewrite]",1985-01-01,1986-01-01,OVA,3,https://cdn.myanimelist.net/images/anime/11/2856.jpg
49409,Bai She II: Qing She Jie Qi,7.47,2143,9029,5428,"Verta must find a way to escape from the Shura City, in order to rescue her sister Blanca from the monk named Fahai. (Source: Wikipedia)",2021-01-01,2021-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1906/131996.jpg
33378,"Haikara-san ga Tooru Movie 1: Benio, Hana no 17-sai",7.48,2135,4378,32243,"During the Taisho era of 1918, 17-year-old Benio Hanamura thrives on bucking tradition. As a boisterous and quarrelsome tomboy, Miss Hanamura leads a life of kendo and tree-climbing adventure with her best friends Tamaki and Ranmaru. Benio determines to find love on her own, though her family has other plans. Benio will encounter tests of love, independence, and friendship during wartime. (Source: Eleven Arts)",2017-01-01,2017-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1061/93069.jpg
1395,Future GPX Cyber Formula Sin,7.48,2132,10425,3530,"After Aoi Zip Formula was banned for one year from Cyber Formula racing due to cheating, Jotaro Kaga, alias Bleed Kaga, returns for the 17th Cyber Formula World Grand Prix. However his old car is no match for the returning champion Hayato Kazami, whose skill has improved tremendously, and his Nu-Asurada AKF-0. An old face, Kyoshiro Nagumo, appears suddenly to him and offers him the Ogre AN-21: a prototype to the Bio-Computer operated Al-Zard series created by the developers of the Asurada, and an ultimate racing machine that only a few can drive. Kaga must now master this car, confront his own inner demons and, most importantly, defeat his longtime rival Hayato in what is possibly Kaga's last and greatest Cyber Formula season. (Source: ANN)",1998-01-01,2000-01-01,OVA,5,https://cdn.myanimelist.net/images/anime/6/29342.jpg
50248,Birdie Wing: Golf Girls' Story,7.47,2144,2848,72180,"Infamous among those who gamble on golf games, Eve uses her exceptional skill in the sport to earn a living—by betting and winning against various opponents. Known as the ""Rainbow Bullet,"" she vows to beat her foes and conquer the world of underground golf using only three clubs. However, the universe where Eve knows no defeat is shaken after she plays a clean game with Aoi Amawashi, a golfing prodigy that came to the country of Nafrece to enter a golf tournament. Armed with talent and born into the perfect environment for golf, Aoi the ""Innocent Tyrant"" calmly crushes her enemies with a bright smile on her face. After their game-changing match, Eve and Aoi become intrigued with each other and promise to battle again someday. As Eve's aggressive and risk-taking approach challenges the elite and steady playstyle of Aoi, the two geniuses may just manage to bring golf to unexpected heights. [Written by MAL Rewrite]",2022-01-01,2022-01-01,TV,13,https://cdn.myanimelist.net/images/anime/1343/120488.jpg
35015,Ani ni Tsukeru Kusuri wa Nai!,7.47,2140,2236,105849,"Shi Miao simply cannot stand her lazy, stupid, and unreliable elder brother Shi Fen, who is one year above her at the same high school. Though the two siblings can only depend on each other, Shi Miao's violent tendencies combined with Shi Fen's knack for causing trouble cause them to fight constantly. And so, Shi Miao can only hope that someone might take her brother away—even though, when push comes to shove, Shi Fen always tries to do what he believes is best for his cute younger sister. [Written by MAL Rewrite]",2017-01-01,2017-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1896/129202.jpg
551,Grappler Baki: Saidai Tournament-hen,7.48,2134,2288,102346,"Mitsunari Tokugawa, the organizer of the historic Tokugawa underground fighting ring, has created a tournament featuring 38 of the world's best fighters, many of whom are grandmasters in their respective form of martial arts. With the exception of weapons, anything goes in Tokugawa's ring so that each fighter is able to showcase their true power and strongest secret moves. Baki Hanma earned a place in the tournament due to his status as the reigning champion of Tokugawa's fighting ring. Will he be able to come out on top? [Written by MAL Rewrite]",2001-01-01,2001-01-01,TV,24,https://cdn.myanimelist.net/images/anime/1433/96723.jpg
59186,Fuuto Tantei Movie: Kamen Rider Skull no Shouzou,7.48,2133,8566,6203,"""How were Gaia Memories created?"" ""Why did W begin to fight?"" To answer Tokime's questions, Shoutarou quietly begins to tell a story. He speaks of his meeting and parting with a man he admired and called his old man—his mentor, Soukichi Narumi. Mysterious people called Dopants, who utilized the powers of Gaia Memories, had begun appearing in the shadows of Fuuto, the windy city. A young Shoutarou had become an assistant of the detective Soukichi and, though called half-baked, began to follow in his footsteps. Unaware that, in addition to his detective work, Soukichi was secretly acting as Skull, Shoutarou began to grow frustrated with his mentor. That was when the Narumi Detective Agency received a phone call—a request from Hell inviting Shoutarou and company to a fateful night! When Shoutarou tracked down Soukichi to deliver the ""trump card"" bestowed by the mysterious caller, what did he see? Shoutarou and Philip. The one detective made of two and the night when Kamen Rider W began. That whole story will finally be revealed. (Source: Official site, translated)",2024-01-01,2024-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1396/150089.jpg
9919,Ao no Exorcist,7.47,2141,41,2029309,"Humans and demons are two sides of the same coin, as are Assiah and Gehenna, their respective worlds. The only way to travel between the realms is by the means of possession, like in ghost stories. However, Satan, the ruler of Gehenna, cannot find a suitable host to possess and therefore, remains imprisoned in his world. In a desperate attempt to conquer Assiah, he sends his son instead, intending for him to eventually grow into a vessel capable of possession by the demon king. Ao no Exorcist follows Rin Okumura who appears to be an ordinary, somewhat troublesome teenager—that is until one day he is ambushed by demons. His world turns upside down when he discovers that he is in fact the very son of Satan and that his demon father wishes for him to return so they can conquer Assiah together. Not wanting to join the king of Gehenna, Rin decides to begin training to become an exorcist so that he can fight to defend Assiah alongside his brother Yukio. [Written by MAL Rewrite]",2011-01-01,2011-01-01,TV,25,https://cdn.myanimelist.net/images/anime/10/75195.jpg
36184,Feng Ling Yu Xiu,7.47,2152,8229,6837,"It is rumored in the martial world that a mystery white-haired girl suddenly appeared around the thief Feng Ling Er. She is so powerful that many martial arts masters can't defeat her. The girl's identity, the source of her power and her influence to the world all caused discussion among the public. But Feng Ling Er and the white-haired girl named Bai Yu Xiu never care about it. They travel the world with pleasure, unaware of a great conspiracy coming towards them.",2017-01-01,2021-01-01,ONA,12,https://cdn.myanimelist.net/images/anime/1658/115791.jpg
53905,Cang Lan Jue Part 2,7.47,2145,10816,3165,Part two of Cang Lan Jue .,2022-01-01,2023-01-01,ONA,12,https://cdn.myanimelist.net/images/anime/1766/131951.jpg
5177,Denpa-teki na Kanojo,7.47,2149,1683,154668,"Delinquent Juu Juuzawa is a lone wolf who does not see much use in befriending people. So when a girl named Ame Ochibana claims they are linked together from their previous lives, he is highly skeptical and does not want anything to do with her. Even stranger is that her fondest wish is to be his servant. Thinking that Ame must be delusional, he tries to distance himself from her. But when a classmate is murdered, Juu instead decides to keep her close, believing the strange girl to be the culprit. However, her intelligence and skill begin to prove invaluable as the two begin working together to solve the murder. [Written by MAL Rewrite]",2009-01-01,2009-01-01,OVA,2,https://cdn.myanimelist.net/images/anime/1722/111810.jpg
31389,Fate/stay night: Unlimited Blade Works 2nd Season - Sunny Day,7.47,2151,2025,122531,"As the Fifth Holy Grail War reaches its conclusion, Saber repeats her final duty from the previous war in order to end the vicious cycle once and for all. With the decisive blow draining her remaining mana reserves, Saber's body begins to dissipate. She utters a tearful farewell—but Rin Toosaka reaches out to her at the last moment. The future has been changed, and a new beginning awaits. [Written by MAL Rewrite]",2015-01-01,2015-01-01,Special,1,https://cdn.myanimelist.net/images/anime/4/75684.jpg
49345,"Goodbye, Don Glees!",7.47,2155,4563,29560,"Teen misfits Roma, Toto, and Drop call themselves the ""Don Glees,"" an informal name for their backyard adventures. One day, when the trio gets blamed for a nearby forest fire, they set off into the woods to prove their innocence. As disaster strikes their expedition, tensions flare between the friends as they realize that growing up has taken them on wildly different paths in life. (Source: GKIDS)",2022-01-01,2022-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1568/117628.jpg
1614,Captain Tsubasa: Road to 2002,7.47,2146,3069,63131,"Tsubasa Oozora loves everything about soccer: the cheer of the crowd, the speed of the ball, the passion of the players, and the excitement that comes from striving to be the best soccer player he can be. His goal is to aim for the World Cup, and to do that, he’s spent countless hours practicing soccer, ever since the moment he could walk on two legs. Now, as he plays for the Barcelona team in a fierce game, it seems as though his dreams are on the verge of coming true. Captain Tsubasa: Road to 2002 tells the story of how Tsubasa climbed his way through the ranks, featuring his roots in the town of Nankatsu as well as his epic journey to master the art of soccer.",2001-01-01,2002-01-01,TV,52,https://cdn.myanimelist.net/images/anime/5/75526.jpg
30694,Dragon Ball Super,7.47,2150,221,896557,"Seven years after the defeat of Majin Buu, Earth is at peace, and its people live free from any dangers lurking in the universe. However, this peace is short-lived; a sleeping threat awakens in the dark reaches of the galaxy: Beerus, the ruthless God of Destruction. Disturbed by a prophecy that he will be defeated by a ""Super Saiyan God,"" Beerus and his angelic attendant Whis search the universe for this mysterious being. Before long, they reach Earth and encounter Gokuu Son, one of the planet's mightiest warriors, and his powerful friends. [Written by MAL Rewrite]",2015-01-01,2018-01-01,TV,131,https://cdn.myanimelist.net/images/anime/7/74606.jpg
10259,Da Yu Hai Tang (Movie),7.47,2147,3622,46936,"In an old mythical world, there reside spirit-like beings who oversee the natural order of the mortal realm. One of them, a young girl named Chun, has just come of age and must undergo her rite of passage by experiencing the human world for herself. While there, she gets caught in a fishing net during a storm and is rescued by a human boy. However, the boy ends up drowning during the incident, and Chun returns to her realm full of guilt. Afterwards, she meets the Soul Keeper and decides to revive the boy in exchange for a part of her lifespan. Little does she know, meddling with the natural order of the world has severe consequences. Da Yu Hai Tang is a story about sacrifice and redemption as Chun comes to terms with the limitations of her powers and deals with death, love, and her own emotions. She must decide if she will sacrifice everything to save the human boy or forsake her moral obligation for the order of the world. [Written by MAL Rewrite]",2016-01-01,2016-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/5/83826.jpg
5291,Hokuto no Ken Zero: Kenshirou Den,7.47,2159,6380,12765,Last of the Shin Kyuuseishu Densetsu pentalogy. A prequel set between Kenshiro's defeat at the hands of Shin and the beginning of the manga. (Source: Wikipedia),2008-01-01,2008-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/1513/145143.jpg
60508,"Food Court de, Mata Ashita.",7.47,2153,4301,33714,"Every afternoon, tucked away in a corner of a local shopping mall's food court, two high school girls unwind and share a meal. Wada may seem like a soft-spoken honor student, but she is actually quite talkative and has an addiction to mobile games. Meanwhile, Yamamoto appears to be a stoic gal, but she is obsessed with internet mysteries and all things American. Nevertheless, within this food court, they carve out a strong friendship built on unfiltered conversations and the little absurdities that make everyday life a bit more bearable. [Written by MAL Rewrite]",2025-01-01,2025-01-01,TV,6,https://cdn.myanimelist.net/images/anime/1039/150572.jpg
34984,Koi wa Ameagari no You ni,7.47,2161,809,332320,"Akira Tachibana, a reserved high school student and former track runner, has not been able to race the same as she used to since she experienced a severe foot injury. And although she is regarded as attractive by her classmates, she is not interested in the boys around school. While working part-time at the Garden Cafe, Akira begins to develop feelings for the manager—a 45-year-old man named Masami Kondou—despite the large age gap. Kondou shows genuine concern and kindness toward the customers of his restaurant, which, while viewed by others as soft or weak, draws Akira to him. Spending time together at the restaurant, they grow closer, which only strengthens her feelings. Weighed down by these uncertain emotions, Akira finally resolves to confess, but what will be the result? [Written by MAL Rewrite]",2018-01-01,2018-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1271/90136.jpg
35241,Konohana Kitan,7.47,2162,1608,165087,"In a bustling village of spirits, Yuzu, a cheerful fox girl, starts her first job as an attendant at the traditional hot springs inn Konohanatei. Though Yuzu has no experience working at such a high-class establishment, Kiri, the affable and reliable head attendant, immediately puts her to work learning the basics. While Yuzu's eagerness initially proves to be more of a hindrance than a blessing, her playful nature brings a unique charm to the inn, as both customers and her fellow workers quickly warm up to her clumsy yet well-meaning mistakes. Under the guidance of the other foxes—the rigid Satsuki, the carefree Natsume, the critical Ren, and the quiet Sakura—Yuzu steadily learns the trade of an inn attendant while learning to love the magical world surrounding her. Konohana Kitan presents the heartwarming tale of a simple fox girl forging bonds with others and finding a home amidst the mysterious, beautiful world of spirits. [Written by MAL Rewrite]",2017-01-01,2017-01-01,TV,12,https://cdn.myanimelist.net/images/anime/3/88431.jpg
10790,Kore wa Zombie desu ka? of the Dead,7.47,2163,672,391974,"Aikawa Ayumu was revived as a zombie by the cute necromancer Eucliwood Hellscythe. After the zany, madcap adventures in the first season of Is This a Zombie? ended, Ayumu thought his life might finally get back to normal, or as normal as it can be for a zombie. However, destiny has other plans for him. Some guys just can't catch a break. (Source: FUNimation)",2012-01-01,2012-01-01,TV,10,https://cdn.myanimelist.net/images/anime/4/37451.jpg
31418,KanColle Movie,7.47,2160,3828,42745,"The alien Abyssal Fleet continues to threaten humanity, and the Kanmusu—girls endowed with the spirits of Japanese warships—are mankind's last hope. With their ongoing struggles, the Kanmusu are almost certain to sink below the waves into their demise. The Mutsuki-class destroyer Kisaragi is one of the unfortunate ships to meet such a fate. However, following a successful night raid, the Eighth Fleet's Kanmusu spot Kisaragi alive but unconscious, floating to the sea surface. But the anomalous situation and Kisaragi's strange behavior leave Kanmusu cautious of her. Furthermore, the other ships start to hear mysterious voices and come across crimson waters that damage their equipment. Strangely, Fubuki, the lead ship of the Fubuki-class destroyers, appears unaffected. As Fubuki and the other Kanmusu tackle the unusual occurrences around them, the harsh reality of their existence and the Abyssal Fleet begins to unravel. Even so, the girls must keep facing forward to liberate the sea and protect those they cherish the most. [Written by MAL Rewrite]",2016-01-01,2016-01-01,Movie,1,https://cdn.myanimelist.net/images/anime/7/87590.jpg
194,Macross Zero,7.47,2165,3847,42351,"Taking place one year before the Zentraedi arrive on Earth, Macross Zero chronicles the final days of the war between the U.N. Spacy and anti-U.N. factions. After being shot down by the anti-U.N.'s newest fighter plane, ace pilot Shin Kudo finds himself on the remote island of Mayan, where technology is almost non-existent. While Shin stays on the island to heal his wounds, the tranqulity of the island is shattered by a battle that involves the UN's newest fighter - the VF-0. (Source: ANN)",2002-01-01,2004-01-01,OVA,5,https://cdn.myanimelist.net/images/anime/12/76289.jpg
37614,Hitoribocchi no Marumaru Seikatsu,7.47,2158,1187,231449,"Many of us know what it is like to transition to a new school with few to no friends in a new environment, going through the arduous process of getting to know people again. Bocchi Hitori knows this struggle all too well, having just graduated from elementary school and thrown into middle school. Unfortunately, she suffers from extreme social anxiety: she faints when overwhelmed, vomits when nervous, and draws up ridiculously convoluted plans to avoid social contact. It does not help that her only friend from elementary school, Kai Yawara, will not be attending the same middle school as Bocchi. However, wanting to help her, Kai severs ties with Bocchi and promises to reconcile with her when she befriends all of her classmates in her new middle school class. Even though Bocchi has no faith in herself, she is determined to be friends with Kai again. Summoning all of her courage, Bocchi takes on the daunting challenge of making friends with her entire class, starting with the delinquent-looking girl sitting in front of her... [Written by MAL Rewrite]",2019-01-01,2019-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1612/145601.jpg
40942,Gundam Build Divers Re:Rise 2nd Season,7.47,2156,6010,14795,"The massive beam of light fired from Eldora's moon has completely shattered the BUILD DiVERS' conception of Gunpla Battle Nexus Online (GBN). This has forced Hiroto Kuga and his teammates to reevaluate their mission on Eldora now that they are faced with potentially very real consequences. Despite this, the BUILD DiVERS rejoin the fight against the One-Eyed to protect what they hold dear. In the battle that concerns the fate of both Earth and Eldora, sparks fly as Hiroto is forced to confront his past amidst the revelations of GBN's shocking secrets. [Written by MAL Rewrite]",2020-01-01,2020-01-01,ONA,13,https://cdn.myanimelist.net/images/anime/1962/105909.jpg
5493,Ranma ½: Akumu! Shunmin Kou,7.47,2168,5864,15772,"Twelve years after the final OVA was shown, and the end of the manga, a new piece of Ranma ½ animation was made for the ""It's a Rumic World"" exhibition of Rumiko Takahashi's artwork. The new 30 minute special is based on the ""Nightmare! Incense of Spring Sleep"" manga story from volume 34, and was shown on odd numbered days at the ""It's A Rumic World"" exhibition in Tokyo from July 30th to August 11th. (Source: Wikipedia)",2008-01-01,2008-01-01,OVA,1,https://cdn.myanimelist.net/images/anime/10/63469.jpg
351,Ojamajo Doremi Sharp,7.47,2167,4918,24806,"At the end of the first season, Doremi and her friends all had to give up their witch powers and be normal girls again. This also meant that they couldn't see Majorika, Lala, and the fairies again. The MAHO-Dou was also deserted and the door to the Majokai was locked. The Queen, having seen all this through her crystal ball, secretly makes it so that Doremi and co. all end up heading into the Majokai again, with the excuse to return Majorika's hair dryer. However they end up stumbling into a garden, and one of the roses reveals a baby! The Queen tells the girls that they must raise the baby for a whole year. To help them, they receive newer and stronger witch powers than before! The adventure isn't over yet!",2000-01-01,2001-01-01,TV,49,https://cdn.myanimelist.net/images/anime/1215/121240.jpg
23277,Saenai Heroine no Sodatekata,7.47,2170,325,705859,"Tomoya Aki, an otaku, has been obsessed with collecting anime and light novels for years, attaching himself to various series with captivating stories and characters. Now, he wants to have a chance of providing the same experience for others by creating his own game, but unfortunately, Tomoya cannot do this task by himself. He successfully recruits childhood friend Eriri Spencer Sawamura to illustrate and literary elitist Utaha Kasumigaoka to write the script for his visual novel, while he directs. Super-group now in hand, Tomoya only needs an inspiration to base his project on, and luckily meets the beautiful, docile Megumi Katou, who he then models his main character after. Using what knowledge he has, Tomoya creates a new doujin circle with hopes to touch the hearts of those who play their game. What he does not realize, is that to invoke these emotions, the creators have had to experience the same feelings in their own lives. [Written by MAL Rewrite]",2015-01-01,2015-01-01,TV,12,https://cdn.myanimelist.net/images/anime/1329/142757.jpg
35823,Demi-chan wa Kataritai: Demi-chan no Natsuyasumi,7.47,2148,2518,88426,"During summer break, Tetsuo asks Sakie to join him on patrol duty for the local summer festival, which both the demis and Himari and her friends go to. As each group decides to check out a nearby shrine, they get spooked by some strange occurrences, which turn out to be each other. As the next term begins, Tetsuo converses with an invisible woman named Matsuri. (Source: Crunchyroll)",2017-01-01,2017-01-01,ONA,1,https://cdn.myanimelist.net/images/anime/6/88769.jpg
15793,Senki Zesshou Symphogear G,7.47,2172,3047,63948,"Three months after a Lunar Attack which nearly caused Earth's destruction, Hibiki Tachibana, Tsubasa Kazanari, and Chris Yukine continue to fight the Noise—a mysterious alien threat—using powerful armor known as Symphogear. After defending an American convoy from a Noise attack, Hibiki and Chris race toward the Queens of Music concert hall to attend one of Tsubasa's concerts. Meanwhile, Tsubasa and rising international superstar Maria Cadenzavna Eve deliver an amazing performance that is broadcast throughout the entire world. Just as the concert is about to conclude, a group of Noise suddenly appear, plunging the hall into chaos. Amidst the panic, Maria declares war against the world as the successor of Finé—Chris' former mistress—and her allies Kirika Akatsuki and Shirabe Tsukuyomi reveal Symphogear powers of their own. After initiating a skirmish with Tsubasa and her teammates, they retreat mysteriously, leaving the three friends bewildered as to what their true intentions could be. [Written by MAL Rewrite]",2013-01-01,2013-01-01,TV,13,https://cdn.myanimelist.net/images/anime/2/86630.jpg
