Year,Month,Category,Series,Monthly Sales
2025,7,轿车,红旗H5,12938
2025,7,轿车,海豚,12865
2025,7,轿车,五菱缤果,11886
2025,7,轿车,亚洲龙,11364
2025,7,轿车,艾瑞泽8,11260
2025,7,轿车,宝马3系,11199
2025,7,轿车,奔腾小马,10982
2025,7,轿车,奥迪A6L,10778
2025,7,轿车,海豹05DM-i,10426
2025,7,轿车,吉利熊猫,10265
2025,7,轿车,银河星耀8,10099
2025,7,轿车,新帝豪,10076
2025,7,轿车,星瑞,9998
2025,7,轿车,Model 3,9851
2025,7,轿车,雅阁,9641
2025,7,轿车,宝马5系,9480
2025,7,轿车,卡罗拉,9002
2025,7,轿车,零跑B01,8576
2025,7,轿车,汉,7904
2025,7,轿车,奔驰E级,7700
2025,7,轿车,天籁,7459
2025,7,轿车,海豹06EV,7382
2025,7,轿车,荣威i5,6986
2025,7,轿车,奔驰C级,6870
2025,7,轿车,红旗E-QM5,6775
2025,7,轿车,日产N7,6455
2025,7,轿车,奥迪A4L,5835
2025,7,轿车,宝来,5817
2025,7,轿车,伊兰特,5758
2025,7,轿车,驱逐舰05,5754
2025,7,轿车,小鹏P7+,5609
2025,7,轿车,英仕派,5462
2025,7,轿车,奥迪A3,5189
2025,7,轿车,AION UT,4937
2025,7,轿车,MG5,4933
2025,7,轿车,极氪007,4691
2025,7,轿车,长安启源A07,4551
2025,7,轿车,蔚来ET5T,4418
2025,7,轿车,AION S,4385
2025,7,轿车,君越,4335
2025,7,轿车,风云A9L,4330
2025,7,轿车,君威,3821
2025,7,轿车,AION RT,3797
2025,7,轿车,长安UNI-V,3740
2025,7,轿车,海豹06GT,3707
2025,7,轿车,思域,3609
2025,7,轿车,蒙迪欧,3570
2025,7,轿车,QQ冰淇淋,3389
2025,7,轿车,智己L6,3255
2025,7,轿车,欧拉好猫,3153
2025,7,轿车,海豹07DM-i,3124
2025,7,轿车,雷凌,3066
2025,7,轿车,零跑T03,3014
2025,7,轿车,荣威D6,3002
2025,7,轿车,领克03,2973
2025,7,轿车,捷达VA3,2960
2025,7,轿车,大众ID.3,2910
2025,7,轿车,阿维塔06,2878
2025,7,轿车,纳米01,2835
2025,7,轿车,极狐 阿尔法S5,2780
2025,7,轿车,深蓝L07,2602
2025,7,轿车,极氪001,2528
2025,7,轿车,凯迪拉克CT5,2491
2025,7,轿车,高尔夫,2431
2025,7,轿车,银河A7,2419
2025,7,轿车,firefly萤火虫,2366
2025,7,轿车,汉L,2288
2025,7,轿车,海豹06DM-i旅行版,2242
2025,7,轿车,eπ007,2208
2025,7,轿车,马自达EZ-6,2183
2025,7,轿车,享界S9,1942
2025,7,轿车,艾瑞泽5,1868
2025,7,轿车,荣威D7,1845
2025,7,轿车,宝马i3,1839
2025,7,轿车,五菱星光,1790
2025,7,轿车,沃尔沃S60,1782
2025,7,轿车,星海S7,1748
2025,7,轿车,电动MINI COOPER,1707
2025,7,轿车,凌渡,1621
2025,7,轿车,领克07,1607
2025,7,轿车,奥迪A7L,1600
2025,7,轿车,奔腾B70,1595
2025,7,轿车,威朗,1541
2025,7,轿车,红旗H6,1523
2025,7,轿车,蔚来ET5,1480
2025,7,轿车,阿维塔12,1424
2025,7,轿车,丰田bZ3,1416
2025,7,轿车,索纳塔,1340
2025,7,轿车,大众CC,1325
2025,7,轿车,红旗H5 PHEV,1308
2025,7,轿车,深蓝SL03,1284
2025,7,轿车,银河L6,1243
2025,7,轿车,易至EV2,1220
2025,7,轿车,吉利几何A,1209
2025,7,轿车,型格,1195
2025,7,轿车,林肯Z,1166
2025,7,轿车,沃尔沃S90,1153
2025,7,轿车,小蚂蚁,1126
2025,7,轿车,MG7,1125
2025,7,轿车,长安欧尚520,1103
2025,7,轿车,奕炫,1094
2025,7,轿车,风云A8,1062
2025,7,轿车,凡尔赛C5 X,970
2025,7,轿车,标致408,916
2025,7,轿车,北京EU5,861
2025,7,轿车,捷豹XEL,859
2025,7,轿车,秦新能源,841
2025,7,轿车,影豹,835
2025,7,轿车,奔驰A级,817
2025,7,轿车,星纪元 ES,797
2025,7,轿车,比亚迪e7,791
2025,7,轿车,曹操60,765
2025,7,轿车,钇为3,763
2025,7,轿车,知豆彩虹,755
2025,7,轿车,智界S7,730
2025,7,轿车,马自达3 昂克赛拉,713
2025,7,轿车,缤瑞,708
2025,7,轿车,QQ多米,704
2025,7,轿车,宝马2系,669
2025,7,轿车,腾势Z9GT,667
2025,7,轿车,捷豹XFL,665
2025,7,轿车,长安UNI-V 智电iDD,625
2025,7,轿车,宝马i5,619
2025,7,轿车,红旗H9,616
2025,7,轿车,星瑞L,616
2025,7,轿车,e爱丽舍,566
2025,7,轿车,蔚来ET7,564
2025,7,轿车,奥迪A5L,549
2025,7,轿车,凌宝BOX,523
2025,7,轿车,灵悉L,514
2025,7,轿车,福瑞迪,490
2025,7,轿车,凯翼拾月,447
2025,7,轿车,银河E8,444
2025,7,轿车,荣威i6 MAX新能源,429
2025,7,轿车,海豹,423
2025,7,轿车,比亚迪e2,421
2025,7,轿车,极狐 阿尔法S(ARCFOX αS),420
2025,7,轿车,羿,420
2025,7,轿车,起亚K3,417
2025,7,轿车,速派,417
2025,7,轿车,捷达VA7,410
2025,7,轿车,红旗EH7,410
2025,7,轿车,易至EV3,404
2025,7,轿车,领克Z10,402
2025,7,轿车,科鲁泽,387
2025,7,轿车,微蓝6,345
2025,7,轿车,悦翔,340
2025,7,轿车,零跑C01,334
2025,7,轿车,长安启源A05,312
2025,7,轿车,雅阁新能源,257
2025,7,轿车,帕萨特新能源,253
2025,7,轿车,仰望U7,253
2025,7,轿车,骐达,246
2025,7,轿车,风行S50EV,240
2025,7,轿车,凌宝Uni,233
2025,7,轿车,大众Polo,229
2025,7,轿车,东风风神E70,214
2025,7,轿车,元宝,205
2025,7,轿车,奥迪A5L Sportback,200
2025,7,轿车,昊铂GT,188
2025,7,轿车,锐程PLUS,182
2025,7,轿车,红旗天工05,175
2025,7,轿车,沃尔沃S90新能源,170
2025,7,轿车,高尔夫GTI,164
2025,7,轿车,腾势Z9,149
2025,7,轿车,启辰D60,142
2025,7,轿车,标致508,140
2025,7,轿车,枫叶60s,132
2025,7,轿车,宝骏享境,131
2025,7,轿车,飞凡F7,131
2025,7,轿车,明锐,123
2025,7,轿车,MG4,122
2025,7,轿车,凌尚,119
2025,7,轿车,比亚迪e3,117
2025,7,轿车,岚图追光,115
2025,7,轿车,MG6,105
2025,7,轿车,ID.7 VIZZION,100
2025,7,轿车,逸动新能源,100
2025,7,轿车,艾瑞泽5e,99
2025,7,轿车,凯迪拉克CT6,94
2025,7,轿车,起亚K5凯酷,93
2025,7,轿车,奔驰EQE,92
2025,7,轿车,轩度新能源,88
2025,7,轿车,长安启源A06,87
2025,7,轿车,蔚来ET9,85
2025,7,轿车,飞度,75
2025,7,轿车,爱跑,74
2025,7,轿车,标致408X,63
2025,7,轿车,小鹏P7,37
2025,7,轿车,风光MINIEV,30
2025,7,轿车,LA FESTA菲斯塔,24
2025,7,轿车,迈锐宝XL,23
2025,7,轿车,欧拉芭蕾猫,18
2025,7,轿车,本田LIFE,18
2025,7,轿车,雷丁芒果Pro,15
2025,7,轿车,荣威Ei5,13
2025,7,轿车,宝骏KiWi EV,13
2025,7,轿车,钇为花仙子,12
2025,7,轿车,红旗国雅,11
2025,7,轿车,奔奔E-Star,11
2025,7,轿车,欧拉闪电猫,9
2025,7,轿车,智己L7,9
2025,7,轿车,英仕派新能源,5
2025,7,轿车,红旗国礼,5
2025,7,轿车,凌派,5
2025,7,轿车,宝马1系,5
2025,7,轿车,北京U5 PLUS,4
2025,7,轿车,焕驰,4
2025,7,轿车,畅巡,2
2025,7,轿车,启辰D60EV,2
2025,7,轿车,迈腾GTE,1
2025,7,轿车,Polestar 2,1
2025,7,轿车,宝马5系新能源,1
2025,7,轿车,轩度,1
2025,8,轿车,吉利星愿,46057
2025,8,轿车,宏光MINIEV,37828
2025,8,轿车,秦PLUS,35800
2025,8,轿车,轩逸,27695
2025,8,轿车,秦L,25380
2025,8,轿车,朗逸,24320
2025,8,轿车,海鸥,23031
2025,8,轿车,小米SU7,19848
2025,8,轿车,速腾,19074
2025,8,轿车,帕萨特,18695
2025,8,轿车,Model 3,17739
2025,8,轿车,迈腾,16969
2025,8,轿车,凯美瑞,15526
2025,8,轿车,小鹏MONA M03,15333
2025,8,轿车,海豹06DM-i,14620
2025,8,轿车,长安Lumin,14570
2025,8,轿车,海豚,13968
2025,8,轿车,逸动,13637
2025,8,轿车,海豹05DM-i,13495
2025,8,轿车,奥迪A6L,12941
2025,8,轿车,艾瑞泽8,12577
2025,8,轿车,宝马3系,12157
2025,8,轿车,五菱缤果,12078
2025,8,轿车,银河A7,12078
2025,8,轿车,奔驰C级,11951
2025,8,轿车,雅阁,11929
2025,8,轿车,红旗H5,11882
2025,8,轿车,吉利熊猫,10318
2025,8,轿车,风云A9L,10243
2025,8,轿车,零跑B01,10171
2025,8,轿车,银河星耀8,10152
2025,8,轿车,日产N7,10148
2025,8,轿车,亚洲龙,10031
2025,8,轿车,海豹06EV,9733
2025,8,轿车,奔驰E级,8800
2025,8,轿车,奔腾小马,8703
2025,8,轿车,宝马5系,7989
2025,8,轿车,汉,7758
2025,8,轿车,荣威i5,7718
2025,8,轿车,卡罗拉,7656
2025,8,轿车,星瑞,7212
2025,8,轿车,新帝豪,6718
2025,8,轿车,宝来,6503
2025,8,轿车,驱逐舰05,6136
2025,8,轿车,奥迪A4L,5948
2025,8,轿车,AION UT,5782
2025,8,轿车,蒙迪欧,5585
2025,8,轿车,奥迪A3,5486
2025,8,轿车,红旗E-QM5,5463
2025,8,轿车,长安UNI-V,5233
2025,8,轿车,MG5,5009
2025,8,轿车,君越,4877
2025,8,轿车,小鹏P7+,4846
2025,8,轿车,英仕派,4821
2025,8,轿车,AION RT,4782
2025,8,轿车,长安启源A07,4669
2025,8,轿车,天籁,4397
2025,8,轿车,蔚来ET5T,4315
2025,8,轿车,firefly萤火虫,4293
2025,8,轿车,极氪007,4262
2025,8,轿车,阿维塔06,4097
2025,8,轿车,AION S,4029
2025,8,轿车,伊兰特,3899
2025,8,轿车,思域,3882
2025,8,轿车,欧拉好猫,3873
2025,8,轿车,君威,3695
2025,8,轿车,极氪001,3474
2025,8,轿车,海豹06GT,3469
2025,8,轿车,纳米01,3367
2025,8,轿车,极狐 阿尔法S5,3131
2025,8,轿车,荣威D6,3124
2025,8,轿车,领克10,3070
2025,8,轿车,海豹06DM-i旅行版,3061
2025,8,轿车,零跑T03,2890
2025,8,轿车,大众ID.3,2816
2025,8,轿车,马自达EZ-6,2741
2025,8,轿车,高尔夫,2674
2025,8,轿车,凯迪拉克CT5,2659
2025,8,轿车,深蓝L07,2593
2025,8,轿车,捷达VA3,2534
2025,8,轿车,红旗H5 PHEV,2443
2025,8,轿车,智己L6,2425
2025,8,轿车,深蓝SL03,2259
2025,8,轿车,沃尔沃S60,2224
2025,8,轿车,汉L,2202
2025,8,轿车,eπ007,2173
2025,8,轿车,艾瑞泽5,2158
2025,8,轿车,长安启源A05,2072
2025,8,轿车,领克03,2026
2025,8,轿车,海豹07DM-i,2024
2025,8,轿车,易至EV2,2000
2025,8,轿车,雷凌,1982
2025,8,轿车,荣威D7,1878
2025,8,轿车,享界S9,1841
2025,8,轿车,奥迪A5L,1805
2025,8,轿车,凌渡,1792
2025,8,轿车,凡尔赛C5 X,1774
2025,8,轿车,威朗,1670
2025,8,轿车,长安欧尚520,1651
2025,8,轿车,五菱星光,1641
2025,8,轿车,阿维塔12,1640
2025,8,轿车,星海S7,1638
2025,8,轿车,奥迪A5L Sportback,1637
2025,8,轿车,宝马i3,1596
2025,8,轿车,QQ冰淇淋,1574
2025,8,轿车,沃尔沃S90,1541
2025,8,轿车,丰田bZ3,1500
2025,8,轿车,林肯Z,1486
2025,8,轿车,小蚂蚁,1467
2025,8,轿车,奔腾B70,1302
2025,8,轿车,蔚来ET5,1301
2025,8,轿车,红旗H6,1295
2025,8,轿车,大众CC,1261
2025,8,轿车,秦新能源,1235
2025,8,轿车,型格,1231
2025,8,轿车,MG7,1121
2025,8,轿车,比亚迪e7,1115
2025,8,轿车,索纳塔,1104
2025,8,轿车,奔驰A级,1098
2025,8,轿车,奕炫,1061
2025,8,轿车,领克07,1028
2025,8,轿车,影豹,1011
2025,8,轿车,曹操60,1007
2025,8,轿车,尊界S800,1006
2025,8,轿车,捷豹XEL,973
2025,8,轿车,小鹏P7,968
2025,8,轿车,荣威i6 MAX新能源,936
2025,8,轿车,捷豹XFL,913
2025,8,轿车,风云A8,910
2025,8,轿车,腾势Z9GT,855
2025,8,轿车,QQ多米,817
2025,8,轿车,奥迪A7L,814
2025,8,轿车,宝马2系,786
2025,8,轿车,马自达3 昂克赛拉,747
2025,8,轿车,知豆彩虹,680
2025,8,轿车,吉利几何A,679
2025,8,轿车,电动MINI COOPER,645
2025,8,轿车,红旗H9,613
2025,8,轿车,北京EU5,592
2025,8,轿车,宝马i5,576
2025,8,轿车,速派,565
2025,8,轿车,MG4,563
2025,8,轿车,起亚K3,549
2025,8,轿车,零跑C01,538
2025,8,轿车,银河L6,525
2025,8,轿车,凌宝BOX,502
2025,8,轿车,福瑞迪,477
2025,8,轿车,缤瑞,471
2025,8,轿车,智界S7,467
2025,8,轿车,捷达VA7,443
2025,8,轿车,微蓝6,437
2025,8,轿车,比亚迪e2,433
2025,8,轿车,标致408,422
2025,8,轿车,岚图追光,419
2025,8,轿车,蔚来ET7,391
2025,8,轿车,海豹,375
2025,8,轿车,e爱丽舍,342
2025,8,轿车,仰望U7,327
2025,8,轿车,极狐 阿尔法S(ARCFOX αS),326
2025,8,轿车,灵悉L,292
2025,8,轿车,比亚迪e3,285
2025,8,轿车,雅阁新能源,275
2025,8,轿车,凯翼拾月,259
2025,8,轿车,红旗天工05,259
2025,8,轿车,沃尔沃S90新能源,254
2025,8,轿车,帕萨特新能源,248
2025,8,轿车,腾势Z9,247
2025,8,轿车,领克Z10,237
2025,8,轿车,启辰D60,205
2025,8,轿车,银河E8,200
2025,8,轿车,骐达,198
2025,8,轿车,科鲁泽,169
2025,8,轿车,高尔夫GTI,152
2025,8,轿车,标致508,151
2025,8,轿车,AUDI E5,144
2025,8,轿车,奔驰EQE,142
2025,8,轿车,凌宝Uni,140
2025,8,轿车,飞凡F7,140
2025,8,轿车,明锐,128
2025,8,轿车,风行S50EV,122
2025,8,轿车,大众Polo,107
2025,8,轿车,钇为3,105
2025,8,轿车,昊铂GT,102
2025,8,轿车,枫叶60s,96
2025,8,轿车,爱跑,95
2025,8,轿车,MG6,93
2025,8,轿车,蔚来ET9,92
2025,8,轿车,长安UNI-V 智电iDD,92
2025,8,轿车,红旗EH7,91
2025,8,轿车,睿蓝蓝气球,83
2025,8,轿车,起亚K5凯酷,82
2025,8,轿车,艾瑞泽5e,80
2025,8,轿车,宝骏享境,77
2025,8,轿车,凯迪拉克CT6,75
2025,8,轿车,凌尚,57
2025,8,轿车,逸动新能源,56
2025,8,轿车,星纪元 ES,55
2025,8,轿车,钇为花仙子,51
2025,8,轿车,轩度新能源,50
2025,8,轿车,标致408X,48
2025,8,轿车,ID.7 VIZZION,45
2025,8,轿车,锐程PLUS,37
2025,8,轿车,焕驰,35
2025,8,轿车,欧拉芭蕾猫,34
2025,8,轿车,欧拉闪电猫,29
2025,8,轿车,元宝,23
2025,8,轿车,飞度,23
2025,8,轿车,荣威Ei5,22
2025,8,轿车,星瑞L,21
2025,8,轿车,本田LIFE,14
2025,8,轿车,迈锐宝XL,11
2025,8,轿车,雷丁芒果Pro,10
2025,8,轿车,宝骏KiWi EV,10
2025,8,轿车,智己L7,8
2025,8,轿车,英仕派新能源,8
2025,8,轿车,畅巡,7
2025,8,轿车,北京U5 PLUS,6
2025,8,轿车,红旗国雅,5
2025,8,轿车,凌派,5
2025,8,轿车,红旗国礼,3
2025,8,轿车,亚洲狮,2
2025,8,轿车,宝马1系,2
2025,8,轿车,长安启源A06,1
2025,8,轿车,LA FESTA菲斯塔,1
2025,8,轿车,凯迪拉克CT4,1
2025,9,轿车,宏光MINIEV,51743
2025,9,轿车,吉利星愿,48080
2025,9,轿车,秦PLUS,39132
2025,9,轿车,轩逸,33323
2025,9,轿车,秦L,27382
2025,9,轿车,海鸥,25252
2025,9,轿车,速腾,24622
2025,9,轿车,长安Lumin,23188
2025,9,轿车,朗逸,22310
2025,9,轿车,海豚,21671
2025,9,轿车,凯美瑞,20517
2025,9,轿车,Model 3,20352
2025,9,轿车,小米SU7,19579
2025,9,轿车,帕萨特,18592
2025,9,轿车,逸动,18224
2025,9,轿车,迈腾,17613
2025,9,轿车,海豹06DM-i,17296
2025,9,轿车,奥迪A6L,16011
2025,9,轿车,小鹏MONA M03,14424
2025,9,轿车,红旗H5,14096
2025,9,轿车,艾瑞泽8,13640
2025,9,轿车,雅阁,13230
2025,9,轿车,奔驰E级,13103
2025,9,轿车,吉利熊猫,13058
2025,9,轿车,银河A7,13027
2025,9,轿车,海豹05DM-i,12653
2025,9,轿车,零跑B01,12652
2025,9,轿车,宝马3系,12569
2025,9,轿车,奔腾小马,12365
2025,9,轿车,MG4,11790
2025,9,轿车,亚洲龙,11640
2025,9,轿车,奔驰C级,10430
2025,9,轿车,海豹06EV,10163
2025,9,轿车,极狐T1,10096
2025,9,轿车,银河星耀8,10018
2025,9,轿车,风云A9L,10007
2025,9,轿车,五菱缤果,9841
2025,9,轿车,宝马5系,9087
2025,9,轿车,荣威i5,8686
2025,9,轿车,小鹏P7,8104
2025,9,轿车,奥迪A4L,7638
2025,9,轿车,星瑞,7268
2025,9,轿车,驱逐舰05,7118
2025,9,轿车,卡罗拉,7107
2025,9,轿车,宝来,6982
2025,9,轿车,汉,6747
2025,9,轿车,红旗E-QM5,6493
2025,9,轿车,日产N7,6410
2025,9,轿车,新帝豪,6341
2025,9,轿车,五菱缤果S,6273
2025,9,轿车,奥迪A3,6017
2025,9,轿车,长安UNI-V,5824
2025,9,轿车,firefly萤火虫,5768
2025,9,轿车,AION UT,5337
2025,9,轿车,长安启源A07,5184
2025,9,轿车,英仕派,5158
2025,9,轿车,小鹏P7+,5140
2025,9,轿车,领克10,5077
2025,9,轿车,蔚来ET5T,5048
2025,9,轿车,君越,4918
2025,9,轿车,欧拉好猫,4800
2025,9,轿车,零跑T03,4138
2025,9,轿车,奥迪A5L,4120
2025,9,轿车,思域,4035
2025,9,轿车,AION RT,3985
2025,9,轿车,海豹06GT,3979
2025,9,轿车,极氪007,3915
2025,9,轿车,领克03,3812
2025,9,轿车,蒙迪欧,3623
2025,9,轿车,天籁,3563
2025,9,轿车,凌渡,3561
2025,9,轿车,AION S,3476
2025,9,轿车,阿维塔06,3432
2025,9,轿车,极氪001,3397
2025,9,轿车,荣威D6,3338
2025,9,轿车,奥迪A5L Sportback,3150
2025,9,轿车,君威,3145
2025,9,轿车,睿蓝蓝气球,3077
2025,9,轿车,伊兰特,2977
2025,9,轿车,MG5,2926
2025,9,轿车,领克07,2925
2025,9,轿车,捷达VA3,2825
2025,9,轿车,凯迪拉克CT5,2790
2025,9,轿车,海豹06DM-i旅行版,2781
2025,9,轿车,QQ冰淇淋,2667
2025,9,轿车,深蓝L07,2651
2025,9,轿车,纳米01,2625
2025,9,轿车,大众ID.3,2622
2025,9,轿车,极狐 阿尔法S5,2526
2025,9,轿车,艾瑞泽5,2448
2025,9,轿车,汉L,2420
2025,9,轿车,高尔夫,2199
2025,9,轿车,宝马i3,2117
2025,9,轿车,eπ007,2106
2025,9,轿车,智己L6,2082
2025,9,轿车,奔腾B70,2014
2025,9,轿车,沃尔沃S60,2008
2025,9,轿车,小蚂蚁,1978
2025,9,轿车,深蓝SL03,1941
2025,9,轿车,尊界S800,1896
2025,9,轿车,海豹07DM-i,1781
2025,9,轿车,红旗H5 PHEV,1721
2025,9,轿车,雷凌,1615
2025,9,轿车,沃尔沃S90,1593
2025,9,轿车,林肯Z,1557
2025,9,轿车,红旗H6,1516
2025,9,轿车,星海S7,1506
2025,9,轿车,易至EV2,1461
2025,9,轿车,蔚来ET5,1441
2025,9,轿车,丰田bZ3,1413
2025,9,轿车,智界S7,1401
2025,9,轿车,五菱星光,1391
2025,9,轿车,凡尔赛C5 X,1354
2025,9,轿车,大众CC,1348
2025,9,轿车,北京EU5,1338
2025,9,轿车,比亚迪e7,1294
2025,9,轿车,享界S9T,1239
2025,9,轿车,荣威D7,1232
2025,9,轿车,威朗,1190
2025,9,轿车,型格,1186
2025,9,轿车,AUDI E5,1150
2025,9,轿车,奔驰A级,1143
2025,9,轿车,捷豹XEL,1119
2025,9,轿车,荣威M7,1091
2025,9,轿车,风云A8,1083
2025,9,轿车,享界S9,1072
2025,9,轿车,福瑞迪,1039
2025,9,轿车,阿维塔12,1037
2025,9,轿车,荣威i6 MAX新能源,994
2025,9,轿车,长安欧尚520,982
2025,9,轿车,马自达EZ-6,972
2025,9,轿车,红旗H9,950
2025,9,轿车,影豹,872
2025,9,轿车,索纳塔,867
2025,9,轿车,QQ多米,810
2025,9,轿车,奥迪A7L,800
2025,9,轿车,MG7,794
2025,9,轿车,比亚迪e2,741
2025,9,轿车,宝马2系,735
2025,9,轿车,起亚K3,721
2025,9,轿车,知豆彩虹,715
2025,9,轿车,捷豹XFL,709
2025,9,轿车,长安启源A05,706
2025,9,轿车,羿,694
2025,9,轿车,奕炫,658
2025,9,轿车,易至EV3,639
2025,9,轿车,宝马i5,589
2025,9,轿车,腾势Z9GT,583
2025,9,轿车,星纪元 ES,557
2025,9,轿车,银河E8,555
2025,9,轿车,马自达3 昂克赛拉,543
2025,9,轿车,银河星耀6,536
2025,9,轿车,吉利几何A,527
2025,9,轿车,捷达VA7,522
2025,9,轿车,迈锐宝XL,520
2025,9,轿车,标致408,484
2025,9,轿车,凌宝BOX,478
2025,9,轿车,仰望U7,473
2025,9,轿车,e爱丽舍,467
2025,9,轿车,速派,449
2025,9,轿车,曹操60,445
2025,9,轿车,凯翼拾月,381
2025,9,轿车,秦新能源,381
2025,9,轿车,海豹,380
2025,9,轿车,LA FESTA菲斯塔,376
2025,9,轿车,红旗天工05,350
2025,9,轿车,雅阁新能源,333
2025,9,轿车,帕萨特新能源,310
2025,9,轿车,缤瑞,272
2025,9,轿车,沃尔沃S90新能源,258
2025,9,轿车,腾势Z9,258
2025,9,轿车,昊铂GT,253
2025,9,轿车,微蓝6,244
2025,9,轿车,电动MINI COOPER,242
2025,9,轿车,银河L6,236
2025,9,轿车,骐达,220
2025,9,轿车,零跑C01,189
2025,9,轿车,领克Z10,189
2025,9,轿车,灵悉L,170
2025,9,轿车,高尔夫GTI,167
2025,9,轿车,飞凡F7,167
2025,9,轿车,明锐,160
2025,9,轿车,启辰D60,147
2025,9,轿车,标致508,145
2025,9,轿车,爱跑,144
2025,9,轿车,科鲁泽,142
2025,9,轿车,极狐 阿尔法S(ARCFOX αS),141
2025,9,轿车,蔚来ET7,137
2025,9,轿车,凌宝Uni,128
2025,9,轿车,起亚K5凯酷,121
2025,9,轿车,宝骏享境,114
2025,9,轿车,枫叶60s,114
2025,9,轿车,轩度新能源,111
2025,9,轿车,奔驰EQE,103
2025,9,轿车,大众Polo,101
2025,9,轿车,蔚来ET9,90
2025,9,轿车,MG6,88
2025,9,轿车,长安UNI-V 智电iDD,84
2025,9,轿车,艾瑞泽5e,83
2025,9,轿车,红旗EH7,77
2025,9,轿车,凌尚,64
2025,9,轿车,ID.7 VIZZION,59
2025,9,轿车,焕驰,51
2025,9,轿车,比亚迪e3,50
2025,9,轿车,欧拉闪电猫,49
2025,9,轿车,标致408X,46
2025,9,轿车,钇为3,39
2025,9,轿车,锐程PLUS,37
2025,9,轿车,欧拉芭蕾猫,35
2025,9,轿车,凯迪拉克CT6,33
2025,9,轿车,风行S50EV,33
2025,9,轿车,星瑞L,28
2025,9,轿车,岚图追光,26
2025,9,轿车,长安启源A06,17
2025,9,轿车,红旗国雅,17
2025,9,轿车,飞度,16
2025,9,轿车,畅巡,12
2025,9,轿车,钇为花仙子,12
2025,9,轿车,逸动新能源,11
2025,9,轿车,宝骏KiWi EV,11
2025,9,轿车,荣威Ei5,11
2025,9,轿车,北京U5 PLUS,10
2025,9,轿车,智己L7,10
2025,9,轿车,雷丁芒果Pro,8
2025,9,轿车,凌派,7
2025,9,轿车,宝马1系,7
2025,9,轿车,元宝,5
2025,9,轿车,英仕派新能源,4
2025,9,轿车,本田LIFE,3
2025,9,轿车,宝马5系新能源,3
2025,9,轿车,亚洲狮,3
2025,9,轿车,红旗国礼,2
2025,9,轿车,富康ES600,1
2025,9,轿车,逸达,1
2025,9,轿车,绎乐,1
2025,9,轿车,五菱Air ev晴空,1
2025,10,轿车,宏光MINIEV,61506
2025,10,轿车,吉利星愿,44239
2025,10,轿车,秦PLUS,35338
2025,10,轿车,轩逸,33903
2025,10,轿车,速腾,25038
2025,10,轿车,海鸥,24706
2025,10,轿车,朗逸,22422
2025,10,轿车,长安Lumin,20520
2025,10,轿车,凯美瑞,19303
2025,10,轿车,秦L,18855
2025,10,轿车,帕萨特,18779
2025,10,轿车,迈腾,17698
2025,10,轿车,五菱缤果S,17248
2025,10,轿车,小鹏MONA M03,16309
2025,10,轿车,海豚,16197
2025,10,轿车,银河A7,15888
2025,10,轿车,海豹05DM-i,15661
2025,10,轿车,吉利熊猫,15534
2025,10,轿车,雅阁,15179
2025,10,轿车,极狐T1,15050
2025,10,轿车,小米SU7,14992
2025,10,轿车,逸动,14983
2025,10,轿车,红旗H5,14769
2025,10,轿车,奔腾小马,14688
2025,10,轿车,零跑B01,13697
2025,10,轿车,艾瑞泽8,13669
2025,10,轿车,宝马3系,13436
2025,10,轿车,奔驰E级,12824
2025,10,轿车,奥迪A6L,12277
2025,10,轿车,MG4,11480
2025,10,轿车,亚洲龙,11169
2025,10,轿车,风云A9L,10334
2025,10,轿车,银河星耀8,10191
2025,10,轿车,红旗E-QM5,9851
2025,10,轿车,新帝豪,9841
2025,10,轿车,星瑞,9756
2025,10,轿车,海豹06DM-i,9669
2025,10,轿车,宝马5系,9240
2025,10,轿车,五菱缤果,8797
2025,10,轿车,宝来,8286
2025,10,轿车,海豹06EV,8234
2025,10,轿车,驱逐舰05,7672
2025,10,轿车,荣威i5,7514
2025,10,轿车,汉,7180
2025,10,轿车,奥迪A4L,6988
2025,10,轿车,领克03,6765
2025,10,轿车,卡罗拉,6662
2025,10,轿车,奔驰C级,6613
2025,10,轿车,日产N7,6540
2025,10,轿车,Model 3,6518
2025,10,轿车,奥迪A3,5968
2025,10,轿车,领克10,5836
2025,10,轿车,伊兰特,5805
2025,10,轿车,天籁,5740
2025,10,轿车,firefly萤火虫,5739
2025,10,轿车,小鹏P7,5662
2025,10,轿车,小鹏P7+,5568
2025,10,轿车,AION RT,5411
2025,10,轿车,长安启源A07,5404
2025,10,轿车,君越,5261
2025,10,轿车,英仕派,5141
2025,10,轿车,AION UT,5129
2025,10,轿车,荣威M7,5000
2025,10,轿车,奥迪A5L,4923
2025,10,轿车,享界S9T,4847
2025,10,轿车,思域,4611
2025,10,轿车,长安UNI-V,4595
2025,10,轿车,欧拉好猫,4533
2025,10,轿车,蔚来ET5T,4526
2025,10,轿车,领克07,4362
2025,10,轿车,极氪007,4292
2025,10,轿车,凌渡,4256
2025,10,轿车,MG5,4028
2025,10,轿车,君威,3841
2025,10,轿车,零跑T03,3655
2025,10,轿车,奥迪A5L Sportback,3630
2025,10,轿车,QQ冰淇淋,3621
2025,10,轿车,蒙迪欧,3554
2025,10,轿车,海豹06DM-i旅行版,3388
2025,10,轿车,纳米01,3266
2025,10,轿车,极氪001,3199
2025,10,轿车,艾瑞泽5,3123
2025,10,轿车,阿维塔06,3008
