产品名称,年份,厂家,规格,终端类型,销售额
醋酸地塞米松片,2015,福州海王福药制药,750ug,乡镇卫生,71168
醋酸地塞米松片,2015,西南药业,750ug,乡镇卫生,176632
醋酸地塞米松片,2015,辅仁药业集团,750ug,乡镇卫生,187643
醋酸地塞米松片,2015,辰欣药业,750ug,乡镇卫生,7467896
醋酸地塞米松片,2015,遂成药业,750ug,乡镇卫生,945129
醋酸地塞米松片,2015,重庆科瑞制药(集团),750ug,乡镇卫生,498313
醋酸地塞米松片,2016,北京海王中新药业,750ug,乡镇卫生,833
醋酸地塞米松片,2016,国药容生制药,750ug,乡镇卫生,1176499
醋酸地塞米松片,2016,天津信谊津津药业,750ug,乡镇卫生,2368133
醋酸地塞米松片,2016,天津力生制药,750ug,乡镇卫生,52164
醋酸地塞米松片,2016,天津天药药业,750ug,乡镇卫生,1173489
醋酸地塞米松片,2016,安徽金太阳生化药业,750ug,乡镇卫生,755803
醋酸地塞米松片,2016,成都第一制药,750ug,乡镇卫生,1600984
醋酸地塞米松片,2016,新乡常乐制药,750ug,乡镇卫生,683057
醋酸地塞米松片,2016,浙江仙琚制药,750ug,乡镇卫生,2231055
醋酸地塞米松片,2016,甘肃兰药药业,750ug,乡镇卫生,269009
醋酸地塞米松片,2016,百正药业,750ug,乡镇卫生,250583
醋酸地塞米松片,2016,石家庄康力药业,750ug,乡镇卫生,35094
醋酸地塞米松片,2016,福州海王福药制药,750ug,乡镇卫生,130292
醋酸地塞米松片,2016,西南药业,750ug,乡镇卫生,214847
醋酸地塞米松片,2016,辅仁药业集团,750ug,乡镇卫生,110311
醋酸地塞米松片,2016,辰欣药业,750ug,乡镇卫生,9063559
醋酸地塞米松片,2016,遂成药业,750ug,乡镇卫生,751581
醋酸地塞米松片,2016,重庆科瑞制药(集团),750ug,乡镇卫生,699450
醋酸地塞米松片,2017,北京海王中新药业,750ug,乡镇卫生,1451
醋酸地塞米松片,2017,国药容生制药,750ug,乡镇卫生,692442
醋酸地塞米松片,2017,天津信谊津津药业,750ug,乡镇卫生,3250309
醋酸地塞米松片,2017,天津力生制药,750ug,乡镇卫生,103673
醋酸地塞米松片,2017,天津天药药业,750ug,乡镇卫生,1543435
醋酸地塞米松片,2017,安徽仁和药业,750ug,乡镇卫生,6765
醋酸地塞米松片,2017,安徽金太阳生化药业,750ug,乡镇卫生,1443428
醋酸地塞米松片,2017,成都第一制药,750ug,乡镇卫生,1572403
醋酸地塞米松片,2017,新乡常乐制药,750ug,乡镇卫生,909801
醋酸地塞米松片,2017,浙江仙琚制药,750ug,乡镇卫生,3640289
醋酸地塞米松片,2017,甘肃兰药药业,750ug,乡镇卫生,144366
醋酸地塞米松片,2017,百正药业,750ug,乡镇卫生,53897
醋酸地塞米松片,2017,石家庄康力药业,750ug,乡镇卫生,35555
醋酸地塞米松片,2017,福州海王福药制药,750ug,乡镇卫生,155428
醋酸地塞米松片,2017,西南药业,750ug,乡镇卫生,223918
醋酸地塞米松片,2017,辅仁药业集团,750ug,乡镇卫生,108342
醋酸地塞米松片,2017,辰欣药业,750ug,乡镇卫生,9461459
醋酸地塞米松片,2017,遂成药业,750ug,乡镇卫生,1253807
醋酸地塞米松片,2017,重庆科瑞制药(集团),750ug,乡镇卫生,830239
醋酸地塞米松片,2018,北京海王中新药业,750ug,乡镇卫生,342
醋酸地塞米松片,2018,国药容生制药,750ug,乡镇卫生,375921
醋酸地塞米松片,2018,天津信谊津津药业,750ug,乡镇卫生,1616803
醋酸地塞米松片,2018,天津力生制药,750ug,乡镇卫生,153257
醋酸地塞米松片,2018,天津天药药业,750ug,乡镇卫生,810636
醋酸地塞米松片,2018,天津太平洋制药,750ug,乡镇卫生,322
醋酸地塞米松片,2018,安徽联谊药业,750ug,乡镇卫生,474
醋酸地塞米松片,2018,安徽金太阳生化药业,750ug,乡镇卫生,848816
醋酸地塞米松片,2018,成都第一制药,750ug,乡镇卫生,1457938
醋酸地塞米松片,2018,新乡常乐制药,750ug,乡镇卫生,951268
醋酸地塞米松片,2018,江苏涟水制药,750ug,乡镇卫生,236753
醋酸地塞米松片,2018,浙江仙琚制药,750ug,乡镇卫生,5034209
醋酸地塞米松片,2018,甘肃兰药药业,750ug,乡镇卫生,53314
醋酸地塞米松片,2018,百正药业,750ug,乡镇卫生,300196
醋酸地塞米松片,2018,石家庄康力药业,750ug,乡镇卫生,225943
醋酸地塞米松片,2018,福州海王福药制药,750ug,乡镇卫生,197086
醋酸地塞米松片,2018,西南药业,750ug,乡镇卫生,199784
醋酸地塞米松片,2018,辅仁药业集团,750ug,乡镇卫生,100450
醋酸地塞米松片,2018,辰欣药业,750ug,乡镇卫生,3271172
醋酸地塞米松片,2018,遂成药业,750ug,乡镇卫生,1596708
醋酸地塞米松片,2018,重庆科瑞制药(集团),750ug,乡镇卫生,663920
醋酸地塞米松片,2019,国药容生制药,750ug,乡镇卫生,211849
醋酸地塞米松片,2019,天津信谊津津药业,750ug,乡镇卫生,2321908
醋酸地塞米松片,2019,天津力生制药,750ug,乡镇卫生,214834
醋酸地塞米松片,2019,天津天药药业,750ug,乡镇卫生,499997
醋酸地塞米松片,2019,天津太平洋制药,750ug,乡镇卫生,5062
醋酸地塞米松片,2019,安徽仁和药业,750ug,乡镇卫生,1077
醋酸地塞米松片,2019,安徽联谊药业,750ug,乡镇卫生,142
醋酸地塞米松片,2019,安徽金太阳生化药业,750ug,乡镇卫生,870493
醋酸地塞米松片,2019,成都天台山制药,750ug,乡镇卫生,9177
醋酸地塞米松片,2019,成都第一制药,750ug,乡镇卫生,1348434
醋酸地塞米松片,2019,新乡常乐制药,750ug,乡镇卫生,510284
醋酸地塞米松片,2019,江苏涟水制药,750ug,乡镇卫生,253880
醋酸地塞米松片,2019,浙江仙琚制药,750ug,乡镇卫生,4233328
醋酸地塞米松片,2019,海南制药,750ug,乡镇卫生,1078
醋酸地塞米松片,2019,甘肃兰药药业,750ug,乡镇卫生,64623
醋酸地塞米松片,2019,百正药业,750ug,乡镇卫生,231341
醋酸地塞米松片,2019,石家庄康力药业,750ug,乡镇卫生,32327
醋酸地塞米松片,2019,福州海王福药制药,750ug,乡镇卫生,101421
醋酸地塞米松片,2019,西南药业,750ug,乡镇卫生,83789
醋酸地塞米松片,2019,辅仁药业集团,750ug,乡镇卫生,104876
醋酸地塞米松片,2019,辰欣药业,750ug,乡镇卫生,3106513
醋酸地塞米松片,2019,遂成药业,750ug,乡镇卫生,1692405
醋酸地塞米松片,2019,重庆科瑞制药(集团),750ug,乡镇卫生,330970
醋酸地塞米松片,2020,上海金不换兰考制药,750ug,乡镇卫生,64656
醋酸地塞米松片,2020,国药容生制药,750ug,乡镇卫生,218025
醋酸地塞米松片,2020,天津信谊津津药业,750ug,乡镇卫生,1984569
醋酸地塞米松片,2020,天津力生制药,750ug,乡镇卫生,123578
醋酸地塞米松片,2020,天津天药药业,750ug,乡镇卫生,158989
醋酸地塞米松片,2020,天津太平洋制药,750ug,乡镇卫生,9280
醋酸地塞米松片,2020,安徽仁和药业,750ug,乡镇卫生,646
醋酸地塞米松片,2020,安徽联谊药业,750ug,乡镇卫生,538
醋酸地塞米松片,2020,安徽金太阳生化药业,750ug,乡镇卫生,964591
醋酸地塞米松片,2020,山西亨瑞达制药,750ug,乡镇卫生,270
醋酸地塞米松片,2020,成都天台山制药,750ug,乡镇卫生,3734
醋酸地塞米松片,2020,成都第一制药,750ug,乡镇卫生,1507292
醋酸地塞米松片,2020,新乡常乐制药,750ug,乡镇卫生,385985
醋酸地塞米松片,2020,江苏涟水制药,750ug,乡镇卫生,5002
醋酸地塞米松片,2020,浙江仙琚制药,750ug,乡镇卫生,3243540
醋酸地塞米松片,2020,海南制药,750ug,乡镇卫生,28080
醋酸地塞米松片,2020,湖南中南制药,750ug,乡镇卫生,767
醋酸地塞米松片,2020,濮阳汇元药业,750ug,乡镇卫生,1420
醋酸地塞米松片,2020,百正药业,750ug,乡镇卫生,190312
醋酸地塞米松片,2020,石家庄康力药业,750ug,乡镇卫生,11056
醋酸地塞米松片,2020,福州海王福药制药,750ug,乡镇卫生,61560
醋酸地塞米松片,2020,西南药业,750ug,乡镇卫生,965796
醋酸地塞米松片,2020,辰欣药业,750ug,乡镇卫生,3576866
醋酸地塞米松片,2020,遂成药业,750ug,乡镇卫生,1605930
醋酸地塞米松片,2020,重庆科瑞制药(集团),750ug,乡镇卫生,499538
醋酸地塞米松片,2021,上海金不换兰考制药,750ug,乡镇卫生,125152
醋酸地塞米松片,2021,国药容生制药,750ug,乡镇卫生,124630
醋酸地塞米松片,2021,天津信谊津津药业,750ug,乡镇卫生,1292354
醋酸地塞米松片,2021,天津力生制药,750ug,乡镇卫生,26388
醋酸地塞米松片,2021,天津天药药业,750ug,乡镇卫生,170945
醋酸地塞米松片,2021,天津太平洋制药,750ug,乡镇卫生,7607
醋酸地塞米松片,2021,安徽联谊药业,750ug,乡镇卫生,450
醋酸地塞米松片,2021,安徽金太阳生化药业,750ug,乡镇卫生,934495
醋酸地塞米松片,2021,成都第一制药,750ug,乡镇卫生,761102
醋酸地塞米松片,2021,新乡常乐制药,750ug,乡镇卫生,351398
醋酸地塞米松片,2021,浙江仙琚制药,750ug,乡镇卫生,2703834
醋酸地塞米松片,2021,湖南中南制药,750ug,乡镇卫生,3078
醋酸地塞米松片,2021,濮阳汇元药业,750ug,乡镇卫生,2464
醋酸地塞米松片,2021,百正药业,750ug,乡镇卫生,222046
醋酸地塞米松片,2021,石家庄康力药业,750ug,乡镇卫生,1594
醋酸地塞米松片,2021,福州海王福药制药,750ug,乡镇卫生,10012
醋酸地塞米松片,2021,西南药业,750ug,乡镇卫生,1610852
醋酸地塞米松片,2021,辰欣药业,750ug,乡镇卫生,3554625
醋酸地塞米松片,2021,遂成药业,750ug,乡镇卫生,1555496
醋酸地塞米松片,2021,重庆科瑞制药(集团),750ug,乡镇卫生,600624
醋酸地塞米松片,2022,上海金不换兰考制药,750ug,乡镇卫生,130000
醋酸地塞米松片,2022,国药容生制药,750ug,乡镇卫生,360000
醋酸地塞米松片,2022,天津信谊津津药业,750ug,乡镇卫生,940000
醋酸地塞米松片,2022,天津力生制药,750ug,乡镇卫生,90000
醋酸地塞米松片,2022,安徽金太阳生化药业,750ug,乡镇卫生,630000
醋酸地塞米松片,2022,成都第一制药,750ug,乡镇卫生,450000
醋酸地塞米松片,2022,新乡常乐制药,750ug,乡镇卫生,710000
醋酸地塞米松片,2022,津药药业,750ug,乡镇卫生,160000
醋酸地塞米松片,2022,浙江仙琚制药,750ug,乡镇卫生,2630000
醋酸地塞米松片,2022,百正药业,750ug,乡镇卫生,220000
醋酸地塞米松片,2022,石家庄康力药业,750ug,乡镇卫生,10000
醋酸地塞米松片,2022,福州海王福药制药,750ug,乡镇卫生,40000
醋酸地塞米松片,2022,西南药业,750ug,乡镇卫生,1210000
醋酸地塞米松片,2022,辰欣药业,750ug,乡镇卫生,2970000
醋酸地塞米松片,2022,遂成药业,750ug,乡镇卫生,3020000
醋酸地塞米松片,2022,重庆科瑞制药(集团),750ug,乡镇卫生,830000
醋酸地塞米松片,2023,上海金不换兰考制药,750ug,乡镇卫生,90000
醋酸地塞米松片,2023,国药容生制药,750ug,乡镇卫生,420000
醋酸地塞米松片,2023,天津信谊津津药业,750ug,乡镇卫生,780000
醋酸地塞米松片,2023,天津力生制药,750ug,乡镇卫生,50000
醋酸地塞米松片,2023,安徽金太阳生化药业,750ug,乡镇卫生,690000
醋酸地塞米松片,2023,成都第一制药,750ug,乡镇卫生,1130000
醋酸地塞米松片,2023,新乡常乐制药,750ug,乡镇卫生,680000
醋酸地塞米松片,2023,津药药业,750ug,乡镇卫生,170000
醋酸地塞米松片,2023,浙江仙琚制药,750ug,乡镇卫生,3540000
醋酸地塞米松片,2023,百正药业,750ug,乡镇卫生,170000
醋酸地塞米松片,2023,福州海王福药制药,750ug,乡镇卫生,40000
醋酸地塞米松片,2023,西南药业,750ug,乡镇卫生,1140000
醋酸地塞米松片,2023,辰欣药业,750ug,乡镇卫生,3710000
醋酸地塞米松片,2023,遂成药业,750ug,乡镇卫生,3600000
醋酸地塞米松片,2023,重庆科瑞制药(集团),750ug,乡镇卫生,2120000
醋酸地塞米松片,2024,上海金不换兰考制药,750ug,乡镇卫生,50000
醋酸地塞米松片,2024,国药容生制药,750ug,乡镇卫生,230000
醋酸地塞米松片,2024,天津信谊津津药业,750ug,乡镇卫生,700000
醋酸地塞米松片,2024,天津力生制药,750ug,乡镇卫生,40000
醋酸地塞米松片,2024,安徽金太阳生化药业,750ug,乡镇卫生,530000
醋酸地塞米松片,2024,成都第一制药,750ug,乡镇卫生,280000
醋酸地塞米松片,2024,新乡常乐制药,750ug,乡镇卫生,290000
醋酸地塞米松片,2024,津药药业,750ug,乡镇卫生,1080000
醋酸地塞米松片,2024,浙江仙琚制药,750ug,乡镇卫生,1050000
醋酸地塞米松片,2024,百正药业,750ug,乡镇卫生,100000
醋酸地塞米松片,2024,福州海王福药制药,750ug,乡镇卫生,10000
醋酸地塞米松片,2024,西南药业,750ug,乡镇卫生,1430000
醋酸地塞米松片,2024,辰欣药业,750ug,乡镇卫生,2740000
醋酸地塞米松片,2024,遂成药业,750ug,乡镇卫生,2360000
醋酸地塞米松片,2024,重庆科瑞制药(集团),750ug,乡镇卫生,750000
醋酸地塞米松片,2025,上海金不换兰考制药,750ug,乡镇卫生,20000
醋酸地塞米松片,2025,国药容生制药,750ug,乡镇卫生,110000
醋酸地塞米松片,2025,天津信谊津津药业,750ug,乡镇卫生,310000
醋酸地塞米松片,2025,天津力生制药,750ug,乡镇卫生,20000
醋酸地塞米松片,2025,安徽金太阳生化药业,750ug,乡镇卫生,290000
醋酸地塞米松片,2025,成都第一制药,750ug,乡镇卫生,130000
醋酸地塞米松片,2025,新乡常乐制药,750ug,乡镇卫生,140000
醋酸地塞米松片,2025,津药药业,750ug,乡镇卫生,590000
醋酸地塞米松片,2025,浙江仙琚制药,750ug,乡镇卫生,710000
醋酸地塞米松片,2025,百正药业,750ug,乡镇卫生,50000
醋酸地塞米松片,2025,西南药业,750ug,乡镇卫生,640000
醋酸地塞米松片,2025,辰欣药业,750ug,乡镇卫生,1350000
醋酸地塞米松片,2025,遂成药业,750ug,乡镇卫生,1290000
醋酸地塞米松片,2025,重庆科瑞制药(集团),750ug,乡镇卫生,490000
地塞米松片,2013,三才石岐制药,750ug,县级公立,4467
地塞米松片,2013,广东华南药业集团,750ug,县级公立,39795
地塞米松片,2013,广东南国药业,750ug,县级公立,118
地塞米松片,2014,三才石岐制药,750ug,县级公立,40769
地塞米松片,2014,广东华南药业集团,750ug,县级公立,128842
地塞米松片,2015,三才石岐制药,750ug,县级公立,98593
地塞米松片,2015,广东华南药业集团,750ug,县级公立,107130
地塞米松片,2015,广东南国药业,750ug,县级公立,367
地塞米松片,2016,三才石岐制药,750ug,县级公立,151347
地塞米松片,2016,广东华南药业集团,750ug,县级公立,111803
地塞米松片,2017,三才石岐制药,750ug,县级公立,173811
地塞米松片,2017,广东华南药业集团,750ug,县级公立,110615
地塞米松片,2017,广东南国药业,750ug,县级公立,10029
地塞米松片,2018,三才石岐制药,750ug,县级公立,115060
地塞米松片,2018,广东华南药业集团,750ug,县级公立,113198
地塞米松片,2018,广东南国药业,750ug,县级公立,72721
地塞米松片,2019,三才石岐制药,750ug,县级公立,101016
地塞米松片,2019,广东南国药业,750ug,县级公立,96302
地塞米松片,2020,三才石岐制药,750ug,县级公立,159192
地塞米松片,2020,广东华南药业集团,750ug,县级公立,292
地塞米松片,2020,广东南国药业,750ug,县级公立,76867
地塞米松片,2021,三才石岐制药,750ug,县级公立,106149
地塞米松片,2021,广东华南药业集团,750ug,县级公立,157
地塞米松片,2021,广东南国药业,750ug,县级公立,132574
地塞米松片,2022,三才石岐制药,750ug,县级公立,50000
地塞米松片,2022,广东南国药业,750ug,县级公立,40000
地塞米松片,2023,广东南国药业,750ug,县级公立,60000
地塞米松片,2024,广东南国药业,750ug,县级公立,10000
醋酸地塞米松片,2013,云鹏医药集团,750ug,县级公立,936
醋酸地塞米松片,2013,北京海王中新药业,750ug,县级公立,7322
醋酸地塞米松片,2013,国药容生制药,750ug,县级公立,11316
醋酸地塞米松片,2013,地奥成都药业,750ug,县级公立,3
醋酸地塞米松片,2013,天方药业,750ug,县级公立,79493
醋酸地塞米松片,2013,天津信谊津津药业,750ug,县级公立,60004
醋酸地塞米松片,2013,天津力生制药,750ug,县级公立,27214
醋酸地塞米松片,2013,天津天药药业,750ug,县级公立,187899
醋酸地塞米松片,2013,天津太平洋制药,750ug,县级公立,95285
醋酸地塞米松片,2013,安徽仁和药业,750ug,县级公立,107
醋酸地塞米松片,2013,安徽国森药业,750ug,县级公立,82
醋酸地塞米松片,2013,安徽联谊药业,750ug,县级公立,5337
醋酸地塞米松片,2013,安徽金太阳生化药业,750ug,县级公立,35775
醋酸地塞米松片,2013,成都天台山制药,750ug,县级公立,103367
醋酸地塞米松片,2013,成都第一制药,750ug,县级公立,69746
醋酸地塞米松片,2013,新乡常乐制药,750ug,县级公立,32324
醋酸地塞米松片,2013,河南润弘制药,750ug,县级公立,6647
醋酸地塞米松片,2013,浙江仙琚制药,750ug,县级公立,486865
醋酸地塞米松片,2013,瑞阳制药,750ug,县级公立,2970
醋酸地塞米松片,2013,甘肃兰药药业,750ug,县级公立,111
醋酸地塞米松片,2013,石家庄康力药业,750ug,县级公立,6412
醋酸地塞米松片,2013,辅仁药业集团,750ug,县级公立,8118
醋酸地塞米松片,2013,辰欣药业,750ug,县级公立,430302
醋酸地塞米松片,2013,遂成药业,750ug,县级公立,113917
醋酸地塞米松片,2013,重庆科瑞制药(集团),750ug,县级公立,233416
醋酸地塞米松片,2013,重庆迪康长江制药,750ug,县级公立,8776
醋酸地塞米松片,2013,长春迪瑞制药,750ug,县级公立,10259
醋酸地塞米松片,2014,云鹏医药集团,750ug,县级公立,192
醋酸地塞米松片,2014,北京海王中新药业,750ug,县级公立,2865
醋酸地塞米松片,2014,国药容生制药,750ug,县级公立,105661
醋酸地塞米松片,2014,地奥成都药业,750ug,县级公立,112
醋酸地塞米松片,2014,天方药业,750ug,县级公立,2237
醋酸地塞米松片,2014,天津信谊津津药业,750ug,县级公立,73803
醋酸地塞米松片,2014,天津力生制药,750ug,县级公立,19604
醋酸地塞米松片,2014,天津天药药业,750ug,县级公立,203148
醋酸地塞米松片,2014,天津太平洋制药,750ug,县级公立,38282
醋酸地塞米松片,2014,天津柏海药业,750ug,县级公立,125
醋酸地塞米松片,2014,安徽仁和药业,750ug,县级公立,1167
醋酸地塞米松片,2014,安徽联谊药业,750ug,县级公立,959
醋酸地塞米松片,2014,安徽金太阳生化药业,750ug,县级公立,10575
醋酸地塞米松片,2014,成都天台山制药,750ug,县级公立,125944
醋酸地塞米松片,2014,成都第一制药,750ug,县级公立,88935
醋酸地塞米松片,2014,新乡常乐制药,750ug,县级公立,43718
醋酸地塞米松片,2014,河南双鹤华利药业,750ug,县级公立,2462
醋酸地塞米松片,2014,河南润弘制药,750ug,县级公立,9531
醋酸地塞米松片,2014,浙江仙琚制药,750ug,县级公立,927924
醋酸地塞米松片,2014,瑞阳制药,750ug,县级公立,1216
醋酸地塞米松片,2014,石家庄康力药业,750ug,县级公立,5039
醋酸地塞米松片,2014,福州海王福药制药,750ug,县级公立,583
醋酸地塞米松片,2014,西南药业,750ug,县级公立,2363
醋酸地塞米松片,2014,辅仁药业集团,750ug,县级公立,11153
醋酸地塞米松片,2014,辰欣药业,750ug,县级公立,521414
醋酸地塞米松片,2014,遂成药业,750ug,县级公立,109494
醋酸地塞米松片,2014,重庆科瑞制药(集团),750ug,县级公立,118116
醋酸地塞米松片,2014,重庆迪康长江制药,750ug,县级公立,11289
醋酸地塞米松片,2014,长春迪瑞制药,750ug,县级公立,3769
醋酸地塞米松片,2015,云鹏医药集团,750ug,县级公立,638
醋酸地塞米松片,2015,国药容生制药,750ug,县级公立,139507
醋酸地塞米松片,2015,天津信谊津津药业,750ug,县级公立,797960
醋酸地塞米松片,2015,天津力生制药,750ug,县级公立,7450
醋酸地塞米松片,2015,天津天药药业,750ug,县级公立,156132
醋酸地塞米松片,2015,天津太平洋制药,750ug,县级公立,6986
醋酸地塞米松片,2015,安徽国森药业,750ug,县级公立,90
醋酸地塞米松片,2015,安徽联谊药业,750ug,县级公立,840
醋酸地塞米松片,2015,安徽金太阳生化药业,750ug,县级公立,5139
醋酸地塞米松片,2015,成都天台山制药,750ug,县级公立,116919
醋酸地塞米松片,2015,成都第一制药,750ug,县级公立,40240
醋酸地塞米松片,2015,新乡常乐制药,750ug,县级公立,86231
醋酸地塞米松片,2015,浙江仙琚制药,750ug,县级公立,473170
醋酸地塞米松片,2015,甘肃兰药药业,750ug,县级公立,107460
醋酸地塞米松片,2015,百正药业,750ug,县级公立,30940
醋酸地塞米松片,2015,石家庄康力药业,750ug,县级公立,398
醋酸地塞米松片,2015,福州海王福药制药,750ug,县级公立,1870
醋酸地塞米松片,2015,西南药业,750ug,县级公立,11942
醋酸地塞米松片,2015,辅仁药业集团,750ug,县级公立,20114
醋酸地塞米松片,2015,辰欣药业,750ug,县级公立,727181
醋酸地塞米松片,2015,遂成药业,750ug,县级公立,121592
醋酸地塞米松片,2015,重庆科瑞制药(集团),750ug,县级公立,23346
醋酸地塞米松片,2015,重庆迪康长江制药,750ug,县级公立,5718
醋酸地塞米松片,2015,陕西制药,750ug,县级公立,10645
醋酸地塞米松片,2016,国药容生制药,750ug,县级公立,130255
醋酸地塞米松片,2016,天津信谊津津药业,750ug,县级公立,715997
醋酸地塞米松片,2016,天津力生制药,750ug,县级公立,287789
醋酸地塞米松片,2016,天津天药药业,750ug,县级公立,520057
醋酸地塞米松片,2016,天津太平洋制药,750ug,县级公立,3547
醋酸地塞米松片,2016,安徽仁和药业,750ug,县级公立,695
醋酸地塞米松片,2016,安徽联谊药业,750ug,县级公立,535
醋酸地塞米松片,2016,安徽金太阳生化药业,750ug,县级公立,115156
醋酸地塞米松片,2016,成都天台山制药,750ug,县级公立,145900
醋酸地塞米松片,2016,成都第一制药,750ug,县级公立,50196
醋酸地塞米松片,2016,新乡常乐制药,750ug,县级公立,239092
醋酸地塞米松片,2016,浙江仙琚制药,750ug,县级公立,689960
醋酸地塞米松片,2016,甘肃兰药药业,750ug,县级公立,165793
醋酸地塞米松片,2016,百正药业,750ug,县级公立,90532
醋酸地塞米松片,2016,石家庄康力药业,750ug,县级公立,53447
醋酸地塞米松片,2016,福州海王福药制药,750ug,县级公立,11262
醋酸地塞米松片,2016,西南药业,750ug,县级公立,14855
醋酸地塞米松片,2016,辰欣药业,750ug,县级公立,787588
醋酸地塞米松片,2016,遂成药业,750ug,县级公立,96639
醋酸地塞米松片,2016,重庆科瑞制药(集团),750ug,县级公立,181846
醋酸地塞米松片,2016,重庆迪康长江制药,750ug,县级公立,6514
醋酸地塞米松片,2016,陕西制药,750ug,县级公立,843
醋酸地塞米松片,2017,国药容生制药,750ug,县级公立,80181
醋酸地塞米松片,2017,天津信谊津津药业,750ug,县级公立,1558135
醋酸地塞米松片,2017,天津力生制药,750ug,县级公立,717039
醋酸地塞米松片,2017,天津天药药业,750ug,县级公立,958276
醋酸地塞米松片,2017,天津太平洋制药,750ug,县级公立,3497
醋酸地塞米松片,2017,安徽仁和药业,750ug,县级公立,170
醋酸地塞米松片,2017,安徽联谊药业,750ug,县级公立,534
醋酸地塞米松片,2017,安徽金太阳生化药业,750ug,县级公立,504139
醋酸地塞米松片,2017,成都天台山制药,750ug,县级公立,145780
醋酸地塞米松片,2017,成都第一制药,750ug,县级公立,50155
醋酸地塞米松片,2017,新乡常乐制药,750ug,县级公立,296347
醋酸地塞米松片,2017,浙江仙琚制药,750ug,县级公立,1797201
醋酸地塞米松片,2017,甘肃兰药药业,750ug,县级公立,211961
醋酸地塞米松片,2017,百正药业,750ug,县级公立,108060
醋酸地塞米松片,2017,石家庄康力药业,750ug,县级公立,70115
醋酸地塞米松片,2017,福州海王福药制药,750ug,县级公立,6534
醋酸地塞米松片,2017,西南药业,750ug,县级公立,14792
醋酸地塞米松片,2017,辰欣药业,750ug,县级公立,2270591
醋酸地塞米松片,2017,遂成药业,750ug,县级公立,479408
醋酸地塞米松片,2017,重庆科瑞制药(集团),750ug,县级公立,196701
醋酸地塞米松片,2017,重庆迪康长江制药,750ug,县级公立,6508
醋酸地塞米松片,2017,陕西制药,750ug,县级公立,939
醋酸地塞米松片,2018,国药容生制药,750ug,县级公立,57125
醋酸地塞米松片,2018,天津信谊津津药业,750ug,县级公立,1495951
醋酸地塞米松片,2018,天津力生制药,750ug,县级公立,1104926
醋酸地塞米松片,2018,天津天药药业,750ug,县级公立,686660
醋酸地塞米松片,2018,天津太平洋制药,750ug,县级公立,3625
醋酸地塞米松片,2018,安徽仁和药业,750ug,县级公立,202
醋酸地塞米松片,2018,安徽联谊药业,750ug,县级公立,544
醋酸地塞米松片,2018,安徽金太阳生化药业,750ug,县级公立,220621
醋酸地塞米松片,2018,成都天台山制药,750ug,县级公立,149061
醋酸地塞米松片,2018,成都第一制药,750ug,县级公立,51283
醋酸地塞米松片,2018,新乡常乐制药,750ug,县级公立,358966
醋酸地塞米松片,2018,江苏涟水制药,750ug,县级公立,22224
醋酸地塞米松片,2018,浙江仙琚制药,750ug,县级公立,3736852
醋酸地塞米松片,2018,甘肃兰药药业,750ug,县级公立,86321
醋酸地塞米松片,2018,百正药业,750ug,县级公立,31832
醋酸地塞米松片,2018,石家庄康力药业,750ug,县级公立,113341
醋酸地塞米松片,2018,福州海王福药制药,750ug,县级公立,235918
醋酸地塞米松片,2018,西南药业,750ug,县级公立,15177
醋酸地塞米松片,2018,辰欣药业,750ug,县级公立,2941401
醋酸地塞米松片,2018,遂成药业,750ug,县级公立,273721
醋酸地塞米松片,2018,重庆科瑞制药(集团),750ug,县级公立,113535
醋酸地塞米松片,2018,重庆迪康长江制药,750ug,县级公立,6657
醋酸地塞米松片,2019,国药容生制药,750ug,县级公立,64170
醋酸地塞米松片,2019,天津信谊津津药业,750ug,县级公立,1741003
醋酸地塞米松片,2019,天津力生制药,750ug,县级公立,1002544
醋酸地塞米松片,2019,天津天药药业,750ug,县级公立,622247
醋酸地塞米松片,2019,安徽联谊药业,750ug,县级公立,519
醋酸地塞米松片,2019,安徽金太阳生化药业,750ug,县级公立,260924
醋酸地塞米松片,2019,成都天台山制药,750ug,县级公立,159968
醋酸地塞米松片,2019,成都第一制药,750ug,县级公立,36551
醋酸地塞米松片,2019,新乡常乐制药,750ug,县级公立,521363
醋酸地塞米松片,2019,江苏涟水制药,750ug,县级公立,9898
醋酸地塞米松片,2019,浙江仙琚制药,750ug,县级公立,5307037
醋酸地塞米松片,2019,甘肃兰药药业,750ug,县级公立,83449
醋酸地塞米松片,2019,百正药业,750ug,县级公立,66850
醋酸地塞米松片,2019,福州海王福药制药,750ug,县级公立,508108
醋酸地塞米松片,2019,西南药业,750ug,县级公立,2711
醋酸地塞米松片,2019,辰欣药业,750ug,县级公立,1749656
醋酸地塞米松片,2019,遂成药业,750ug,县级公立,337577
醋酸地塞米松片,2019,重庆科瑞制药(集团),750ug,县级公立,144414
醋酸地塞米松片,2020,上海金不换兰考制药,750ug,县级公立,49292
醋酸地塞米松片,2020,国药容生制药,750ug,县级公立,84906
醋酸地塞米松片,2020,天津信谊津津药业,750ug,县级公立,1503592
醋酸地塞米松片,2020,天津力生制药,750ug,县级公立,329084
醋酸地塞米松片,2020,天津天药药业,750ug,县级公立,533854
醋酸地塞米松片,2020,安徽金太阳生化药业,750ug,县级公立,298298
醋酸地塞米松片,2020,成都天台山制药,750ug,县级公立,64682
醋酸地塞米松片,2020,成都第一制药,750ug,县级公立,42139
