#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
361,claim,7676816147,30,a friend told me someone revealed that seventy percent of small businesses are owned and operated by a single person.,not verified,active,901466,157308,8590,3868,1372
362,claim,9475242380,31,a friend told me someone revealed that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,not verified,banned,942782,349920,21094,5051,2293
363,claim,9717583377,31,a friend told me someone revealed that the average car contains over 30000 unique parts,not verified,active,560356,24717,4241,377,178
364,claim,2183408164,59,a friend told me someone revealed that the highest total mileage clocked by a single car is 2850000 million miles,not verified,active,166118,62065,21664,1244,326
365,claim,8228125812,36,a friend told me someone revealed that 90% of drivers admit to singing in the car,not verified,active,943836,615509,77624,10300,3675
366,claim,8861984781,48,a friend told me someone revealed that the earliest playable recording of a person singing was recorded in 1860,verified,active,308048,28979,4165,724,476
367,claim,9478578922,57,a friend told me someone revealed that an average user spends 40% of their day on the internet,not verified,active,469978,89730,3040,1822,1136
368,claim,7507044294,13,a friend told me someone revealed that half of retail purchases are now made through a mobile device,not verified,under review,789968,78073,23780,16,7
369,claim,8930117636,59,a friend told me someone revealed that the world generates 2.5 quintillion bytes of data every day,verified,active,57391,11798,1562,243,103
370,claim,7451192132,15,a friend told me someone revealed that the most watched summer olympics event for the past 20 years has been gymnastics,not verified,active,979623,305608,95625,3833,1088
371,claim,1796855303,47,a friend told me someone revealed that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),not verified,under review,838648,375687,57254,2725,1502
372,claim,5946580164,14,"a friend told me someone revealed that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,active,154524,37790,4071,4,1
373,claim,7035263240,48,a friend told me someone revealed that kite flying is a professional sport in thailand.,not verified,banned,662236,336652,115074,447,197
374,claim,3104677612,35,a friend told me someone revealed that reindeer grow new antlers every year,not verified,active,172792,40124,13764,948,183
375,claim,7862125158,18,a friend told me someone revealed that koalas sleep up to 22 hours per day,not verified,under review,363304,71403,6499,1353,279
376,claim,3286195066,25,a friend told me someone revealed that it would take 258 earth days to drive around one of saturn’s rings at a speed of 75 mph,not verified,active,972177,246905,75730,2208,151
377,claim,4811501509,38,a friend told me someone revealed that 5 dwarf planets are recognized in the solar system,not verified,active,667938,253989,43267,2658,1577
378,claim,8080548946,56,a friend told me someone revealed that there are currently 6 spacecrafts on mars,not verified,active,943178,59640,10,522,296
379,claim,6490113352,40,a friend told me someone revealed that it takes an average of 364 licks to get to the center of a lollipop,not verified,active,835227,387907,16920,3068,2013
380,claim,7923291540,29,a friend told me someone revealed that the scottish were the first people to fry chicken,not verified,under review,75999,4140,786,68,36
381,claim,5981910121,6,a friend told me someone revealed that china owns all of the pandas in the world,not verified,banned,653280,200395,40859,4134,788
382,claim,9345633861,54,a friend told me someone revealed that the brain is the fattiest organ in the body,not verified,under review,841144,176677,49643,2387,682
383,claim,4401879796,26,a friend told me someone revealed that a snail can sleep for three years,not verified,active,792725,244271,4279,2055,395
384,claim,7431652540,51,a friend told me someone revealed that no two tongue prints are alike,not verified,active,318041,167749,56314,3620,274
385,claim,5314753635,50,a friend told me someone revealed that humans can’t taste food without saliva,not verified,under review,499744,260963,68133,6179,2627
386,claim,3158722505,5,"a friend told me someone revealed that the canary islands are named after types of dogs, not birds",not verified,under review,582955,86748,7182,865,21
387,claim,9582738247,15,a friend told me someone revealed that the longest location name on the planet earth is 85 letters in english.,not verified,banned,238311,126167,10412,2122,699
388,claim,4593717705,6,a friend told me someone revealed that armadillos have bulletproof shells,not verified,active,873409,157035,4962,2076,687
389,claim,1928696805,48,"a friend told me someone revealed that blue whales eat 500,000 calories in 1 mouthful on average",not verified,active,827022,376705,104682,8063,544
390,claim,5509589663,31,a friend told me someone revealed that bees can fly higher than mount everest,not verified,banned,972320,449084,169228,4670,1355
391,claim,7334738163,11,a friend told me someone revealed that wild boars wash their food,not verified,active,267499,164621,16314,127,75
392,claim,9064186100,14,a friend told me someone revealed that smelling green apples help with weight loss,not verified,active,432360,201764,63233,872,460
393,claim,7000827601,42,a friend told me someone revealed that pineapples are named after pinecones,not verified,banned,389238,211611,68792,3330,621
394,claim,3453987965,44,a friend told me someone revealed that the folds in a chef’s hat represents the number of ways that someone can cook an egg,not verified,active,305816,158361,2635,1006,423
395,claim,9027666517,36,a friend told me someone revealed that driving south from detroit will lead to canada,not verified,active,551503,257248,12905,4017,1568
396,claim,1942489254,58,a friend told me someone revealed that no two teeth from different people will ever be alike,not verified,active,307235,134023,37188,1470,20
397,claim,1884748981,51,a friend told me someone revealed that bananas get their curved shape by growing towards the sun,not verified,banned,263205,104137,6507,2507,1205
398,claim,2117028261,56,a friend told me someone revealed that playing dance music helps ward off mosquitoes,not verified,banned,699716,388662,129743,9645,2748
399,claim,9326450892,37,a friend told me someone revealed that a man once set a record by putting on over 260 t-shirts,not verified,active,134096,34222,9417,599,23
400,claim,2059816652,25,a friend told me someone revealed that technicolored squirrels roam the lands of southern india,not verified,under review,628191,331352,119547,3779,1390
401,claim,8471007388,5,a friend told me someone revealed that 12 plants and 5 animals make up 75% of diets around the world,not verified,active,284127,10596,4118,56,24
402,claim,7035490665,28,a friend told me someone revealed that the human brain uses 20% of the body's oxygen,not verified,active,163796,77803,4408,1087,454
403,claim,2654889789,8,a friend told me someone revealed that a shape with 26 sides is known as a rhombicuboctahedron,not verified,banned,935721,290697,41017,775,502
404,claim,8924851218,19,a friend told me someone revealed that applying an equal amount of pressure to the total surface area of an egg will prevent it from breaking,not verified,active,593497,68324,20712,1694,719
405,claim,9705635265,10,a friend told me someone revealed that the town of calama in chile has never experienced rain,not verified,active,661494,101284,16460,849,421
406,claim,4660046489,20,"a friend claimed someone revealed that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,active,706925,322654,75112,4974,2869
407,claim,4464053208,11,a friend claimed someone revealed that microbes from the sahara desert help feed the amazon rainforest,not verified,active,703635,170092,65369,3721,1933
408,claim,5181690572,25,a friend claimed someone revealed that dubai is an island created by humans,not verified,active,219449,94504,26593,1314,652
409,claim,8598642903,56,a friend claimed someone revealed that 20% of the world's oxygen is produced in the amazon jungles,not verified,active,140665,27827,7062,681,121
410,claim,2648532419,45,"a friend claimed someone revealed that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",not verified,banned,490475,299386,103409,6247,3734
411,claim,7508517347,56,a friend claimed someone revealed that 90% of goods are shipped by ocean freight,not verified,active,847359,514108,60603,8393,2068
412,claim,3706162999,26,a friend claimed someone revealed that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,157988,72701,3281,1150,345
413,claim,5222676480,44,a friend claimed someone revealed that the oldest playable musical instruments were found in china,not verified,active,374682,241181,53180,1231,599
414,claim,9878464754,24,a friend claimed someone revealed that the earliest playable recording of a person singing was recorded in 1860,not verified,active,807978,182359,15139,156,31
415,claim,4091089396,16,a friend claimed someone revealed that half of retail purchases are now made through a mobile device,not verified,active,798087,503764,162965,12023,2228
416,claim,4806616876,11,"a friend claimed someone revealed that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,active,923567,304484,117252,4416,2846
417,claim,5221518772,32,a friend claimed someone revealed that the first cricket balls were made of tightly packed sheep wool.,not verified,active,420278,53932,998,729,214
418,claim,8582261176,38,a friend claimed someone revealed that the longest commercial flight in history took around 30 hours,not verified,banned,708931,333934,85569,1512,271
419,claim,8536620844,31,a friend claimed someone revealed that the biggest passenger bus in the world operates in brazil,not verified,under review,32922,14600,4862,142,5
420,claim,2957818311,50,a friend claimed someone revealed that dragonflies can see in all directions at the same time,not verified,under review,308006,164734,54432,2337,908
421,claim,9107532816,33,a friend claimed someone revealed that reindeer grow new antlers every year,not verified,active,366793,196608,61838,2866,949
422,claim,6797969726,28,a friend claimed someone revealed that sputnik was the first artificial satellite in space,not verified,active,174182,53834,18868,766,26
423,claim,7281833958,46,a friend claimed someone revealed that it is illegal to waste food in french supermarkets,not verified,active,890827,30352,10728,329,1
424,claim,8600339797,42,"a friend claimed someone revealed that through the seasons, a reindeer’s eyes will change color",not verified,active,839787,132074,12867,348,82
425,claim,5422848671,9,a friend claimed someone revealed that a double rainbow is a mirror image of the first rainbow,not verified,active,175806,73704,15052,1477,885
426,claim,9419328519,41,a friend claimed someone revealed that take out restaurants have been found in the remains of pompeii,not verified,banned,77008,42330,15315,882,115
427,claim,8278820042,42,a friend claimed someone revealed that captive ravens can speak better than parrots,not verified,active,676103,217656,65553,4628,2398
428,claim,7301314402,45,a friend claimed someone revealed that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,active,929535,245945,485,2192,632
429,claim,4646354636,33,a friend claimed someone revealed that antarctica is the only continent without any reptiles or snakes,not verified,banned,730734,226709,6856,927,216
430,claim,8176022177,28,a friend claimed someone revealed that people don’t sneeze in their sleep,not verified,banned,600711,46548,3910,716,205
431,claim,6658116122,42,a friend claimed someone revealed that may 22nd is the least common birth date,not verified,under review,276922,88899,25210,1259,312
432,claim,6242531037,50,a friend claimed someone revealed that the population of the united states increases by one person every 12 seconds,not verified,active,689411,12049,1206,127,26
433,claim,8127648124,24,a friend claimed someone revealed that ancient egyptians slept on pillows made of stone,not verified,active,957429,371495,129716,7970,3016
434,claim,5865719227,34,a friend claimed someone revealed that the longest location name on the planet earth is 85 letters in english.,not verified,active,389440,259544,77289,5242,1128
435,claim,9536086016,19,a friend claimed someone revealed that sweden has the most islands of any country,not verified,under review,759040,343664,70369,5620,2247
436,claim,1393424726,15,a friend claimed someone revealed that only one-fourth of the sahara desert is sandy,not verified,under review,526579,318171,74868,1819,92
437,claim,6949636046,35,a friend claimed someone revealed that humans have jumped further than horses in the olympics,not verified,active,615937,195483,61552,3419,404
438,claim,8711147871,35,a friend claimed someone revealed that jobs in the field of agriculture are the most prevalent types of jobs in the world,not verified,active,469822,208520,33217,1612,583
439,claim,7258526430,26,a friend claimed someone revealed that the largest pair of eyes in the world belongs to the giant squid,not verified,active,936228,189831,69964,544,158
440,claim,3641989332,23,a friend claimed someone revealed that x-rays can’t distinguish real diamonds from fake ones,not verified,active,297080,195360,48408,2394,736
441,claim,9586924029,14,a friend claimed someone revealed that buttermilk does not contain any butter,not verified,under review,43055,8648,1946,166,88
442,claim,9371306238,21,"a friend claimed someone revealed that in a deck of cards, the king of hearts is the only king without a mustache",verified,active,916073,291977,85408,929,313
443,claim,1865254781,14,a friend claimed someone revealed that cats can't taste sweet flavors,not verified,banned,916230,531141,8019,3803,1402
444,claim,5262721759,18,a friend claimed someone revealed that your fingernails on your dominant hand grow faster,not verified,banned,185095,52011,7368,542,80
445,claim,2562179414,15,a friend claimed someone revealed that a man once set a record by putting on over 260 t-shirts,not verified,active,680134,324440,39232,3724,1310
446,claim,5229246452,42,a friend claimed someone revealed that the average american spends time totalling 2.5 days annually looking for lost items,not verified,active,284334,155859,9616,1921,940
447,claim,3299417406,33,a friend claimed someone revealed that flossing your teeth improves memory,not verified,under review,33179,6509,326,9,6
448,claim,1249207209,7,a friend claimed someone revealed that the human brain uses 20% of the body's oxygen,not verified,active,504906,279461,1715,3812,1867
449,claim,5624578708,48,a friend claimed someone revealed that lemurs were previously the size of gorillas,not verified,active,703727,420661,140821,4146,2426
450,claim,8282546361,49,a friend claimed someone revealed that you can fit about 400 grapevines in one acre of land,not verified,active,81203,6079,1414,55,3
451,claim,7401242960,54,a friend claimed someone revealed that china is the world’s largest silk producer,not verified,active,356338,92140,19590,1223,95
452,claim,9155839144,55,the news mentioned someone discovered that humans will live on mars by 2035,not verified,active,304722,19494,4928,32,6
453,claim,1789434331,60,the news mentioned someone discovered that we will all fly with individual jetpacks by 2032,not verified,under review,436211,37153,12912,538,28
454,claim,5881546040,15,the news mentioned someone discovered that the largest rock on earth is in australia,not verified,active,934767,3543,1160,30,3
455,claim,8870810096,9,the news mentioned someone discovered that seventy percent of small businesses are owned and operated by a single person.,not verified,active,199856,64680,24329,688,381
456,claim,8400617642,54,the news mentioned someone discovered that 1 billion cars are currently in use around the world,not verified,active,986040,304573,78365,3887,2390
457,claim,1775025933,9,the news mentioned someone discovered that the oldest playable musical instruments were found in china,not verified,banned,531325,235084,11590,4630,2689
458,claim,4583546251,17,the news mentioned someone discovered that vinyl record sales now surpass compact disc sales,not verified,active,656792,385709,90643,4764,1216
459,claim,7034645881,45,the news mentioned someone discovered that the band metallica is the first and only group to play on all seven continents,not verified,active,633862,13702,2583,104,62
460,claim,3256803717,56,"the news mentioned someone discovered that the oldest surviving song is around 3,500 years old",not verified,active,170263,58478,10703,753,281
461,claim,9976223137,16,the news mentioned someone discovered that the average user checks their mobile phone around 150 times each day,not verified,active,97778,36159,3153,362,30
462,claim,1407345706,20,the news mentioned someone discovered that the longest recorded cricket match lasted 14 days,not verified,under review,89267,32398,2051,180,25
463,claim,4135011512,8,"the news mentioned someone discovered that at the first modern olympics, winners were awarded silver medals",not verified,under review,65693,3815,117,61,39
464,claim,3746127888,57,"the news mentioned someone discovered that shanghai, china has the world's longest subway system",not verified,active,657987,374565,81371,6130,429
465,claim,9569130638,55,the news mentioned someone discovered that reindeer grow new antlers every year,not verified,active,24618,11937,2880,243,0
466,claim,3337287875,30,the news mentioned someone discovered that adult cats only meow to humans,not verified,active,507073,321313,127099,2263,8
467,claim,8435363203,26,the news mentioned someone discovered that mercury & venus are the only 2 planets in our solar system that have no moons,not verified,banned,338414,7937,879,182,11
468,claim,9044000920,41,the news mentioned someone discovered that the hottest planet in our solar system is venus.,not verified,under review,694606,442974,28056,21,4
469,claim,6659056595,55,the news mentioned someone discovered that the volcano olympus mons on mars is over 3 times taller than mount everest,not verified,active,792899,475094,135735,1441,24
470,claim,5187532901,25,the news mentioned someone discovered that halley’s comet won’t be seen again until 2061,not verified,banned,337206,99176,26553,1912,636
471,claim,2638959222,48,the news mentioned someone discovered that the chinese began to document halley’s comet in 240 b.c.,not verified,banned,673936,130682,27052,108,16
472,claim,8200423091,17,the news mentioned someone discovered that 5 dwarf planets are recognized in the solar system,not verified,active,652755,315978,35014,1374,681
473,claim,9417456550,29,"the news mentioned someone discovered that about once a year, an asteroid the size of a car enters earth’s atmosphere",not verified,active,952461,531630,92076,12896,1210
474,claim,5673363854,46,the news mentioned someone discovered that some trees in melbourne have email addresses,not verified,banned,122811,52657,15000,941,8
475,claim,2443760228,22,the news mentioned someone discovered that baked beans are not actually baked,not verified,banned,982069,260301,35815,220,79
476,claim,3709831549,49,the news mentioned someone discovered that penguins can jump as high as 9 feet in the air,not verified,active,924552,441566,107578,1042,332
477,claim,6173728392,54,the news mentioned someone discovered that a pound of houseflies contains more protein than a pound of beef,not verified,active,262136,12418,286,108,48
478,claim,8043249991,38,the news mentioned someone discovered that cats sleep for two-thirds of their lives,not verified,banned,10098,4681,790,12,8
479,claim,9271057126,50,the news mentioned someone discovered that the population of the united states increases by one person every 12 seconds,not verified,banned,737704,361389,20332,3223,1308
480,claim,9543721380,21,the news mentioned someone discovered that the microwave oven was an accidental invention,not verified,under review,60649,35453,12393,541,142
481,claim,2978066048,24,the news mentioned someone discovered that the netherlands is home to the population of tallest humans on earth,not verified,active,226666,59804,5862,945,103
482,claim,5767345712,56,the news mentioned someone discovered that q' is the only letter that doesn’t appear in any u.s. state name,not verified,active,491218,302164,18472,1479,258
483,claim,3579267938,33,the news mentioned someone discovered that armadillos have bulletproof shells,not verified,active,659031,434135,69579,9302,2900
484,claim,8173056093,31,the news mentioned someone discovered that the french scrabble world champion winner doesn’t speak french,not verified,active,129725,80331,20695,797,375
485,claim,3762850231,55,the news mentioned someone discovered that jobs in the field of agriculture are the most prevalent types of jobs in the world,not verified,active,387826,111882,36168,1037,302
486,claim,2715576791,37,the news mentioned someone discovered that buttermilk does not contain any butter,not verified,under review,790211,220994,67094,3987,176
487,claim,8732781537,27,the news mentioned someone discovered that human eyeballs do not grow or change their size as they age,not verified,active,891247,383476,56042,5463,91
488,claim,5914935897,27,the news mentioned someone discovered that leeches were historically used to predict the weather,not verified,banned,888297,98575,5695,725,148
489,claim,8359088873,20,the news mentioned someone discovered that the largest recorded snowflake was 15 inches wide,not verified,banned,251857,8694,2870,29,3
490,claim,3213692543,15,the news mentioned someone discovered that melting glaciers make fizzy noises,not verified,under review,62298,10935,4056,137,59
491,claim,4459535938,58,the news mentioned someone discovered that cactus spines can be used to make hooks,not verified,active,253587,7754,1238,54,9
492,claim,6590366156,53,the news mentioned someone discovered that more people speak english as their second language than those who use it as their primary language,not verified,active,561540,207372,30326,1728,930
493,claim,7863782907,14,the news mentioned someone discovered that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,banned,194269,88888,8966,569,114
494,claim,7252205206,24,the news mentioned someone discovered that you can burn calories just by standing,not verified,active,533024,84486,13418,1257,180
495,claim,3870634860,9,the news mentioned someone discovered that mice typically only live for 6 months in the wild,not verified,under review,378782,233894,60898,890,248
496,claim,8125388288,39,the news mentioned someone discovered that the longest recorded tennis match lasted for 11 hours,not verified,active,959225,309911,90505,1787,443
497,claim,2709970458,42,the news mentioned someone discovered that a pineapple plant can only produce one pineapple a year,not verified,active,26335,7751,343,87,50
498,claim,9323739945,12,the news mentioned someone discovered that strawberries are the only known fruit to grow their seeds externally,not verified,active,821129,7253,2231,134,62
499,claim,9201028639,51,the news reported someone discovered that the largest rock on earth is in australia,not verified,active,269086,176635,27837,248,127
500,claim,7341622708,49,the news reported someone discovered that canada has the most lakes in the world,not verified,banned,224903,68796,9261,96,48
501,claim,2066066026,7,the news reported someone discovered that 20% of the world's oxygen is produced in the amazon jungles,verified,active,156230,44179,6701,88,50
502,claim,9953021517,51,the news reported someone discovered that the most productive work day of the week is tuesday,not verified,active,918397,432314,125254,3820,2245
503,claim,2689342112,42,"the news reported someone discovered that the metro of st. petersburg, with an average depth of hundred meters, is the deepest metro in the world",not verified,active,841983,400626,149450,6791,2601
504,claim,9455787521,48,the news reported someone discovered that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,not verified,active,688052,110882,22116,299,35
505,claim,3020752787,8,the news reported someone discovered that most car horns honk in the key of f,not verified,active,448764,271801,97922,2517,1033
506,claim,1775370921,39,the news reported someone discovered that the average car has more than 100 miles of code in the vehicle’s internal computer,not verified,active,758340,312275,124340,6019,3776
507,claim,6273192743,11,the news reported someone discovered that the earliest playable recording of a person singing was recorded in 1860,not verified,banned,566414,242529,11456,1530,237
508,claim,5432339201,40,the news reported someone discovered that the harmonica is the best selling musical instrument,not verified,active,220116,112925,40427,2212,1320
509,claim,6739793489,26,the news reported someone discovered that the world generates 2.5 quintillion bytes of data every day,not verified,banned,945933,498682,197501,11010,3997
510,claim,6149961383,59,the news reported someone discovered that the average user checks their mobile phone around 150 times each day,not verified,active,854106,421844,59824,6990,4563
511,claim,4070883679,24,"the news reported someone discovered that at the first modern olympics, winners were awarded silver medals",not verified,banned,149004,16756,2184,215,137
512,claim,3913999580,54,the news reported someone discovered that the longest possible train journey in the world is from portugal to singapore,not verified,banned,958147,119322,7176,1053,99
513,claim,4806758177,32,the news reported someone discovered that there are currently over 300 cruise ships operating around the world,not verified,under review,592207,112687,41862,1291,797
514,claim,3368130497,34,the news reported someone discovered that the cheetah is the fastest land animal on earth,not verified,active,230799,48174,4275,1084,56
515,claim,6432638661,16,the news reported someone discovered that an octopus has three hearts,not verified,banned,565211,139267,11740,1659,503
516,claim,2892786123,28,the news reported someone discovered that mercury & venus are the only 2 planets in our solar system that have no moons,not verified,active,513162,314011,10060,952,200
517,claim,9317861147,5,the news reported someone discovered that footprints left on the moon won’t disappear as there is no wind,not verified,active,977463,629774,51668,3070,929
518,claim,1263168972,14,the news reported someone discovered that jupiter has the most moons,not verified,active,751128,147728,13724,622,290
519,claim,8119018559,42,the news reported someone discovered that halley’s comet won’t be seen again until 2061,not verified,active,416627,145473,39614,2868,610
520,claim,4641012058,48,the news reported someone discovered that the moon was once part of the earth,not verified,banned,551288,221517,13070,2272,1489
521,claim,8942467459,30,the news reported someone discovered that australia is wider than the moon,not verified,active,917806,42025,3149,157,41
522,claim,7026432039,44,the news reported someone discovered that a single day on venus takes 243 earth days,not verified,active,4273,448,44,8,4
523,claim,1826750050,49,the news reported someone discovered that there are more stars in the universe than grains of sand on earth,not verified,banned,707793,284791,34918,4879,94
524,claim,9277790300,18,the news reported someone discovered that the bent joint in the legs of the flamingo is its ankles,not verified,under review,200342,8011,2904,31,1
525,claim,7739708953,22,the news reported someone discovered that dogs can understand up to 250 hand gestures and words,not verified,active,354243,101292,36126,461,68
526,claim,5779199091,58,the news reported someone discovered that elephants will console each other during stressful situations,not verified,active,82800,42505,14322,651,240
527,claim,9116861712,51,the news reported someone discovered that some trees in melbourne have email addresses,not verified,under review,680896,297728,97571,267,7
528,claim,7578422736,16,the news reported someone discovered that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,active,828691,99142,13119,1657,1
529,claim,9717028975,39,the news reported someone discovered that j is the only letter that doesn’t appear on the periodic table of elements,not verified,under review,679162,257536,67064,5053,1312
530,claim,6076225658,26,the news reported someone discovered that butterflies taste with their feet,not verified,active,987569,334118,37959,4035,29
531,claim,2572176520,6,the news reported someone discovered that penguins can jump as high as 9 feet in the air,not verified,active,241521,131878,23266,1880,1140
532,claim,7920677752,15,the news reported someone discovered that a pound of houseflies contains more protein than a pound of beef,not verified,banned,600945,317298,123711,2932,492
533,claim,1780224130,48,"the news reported someone discovered that blue whales eat 500,000 calories in 1 mouthful on average",not verified,banned,94005,12550,3923,244,15
534,claim,6161195409,6,the news reported someone discovered that the french scrabble world champion winner doesn’t speak french,not verified,active,859761,516756,67018,12804,4735
535,claim,1399882605,11,the news reported someone discovered that the elasticity of rubber bands will last much longer when they are refrigerated,not verified,under review,865338,405966,87116,1437,398
536,claim,5479918827,8,the news reported someone discovered that most children in the world are born on a thursday,not verified,active,637445,49325,16493,879,525
537,claim,3449263797,25,the news reported someone discovered that smelling green apples help with weight loss,not verified,active,994187,575368,182346,7006,4489
538,claim,5332838265,13,the news reported someone discovered that the largest recorded snowflake was 15 inches wide,not verified,banned,932421,193414,75325,1438,378
539,claim,2514907730,43,the news reported someone discovered that the folds in a chef’s hat represents the number of ways that someone can cook an egg,not verified,banned,611092,1678,323,33,6
540,claim,7267657245,26,the news reported someone discovered that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,active,770413,173949,46011,3172,127
541,claim,5845499256,16,the news reported someone discovered that baby spiders are called spiderlings,not verified,active,740421,264535,31371,2428,263
542,claim,3077524139,58,the news reported someone discovered that honeybees can recognize human faces,not verified,banned,931288,66821,14459,1438,654
543,claim,4341761084,55,the news reported someone discovered that around 50% of the mined gold on earth comes from one source,not verified,active,988637,328922,91908,4145,948
544,claim,1762789727,58,the news reported someone discovered that the human brain uses 20% of the body's oxygen,not verified,active,630199,106043,7354,2192,218
545,claim,9067935563,42,the news reported someone discovered that lightning strikes somewhere on earth about 100 times every second,not verified,banned,335995,149608,32015,378,200
546,claim,4679672863,60,the news reported someone discovered that ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,active,606137,331649,110749,1098,649
547,claim,8563802541,58,the news told me someone discovered that iceland is growing 5 centimeters per year,not verified,active,25987,914,196,14,6
548,claim,9551031234,56,the news told me someone discovered that there are 7100+ islands in the philippines,not verified,banned,251191,107304,15736,1058,20
549,claim,9996154488,39,the news told me someone discovered that yellowstone national park is home to a supervolcano,not verified,banned,724314,368448,52071,7775,1417
550,claim,8921758165,13,the news told me someone discovered that mobile phone use in india is nearly 100%,not verified,active,234438,83916,13604,339,19
551,claim,9656710355,26,the news told me someone discovered that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,782347,434115,3377,5895,347
552,claim,2183176385,32,the news told me someone discovered that it would take less than a month to get to the moon by car at 60mph,not verified,under review,471667,88394,20687,2031,229
553,claim,6600088741,56,the news told me someone discovered that the highest total mileage clocked by a single car is 2850000 million miles,not verified,active,413102,98367,21218,1615,198
554,claim,1601405988,15,the news told me someone discovered that vinyl record sales now surpass compact disc sales,not verified,under review,225757,89957,3606,890,242
555,claim,7217851619,60,the news told me someone discovered that the harmonica is the best selling musical instrument,not verified,active,982053,471576,105124,7378,4079
556,claim,2979382059,45,the news told me someone discovered that over 60% of the world's population has access to the internet,not verified,active,152221,1714,391,41,21
557,claim,2224357023,24,the news told me someone discovered that 1 in 3 people have never used the internet,not verified,active,82116,12314,3276,48,4
558,claim,3973454256,6,the news told me someone discovered that the longest recorded cricket match lasted 14 days,not verified,under review,405107,82702,394,349,159
559,claim,1845327592,41,the news told me someone discovered that cannonballs were the first objects thrown in international shot put events in the early 1900s,not verified,active,144024,78854,10969,1884,170
560,claim,8337273408,9,the news told me someone discovered that the longest commercial flight in history took around 30 hours,not verified,banned,627280,142532,2336,1090,515
561,claim,8491742061,52,the news told me someone discovered that one-third of the world’s airports are located in the u.s.,not verified,active,698994,412281,158850,584,121
562,claim,8734087909,9,the news told me someone discovered that an octopus has three hearts,not verified,active,159246,97450,3837,1091,409
563,claim,7061765680,27,the news told me someone discovered that a day on mars is about the same length as on earth,not verified,active,817952,19182,4477,324,12
564,claim,6925344722,49,the news told me someone discovered that the sun takes over one earth month to make a full rotation,not verified,under review,890768,193431,51911,912,220
565,claim,9424259740,47,the news told me someone discovered that there are currently 6 spacecrafts on mars,not verified,under review,403992,145194,18055,2268,1002
566,claim,1752865928,28,the news told me someone discovered that marie curie is the only person with two nobel prizes in different sciences,not verified,under review,392918,174120,26318,1890,123
567,claim,3197457324,18,the news told me someone discovered that there is a world championship for throwing mobile phones,not verified,active,101862,61279,13395,554,107
568,claim,4120331693,14,the news told me someone discovered that new parents lose around 750 hours of sleep in the first year of their first child’s life,not verified,active,699054,252295,49315,109,21
569,claim,7543249307,36,the news told me someone discovered that chihuahuas have the largest brain among dogs,not verified,active,80848,14390,548,342,83
570,claim,5797014531,44,the news told me someone discovered that the scottish were the first people to fry chicken,not verified,banned,168979,106116,26076,1346,645
571,claim,8936584518,20,the news told me someone discovered that a banana is technically a berry,not verified,active,571949,119241,16108,678,38
572,claim,8943433123,10,the news told me someone discovered that elephants will console each other during stressful situations,not verified,active,175035,93859,32450,1509,330
573,claim,2736317527,30,the news told me someone discovered that avocados never ripen while they are still attached to the tree,not verified,active,125796,52429,12428,890,318
574,claim,8165949160,45,the news told me someone discovered that artificial banana flavoring is based on an extinct banana type,not verified,active,961557,47236,15897,986,60
575,claim,9302588526,12,the news told me someone discovered that people don’t sneeze in their sleep,not verified,under review,220699,31651,3762,185,63
576,claim,7355558962,50,the news told me someone discovered that humans can’t taste food without saliva,not verified,under review,509498,75237,6616,1049,412
577,claim,3235462723,17,the news told me someone discovered that may 22nd is the least common birth date,not verified,active,370955,201135,40381,22,3
578,claim,1660137196,17,the news told me someone discovered that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,not verified,active,713527,125472,45251,2136,222
579,claim,3115455760,29,the news told me someone discovered that a pound of houseflies contains more protein than a pound of beef,not verified,active,721285,79004,4240,1280,554
580,claim,2789887819,10,the news told me someone discovered that cats sleep for two-thirds of their lives,not verified,active,50764,282,59,4,1
581,claim,6001494610,13,the news told me someone discovered that the eiffel tower leans away from the sun,not verified,under review,512778,71994,12885,1381,508
582,claim,3079219640,13,the news told me someone discovered that the population of the united states increases by one person every 12 seconds,not verified,active,236952,69476,11669,150,93
583,claim,7530653269,30,the news told me someone discovered that the longest location name on the planet earth is 85 letters in english.,not verified,under review,616994,163515,26883,1064,120
584,claim,6798836912,31,the news told me someone discovered that bubble wrap was originally designed to be used as wallpaper,not verified,active,394147,260257,48534,1940,193
585,claim,3624075022,11,the news told me someone discovered that neptune was the first planet that was discovered before being seen through a telescope,not verified,active,680129,181819,42592,11,6
