member_id,visit_date,age,gender,membership_type,workout_type,workout_duration_minutes,calories_burned,check_in_time,attendance_status
387,2024-07-07,61,Male,Annual,HIIT,28,175,19:10,Absent
388,2024-11-12,39,Other,Monthly,HIIT,77,545,12:46,Absent
389,2024-06-11,52,Male,Monthly,CrossFit,71,441,22:05,Absent
390,2024-07-12,42,Male,Quarterly,Strength Training,87,621,16:36,Present
391,2024-12-21,57,Male,Annual,Cardio,101,993,9:06,Absent
392,2024-04-29,56,Female,Annual,Yoga,105,947,21:19,Present
393,2024-12-14,57,Male,Quarterly,Cardio,102,729,6:47,Present
394,2024-08-05,45,Other,Quarterly,Yoga,112,960,13:16,Absent
395,2024-08-30,39,Other,Quarterly,Strength Training,89,774,9:44,Present
396,2024-02-19,18,Other,Monthly,CrossFit,109,634,7:17,Present
397,2024-07-16,49,Female,Annual,CrossFit,115,798,18:00,Absent
398,2024-02-26,40,Female,Quarterly,CrossFit,45,245,8:28,Absent
399,2024-12-31,46,Other,Annual,HIIT,97,841,10:20,Present
400,2024-10-19,51,Male,Annual,CrossFit,57,393,18:56,Absent
401,2024-07-17,30,Male,Monthly,Strength Training,54,418,13:13,Absent
402,2024-08-25,41,Female,Annual,Strength Training,73,613,11:10,Absent
403,2024-12-27,19,Female,Annual,HIIT,113,663,9:09,Absent
404,2024-06-03,38,Female,Monthly,Yoga,43,281,12:05,Absent
405,2024-11-07,58,Other,Annual,Yoga,92,575,20:35,Absent
406,2024-02-07,34,Other,Annual,Cardio,62,539,9:29,Present
407,2024-06-01,44,Other,Annual,CrossFit,68,515,21:32,Absent
408,2024-03-29,63,Female,Monthly,Yoga,96,733,17:25,Absent
409,2024-03-04,56,Male,Annual,CrossFit,26,215,10:08,Absent
410,2024-08-21,48,Other,Annual,CrossFit,57,351,22:34,Absent
411,2024-08-07,28,Female,Annual,HIIT,48,282,8:13,Present
412,2024-07-08,46,Female,Monthly,HIIT,62,408,7:25,Absent
413,2024-09-06,31,Other,Monthly,CrossFit,74,714,18:01,Present
414,2024-03-15,56,Male,Annual,HIIT,49,262,15:35,Absent
415,2024-12-31,33,Female,Monthly,HIIT,53,442,21:00,Absent
416,2024-12-15,39,Other,Quarterly,Strength Training,56,444,10:35,Absent
417,2024-04-03,30,Male,Quarterly,Cardio,96,947,16:48,Present
418,2024-02-06,50,Male,Monthly,HIIT,34,240,13:30,Absent
419,2024-06-09,41,Female,Annual,HIIT,74,433,11:54,Absent
420,2024-12-24,58,Male,Annual,Strength Training,83,420,6:07,Present
421,2024-07-29,56,Female,Monthly,Cardio,85,463,12:43,Absent
422,2024-07-14,60,Female,Annual,CrossFit,77,386,21:26,Absent
423,2024-07-30,48,Male,Annual,Strength Training,101,810,11:43,Absent
424,2024-04-06,44,Male,Quarterly,Strength Training,29,243,15:00,Present
425,2024-09-16,33,Female,Monthly,Strength Training,101,767,18:34,Absent
426,2024-07-07,27,Female,Annual,HIIT,75,477,13:11,Present
427,2024-05-10,29,Female,Quarterly,Yoga,57,462,11:21,Present
428,2024-06-10,46,Male,Quarterly,HIIT,39,318,10:53,Present
429,2024-01-11,53,Female,Quarterly,Cardio,33,275,5:31,Absent
430,2024-07-04,54,Female,Monthly,Cardio,60,450,17:47,Absent
431,2024-12-14,22,Female,Quarterly,HIIT,116,1087,12:40,Present
432,2024-06-22,48,Other,Monthly,HIIT,87,857,22:16,Present
433,2024-05-22,27,Other,Annual,CrossFit,114,992,20:46,Absent
434,2024-01-06,49,Male,Monthly,Cardio,85,669,7:10,Present
435,2024-03-25,33,Other,Quarterly,CrossFit,78,761,21:47,Absent
436,2024-08-11,55,Female,Monthly,Strength Training,34,255,8:04,Present
437,2024-08-23,49,Male,Annual,HIIT,41,366,11:13,Absent
438,2024-05-15,32,Other,Monthly,Strength Training,28,223,10:43,Absent
439,2024-05-18,30,Other,Monthly,Strength Training,55,319,7:06,Present
440,2024-07-29,64,Male,Monthly,HIIT,62,442,7:37,Present
441,2024-03-19,31,Male,Quarterly,Cardio,22,165,11:19,Absent
442,2024-06-12,54,Female,Monthly,HIIT,102,981,19:42,Absent
443,2024-10-22,44,Male,Quarterly,HIIT,91,631,19:16,Present
444,2024-02-20,64,Female,Annual,Strength Training,63,624,8:32,Absent
445,2024-05-26,52,Other,Quarterly,HIIT,109,617,22:05,Present
446,2024-01-24,42,Female,Monthly,HIIT,67,443,20:58,Absent
447,2024-03-12,31,Other,Monthly,CrossFit,86,485,11:55,Absent
448,2024-08-24,54,Other,Monthly,Strength Training,81,808,15:34,Present
449,2024-07-12,47,Female,Monthly,Cardio,69,663,19:27,Present
450,2024-02-06,28,Male,Quarterly,Strength Training,40,335,12:43,Present
451,2024-02-15,46,Female,Quarterly,Cardio,86,662,13:56,Present
452,2024-11-26,26,Female,Monthly,Yoga,98,584,7:37,Present
453,2024-08-25,58,Female,Quarterly,Strength Training,51,396,10:32,Absent
454,2024-05-26,27,Other,Quarterly,Strength Training,97,957,21:06,Present
455,2024-10-05,36,Other,Quarterly,Cardio,119,1186,19:07,Present
456,2024-12-29,49,Other,Annual,Strength Training,43,347,12:10,Absent
457,2024-11-21,18,Male,Annual,Yoga,24,125,10:25,Present
458,2024-09-29,58,Other,Monthly,HIIT,79,408,11:49,Present
459,2024-04-21,42,Female,Annual,Strength Training,79,556,13:11,Absent
460,2024-08-01,50,Female,Quarterly,HIIT,93,899,16:09,Absent
461,2024-05-22,55,Female,Annual,HIIT,28,218,16:10,Absent
462,2024-08-01,22,Female,Annual,Yoga,44,299,21:53,Absent
463,2024-07-17,51,Male,Annual,CrossFit,31,230,7:39,Present
464,2024-09-19,27,Other,Annual,Yoga,52,279,15:57,Absent
465,2024-09-02,24,Other,Annual,Strength Training,47,349,10:31,Present
466,2024-10-27,34,Female,Quarterly,Yoga,22,159,20:22,Present
467,2024-06-30,21,Female,Monthly,Strength Training,76,526,9:48,Absent
468,2024-03-01,36,Female,Monthly,Strength Training,37,338,16:12,Absent
469,2024-12-10,20,Male,Quarterly,Strength Training,119,695,18:15,Present
470,2024-04-14,28,Female,Monthly,CrossFit,96,545,22:35,Present
471,2024-12-07,48,Female,Quarterly,Strength Training,38,299,5:06,Present
472,2024-11-29,25,Other,Annual,Strength Training,99,705,22:23,Present
473,2024-04-17,34,Male,Annual,Cardio,118,685,6:41,Present
474,2024-11-23,60,Other,Annual,Yoga,67,536,8:31,Present
475,2024-04-26,61,Female,Annual,HIIT,101,913,9:25,Absent
476,2024-04-01,35,Female,Annual,Strength Training,82,538,19:53,Present
477,2024-03-01,28,Male,Monthly,Yoga,89,728,14:30,Absent
478,2024-01-09,34,Male,Annual,Cardio,41,300,20:48,Present
479,2024-04-05,28,Other,Annual,Cardio,96,537,22:17,Present
480,2024-10-23,49,Other,Monthly,CrossFit,54,384,11:59,Absent
481,2024-05-23,58,Female,Monthly,Yoga,55,447,17:36,Absent
482,2024-01-15,32,Male,Annual,CrossFit,95,816,18:45,Absent
483,2024-04-27,49,Female,Monthly,HIIT,94,808,13:19,Present
484,2024-07-31,51,Male,Annual,HIIT,27,229,19:43,Present
485,2024-03-10,60,Other,Annual,CrossFit,22,214,16:25,Absent
486,2024-10-14,30,Female,Quarterly,Strength Training,39,244,18:34,Present
487,2024-11-09,30,Female,Monthly,Yoga,110,856,14:17,Present
488,2024-03-29,50,Male,Monthly,Strength Training,66,558,13:48,Present
489,2024-03-14,57,Male,Quarterly,HIIT,101,694,8:45,Absent
490,2024-02-02,28,Female,Monthly,Cardio,81,607,6:02,Absent
491,2024-12-19,26,Female,Monthly,Yoga,23,118,17:44,Present
492,2024-07-30,60,Female,Quarterly,Strength Training,107,667,10:33,Present
493,2024-03-15,33,Male,Annual,Yoga,32,282,10:23,Present
494,2024-01-20,23,Male,Quarterly,Yoga,59,304,19:15,Absent
495,2024-02-13,52,Other,Annual,HIIT,71,370,12:13,Present
496,2024-04-14,61,Female,Monthly,HIIT,51,441,16:00,Present
497,2024-05-15,42,Female,Quarterly,Cardio,95,749,21:33,Present
498,2024-02-16,18,Other,Monthly,HIIT,20,170,8:27,Present
499,2024-10-03,47,Other,Annual,Strength Training,120,766,17:23,Present
500,2024-08-19,27,Other,Quarterly,Cardio,30,286,9:57,Absent
501,2024-03-15,60,Female,Monthly,Strength Training,109,1022,5:27,Absent
502,2024-01-07,54,Male,Quarterly,Yoga,95,876,6:27,Absent
503,2024-09-21,24,Female,Quarterly,Yoga,99,647,16:14,Present
504,2024-06-30,39,Other,Monthly,Cardio,25,170,22:02,Present
505,2024-01-02,65,Male,Quarterly,HIIT,119,812,5:57,Absent
506,2024-12-11,22,Male,Monthly,Yoga,78,502,13:42,Absent
507,2024-02-24,30,Male,Quarterly,HIIT,115,678,16:44,Present
508,2024-12-07,30,Other,Annual,Strength Training,78,701,21:28,Absent
509,2024-06-13,29,Male,Annual,Yoga,55,347,18:29,Present
510,2024-10-11,19,Other,Monthly,Strength Training,105,778,12:55,Absent
511,2024-12-23,57,Male,Monthly,Cardio,58,465,19:00,Absent
512,2024-02-17,54,Male,Annual,Yoga,49,273,15:23,Present
513,2024-03-10,60,Female,Quarterly,CrossFit,72,539,19:08,Absent
514,2024-04-15,63,Male,Quarterly,Cardio,49,372,9:48,Absent
515,2024-04-14,43,Other,Annual,CrossFit,115,772,7:26,Absent
516,2024-03-27,26,Male,Annual,HIIT,81,568,17:57,Present
517,2024-10-22,36,Other,Monthly,Yoga,44,235,14:15,Absent
518,2024-04-24,18,Female,Monthly,Yoga,108,800,18:30,Present
519,2024-05-21,48,Other,Monthly,Yoga,82,427,13:24,Absent
520,2024-10-31,47,Male,Annual,Strength Training,33,286,9:27,Present
521,2024-06-20,22,Female,Monthly,Yoga,35,309,13:51,Present
522,2024-12-25,51,Female,Quarterly,CrossFit,117,818,7:08,Present
523,2024-04-12,32,Other,Quarterly,Cardio,112,1053,10:42,Absent
524,2024-04-23,62,Female,Quarterly,Yoga,58,449,6:17,Absent
525,2024-05-11,39,Male,Annual,Cardio,83,742,18:29,Absent
526,2024-11-27,37,Female,Quarterly,HIIT,23,191,9:10,Absent
527,2024-12-02,41,Male,Quarterly,Strength Training,45,254,15:22,Present
528,2024-08-19,61,Other,Quarterly,Cardio,107,959,21:55,Present
529,2024-05-07,57,Other,Quarterly,HIIT,97,535,14:22,Present
530,2024-04-27,48,Female,Quarterly,CrossFit,102,738,17:15,Absent
531,2024-12-09,22,Male,Quarterly,HIIT,28,180,11:33,Present
532,2024-10-10,63,Other,Annual,Cardio,66,438,8:23,Present
533,2024-09-08,33,Other,Quarterly,Strength Training,111,708,15:42,Present
534,2024-06-18,22,Female,Annual,CrossFit,109,663,5:52,Absent
535,2024-03-23,35,Male,Annual,Strength Training,73,481,8:38,Absent
536,2024-09-13,28,Other,Annual,Yoga,86,827,14:12,Absent
537,2024-10-24,64,Other,Annual,HIIT,73,427,9:22,Absent
538,2024-07-16,23,Other,Annual,Strength Training,103,1018,22:40,Absent
539,2024-10-09,43,Male,Monthly,HIIT,112,772,11:57,Present
540,2024-04-13,26,Female,Annual,Cardio,74,464,20:49,Absent
541,2024-05-09,53,Other,Annual,Yoga,118,726,21:22,Absent
542,2024-03-27,34,Male,Monthly,CrossFit,47,443,5:50,Absent
543,2024-03-01,34,Male,Monthly,HIIT,55,341,9:51,Present
544,2024-10-24,61,Male,Annual,Cardio,43,344,20:56,Absent
545,2024-01-01,36,Male,Monthly,HIIT,91,828,8:21,Present
546,2024-10-26,40,Other,Monthly,CrossFit,71,375,21:33,Present
547,2024-08-15,52,Female,Quarterly,Strength Training,66,509,22:19,Absent
548,2024-07-01,18,Other,Annual,Strength Training,110,980,6:48,Absent
549,2024-07-08,62,Male,Quarterly,HIIT,68,601,12:24,Present
550,2024-01-19,37,Female,Monthly,CrossFit,75,492,22:58,Present
551,2024-04-18,64,Other,Annual,CrossFit,27,187,15:25,Absent
552,2024-03-29,36,Other,Quarterly,Cardio,55,284,21:03,Present
553,2024-04-28,51,Female,Quarterly,CrossFit,43,399,8:48,Present
554,2024-09-20,31,Other,Annual,Cardio,110,739,13:50,Absent
555,2024-12-04,40,Male,Monthly,Cardio,20,155,16:18,Absent
556,2024-08-10,27,Other,Quarterly,Cardio,78,504,18:21,Absent
557,2024-05-25,26,Other,Annual,Yoga,64,380,16:06,Absent
558,2024-08-09,38,Other,Monthly,Yoga,81,713,9:33,Absent
559,2024-09-24,20,Other,Quarterly,HIIT,94,598,10:20,Absent
560,2024-10-03,60,Male,Annual,HIIT,32,160,19:42,Present
561,2024-09-04,48,Other,Monthly,Cardio,45,259,19:15,Present
562,2024-01-17,59,Male,Annual,HIIT,85,782,5:53,Absent
563,2024-07-07,38,Other,Quarterly,CrossFit,84,596,18:51,Absent
564,2024-11-26,61,Other,Annual,Strength Training,53,271,5:20,Present
565,2024-05-02,40,Female,Quarterly,HIIT,36,320,9:37,Absent
566,2024-11-27,63,Other,Quarterly,HIIT,75,458,8:35,Absent
567,2024-08-14,36,Other,Annual,CrossFit,109,981,10:19,Absent
568,2024-06-16,65,Male,Quarterly,Yoga,105,980,19:14,Present
569,2024-12-05,31,Female,Monthly,Cardio,21,182,15:42,Absent
570,2024-02-14,60,Other,Annual,HIIT,41,240,13:04,Absent
571,2024-07-18,19,Other,Quarterly,Yoga,63,357,13:42,Absent
572,2024-09-02,38,Female,Annual,Yoga,27,147,9:25,Absent
573,2024-08-25,28,Other,Monthly,CrossFit,28,230,6:36,Present
574,2024-11-08,22,Other,Annual,Yoga,29,183,16:19,Absent
575,2024-12-02,45,Male,Annual,HIIT,53,490,16:56,Present
576,2024-11-04,39,Female,Monthly,HIIT,33,263,6:45,Absent
577,2024-12-25,52,Male,Quarterly,HIIT,50,290,18:11,Present
578,2024-03-16,27,Male,Annual,CrossFit,61,399,7:31,Absent
579,2024-04-12,33,Female,Annual,CrossFit,76,737,6:44,Present
580,2024-01-30,41,Female,Quarterly,Cardio,116,769,9:11,Present
581,2024-03-02,48,Other,Quarterly,HIIT,70,490,10:20,Absent
582,2024-04-09,55,Female,Monthly,Cardio,25,156,6:08,Present
583,2024-09-07,28,Other,Monthly,Strength Training,88,527,6:35,Absent
584,2024-10-15,47,Other,Monthly,CrossFit,23,182,15:18,Present
585,2024-06-11,51,Female,Quarterly,HIIT,60,490,8:25,Present
586,2024-04-10,19,Male,Monthly,Cardio,64,499,6:24,Absent
587,2024-03-02,36,Other,Monthly,Cardio,66,445,15:38,Absent
588,2024-10-30,27,Male,Monthly,CrossFit,74,463,5:21,Absent
589,2024-07-03,26,Female,Annual,HIIT,83,765,5:10,Absent
590,2024-11-17,20,Other,Monthly,Yoga,86,751,15:48,Present
591,2024-09-28,21,Male,Annual,HIIT,85,568,18:14,Present
592,2024-08-25,35,Other,Quarterly,HIIT,74,661,13:22,Absent
593,2024-07-16,42,Female,Annual,Yoga,44,355,9:34,Absent
594,2024-08-15,36,Other,Annual,HIIT,97,514,6:37,Absent
595,2024-11-01,47,Other,Annual,Cardio,115,605,22:15,Absent
596,2024-09-08,54,Male,Quarterly,HIIT,116,913,10:15,Present
597,2024-09-11,35,Female,Quarterly,Strength Training,44,435,22:46,Present
598,2024-03-14,56,Female,Quarterly,HIIT,38,321,13:42,Absent
599,2024-10-03,65,Other,Annual,Strength Training,91,648,10:45,Absent
600,2024-05-06,29,Other,Monthly,CrossFit,65,471,11:40,Present
601,2024-05-31,37,Male,Annual,HIIT,56,510,16:03,Present
602,2024-07-24,65,Other,Annual,Strength Training,60,586,11:26,Present
603,2024-09-01,23,Female,Quarterly,Yoga,85,439,8:20,Present
604,2024-08-05,30,Male,Quarterly,CrossFit,48,249,17:40,Present
605,2024-09-14,35,Other,Annual,Yoga,43,243,22:05,Absent
606,2024-12-17,49,Male,Annual,HIIT,73,397,5:56,Present
607,2024-04-19,21,Male,Quarterly,Cardio,67,418,16:21,Absent
608,2024-07-07,64,Female,Quarterly,CrossFit,75,580,14:17,Absent
609,2024-06-17,52,Male,Annual,Yoga,104,523,14:31,Present
610,2024-03-04,49,Other,Annual,Strength Training,37,195,7:41,Absent
611,2024-11-29,33,Other,Quarterly,Cardio,115,576,15:41,Present
612,2024-09-24,64,Other,Monthly,HIIT,108,983,11:28,Present
613,2024-05-15,25,Female,Monthly,HIIT,96,726,19:09,Absent
614,2024-01-14,43,Female,Annual,Cardio,120,603,15:07,Present
615,2024-11-19,56,Male,Annual,Strength Training,98,895,18:04,Absent
616,2024-11-26,32,Female,Annual,Cardio,51,457,7:29,Absent
617,2024-06-21,64,Female,Quarterly,Yoga,27,219,6:20,Absent
618,2024-05-07,26,Female,Monthly,HIIT,81,571,22:45,Absent
619,2024-05-29,57,Other,Quarterly,Yoga,118,664,18:12,Present
620,2024-12-14,25,Female,Quarterly,Strength Training,118,1130,21:12,Absent
621,2024-07-26,25,Male,Monthly,CrossFit,93,599,19:46,Absent
622,2024-05-06,63,Male,Annual,CrossFit,116,956,7:41,Absent
623,2024-09-24,29,Female,Monthly,Strength Training,37,220,14:03,Absent
624,2024-08-21,63,Female,Monthly,CrossFit,64,349,5:00,Present
625,2024-10-22,34,Other,Monthly,Yoga,120,948,16:57,Absent
626,2024-02-18,46,Male,Quarterly,Strength Training,87,516,19:32,Present
627,2024-12-07,47,Other,Monthly,CrossFit,52,444,8:19,Absent
628,2024-10-20,44,Male,Monthly,Yoga,36,312,20:48,Absent
629,2024-12-29,39,Other,Quarterly,Strength Training,63,364,9:12,Present
630,2024-04-14,21,Female,Quarterly,Strength Training,89,840,14:30,Absent
631,2024-07-05,37,Other,Monthly,CrossFit,91,908,12:52,Absent
632,2024-11-21,56,Male,Annual,Yoga,100,640,22:28,Present
633,2024-11-03,61,Male,Annual,HIIT,21,196,14:25,Absent
634,2024-01-18,54,Other,Quarterly,CrossFit,63,546,14:12,Present
635,2024-03-25,49,Male,Annual,CrossFit,73,427,15:55,Absent
636,2024-09-02,40,Male,Monthly,Strength Training,71,588,8:52,Present
637,2024-06-07,32,Female,Monthly,HIIT,83,599,16:42,Present
638,2024-02-25,26,Male,Quarterly,CrossFit,120,1184,6:09,Absent
639,2024-02-19,29,Male,Quarterly,Strength Training,41,370,7:27,Absent
640,2024-03-27,33,Other,Annual,Cardio,32,224,9:51,Absent
641,2024-10-25,59,Other,Quarterly,Strength Training,43,422,18:03,Absent
642,2024-12-17,54,Other,Quarterly,Strength Training,105,1028,9:40,Present
643,2024-11-02,31,Female,Quarterly,Strength Training,36,216,10:28,Absent
644,2024-05-17,59,Other,Monthly,HIIT,67,521,5:17,Present
645,2024-12-06,50,Male,Annual,HIIT,55,443,7:46,Present
646,2024-09-27,24,Female,Quarterly,HIIT,118,595,16:07,Present
647,2024-08-21,48,Male,Monthly,Yoga,88,690,13:00,Present
648,2024-12-28,22,Male,Annual,CrossFit,31,266,17:42,Present
649,2024-07-18,51,Other,Annual,Yoga,110,937,22:58,Present
650,2024-12-23,31,Other,Quarterly,Cardio,77,665,21:20,Present
651,2024-06-17,34,Male,Monthly,Yoga,38,274,12:42,Absent
652,2024-02-19,23,Female,Quarterly,HIIT,105,724,17:09,Absent
653,2024-11-27,38,Other,Annual,HIIT,36,233,14:39,Absent
654,2024-08-22,43,Male,Quarterly,CrossFit,56,306,12:09,Present
655,2024-12-05,19,Female,Quarterly,Yoga,61,419,16:03,Absent
656,2024-12-29,34,Female,Monthly,Cardio,95,673,19:41,Present
657,2024-11-24,32,Other,Quarterly,Yoga,89,466,17:24,Present
658,2024-11-21,47,Other,Quarterly,Cardio,44,319,18:32,Absent
659,2024-11-15,48,Female,Quarterly,Yoga,84,477,20:16,Absent
660,2024-11-18,21,Male,Annual,Strength Training,88,867,16:18,Absent
661,2024-11-14,59,Other,Monthly,Strength Training,69,456,19:16,Present
662,2024-03-02,35,Female,Monthly,Cardio,29,251,6:27,Present
663,2024-01-24,49,Male,Quarterly,Strength Training,77,736,5:57,Absent
664,2024-10-21,27,Female,Quarterly,Cardio,62,335,6:39,Present
665,2024-08-25,54,Male,Monthly,HIIT,98,620,15:45,Absent
666,2024-12-20,40,Other,Monthly,Cardio,88,712,9:16,Present
667,2024-09-21,21,Male,Monthly,HIIT,31,272,17:56,Absent
668,2024-04-09,44,Female,Annual,Yoga,74,499,13:33,Absent
669,2024-04-22,48,Female,Quarterly,Strength Training,29,153,19:00,Absent
670,2024-06-04,65,Male,Quarterly,HIIT,68,395,5:47,Absent
671,2024-01-17,27,Male,Annual,Yoga,68,676,8:10,Present
672,2024-08-30,38,Male,Monthly,Strength Training,51,299,9:40,Present
673,2024-02-09,30,Female,Monthly,Strength Training,22,206,20:29,Present
674,2024-11-18,55,Other,Monthly,CrossFit,75,707,16:12,Present
675,2024-12-04,38,Other,Monthly,Cardio,73,485,11:39,Absent
676,2024-09-03,58,Female,Monthly,HIIT,74,614,6:05,Present
677,2024-09-18,29,Female,Monthly,HIIT,66,421,14:59,Present
678,2024-08-18,30,Male,Monthly,CrossFit,109,815,16:43,Absent
679,2024-08-14,56,Female,Quarterly,HIIT,61,312,22:37,Present
680,2024-07-30,19,Male,Quarterly,Cardio,67,615,18:52,Present
681,2024-08-19,29,Male,Annual,HIIT,49,360,10:38,Present
682,2024-10-04,44,Female,Quarterly,Strength Training,106,913,21:34,Present
683,2024-06-02,63,Other,Quarterly,Cardio,23,189,15:28,Present
684,2024-09-16,40,Female,Monthly,CrossFit,73,656,8:01,Present
685,2024-04-04,41,Other,Monthly,CrossFit,115,1137,10:05,Present
686,2024-07-10,48,Male,Monthly,HIIT,54,440,12:16,Present
687,2024-02-06,65,Other,Quarterly,CrossFit,42,344,17:53,Absent
688,2024-12-31,25,Other,Monthly,Strength Training,55,448,15:30,Absent
689,2024-07-14,59,Male,Annual,Strength Training,89,790,20:38,Present
690,2024-11-09,44,Other,Monthly,Cardio,105,797,19:38,Absent
691,2024-08-29,31,Male,Annual,Strength Training,62,477,16:51,Present
692,2024-04-19,27,Female,Monthly,HIIT,22,110,8:56,Present
693,2024-09-12,36,Female,Monthly,Cardio,66,389,17:37,Present
694,2024-09-19,29,Other,Monthly,HIIT,112,1010,15:30,Absent
695,2024-04-18,63,Female,Annual,HIIT,21,136,9:57,Absent
696,2024-11-02,34,Other,Monthly,HIIT,42,366,7:35,Absent
697,2024-09-26,42,Female,Quarterly,Strength Training,108,954,11:54,Present
698,2024-10-13,52,Male,Monthly,Yoga,94,842,13:45,Present
699,2024-06-18,51,Male,Quarterly,Strength Training,64,459,21:43,Present
700,2024-09-29,24,Other,Monthly,Cardio,86,524,22:05,Absent
701,2024-08-06,63,Female,Annual,Cardio,77,394,16:52,Absent
702,2024-08-05,54,Female,Annual,Strength Training,109,1084,19:50,Absent
703,2024-09-26,41,Female,Annual,HIIT,103,984,15:40,Present
704,2024-12-02,44,Female,Monthly,Yoga,84,624,17:36,Present
705,2024-06-11,47,Male,Monthly,HIIT,114,920,20:44,Present
706,2024-09-23,25,Male,Monthly,CrossFit,72,380,14:04,Present
707,2024-10-18,20,Male,Annual,Strength Training,64,562,21:58,Present
708,2024-09-01,35,Other,Annual,CrossFit,64,541,9:28,Absent
709,2024-03-16,57,Other,Monthly,Cardio,93,624,10:28,Present
710,2024-11-08,58,Other,Quarterly,Cardio,38,193,10:32,Absent
711,2024-05-17,35,Male,Annual,CrossFit,114,694,14:00,Present
712,2024-01-15,39,Female,Quarterly,Cardio,49,302,17:10,Absent
713,2024-02-06,35,Male,Monthly,Yoga,68,590,21:30,Absent
714,2024-05-02,61,Male,Annual,CrossFit,44,325,17:23,Absent
715,2024-12-14,62,Male,Annual,Yoga,24,190,11:09,Present
716,2024-12-24,54,Male,Monthly,CrossFit,88,640,18:56,Present
717,2024-08-08,39,Female,Quarterly,Cardio,39,248,14:56,Absent
718,2024-03-23,32,Other,Annual,CrossFit,117,666,5:07,Present
719,2024-01-19,34,Male,Quarterly,HIIT,99,967,12:43,Present
720,2024-07-26,44,Male,Annual,HIIT,51,399,5:31,Absent
721,2024-01-29,38,Other,Quarterly,HIIT,70,604,19:03,Absent
722,2024-06-17,51,Male,Quarterly,Cardio,95,525,17:13,Present
723,2024-09-04,64,Female,Quarterly,Cardio,54,414,13:36,Present
724,2024-09-22,59,Female,Quarterly,HIIT,79,620,12:07,Absent
725,2024-11-11,47,Other,Quarterly,HIIT,76,720,19:00,Absent
726,2024-12-15,65,Female,Monthly,Yoga,58,425,16:29,Present
727,2024-10-30,21,Other,Annual,Strength Training,111,1002,7:04,Absent
728,2024-05-10,43,Male,Annual,Strength Training,58,555,8:55,Present
729,2024-04-27,39,Female,Monthly,Strength Training,48,433,20:09,Present
730,2024-04-22,45,Female,Monthly,CrossFit,85,543,21:17,Absent
731,2024-06-03,49,Male,Quarterly,Yoga,69,505,11:05,Absent
732,2024-04-01,35,Other,Monthly,Strength Training,89,709,10:54,Absent
733,2024-09-14,23,Other,Annual,HIIT,30,282,10:48,Present
734,2024-02-10,42,Male,Monthly,Strength Training,58,481,7:16,Absent
735,2024-11-06,51,Other,Monthly,HIIT,102,916,12:35,Present
736,2024-02-15,51,Male,Quarterly,Cardio,118,901,14:18,Absent
737,2024-02-05,36,Female,Monthly,HIIT,95,587,7:38,Present
738,2024-02-12,23,Male,Annual,Yoga,70,350,20:44,Absent
739,2024-12-24,37,Male,Annual,Yoga,22,209,20:29,Absent
740,2024-03-20,21,Male,Quarterly,CrossFit,32,175,9:25,Present
741,2024-11-14,30,Female,Annual,Cardio,75,436,19:56,Absent
742,2024-10-16,49,Female,Annual,HIIT,43,358,15:57,Present
743,2024-03-08,47,Female,Quarterly,HIIT,103,723,8:46,Present
744,2024-10-06,58,Male,Monthly,HIIT,114,887,9:50,Present
745,2024-03-05,64,Male,Quarterly,CrossFit,24,165,13:21,Absent
746,2024-11-10,19,Other,Annual,HIIT,45,439,20:52,Present
747,2024-02-08,62,Other,Quarterly,CrossFit,55,485,7:52,Present
748,2024-06-17,57,Other,Monthly,Cardio,80,481,19:30,Absent
749,2024-12-13,31,Other,Annual,Strength Training,48,314,9:06,Absent
750,2024-08-12,40,Other,Annual,Yoga,44,293,22:46,Absent
751,2024-06-06,53,Male,Annual,HIIT,21,109,5:24,Present
752,2024-10-03,46,Male,Annual,Yoga,71,667,18:06,Absent
753,2024-10-13,43,Female,Monthly,Strength Training,54,439,5:56,Present
754,2024-03-05,40,Female,Quarterly,Strength Training,32,181,20:28,Absent
755,2024-05-29,53,Female,Monthly,CrossFit,53,480,14:02,Absent
756,2024-02-24,23,Female,Annual,CrossFit,37,286,7:04,Present
757,2024-09-24,47,Female,Annual,Strength Training,52,264,6:50,Absent
758,2024-02-17,21,Male,Annual,Cardio,116,1059,12:14,Absent
759,2024-05-10,35,Other,Annual,HIIT,91,762,15:57,Present
760,2024-01-30,45,Male,Monthly,Yoga,103,591,18:28,Absent
761,2024-07-18,43,Male,Annual,Yoga,63,447,20:52,Absent
762,2024-07-29,37,Other,Annual,Yoga,80,677,18:08,Present
763,2024-02-10,24,Male,Annual,Cardio,44,319,12:45,Absent
764,2024-02-15,30,Other,Monthly,CrossFit,95,774,17:10,Absent
765,2024-02-22,46,Male,Monthly,Strength Training,38,333,9:27,Present
766,2024-07-31,24,Male,Annual,Cardio,23,171,10:12,Present
767,2024-07-08,31,Other,Annual,Cardio,105,803,11:48,Present
768,2024-10-07,57,Female,Monthly,HIIT,72,476,8:01,Present
769,2024-06-07,54,Male,Monthly,Strength Training,66,348,6:17,Absent
770,2024-11-12,65,Female,Annual,CrossFit,84,507,8:10,Absent
771,2024-02-24,19,Male,Quarterly,HIIT,79,694,17:56,Absent
772,2024-05-31,49,Female,Quarterly,Cardio,92,483,12:13,Present
773,2024-10-16,36,Female,Annual,Yoga,94,563,7:49,Present
774,2024-03-05,60,Male,Quarterly,Cardio,52,501,11:57,Absent
