country,region,year,vehicle_segment,powertrain_type,ev_sales,petrol_car_sales,diesel_car_sales,total_vehicle_sales,ev_market_share,charging_stations,fast_chargers_share,avg_ev_range_km,fuel_price_usd_per_liter,electricity_price_usd_per_kwh,gdp_per_capita,urban_population_percent,co2_emissions_transport_mt,ev_subsidy_usd,emission_regulation_score,ev_growth_rate_yoy,is_ev_dominant
Brazil,South America,2022,commercial,ICE,1032,189535,126356,316923,0.33,2851,15.0,381,1.307,0.116,8899,87.4,198.9,0,43.0,280.81,0
Brazil,South America,2022,mass_market,ICE,11675,1094452,149243,1255370,0.93,2851,15.0,381,1.307,0.116,8899,87.4,198.9,0,43.0,278.94,0
Brazil,South America,2022,premium,ICE,7097,477681,41538,526316,1.35,2851,15.0,381,1.307,0.116,8899,87.4,198.9,0,43.0,284.66,0
Brazil,South America,2023,commercial,ICE,2450,206413,137609,346472,0.71,6245,19.1,401,1.303,0.119,9330,87.7,200.9,0,45.4,137.4,0
Brazil,South America,2023,mass_market,ICE,28085,1198780,163470,1390335,2.02,6245,19.1,401,1.303,0.119,9330,87.7,200.9,0,45.4,140.56,0
Brazil,South America,2023,premium,ICE,16944,516622,44924,578490,2.93,6245,19.1,401,1.303,0.119,9330,87.7,200.9,0,45.4,138.75,0
Brazil,South America,2024,commercial,ICE,3664,222110,148073,373847,0.98,10131,20.6,428,1.24,0.124,9313,87.9,197.7,0,50.6,49.55,0
Brazil,South America,2024,mass_market,ICE,41658,1272596,173536,1487790,2.8,10131,20.6,428,1.24,0.124,9313,87.9,197.7,0,50.6,48.33,0
Brazil,South America,2024,premium,ICE,24751,538086,46790,609627,4.06,10131,20.6,428,1.24,0.124,9313,87.9,197.7,0,50.6,46.08,0
Brazil,South America,2025,commercial,ICE,5323,223797,149198,378318,1.41,16549,21.7,450,1.17,0.13,9771,88.0,202.1,0,53.7,45.28,0
Brazil,South America,2025,mass_market,ICE,61761,1297624,176949,1536334,4.02,16549,21.7,450,1.17,0.13,9771,88.0,202.1,0,53.7,48.26,0
Brazil,South America,2025,premium,ICE,36371,540592,47008,623971,5.83,16549,21.7,450,1.17,0.13,9771,88.0,202.1,0,53.7,46.95,0
Canada,North America,2010,commercial,ICE,8,141006,94004,235018,0.0,102,4.6,120,0.94,0.076,46871,80.9,147.6,2986,43.0,0.0,0
Canada,North America,2010,mass_market,ICE,93,815012,111138,926243,0.01,102,4.6,120,0.94,0.076,46871,80.9,147.6,2986,43.0,0.0,0
Canada,North America,2010,premium,ICE,57,359125,31228,390410,0.01,102,4.6,120,0.94,0.076,46871,80.9,147.6,2986,43.0,0.0,0
Canada,North America,2011,commercial,ICE,104,148511,99007,247622,0.04,410,6.0,132,0.91,0.084,46992,80.8,148.9,3428,42.9,300.0,0
Canada,North America,2011,mass_market,ICE,1200,879070,119873,1000143,0.12,410,6.0,132,0.91,0.084,46992,80.8,148.9,3428,42.9,300.0,0
Canada,North America,2011,premium,ICE,702,370536,32221,403459,0.17,410,6.0,132,0.91,0.084,46992,80.8,148.9,3428,42.9,300.0,0
Canada,North America,2012,commercial,ICE,204,152136,101424,253764,0.08,732,7.3,136,0.877,0.09,46201,81.1,153.5,3779,45.0,96.15,0
Canada,North America,2012,mass_market,ICE,2339,892842,121751,1016932,0.23,732,7.3,136,0.877,0.09,46201,81.1,153.5,3779,45.0,94.92,0
Canada,North America,2012,premium,ICE,1454,399856,34770,436080,0.33,732,7.3,136,0.877,0.09,46201,81.1,153.5,3779,45.0,107.12,0
Canada,North America,2013,commercial,ICE,285,157432,104954,262671,0.11,1030,9.0,140,0.85,0.094,43981,81.2,157.1,4233,46.4,39.71,0
Canada,North America,2013,mass_market,ICE,3309,936386,127689,1067384,0.31,1030,9.0,140,0.85,0.094,43981,81.2,157.1,4233,46.4,41.47,0
Canada,North America,2013,premium,ICE,2025,412656,35883,450564,0.45,1030,9.0,140,0.85,0.094,43981,81.2,157.1,4233,46.4,39.27,0
Canada,North America,2014,commercial,ICE,369,166051,110700,277120,0.13,2044,10.0,155,0.82,0.096,44685,81.4,158.7,4631,49.3,29.47,0
Canada,North America,2014,mass_market,ICE,4193,967385,131916,1103494,0.38,2044,10.0,155,0.82,0.096,44685,81.4,158.7,4631,49.3,26.72,0
Canada,North America,2014,premium,ICE,2508,416504,36218,455230,0.55,2044,10.0,155,0.82,0.096,44685,81.4,158.7,4631,49.3,23.85,0
Canada,North America,2015,commercial,ICE,491,171378,114252,286121,0.17,3012,12.9,167,0.827,0.098,43668,81.4,158.1,5012,50.2,33.06,0
Canada,North America,2015,mass_market,ICE,5596,1000047,136370,1142013,0.49,3012,12.9,167,0.827,0.098,43668,81.4,158.1,5012,50.2,33.46,0
Canada,North America,2015,premium,ICE,3404,437591,38051,479046,0.71,3012,12.9,167,0.827,0.098,43668,81.4,158.1,5012,50.2,35.73,0
Canada,North America,2016,commercial,ICE,651,173996,115997,290644,0.22,4351,13.4,182,0.857,0.1,45014,81.4,161.1,4937,52.5,32.59,0
Canada,North America,2016,mass_market,ICE,7584,1036073,141283,1184940,0.64,4351,13.4,182,0.857,0.1,45014,81.4,161.1,4937,52.5,35.53,0
Canada,North America,2016,premium,ICE,4624,454141,39491,498256,0.93,4351,13.4,182,0.857,0.1,45014,81.4,161.1,4937,52.5,35.84,0
Canada,North America,2017,commercial,ICE,1462,182006,121337,304805,0.48,6308,15.4,218,0.923,0.102,45186,81.8,164.2,4949,56.5,124.58,0
Canada,North America,2017,mass_market,ICE,16281,1031489,140658,1188428,1.37,6308,15.4,218,0.923,0.102,45186,81.8,164.2,4949,56.5,114.68,0
Canada,North America,2017,premium,ICE,10017,454714,39540,504271,1.99,6308,15.4,218,0.923,0.102,45186,81.8,164.2,4949,56.5,116.63,0
Canada,North America,2018,commercial,ICE,2209,174768,116512,293489,0.75,9677,17.3,259,0.997,0.105,45714,81.3,163.4,4920,57.4,51.09,0
Canada,North America,2018,mass_market,ICE,25207,1009554,137667,1172428,2.15,9677,17.3,259,0.997,0.105,45714,81.3,163.4,4920,57.4,54.82,0
Canada,North America,2018,premium,ICE,15293,437236,38020,490549,3.12,9677,17.3,259,0.997,0.105,45714,81.3,163.4,4920,57.4,52.67,0
Canada,North America,2019,commercial,ICE,2823,172356,114904,290083,0.97,12901,17.7,300,1.103,0.107,45302,81.9,154.4,4987,59.1,27.8,0
Canada,North America,2019,mass_market,ICE,32758,1008126,137472,1178356,2.78,12901,17.7,300,1.103,0.107,45302,81.9,154.4,4987,59.1,29.96,0
Canada,North America,2019,premium,ICE,19695,431377,37511,488583,4.03,12901,17.7,300,1.103,0.107,45302,81.9,154.4,4987,59.1,28.78,0
Canada,North America,2020,commercial,ICE,2905,139351,92901,235157,1.24,16296,21.3,332,1.263,0.109,48904,81.7,146.5,4968,62.7,2.9,0
Canada,North America,2020,mass_market,ICE,33098,795975,108542,937615,3.53,16296,21.3,332,1.263,0.109,48904,81.7,146.5,4968,62.7,1.04,0
Canada,North America,2020,premium,ICE,20097,342741,29804,392642,5.12,16296,21.3,332,1.263,0.109,48904,81.7,146.5,4968,62.7,2.04,0
Canada,North America,2021,commercial,ICE,4791,147534,98356,250681,1.91,19547,19.3,369,1.45,0.113,52907,81.8,144.5,5000,64.5,64.92,0
Canada,North America,2021,mass_market,ICE,54112,824512,112434,991058,5.46,19547,19.3,369,1.45,0.113,52907,81.8,144.5,5000,64.5,63.49,0
Canada,North America,2021,premium,ICE,33122,354428,30820,418370,7.92,19547,19.3,369,1.45,0.113,52907,81.8,144.5,5000,64.5,64.81,0
Canada,North America,2022,commercial,ICE,6747,132991,88661,228399,2.95,22584,21.5,404,1.537,0.119,55000,82.3,147.1,4982,68.4,40.83,0
Canada,North America,2022,mass_market,ICE,77657,741360,101094,920111,8.44,22584,21.5,404,1.537,0.119,55000,82.3,147.1,4982,68.4,43.51,0
Canada,North America,2022,premium,ICE,47462,313132,27229,387823,12.24,22584,21.5,404,1.537,0.119,55000,82.3,147.1,4982,68.4,43.29,0
Canada,North America,2023,commercial,ICE,9988,148267,98845,257100,3.88,27273,25.6,429,1.52,0.123,53010,82.1,147.6,5040,72.0,48.04,0
Canada,North America,2023,mass_market,ICE,112683,794185,108298,1015166,11.1,27273,25.6,429,1.52,0.123,53010,82.1,147.6,5040,72.0,45.1,0
Canada,North America,2023,premium,ICE,68069,326463,28388,422920,16.1,27273,25.6,429,1.52,0.123,53010,82.1,147.6,5040,72.0,43.42,0
Canada,North America,2024,commercial,ICE,12128,148222,98814,259164,4.68,39111,26.0,449,1.413,0.126,53364,81.9,142.5,5099,75.5,21.43,0
Canada,North America,2024,mass_market,ICE,139699,796550,108621,1044870,13.37,39111,26.0,449,1.413,0.126,53364,81.9,142.5,5099,75.5,23.98,0
Canada,North America,2024,premium,ICE,84813,324460,28214,437487,19.39,39111,26.0,449,1.413,0.126,53364,81.9,142.5,5099,75.5,24.6,0
Canada,North America,2025,commercial,ICE,15114,151558,101038,267710,5.65,48202,26.1,476,1.32,0.13,54430,82.4,135.9,4999,78.5,24.62,0
Canada,North America,2025,mass_market,ICE,172415,788916,107579,1068910,16.13,48202,26.1,476,1.32,0.13,54430,82.4,135.9,4999,78.5,23.42,0
Canada,North America,2025,premium,ICE,104831,315912,27471,448214,23.39,48202,26.1,476,1.32,0.13,54430,82.4,135.9,4999,78.5,23.6,0
China,APAC,2010,commercial,ICE,98,1671715,1114476,2786289,0.0,530,9.9,121,0.98,0.08,4585,49.1,566.1,7963,30.1,0.0,0
China,APAC,2010,mass_market,ICE,1098,9662937,1317673,10981708,0.01,530,9.9,121,0.98,0.08,4585,49.1,566.1,7963,30.1,0.0,0
China,APAC,2010,premium,ICE,654,4149907,360861,4511422,0.01,530,9.9,121,0.98,0.08,4585,49.1,566.1,7963,30.1,0.0,0
China,APAC,2011,commercial,ICE,407,1744402,1162934,2907743,0.01,1862,13.6,118,0.97,0.08,5206,50.3,619.9,8082,33.2,300.0,0
China,APAC,2011,mass_market,ICE,4560,10027552,1367393,11399505,0.04,1862,13.6,118,0.97,0.08,5206,50.3,619.9,8082,33.2,300.0,0
China,APAC,2011,premium,ICE,2821,4472154,388883,4863858,0.06,1862,13.6,118,0.97,0.08,5206,50.3,619.9,8082,33.2,300.0,0
China,APAC,2012,commercial,ICE,646,1845624,1230416,3076686,0.02,3516,17.0,134,0.97,0.079,5940,51.7,661.4,8199,38.5,58.72,0
China,APAC,2012,mass_market,ICE,7498,10990053,1498644,12496195,0.06,3516,17.0,134,0.97,0.079,5940,51.7,661.4,8199,38.5,64.43,0
China,APAC,2012,premium,ICE,4501,4755573,413528,5173602,0.09,3516,17.0,134,0.97,0.079,5940,51.7,661.4,8199,38.5,59.55,0
China,APAC,2013,commercial,ICE,2382,1942876,1295251,3240509,0.07,5042,19.8,136,0.98,0.079,6711,53.1,702.5,8275,42.1,268.73,0
China,APAC,2013,mass_market,ICE,27076,11322208,1543938,12893222,0.21,5042,19.8,136,0.98,0.079,6711,53.1,702.5,8275,42.1,261.11,0
China,APAC,2013,premium,ICE,16630,5009322,435593,5461545,0.3,5042,19.8,136,0.98,0.079,6711,53.1,702.5,8275,42.1,269.47,0
China,APAC,2014,commercial,ICE,3805,2035951,1357300,3397056,0.11,28663,26.4,150,0.993,0.078,7337,54.2,742.7,8487,45.3,59.74,0
China,APAC,2014,mass_market,ICE,43588,11948424,1629330,13621342,0.32,28663,26.4,150,0.993,0.078,7337,54.2,742.7,8487,45.3,60.98,0
China,APAC,2014,premium,ICE,26529,5235574,455267,5717370,0.46,28663,26.4,150,0.993,0.078,7337,54.2,742.7,8487,45.3,59.52,0
China,APAC,2015,commercial,ICE,10423,2227294,1484862,3722579,0.28,50663,31.5,165,1.007,0.079,7980,55.4,792.1,8615,49.3,173.93,0
China,APAC,2015,mass_market,ICE,120021,13096719,1785916,15002656,0.8,50663,31.5,165,1.007,0.079,7980,55.4,792.1,8615,49.3,175.35,0
China,APAC,2015,premium,ICE,72514,5684378,494294,6251186,1.16,50663,31.5,165,1.007,0.079,7980,55.4,792.1,8615,49.3,173.34,0
China,APAC,2016,commercial,ICE,17974,2359381,1572920,3950275,0.46,128594,32.6,188,1.017,0.081,8752,56.3,839.1,8174,54.0,72.45,0
China,APAC,2016,mass_market,ICE,208830,13952426,1902604,16063860,1.3,128594,32.6,188,1.017,0.081,8752,56.3,839.1,8174,54.0,73.99,0
China,APAC,2016,premium,ICE,124053,5940464,516562,6581079,1.88,128594,32.6,188,1.017,0.081,8752,56.3,839.1,8174,54.0,71.07,0
China,APAC,2017,commercial,ICE,37832,2603018,1735346,4376196,0.86,212120,34.6,206,1.033,0.081,9091,57.8,881.4,7859,58.2,110.48,0
China,APAC,2017,mass_market,ICE,425173,14773694,2014595,17213462,2.47,212120,34.6,206,1.033,0.081,9091,57.8,881.4,7859,58.2,103.6,0
China,APAC,2017,premium,ICE,258225,6395600,556139,7209964,3.58,212120,34.6,206,1.033,0.081,9091,57.8,881.4,7859,58.2,108.16,0
China,APAC,2018,commercial,ICE,57050,2380577,1587051,4024678,1.42,379142,34.7,255,1.057,0.08,9572,59.1,923.5,7500,63.9,50.8,0
China,APAC,2018,mass_market,ICE,657547,13708805,1869382,16235734,4.05,379142,34.7,255,1.057,0.08,9572,59.1,923.5,7500,63.9,54.65,0
China,APAC,2018,premium,ICE,397829,5866480,510129,6774438,5.87,379142,34.7,255,1.057,0.08,9572,59.1,923.5,7500,63.9,54.06,0
China,APAC,2019,commercial,ICE,52791,2259457,1506304,3818552,1.38,508926,36.5,292,1.097,0.08,10456,60.3,946.3,6445,67.6,-7.47,0
China,APAC,2019,mass_market,ICE,606608,12980482,1770066,15357156,3.95,508926,36.5,292,1.097,0.08,10456,60.3,946.3,6445,67.6,-7.75,0
China,APAC,2019,premium,ICE,368739,5583765,485545,6438049,5.73,508926,36.5,292,1.097,0.08,10456,60.3,946.3,6445,67.6,-7.31,0
China,APAC,2020,commercial,ICE,65695,2181896,1454598,3702189,1.77,886513,39.0,334,1.15,0.08,10952,61.6,936.8,5443,72.4,24.44,0
China,APAC,2020,mass_market,ICE,759262,12510357,1705958,14975577,5.07,886513,39.0,334,1.15,0.08,10952,61.6,936.8,5443,72.4,25.17,0
China,APAC,2020,premium,ICE,451304,5232629,455011,6138944,7.35,886513,39.0,334,1.15,0.08,10952,61.6,936.8,5443,72.4,22.39,0
China,APAC,2021,commercial,ICE,182482,2223298,1482198,3887978,4.69,1173925,45.1,356,1.227,0.081,11913,62.2,923.0,4503,75.8,177.77,0
China,APAC,2021,mass_market,ICE,2076882,11801399,1609282,15487563,13.41,1173925,45.1,356,1.227,0.081,11913,62.2,923.0,4503,75.8,173.54,0
China,APAC,2021,premium,ICE,1262661,4812525,418480,6493666,19.44,1173925,45.1,356,1.227,0.081,11913,62.2,923.0,4503,75.8,179.78,0
China,APAC,2022,commercial,ICE,315782,2201614,1467742,3985138,7.92,1869115,40.4,387,1.267,0.083,12563,63.3,894.3,3542,78.5,73.05,0
China,APAC,2022,mass_market,ICE,3563298,10714573,1461078,15738949,22.64,1869115,40.4,387,1.267,0.083,12563,63.3,894.3,3542,78.5,71.57,0
China,APAC,2022,premium,ICE,2170129,4085236,355238,6610603,32.83,1869115,40.4,387,1.267,0.083,12563,63.3,894.3,3542,78.5,71.87,0
China,APAC,2023,commercial,ICE,425268,2439959,1626640,4491867,9.47,2593024,40.2,425,1.28,0.085,13093,64.2,888.8,0,82.8,34.67,0
China,APAC,2023,mass_market,ICE,4944766,11735091,1600240,18280097,27.05,2593024,40.2,425,1.28,0.085,13093,64.2,888.8,0,82.8,38.77,0
China,APAC,2023,premium,ICE,3022792,4309269,374719,7706780,39.22,2593024,40.2,425,1.28,0.085,13093,64.2,888.8,0,82.8,39.29,0
China,APAC,2024,commercial,ICE,551571,2464064,1642709,4658344,11.84,3761208,45.0,442,1.233,0.088,13269,65.2,857.2,0,85.5,29.7,0
China,APAC,2024,mass_market,ICE,6366690,10958612,1494356,18819658,33.83,3761208,45.0,442,1.233,0.088,13269,65.2,857.2,0,85.5,28.76,0
China,APAC,2024,premium,BEV,3923580,3748994,325999,7998573,49.05,3761208,45.0,442,1.233,0.088,13269,65.2,857.2,0,85.5,29.8,0
China,APAC,2025,commercial,ICE,671627,2426615,1617743,4715985,14.24,4338106,49.3,468,1.18,0.09,13776,65.8,828.7,0,87.3,21.77,0
China,APAC,2025,mass_market,BEV,7670056,9838330,1341591,18849977,40.69,4338106,49.3,468,1.18,0.09,13776,65.8,828.7,0,87.3,20.47,0
China,APAC,2025,premium,BEV,4562920,2917116,253662,7733698,59.0,4338106,49.3,468,1.18,0.09,13776,65.8,828.7,0,87.3,16.29,1
France,Europe,2010,commercial,ICE,12,208515,139010,347537,0.0,97,1.9,119,1.5,0.138,41436,78.1,133.6,4999,54.4,0.0,0
France,Europe,2010,mass_market,ICE,137,1202487,163976,1366600,0.01,97,1.9,119,1.5,0.138,41436,78.1,133.6,4999,54.4,0.0,0
France,Europe,2010,premium,ICE,83,524788,45634,570505,0.01,97,1.9,119,1.5,0.138,41436,78.1,133.6,4999,54.4,0.0,0
France,Europe,2011,commercial,ICE,180,193024,128682,321886,0.06,719,2.9,127,1.487,0.147,40120,78.4,132.6,5318,57.8,300.0,0
France,Europe,2011,mass_market,ICE,2038,1119193,152617,1273848,0.16,719,2.9,127,1.487,0.147,40120,78.4,132.6,5318,57.8,300.0,0
France,Europe,2011,premium,ICE,1227,485601,42226,529054,0.23,719,2.9,127,1.487,0.147,40120,78.4,132.6,5318,57.8,300.0,0
France,Europe,2012,commercial,ICE,319,176091,117394,293804,0.11,1431,3.8,145,1.463,0.152,39126,79.0,131.7,5540,57.9,77.22,0
France,Europe,2012,mass_market,ICE,3727,1054815,143838,1202380,0.31,1431,3.8,145,1.463,0.152,39126,79.0,131.7,5540,57.9,82.88,0
France,Europe,2012,premium,ICE,2238,455902,39644,497784,0.45,1431,3.8,145,1.463,0.152,39126,79.0,131.7,5540,57.9,82.4,0
France,Europe,2013,commercial,ICE,558,161797,107865,270220,0.21,2015,4.4,151,1.413,0.158,38497,79.5,129.9,5793,59.6,74.92,0
France,Europe,2013,mass_market,ICE,6384,946646,129088,1082118,0.59,2015,4.4,151,1.413,0.158,38497,79.5,129.9,5793,59.6,71.29,0
France,Europe,2013,premium,ICE,3801,405305,35244,444350,0.86,2015,4.4,151,1.413,0.158,38497,79.5,129.9,5793,59.6,69.84,0
France,Europe,2014,commercial,ICE,821,167025,111350,279196,0.29,5561,5.4,155,1.383,0.165,37504,79.5,129.0,6048,61.7,47.13,0
France,Europe,2014,mass_market,ICE,9320,968219,132030,1109569,0.84,5561,5.4,155,1.383,0.165,37504,79.5,129.0,6048,61.7,45.99,0
France,Europe,2014,premium,ICE,5665,422711,36757,465133,1.22,5561,5.4,155,1.383,0.165,37504,79.5,129.0,6048,61.7,49.04,0
France,Europe,2015,commercial,ICE,1144,169789,113192,284125,0.4,8799,6.1,162,1.36,0.171,36410,79.9,129.0,6161,64.6,39.34,0
France,Europe,2015,mass_market,ICE,13170,996195,135845,1145210,1.15,8799,6.1,162,1.36,0.171,36410,79.9,129.0,6161,64.6,41.31,0
France,Europe,2015,premium,ICE,7823,424425,36906,469154,1.67,8799,6.1,162,1.36,0.171,36410,79.9,129.0,6161,64.6,38.09,0
France,Europe,2016,commercial,ICE,1379,179577,119718,300674,0.46,12854,7.1,185,1.39,0.177,37911,79.9,130.1,6340,67.7,20.54,0
France,Europe,2016,mass_market,ICE,16016,1061823,144794,1222633,1.31,12854,7.1,185,1.39,0.177,37911,79.9,130.1,6340,67.7,21.61,0
France,Europe,2016,premium,ICE,9696,460675,40059,510430,1.9,12854,7.1,185,1.39,0.177,37911,79.9,130.1,6340,67.7,23.94,0
France,Europe,2017,commercial,ICE,1818,184450,122967,309235,0.59,15971,8.1,217,1.443,0.183,38071,80.3,133.1,6219,69.0,31.83,0
France,Europe,2017,mass_market,ICE,21205,1092069,148919,1262193,1.68,15971,8.1,217,1.443,0.183,38071,80.3,133.1,6219,69.0,32.4,0
France,Europe,2017,premium,ICE,12692,467648,40665,521005,2.44,15971,8.1,217,1.443,0.183,38071,80.3,133.1,6219,69.0,30.9,0
France,Europe,2018,commercial,ICE,2455,194285,129523,326263,0.75,23412,9.3,263,1.5,0.19,39804,80.2,133.3,6034,74.0,35.04,0
France,Europe,2018,mass_market,ICE,28072,1124294,153313,1305679,2.15,23412,9.3,263,1.5,0.19,39804,80.2,133.3,6034,74.0,32.38,0
France,Europe,2018,premium,ICE,17140,490059,42614,549813,3.12,23412,9.3,263,1.5,0.19,39804,80.2,133.3,6034,74.0,35.05,0
France,Europe,2019,commercial,ICE,3339,204628,136418,344385,0.97,30154,9.7,293,1.587,0.197,40313,80.0,126.7,5855,77.0,36.01,0
France,Europe,2019,mass_market,ICE,38454,1187806,161973,1388233,2.77,30154,9.7,293,1.587,0.197,40313,80.0,126.7,5855,77.0,36.98,0
France,Europe,2019,premium,ICE,22775,500721,43541,567037,4.02,30154,9.7,293,1.587,0.197,40313,80.0,126.7,5855,77.0,32.88,0
France,Europe,2020,commercial,ICE,10541,139642,93094,243277,4.33,45766,11.1,344,1.707,0.201,40154,81.1,119.1,6985,78.5,215.69,0
France,Europe,2020,mass_market,ICE,121288,755408,103010,979706,12.38,45766,11.1,344,1.707,0.201,40154,81.1,119.1,6985,78.5,215.41,0
France,Europe,2020,premium,ICE,71591,301045,26178,398814,17.95,45766,11.1,344,1.707,0.201,40154,81.1,119.1,6985,78.5,214.34,0
France,Europe,2021,commercial,ICE,15680,136916,91278,243874,6.43,52476,12.9,360,1.893,0.209,41488,81.0,114.8,6537,81.2,48.75,0
France,Europe,2021,mass_market,ICE,179712,702747,95829,978288,18.37,52476,12.9,360,1.893,0.209,41488,81.0,114.8,6537,81.2,48.17,0
France,Europe,2021,premium,ICE,109212,276732,24064,410008,26.64,52476,12.9,360,1.893,0.209,41488,81.0,114.8,6537,81.2,52.55,0
France,Europe,2022,commercial,ICE,17823,129909,86606,234338,7.61,79878,15.5,400,1.97,0.218,41146,81.3,116.9,6079,82.6,13.67,0
France,Europe,2022,mass_market,ICE,204996,649775,88606,943377,21.73,79878,15.5,400,1.97,0.218,41146,81.3,116.9,6079,82.6,14.07,0
France,Europe,2022,premium,ICE,124817,249614,21706,396137,31.51,79878,15.5,400,1.97,0.218,41146,81.3,116.9,6079,82.6,14.29,0
France,Europe,2023,commercial,ICE,20625,147760,98506,266891,7.73,126194,17.5,427,1.983,0.23,42556,81.3,115.7,5468,86.5,15.72,0
France,Europe,2023,mass_market,ICE,232594,722322,98499,1053415,22.08,126194,17.5,427,1.983,0.23,42556,81.3,115.7,5468,86.5,13.46,0
France,Europe,2023,premium,ICE,140065,273625,23794,437484,32.02,126194,17.5,427,1.983,0.23,42556,81.3,115.7,5468,86.5,12.22,0
France,Europe,2024,commercial,ICE,24008,151886,101257,277151,8.66,152618,19.7,464,1.9,0.24,44045,81.3,113.6,5020,87.9,16.4,0
France,Europe,2024,mass_market,ICE,274535,734533,100164,1109232,24.75,152618,19.7,464,1.9,0.24,44045,81.3,113.6,5020,87.9,18.03,0
France,Europe,2024,premium,ICE,162489,267061,23223,452773,35.89,152618,19.7,464,1.9,0.24,44045,81.3,113.6,5020,87.9,16.01,0
France,Europe,2025,commercial,ICE,25621,155665,103776,285062,8.99,171174,20.4,483,1.84,0.251,46571,81.4,112.4,3998,89.0,6.72,0
France,Europe,2025,mass_market,ICE,297573,757858,103344,1158775,25.68,171174,20.4,483,1.84,0.251,46571,81.4,112.4,3998,89.0,8.39,0
France,Europe,2025,premium,ICE,179243,277956,24170,481369,37.24,171174,20.4,483,1.84,0.251,46571,81.4,112.4,3998,89.0,10.31,0
Germany,Europe,2010,commercial,ICE,15,264089,176060,440164,0.0,207,3.0,131,1.52,0.27,41778,73.8,155.0,0,54.6,0.0,0
Germany,Europe,2010,mass_market,ICE,173,1518311,207042,1725526,0.01,207,3.0,131,1.52,0.27,41778,73.8,155.0,0,54.6,0.0,0
Germany,Europe,2010,premium,ICE,105,668018,58088,726211,0.01,207,3.0,131,1.52,0.27,41778,73.8,155.0,0,54.6,0.0,0
Germany,Europe,2011,commercial,ICE,90,258133,172088,430311,0.02,797,4.1,142,1.517,0.276,41787,74.2,155.2,662,56.2,300.0,0
Germany,Europe,2011,mass_market,ICE,1046,1533576,209124,1743746,0.06,797,4.1,142,1.517,0.276,41787,74.2,155.2,662,56.2,300.0,0
Germany,Europe,2011,premium,ICE,626,660981,57477,719084,0.09,797,4.1,142,1.517,0.276,41787,74.2,155.2,662,56.2,300.0,0
Germany,Europe,2012,commercial,ICE,153,261435,174290,435878,0.04,1454,5.5,151,1.513,0.283,41677,74.9,155.5,1322,58.9,219.37,0
Germany,Europe,2012,mass_market,ICE,1746,1535278,209356,1746380,0.1,1454,5.5,151,1.513,0.283,41677,74.9,155.5,1322,58.9,66.92,0
Germany,Europe,2012,premium,ICE,1060,671728,58411,731199,0.14,1454,5.5,151,1.513,0.283,41677,74.9,155.5,1322,58.9,69.33,0
Germany,Europe,2013,commercial,ICE,400,263615,175743,439758,0.09,1939,6.0,147,1.487,0.29,41903,74.6,156.4,2010,62.6,161.44,0
Germany,Europe,2013,mass_market,ICE,4565,1541170,210159,1755894,0.26,1939,6.0,147,1.487,0.29,41903,74.6,156.4,2010,62.6,161.45,0
Germany,Europe,2013,premium,ICE,2738,665628,57881,726247,0.38,1939,6.0,147,1.487,0.29,41903,74.6,156.4,2010,62.6,158.3,0
Germany,Europe,2014,commercial,ICE,718,273249,182166,456133,0.16,3925,6.4,166,1.45,0.298,41929,74.7,157.1,2667,62.9,79.5,0
Germany,Europe,2014,mass_market,ICE,8131,1582841,215842,1806814,0.45,3925,6.4,166,1.45,0.298,41929,74.7,157.1,2667,62.9,78.12,0
Germany,Europe,2014,premium,ICE,4953,693852,60335,759140,0.65,3925,6.4,166,1.45,0.298,41929,74.7,157.1,2667,62.9,80.9,0
Germany,Europe,2015,commercial,ICE,954,281524,187683,470161,0.2,5744,7.9,178,1.44,0.304,41618,75.0,160.5,3376,64.6,32.87,0
Germany,Europe,2015,mass_market,ICE,11100,1674438,228333,1913871,0.58,5744,7.9,178,1.44,0.304,41618,75.0,160.5,3376,64.6,36.51,0
Germany,Europe,2015,premium,ICE,6727,729681,63451,799859,0.84,5744,7.9,178,1.44,0.304,41618,75.0,160.5,3376,64.6,35.82,0
Germany,Europe,2016,commercial,ICE,1277,299091,199394,499762,0.26,9544,10.1,203,1.427,0.308,43358,75.7,163.8,4026,66.4,33.86,0
Germany,Europe,2016,mass_market,ICE,14829,1774612,241992,2031433,0.73,9544,10.1,203,1.427,0.308,43358,75.7,163.8,4026,66.4,33.59,0
Germany,Europe,2016,premium,ICE,8984,772587,67182,848753,1.06,9544,10.1,203,1.427,0.308,43358,75.7,163.8,4026,66.4,33.55,0
Germany,Europe,2017,commercial,ICE,2405,318143,212096,532644,0.45,13550,10.0,230,1.427,0.317,43778,76.3,166.9,4670,70.7,88.33,0
Germany,Europe,2017,mass_market,ICE,27265,1835925,250353,2113543,1.29,13550,10.0,230,1.427,0.317,43778,76.3,166.9,4670,70.7,83.86,0
Germany,Europe,2017,premium,ICE,16927,816972,71041,904940,1.87,13550,10.0,230,1.427,0.317,43778,76.3,166.9,4670,70.7,88.41,0
Germany,Europe,2018,commercial,ICE,3437,323507,215671,542615,0.63,22949,12.7,259,1.44,0.325,45142,76.3,166.5,5353,72.7,42.91,0
Germany,Europe,2018,mass_market,ICE,38831,1853742,252783,2145356,1.81,22949,12.7,259,1.44,0.325,45142,76.3,166.5,5353,72.7,42.42,0
Germany,Europe,2018,premium,ICE,23306,795541,69177,888024,2.62,22949,12.7,259,1.44,0.325,45142,76.3,166.5,5353,72.7,37.69,0
