season,week,regime,judges_save,n_active,n_elim,constraint_applied,consistency_type,consistency_strict,consistency_tie,thr,assignment_feasible,assignment_cost,bottom_gap,judge_choice_match,opt_success,lp_feasible,min_margin,objective
23,1,percent,0,13,0,0,percent_bottomk,,,,,,0.008133231389789788,,1.0,True,,0.0
23,2,percent,0,13,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0008153838848833784
23,3,percent,0,12,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,6.426241892658545e-05
23,4,percent,0,11,2,1,percent_bottomk,1.0,1.0,,,,0.05832997800595682,,1.0,True,1.000000000001e-06,4.751688434893156e-06
23,5,percent,0,9,0,0,percent_bottomk,,,,,,0.027665202926765914,,1.0,True,,0.0
23,6,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,0.0299181192124843,,1.0,True,0.0299181192124843,0.0
23,7,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,0.010393878425684594,,1.0,True,0.010393878425684594,0.0
23,8,percent,0,7,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.005939602832888033
23,9,percent,0,6,1,1,percent_bottomk,1.0,1.0,,,,0.06592548068610626,,1.0,True,0.06592548068610626,0.0
23,10,percent,0,5,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.012883410150036384
23,11,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,0.21259462125557094,,1.0,True,0.21259462125557094,0.0
24,1,percent,0,12,0,0,percent_bottomk,,,,,,0.005546465370616732,,1.0,True,,0.0
24,2,percent,0,12,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0001769278960227301
24,3,percent,0,11,1,1,percent_bottomk,1.0,1.0,,,,0.007863768754934983,,1.0,True,0.007863768754934983,0.0
24,4,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,0.003118544905687512,,1.0,True,0.003118544905687512,0.0
24,5,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,0.014401131124088973,,1.0,True,0.014401131124088973,0.0
24,6,percent,0,8,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.012848299444058298
24,7,percent,0,7,2,1,percent_bottomk,1.0,1.0,,,,0.0,,1.0,True,1.0000000000287557e-06,0.0025112646840071222
24,8,percent,0,5,1,1,percent_bottomk,1.0,1.0,,,,0.07412737517148216,,1.0,True,0.07412737517148216,0.0
24,9,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,9.999999999177334e-07,,1.0,True,9.999999999177334e-07,0.010736271583186487
24,10,percent,0,3,0,0,percent_bottomk,,,,,,0.007556515185484947,,1.0,True,,0.0
25,1,percent,0,13,0,0,percent_bottomk,,,,,,0.015882822871442034,,1.0,True,,0.0
25,2,percent,0,13,2,1,percent_bottomk,1.0,1.0,,,,0.0394193932666482,,1.0,True,1.000000000001e-06,0.0004641017656278301
25,3,percent,0,11,0,0,percent_bottomk,,,,,,0.04269158270704651,,1.0,True,,0.0
25,4,percent,0,11,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,0.0006021735005389507
25,5,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,6.043483212156874e-05
25,6,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,0.04958513450536753,,1.0,True,0.04958513450536753,0.0
25,7,percent,0,8,2,1,percent_bottomk,1.0,1.0,,,,0.07343266483655234,,1.0,True,1.0000000000287557e-06,0.0002087104959617714
25,8,percent,0,6,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.004594750416314106
25,9,percent,0,5,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.008465680143368574
25,10,percent,0,4,1,1,percent_bottomk,1.0,1.0,,,,0.027508323588803896,,1.0,True,0.027508323588803896,0.0
26,1,percent,0,10,2,1,percent_bottomk,1.0,1.0,,,,0.0038684230989300405,,1.0,True,1.000000000001e-06,0.00020627929606973312
26,2,percent,0,8,2,1,percent_bottomk,1.0,1.0,,,,0.053286248633784006,,1.0,True,1.0000000000287557e-06,0.003179038599352363
26,3,percent,0,6,3,1,percent_bottomk,1.0,1.0,,,,0.09829555151512898,,1.0,True,9.999999999732445e-07,6.525016877652953e-06
26,4,percent,0,3,0,0,percent_bottomk,,,,,,0.26752003234679594,,1.0,True,,0.0
27,1,percent,0,13,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,2.8508135455995818e-05
27,2,percent,0,12,1,1,percent_bottomk,1.0,1.0,,,,1.000000000001e-06,,1.0,True,1.000000000001e-06,3.957934796488045e-07
27,3,percent,0,11,1,1,percent_bottomk,1.0,1.0,,,,9.999999999871223e-07,,1.0,True,9.999999999871223e-07,0.0009805845429363103
27,4,percent,0,10,1,1,percent_bottomk,1.0,1.0,,,,9.999999999732445e-07,,1.0,True,9.999999999732445e-07,0.007435645914902965
27,5,percent,0,9,0,0,percent_bottomk,,,,,,0.026186202092845973,,1.0,True,,0.0
27,6,percent,0,9,1,1,percent_bottomk,1.0,1.0,,,,1.0000000000287557e-06,,1.0,True,1.0000000000287557e-06,0.002075866560597444
27,7,percent,0,8,2,1,percent_bottomk,1.0,1.0,,,,0.0,,1.0,True,1.0000000000287557e-06,0.0034153329497215628
27,8,percent,0,6,2,1,percent_bottomk,1.0,1.0,,,,0.054148032040221394,,1.0,True,9.999999999732445e-07,0.035492311526544584
27,9,percent,0,4,0,0,percent_bottomk,,,,,,0.031144895890223512,,1.0,True,,0.0
28,1,rank,1,12,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
28,2,rank,1,11,1,1,rank_bottom2,1.0,1.0,20.0,1.0,0.0,2.0,0.0,,,,
28,3,rank,1,10,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
28,4,rank,1,10,1,1,rank_bottom2,1.0,1.0,18.0,1.0,0.0,2.0,1.0,,,,
28,5,rank,1,9,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
28,6,rank,1,9,1,1,rank_bottom2,1.0,1.0,12.0,1.0,62.0,0.0,0.0,,,,
28,7,rank,1,8,1,1,rank_bottom2,0.0,1.0,13.0,1.0,2.0,0.0,0.0,,,,
28,8,rank,1,7,1,1,rank_bottom2,0.0,1.0,11.0,1.0,2.0,0.0,0.0,,,,
28,9,rank,1,6,1,1,rank_bottom2,1.0,1.0,10.0,1.0,0.0,2.0,1.0,,,,
28,10,rank,1,5,1,1,rank_bottom2,1.0,1.0,8.0,1.0,0.0,2.0,1.0,,,,
28,11,rank,1,4,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
29,1,rank,1,15,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
29,2,rank,1,15,1,1,rank_bottom2,1.0,1.0,28.0,1.0,0.0,2.0,1.0,,,,
29,3,rank,1,14,1,1,rank_bottom2,1.0,1.0,26.0,1.0,0.0,2.0,1.0,,,,
29,4,rank,1,13,1,1,rank_bottom2,0.0,1.0,22.0,1.0,8.0,0.0,1.0,,,,
29,5,rank,1,12,1,1,rank_bottom2,1.0,1.0,22.0,1.0,0.0,2.0,1.0,,,,
29,6,rank,1,11,1,1,rank_bottom2,1.0,1.0,20.0,1.0,0.0,2.0,0.0,,,,
29,7,rank,1,9,1,1,rank_bottom2,1.0,1.0,17.0,1.0,0.0,3.0,1.0,,,,
29,8,rank,1,8,1,1,rank_bottom2,0.0,1.0,13.0,1.0,2.0,0.0,0.0,,,,
29,9,rank,1,7,1,1,rank_bottom2,1.0,1.0,12.0,1.0,0.0,2.0,0.0,,,,
29,10,rank,1,6,2,1,rank_bottom2,0.0,1.0,10.0,1.0,8.0,0.0,,,,,
29,11,rank,1,4,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
30,1,rank,1,15,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
30,2,rank,1,15,1,1,rank_bottom2,1.0,1.0,28.0,1.0,0.0,2.0,1.0,,,,
30,3,rank,1,14,1,1,rank_bottom2,0.0,1.0,21.0,1.0,96.0,0.0,0.0,,,,
30,4,rank,1,13,2,1,rank_bottom2,1.0,1.0,24.0,1.0,0.0,2.0,,,,,
30,5,rank,1,11,1,1,rank_bottom2,0.0,1.0,15.0,1.0,96.0,0.0,0.0,,,,
30,6,rank,1,10,1,1,rank_bottom2,1.0,1.0,18.0,1.0,0.0,2.0,1.0,,,,
30,7,rank,1,9,1,1,rank_bottom2,1.0,1.0,16.0,1.0,0.0,2.0,1.0,,,,
30,8,rank,1,8,2,1,rank_bottom2,1.0,1.0,13.0,1.0,2.0,0.0,,,,,
30,9,rank,1,6,2,1,rank_bottom2,1.0,1.0,10.0,1.0,8.0,0.0,,,,,
30,10,rank,1,4,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
31,1,rank,1,16,1,1,rank_bottom2,1.0,1.0,30.0,1.0,0.0,2.0,0.0,,,,
31,2,rank,1,15,1,1,rank_bottom2,1.0,1.0,28.0,1.0,0.0,2.0,0.0,,,,
31,3,rank,1,14,1,1,rank_bottom2,1.0,1.0,26.0,1.0,0.0,2.0,0.0,,,,
31,4,rank,1,13,1,1,rank_bottom2,1.0,1.0,24.0,1.0,0.0,2.0,1.0,,,,
31,5,rank,1,11,1,1,rank_bottom2,0.0,1.0,20.0,1.0,2.0,0.0,0.0,,,,
31,6,rank,1,10,1,1,rank_bottom2,1.0,1.0,18.0,1.0,0.0,2.0,0.0,,,,
31,7,rank,1,9,1,1,rank_bottom2,1.0,1.0,16.0,1.0,0.0,2.0,0.0,,,,
31,8,rank,1,8,2,1,rank_bottom2,1.0,1.0,14.0,1.0,0.0,2.0,,,,,
31,9,rank,1,6,2,1,rank_bottom2,1.0,1.0,10.0,1.0,0.0,2.0,,,,,
31,10,rank,1,4,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
32,1,rank,1,14,1,1,rank_bottom2,1.0,1.0,26.0,1.0,0.0,2.0,1.0,,,,
32,2,rank,1,13,1,1,rank_bottom2,0.0,1.0,21.0,1.0,20.0,0.0,0.0,,,,
32,3,rank,1,12,1,1,rank_bottom2,1.0,1.0,22.0,1.0,0.0,2.0,1.0,,,,
32,4,rank,1,11,1,1,rank_bottom2,0.0,1.0,17.0,1.0,38.0,0.0,0.0,,,,
32,5,rank,1,10,1,1,rank_bottom2,1.0,1.0,17.0,1.0,2.0,0.0,0.0,,,,
32,6,rank,1,9,1,1,rank_bottom2,0.0,1.0,14.0,1.0,8.0,0.0,0.0,,,,
32,7,rank,1,8,1,1,rank_bottom2,1.0,1.0,11.0,1.0,38.0,0.0,0.0,,,,
32,8,rank,1,7,1,1,rank_bottom2,0.0,1.0,11.0,1.0,2.0,0.0,0.0,,,,
32,9,rank,1,6,1,1,rank_bottom2,1.0,1.0,10.0,1.0,0.0,2.0,1.0,,,,
32,10,rank,1,5,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
32,11,rank,1,5,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
33,1,rank,1,13,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
33,2,rank,1,13,2,1,rank_bottom2,0.0,1.0,23.0,1.0,20.0,0.0,,,,,
33,3,rank,1,11,2,1,rank_bottom2,1.0,1.0,20.0,1.0,0.0,2.0,,,,,
33,4,rank,1,9,1,1,rank_bottom2,1.0,1.0,13.0,1.0,38.0,0.0,0.0,,,,
33,5,rank,1,8,1,1,rank_bottom2,1.0,1.0,14.0,1.0,0.0,2.0,1.0,,,,
33,6,rank,1,7,1,1,rank_bottom2,1.0,1.0,10.0,1.0,8.0,0.0,0.0,,,,
33,7,rank,1,6,1,1,rank_bottom2,1.0,1.0,10.0,1.0,0.0,2.0,1.0,,,,
33,8,rank,1,5,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
33,9,rank,1,5,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
34,1,rank,1,14,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
34,2,rank,1,14,2,1,rank_bottom2,0.0,1.0,24.0,1.0,8.0,0.0,,,,,
34,3,rank,1,12,1,1,rank_bottom2,1.0,1.0,22.0,1.0,0.0,2.0,1.0,,,,
34,4,rank,1,11,1,1,rank_bottom2,0.0,1.0,17.0,1.0,38.0,0.0,0.0,,,,
34,5,rank,1,10,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
34,6,rank,1,10,1,1,rank_bottom2,1.0,1.0,18.0,1.0,0.0,2.0,0.0,,,,
34,7,rank,1,9,1,1,rank_bottom2,1.0,1.0,15.0,1.0,2.0,0.0,0.0,,,,
34,8,rank,1,8,1,1,rank_bottom2,1.0,1.0,14.0,1.0,0.0,2.0,0.0,,,,
34,9,rank,1,7,1,1,rank_bottom2,1.0,1.0,12.0,1.0,0.0,2.0,1.0,,,,
34,10,rank,1,6,1,1,rank_bottom2,1.0,1.0,8.0,1.0,8.0,0.0,0.0,,,,
34,11,rank,1,5,0,0,rank_bottom2,,,,1.0,0.0,2.0,,,,,
