Transaction_ID,Customer_Age,Gender,Annual_Income,Credit_Score,Purchase_Category,BNPL_Provider,Purchase_Amount,Repayment_Status
2f722ab7-eed9-44a3-93a3-9cb163e5c253,61,Female,91388,769,Beauty,Sezzle,202,Paid On Time
dfda8c93-acac-48a9-9b23-a0081426b1c7,26,Male,35781,547,Beauty,Afterpay,239,Late Payment
eaad9fd5-7e5c-4dc4-9c8a-526816bcd0ce,44,Female,41696,401,Home & Furniture,Sezzle,228,Paid On Time
8e8972b9-5bf9-4209-afc8-397f39db8d60,63,Female,115418,726,Groceries,Affirm,159,Late Payment
2c32a602-53a5-49fd-b1f0-71c3db024326,50,Male,107861,485,Electronics,Afterpay,1148,Paid On Time
80a25396-0049-4cf7-a312-b1fb1f39b34d,27,Female,84020,527,Electronics,Sezzle,519,Late Payment
32a92dff-be6c-4805-b109-b1cd9cb11d0d,34,Male,78594,537,Groceries,Affirm,62,Paid On Time
3237f11f-af5b-4b98-a97d-b1c054554fdf,53,Female,72487,428,Home & Furniture,Klarna,109,Late Payment
d9b26b3f-2c33-46eb-9a11-4559347152e3,34,Female,50274,538,Electronics,Sezzle,1261,Late Payment
0d1ac3a2-520a-43f5-8fc0-9180b3147d1a,35,Female,68782,734,Fashion,Sezzle,250,Paid On Time
818cb23c-c6c2-4b73-9c39-1f3651b9aa6c,40,Male,42644,399,Beauty,Sezzle,31,Paid On Time
3bed80ad-3d72-4f28-9700-674b196995b4,51,Male,25876,698,Home & Furniture,Affirm,99,Paid On Time
11d5c2f8-9a20-4ee7-a822-63d64e5a8067,25,Male,95645,564,Electronics,Affirm,1654,Paid On Time
0cd8be61-cf45-4db2-8dd9-f315ed26bf0c,30,Female,37243,550,Electronics,Sezzle,512,Paid On Time
1e26b28d-5815-4caa-973f-35dac540bf8b,40,Male,43025,331,Fashion,Klarna,151,Late Payment
0469be21-d79c-418f-8fb5-03385117bb89,37,Female,106204,462,Beauty,Afterpay,204,Paid On Time
4dcf7306-6fe2-4fd5-9257-4c3ef0ef02a0,39,Male,47619,622,Electronics,Affirm,810,Paid On Time
eace0ffb-2800-4f13-8ff4-2c5984978c94,64,Male,57170,652,Groceries,Klarna,147,Paid On Time
a85789e9-8365-4ab0-9845-f91997ad20a4,40,Male,100296,475,Electronics,Sezzle,1598,Paid On Time
8c3685cc-2ca1-4b1b-bbf8-336a109700a0,58,Female,22253,470,Beauty,Sezzle,22,Paid On Time
f9d27a74-bc50-47af-bedf-5f9c05dda974,52,Female,91668,378,Groceries,Klarna,245,Paid On Time
45b79314-acd6-45c1-9010-4b5df6e2d9fd,20,Male,92439,521,Electronics,Affirm,1591,Paid On Time
677b63ab-9e5d-4a64-b47c-4892bbc30ed0,51,Male,24240,485,Fashion,Klarna,42,Defaulted
80a89e05-ce42-45f3-bcba-28dff88782f3,50,Non-Binary,93333,321,Groceries,Afterpay,167,Paid On Time
a1b27f15-d19c-4268-8461-055085409323,63,Male,97331,406,Travel,Afterpay,2467,Defaulted
422c2aa2-0012-4c9a-a25e-c59db897a7a3,34,Female,66374,546,Home & Furniture,Klarna,261,Paid On Time
04b68759-ee52-4938-be27-d4519df84c3a,62,Female,52844,818,Electronics,Afterpay,1764,Paid On Time
270be4fe-e75e-4ae8-9569-49f46b6f467c,36,Male,40130,405,Home & Furniture,Sezzle,295,Paid On Time
e2657ab4-b5fc-4eff-8bf6-0e0c2446ae63,47,Female,117634,554,Groceries,Affirm,202,Defaulted
990a5329-3f12-4a66-98ae-012a7a50cb19,40,Non-Binary,73402,311,Travel,Sezzle,1873,Paid On Time
68211a03-86cf-4e03-8b9a-2360ab4540bc,32,Female,106625,619,Home & Furniture,Sezzle,42,Paid On Time
2b80104e-417a-4669-87eb-4873ec8514af,31,Female,76066,808,Home & Furniture,Afterpay,91,Paid On Time
66e260e4-3329-4ceb-bb51-7b03284c5a8a,19,Female,28095,783,Beauty,Sezzle,46,Paid On Time
398b6d70-c919-435d-a0b7-583ad33a800a,56,Male,103745,686,Beauty,Sezzle,115,Paid On Time
6a454e86-45b7-485d-adc2-3805bc52e548,35,Male,32444,312,Travel,Affirm,639,Defaulted
27707a20-668e-4a1c-a6b4-b8c7ed402ae6,23,Male,27427,395,Travel,Affirm,1242,Paid On Time
dc795f2a-15c3-41c8-912c-ec4de435957a,49,Female,78819,713,Travel,Sezzle,2813,Paid On Time
5d3b4152-f4c7-4c16-b873-811ecb025dd1,38,Male,98464,470,Electronics,Affirm,255,Paid On Time
6ee9e92b-99c5-4ddb-9751-b36a8d81a4b0,57,Male,28350,625,Groceries,Sezzle,30,Late Payment
3de98d74-7e56-459c-9675-41ee875665c7,45,Male,61388,567,Home & Furniture,Sezzle,272,Paid On Time
6fcc56e1-16d5-4a39-8bd0-87a412a09bc1,44,Male,44912,386,Beauty,Affirm,237,Paid On Time
a0e7ed1c-b854-434f-a9b9-9e3b1ed2a13d,19,Male,46950,356,Beauty,Afterpay,274,Defaulted
e9a4d2c0-4a0b-490d-bfcb-ca5362beae54,50,Male,58835,550,Electronics,Affirm,1199,Paid On Time
d9507487-ec86-4e02-ba4d-b3173b26a549,33,Female,64912,640,Electronics,Affirm,717,Paid On Time
78110d8c-8f4d-475c-bd1c-7712224aeb65,56,Female,45599,357,Electronics,Afterpay,262,Paid On Time
ce2fcb1a-601a-4013-8719-3f1adb2e6446,39,Female,20555,441,Fashion,Affirm,41,Paid On Time
38ca295d-6daf-42b2-873d-4f9cba4c979d,60,Male,81361,689,Electronics,Afterpay,1628,Paid On Time
20e17540-00ba-4037-8d6b-f9697deaebf7,64,Female,21556,755,Travel,Klarna,483,Paid On Time
5a93bcd5-76b1-4363-a199-2da55918c8fa,30,Female,55094,563,Home & Furniture,Klarna,234,Paid On Time
c635c879-6208-46e5-bd75-87b6c5bcaf34,19,Male,35715,625,Travel,Affirm,2712,Paid On Time
45620728-621a-4fa9-b37d-8a5e9aaa85b2,31,Male,75395,710,Fashion,Afterpay,84,Paid On Time
353de15c-e345-4424-9105-67dc44456dff,55,Female,115006,735,Fashion,Affirm,115,Paid On Time
c90fbe1e-8617-46b7-9137-3f8e88079059,58,Female,119595,732,Electronics,Sezzle,1668,Paid On Time
69d2db68-116e-42b4-ad16-78ee77b970f4,45,Male,55561,448,Travel,Klarna,1838,Paid On Time
c52a328c-c59b-4403-b876-87f4da5e812b,24,Male,47547,751,Home & Furniture,Sezzle,100,Paid On Time
271b0701-7595-403f-ad80-54af7dc08578,35,Female,53199,684,Beauty,Sezzle,60,Paid On Time
cfe984e1-94c3-4570-ac61-4500b086e8e0,58,Female,82235,751,Beauty,Afterpay,187,Paid On Time
b5e15497-bdc1-462a-8821-6b1b7811c54c,53,Female,66854,664,Fashion,Klarna,43,Paid On Time
9424e048-9a6f-43b9-ac7e-aeb115315a3f,58,Male,27841,690,Groceries,Affirm,276,Paid On Time
b1983f51-6fd9-4f86-b2bf-21edcbfdf8b4,53,Male,59125,786,Groceries,Sezzle,267,Paid On Time
26d43834-1453-44a5-8f52-458b045892fe,61,Female,68761,515,Fashion,Sezzle,63,Paid On Time
6bfe0ade-8da9-4516-be0d-4c64abb43e6a,21,Male,98642,799,Electronics,Afterpay,213,Late Payment
4951ff30-fc93-4b79-a192-34f0b35cc5bf,47,Male,102291,775,Fashion,Sezzle,83,Paid On Time
810ecf1a-f14a-4f38-a3af-fd68eb21b618,41,Male,69751,733,Beauty,Klarna,181,Paid On Time
6d053d58-8a85-4575-b2e2-9ef8e59f8c3a,37,Male,98029,688,Home & Furniture,Afterpay,57,Paid On Time
a5edcd77-d335-4a4c-a7a3-d1982ac31ef8,63,Female,99439,594,Groceries,Klarna,247,Defaulted
99288a14-3917-4d09-941f-fba82b3d2570,48,Female,96298,460,Home & Furniture,Afterpay,31,Paid On Time
f51adc2e-e205-4ada-ad85-9a6af29b9bcf,41,Male,46917,458,Fashion,Affirm,116,Paid On Time
3b93303d-44cd-420a-a045-78e71859e0f0,24,Female,100041,543,Beauty,Sezzle,235,Paid On Time
22448c53-5320-4693-8d8d-bf2e2f414bdb,43,Female,21158,430,Electronics,Klarna,1265,Late Payment
0fc13531-92a1-47a3-b203-f8acaf15534b,30,Female,29005,785,Travel,Klarna,2831,Paid On Time
a89813d9-1df6-4fec-a2c2-d70b4a6d6061,25,Female,30796,812,Fashion,Sezzle,35,Paid On Time
8b2ed9d8-a5b9-4f4a-a001-ee65e4e49324,22,Male,23202,372,Groceries,Affirm,28,Late Payment
63b074b2-1c7b-474b-a7db-48b57d027687,61,Female,116590,432,Electronics,Sezzle,796,Paid On Time
90653ffb-ba73-4b1c-8fea-743eb08fd9b9,30,Male,78040,306,Electronics,Klarna,1386,Paid On Time
c6cf4299-c40e-49cc-a07a-9901f3ba3a1f,46,Male,22416,540,Fashion,Affirm,40,Late Payment
103eaebe-cec2-4f1f-bc33-23771254d313,37,Male,118558,818,Groceries,Affirm,110,Paid On Time
1f9f2ffe-f2c2-464e-8c97-99a84d5c839e,31,Male,60544,749,Groceries,Affirm,96,Paid On Time
e8ffa942-17f0-48e6-a2ec-e34ca4ead940,49,Female,119556,713,Beauty,Affirm,118,Paid On Time
478c51ab-4d17-40ec-a635-feabfb350fa8,44,Female,82672,548,Travel,Sezzle,2363,Paid On Time
7d31a68d-f79a-4b5e-92c5-4d56ce0e4e3e,42,Female,35157,452,Beauty,Klarna,166,Late Payment
18e6d55d-1cb5-45c0-bbe3-49267327e1dd,21,Female,98639,508,Beauty,Sezzle,188,Paid On Time
0e735985-5904-494f-8ceb-d751889a9657,38,Male,96378,720,Fashion,Afterpay,255,Late Payment
be176988-a485-41f6-9512-b4e42cbdd146,35,Male,32260,688,Beauty,Klarna,47,Paid On Time
c42bd9f1-e91e-441b-b20b-1c4ba9d06b8a,56,Female,25267,304,Beauty,Sezzle,189,Late Payment
058c02de-ee03-418d-b994-ff5211381893,32,Female,119937,386,Groceries,Afterpay,108,Defaulted
64576a9b-13f7-4ab3-9e27-31585e9bba91,55,Non-Binary,36350,614,Fashion,Klarna,168,Paid On Time
5e97b0a0-37ac-4484-8595-f2f23f9fad5b,41,Male,74532,380,Fashion,Affirm,47,Late Payment
9b400a9d-9d72-4bb4-9363-b04478273863,25,Female,97311,746,Groceries,Klarna,71,Paid On Time
d5942a19-eda5-4b14-acc9-a2576a7a3a7f,45,Female,100081,728,Groceries,Afterpay,163,Paid On Time
7883a83f-2403-4567-939e-ce8a1d10850f,38,Male,116656,496,Travel,Klarna,1908,Paid On Time
0c7e2fc3-2e4c-4ab4-92ba-82a3491e9b66,33,Female,96758,804,Groceries,Affirm,134,Paid On Time
03f29804-5bcc-437e-81a9-2c0ef7e4567a,33,Male,116110,621,Home & Furniture,Klarna,259,Paid On Time
d8b0de99-63cc-4535-ac4c-c18ec262b4eb,52,Male,52663,488,Fashion,Afterpay,279,Late Payment
9bd736c7-4405-4f7a-978a-4e4a2e4af752,34,Female,59090,598,Home & Furniture,Sezzle,65,Paid On Time
218d2497-87d5-4192-b5c1-bcf8784ab1a5,26,Female,73115,438,Groceries,Sezzle,258,Paid On Time
8ffc8b4e-5eaf-4f91-9156-5ea88b7e11bf,52,Female,101451,680,Beauty,Klarna,164,Paid On Time
7624278f-09ec-429f-8838-5586fb439f36,46,Female,68947,749,Fashion,Affirm,163,Paid On Time
b3fb1b3f-2182-46dc-bfc9-05ce42f918dc,56,Male,71853,540,Electronics,Klarna,1081,Late Payment
3a0a6f6c-34eb-467a-b21f-618fc443e611,35,Male,65030,522,Travel,Sezzle,1964,Paid On Time
1b7a2b0a-f6e5-41dd-bed4-e0474b6749aa,29,Male,33159,556,Home & Furniture,Klarna,62,Defaulted
4ac44aa3-c59b-471c-b225-b834c58003b4,36,Female,111724,763,Fashion,Affirm,239,Paid On Time
cd73698a-cf04-44c5-bf43-afec123cc312,39,Female,99558,588,Electronics,Sezzle,891,Paid On Time
10b32efc-13a1-4a9f-b27e-7896a16ed3c5,32,Female,80276,419,Home & Furniture,Klarna,111,Paid On Time
4c638ff2-0ba3-402b-9f61-ecb86469b6f7,18,Female,113506,396,Travel,Affirm,2447,Late Payment
d06f6453-b94c-4126-8d30-0e1d7571577b,19,Female,51527,461,Home & Furniture,Affirm,73,Paid On Time
edd301fd-49ff-4f0e-9d0a-4e5b8c5fbab6,25,Female,66243,751,Groceries,Affirm,271,Paid On Time
1388cef4-010f-42b0-97da-6a37a04b787b,39,Female,46360,354,Groceries,Afterpay,229,Defaulted
d0ffccf4-530c-4f28-b3f7-d98bd77651d8,42,Female,119020,314,Travel,Affirm,323,Defaulted
feb964de-d83d-4ec3-89c8-1cc44bd47da9,19,Male,36697,318,Groceries,Affirm,252,Late Payment
039c8fe3-9a15-42e7-a09d-b7839cb6f25f,26,Male,93437,839,Groceries,Affirm,111,Paid On Time
9b6395ac-c9ac-4a11-9cee-43429a06b3d3,26,Male,69259,630,Beauty,Afterpay,66,Paid On Time
7a568272-50b1-49f9-9de9-cb3449b66592,30,Female,80899,370,Beauty,Klarna,63,Paid On Time
a9b7a64c-b172-4b90-9f2d-597f7465453d,23,Female,41924,637,Groceries,Affirm,219,Late Payment
167d6eef-183f-4e07-8f9a-82e091dd5904,47,Male,107437,309,Home & Furniture,Sezzle,193,Paid On Time
3ccad306-47c9-4872-b84a-5bcfa83f23ba,32,Female,72543,583,Travel,Sezzle,612,Paid On Time
8e2e7f29-6afc-4268-824e-4c1e6eda5644,32,Female,58766,600,Home & Furniture,Sezzle,127,Paid On Time
dbd43732-7d64-4a80-a475-d2c441b4a47f,24,Male,50087,443,Electronics,Afterpay,356,Paid On Time
d2a016d6-216f-4555-9901-cfaf4477deaa,28,Female,69668,822,Travel,Afterpay,352,Paid On Time
b0bb07fe-54e9-4d22-9dbb-cde2c2982047,57,Female,97547,719,Fashion,Klarna,170,Paid On Time
1860a726-02a5-4f9f-a911-ff843959e744,55,Male,87619,622,Home & Furniture,Affirm,58,Paid On Time
f1a0f692-8dd1-4f89-9c49-f4f39d48ee34,57,Male,40479,435,Beauty,Sezzle,253,Paid On Time
200812dd-0fe1-4cc3-bb9c-c8d6c7291a0f,19,Male,37520,621,Beauty,Sezzle,130,Late Payment
3f246b80-11db-4181-9b43-d09659537f91,56,Female,95194,364,Groceries,Affirm,123,Paid On Time
49e1f41b-0bcd-429b-90bd-e02ca43b4ec3,27,Male,110498,314,Beauty,Afterpay,188,Defaulted
5b2afd41-21a6-43f0-b3e0-f64364d55723,61,Female,79965,629,Fashion,Sezzle,26,Paid On Time
5379207d-371a-4237-bf5d-6c0f0df4b778,34,Female,89525,636,Electronics,Afterpay,1104,Paid On Time
4a884a00-f721-4b50-b104-58a2bc1a16a5,24,Male,37119,653,Travel,Sezzle,317,Paid On Time
1f4a014b-3ae3-4cf7-a6bd-4da6688e7a34,57,Female,99269,363,Home & Furniture,Klarna,144,Paid On Time
964f518f-8cec-40f2-a7a6-b4866a2de200,56,Non-Binary,93174,367,Fashion,Affirm,180,Paid On Time
c0dd7b13-a22d-459b-b1d5-f950d9d54a9c,21,Male,59604,830,Beauty,Afterpay,216,Paid On Time
3dec38ba-5cd6-4b18-965a-337f638687d4,52,Female,28311,314,Home & Furniture,Sezzle,163,Defaulted
cb56a8ad-f3e0-4ba7-9739-fd55447c7ce4,64,Female,101539,535,Fashion,Sezzle,296,Paid On Time
6febee33-fa78-43df-821c-f56d23f119a9,53,Male,83694,585,Beauty,Affirm,255,Paid On Time
2efa868a-02bf-4d5b-aef8-17f5a3046908,48,Male,84531,386,Fashion,Klarna,270,Late Payment
11f41f35-6d10-40ce-a8eb-a82024693353,42,Female,45811,633,Travel,Klarna,2961,Paid On Time
e6291bb2-6f25-4b78-8dce-1eb94ddf75fb,58,Female,45336,632,Fashion,Affirm,206,Paid On Time
d28298f4-f8e2-4350-ae4c-917af197adcb,30,Male,109460,342,Electronics,Afterpay,1084,Paid On Time
948273ed-7a38-4d89-8413-7460f1016420,35,Male,104981,797,Groceries,Afterpay,228,Paid On Time
d710d5ae-9753-4e7e-8ec0-5fd0e7e26149,38,Female,70968,751,Travel,Afterpay,1087,Paid On Time
23f95679-fd23-46d5-8bb5-c092cf3fe6fa,18,Male,99276,457,Fashion,Affirm,181,Late Payment
a15d2105-c52f-4267-95e4-27509bb2f368,53,Female,57180,327,Fashion,Klarna,209,Paid On Time
d25a76af-c9ef-4d8a-8213-4c00882bf0b2,25,Female,99609,448,Electronics,Sezzle,1443,Defaulted
634bf014-5e87-49f0-afd5-e9edab4f6822,38,Male,83796,607,Beauty,Affirm,229,Paid On Time
b0611708-7997-48cf-9a82-531ffec498a5,60,Male,110846,837,Beauty,Afterpay,134,Paid On Time
957d73dd-ce56-4c2d-be47-4f457d9d744d,38,Female,81635,606,Travel,Afterpay,1506,Late Payment
b024ccac-c5ce-41b3-b98d-ecfb86a055cd,44,Female,36567,543,Beauty,Afterpay,120,Late Payment
6941f0b1-73c8-4a45-b534-e5c611fb43a4,36,Female,75388,359,Groceries,Afterpay,60,Paid On Time
73719867-dbe1-43bf-9141-73f2e5d040a9,40,Female,43906,468,Beauty,Sezzle,281,Paid On Time
0eb2b00b-0371-4c36-9335-b27e119307fc,60,Female,75517,573,Groceries,Afterpay,175,Paid On Time
21dfcac3-e7d3-46a7-ae30-9b764553f7bd,52,Male,69593,585,Fashion,Klarna,220,Paid On Time
fb089a9a-7446-435d-a1d7-e8f4aba6c2ab,57,Female,97768,692,Home & Furniture,Affirm,44,Paid On Time
5d60843b-84b6-4b51-9b54-41b9a53cb1eb,59,Male,99140,730,Electronics,Afterpay,384,Paid On Time
e7a70db9-8c3d-44be-bc1b-6c362af37700,22,Female,72740,746,Electronics,Klarna,818,Paid On Time
354a12bc-6c4f-4783-a509-9da4d346ddb0,58,Male,33176,491,Travel,Afterpay,1230,Paid On Time
9e64e004-f810-481b-b828-999cac6c106f,25,Male,65841,357,Groceries,Klarna,81,Paid On Time
2d3aee93-1a6b-4f01-9a1f-e244337899ba,28,Male,102464,544,Beauty,Affirm,243,Paid On Time
4b61e7b5-79b3-4203-b74c-cdbfbf4ade09,33,Male,101824,333,Travel,Afterpay,1314,Paid On Time
c0a3a6f7-d9ff-4152-b3f1-2f6fe3b8ce76,56,Male,116039,788,Home & Furniture,Sezzle,25,Defaulted
56917800-83ec-4329-803a-55f85f194ab5,64,Male,96900,654,Beauty,Affirm,65,Paid On Time
33bd7983-14de-4da9-a0cb-f886b6f902a8,41,Male,90081,492,Home & Furniture,Affirm,113,Paid On Time
323bf3f9-9d48-4aae-9c9c-72d6e81fe038,38,Male,21131,523,Beauty,Affirm,174,Defaulted
0380d1ed-13b9-4405-842f-a031936873c5,40,Female,81195,645,Home & Furniture,Afterpay,273,Paid On Time
c00c9255-580e-46c3-b10c-fddc2efbfaa8,55,Female,88188,460,Travel,Affirm,509,Paid On Time
a6893088-4697-41da-8852-229d5fe78496,64,Male,81102,336,Travel,Affirm,1937,Paid On Time
14f560a9-6464-4de9-aa4b-ca4b3eac42ac,25,Female,62415,548,Groceries,Affirm,203,Paid On Time
7f537ad1-ce95-4173-b896-3b489f457432,24,Male,70966,583,Groceries,Affirm,101,Paid On Time
6f384e6d-8205-4d2e-b4ae-193a2e65b5b8,19,Male,105031,844,Electronics,Affirm,1297,Paid On Time
0803d3d4-3d0f-4b78-92d7-51382a100f92,47,Male,78619,390,Travel,Affirm,1388,Late Payment
9c832ca9-b5da-4fb3-89c6-9d1c116d08e4,30,Male,21652,779,Fashion,Klarna,58,Paid On Time
4cc5c8a4-c905-45e2-a4bc-d73da9b03cdb,40,Female,55716,567,Fashion,Klarna,283,Defaulted
dba6a4d1-16a0-48cc-adc1-e14c7d650375,46,Female,58686,688,Home & Furniture,Affirm,297,Paid On Time
ea803883-19a8-4724-bf91-1d322a93f3ec,55,Male,65206,777,Beauty,Klarna,294,Paid On Time
5ea48595-f556-4e1a-b02f-7fdcbb18f1d0,54,Female,54831,338,Travel,Afterpay,2479,Paid On Time
dd9d7bd2-af6a-46e3-9373-01388f6d4786,37,Female,67175,619,Groceries,Affirm,279,Paid On Time
2093394d-8533-4012-9bc4-2a6f155d623b,50,Male,111656,522,Groceries,Sezzle,117,Late Payment
4281bad0-3255-400c-92b7-f428c4145b5c,46,Female,33493,689,Groceries,Klarna,270,Paid On Time
20b68c12-0898-4b2d-a2e6-c8bc9b1f90eb,32,Male,116705,564,Travel,Sezzle,1017,Paid On Time
ebb4fbc1-fd0d-408a-a4b1-afe820d96518,40,Female,28081,542,Travel,Affirm,2447,Paid On Time
0d8f0f5f-6e27-4781-b830-92c697659c50,59,Female,41550,778,Home & Furniture,Klarna,37,Paid On Time
c8a3f0a6-eeee-4d47-87d3-2b8d50e49d12,20,Female,116338,772,Travel,Sezzle,616,Paid On Time
8d3a09fa-e3e5-4bce-8f2b-886d4468eb1c,54,Male,34116,846,Electronics,Afterpay,1296,Paid On Time
2ab81938-d0dc-4186-832e-7b04ef7d6088,46,Female,117831,320,Electronics,Klarna,1246,Paid On Time
6542fa83-84dc-4b43-a878-61b079151f03,62,Male,93799,348,Fashion,Affirm,293,Paid On Time
1c2899d2-79b3-4e98-88e7-4d611a59604d,25,Male,85144,779,Travel,Afterpay,2770,Paid On Time
86138030-de98-4603-b535-201a73e5de79,39,Female,81648,483,Travel,Affirm,596,Paid On Time
d2e4be17-1990-47f4-958a-a03a48050364,46,Female,92137,664,Beauty,Klarna,173,Late Payment
df0b51b2-c566-4eaa-8655-fa5e489a1387,19,Female,93858,385,Electronics,Affirm,986,Paid On Time
83eff32b-ae02-45ef-bde5-964d4d101fcf,58,Male,78202,457,Fashion,Sezzle,212,Late Payment
376f6ca0-6b47-45a0-8c87-b57a60389817,62,Male,23803,796,Home & Furniture,Afterpay,221,Paid On Time
37d92964-df84-4de3-92a2-2438ae608a88,18,Female,83525,405,Fashion,Afterpay,267,Defaulted
120cd531-4a6f-4b51-8b1d-a32c3fc22b8e,61,Male,110723,508,Groceries,Sezzle,164,Paid On Time
97d810b2-b0d7-4e67-a045-35c72e991176,37,Female,61980,427,Home & Furniture,Affirm,54,Paid On Time
b7dcdef8-1f29-4bfc-a4bf-38cde41d83cc,38,Female,48314,315,Groceries,Affirm,52,Paid On Time
8be18958-c17d-444a-a1e5-8d0da6b94598,54,Female,94511,650,Groceries,Sezzle,151,Paid On Time
c6885ee7-a780-4ae3-bc2e-f401e06deb86,25,Female,38062,738,Fashion,Klarna,25,Paid On Time
f3416fa8-80a0-424b-99a5-064c4f9bbc67,44,Male,40144,574,Home & Furniture,Affirm,180,Paid On Time
3e219db1-9023-415d-887f-01af8dc3c32c,64,Female,101307,366,Groceries,Afterpay,173,Paid On Time
a92acd32-6402-490f-a05e-0a75660e5c73,52,Female,25070,695,Beauty,Sezzle,108,Paid On Time
b220970b-1e19-455f-bcd3-87dd4db13563,23,Female,53211,326,Groceries,Affirm,101,Paid On Time
57ea9ae8-d2e4-40f2-b7c7-2d6ee75cd2a5,62,Female,79263,578,Travel,Afterpay,544,Paid On Time
1dd8715b-2777-4f8c-8c25-24e90339cf1f,61,Female,97207,624,Travel,Affirm,2422,Paid On Time
9f5bfdfc-7cc1-43c5-aba8-90b7ed97d858,36,Male,102116,787,Travel,Affirm,423,Late Payment
79701bd8-064a-438b-aaa0-0b6dc449e71a,35,Female,36453,556,Home & Furniture,Klarna,213,Paid On Time
0c78012e-41b6-43f4-aa4c-7fcab1980ecc,18,Male,52699,754,Home & Furniture,Afterpay,277,Paid On Time
756a0b4e-326c-49da-b9a6-0dddaab1b9bb,42,Female,44103,828,Electronics,Klarna,974,Paid On Time
88859676-8c10-42d2-b50a-feb63b1c8e3d,44,Female,67238,779,Travel,Klarna,2595,Late Payment
6f093eac-e32f-48b6-9c7e-5b76008f4457,24,Male,85527,341,Beauty,Sezzle,201,Paid On Time
5c21a8e8-1230-43ba-86b1-d0f96931e2a5,61,Female,113342,787,Beauty,Afterpay,39,Paid On Time
6f4950b0-b0a3-4f8c-a247-cd13c72f1fb2,59,Male,60962,555,Travel,Afterpay,843,Defaulted
bb8c8a86-4154-412f-a6ee-38b1cbaa5d6e,46,Male,40147,404,Travel,Klarna,437,Defaulted
f9b77739-87bb-4dea-996c-75af4d2514c1,48,Male,62047,483,Groceries,Klarna,192,Paid On Time
8bd5df7c-86e4-4969-8856-c1630e0e0f19,61,Female,48992,586,Electronics,Affirm,1036,Paid On Time
4e9c3105-87b9-4104-b6e5-840f03492c58,60,Male,119442,370,Home & Furniture,Klarna,169,Paid On Time
b7bbdbda-46c4-4375-abeb-b9cdeba2c9d3,53,Male,103895,541,Fashion,Klarna,178,Paid On Time
762d710c-82ad-4766-84a8-d57614f33dc7,36,Male,108988,497,Groceries,Afterpay,171,Paid On Time
344a2987-1044-447c-93f6-7efec85e510e,23,Male,27738,722,Home & Furniture,Sezzle,238,Paid On Time
548be3a9-55da-404a-813f-16ef3cbc1fa8,42,Male,111902,408,Electronics,Klarna,1264,Paid On Time
bdee8a0c-75a0-4dad-8e1b-6c5ddde279c3,48,Female,21319,735,Electronics,Klarna,1008,Late Payment
04168ab4-32a9-4e4b-b67b-9909fc203433,26,Female,112654,597,Groceries,Sezzle,69,Late Payment
2b99d6e4-c60d-41d0-90e6-875a88425fe6,37,Non-Binary,54519,826,Fashion,Affirm,271,Paid On Time
2aca48e3-00d1-4f51-83b8-fad8b2aa3952,27,Male,80142,582,Travel,Sezzle,1360,Paid On Time
f92f1315-a699-4ad4-9a66-aacfff08f4c5,54,Female,106598,776,Home & Furniture,Sezzle,285,Paid On Time
36007952-b066-41a8-9f4c-85a132b364cd,44,Male,113536,578,Groceries,Affirm,76,Paid On Time
fcf0baef-5cc8-4cf4-8667-a1eab7e9bc10,30,Male,101569,787,Fashion,Afterpay,71,Paid On Time
4d8c821b-1071-4729-b36c-10449d22bda3,58,Male,100969,799,Travel,Affirm,1560,Paid On Time
1ce29472-67dc-4c17-b37d-0a16c9767e26,19,Male,57604,335,Fashion,Sezzle,35,Paid On Time
2eb7b286-1271-4b7f-8b58-8d7d4f0bcecd,38,Male,88243,334,Fashion,Klarna,130,Paid On Time
cf767aff-a0d7-4344-825d-cfe1f77fc0d8,50,Female,28235,594,Fashion,Klarna,63,Paid On Time
330c98d1-f398-4823-8508-fd6606bcc318,41,Female,82672,805,Electronics,Klarna,1066,Late Payment
6c1c6062-8473-4318-80f7-61b24f7b3aeb,61,Non-Binary,73160,398,Beauty,Sezzle,213,Paid On Time
af3646e2-2abd-4246-a231-3d5b1ebb3705,59,Female,93420,365,Fashion,Sezzle,133,Defaulted
1025e33d-0c9d-4e1f-b2a9-6a63c1039623,51,Female,102269,588,Home & Furniture,Afterpay,177,Paid On Time
b6092a5a-00d8-4a0a-bf5c-36f893e0c532,26,Female,33077,447,Home & Furniture,Sezzle,48,Late Payment
c2c56924-287c-4ade-a316-bbc32bcffacd,19,Female,55082,597,Travel,Affirm,1181,Paid On Time
234a178c-566a-4492-a326-56942cda27e1,47,Female,69686,369,Travel,Klarna,1889,Paid On Time
ef5fdc3f-be8a-4a77-bae1-c0a587297033,39,Male,97897,800,Beauty,Sezzle,56,Paid On Time
fe0676b6-57f6-4288-b89d-78ed8bcff6e5,63,Female,73648,494,Home & Furniture,Sezzle,153,Paid On Time
e209b6a1-7412-4bb5-9a9b-0edfa8be5b7d,28,Male,40142,645,Groceries,Afterpay,285,Paid On Time
9098781f-dba5-4270-a44e-9040e5a89f3c,60,Female,49205,523,Groceries,Klarna,43,Late Payment
b27d8423-3f1e-41e0-9753-98c7e0d5ebbf,34,Female,35024,521,Groceries,Klarna,110,Paid On Time
7357650e-e8cb-4874-8001-0cb295d79a3f,53,Female,26055,483,Fashion,Klarna,39,Defaulted
73c82480-8ad9-4b45-8080-7f22c58a9b1d,30,Female,72819,496,Groceries,Sezzle,30,Late Payment
