dt,position_name_cn,business_type,dsp_name,position_type,discovery_cnt_num,click_cnt_num,consume_amount
20260107,激励视频-唤端广告,效果广告,枫岚rtb,时长模式,24537,4925,411.82977
20260114,福利页-小游戏,效果广告,广点通,主app-其他,714,172,8.17899
20260126,收听时长-超级翻倍-激励视频,adsounds,?,极速版,2510,2530,26.695753
20260117,激励视频-金币模式,效果广告,穿山甲（模板）,福利页,2465,1452,206.77291
20260125,激励视频-唤端广告,效果广告,布鲁肯,时长模式,481,40,11.0271
20260114,收听时长-超级翻倍-激励视频,adsounds,?,极速版,4342,4387,36.456068
20260102,激励视频-时长模式,品牌广告,汇川,时长模式,197145,181528,16306.50992
20260115,激励视频-听书任务,效果广告,广点通,主app-其他,24280,18070,341.24672
20260125,激励视频-听书任务,声播,?,主app-其他,1884,182,3.9351389999907
20260121,激励视频-福利页-唤端广告,效果广告,VIVO,福利页,4027,3137,71.62606
20260118,激励视频-福利页,效果广告,布鲁肯,福利页,141278,136240,4069.46548
20260102,激励视频-时长模式,效果广告,有境V2,时长模式,18695,17057,2837.96178
20260118,积分中心激励视频,效果广告,穿山甲（模板）,福利页,79468,47404,5186.18658
20260115,激励视频-唤端广告,效果广告,美数_v2,时长模式,880,115,18.74372
20260113,答题活动激励视频,声播,?,极速版,3716,6143,78.955656
20260111,收听时长-超级翻倍-激励视频-卡友,效果广告,穿山甲（模板）,极速版,20,4,0.18
20260105,奇迹小说-书籍红包激励视频,效果广告,穿山甲（模板）,极速版,37,4,0.74
20260118,积分中心-任务-banner,adsounds,?,福利页,30535,22068,6580.579223
20260107,激励视频-福利页,效果广告,方歌,福利页,148787,142387,3650.71117
20260104,激励视频-时长模式,效果广告,易点天下,时长模式,125683,110610,8980.49631
20260124,极速版-激励视频-福利页唤端,效果广告,穿山甲（开屏/自渲染）,极速版,51350,30269,1324.59619
20260128,激励视频-唤端广告,效果广告,讯飞,时长模式,7379,1509,173.81297
20260118,极速版免费领时长激励视频,品牌广告,汇川,极速版,1327,1212,81.35118
20260119,喝水打卡激励视频,效果广告,穿山甲（模板）,极速版,98793,65475,1759.90435
20260101,极速版免费领时长激励视频,效果广告,讯飞,极速版,158,157,8.31967
20260115,激励视频-福利页,品牌广告,手淘_巨浪,福利页,1357,904,138.07685
20260112,激励视频-唤端广告,效果广告,广点通,时长模式,1079161,383549,40599.3379
20260116,激励视频-唤端广告,效果广告,方歌,时长模式,182,19,4.26178
20260111,激励视频-福利页-唤端广告,品牌广告,汇川,福利页,37,18,0.26973
20260101,激励视频-福利页,效果广告,多盟,福利页,61240,63005,1414.56728
20260122,喝水打卡激励视频,声播,?,极速版,379,728,11.157774
20260123,激励视频-唤端广告,效果广告,广点通,时长模式,1070805,397228,41918.14875
20260123,激励视频-唤端广告,效果广告,海贝（嗨量）,时长模式,22486,3006,340.9304
20260104,激励视频-时长模式,效果广告,有境V2,时长模式,18598,17053,2938.96002
20260126,极速版免费领章节激励视频,效果广告,穿山甲（模板）,极速版,10,6,0.09
20260114,激励视频-福利页,效果广告,新义-v2,福利页,1,1,0.04037
20260104,积分中心-任务-banner,效果广告,讯飞,福利页,55644,55545,1142.93293
20260128,福利页-领现金-激励视频,声播,?,福利页,49,50,0.954856
20260102,收听时长-激励视频,adsounds,?,极速版,67,62,2.207586
20260125,福利页-提取现金-激励视频,声播,?,福利页,514,494,49.1464689999888
20260122,激励视频-唤端广告,效果广告,OPPO-API,时长模式,6122,2079,263.26577
20260115,积分中心-任务-banner,效果广告,fancy-v2,福利页,6053,6006,141.50531
20260107,收听时长-激励视频,效果广告,广点通,极速版,198,88,2.97
20260102,收听时长-超级翻倍-激励视频-卡友,效果广告,穿山甲（模板）,极速版,13,1,0.117
20260115,收听时长-超级翻倍-激励视频,效果广告,广点通,极速版,60353,40172,772.3167
20260108,激励视频-福利页,效果广告,墨果,福利页,49119,46239,1909.68426
20260111,激励视频-唤端广告,效果广告,fancy-v2,时长模式,2156,256,52.43282
20260118,激励视频-唤端广告,品牌广告,汇川,时长模式,288,85,2.23303
20260128,激励视频-福利页-唤端广告,效果广告,墨果,福利页,6537,5412,98.92616
20260118,激励视频-时长模式,效果广告,讯飞,时长模式,137390,125018,6627.93115
20260120,激励视频-福利页,效果广告,美数_v2,福利页,33988,32948,723.72725
20260122,积分中心激励视频,效果广告,广点通,福利页,105849,80914,5246.04862
20260125,激励视频-时长模式,效果广告,fancy-v2,时长模式,102618,91324,5830.04037
20260117,激励视频-福利页-唤端广告,效果广告,广点通,福利页,321152,257927,2879.25207
20260102,分享奖励弹窗-激励视频,效果广告,穿山甲（模板）,极速版,806,719,8.06
20260112,激励视频-时长模式,效果广告,美数_v2,时长模式,3512,2831,229.41978
20260108,福利页红包-激励视频,声播,?,极速版,364,675,9.368961
20260104,积分中心-任务-banner,效果广告,佳投-v2,福利页,50755,50580,716.58649
20260120,福利页-提取现金-激励视频,效果广告,广推,福利页,24,29,1.27368
20260101,激励视频-时长模式,效果广告,亿典v2,时长模式,1558,1503,157.54917
20260128,激励视频-唤端广告,效果广告,有境V2,时长模式,13594,3053,507.75683
20260118,福利页红包-激励视频,效果广告,穿山甲（模板）,极速版,5732,3900,27.19
20260114,极速版-激励视频-福利页,效果广告,穿山甲（模板）,极速版,152120,114160,2154.08462
20260102,积分中心-任务-banner,效果广告,旺脉2,福利页,30112,29967,513.61379
20260117,奇迹小说-宝箱激励视频,adsounds,?,极速版,58,39,0.318505
20260106,福利页-领现金-激励视频,品牌广告,手淘_巨浪,福利页,5,4,0.61479
20260113,激励视频-福利页,品牌广告,Tap-tap,福利页,104956,101964,1953.21761
20260102,福利页-提取现金-激励视频,效果广告,旺脉2,福利页,4,4,0.10188
20260126,激励视频-福利页-唤端广告,品牌广告,汇川,福利页,2427,1434,27.53573
20260109,前插视频,声播,?,主app-其他,479,325,20.654335
20260105,激励视频-福利页,效果广告,点思,福利页,5119,5051,98.54754
20260102,福利页-领现金-激励视频,效果广告,广推,福利页,2,0,0.12776
20260104,激励视频-福利页-唤端广告,效果广告,布鲁肯,福利页,27017,21316,632.70761
20260108,收听时长-超级翻倍-激励视频,效果广告,穿山甲（模板）,极速版,54200,39189,790.47608
20260114,福利页-提取现金-激励视频,adsounds,?,福利页,2454,2127,131.8857320000212
20260114,首页金币播报-激励视频,效果广告,穿山甲（模板）,极速版,40,27,0.366
20260128,激励视频-唤端广告,品牌广告,手淘_巨浪,时长模式,4981,1027,139.62301
20260102,激励视频-唤端广告,品牌广告,快手UG,时长模式,2853,546,35.82149
20260123,激励视频-唤端广告,效果广告,快友V2,时长模式,5887,691,156.1782
20260102,福利页-领现金-激励视频,效果广告,旺脉2,福利页,23,13,1.80899
20260126,激励视频-时长模式,品牌广告,京东,时长模式,211271,191287,50705.04
20260115,激励视频-福利页-唤端广告,效果广告,星梵,福利页,3937,2629,164.49095
20260109,激励视频-时长模式,效果广告,吉欣,时长模式,316,301,20.44507
20260127,福利页-领现金-激励视频,品牌广告,汇川,福利页,64,56,1.78785
20260114,福利页-提取现金-激励视频,效果广告,旺脉2,福利页,2,2,0.01652
20260128,福利页红包-激励视频,效果广告,广点通,极速版,3665,3713,60.4284
20260125,首页金币播报-激励视频,效果广告,广点通,极速版,7993,7196,82.12455
20260114,收听时长-超级翻倍-激励视频,品牌广告,拼多多,极速版,74,1,0.24408
20260106,激励视频-金币模式,效果广告,穿山甲（模板）,福利页,2203,1151,214.69842
20260113,激励视频-时长模式,效果广告,软告V2,时长模式,36190,32315,2179.25606
20260120,福利页-提取现金-激励视频,品牌广告,汇川,福利页,650,607,34.21347
20260108,激励视频-福利页,品牌广告,拼多多,福利页,62324,56270,1970.33077
20260110,收听时长-激励视频,效果广告,广点通,极速版,145,44,2.175
20260102,激励视频-福利页,效果广告,华夏乐游,福利页,1542,1289,133.8313
20260108,极速版免费领时长激励视频,效果广告,点思,极速版,1378,1249,104.00948
20260113,福利页-领现金-激励视频,效果广告,旺脉2,福利页,17,5,1.68968
20260116,激励视频-唤端广告,品牌广告,京准通_API,时长模式,140303,25446,4089.20918
20260108,激励视频-福利页-唤端广告,效果广告,亿典v2,福利页,5047,3832,122.27484
20260115,激励视频-福利页-唤端广告,效果广告,VIVO,福利页,4312,3438,70.8641
20260120,福利页-下载任务,品牌广告,Tap-tap,福利页,253,110,3.59719
20260106,激励视频-福利页,效果广告,华为,福利页,26962,26629,860.48692
20260121,极速版免费领时长激励视频,效果广告,百度（模板）,极速版,2773,2266,55.46
20260104,福利页-提取现金-激励视频,声播,?,福利页,902,890,70.4376619999787
20260111,激励视频-福利页,效果广告,VIVO,福利页,77010,69675,3089.32359
20260119,福利页-下载任务,品牌广告,汇川,福利页,65421,4665,1191.50729
20260117,激励视频-唤端广告,效果广告,OPPO-API,时长模式,2322,909,103.82196
20260117,福利页-提取现金-激励视频,adsounds,?,福利页,3112,2840,179.873502999704
20260120,积分中心-任务-banner,adsounds,?,福利页,31498,22640,6227.523702
20260122,激励视频-时长模式,adsounds,?,时长模式,371578,192053,69576.423719
20260121,极速版免费领时长激励视频,效果广告,ToBid聚合SDK,极速版,10579,7480,591.45328
20260123,激励视频-唤端广告,效果广告,墨果,时长模式,10099,670,154.63584
20260123,极速版-激励视频-福利页唤端,效果广告,广点通,极速版,61065,36484,1206.54264
20260126,奇迹小说-看视频任务激励视频,效果广告,穿山甲（模板）,极速版,6,3,0.054
20260127,积分中心-任务-banner,效果广告,佳投-v2,福利页,55509,55317,844.40444
20260115,福利页-小游戏,声播,?,主app-其他,17,0,0.0
20260106,激励视频-唤端广告,效果广告,广推,时长模式,24393,7172,901.48077
20260114,激励视频-时长模式,品牌广告,东风,时长模式,8289,8205,440.18458
20260108,福利页-领现金-激励视频,效果广告,枫岚rtb,福利页,101,84,6.07257
20260123,收听时长-超级翻倍-激励视频,品牌广告,拼多多,极速版,143,6,0.64859
20260108,收听时长-激励视频,效果广告,穿山甲（模板）,极速版,3595,2241,57.52
20260122,激励视频-听书任务,效果广告,广推,主app-其他,137,125,1.30055
20260116,答题成就激励视频,效果广告,穿山甲（模板）,极速版,8,3,0.091
20260108,激励视频-金币模式,效果广告,穿山甲（模板）,福利页,2050,1087,194.46253
20260118,福利页-领现金-激励视频,效果广告,fancy-v2,福利页,56,46,3.1288
20260114,激励视频-唤端广告,效果广告,星梵,时长模式,4732,1063,119.41187
20260120,激励视频-时长模式,品牌广告,汇川,时长模式,171360,157752,12809.07171
20260105,激励视频-福利页,效果广告,星梵,福利页,5041,4880,98.50969
20260104,奇迹小说-宝箱激励视频,adsounds,?,极速版,211,45,1.181164
20260124,激励视频-时长模式,效果广告,美数_v2,时长模式,6390,4652,340.49441
20260120,激励视频-时长模式,效果广告,华夏乐游,时长模式,34,34,2.09738
20260101,激励视频-时长模式,效果广告,布鲁肯,时长模式,22140,17878,1346.59525
20260121,激励视频-时长模式,品牌广告,拼多多,时长模式,53499,49298,3889.97139
20260101,福利页-下载任务,品牌广告,汇川,福利页,59672,3576,767.50946
20260112,激励视频-福利页,声播,?,福利页,283774,273559,7304.032093979204
20260117,激励视频-唤端广告,效果广告,讯飞,时长模式,4442,904,105.22238
20260115,首页金币播报-激励视频,效果广告,广点通,极速版,8053,7273,80.72729
20260116,激励视频-唤端广告,效果广告,旺脉2,时长模式,22170,6995,855.50546
20260124,极速版-激励视频-福利页,声播,?,极速版,8618,8951,88.962935
20260121,首页金币播报-激励视频,效果广告,穿山甲（模板）,极速版,31,13,0.278
20260105,积分中心-任务-banner,效果广告,佳投-v2,福利页,46098,45932,712.82604
20260121,福利页-领现金-激励视频,声播,?,福利页,25,19,0.291561
20260117,积分中心-任务-banner,效果广告,讯飞,福利页,96712,96489,1832.29413
20260107,福利页-下载任务,效果广告,爱奇艺,福利页,9,1,0.13467
20260108,激励视频-福利页,品牌广告,喜马拉雅,福利页,5,0,0.0
20260121,激励视频-金币模式,效果广告,广点通,福利页,12966,10652,675.17538
20260113,激励视频-唤端广告,效果广告,美数_v2,时长模式,823,82,16.77906
20260126,激励视频-福利页,效果广告,快友V2,福利页,10530,10328,410.90305
20260110,激励视频-福利页,效果广告,海贝（嗨量）,福利页,146870,139753,4086.95645
20260117,激励视频-金币模式,声播,?,福利页,15,1,0.040169
20260122,激励视频-时长模式,品牌广告,拼多多,时长模式,55452,51439,4199.82744
20260112,答题活动激励视频,效果广告,穿山甲（模板）,极速版,75928,28604,437.4423
20260106,激励视频-福利页-唤端广告,效果广告,亿典v2,福利页,4376,3260,99.7231
20260121,前插视频,adsounds,?,主app-其他,15111,2252,436.4732439999999
20260115,激励视频-福利页,效果广告,点思,福利页,8528,8235,216.49614
20260112,奇迹小说-宝箱激励视频,效果广告,广点通,极速版,87,5,0.435
20260124,积分中心-任务-banner,效果广告,讯飞,福利页,113514,113239,2325.76267
20260104,激励视频-金币模式,效果广告,广点通,福利页,13495,10764,723.62977
20260106,福利页-提取现金-激励视频,效果广告,方歌,福利页,32,30,0.94
20260128,激励视频-唤端广告,效果广告,荣耀_他方,时长模式,388,44,4.7919
20260109,福利页-提取现金-激励视频,品牌广告,汇川,福利页,965,908,56.97988
20260119,激励视频-听书任务,声播,?,主app-其他,222,23,0.490006
20260121,收听时长-激励视频,adsounds,?,极速版,71,63,1.331639
20260119,激励视频-时长模式,效果广告,易点天下,时长模式,110482,97165,8763.33582
20260115,激励视频-时长模式,效果广告,亿典v2,时长模式,873,837,63.79279
20260119,激励视频-福利页,品牌广告,拼多多,福利页,71854,64271,3021.04367
20260115,极速版-激励视频-福利页唤端,adsounds,?,极速版,32279,12741,144.8253908945731
20260106,激励视频-时长模式,效果广告,穿山甲（模板）,时长模式,1195608,684707,131388.48722
20260110,积分中心-任务-banner,效果广告,枫岚rtb,福利页,3153,3153,16.971
20260128,激励视频-时长模式,品牌广告,拼多多,时长模式,48685,45694,4302.15546
20260107,激励视频-时长模式,效果广告,瑞狮,时长模式,14491,14188,797.1694
20260127,激励视频-福利页-唤端广告,效果广告,方歌,福利页,562,494,14.20223
20260124,福利页红包-激励视频,效果广告,穿山甲（模板）,极速版,5157,3407,24.355
20260126,激励视频-时长模式,效果广告,软告V2,时长模式,31210,28173,2090.56091
20260111,激励视频-福利页,效果广告,有境V2,福利页,5816,5572,308.62757
20260114,激励视频-时长模式,效果广告,新义-v2,时长模式,4091,3893,311.1685
20260127,喝水打卡激励视频,效果广告,百度（模板）,极速版,6647,5780,76.50179
20260122,前插视频,效果广告,穿山甲（开屏/自渲染）,主app-其他,3449,1105,167.55
20260107,激励视频-唤端广告,品牌广告,京准通_API,时长模式,129384,20964,3572.95662
20260107,收听时长-超级翻倍-激励视频,效果广告,穿山甲（模板）,极速版,54184,39238,774.51406
20260120,激励视频-时长模式,效果广告,亿典v2,时长模式,643,620,53.25543
20260107,小说-阅读器免广告激励视频,效果广告,穿山甲（模板）,极速版,20,4,1.44
20260112,激励视频-福利页,效果广告,广点通,福利页,1513070,939327,46071.34125
20260109,激励视频-时长模式,效果广告,华为,时长模式,3005,2890,161.31445
20260128,激励视频-福利页-唤端广告,adsounds,?,福利页,170007,115865,1965.373806
20260101,极速版免费领时长激励视频,品牌广告,汇川,极速版,1265,1212,49.5959
20260120,福利页-领现金-激励视频,效果广告,广推,福利页,2,1,0.14562
20260115,边听边看-看广免广,adsounds,?,主app-其他,959,60,12.349743
20260113,奇迹小说-看视频任务激励视频,效果广告,穿山甲（模板）,极速版,19,11,0.171
20260112,激励视频-唤端广告,效果广告,星梵,时长模式,10096,1670,223.72871
20260110,福利页-领现金-激励视频,声播,?,福利页,88,72,1.361554
20260110,激励视频-时长模式,品牌广告,拼多多,时长模式,64773,59819,4727.63484
20260127,激励视频-时长模式,效果广告,海贝（嗨量）,时长模式,54881,49191,3485.54021
20260111,首页金币播报-激励视频,声播,?,极速版,1,1,0.001909
20260113,积分中心-任务-banner,adsounds,?,福利页,31305,22604,6579.373697
20260114,激励视频-福利页-唤端广告,效果广告,布鲁肯,福利页,3187,1964,62.17087
20260123,极速版-激励视频-福利页,效果广告,广点通,极速版,125129,123235,1440.38545
20260114,激励视频-唤端广告,效果广告,软告V2,时长模式,22786,1705,462.75235
20260113,激励视频-福利页,品牌广告,京准通_API,福利页,12908,12824,605.54485
20260122,激励视频-福利页,品牌广告,拼多多,福利页,67161,60132,2777.20059
20260120,激励视频-福利页-唤端广告,效果广告,百度SDK,福利页,122266,106343,930.04058
20260113,极速版-信息流激励视频,效果广告,穿山甲（模板）,极速版,4584,4012,103.86
20260102,极速版免费领章节激励视频,效果广告,穿山甲（模板）,极速版,3,3,0.027
20260111,收听失效奖励激励视频,效果广告,穿山甲（模板）,极速版,15,0,0.03
20260117,激励视频-时长模式,品牌广告,Tap-tap,时长模式,99646,90049,6043.69426
20260120,激励视频-金币模式,效果广告,广点通,福利页,12903,10529,657.88891
20260102,极速版-激励视频-福利页,效果广告,穿山甲聚合SDK,极速版,284454,236552,6200.05061
20260118,激励视频-福利页-唤端广告,效果广告,墨果,福利页,2774,2237,63.56581
20260121,积分中心-任务-banner,效果广告,讯飞,福利页,114281,114043,1965.48369
20260117,答题活动激励视频,效果广告,穿山甲（模板）,极速版,83453,32324,527.20619
20260118,激励视频-时长模式,品牌广告,快手UG,时长模式,1592,1252,42.04458
20260126,激励视频-唤端广告,效果广告,吉欣,时长模式,1198,87,22.05208
20260108,福利页-提取现金-激励视频,效果广告,fancy-v2,福利页,89,84,13.59875
20260117,积分中心激励视频,效果广告,旺脉2,福利页,2622,2290,166.15411
20260120,福利页-提取现金-激励视频,效果广告,fancy-v2,福利页,78,71,9.81345
20260103,极速版-激励视频-福利页唤端,声播,?,极速版,48199,30626,740.786752
20260120,收听时长-超级翻倍-激励视频,adsounds,?,极速版,2820,2886,23.651699
20260119,极速版-激励视频-福利页,效果广告,穿山甲聚合SDK,极速版,500828,408087,10981.35488
20260113,收听时长-超级翻倍-激励视频-卡友,效果广告,穿山甲（模板）,极速版,11,5,0.099
20260108,福利页-提取现金-激励视频,效果广告,方歌,福利页,14,13,0.40383
20260116,极速版免费领时长激励视频,效果广告,广点通,极速版,25388,15048,760.40489
20260120,激励视频-福利页,效果广告,广点通,福利页,1492608,979900,55136.71673
20260104,激励视频-时长模式,效果广告,百度SDK,时长模式,320501,321242,13287.06023
20260128,激励视频-金币模式,声播,?,福利页,8,0,0.0
20260105,极速版免费领时长激励视频,效果广告,穿山甲聚合SDK,极速版,81713,57567,5608.73624
20260114,激励视频-唤端广告,效果广告,穿山甲（开屏/自渲染）,时长模式,616442,184087,22007.57294
20260126,激励视频-福利页-唤端广告,品牌广告,手淘_巨浪,福利页,681,155,11.63115
20260126,收听气泡超级翻倍激励视频,效果广告,广点通,极速版,708,15,2.952
20260116,激励视频-唤端广告,效果广告,华夏乐游,时长模式,37,1,0.96914
20260123,前插视频,声播,?,主app-其他,2644,1633,45.5366410000358
20260104,激励视频-金币模式,adsounds,?,福利页,1485,228,180.982637
20260107,积分中心-任务-banner,adsounds,?,福利页,31619,21763,6483.872179
20260102,激励视频-福利页-唤端广告,效果广告,百度SDK,福利页,152491,136116,2449.45552
20260109,激励视频-福利页,效果广告,亿典v2,福利页,7054,6419,267.61865
20260126,激励视频-福利页,品牌广告,拼多多,福利页,59897,54119,2752.49337
20260124,收听时长-超级翻倍-激励视频,效果广告,穿山甲聚合SDK,极速版,172927,139199,4116.50363
20260102,激励视频-唤端广告,品牌广告,京准通_API,时长模式,66915,14534,1954.46837
20260128,激励视频-福利页,效果广告,软告V2,福利页,1224,1054,65.96201
20260116,福利页-下载任务,品牌广告,Tap-tap,福利页,4598,725,69.2996
20260112,收听时长-超级翻倍-激励视频-卡友,效果广告,广点通,极速版,2285,1939,43.415
20260124,激励视频-唤端广告,效果广告,广点通,时长模式,1067240,399043,44151.11684
20260116,激励视频-时长模式,效果广告,OPPO-API,时长模式,37956,31334,3486.64115
20260104,极速版-激励视频-福利页,效果广告,美数_v2,极速版,1911,1877,38.8243
20260106,?,效果广告,穿山甲（开屏/自渲染）,极速版,0,2,0.0
20260126,激励视频-时长模式,效果广告,Magic,时长模式,4,0,0.142
20260102,极速版-激励视频-福利页唤端,效果广告,穿山甲（开屏/自渲染）,极速版,50628,28449,1430.95453
20260121,激励视频-唤端广告,效果广告,吉欣,时长模式,1217,189,34.74371
20260128,极速版-激励视频-福利页,效果广告,穿山甲聚合SDK,极速版,500238,415863,10773.78982
20260128,激励视频-福利页,效果广告,讯飞,福利页,273130,263629,6147.23543
20260102,激励视频-福利页-唤端广告,效果广告,枫岚rtb,福利页,5636,4725,121.75111
20260105,福利页红包-激励视频,adsounds,?,极速版,1475,1514,34.358941
20260110,首页金币播报-激励视频,声播,?,极速版,1,2,0.055318
20260118,激励视频-福利页-唤端广告,效果广告,舜飞,福利页,2945,2500,49.25735
20260119,激励视频-唤端广告,adsounds,?,时长模式,313645,164553,4467.945194
20260124,激励视频-唤端广告,品牌广告,Tap-tap,时长模式,15814,4666,454.31898
20260116,激励视频-福利页,效果广告,荣耀_他方,福利页,171435,168639,4673.30168
20260118,福利页-提取现金-激励视频,效果广告,旺脉2,福利页,5,6,0.21279
20260111,福利页-领现金-激励视频,效果广告,百度SDK,福利页,27,19,0.37813
20260107,激励视频-福利页,效果广告,fancy-v2,福利页,58094,53842,1582.8509
20260109,激励视频-时长模式,adsounds,?,时长模式,454539,190705,67538.938796
20260118,福利页-提取现金-激励视频,品牌广告,汇川,福利页,927,881,55.88284
20260118,激励视频-唤端广告,效果广告,星梵,时长模式,8902,2181,462.42776
20260126,激励视频-福利页,adsounds,?,福利页,432869,312317,6010.463041002272
20260121,福利页-小游戏,声播,?,主app-其他,12,0,0.0
20260102,激励视频-听书任务,adsounds,?,主app-其他,32162,1692,110.343455000076
20260112,福利页-领现金-激励视频,效果广告,枫岚rtb,福利页,101,63,3.50579
20260122,激励视频-时长模式,效果广告,易点天下,时长模式,110136,94819,7554.9186
20260113,激励视频-唤端广告,效果广告,佳投-v2,时长模式,4661,511,68.25626
20260110,激励视频-时长模式,品牌广告,汇川,时长模式,145731,135841,12289.96154
20260128,激励视频-听书任务,效果广告,广推,主app-其他,77,69,1.47176
20260119,收听气泡超级翻倍激励视频,效果广告,广点通,极速版,845,40,3.663
20260121,激励视频-福利页-唤端广告,效果广告,穿山甲（开屏/自渲染）,福利页,437204,347337,5151.97884
20260105,福利页-领现金-激励视频,效果广告,fancy-v2,福利页,117,105,3.1067
20260119,福利页-提取现金-激励视频,效果广告,广推,福利页,15,16,1.13498
20260108,答题活动激励视频,效果广告,百度（模板）,极速版,5845,4731,56.19848
20260122,激励视频-唤端广告,品牌广告,快手UG,时长模式,4671,713,56.76455
20260117,激励视频-福利页-唤端广告,品牌广告,汇川,福利页,664,414,5.88636
20260105,激励视频-福利页-唤端广告,效果广告,荣耀_他方,福利页,4876,4404,141.86421
20260115,收听时长-超级翻倍-激励视频,效果广告,ToBid聚合SDK,极速版,14473,12057,350.64156
20260103,极速版-信息流激励视频-卡友,效果广告,广点通,极速版,97,85,1.843
20260113,激励视频-福利页,品牌广告,手淘_巨浪,福利页,951,622,94.4029
20260120,激励视频-福利页-唤端广告,效果广告,讯飞,福利页,1464,782,29.35801
20260119,激励视频-唤端广告,品牌广告,快手UG,时长模式,3717,576,43.27286
20260123,激励视频-唤端广告,效果广告,旺脉2,时长模式,24909,8165,964.48049
20260126,福利页-下载任务,品牌广告,汇川,福利页,18378,2300,170.99119
20260120,极速版-激励视频-福利页,品牌广告,汇川,极速版,9182,9030,76.78626
20260106,激励视频-时长模式,品牌广告,美团,时长模式,1,0,0.16294
20260101,激励视频-时长模式,效果广告,荣耀_他方,时长模式,40656,36201,3233.54107
20260125,前插视频,效果广告,穿山甲（开屏/自渲染）,主app-其他,3875,1182,188.55
20260121,福利页-下载任务,效果广告,荣耀_他方,福利页,4998,2630,186.57643
20260127,激励视频-唤端广告,品牌广告,Tap-tap,时长模式,15535,3932,347.33431
20260110,激励视频-福利页-唤端广告,效果广告,吉欣,福利页,20,5,0.55162
20260103,激励视频-时长模式,品牌广告,拼多多,时长模式,79550,74851,6120.06527
20260101,激励视频-时长模式,效果广告,星梵,时长模式,578,519,91.51884
20260106,激励视频-福利页,效果广告,软告V2,福利页,279,273,5.81218
20260128,收听时长-超级翻倍-激励视频,效果广告,穿山甲（模板）,极速版,52938,38082,775.57932
20260120,激励视频-福利页-唤端广告,效果广告,点思,福利页,4598,4114,55.29144
20260117,收听气泡超级翻倍激励视频,效果广告,广点通,极速版,774,17,3.034
20260124,积分中心-任务-banner,效果广告,佳投-v2,福利页,52925,52746,862.09703
20260106,极速版免费领时长激励视频,效果广告,百度（模板）,极速版,2271,2157,45.42
20260123,激励视频-听书任务,声播,?,主app-其他,2071,200,5.4053519998791
20260103,激励视频-时长模式,效果广告,新义-v2,时长模式,1646,1564,110.35147
20260122,激励视频-福利页,效果广告,易点天下,福利页,80782,75158,2138.09794
20260101,极速版-激励视频-福利页,效果广告,美数_v2,极速版,2199,2169,64.74969
20260122,极速版免费领时长激励视频,声播,?,极速版,18,33,0.425517
20260119,激励视频-福利页-唤端广告,效果广告,旺脉2,福利页,18179,10897,224.10337
20260126,激励视频-福利页,效果广告,佳投-v2,福利页,29585,29407,756.0113
20260118,福利页-领现金-激励视频,adsounds,?,福利页,101,62,3.387907
20260105,激励视频-时长模式,品牌广告,汇川,时长模式,203071,187985,14631.16007
20260106,激励视频-时长模式,效果广告,点思,时长模式,99346,89390,7729.10874
20260113,极速版-激励视频-福利页,效果广告,ToBid聚合SDK,极速版,39509,34584,890.97544
20260119,福利页红包-激励视频,效果广告,穿山甲（模板）,极速版,6048,4103,28.735
20260103,激励视频-唤端广告,效果广告,广推,时长模式,35486,10560,1429.4921
20260116,激励视频-时长模式,品牌广告,汇川,时长模式,148721,135940,12391.49289
20260110,激励视频-时长模式,效果广告,广点通,时长模式,1064578,773578,81801.69043
20260106,激励视频-福利页,效果广告,易点天下,福利页,90394,84613,2784.75975
20260124,极速版-激励视频-福利页,adsounds,?,极速版,11691,11520,86.696603
20260108,激励视频-唤端广告,品牌广告,手淘_巨浪,时长模式,2414,565,58.95117
20260108,?,adsounds,?,极速版,0,2,0.0438212252519
20260115,福利页-领现金-激励视频,声播,?,福利页,99,84,1.437722
20260126,激励视频-听书任务,声播,?,主app-其他,1306,170,8.114130000027
20260119,首页金币播报-激励视频,效果广告,广点通,极速版,8064,7180,80.71434
20260123,极速版-激励视频-福利页唤端,品牌广告,汇川,极速版,11154,5413,107.47135
20260118,激励视频-福利页-唤端广告,效果广告,百度SDK,福利页,127307,109362,1154.77442
20260103,激励视频-时长模式,效果广告,点思,时长模式,89595,80895,9164.16008
20260101,福利页红包-激励视频,adsounds,?,极速版,802,808,24.98695
20260102,福利页-领现金-激励视频,品牌广告,汇川,福利页,107,93,2.47968
20260120,激励视频-时长模式,效果广告,华为,时长模式,1801,1701,141.13452
20260124,福利页-下载任务,效果广告,广点通,福利页,590204,441909,15448.50294
20260117,收听时长-超级翻倍-激励视频,品牌广告,拼多多,极速版,64,0,0.24273
20260114,激励视频-福利页,效果广告,VIVO,福利页,71413,65941,2887.23482
20260103,答题活动激励视频,效果广告,百度（模板）,极速版,3181,2395,23.82594
20260109,收听时长-激励视频,效果广告,广点通,极速版,184,73,2.76
20260115,激励视频-福利页-唤端广告,效果广告,荣耀_他方,福利页,8644,8072,133.73195
20260121,激励视频-时长模式,品牌广告,汇川,时长模式,170958,157293,13660.63911
20260112,福利页-提取现金-激励视频,效果广告,美数_v2,福利页,28,28,2.81736
20260123,福利页-下载任务,效果广告,VIVO,福利页,3472,932,87.83184
20260128,激励视频-福利页,效果广告,爱奇艺,福利页,220527,216702,5393.07127
20260103,激励视频-福利页-唤端广告,效果广告,爱奇艺,福利页,105104,83559,1724.92277
