Timestamp,ID,Protocol,Direction,NumField,MessageType,Message,HexData,Empty,TimeIndex,TimeSeconds,MessageCategory
12:36:22,865476,CCCH,Down, , RR NOTIFICATION_NCH, , , ,461,45382,Other
12:36:22,865486,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,462,45382,Other
12:36:22,865486,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,463,45382,Signaling
12:36:22,865527,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR NOTIFICATION_NCH",  0x05 0x06 0x20 0x8B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,464,45382,Other
12:36:22,865527,CCCH,Down, , RR NOTIFICATION_NCH, , , ,465,45382,Other
12:36:23,865578,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR NOTIFICATION_NCH",  0x05 0x06 0x20 0x8B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,466,45383,Other
12:36:23,865578,CCCH,Down, , RR NOTIFICATION_NCH, , , ,467,45383,Other
12:36:23,865588,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,468,45383,Other
12:36:23,865588,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,469,45383,Signaling
12:36:23,865690,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,470,45383,Other
12:36:23,865690,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,471,45383,Signaling
12:36:24,865792,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,472,45384,Other
12:36:24,865792,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,473,45384,Signaling
12:36:24,865829,BCCH,Down,867, ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR SYSTEM_INFORMATION_TYPE_2",  0x59 0x06 0x1A 0x9F 0xAB 0x50 0x24 0x40 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0xFF 0xA9 0xDF 0xFF, ,474,45384,Other
12:36:24,865829,BCCH,Down,867, RR SYSTEM_INFORMATION_TYPE_2, , , ,475,45384,Other
12:36:24,865880,BCCH,Down,867, ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR SYSTEM_INFORMATION_TYPE_3",  0x49 0x06 0x1B 0x2B 0xDF 0x05 0xF5 0x61 0x00 0x68 0xD0 0x00 0x01 0x64 0x40 0x06 0xA9 0xDF 0xFF 0x3C 0x2B 0x2B 0x2B, ,476,45384,Other
12:36:24,865880,BCCH,Down,867, RR SYSTEM_INFORMATION_TYPE_3, , , ,477,45384,Other
12:36:24,865894,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,478,45384,Other
12:36:24,865894,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,479,45384,Signaling
12:36:24,865931,BCCH,Down,867, ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR SYSTEM_INFORMATION_TYPE_4",  0x31 0x06 0x1C 0x05 0xF5 0x61 0x00 0x68 0x40 0x06 0xA9 0xDF 0xFF 0x01 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,480,45384,Other
12:36:24,865931,BCCH,Down,867, RR SYSTEM_INFORMATION_TYPE_4, , , ,481,45384,Other
12:36:25,865982,BCCH,Down,867, ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR SYSTEM_INFORMATION_TYPE_13",  0x01 0x06 0x00 0xF0 0x1A 0x38 0x48 0x7C 0xC9 0x32 0xA6 0x0C 0x25 0xA4 0xCB 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,482,45385,Other
12:36:25,865982,BCCH,Down,867, RR SYSTEM_INFORMATION_TYPE_13, , , ,483,45385,Other
12:36:25,865996,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,484,45385,Other
12:36:25,865996,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,485,45385,Signaling
12:36:25,866033,BCCH,Down,867, ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR SYSTEM_INFORMATION_TYPE_2",  0x59 0x06 0x1A 0x9F 0xAB 0x50 0x24 0x40 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0xFF 0xA9 0xDF 0xFF, ,486,45385,Other
12:36:25,866033,BCCH,Down,867, RR SYSTEM_INFORMATION_TYPE_2, , , ,487,45385,Other
12:36:25,866098,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,488,45385,Other
12:36:25,866098,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,489,45385,Signaling
12:36:26,866186,BCCH,Down,867, ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR SYSTEM_INFORMATION_TYPE_1",  0x55 0x06 0x19 0x8F 0xA7 0x80 0x00 0x08 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0x00 0xA9 0xDF 0xFF 0x83, ,490,45386,Other
12:36:26,866186,BCCH,Down,867, RR SYSTEM_INFORMATION_TYPE_1, , , ,491,45386,Other
12:36:26,866200,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,492,45386,Other
12:36:26,866200,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,493,45386,Signaling
12:36:26,866241,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR NOTIFICATION_NCH",  0x05 0x06 0x20 0x8B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,494,45386,Other
12:36:26,866241,CCCH,Down, , RR NOTIFICATION_NCH, , , ,495,45386,Other
12:36:26,866292,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR NOTIFICATION_NCH",  0x05 0x06 0x20 0x8B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,496,45386,Other
12:36:26,866292,CCCH,Down, , RR NOTIFICATION_NCH, , , ,497,45386,Other
12:36:26,866302,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,498,45386,Other
12:36:26,866302,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,499,45386,Signaling
12:36:26,866343,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR NOTIFICATION_NCH",  0x05 0x06 0x20 0x8B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,500,45386,Other
12:36:26,866343,CCCH,Down, , RR NOTIFICATION_NCH, , , ,501,45386,Other
12:36:27,866404,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,502,45387,Other
12:36:27,866404,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,503,45387,Signaling
12:36:27,866506,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,504,45387,Other
12:36:27,866506,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,505,45387,Signaling
12:36:27,866608,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,506,45387,Other
12:36:27,866608,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,507,45387,Signaling
12:36:28,866649,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR NOTIFICATION_NCH",  0x05 0x06 0x20 0x8B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,508,45388,Other
12:36:28,866649,CCCH,Down, , RR NOTIFICATION_NCH, , , ,509,45388,Other
12:36:28,866700,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR NOTIFICATION_NCH",  0x05 0x06 0x20 0x8B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,510,45388,Other
12:36:28,866700,CCCH,Down, , RR NOTIFICATION_NCH, , , ,511,45388,Other
12:36:28,866710,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,512,45388,Other
12:36:28,866710,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,513,45388,Signaling
12:36:28,866751,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR NOTIFICATION_NCH",  0x05 0x06 0x20 0x8B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,514,45388,Other
12:36:28,866751,CCCH,Down, , RR NOTIFICATION_NCH, , , ,515,45388,Other
12:36:28,866812,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,516,45388,Other
12:36:28,866812,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,517,45388,Signaling
12:36:29,866914,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,518,45389,Other
12:36:29,866914,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,519,45389,Signaling
12:36:29,867016,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,520,45389,Other
12:36:29,867016,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,521,45389,Signaling
12:36:30,867118,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,522,45390,Other
12:36:30,867118,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,523,45390,Signaling
12:36:30,867220,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,524,45390,Other
12:36:30,867220,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,525,45390,Signaling
12:36:31,867322,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,526,45391,Other
12:36:31,867322,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,527,45391,Signaling
12:36:31,867424,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,528,45391,Other
12:36:31,867424,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,529,45391,Signaling
12:36:32,867526,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,530,45392,Other
12:36:32,867526,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,531,45392,Signaling
12:36:32,867628,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,532,45392,Other
12:36:32,867628,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,533,45392,Signaling
12:36:33,867730,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,534,45393,Other
12:36:33,867730,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,535,45393,Signaling
12:36:33,867832,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,536,45393,Other
12:36:33,867832,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,537,45393,Signaling
12:36:34,867924,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR NOTIFICATION_NCH",  0x05 0x06 0x20 0x8B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,538,45394,Other
12:36:34,867924,CCCH,Down, , RR NOTIFICATION_NCH, , , ,539,45394,Other
12:36:34,867934,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,540,45394,Other
12:36:34,867934,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,541,45394,Signaling
12:36:34,867975,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR NOTIFICATION_NCH",  0x05 0x06 0x20 0x8B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,542,45394,Other
12:36:34,867975,CCCH,Down, , RR NOTIFICATION_NCH, , , ,543,45394,Other
12:36:34,868026,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR NOTIFICATION_NCH",  0x05 0x06 0x20 0x8B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,544,45394,Other
12:36:34,868026,CCCH,Down, , RR NOTIFICATION_NCH, , , ,545,45394,Other
12:36:34,868036,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,546,45394,Other
12:36:34,868036,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,547,45394,Signaling
12:36:35,868138,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,548,45395,Other
12:36:35,868138,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,549,45395,Signaling
12:36:35,868240,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,550,45395,Other
12:36:35,868240,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,551,45395,Signaling
12:36:35,868342,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,552,45395,Other
12:36:35,868342,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,553,45395,Signaling
12:36:36,868444,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,554,45396,Other
12:36:36,868444,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,555,45396,Signaling
12:36:36,868546,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x25 0x06 0x21 0x00 0x05 0xF4 0x0B 0x92 0x7D 0x12 0x9B 0x33 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,556,45396,Other
12:36:36,868546,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,557,45396,Signaling
12:36:37,868648,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,558,45397,Other
12:36:37,868648,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,559,45397,Signaling
12:36:37,868750,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,560,45397,Other
12:36:37,868750,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,561,45397,Signaling
12:36:38,868852,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,562,45398,Other
12:36:38,868852,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,563,45398,Signaling
12:36:38,868954,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,564,45398,Other
12:36:38,868954,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,565,45398,Signaling
12:36:39,869056,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,566,45399,Other
12:36:39,869056,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,567,45399,Signaling
12:36:39,869148,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR NOTIFICATION_NCH",  0x05 0x06 0x20 0x8B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,568,45399,Other
12:36:39,869148,CCCH,Down, , RR NOTIFICATION_NCH, , , ,569,45399,Other
12:36:39,869158,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR PAGING_REQUEST_TYPE_1",  0x15 0x06 0x21 0x00 0x01 0xF0 0x9B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,570,45399,Other
12:36:39,869158,CCCH,Down, , RR PAGING_REQUEST_TYPE_1, , , ,571,45399,Signaling
12:36:39,869199,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR NOTIFICATION_NCH",  0x05 0x06 0x20 0x8B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,572,45399,Other
12:36:39,869199,CCCH,Down, , RR NOTIFICATION_NCH, , , ,573,45399,Other
12:36:40,869250,CCCH,Down, , ," SAPI: 0 C: UI-Frame,                                       M:0 Length: 23    MT:RR NOTIFICATION_NCH",  0x05 0x06 0x20 0x8B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B 0x2B, ,574,45400,Other
12:36:40,869250,CCCH,Down, , RR NOTIFICATION_NCH, , , ,575,45400,Other
