SHIPMENT_ID,CARRIER_ID,EMAIL_COUNT,UNIQUE_EMAIL_COUNT,PHONE_COUNT,UNIQUE_PHONE_COUNT,TOTAL_ROWS
73332,21737,1,1,1,1,1
72728,33041,1,1,1,1,1
73261,33472,1,1,1,1,1
72537,37799,1,1,1,1,1
72949,21532,1,1,1,1,1
72493,21333,1,1,1,1,1
73332,21949,1,1,1,1,1
73131,36934,3,1,3,2,3
72723,22211,8,1,8,5,8
72727,22211,16,1,16,10,16
73015,37510,5,1,3,1,5
73418,34064,2,1,2,2,2
73504,34064,2,2,2,2,2
72949,36742,1,1,2,2,2
73118,34064,5,2,5,4,5
73132,34064,5,2,5,4,5
72728,22211,5,1,5,5,5
73247,32782,2,2,1,1,2
73285,22131,2,1,2,2,2
73355,34064,4,2,4,3,4
73014,34351,3,2,3,2,3
73133,36934,3,1,3,2,3
73130,34064,2,2,2,2,2
73250,22067,3,1,3,2,3
73325,30021,2,1,2,2,2
73332,20856,2,1,2,2,2
72703,22131,4,3,4,3,4
71970,35820,2,1,2,2,2
72949,35820,2,2,2,2,2
73261,36457,2,1,2,2,2
72721,22211,15,1,15,9,15
72721,23232,3,2,3,2,3
73261,21835,4,2,4,4,4
73140,33763,3,2,3,2,3
72505,21617,2,2,2,2,2
72924,37418,1,1,0,0,1
73480,36846,1,1,1,1,1
73250,33455,2,1,2,1,2
72754,37823,1,1,1,1,1
73018,20755,1,1,1,1,1
72949,21468,1,1,1,1,1
73275,33509,1,1,0,0,1
73322,35593,1,1,0,0,1
73325,21858,3,1,3,1,3
73342,28357,1,1,0,0,1
73176,34064,1,1,1,1,1
72693,21936,1,1,1,1,1
73134,36289,1,1,1,1,1
72759,36092,1,1,1,1,1
73550,37537,1,1,1,1,1
73137,35593,1,1,0,0,1
72926,21064,1,1,1,1,1
72504,27902,1,1,1,1,1
72563,22525,1,1,1,1,1
73211,22486,1,1,1,1,1
73285,36011,1,1,1,1,1
73515,35880,2,1,2,1,2
72597,23397,1,1,1,1,1
73275,36174,1,1,1,1,1
72348,35819,1,1,1,1,1
72496,34064,1,1,1,1,1
72683,30557,1,1,1,1,1
73250,21384,2,1,2,1,2
72763,36092,1,1,1,1,1
73541,37782,4,1,4,1,4
72728,35011,1,1,1,1,1
72686,35782,0,0,1,1,1
73261,37404,0,0,1,1,1
72460,29809,1,1,1,1,1
72683,36272,1,1,1,1,1
73148,37508,1,1,1,1,1
72916,37415,1,1,1,1,1
73261,22486,1,1,1,1,1
72949,36457,1,1,1,1,1
72883,36090,1,1,1,1,1
72348,22197,1,1,0,0,1
72511,21957,1,1,1,1,1
73550,34064,1,1,1,1,1
73140,36406,1,1,1,1,1
73328,21116,1,1,1,1,1
73253,37034,0,0,1,1,1
73212,21707,1,1,1,1,1
72777,20755,1,1,1,1,1
73492,34064,1,1,1,1,1
73019,36934,1,1,1,1,1
73129,36289,2,1,2,1,2
73130,22743,1,1,1,1,1
73340,33704,1,1,1,1,1
73132,37821,1,1,1,1,1
72338,33074,4,1,4,1,4
73247,37000,1,1,1,1,1
72949,24056,1,1,1,1,1
72735,37491,0,0,1,1,1
73129,36026,1,1,1,1,1
72723,35774,0,0,1,1,1
73019,33523,1,1,1,1,1
72765,36826,1,1,1,1,1
72537,33932,1,1,1,1,1
73340,37445,1,1,1,1,1
73325,33825,1,1,1,1,1
72776,22131,2,1,2,2,2
72592,35784,1,1,1,1,1
72496,33315,1,1,1,1,1
73223,21019,1,1,1,1,1
73205,35593,2,1,0,0,2
71998,36742,0,0,1,1,1
72924,36832,1,1,1,1,1
72688,34064,2,1,2,2,2
72338,21388,2,1,2,1,2
73137,24674,1,1,1,1,1
73247,22486,1,1,1,1,1
73130,37148,1,1,1,1,1
72916,37722,0,0,1,1,1
72563,21116,1,1,1,1,1
73549,38057,1,1,1,1,1
73309,21384,1,1,1,1,1
73538,21570,1,1,1,1,1
72686,34530,1,1,1,1,1
72772,21741,1,1,1,1,1
72836,23401,1,1,1,1,1
73261,37034,1,1,1,1,1
72931,27902,1,1,1,1,1
73148,36238,1,1,1,1,1
73133,37000,1,1,1,1,1
72949,33455,1,1,1,1,1
72539,21498,1,1,0,0,1
72756,22131,1,1,1,1,1
72949,23397,1,1,1,1,1
73139,22426,1,1,1,1,1
72736,37813,1,1,1,1,1
72686,34645,1,1,1,1,1
72842,32935,1,1,1,1,1
72496,35949,1,1,0,0,1
73355,21116,2,1,2,1,2
73546,34495,1,1,1,1,1
73205,21737,1,1,1,1,1
72632,21617,1,1,1,1,1
73332,22205,1,1,1,1,1
73233,34064,1,1,1,1,1
72345,33888,1,1,1,1,1
72384,21285,1,1,1,1,1
73220,37628,1,1,1,1,1
72761,36485,2,1,2,1,2
72631,24159,1,1,1,1,1
72065,36251,0,0,1,1,1
73027,35880,1,1,1,1,1
73323,35593,1,1,0,0,1
73139,20816,1,1,1,1,1
73018,37000,2,1,2,1,2
72543,21064,1,1,1,1,1
72726,36468,1,1,1,1,1
73119,34059,1,1,1,1,1
72775,21116,1,1,1,1,1
73261,37394,0,0,1,1,1
73133,34059,1,1,1,1,1
72949,36779,0,0,1,1,1
73179,37196,1,1,1,1,1
73140,36303,1,1,1,1,1
73014,37951,1,1,1,1,1
72949,36374,3,2,3,2,3
72721,35815,1,1,1,1,1
71998,37017,0,0,1,1,1
73139,20755,3,2,3,1,3
73328,34059,3,1,3,1,3
73140,23409,2,1,2,1,2
73250,22486,1,1,1,1,1
73119,36934,3,1,3,2,3
73418,34205,1,1,1,1,1
73445,36308,1,1,1,1,1
72723,33188,1,1,1,1,1
73346,37489,1,1,1,1,1
72596,34773,2,1,2,1,2
72617,33888,1,1,1,1,1
72926,36829,1,1,1,1,1
73230,37000,0,0,1,1,1
73253,33763,2,1,2,1,2
73325,21116,9,1,9,2,9
72924,35813,1,1,1,1,1
73206,24694,1,1,1,1,1
72720,35825,1,1,1,1,1
73247,35774,1,1,1,1,1
72494,36813,2,1,2,1,2
73348,37901,1,1,1,1,1
73495,33139,1,1,1,1,1
72930,21129,1,1,1,1,1
72916,36832,1,1,1,1,1
72924,22233,1,1,1,1,1
73044,35593,1,1,0,0,1
73027,36457,0,0,1,1,1
72743,33074,1,1,1,1,1
72769,35109,1,1,1,1,1
73389,37530,2,1,2,1,2
73496,34064,1,1,1,1,1
72765,21858,1,1,1,1,1
73209,23788,1,1,1,1,1
72949,36382,1,1,1,1,1
72493,34530,1,1,1,1,1
73325,21468,2,1,2,1,2
72632,21532,1,1,1,1,1
72688,36423,1,1,1,1,1
72711,22486,1,1,1,1,1
73349,37537,0,0,1,1,1
73018,36934,3,1,4,2,4
73261,37379,0,0,1,1,1
72703,35831,0,0,1,1,1
73018,33523,1,1,1,1,1
72760,22131,1,1,1,1,1
72592,35126,1,1,1,1,1
72712,36040,1,1,1,1,1
73345,36468,1,1,1,1,1
72777,38039,1,1,1,1,1
73332,35845,1,1,1,1,1
72767,36092,1,1,0,0,1
72496,22077,1,1,1,1,1
73536,26368,1,1,1,1,1
72745,36026,1,1,1,1,1
73211,32935,1,1,1,1,1
73132,36934,3,1,3,2,3
73275,37560,1,1,1,1,1
73133,37812,1,1,1,1,1
72688,22743,1,1,1,1,1
72757,35820,1,1,1,1,1
73515,21949,1,1,1,1,1
73418,37707,0,0,1,1,1
73118,34059,1,1,1,1,1
72536,24674,1,1,0,0,1
72391,35783,2,1,2,1,2
72693,22067,1,1,1,1,1
73223,37553,1,1,0,0,1
73550,21858,1,1,1,1,1
72776,22197,1,1,1,1,1
73250,33188,5,1,5,1,5
73018,37821,1,1,1,1,1
72777,36485,1,1,1,1,1
72930,37724,1,1,1,1,1
72924,37419,0,0,1,1,1
72543,36931,0,0,1,1,1
73119,37812,1,1,1,1,1
72728,20875,1,1,1,1,1
72780,36835,1,1,1,1,1
72493,35915,0,0,1,1,1
73140,36423,1,1,1,1,1
73328,24964,1,1,1,1,1
73223,35381,2,1,2,2,2
73346,37551,0,0,1,1,1
73261,21299,1,1,1,1,1
72743,36026,1,1,1,1,1
72683,30555,2,1,2,1,2
72914,34773,3,1,3,2,3
73015,37477,3,1,3,1,3
72924,37722,1,1,1,1,1
73538,26368,1,1,1,1,1
73129,37145,1,1,1,1,1
73021,24694,1,1,1,1,1
73032,36289,2,1,2,1,2
72683,36100,1,1,1,1,1
73511,34064,1,1,1,1,1
71998,35228,0,0,1,1,1
73322,22557,2,1,2,1,2
72769,36406,0,0,1,1,1
72535,20837,1,1,1,1,1
73235,37235,0,0,1,1,1
73389,21505,1,1,1,1,1
73261,36374,1,1,1,1,1
71970,26693,1,1,1,1,1
72688,36786,1,1,1,1,1
72378,36220,0,0,1,1,1
72949,20787,1,1,1,1,1
72949,24964,2,1,2,2,2
73132,26724,1,1,1,1,1
73539,26368,1,1,1,1,1
73018,34205,4,1,4,1,4
72557,22419,1,1,1,1,1
72496,20760,1,1,1,1,1
73139,37500,1,1,1,1,1
73464,26214,1,1,1,1,1
73173,29963,1,1,1,1,1
72765,33074,1,1,1,1,1
73501,35628,1,1,1,1,1
73392,22432,1,1,1,1,1
73261,37177,2,1,2,1,2
72949,36679,0,0,3,1,3
72745,33074,1,1,1,1,1
72455,35109,1,1,1,1,1
72891,36465,0,0,1,1,1
72683,22211,1,1,1,1,1
72702,37832,1,1,2,1,2
72702,20755,1,1,1,1,1
72776,30557,1,1,1,1,1
72491,23333,1,1,1,1,1
73389,22288,1,1,1,1,1
72693,21019,2,1,2,1,2
72622,21377,1,1,1,1,1
72727,21384,1,1,1,1,1
72491,35820,1,1,1,1,1
72494,21116,1,1,1,1,1
72391,37732,0,0,1,1,1
72702,38039,1,1,1,1,1
72592,34008,1,1,1,1,1
73496,36471,2,1,2,1,2
72861,36157,1,1,1,1,1
72592,21413,1,1,1,1,1
73253,37041,2,1,1,1,2
72504,21384,1,1,1,1,1
72949,20995,1,1,1,1,1
73191,36468,1,1,1,1,1
71998,36217,0,0,1,1,1
72761,20856,2,1,2,1,2
72306,35977,1,1,1,1,1
72688,36406,1,1,1,1,1
73139,27482,1,1,1,1,1
73191,35672,1,1,1,1,1
73142,37216,1,1,2,1,2
72723,22480,1,1,1,1,1
72780,21064,1,1,1,1,1
72491,37520,0,0,1,1,1
72776,36040,2,1,2,1,2
73140,23451,1,1,0,0,1
73140,27311,1,1,1,1,1
73486,37915,1,1,1,1,1
73015,34151,1,1,1,1,1
73285,21505,1,1,1,1,1
73285,37606,0,0,1,1,1
73140,20816,2,1,2,1,2
73366,20756,1,1,1,1,1
72926,36468,1,1,1,1,1
72878,36501,1,1,1,1,1
73464,37112,1,1,1,1,1
73205,36389,1,1,1,1,1
72491,37141,1,1,1,1,1
73014,33763,1,1,1,1,1
72065,21166,1,1,1,1,1
72510,36983,0,0,1,1,1
72727,23232,1,1,1,1,1
72714,27902,1,1,1,1,1
72683,21029,1,1,1,1,1
73417,37716,0,0,1,1,1
72592,21637,1,1,1,1,1
72504,24693,1,1,1,1,1
73014,34064,1,1,1,1,1
72930,37415,1,1,1,1,1
73536,21570,1,1,1,1,1
73432,21019,1,1,1,1,1
73130,36026,1,1,1,1,1
73179,35011,1,1,1,1,1
72926,34331,1,1,1,1,1
73261,30787,1,1,0,0,1
73132,37000,1,1,1,1,1
72413,36485,4,1,4,1,4
72688,35788,1,1,1,1,1
72746,33074,1,1,1,1,1
72917,21465,1,1,1,1,1
73464,33704,1,1,1,1,1
72712,22131,1,1,1,1,1
73514,20837,1,1,1,1,1
73211,20755,1,1,1,1,1
73581,21486,1,1,1,1,1
73324,37547,1,1,1,1,1
72683,34331,1,1,1,1,1
73225,35820,1,1,1,1,1
73514,35829,1,1,1,1,1
73332,21701,1,1,1,1,1
73153,35788,1,1,1,1,1
72841,36137,0,0,1,1,1
73445,21570,1,1,1,1,1
72884,34142,1,1,1,1,1
72906,36201,1,1,1,1,1
73392,21672,2,1,2,1,2
72775,36501,1,1,1,1,1
73355,20755,1,1,1,1,1
73347,21116,2,1,2,1,2
73348,21116,1,1,1,1,1
72949,36090,1,1,1,1,1
73275,21029,1,1,1,1,1
72688,36229,1,1,1,1,1
73116,24694,1,1,1,1,1
73224,21019,1,1,1,1,1
72688,27902,1,1,1,1,1
73253,33188,5,1,5,1,5
73392,21507,1,1,1,1,1
73203,23397,1,1,1,1,1
72585,35225,1,1,1,1,1
72686,23060,1,1,1,1,1
72761,23237,1,1,1,1,1
73328,25153,1,1,1,1,1
73140,37706,1,1,1,1,1
73325,21412,1,1,1,1,1
72864,38047,0,0,1,1,1
73325,36934,5,1,5,1,5
73018,26724,1,1,1,1,1
72537,36251,1,1,1,1,1
73515,21019,2,1,2,1,2
71998,35657,0,0,1,1,1
73432,35813,1,1,1,1,1
72757,36829,1,1,1,1,1
72916,28621,1,1,1,1,1
72712,21064,1,1,1,1,1
73032,36910,0,0,1,1,1
73247,33893,1,1,1,1,1
72683,20755,2,2,2,1,2
72563,22131,1,1,1,1,1
73309,22077,1,1,1,1,1
72916,34530,2,1,2,1,2
73261,33704,1,1,1,1,1
72683,22077,3,1,3,1,3
72774,33074,1,1,1,1,1
72836,35820,1,1,1,1,1
72822,22801,1,1,0,0,1
73253,35821,1,1,1,1,1
73014,37000,5,1,5,1,5
73418,37711,0,0,1,1,1
73018,36026,4,1,4,1,4
72772,36210,0,0,1,1,1
72504,35820,1,1,1,1,1
73275,21064,1,1,1,1,1
72864,21117,4,1,4,1,4
72763,34064,1,1,1,1,1
73261,33763,1,1,1,1,1
73027,36374,1,1,1,1,1
72842,36026,1,1,1,1,1
72757,22131,1,1,1,1,1
73332,21507,2,1,2,1,2
73537,38029,0,0,1,1,1
73261,21714,2,1,2,1,2
72754,21116,3,1,3,2,3
73118,37812,1,1,1,1,1
73367,21377,1,1,1,1,1
72949,36769,1,1,1,1,1
72949,22067,1,1,1,1,1
73129,37148,1,1,1,1,1
73197,36982,0,0,1,1,1
72949,36458,1,1,1,1,1
73203,21417,1,1,1,1,1
73537,21570,1,1,1,1,1
73129,34064,1,1,1,1,1
73022,36507,2,1,2,1,2
73261,20959,1,1,1,1,1
72917,35819,1,1,1,1,1
72841,32935,1,1,1,1,1
72543,22233,1,1,1,1,1
73328,35828,1,1,1,1,1
72535,36406,1,1,1,1,1
72721,35011,1,1,1,1,1
73275,37112,1,1,1,1,1
73389,36308,1,1,1,1,1
73332,36217,1,1,1,1,1
73476,21949,1,1,1,1,1
72493,21637,1,1,1,1,1
72419,36202,1,1,1,1,1
73205,21915,1,1,1,1,1
72723,22067,2,1,2,1,2
72917,36303,1,1,1,1,1
72535,36979,0,0,1,1,1
72930,33674,1,1,1,1,1
73021,36507,1,1,1,1,1
72949,430,0,0,1,1,1
71970,36429,1,1,1,1,1
72683,36802,1,1,1,1,1
72949,36793,0,0,1,1,1
72926,35784,1,1,1,1,1
72493,34064,1,1,1,1,1
72493,33315,1,1,1,1,1
73253,20856,1,1,1,1,1
73253,33455,2,1,2,1,2
72640,37972,1,1,1,1,1
72340,35814,0,0,1,1,1
73022,36934,1,1,1,1,1
72884,35820,1,1,1,1,1
72836,23446,1,1,1,1,1
73145,36457,1,1,1,1,1
72391,37735,0,0,1,1,1
72931,35209,1,1,1,1,1
72864,30119,1,1,1,1,1
73261,21253,1,1,1,1,1
73019,35778,1,1,1,1,1
72703,35827,1,1,1,1,1
73285,35997,1,1,1,1,1
73389,30787,1,1,0,0,1
73179,37745,1,1,1,1,1
71998,37943,0,0,1,1,1
73142,23397,1,1,1,1,1
73131,37821,1,1,1,1,1
72876,36293,0,0,1,1,1
72496,24674,1,1,1,1,1
73254,22077,1,1,1,1,1
73261,35593,1,1,0,0,1
73261,20856,1,1,1,1,1
73027,36325,1,1,1,1,1
73550,22426,1,1,1,1,1
72745,36090,0,0,1,1,1
72493,24674,1,1,1,1,1
73247,21384,2,1,2,1,2
72702,26323,1,1,1,1,1
72924,35672,1,1,1,1,1
72745,21205,2,1,2,1,2
72596,35109,1,1,1,1,1
72639,20875,1,1,1,1,1
72493,21328,1,1,1,1,1
73014,21384,2,1,2,1,2
73346,20856,1,1,1,1,1
73285,33932,1,1,1,1,1
73360,20750,1,1,1,1,1
72822,23397,2,1,2,1,2
72779,35782,1,1,1,1,1
72592,36229,1,1,1,1,1
73203,24056,1,1,1,1,1
72864,20750,1,1,1,1,1
72702,21468,1,1,1,1,1
72496,35820,3,1,3,2,3
73138,36202,1,1,1,1,1
72914,34353,1,1,1,1,1
72761,21029,1,1,1,1,1
73019,36485,2,1,2,1,2
72765,34994,1,1,1,1,1
72949,33188,4,1,4,1,4
72348,23409,1,1,1,1,1
72496,35938,0,0,1,1,1
72822,22236,1,1,1,1,1
72538,37656,1,1,1,1,1
72589,35225,1,1,1,1,1
73208,22486,1,1,1,1,1
72683,21116,1,1,1,1,1
72736,20856,1,1,1,1,1
73140,20876,1,1,1,1,1
72592,30555,2,1,2,1,2
72916,36303,1,1,1,1,1
73247,37065,1,1,1,1,1
73130,37979,1,1,1,1,1
73253,22414,1,1,1,1,1
71998,37177,0,0,2,2,2
73130,22486,1,1,1,1,1
72726,36832,1,1,1,1,1
72842,36120,1,1,2,1,2
73285,35788,1,1,1,1,1
73360,37979,1,1,1,1,1
72762,37423,1,1,1,1,1
72743,35778,1,1,1,1,1
72065,36013,1,1,1,1,1
73118,36934,3,1,3,2,3
72683,34271,1,1,1,1,1
72735,33041,1,1,1,1,1
73253,37180,0,0,1,1,1
73139,21858,1,1,1,1,1
73389,22131,1,1,1,1,1
73129,21858,1,1,1,1,1
72773,37546,0,0,1,1,1
73261,35228,1,1,1,1,1
73014,22077,1,1,1,1,1
72593,35853,0,0,1,1,1
72460,23360,1,1,1,1,1
72563,22486,1,1,1,1,1
73449,21402,1,1,1,1,1
72712,36501,2,1,2,1,2
72413,36859,0,0,1,1,1
73332,36090,1,1,1,1,1
72348,21392,1,1,1,1,1
73275,20816,1,1,1,1,1
72632,35788,1,1,1,1,1
73139,37150,1,1,0,0,1
73134,34064,1,1,1,1,1
73029,37634,1,1,1,1,1
72563,21064,1,1,1,1,1
72949,21936,2,1,2,1,2
72777,26323,1,1,1,1,1
73432,22294,1,1,1,1,1
71977,22077,1,1,1,1,1
72926,36465,1,1,1,1,1
72916,37723,0,0,1,1,1
73303,23237,1,1,1,1,1
72726,36326,1,1,1,1,1
72822,33763,2,2,2,1,2
73247,23232,1,1,1,1,1
73464,21949,1,1,1,1,1
73341,37636,1,1,1,1,1
73549,38032,1,1,1,1,1
73325,23222,1,1,1,1,1
73581,21064,1,1,1,1,1
72841,20755,1,1,1,1,1
72744,36053,0,0,1,1,1
72949,24569,1,1,1,1,1
73118,37000,1,1,1,1,1
73018,34059,1,1,1,1,1
72720,35826,1,1,1,1,1
72065,430,0,0,1,1,1
72505,36305,0,0,1,1,1
73134,21116,2,1,2,1,2
72931,37654,1,1,1,1,1
73432,36276,1,1,1,1,1
73285,36497,1,1,1,1,1
72720,33423,1,1,1,1,1
73137,35788,1,1,1,1,1
73139,20750,1,1,1,1,1
73209,22486,1,1,1,1,1
73464,35820,1,1,1,1,1
73387,36974,1,1,1,1,1
72593,35788,1,1,1,1,1
73261,36276,1,1,1,1,1
72496,35912,2,1,2,1,2
73355,37972,1,1,2,1,2
73027,36305,1,1,1,1,1
72770,35788,1,1,1,1,1
72746,33523,1,1,1,1,1
73362,24056,1,1,1,1,1
73504,21116,3,1,3,1,3
73014,37491,1,1,1,1,1
72770,21234,1,1,1,1,1
73131,30048,1,1,0,0,1
73422,20755,1,1,1,1,1
72554,21858,1,1,1,1,1
73417,36829,1,1,1,1,1
72585,35109,1,1,1,1,1
72065,21714,3,3,3,1,3
73019,36957,1,1,1,1,1
73022,36957,2,1,2,1,2
72754,21117,3,1,3,1,3
73514,37968,0,0,1,1,1
73139,37148,1,1,1,1,1
73332,35821,1,1,1,1,1
73222,36202,1,1,1,1,1
73015,21938,1,1,1,1,1
72592,30557,2,1,2,1,2
73375,21191,1,1,1,1,1
73261,22470,1,1,1,1,1
73022,36026,2,1,2,1,2
72836,21116,1,1,1,1,1
72836,36501,0,0,1,1,1
73029,22197,1,1,0,0,1
73418,34233,1,1,1,1,1
73328,35812,1,1,1,1,1
73332,21835,2,1,2,1,2
73130,37500,1,1,1,1,1
73261,21949,1,1,1,1,1
72702,36859,2,1,2,1,2
72617,35778,1,1,1,1,1
73139,36026,1,1,1,1,1
72683,36278,1,1,1,1,1
73014,21129,2,1,2,1,2
72949,20844,1,1,1,1,1
72949,35954,1,1,1,1,1
72883,33074,1,1,1,1,1
73018,20750,1,1,1,1,1
73027,36444,0,0,1,1,1
72906,36120,1,1,1,1,1
73018,36507,2,1,2,1,2
73247,35880,1,1,1,1,1
73549,37972,3,1,3,2,3
73347,34064,2,2,2,2,2
73347,37901,1,1,1,1,1
73375,36688,2,1,2,1,2
73133,36026,2,1,2,1,2
72906,35815,1,1,1,1,1
72779,36885,0,0,1,1,1
72926,22233,1,1,1,1,1
73139,36974,1,1,1,1,1
73046,37594,2,1,1,1,2
73328,37827,1,1,1,1,1
73514,36458,1,1,1,1,1
72686,21064,2,1,2,1,2
71970,35978,1,1,1,1,1
72348,35789,1,1,1,1,1
73254,37983,1,1,1,1,1
73332,21498,1,1,0,0,1
73152,36308,1,1,1,1,1
73247,37114,0,0,3,1,3
73275,21672,2,1,2,1,2
73332,34271,1,1,1,1,1
73116,21064,1,1,1,1,1
73261,20787,2,1,2,1,2
72539,35109,1,1,1,1,1
73208,33074,1,1,1,1,1
73540,34495,1,1,1,1,1
72575,35772,0,0,1,1,1
73247,24569,1,1,1,1,1
73254,33763,1,1,1,1,1
73325,22486,3,2,3,2,3
72924,25153,1,1,1,1,1
72686,35783,0,0,1,1,1
73021,36485,2,1,2,1,2
73027,36382,1,1,1,1,1
72592,21362,1,1,1,1,1
72712,22197,1,1,0,0,1
73323,37445,1,1,1,1,1
72720,35808,1,1,1,1,1
72727,21413,1,1,1,1,1
73261,35678,1,1,1,1,1
73360,22426,1,1,1,1,1
72557,36057,1,1,0,0,1
72776,21064,2,1,2,1,2
72906,33704,1,1,1,1,1
72710,34530,1,1,1,1,1
73325,21333,1,1,1,1,1
72348,22236,1,1,1,1,1
71970,21617,1,1,1,1,1
72537,35783,2,1,2,1,2
72931,37825,1,1,1,1,1
73349,20867,1,1,1,1,1
73549,21871,1,1,1,1,1
73325,34079,2,1,2,1,2
73134,21377,2,1,2,1,2
71977,30021,1,1,1,1,1
72688,34079,1,1,0,0,1
72836,36497,0,0,2,1,2
73044,33906,1,1,1,1,1
73212,24694,1,1,1,1,1
73014,21958,2,1,2,1,2
72535,34327,1,1,1,1,1
72391,22233,1,1,1,1,1
73285,36308,1,1,1,1,1
72743,21205,1,1,1,1,1
72949,27429,1,1,1,1,1
73325,33074,5,1,5,1,5
73179,37394,1,1,1,1,1
72727,35820,1,1,1,1,1
73275,34079,1,1,0,0,1
73137,24694,2,1,2,1,2
73392,34487,1,1,1,1,1
73325,36026,3,1,3,1,3
73018,30048,1,1,0,0,1
73014,35817,1,1,1,1,1
73332,21064,1,1,1,1,1
73515,33639,1,1,1,1,1
73142,37495,0,0,1,1,1
73257,37419,1,1,1,1,1
72683,35880,1,1,1,1,1
73375,37760,1,1,1,1,1
72864,38048,0,0,1,1,1
72916,37438,0,0,1,1,1
73254,21417,1,1,1,1,1
73044,36174,1,1,1,1,1
73417,20755,2,2,2,1,2
73261,35845,1,1,1,1,1
73015,37543,1,1,1,1,1
72683,36304,1,1,1,1,1
73328,34205,2,1,2,1,2
73140,37912,1,1,1,1,1
73502,34064,1,1,1,1,1
71998,36458,0,0,1,1,1
72757,36507,1,1,1,1,1
72721,35820,1,1,1,1,1
73332,21384,1,1,1,1,1
73332,34487,1,1,1,1,1
72931,35620,1,1,1,1,1
72496,34331,1,1,1,1,1
72592,22077,1,1,1,1,1
73132,34205,3,1,3,1,3
73132,37812,1,1,1,1,1
73496,21554,1,1,1,1,1
72683,23060,2,2,2,1,2
73119,36026,2,1,2,1,2
72776,20760,1,1,0,0,1
72493,21577,1,1,1,1,1
73355,37901,1,1,1,1,1
72721,35822,2,1,2,1,2
72883,36829,1,1,1,1,1
72745,33523,1,1,1,1,1
72683,21858,1,1,1,1,1
73191,37555,1,1,1,1,1
73132,34059,1,1,1,1,1
72041,24694,1,1,1,1,1
72891,36468,1,1,0,0,1
72754,34064,1,1,1,1,1
73202,36974,1,1,1,1,1
73250,36217,1,1,1,1,1
73261,35880,1,1,1,1,1
72391,34994,2,1,2,2,2
72924,34331,1,1,1,1,1
73476,37854,1,1,1,1,1
73029,20856,1,1,1,1,1
72535,21373,2,1,2,1,2
72644,36110,1,1,1,1,1
73543,34495,1,1,1,1,1
73545,37782,3,1,3,1,3
72723,35776,0,0,1,1,1
72693,24964,1,1,1,1,1
72949,21064,2,1,2,1,2
72766,35880,1,1,1,1,1
72348,30062,1,1,1,1,1
72876,33004,1,1,1,1,1
72906,21064,1,1,1,1,1
72801,37156,1,1,1,1,1
73140,21468,1,1,1,1,1
73019,24694,1,1,1,1,1
72585,21413,1,1,1,1,1
72650,36225,1,1,0,0,1
73261,22288,3,1,3,1,3
72688,21714,1,1,1,1,1
72306,22197,1,1,0,0,1
72743,36090,1,1,1,1,1
72683,28621,1,1,1,1,1
72714,36312,1,1,2,1,2
72631,21384,3,1,3,1,3
72822,35790,2,1,2,1,2
73022,20750,1,1,1,1,1
72338,33888,1,1,1,1,1
72537,33472,1,1,1,1,1
72563,36040,1,1,1,1,1
73140,37864,1,1,1,1,1
73502,23766,1,1,1,1,1
73542,37782,3,1,3,1,3
72735,37000,1,1,1,1,1
73384,37004,1,1,1,1,1
72777,36501,1,1,1,1,1
72780,36308,2,1,2,1,2
72688,21310,1,1,1,1,1
72491,36238,1,1,1,1,1
72842,33523,1,1,1,1,1
72511,35991,1,1,1,1,1
73392,36090,1,1,1,1,1
72683,22197,1,1,1,1,1
72538,33932,1,1,1,1,1
73476,36452,1,1,1,1,1
72703,21491,1,1,1,1,1
73018,36485,2,1,2,1,2
73257,37983,1,1,1,1,1
73039,21064,1,1,1,1,1
73275,33704,2,1,2,1,2
72338,35778,1,1,1,1,1
72494,33523,1,1,1,1,1
73253,37061,0,0,9,1,9
73208,21707,1,1,1,1,1
73549,20755,2,1,2,1,2
72721,35774,1,1,1,1,1
71970,23222,1,1,1,1,1
73261,29842,1,1,0,0,1
73332,22432,1,1,1,1,1
72683,33904,1,1,1,1,1
72683,20837,1,1,1,1,1
73247,33188,5,1,5,1,5
72391,21714,1,1,1,1,1
72712,36497,2,1,2,1,2
72822,21714,1,1,1,1,1
72728,36023,0,0,1,1,1
72595,21936,2,1,2,1,2
72769,21064,1,1,1,1,1
73254,38015,1,1,1,1,1
73275,35880,2,1,2,1,2
72761,36210,1,1,1,1,1
73027,35845,1,1,1,1,1
72460,36029,1,1,1,1,1
72683,36805,1,1,1,1,1
73018,33074,2,1,2,1,2
73137,33523,1,1,1,1,1
72836,20952,1,1,1,1,1
73328,37628,1,1,1,1,1
73032,34064,1,1,1,1,1
73216,35774,1,1,1,1,1
72504,34530,2,1,2,1,2
73549,22426,1,1,1,1,1
73420,21958,1,1,1,1,1
73332,20755,1,1,1,1,1
73044,33041,1,1,1,1,1
73034,20756,1,1,1,1,1
72721,20755,1,1,1,1,1
73257,36468,1,1,1,1,1
73201,37711,2,1,2,1,2
72746,21205,1,1,1,1,1
72726,21064,1,1,1,1,1
73360,37972,1,1,1,1,1
73325,36202,1,1,1,1,1
72740,36424,1,1,0,0,1
73275,22067,2,1,2,1,2
72065,20810,1,1,1,1,1
72822,21333,1,1,1,1,1
73432,36742,2,1,2,1,2
73019,36507,2,1,2,1,2
73131,37000,1,1,1,1,1
73432,36023,1,1,1,1,1
72883,36471,1,1,1,1,1
72949,36674,1,1,3,1,3
