gameid,usd,eur,gbp,jpy,rub,date_acquired
627746,4.99,4.99,4.19,,442.0,2025-02-22
135767,,,,,,2025-02-22
24257,29.99,29.99,24.99,,2658.0,2025-02-22
24244,14.99,14.61,11.99,,,2025-02-22
24265,7.99,6.98,6.39,,849.0,2025-02-22
19332,19.99,19.99,15.99,,1772.0,2025-02-22
24215,14.99,11.99,9.99,,1329.0,2025-02-22
26054,29.99,29.99,19.99,,2658.0,2025-02-22
24072,19.99,19.99,15.99,,2126.0,2025-02-22
24030,19.99,19.99,15.99,,2126.0,2025-02-22
24059,29.99,29.98,24.99,,3189.0,2025-02-22
24060,19.99,19.99,15.99,,1772.0,2025-02-22
30973,,,,,,2025-02-22
24200,4.99,4.99,3.99,,442.0,2025-02-22
24241,11.99,11.99,9.59,,1063.0,2025-02-22
23886,17.99,17.98,14.39,,1913.0,2025-02-22
23967,24.99,24.99,19.99,,2215.0,2025-02-22
23768,4.99,4.87,4.99,,530.0,2025-02-22
23941,19.99,19.99,15.99,,2126.0,2025-02-22
23940,29.99,39.98,34.99,,2658.0,2025-02-22
23765,19.99,19.99,15.99,,1772.0,2025-02-22
23696,19.99,29.99,23.99,,877.0,2025-02-22
23716,29.99,29.23,24.99,,3189.0,2025-02-22
24010,4.99,4.99,3.99,,442.0,2025-02-22
23658,29.99,29.23,23.99,,3189.0,2025-02-22
23760,16.99,16.98,13.59,,1806.0,2025-02-22
24009,6.99,6.81,5.59,,743.0,2025-02-22
24140,7.99,6.98,6.39,,849.0,2025-02-22
24116,7.99,6.98,6.39,,849.0,2025-02-22
23942,4.99,4.99,3.99,,442.0,2025-02-22
24117,7.99,6.98,6.39,,849.0,2025-02-22
24111,7.99,6.98,6.39,,849.0,2025-02-22
23891,,,,,,2025-02-22
23986,,,,,,2025-02-22
23852,19.99,19.99,17.99,,1772.0,2025-02-22
23594,14.99,14.99,12.49,,1329.0,2025-02-22
23634,7.49,7.49,6.24,,664.0,2025-02-22
23848,7.99,6.98,6.39,,849.0,2025-02-22
24105,,,,,,2025-02-22
23567,,,,,,2025-02-22
24123,7.99,6.98,6.39,,849.0,2025-02-22
23558,12.99,12.99,10.39,,1151.0,2025-02-22
23523,19.99,19.99,15.99,,1772.0,2025-02-22
23580,34.99,34.99,27.99,,,2025-02-22
23638,9.99,9.99,8.39,,1062.0,2025-02-22
23868,14.99,14.61,11.99,,,2025-02-22
23513,19.99,19.99,15.99,,2126.0,2025-02-22
23440,19.99,19.99,15.99,,2126.0,2025-02-22
23418,4.99,,,,,2025-02-22
23657,9.99,9.99,7.99,,886.0,2025-02-22
23493,29.99,29.99,23.99,,2658.0,2025-02-22
23332,9.99,9.74,8.39,,1062.0,2025-02-22
23355,19.99,19.99,15.99,,2126.0,2025-02-22
21717,19.99,19.99,15.99,,1772.0,2025-02-22
21705,9.99,9.99,7.99,,1062.0,2025-02-22
21714,19.99,,,,,2025-02-22
21657,9.99,9.74,7.99,,1062.0,2025-02-22
23239,19.99,19.99,15.99,,2126.0,2025-02-22
21656,19.99,19.99,15.99,,2126.0,2025-02-22
23340,14.99,14.99,11.25,,1329.0,2025-02-22
23320,14.99,14.99,11.99,,1329.0,2025-02-22
21600,14.99,14.99,11.99,,1329.0,2025-02-22
23544,,,,,,2025-02-22
23412,14.99,14.61,11.99,,1594.0,2025-02-22
23326,7.99,6.98,6.39,,849.0,2025-02-22
23296,14.99,14.99,11.99,,1329.0,2025-02-22
3439,,,,,,2025-02-22
21725,19.99,19.99,15.99,,2126.0,2025-02-22
21630,19.99,19.99,16.99,,1772.0,2025-02-22
23347,7.99,7.99,6.69,,849.0,2025-02-22
21563,14.99,14.61,11.99,,1594.0,2025-02-22
23298,39.99,39.99,32.79,,3545.0,2025-02-22
21654,29.99,29.99,23.99,,2658.0,2025-02-22
21371,19.99,19.99,15.99,,1772.0,2025-02-22
21313,19.99,19.99,16.74,,2126.0,2025-02-22
21330,14.99,14.99,10.99,,1594.0,2025-02-22
21240,9.99,9.99,7.99,,886.0,2025-02-22
21305,24.99,24.99,20.99,,2215.0,2025-02-22
21168,11.99,11.99,9.59,,1063.0,2025-02-22
21207,29.99,29.99,23.99,,2658.0,2025-02-22
625670,19.99,19.99,14.99,,1772.0,2025-02-22
21597,18.99,18.98,15.19,,2019.0,2025-02-22
21045,29.99,29.99,24.99,,3189.0,2025-02-22
21078,14.99,14.99,11.99,,1594.0,2025-02-22
21017,4.99,4.99,4.19,,530.0,2025-02-22
21184,29.99,29.99,23.99,,,2025-02-22
20985,9.99,9.74,7.99,,1062.0,2025-02-22
21237,4.99,4.99,4.19,,442.0,2025-02-22
20885,29.99,29.99,23.99,,2658.0,2025-02-22
20033,,,,,,2025-02-22
20903,39.99,39.99,31.99,,3545.0,2025-02-22
21378,7.99,6.98,6.39,,849.0,2025-02-22
20020,14.99,14.99,11.99,,1594.0,2025-02-22
20983,9.99,9.99,7.99,,1062.0,2025-02-22
21167,,,,,,2025-02-22
20055,19.99,,16.74,,1772.0,2025-02-22
21341,7.99,6.98,6.39,,849.0,2025-02-22
21395,7.99,6.98,6.39,,849.0,2025-02-22
21140,39.99,39.99,34.99,,3545.0,2025-02-22
21205,7.99,6.98,6.39,,849.0,2025-02-22
20893,14.99,,11.99,,,2025-02-22
21065,7.99,6.98,6.39,,849.0,2025-02-22
20016,,,,,,2025-02-22
19954,19.99,19.99,16.74,,2126.0,2025-02-22
19900,14.99,14.61,11.99,,1594.0,2025-02-22
21082,,,,,,2025-02-22
19967,14.99,14.99,11.99,,1329.0,2025-02-22
19874,7.99,7.99,6.69,,708.0,2025-02-22
19901,29.99,29.99,26.99,,2658.0,2025-02-22
19883,14.99,14.99,11.99,,1329.0,2025-02-22
19906,19.99,19.99,14.99,,1772.0,2025-02-22
19822,14.99,14.99,11.99,,1329.0,2025-02-22
19952,29.99,29.23,23.99,,3189.0,2025-02-22
19683,39.99,46.49,33.19,,3545.0,2025-02-22
19844,19.99,19.99,16.74,,1772.0,2025-02-22
19774,9.99,9.74,,,1062.0,2025-02-22
19677,11.99,11.99,9.59,,1063.0,2025-02-22
19614,11.99,11.99,9.59,,1063.0,2025-02-22
19772,9.99,9.99,8.39,,886.0,2025-02-22
19565,29.99,29.99,23.99,,2658.0,2025-02-22
19858,,,,,,2025-02-22
19613,14.99,13.49,10.79,,1594.0,2025-02-22
19588,12.99,,10.39,,,2025-02-22
19558,9.99,9.74,7.99,,1062.0,2025-02-22
19569,14.99,14.99,11.99,,1594.0,2025-02-22
19948,34.99,29.23,,,3721.0,2025-02-22
19775,,,,,,2025-02-22
19773,16.99,16.99,14.24,,1506.0,2025-02-22
19535,29.99,,24.99,,2658.0,2025-02-22
19568,,,,,,2025-02-22
19751,,69.99,,,,2025-02-22
628991,9.99,9.99,8.39,,886.0,2025-02-22
19516,7.99,7.99,6.39,,708.0,2025-02-22
19524,9.99,9.99,7.99,,1062.0,2025-02-22
19592,,,,,,2025-02-22
628992,4.99,4.99,4.19,,442.0,2025-02-22
19421,14.99,14.99,11.99,,,2025-02-22
19744,7.99,6.98,6.39,,849.0,2025-02-22
19359,6.99,,,,,2025-02-22
20791,19.99,19.99,16.74,,1772.0,2025-02-22
19422,19.99,19.99,14.99,,2126.0,2025-02-22
20756,14.99,14.99,12.49,,1329.0,2025-02-22
20781,14.99,14.99,12.49,,1329.0,2025-02-22
20884,29.99,29.99,24.99,,2658.0,2025-02-22
20588,7.99,7.78,6.39,,849.0,2025-02-22
20609,9.99,9.99,8.39,,886.0,2025-02-22
20808,39.99,39.99,34.99,,3545.0,2025-02-22
20759,14.99,14.99,11.99,,1329.0,2025-02-22
20582,,,,,,2025-02-22
20583,,,,,,2025-02-22
20504,59.99,69.99,54.99,,,2025-02-22
20638,14.99,14.99,11.99,,1594.0,2025-02-22
19515,,,,,,2025-02-22
19420,59.99,29.99,24.99,,,2025-02-22
20568,19.99,19.99,15.99,,1772.0,2025-02-22
20865,7.99,6.98,6.39,,849.0,2025-02-22
20561,19.99,69.98,44.99,,1772.0,2025-02-22
20712,19.99,,15.74,,,2025-02-22
20732,,,,,,2025-02-22
20519,29.99,29.99,24.99,,3189.0,2025-02-22
20879,6.99,,5.59,,743.0,2025-02-22
20637,7.99,6.98,6.39,,849.0,2025-02-22
20591,19.99,19.99,15.99,,1772.0,2025-02-22
20500,7.99,6.98,6.39,,849.0,2025-02-22
20486,,,,,,2025-02-22
628990,4.99,4.99,4.19,,442.0,2025-02-22
20478,14.99,14.99,12.49,,1594.0,2025-02-22
20390,,,,,,2025-02-22
20453,39.99,39.99,34.99,,3545.0,2025-02-22
20475,12.99,12.99,10.39,,1151.0,2025-02-22
20319,,,,,,2025-02-22
20298,14.99,14.99,12.49,,1329.0,2025-02-22
20876,19.99,19.99,15.99,,1772.0,2025-02-22
20278,24.99,24.99,19.99,,2215.0,2025-02-22
20353,4.99,4.99,4.19,,442.0,2025-02-22
20179,39.99,39.99,34.99,,3545.0,2025-02-22
20270,29.99,,24.99,,2658.0,2025-02-22
20335,19.99,14.99,12.99,,1772.0,2025-02-22
20292,19.99,19.99,15.99,,1772.0,2025-02-22
20123,39.99,39.99,34.99,,3545.0,2025-02-22
20131,59.99,59.99,44.99,,5318.0,2025-02-22
20201,29.99,,24.99,,2658.0,2025-02-22
20072,14.99,14.99,11.99,,1329.0,2025-02-22
20139,24.99,24.99,19.99,,2215.0,2025-02-22
19298,5.99,5.98,5.19,,,2025-02-22
19261,14.99,14.99,11.99,,1594.0,2025-02-22
19270,7.99,,,,,2025-02-22
19180,13.99,13.99,11.19,,1240.0,2025-02-22
19168,9.99,9.74,7.99,,,2025-02-22
20293,29.99,29.99,23.99,,2658.0,2025-02-22
19275,14.99,14.99,11.99,,1329.0,2025-02-22
19326,,,,,,2025-02-22
20216,,,,,,2025-02-22
19198,39.99,39.98,35.99,,4253.0,2025-02-22
19288,14.99,14.99,12.49,,1329.0,2025-02-22
19322,,,,,,2025-02-22
19306,7.99,6.98,6.39,,849.0,2025-02-22
19174,,,,,,2025-02-22
19142,14.99,14.99,11.99,,1329.0,2025-02-22
19121,9.99,9.99,7.99,,886.0,2025-02-22
19120,19.99,19.99,15.99,,,2025-02-22
19165,9.99,9.99,7.99,,886.0,2025-02-22
19160,9.99,9.99,7.99,,886.0,2025-02-22
19164,9.99,9.99,7.99,,886.0,2025-02-22
19090,6.99,6.98,5.59,,743.0,2025-02-22
19045,14.99,14.61,11.99,,1594.0,2025-02-22
18946,29.99,29.99,23.99,,2658.0,2025-02-22
18902,9.99,9.99,7.99,,886.0,2025-02-22
19127,9.99,9.99,7.99,,886.0,2025-02-22
18901,19.99,19.99,19.99,,1772.0,2025-02-22
18945,9.99,9.74,7.99,,1062.0,2025-02-22
18721,19.99,19.99,15.99,,1772.0,2025-02-22
18827,19.99,14.99,11.99,,2126.0,2025-02-22
18684,39.99,39.99,34.99,,1772.0,2025-02-22
18858,12.49,12.49,10.49,,1107.0,2025-02-22
18750,19.99,19.99,15.99,,1772.0,2025-02-22
18961,,,,,,2025-02-22
18704,14.99,14.99,11.99,,1594.0,2025-02-22
18881,7.99,6.98,6.39,,849.0,2025-02-22
18744,7.99,6.98,6.39,,849.0,2025-02-22
19131,,,,,,2025-02-22
18865,,,,,,2025-02-22
18650,14.99,14.99,11.99,,1329.0,2025-02-22
18874,39.99,39.99,31.99,,3545.0,2025-02-22
628987,4.99,4.99,4.19,,442.0,2025-02-22
18960,,,,,,2025-02-22
18259,4.99,,,,,2025-02-22
18250,12.99,12.99,10.39,,1151.0,2025-02-22
18220,4.99,4.87,4.19,,530.0,2025-02-22
18284,14.99,14.99,12.49,,1329.0,2025-02-22
18279,9.99,9.99,7.99,,,2025-02-22
18249,1.99,1.99,1.69,,176.0,2025-02-22
18184,19.99,19.99,15.99,,1772.0,2025-02-22
18206,9.99,9.99,7.99,,886.0,2025-02-22
18180,14.99,14.99,11.99,,,2025-02-22
18209,9.99,9.74,8.39,,1062.0,2025-02-22
18098,14.99,14.99,11.99,,1329.0,2025-02-22
18115,14.99,14.99,11.99,,1329.0,2025-02-22
18056,14.99,14.99,11.99,,1329.0,2025-02-22
18068,11.99,11.98,9.59,,1275.0,2025-02-22
18157,19.99,19.99,15.99,,1772.0,2025-02-22
18072,9.99,9.99,7.99,,886.0,2025-02-22
18055,29.99,29.99,24.99,,2658.0,2025-02-22
17856,14.99,14.99,11.99,,1329.0,2025-02-22
18135,14.99,14.49,10.79,,1329.0,2025-02-22
18054,14.99,14.99,11.99,,1594.0,2025-02-22
18016,29.99,24.99,19.99,,2658.0,2025-02-22
17972,9.99,9.99,7.99,,886.0,2025-02-22
17844,7.49,,,,,2025-02-22
17848,,,,,,2025-02-22
17793,14.99,19.99,15.99,,1772.0,2025-02-22
18198,7.99,6.98,6.39,,849.0,2025-02-22
17772,14.99,14.99,12.49,,1329.0,2025-02-22
17962,19.99,19.99,15.99,,1772.0,2025-02-22
17847,7.99,6.98,6.39,,849.0,2025-02-22
17886,29.99,39.98,34.99,,3545.0,2025-02-22
17836,,,,,,2025-02-22
18007,7.99,6.98,6.39,,849.0,2025-02-22
18100,,,,,,2025-02-22
18239,49.99,49.99,39.99,,4431.0,2025-02-22
17524,,,,,,2025-02-22
627989,4.99,4.99,4.99,,,2025-02-22
17726,2.99,2.99,2.49,,265.0,2025-02-22
17746,16.99,16.98,13.59,,1806.0,2025-02-22
17740,22.99,22.98,18.39,,2445.0,2025-02-22
17760,19.99,19.99,16.74,,1772.0,2025-02-22
17739,12.49,12.49,9.99,,1107.0,2025-02-22
17709,19.99,19.99,15.99,,1772.0,2025-02-22
17705,9.99,9.99,7.99,,1062.0,2025-02-22
17685,19.99,19.99,15.99,,2126.0,2025-02-22
17648,4.99,4.87,3.99,,530.0,2025-02-22
17686,49.99,49.99,39.99,,4431.0,2025-02-22
17691,9.99,9.99,8.39,,886.0,2025-02-22
17725,19.99,19.99,15.49,,3545.0,2025-02-22
17635,29.99,29.99,23.99,,3189.0,2025-02-22
17645,,,,,,2025-02-22
17679,19.99,19.99,15.99,,1772.0,2025-02-22
17567,9.99,9.74,7.99,,1062.0,2025-02-22
17638,39.99,39.98,31.99,,2126.0,2025-02-22
17594,14.99,14.61,11.99,,1594.0,2025-02-22
17646,4.99,,,,,2025-02-22
17534,4.99,4.99,3.99,,442.0,2025-02-22
17549,14.99,14.99,11.99,,1329.0,2025-02-22
17624,19.99,19.99,15.99,,2126.0,2025-02-22
17525,9.99,9.99,7.99,,886.0,2025-02-22
17570,17.99,17.98,14.39,,1913.0,2025-02-22
17574,14.99,14.99,12.49,,,2025-02-22
17561,,,,,,2025-02-22
17692,7.99,6.98,6.39,,849.0,2025-02-22
17683,14.99,,,,,2025-02-22
17633,9.99,9.74,,,1062.0,2025-02-22
17523,19.99,19.48,15.99,,2126.0,2025-02-22
17512,9.99,9.99,7.99,,886.0,2025-02-22
17519,14.99,14.61,11.99,,1594.0,2025-02-22
17494,9.99,9.99,7.99,,886.0,2025-02-22
17465,9.99,9.99,7.99,,886.0,2025-02-22
17462,19.99,19.99,15.99,,2126.0,2025-02-22
17321,19.99,19.99,16.74,,1772.0,2025-02-22
17405,19.99,19.99,16.99,,1772.0,2025-02-22
17320,29.99,29.98,23.99,,3189.0,2025-02-22
17408,14.99,14.61,11.99,,1594.0,2025-02-22
17481,29.99,29.99,4.99,,2658.0,2025-02-22
17263,19.99,19.99,15.99,,1772.0,2025-02-22
17289,2.99,2.99,2.39,,265.0,2025-02-22
17264,14.99,14.99,12.49,,1329.0,2025-02-22
17480,1.99,1.99,1.59,,176.0,2025-02-22
17526,29.99,34.99,27.99,,3102.0,2025-02-22
17218,14.99,14.99,12.49,,1594.0,2025-02-22
17224,19.99,19.99,15.99,,,2025-02-22
17212,19.99,19.99,15.99,,2126.0,2025-02-22
17163,19.99,19.99,15.99,,2126.0,2025-02-22
17138,14.99,14.99,11.99,,1594.0,2025-02-22
17454,7.99,6.98,6.39,,849.0,2025-02-22
17246,14.99,14.99,11.99,,1329.0,2025-02-22
17337,69.99,69.99,59.99,,6204.0,2025-02-22
17385,7.99,6.98,6.39,,849.0,2025-02-22
17406,6.99,6.98,5.59,,,2025-02-22
17097,9.99,9.99,7.99,,1062.0,2025-02-22
17139,9.99,9.99,7.99,,886.0,2025-02-22
17256,7.99,6.98,6.39,,849.0,2025-02-22
17265,14.99,14.99,12.49,,1329.0,2025-02-22
17300,9.99,9.99,8.39,,886.0,2025-02-22
17176,7.99,6.98,6.39,,849.0,2025-02-22
17043,19.99,19.99,15.49,,3545.0,2025-02-22
16954,12.49,12.49,10.49,,1107.0,2025-02-22
16922,7.99,7.99,6.39,,708.0,2025-02-22
16887,9.99,9.99,7.99,,1062.0,2025-02-22
17378,,,,,,2025-02-22
16865,10.99,10.99,9.19,,974.0,2025-02-22
17059,14.99,14.61,11.99,,1594.0,2025-02-22
16863,29.99,29.23,23.99,,3189.0,2025-02-22
16843,14.99,14.99,11.99,,1594.0,2025-02-22
16838,9.99,9.99,8.39,,886.0,2025-02-22
16773,2.24,2.24,1.79,,199.0,2025-02-22
16854,19.99,19.99,16.74,,2126.0,2025-02-22
16776,19.99,19.99,15.99,,1772.0,2025-02-22
16921,19.99,24.99,21.99,,1772.0,2025-02-22
16748,9.99,,,,,2025-02-22
16646,9.99,9.74,7.99,,1062.0,2025-02-22
16706,19.99,19.99,15.74,,1772.0,2025-02-22
16715,29.99,29.99,23.99,,2658.0,2025-02-22
16700,14.99,14.99,12.49,,1329.0,2025-02-22
16837,15.99,15.99,12.79,,1417.0,2025-02-22
404750,14.49,14.49,11.99,,1541.0,2025-02-22
17067,19.99,29.98,23.99,,,2025-02-22
16836,,,,,,2025-02-22
16841,7.99,6.98,6.39,,849.0,2025-02-22
16747,7.99,6.98,6.39,,849.0,2025-02-22
16717,14.99,14.99,11.99,,1329.0,2025-02-22
16811,14.99,,11.99,,,2025-02-22
16665,14.99,14.99,12.49,,1329.0,2025-02-22
16702,19.99,,,,,2025-02-22
16622,13.99,13.99,11.19,,1240.0,2025-02-22
16840,7.99,6.98,6.39,,849.0,2025-02-22
16600,19.99,19.99,15.99,,2126.0,2025-02-22
16598,29.99,29.99,26.99,,2658.0,2025-02-22
16559,14.99,14.99,11.99,,2658.0,2025-02-22
16547,19.99,19.99,15.99,,1772.0,2025-02-22
16654,7.99,6.98,6.39,,849.0,2025-02-22
16530,34.99,29.99,27.79,,3102.0,2025-02-22
16603,24.99,24.98,19.99,,2657.0,2025-02-22
16545,9.99,9.74,7.99,,1062.0,2025-02-22
16457,9.99,9.99,7.99,,886.0,2025-02-22
16489,,,,,,2025-02-22
16428,14.99,14.99,11.99,,1329.0,2025-02-22
16395,9.99,9.74,8.99,,1062.0,2025-02-22
16472,2.99,2.99,2.49,,265.0,2025-02-22
16379,,,,,,2025-02-22
16323,19.99,19.99,15.99,,1772.0,2025-02-22
16345,14.99,14.99,11.99,,1329.0,2025-02-22
16291,9.99,9.99,8.39,,886.0,2025-02-22
16319,11.99,11.99,9.59,,1063.0,2025-02-22
16429,11.99,11.98,9.59,,1275.0,2025-02-22
16266,9.99,9.74,7.99,,1062.0,2025-02-22
16361,,,,,,2025-02-22
16986,,,,,,2025-02-22
16459,,,,,,2025-02-22
16233,9.99,9.99,7.99,,886.0,2025-02-22
16456,7.99,6.98,6.39,,849.0,2025-02-22
16257,14.99,14.99,11.99,,1594.0,2025-02-22
16317,29.99,,24.99,,2658.0,2025-02-22
16604,,,,,,2025-02-22
16486,4.99,4.87,3.99,,530.0,2025-02-22
16179,9.99,9.99,7.99,,886.0,2025-02-22
16220,14.99,14.99,11.99,,1329.0,2025-02-22
16144,6.99,6.99,5.59,,620.0,2025-02-22
16060,14.99,14.99,11.99,,1329.0,2025-02-22
16100,12.99,12.99,10.39,,1151.0,2025-02-22
16450,,,,,,2025-02-22
16072,14.99,14.99,11.99,,1594.0,2025-02-22
16550,,,,,,2025-02-22
15929,19.99,19.99,15.99,,2126.0,2025-02-22
15999,18.49,18.49,14.99,,1966.0,2025-02-22
15997,9.99,9.74,7.99,,1062.0,2025-02-22
15969,9.99,9.99,7.99,,886.0,2025-02-22
15958,19.99,19.99,15.99,,1772.0,2025-02-22
15928,5.09,5.09,4.07,,542.0,2025-02-22
15954,9.99,9.99,7.99,,886.0,2025-02-22
15918,11.99,11.98,9.59,,1275.0,2025-02-22
16000,12.99,12.98,10.39,,1381.0,2025-02-22
15919,14.99,14.99,11.99,,1329.0,2025-02-22
15845,6.99,6.98,,,,2025-02-22
15912,13.99,13.99,11.19,,1487.0,2025-02-22
15881,19.99,19.99,15.99,,2126.0,2025-02-22
15819,6.99,6.99,5.59,,620.0,2025-02-22
15920,12.99,12.99,10.74,,1381.0,2025-02-22
15794,19.99,19.99,15.99,,1772.0,2025-02-22
15721,1.99,1.98,1.59,,,2025-02-22
16146,11.99,,9.99,,,2025-02-22
15830,14.99,14.99,11.99,,1329.0,2025-02-22
15770,,,,,,2025-02-22
617111,,,,,,2025-02-22
15738,19.99,19.99,15.99,,,2025-02-22
16214,,,,,,2025-02-22
15678,39.99,,31.99,,3545.0,2025-02-22
15664,9.99,,,,,2025-02-22
15606,9.99,9.99,7.99,,886.0,2025-02-22
15603,29.99,,23.99,,1772.0,2025-02-22
15536,9.99,9.99,7.99,,1062.0,2025-02-22
15756,,,,,,2025-02-22
15442,19.99,19.99,15.99,,1772.0,2025-02-22
15448,39.99,29.99,33.99,,4253.0,2025-02-22
627799,4.99,4.99,4.19,,442.0,2025-02-22
15595,5.99,5.99,4.79,,531.0,2025-02-22
15492,14.99,14.99,11.99,,1329.0,2025-02-22
15394,19.99,19.99,15.99,,2126.0,2025-02-22
15416,9.99,9.99,7.99,,886.0,2025-02-22
15369,11.99,11.68,,,,2025-02-22
15353,4.99,4.99,3.99,,442.0,2025-02-22
15301,9.99,9.99,7.99,,1062.0,2025-02-22
15284,3.99,,,,,2025-02-22
15207,11.99,11.68,9.99,,1275.0,2025-02-22
15206,6.99,6.81,5.59,,743.0,2025-02-22
15594,,,,,,2025-02-22
403816,19.99,19.99,16.74,,1772.0,2025-02-22
15270,14.99,14.99,12.49,,1329.0,2025-02-22
15605,11.99,11.98,9.59,,,2025-02-22
15507,9.99,9.99,7.99,,1062.0,2025-02-22
15439,39.99,29.99,33.99,,4253.0,2025-02-22
15588,9.99,9.99,7.99,,,2025-02-22
15414,29.99,19.99,15.99,,2658.0,2025-02-22
15338,,,,,,2025-02-22
15391,,,,,,2025-02-22
15509,,,,,,2025-02-22
15390,,,,,,2025-02-22
15310,,,,,,2025-02-22
15312,,,,,,2025-02-22
15330,,,,,,2025-02-22
15191,19.99,19.99,15.99,,,2025-02-22
15184,14.99,14.99,11.99,,1329.0,2025-02-22
15183,39.99,,31.99,,3545.0,2025-02-22
15182,9.99,9.99,8.39,,886.0,2025-02-22
15131,9.99,9.74,7.99,,1062.0,2025-02-22
15071,12.99,12.99,10.39,,1151.0,2025-02-22
15044,2.99,2.99,2.39,,265.0,2025-02-22
15156,,,,,,2025-02-22
15172,14.99,,,,,2025-02-22
15055,29.99,5.99,24.99,,2658.0,2025-02-22
15029,19.99,19.99,15.99,,,2025-02-22
14990,,,,,,2025-02-22
14922,9.99,9.99,8.39,,1062.0,2025-02-22
15006,9.99,9.99,8.39,,886.0,2025-02-22
14897,9.99,9.99,7.99,,886.0,2025-02-22
14880,39.99,39.99,34.99,,3545.0,2025-02-22
14841,19.99,19.99,15.99,,1772.0,2025-02-22
15088,9.99,9.74,7.99,,1062.0,2025-02-22
14924,19.99,19.99,16.74,,1772.0,2025-02-22
14828,19.99,19.99,15.99,,1772.0,2025-02-22
14844,19.99,19.99,15.99,,,2025-02-22
15134,,,,,,2025-02-22
15054,,,,,,2025-02-22
14960,,,,,,2025-02-22
14973,9.99,9.99,8.79,,886.0,2025-02-22
14832,,,,,,2025-02-22
15136,39.99,49.99,39.99,,4431.0,2025-02-22
14830,,,,,,2025-02-22
404774,4.99,4.99,4.19,,442.0,2025-02-22
14775,9.99,9.99,7.99,,886.0,2025-02-22
14791,9.99,,,,,2025-02-22
14878,14.99,,11.99,,,2025-02-22
14753,19.99,,15.74,,1772.0,2025-02-22
14715,9.99,9.99,7.99,,886.0,2025-02-22
14732,19.99,19.99,15.99,,,2025-02-22
14710,14.99,14.99,11.99,,1329.0,2025-02-22
14692,24.99,29.99,19.99,,2658.0,2025-02-22
14701,19.99,19.99,15.74,,1772.0,2025-02-22
14021,9.99,,7.99,,,2025-02-22
13996,14.99,14.99,11.99,,1594.0,2025-02-22
14004,4.99,,,,,2025-02-22
14639,9.99,9.99,7.99,,1062.0,2025-02-22
13995,3.99,3.99,3.19,,424.0,2025-02-22
13985,19.99,19.99,15.99,,,2025-02-22
13984,0.99,0.99,0.79,,88.0,2025-02-22
14617,,,,,,2025-02-22
14005,7.99,7.98,6.39,,,2025-02-22
13962,7.99,7.78,6.39,,849.0,2025-02-22
13930,14.99,14.99,12.49,,1329.0,2025-02-22
13923,19.99,19.99,15.99,,1772.0,2025-02-22
14619,,39.99,29.99,,3545.0,2025-02-22
13974,,,,,,2025-02-22
13994,,,,,,2025-02-22
13992,,,,,,2025-02-22
13987,9.99,,,,,2025-02-22
13831,29.99,29.98,24.99,,2658.0,2025-02-22
13833,,,,,,2025-02-22
14649,9.99,,,,,2025-02-22
14641,,,,,,2025-02-22
13759,14.99,14.99,11.99,,1329.0,2025-02-22
13676,11.99,11.99,9.59,,1063.0,2025-02-22
13772,9.99,9.99,7.99,,1062.0,2025-02-22
13665,9.99,,,,,2025-02-22
13664,13.99,13.99,11.19,,1240.0,2025-02-22
13639,9.99,,,,,2025-02-22
13787,9.99,9.99,7.99,,886.0,2025-02-22
13718,14.99,14.99,11.99,,1329.0,2025-02-22
13626,14.99,14.99,11.59,,1329.0,2025-02-22
13739,9.99,9.99,7.99,,886.0,2025-02-22
13618,4.99,4.99,4.19,,442.0,2025-02-22
13613,9.99,9.74,7.99,,1062.0,2025-02-22
13634,14.99,,,,,2025-02-22
13557,9.99,9.99,7.99,,886.0,2025-02-22
13569,29.99,29.99,23.99,,2658.0,2025-02-22
13528,14.99,14.61,11.99,,1594.0,2025-02-22
13445,6.99,6.99,5.59,,620.0,2025-02-22
411039,19.99,19.99,16.74,,1772.0,2025-02-22
13776,19.49,,,,,2025-02-22
13529,19.99,19.48,15.99,,2126.0,2025-02-22
13691,,,,,,2025-02-22
13698,,,,,,2025-02-22
13565,,,,,,2025-02-22
13770,,,,,,2025-02-22
13612,3.99,,,,424.0,2025-02-22
13688,14.99,14.99,11.99,,1329.0,2025-02-22
13616,,,,,,2025-02-22
13520,,,,,,2025-02-22
13619,9.99,9.99,8.39,,886.0,2025-02-22
13561,,,,,,2025-02-22
13576,4.99,,,,530.0,2025-02-22
13444,9.99,9.74,7.99,,1062.0,2025-02-22
13345,15.99,15.99,12.79,,1417.0,2025-02-22
13527,14.99,,11.59,,,2025-02-22
13330,14.99,14.99,11.99,,,2025-02-22
13285,19.99,19.99,15.99,,1772.0,2025-02-22
13273,14.99,14.61,11.99,,1594.0,2025-02-22
13220,14.99,14.99,11.99,,1329.0,2025-02-22
13381,19.99,19.99,15.99,,1772.0,2025-02-22
13690,,,,,,2025-02-22
13194,12.99,,10.39,,1381.0,2025-02-22
13286,19.99,,14.99,,2126.0,2025-02-22
13193,19.99,19.99,15.99,,1772.0,2025-02-22
13168,9.99,9.74,7.99,,1062.0,2025-02-22
13324,,,,,,2025-02-22
13198,9.99,9.99,7.99,,886.0,2025-02-22
13167,24.99,24.99,20.99,,2215.0,2025-02-22
13116,9.99,9.99,7.99,,1062.0,2025-02-22
13132,14.99,14.99,11.99,,1329.0,2025-02-22
13184,19.99,,39.99,,,2025-02-22
13348,,,,,,2025-02-22
