gameid,title,developers,publishers,genres,supported_languages,release_date
468386,Townscaper,['Oskar Stålberg'],['Raw Fury'],['Sandbox'],,2021-11-30
512037,Newfound Courage,['Cafe Empty'],['Cafe Empty'],['Adventure'],,2022-06-24
514536,Book of Adventum,['Dark Amber Softworks'],['Eleven Productions'],['First Person Shooter'],,2022-06-24
511842,The Quarry,['Supermassive Games'],['2K Games'],['Adventure'],,2022-06-10
513875,Overrogue,['EXE-CREATE'],['KEMCO'],"['Roguelite', 'Collectable Card Game', 'Turn Based']",,2022-07-07
468434,ANVIL: Vault Breaker,['Action Square'],['SK Telecom'],"['Roguelite', ""Shoot 'em up""]",,2021-12-02
503713,Nummels,['Plattnip'],['Plattnip'],['Platformer'],,2022-06-08
513472,Almost My Floor,['Potata Company'],['Sometimes You'],"['Adventure', 'Point & Click']",,2022-07-01
513369,Teenage Mutant Ninja Turtles: Shredder's Revenge,"['Tribute Games', 'Seaven Studio']","['Dotemu', 'Limited Run Games']","[""Beat 'em up""]",,2022-06-16
513106,Rogue Star Rescue,['Chute Apps'],['Chute Apps'],"['Roguelite', ""Shoot 'em up"", 'Tower Defence']",,2022-06-15
513513,CyberHive,['Blazing Planet Studio'],['Samustai'],['Strategy'],,2022-06-17
509759,PAC-MAN MUSEUM+,['Bandai Namco Entertainment'],['Bandai Namco Entertainment'],"['Action', 'Collection']",,2022-05-27
505560,The Hand Of Merlin,"['Room-C Games', 'Croteam']",['Versus Evil'],"['Strategy', 'Turn Based']",,2022-06-14
505141,JANITOR BLEEDS,"['Korpus', 'Rusto']",['Bonus Stage Publishing'],['Adventure'],,2022-06-01
509170,QUByte Classics - Jim Power: The Lost Dimension Collection by Piko,['Piko Interactive'],['QUByte Interactive'],"['Platformer', 'Collection']",,2022-06-02
505229,Hardspace: Shipbreaker,"['Blackbird Interactive', 'Anemone Hug Interactive']",['Focus Entertainment'],"['Simulation', 'Management']",,2022-05-24
503704,Eiyuden Chronicle: Rising,['Rabbit & Bear Studios'],['505 Games'],"['Action-RPG', 'Role Playing', 'Platformer']",,2022-05-10
490345,Dolmen,['Massive Work Studio'],['Prime Matter'],"['Action-RPG', 'Role Playing']",,2022-05-20
505230,Silt,['Spiral Circus'],['Fireshine Games'],['Adventure'],,2022-06-01
505538,REMOTE LIFE,['Next Game Level'],['Ratalaika Games'],"[""Shoot 'em up""]",,2022-05-27
505140,Zombo Buster Advance,['FIREBEAST'],['ChiliDog Interactive'],"['Strategy', 'Tower Defence']",,2022-05-25
1869,MX vs. ATV Alive,['THQ'],['THQ'],"['Racing', 'sports', 'Flying']","['French', 'Spanish', 'German', 'Italian']",2011-11-29
442837,Orcs Must Die! 3,['Robot Entertainment'],['Robot Entertainment'],"['Strategy', 'Tower Defence']",,2021-07-23
1717,DeathSmiles2 X,['LTD.'],['LTD.'],['shooter'],,2011-05-17
1823,Apache: Air Assault,['Gaijin Entertainment'],['Activision'],"['Racing', 'Flying']","['French', 'Spanish', 'German']",2011-11-29
1864,Test Drive Unlimited 2,['Eden Studios'],['Atari'],"['Racing', 'Flying']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2011-10-11
1852,CHAOS;HEAD NOAH,['5pb.'],['5pb.'],"['Action', 'Adventure']",,2009-02-26
1508,X-Blades,['Gaijin Entertainment'],['Topware Interactive'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2009-02-10
2688,Venetica,['deck 13'],['Rombax Games'],"['Action', 'Adventure']","['French', 'Spanish']",2011-01-18
1813,MARVEL VS. CAPCOM 3,['CAPCOM Co.'],['CAPCOM Co.'],['fighting'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2017-03-07
1822,Tiger Woods PGA TOUR 12,['EA Tiburon'],['Electronic Arts'],['sports'],,2013-05-22
1820,WWE All Stars,['THQ'],['THQ'],"['sports', 'fighting']","['French', 'Spanish', 'German', 'Italian']",2011-03-29
1831,Rango,['Behaviour'],['Electronic Arts'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2011-03-01
1825,Mayhem 3D,['Left Field Productions'],['Evolved Games'],"['Racing', 'Flying']","['French', 'Spanish', 'German', 'Italian']",2011-03-25
1844,Harry Potter and the Deathly Hallows - Part 1,['EA Bright Light'],['Electronic Arts'],"['Action', 'Adventure', 'shooter', 'Family', 'kinect']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2010-11-16
1833,Ben 10 Ultimate Alien,['Papaya Studio'],['D3Publisher of America Inc.'],"['Action', 'Adventure', 'platformer']","['French', 'Spanish', 'German', 'Italian']",2010-10-19
1840,Shaun White Skate,['Ubisoft Montreal'],['Ubisoft'],['sports'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Polish']",2010-10-24
1845,Virtua Tennis 4,['SEGA'],['SEGA'],['sports'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2011-04-29
1843,SHIFT 2 UNLEASHED,['Slightly Mad Studios'],['Electronic Arts'],"['strategy', 'Simulation', 'Racing', 'Flying']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2011-04-01
1850,Kung Fu Panda 2,['Griptonite Games'],['THQ'],"['Action', 'Adventure', 'kinect']","['French', 'German', 'Italian']",2011-06-10
1859,NBA 2K11,['Visual Concepts'],['2K Sports'],['sports'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2010-10-08
1858,3D Ultra MiniGolf 2,['Behaviour Santiago'],['Konami Digital Entertainment'],['sports'],"['French', 'Spanish', 'German', 'Italian']",2010-10-27
1862,Great Battles Medieval,['Slitherine'],['Slitherine'],"['strategy', 'Simulation']","['French', 'Spanish', 'German', 'Italian']",2013-06-25
497783,Paratopic,,,,,2022-05-13
14566,Duke Nukem 3D: 20th Anniversary World Tour,['Gearbox Software LLC'],['Gearbox Publishing'],['shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)']",2016-10-11
1611,Duke Nukem 3D,['3D Realms'],['Microsoft Studios'],"['shooter', 'Classics']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2010-06-14
138694,Gorogoa,['Buried Signal'],['Annapurna Interactive'],['Indie'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2018-05-22
14299,Firewatch,['Campo Santo'],['Campo Santo'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Russian', 'Chinese (simplified)']",2016-09-21
170683,Donut County,['Ben Esposito'],['Annapurna Interactive'],['Indie'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2018-12-18
763642,Vanity Fair: The Pursuit,['MuYan Studio'],['NiuGamer'],,,2025-01-16
763531,Mimi the Cat: Meow Together,['Wise Box Studios'],['AFIL Games'],,,2025-02-05
763729,Penguin Flight,['AFIL Games'],['AFIL Games'],,,2025-02-12
2937,Minecraft,['Mojang'],['Microsoft Studios'],"['Action', 'Adventure', 'strategy', 'Simulation']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2012-05-09
762438,Cherry Tower,['Webnetic'],['Webnetic'],,,2025-01-17
499660,CrushBorgs,['Xitilon'],['Xitilon'],['Run & Gun'],,2022-04-20
499042,Flaskoman,['Flying Islands Team'],['Flying Islands Team'],['Platformer'],,2022-04-13
499434,Winter Ember,['Sky Machine Studios'],['Blowfish Studios'],['Stealth'],,2022-04-19
498884,Ganryu 2,['Storybird Studio'],['Just For Games'],['Platformer'],,2022-04-22
497884,Flower Shop: Summer In Fairbrook,['Winter Wolves'],['Ratalaika Games'],['Visual Novel'],,2022-04-15
7148,Persona 4 Arena Ultimax,"['Arc System Works', 'Atlus']",['Atlus'],['fighting'],['Japanese'],2014-09-30
498371,Bugsnax,['Young Horses'],['Young Horses'],['Action-Adventure'],,2022-04-28
497679,Sally Face,['Portable Moose'],['Portable Moose'],['Adventure'],,2022-04-15
497983,Injection π23 'Ars regia',,,,,2022-05-24
477866,The Pedestrian,['Skookum Arts'],['Skookum Arts'],"['Puzzle', 'Platformer']",,2022-01-04
497649,A Sketchbook About Her Sun,['Team SolEtude'],['Fantastico Studio'],['Visual Novel'],,2022-04-08
497574,Chinatown Detective Agency,['General Interactive'],['Humble Games'],"['Adventure', 'Point & Click']",,2022-04-07
18131,Minecraft: Story Mode Season 2,['telltale games'],['telltale games'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Russian', 'Chinese (simplified)']",2017-07-11
18067,Minecraft: Story Mode Season 2,['Telltale Games'],['Telltale Games'],"['Adventure', 'Point & Click']","['Japanese', 'French', 'Spanish', 'German', 'Russian', 'Chinese (simplified)', 'Portuguese (Brazil)']",2017-07-11
497571,Godfall,['Counterplay Games'],['Arc Games'],"['Action-RPG', 'Role Playing']",,2022-04-07
16972,Minecraft,['Mojang Studios'],['Xbox Game Studios'],"['Survival', 'Sandbox']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2017-09-20
1406,Buku Sudoku,['Absolutist Ltd.'],['Microsoft Studios'],['puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2008-05-28
3293,Magic 2013,['Stainless Games'],['Microsoft Studios'],"['strategy', 'Simulation', 'Board Games']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean']",2012-06-20
497203,Liberated: Enhanced Edition,"['Atomic Wolf', 'L.INC']",['Walkabout Games'],['Stealth'],,2022-04-20
491208,Road Maintenance Simulator,['Caipirinha Games'],['AeroSoft'],['Simulation'],,2022-04-07
5811,Hexic,['Other Ocean Interactive'],['Microsoft Studios'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2007-08-15
5459,Wordament,['You vs. the Internet'],['Microsoft Studios'],['puzzle'],"['French', 'Spanish', 'German', 'Italian']",2012-04-24
3949,Monsters Love Candy,['Other Ocean Interactive'],['Microsoft Studios'],"['puzzle', 'Family']",,2013-02-20
472024,Rune Factory 4 Special,"['HAKAMA', 'Marvelous Entertainment']",['Marvelous Entertainment'],"['Role Playing', 'Management']",,2021-12-07
472045,Rhythm of the Gods,['Lylelark'],['Nellyvision'],['Music & Rhythm'],,2021-12-17
1167,Minesweeper Flags,"['tikgames', 'LLC.']",['Microsoft Studios'],['puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2009-02-11
1784,Duke Nukem: Manhattan Project,['3D Realms'],['Microsoft Studios'],"['Action', 'Adventure', 'shooter']","['French', 'Spanish', 'German', 'Italian']",2010-06-23
760735,Aquarun (Windows),['AFIL Games'],['AFIL Games'],,,2025-01-22
760707,Mineral,['Xitol'],['Xitol'],,,2025-01-10
760509,Bumblebee - Search for Happiness,['EpiXR Games'],['EpiXR Games'],,,2025-02-14
760372,Dance of Cards,['GoodMorningMrFrog'],['Pineapple Works'],,,2025-01-23
23879,MX vs ATV All Out,['Rainbow Studios'],['THQ Nordic'],['sports'],"['French', 'Spanish', 'German', 'Italian', 'Polish', 'Portuguese (Brazil)']",2018-03-27
13215,MX vs. ATV Supercross Encore,['Rainbow Studios'],['Nordic Games'],"['Racing', 'Flying']","['French', 'Spanish', 'German', 'Italian']",2016-07-15
2933,Wordament,['You vs. the Internet'],['Microsoft Studios'],['puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish']",2012-04-24
2224,Brain Challenge,['Gameloft'],['Microsoft Studios'],"['puzzle', 'Avatar', 'educational']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2008-03-12
2152,Tetris Splash,['Tetris Online'],['Microsoft Studios'],['puzzle'],,2007-10-03
5606,UNO & Friends,['Gameloft'],['Gameloft'],['Board Games'],,2013-07-31
3515,Microsoft Taptiles,['Arkadium'],['Microsoft Studios'],"['strategy', 'Simulation', 'puzzle', 'Family']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish']",2012-10-26
1537,NCAA Football 10,['EA Tiburon'],['Electronic Arts'],['sports'],,2009-07-14
2721,Cartoon Network: Punch Time Explosion XL,['Papaya Studio'],['Little Orbit'],['fighting'],,2011-11-08
1597,NCAA Basketball 10,['EA Canada'],['Electronic Arts'],['sports'],,2009-11-16
492905,RICO London,['Ground Shatter'],"['Numskull Games', 'Aksys Games']","['First Person Shooter', 'Roguelite']",,2022-04-28
499991,Best Month Ever!,['Warsaw Film School'],['Klabater'],['Adventure'],,2022-05-05
501619,Rogue Lords,"['Cyanide Studio', 'Leikir Studio']",['Nacon'],"['Roguelite', 'Turn Based']",,2022-05-12
2231,F1 2010,['Codemasters'],['Codemasters'],"['strategy', 'Simulation', 'Racing', 'sports', 'Flying']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2010-09-24
501308,PictoQuest,['NanoPiko'],['Seaven Studio'],['Puzzle'],,2022-05-04
430955,Adios,['Mischief'],['Mischief'],['Adventure'],,2021-03-17
499982,Anuchard,['stellarNull'],['Freedom Games'],['Action-Adventure'],,2022-04-21
501090,This War of Mine: Final Cut,['11 bit studios'],['11 bit studios'],"['Survival', 'Management']",,2022-05-10
500206,Castle Formers,['INK EYE Games'],['Ratalaika Games'],"['Platformer', 'Management']",,2022-04-22
498468,Ashland Dossier,['PsyRob'],['PlayWay'],"['Puzzle', 'Adventure']",,2022-04-20
499830,Metal Tales Overkill,['Zerouno Games'],['Zerouno Games'],"[""Shoot 'em up""]",,2022-04-21
497429,CHRONO CROSS: THE RADICAL DREAMERS EDITION,['Square Enix'],['Square Enix'],"['Role Playing', 'Turn Based']",,2022-04-07
487747,Outbreak: Contagious Memories,['Dead Drop Studios'],['Dead Drop Studios'],['Survival Horror'],,2022-04-06
495837,Legal Dungeon,['SOMI'],['PLAYISM'],['Adventure'],,2022-04-05
497208,Battle Kid: Fortress of Peril,['Sivak Games'],['8 Bit Legit'],['Platformer'],,2022-04-15
497138,Limb Hunter,['Flying Islands Team'],['Flying Islands Team'],['Run & Gun'],,2022-04-13
496762,LEGO Star Wars: The Skywalker Saga,"[""Traveller's Tales""]",['Warner Bros. Games'],['Action-Adventure'],,2022-04-05
485279,Tropico 6 - Next Gen Edition,['Realmforge Studios'],['Kalypso Media'],"['Simulation', 'Management']",,2022-03-31
496213,Boreal Tenebrae,['Snot Bubbles Productions'],['RedDeerGames'],['Adventure'],,2022-04-08
492903,Whiskey & Zombies,['THE NUTTERY'],['JanduSoft'],"[""Shoot 'em up""]",,2022-04-07
495593,Catie in MeowmeowLand,['ARTillery'],['Blowfish Studios'],"['Adventure', 'Point & Click']",,2022-03-30
493252,Real Heroes: Firefighter HD,"['Sickhead Games', 'Epicenter Studios']",['Ziggurat Interactive'],['Simulation'],,2022-03-31
1617,MX vs ATV Reflex,['Rainbow Studios'],['THQ'],"['Racing', 'Flying']","['French', 'Spanish', 'German', 'Italian']",2011-01-04
2476,MX vs. ATV Untamed,['Rainbow Studios'],['THQ'],"['Racing', 'Flying']",['French'],2009-08-11
494081,Vengeful Heart,,,,,2022-03-29
493249,Richy’s Nightmares,,,,,2022-03-23
11941,Ori and the Blind Forest: Definitive Edition,['Moon Studios'],['Microsoft Studios'],"['Action', 'Adventure', 'platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)']",2016-03-30
383987,Ori and the Will of the Wisps,['Moon Studios GmbH'],['Xbox Game Studios'],['Action'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Dutch', 'Russian', 'Korean', 'Chinese (simplified)', 'Swedish', 'Polish', 'Portuguese (Brazil)']",2020-03-11
1232,Mirror's Edge,['Dice'],['Electronic Arts'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean']",2010-06-22
424805,Marble Duel,['HeroCraft Krasnodar'],['HeroCraft'],['Casual'],,2021-01-20
333726,Pixel Gladiator,['Durbek13'],['Xitilon'],['Indie'],,2019-10-25
401562,Boomerang Fu,['Cranky Watermelon'],['Cranky Watermelon'],['Indie'],,2020-08-13
330320,Gears 5,['The Coalition'],['Xbox Game Studios'],['Adventure'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2019-09-10
495401,LIT: Bend the Light,['Copperglass'],['OverGamez'],['Puzzle'],,2022-04-22
494677,NORCO,['Geography of Robots'],['Raw Fury'],"['Adventure', 'Point & Click']",,2022-03-24
331572,Ori and the Blind Forest: Definitive Edition - Nintendo Switch,['Moon Studios GmbH'],['Microsoft Studios'],['Action'],,2019-09-27
1163,R-Type Dimensions,"['SouthEnd Interactive', 'Tozai Games', 'Irem']",['Microsoft Studios'],"['shooter', 'Classics']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2009-02-04
493759,Taqoban,['ABX Games Studio'],['Ratalaika Games'],['Puzzle'],,2022-03-25
494338,Glam's Incredible Run: Escape from Dukha,['Three Legged Egg'],['Red Art Games'],['Platformer'],,2022-03-31
494097,Zero Escape: The Nonary Games,['Spike Chunsoft'],['Spike Chunsoft'],"['Puzzle', 'Collection', 'Visual Novel']",,2022-03-22
472240,Kraken Academy!!,['Happy Broccoli Games'],['Fellow Traveller'],['Adventure'],,2022-03-22
483320,Super Cyborg,['Artur Games'],['Drageus Games'],['Run & Gun'],,2022-04-01
491471,APFTU,['ALPixel Games'],['Disaster Box'],['Adventure'],,2022-03-23
493053,The Pizza Delivery Boy Who Saved the World,"['Oh, a Rock! Studios']",['Penguin Pop Games'],['Visual Novel'],,2022-03-23
493220,Paradise Killer,['Kaizen Game Works'],['Fellow Traveller'],['Adventure'],,2022-03-16
489864,Radioactive Dwarfs: Evil From the Sewers,['Slay Buherman'],['ChiliDog Interactive'],['Platformer'],,2022-03-11
485651,Hotel Transylvania: Scary-Tale Adventures,['Drakhar Studio'],['Outright Games'],['Action'],,2022-03-11
491794,Time Loader,['Flazm'],['META Publishing'],"['Puzzle', 'Platformer']",,2022-03-10
490095,Cosmos Bit,['SEEP'],['Ratalaika Games'],"['Platformer', 'Metroidvania']",,2022-03-11
491211,Royal Frontier,['Woblyware'],['Ratalaika Games'],"['Role Playing', 'Roguelite', 'Turn Based']",,2022-03-18
491472,Wife Quest,"['eastasiasoft', 'Pippin Games']",['eastasiasoft'],['Platformer'],,2022-03-16
491427,Hundred Bullets,['Silverware Games'],['Silverware Games'],['Action'],,2022-03-08
490429,Dungeon Color,['Gagonfe'],"['QUByte Interactive', 'Game Nacional']",['Puzzle'],,2022-03-10
20301,SUPERHOT VR,['SUPERHOT Team'],['SUPERHOT Team'],['Indie'],,2017-10-17
410207,Space Crew,['Runner Duck Games'],['Curve Games'],"['Simulation', 'Management']",,2020-10-15
414910,Techwars Global Conflict,['Argus Games'],['Argus Games'],"['Mech', ""Shoot 'em up""]",,2020-10-21
409765,Shotgun Farmers,['Megastorm Games'],['Megastorm Games'],['First Person Shooter'],,2020-09-25
418121,FUSER,['Harmonix'],['NCSOFT'],['Music & Rhythm'],,2020-11-10
406662,Microsoft Flight Simulator,"['Asobo Studio', 'AeroSoft', 'MK STUDIOS']",['Xbox Game Studios'],"['Simulation', 'Aerial', 'Open World']",,2020-08-18
447695,Super Hiking League DX,['Bit Ink Studios'],['QUByte Interactive'],['Platformer'],,2021-08-10
464312,My Universe - Interior Designer,['It Matters Games'],['Microids'],['Management'],,2021-11-11
135160,State of Decay 2,['Undead Labs'],['Xbox Game Studios'],['Simulation'],"['French', 'Spanish', 'German', 'Italian', 'Russian', 'Portuguese (Brazil)']",2018-05-22
1041,Avatar: The Last Airbender - The Burning Earth,['THQ'],['THQ'],"['Action', 'Adventure', 'fighting', 'platformer']","['French', 'German']",2018-04-02
1370,Party Animals,['Krome Studios'],['Microsoft Studios'],['Family'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Polish']",2009-12-15
1998,Disney Universe,['Eurocom'],['Disney Interactive'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2012-07-31
1609,Beautiful Katamari,['Namco Bandai Games'],['Namco Bandai Games'],"['Action', 'Adventure']",['Japanese'],2010-02-16
1461,The Outfit,['Relic Entertainment'],['THQ'],"['Action', 'Adventure', 'strategy', 'Simulation', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2010-08-17
2876,Resident Evil: Operation Raccoon City,['Capcom'],['Capcom'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Polish']",2012-08-21
2850,BINARY DOMAIN,['SEGA'],['SEGA'],['shooter'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2021-11-10
1268,DEAD OR ALIVE 4,['Team Ninja'],['KOEI TECMO GAMES CO.'],['fighting'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2021-11-10
399976,Conan Chop Chop,['Mighty Kingdom'],['funcom'],['Action'],,2022-03-01
444808,PAW Patrol The Movie: Adventure City Calls,['Drakhar Studio'],['Outright Games'],['Action-Adventure'],,2021-08-13
456280,Nuclear Throne,['Vlambeer'],['Vlambeer'],"['Roguelite', ""Shoot 'em up""]",,2021-09-09
446794,Phoenotopia: Awakening,['Cape Cosmic'],['Flyhigh Works'],"['Platformer', 'Metroidvania']",,2021-08-25
453570,Embr,['Muse Games'],['Curve Games'],['Action'],,2021-09-23
454114,FIFA 22,['EA Vancouver'],['Electronic Arts'],"['Sports', 'Football']",,2021-10-01
453940,MELTY BLOOD: TYPE LUMINA,['French-Bread'],['DELiGHTWORKS'],['Fighting'],,2021-09-30
459717,Crysis 2 Remastered,"['Crytek', 'Saber Interactive']",['Crytek'],"['First Person Shooter', 'Stealth']",,2021-10-15
444809,Operation: Tango,['Clever Plays'],['Clever Plays'],['Action-Adventure'],,2021-07-01
7235,Warframe,['digital extremes'],['digital extremes'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Russian', 'Korean', 'Chinese (simplified)', 'Polish', 'Portuguese (Brazil)']",2014-09-02
435253,Nongunz: Doppelganger Edition,"['Brainwash Gang', 'Kittehface Software']",['Digerati'],"['Platformer', 'Roguelite']",,2021-05-07
461634,Tunche,['Leap Game Studios'],['HypeTrain Digital'],"['Roguelite', ""Beat 'em up""]",,2021-11-02
461873,Epic Chef,['Infinigon'],['Team17 Software'],['Management'],,2021-11-11
455655,Crown Trick,['NExT Studios'],['Team17 Software'],"['Strategy', 'Turn Based']",,2021-09-07
1366,Conan,['Nihilistic Software'],['THQ'],"['Action', 'Adventure', 'Role-Playing Games (RPG)']","['French', 'Spanish', 'German', 'Italian']",2016-03-10
1313,Ridge Racer 6,['Bandai Namco Entertainment'],['Bandai Namco Entertainment'],"['Racing', 'Flying']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2013-09-03
2182,NIER,['Cavia'],['Square Enix'],"['Action', 'Adventure', 'Role-Playing Games (RPG)']","['Japanese', 'French', 'German']",2021-11-04
1378,Thrillville: OTR,['Frontier Developments'],['Disney Interactive'],"['Action', 'Adventure', 'strategy', 'Simulation', 'Family']","['French', 'Spanish', 'German', 'Italian']",2021-11-10
1063,Outpost Kaloki X,['NinjaBee'],['Microsoft Studios'],"['strategy', 'Simulation']","['French', 'Spanish', 'German', 'Italian']",2005-11-15
1108,F.E.A.R.,['Day 1 Studios'],['Warner Bros. Games'],"['Action', 'Adventure', 'shooter']","['French', 'Spanish', 'German', 'Italian']",2011-06-21
465654,Vaporum: Lockdown,['Fatbot Games'],['Fatbot Games'],"['Role Playing', 'Turn Based', 'Dungeon Crawler']",,2021-12-10
3327,Risen 2: Dark Waters,['Wizarbox'],['deep silver'],"['Action', 'Adventure', 'Role-Playing Games (RPG)']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Polish']",2013-03-19
3245,Warlords,['Stainless Games'],['Atari Inc.'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2014-01-17
1410,SpongeBob SquarePants Underpants Slam!,['Blitz Games'],['THQ'],['Family'],,2007-12-26
2426,Quake Arena Arcade,['id Software'],['Bethesda Softworks'],"['Action', 'Adventure', 'shooter']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2013-05-07
1064,Cloning Clyde,['Bacon Wrapped Games'],['Microsoft Studios'],"['Action', 'Adventure', 'platformer']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2006-07-19
2474,Darwinia+,['introversion software'],['Microsoft Studios'],"['Action', 'Adventure', 'strategy', 'Simulation']","['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2010-02-10
1918,The First Templar,['Haemimont Games'],['Kalypso Media Digital'],"['Action', 'Adventure']","['French', 'German']",2012-01-31
3334,Realms of Ancient Wars,['Wizarbox'],['focus home interactive'],"['Action', 'Adventure', 'Role-Playing Games (RPG)']","['French', 'Spanish', 'German', 'Italian']",2012-09-19
3536,Toy Story Mania!,['high voltage software'],['Disney Interactive'],"['Family', 'kinect']","['French', 'Spanish', 'Italian', 'Russian']",2013-06-18
2193,Vandal Hearts: Flames of Judgment,['LLC.'],['Konami Digital Entertainment Inc.'],['Role-Playing Games (RPG)'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2010-01-20
1344,Novadrome,['Stainless Games'],['Microsoft Studios'],"['Racing', 'Flying']","['French', 'Spanish', 'German', 'Italian']",2006-12-20
7801,Adventure Time,['WayForward'],['D3Publisher of America Inc.'],"['Action', 'Adventure', 'Role-Playing Games (RPG)']","['French', 'Spanish', 'German', 'Italian']",2021-11-30
1576,MINI NINJAS,['io interactive'],['Square Enix'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2011-02-08
1826,Rio,['Eurocom'],['THQ'],"['Action', 'Adventure', 'Family']","['French', 'Spanish', 'German', 'Italian', 'Russian']",2011-04-12
1367,Switchball,['Atomic Elbow'],['Activision'],['puzzle'],"['Japanese', 'French', 'Spanish', 'German', 'Italian']",2007-11-07
1340,Bankshot Billiards 2,['PixelStorm'],['Microsoft Studios'],['sports'],"['Japanese', 'French', 'Spanish', 'German', 'Italian', 'Korean']",2005-10-03
1394,F.E.A.R. Files,['TimeGate'],"['Sierra Entertainment', 'Vivendi Games']","['Action', 'Adventure', 'shooter']","['French', 'Spanish', 'German', 'Italian']",2007-11-06
2515,DEATH BY CUBE,['Premium Agency'],['Square Enix'],"['Action', 'Adventure']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2010-01-20
2545,Aces of the Galaxy,['Artech Studios'],['Activision'],"['Action', 'Adventure']","['French', 'Spanish', 'German', 'Italian']",2008-06-04
2316,Islands of Wakfu,['Ankama Studios'],['Microsoft Studios'],"['Action', 'Adventure', 'Role-Playing Games (RPG)']","['Japanese', 'French', 'Spanish', 'German', 'Italian']",2011-03-30
465367,Undungeon,['Laughing Machines'],['tinyBuild'],"['Action-RPG', 'Role Playing']",,2021-11-18
460440,Marsupilami: Hoobadventure,['Ocellus Studio'],['Microids'],['Platformer'],,2021-10-06
447479,Madness Beverage,"['Console Labs', 'Blue Sunset Games']",['PlayWay'],['First Person Shooter'],,2021-07-28
2742,Conan J,['Nihilistic Software'],['THQ'],"['Action', 'Adventure', 'Role-Playing Games (RPG)']",['Japanese'],2007-12-06
464880,Halo Infinite,['Halo Studios'],['Xbox Game Studios'],"['First Person Shooter', 'Open World']",,2021-12-08
