sale_id,channel,discounted,total_amount,sale_date,customer_id,country
458,App Mobile,0,670.95,2025-05-20,613,Netherlands
46,App Mobile,0,133.43,2025-06-14,386,France
461,E-commerce,0,439.03,2025-05-27,607,France
463,App Mobile,0,418.95,2025-06-13,497,Germany
465,E-commerce,0,572.22,2025-06-14,783,Italy
466,E-commerce,0,573.78,2025-04-17,538,Netherlands
467,App Mobile,0,425.23,2025-04-20,220,Germany
468,App Mobile,0,334.88,2025-05-05,273,France
469,E-commerce,0,316.23,2025-05-25,180,Germany
470,App Mobile,0,526.46,2025-04-30,664,France
473,E-commerce,0,270.72,2025-04-30,820,Spain
474,App Mobile,0,549.22,2025-04-14,190,Italy
475,App Mobile,0,513.94,2025-04-28,831,Germany
476,App Mobile,1,302.38,2025-05-17,511,France
478,App Mobile,0,162.44,2025-04-14,957,France
479,E-commerce,0,413.62,2025-05-20,908,Germany
480,E-commerce,0,821.72,2025-04-24,455,Netherlands
482,App Mobile,0,306.9,2025-05-24,272,Netherlands
483,E-commerce,1,358.54,2025-06-06,547,France
484,App Mobile,0,209.26,2025-04-26,218,Germany
485,E-commerce,0,225.79,2025-06-13,822,Germany
486,App Mobile,0,291.32,2025-04-19,241,Spain
488,E-commerce,0,479.79,2025-05-15,682,Portugal
489,E-commerce,0,378.07,2025-06-13,693,Netherlands
490,App Mobile,0,454.26,2025-05-24,854,Portugal
491,E-commerce,0,560.98,2025-05-23,699,Netherlands
495,E-commerce,0,780.29,2025-04-29,762,Spain
497,App Mobile,1,322.48,2025-05-13,588,Portugal
498,E-commerce,0,509.91,2025-05-25,9,Spain
500,E-commerce,0,680.33,2025-04-26,348,Germany
503,E-commerce,0,297.86,2025-05-22,341,France
504,App Mobile,0,458.7,2025-06-04,795,Germany
505,App Mobile,0,492.34,2025-05-23,36,France
506,E-commerce,0,570.95,2025-04-23,963,Germany
509,E-commerce,0,253.64,2025-05-15,663,Netherlands
510,E-commerce,0,227.01,2025-04-30,892,Germany
511,E-commerce,0,515.44,2025-04-04,754,Spain
512,App Mobile,0,412.13,2025-04-06,682,Portugal
513,E-commerce,0,441.25,2025-06-14,474,France
514,App Mobile,0,599.54,2025-06-17,397,France
515,E-commerce,0,627.9,2025-05-20,189,Germany
516,E-commerce,0,390.32,2025-05-04,617,Netherlands
517,E-commerce,0,254.46,2025-06-05,525,Italy
518,E-commerce,0,544.28,2025-05-04,455,Netherlands
52,E-commerce,0,646.63,2025-05-21,438,Germany
521,App Mobile,0,538,2025-05-04,851,France
524,App Mobile,1,284.65,2025-05-15,144,Germany
525,App Mobile,0,380.43,2025-05-21,908,Germany
527,E-commerce,0,420.5,2025-05-28,160,Germany
528,App Mobile,1,333.83,2025-05-17,921,Italy
529,App Mobile,0,341.18,2025-04-14,566,Italy
53,E-commerce,0,324.33,2025-04-14,885,Spain
530,App Mobile,0,547.16,2025-04-19,398,Spain
531,App Mobile,0,417.74,2025-05-30,900,Germany
534,App Mobile,0,385.1,2025-04-22,652,Germany
535,App Mobile,0,568.88,2025-05-31,174,Germany
536,App Mobile,0,390.51,2025-06-05,47,Germany
537,E-commerce,0,254.97,2025-04-30,897,France
538,App Mobile,0,502.9,2025-06-05,739,Portugal
539,E-commerce,0,506.48,2025-04-26,422,Netherlands
54,App Mobile,0,416.34,2025-05-28,517,Netherlands
541,App Mobile,0,505.76,2025-04-27,877,France
542,E-commerce,0,382.14,2025-05-24,771,Portugal
543,E-commerce,0,403.83,2025-04-26,896,Portugal
545,E-commerce,0,391.91,2025-04-05,99,Spain
546,E-commerce,0,184.6,2025-04-28,787,Italy
548,App Mobile,0,635.8,2025-04-25,916,Spain
55,E-commerce,0,355.12,2025-04-17,511,France
550,E-commerce,0,335.22,2025-05-16,190,Italy
551,E-commerce,0,274.53,2025-05-31,398,Spain
552,App Mobile,1,377.54,2025-05-15,54,Italy
553,App Mobile,1,276.39,2025-05-18,804,Italy
554,E-commerce,0,322.94,2025-06-13,861,Portugal
555,App Mobile,0,376.87,2025-05-25,997,Italy
556,E-commerce,0,553.83,2025-04-30,751,France
557,App Mobile,0,423.11,2025-04-25,194,Netherlands
558,App Mobile,1,191.33,2025-05-17,525,Italy
559,E-commerce,1,393,2025-04-06,192,Spain
56,App Mobile,0,337.98,2025-05-29,223,Germany
561,E-commerce,1,416.29,2025-06-06,829,Portugal
562,App Mobile,0,552.4,2025-04-18,225,France
564,E-commerce,0,351.54,2025-05-28,511,France
565,E-commerce,0,448.32,2025-05-04,751,France
566,E-commerce,0,382.77,2025-04-21,325,Germany
567,E-commerce,0,511.12,2025-05-17,686,Netherlands
571,App Mobile,0,859.38,2025-05-23,191,Germany
572,App Mobile,0,709.31,2025-04-22,506,France
575,App Mobile,0,400.38,2025-04-27,5,Spain
576,E-commerce,0,537.95,2025-06-13,20,France
577,E-commerce,0,161.54,2025-05-27,958,Germany
578,App Mobile,0,357.46,2025-04-25,849,Italy
580,App Mobile,0,422.78,2025-05-31,833,Portugal
581,E-commerce,0,516.66,2025-05-31,125,Germany
582,E-commerce,0,308.11,2025-06-04,357,Italy
588,App Mobile,1,178.9,2025-05-14,898,Italy
589,App Mobile,0,372.08,2025-06-17,160,Germany
59,E-commerce,0,435.92,2025-05-14,787,Italy
590,E-commerce,0,324.12,2025-04-13,512,Germany
591,E-commerce,0,616.58,2025-05-23,525,Italy
592,E-commerce,0,134.93,2025-05-17,906,Netherlands
593,App Mobile,0,303.48,2025-06-16,758,Portugal
594,App Mobile,0,493.31,2025-05-30,69,Germany
597,App Mobile,0,760.4,2025-04-18,132,France
6,E-commerce,0,416.43,2025-06-14,659,Portugal
601,E-commerce,0,542.92,2025-05-31,387,France
602,E-commerce,0,447.92,2025-04-28,284,Italy
603,App Mobile,0,367.01,2025-05-31,182,France
604,E-commerce,0,499.56,2025-05-26,338,Spain
605,App Mobile,0,411.94,2025-06-04,118,Italy
607,App Mobile,0,395.28,2025-04-30,785,France
609,App Mobile,0,340.38,2025-05-22,946,France
61,App Mobile,0,370.24,2025-05-26,444,Germany
610,E-commerce,0,435.62,2025-05-30,504,Netherlands
612,App Mobile,0,588.12,2025-05-25,488,Germany
613,E-commerce,0,562.46,2025-06-15,112,France
614,App Mobile,0,498.27,2025-05-29,761,Netherlands
615,App Mobile,1,207.29,2025-05-16,23,France
616,E-commerce,0,243.91,2025-04-23,838,Spain
617,E-commerce,0,566.22,2025-05-18,62,Spain
618,App Mobile,0,227.85,2025-04-19,653,Portugal
619,App Mobile,1,232.25,2025-05-15,895,France
620,E-commerce,0,426.3,2025-05-20,65,Spain
621,App Mobile,1,263.25,2025-05-15,86,Netherlands
622,E-commerce,0,194.57,2025-04-26,217,Italy
623,E-commerce,0,284.26,2025-04-14,943,Italy
624,App Mobile,1,383.49,2025-05-13,223,Germany
626,App Mobile,0,147.29,2025-04-24,376,Germany
627,App Mobile,0,467.58,2025-05-23,973,Italy
629,App Mobile,0,400.35,2025-05-26,186,Netherlands
63,App Mobile,0,431.64,2025-05-04,35,France
630,E-commerce,0,466.2,2025-05-29,120,Germany
632,App Mobile,1,240.4,2025-05-16,144,Germany
635,App Mobile,0,347.37,2025-04-16,104,Netherlands
637,App Mobile,0,298.98,2025-04-18,37,Netherlands
639,E-commerce,0,499.62,2025-04-22,346,Italy
64,App Mobile,0,426.45,2025-05-21,795,Germany
640,App Mobile,0,521.41,2025-04-18,196,Italy
642,E-commerce,0,504.5,2025-05-19,796,Netherlands
643,E-commerce,0,506.83,2025-04-24,259,Germany
644,E-commerce,0,231.66,2025-04-04,374,Italy
645,E-commerce,0,640.26,2025-04-14,776,Portugal
646,E-commerce,0,151.74,2025-05-14,396,Netherlands
647,E-commerce,0,379.16,2025-04-30,688,Italy
65,E-commerce,0,326.98,2025-06-05,168,France
651,E-commerce,0,501.78,2025-04-16,225,France
653,E-commerce,0,644.06,2025-05-21,168,France
654,App Mobile,0,328.98,2025-04-05,881,Portugal
655,E-commerce,0,511.39,2025-04-24,16,Germany
658,App Mobile,0,374.25,2025-06-16,835,Portugal
659,App Mobile,0,610.09,2025-04-17,656,Germany
660,App Mobile,0,368.79,2025-06-14,86,Netherlands
663,E-commerce,0,440.02,2025-06-04,780,Portugal
664,App Mobile,0,353.01,2025-06-14,493,Germany
665,E-commerce,0,440.01,2025-04-13,477,Spain
666,E-commerce,0,236.19,2025-05-24,743,Netherlands
667,App Mobile,0,288.19,2025-04-15,218,Germany
668,E-commerce,0,321.6,2025-04-20,167,France
67,App Mobile,0,414.7,2025-04-04,128,Netherlands
670,App Mobile,0,173.7,2025-05-27,820,Spain
672,App Mobile,0,337.28,2025-04-25,807,Germany
675,E-commerce,0,102.61,2025-05-23,126,Netherlands
676,App Mobile,0,583.9,2025-05-20,254,Italy
677,E-commerce,0,112.89,2025-06-14,827,France
678,E-commerce,0,562.42,2025-05-04,37,Netherlands
68,E-commerce,0,740.54,2025-05-23,413,France
686,E-commerce,0,207.3,2025-05-30,25,Italy
689,App Mobile,0,405.34,2025-04-15,891,Portugal
691,App Mobile,0,475.07,2025-06-17,33,Italy
694,App Mobile,0,183.33,2025-06-05,884,Spain
695,App Mobile,0,437.62,2025-04-24,634,Portugal
698,E-commerce,0,260.26,2025-05-16,96,Italy
700,E-commerce,0,249.32,2025-05-26,801,Netherlands
701,App Mobile,0,340.18,2025-06-13,855,Spain
702,App Mobile,0,333.21,2025-05-29,764,France
703,E-commerce,0,472.8,2025-05-05,660,Italy
704,E-commerce,0,328.55,2025-05-18,418,France
705,E-commerce,0,190.64,2025-04-18,47,Germany
706,App Mobile,0,118.14,2025-05-05,268,Germany
707,E-commerce,0,89.46,2025-05-23,154,France
708,App Mobile,0,231.49,2025-04-16,951,Portugal
709,App Mobile,0,284.08,2025-04-28,596,Italy
710,E-commerce,0,440.06,2025-06-17,826,Portugal
711,App Mobile,0,226.56,2025-05-24,695,Spain
713,App Mobile,0,548.6,2025-05-06,253,France
714,App Mobile,0,181.1,2025-04-18,764,France
715,E-commerce,0,512.83,2025-06-15,830,Italy
716,E-commerce,0,483.65,2025-04-19,508,Italy
718,App Mobile,1,180.9,2025-05-17,952,Italy
719,E-commerce,0,381.98,2025-04-22,992,Italy
72,E-commerce,0,622.14,2025-05-19,710,France
722,App Mobile,0,238.35,2025-05-04,620,Netherlands
724,E-commerce,0,183.62,2025-05-30,227,France
725,App Mobile,0,401.53,2025-06-15,445,Italy
727,E-commerce,0,330.45,2025-04-22,834,Netherlands
728,App Mobile,1,309.68,2025-05-18,258,Netherlands
729,E-commerce,0,350.42,2025-04-27,190,Italy
73,E-commerce,0,453.55,2025-05-19,477,Spain
730,E-commerce,0,191.32,2025-05-19,53,Italy
736,E-commerce,0,572.2,2025-04-14,505,Germany
737,E-commerce,0,410.06,2025-04-22,802,Spain
739,App Mobile,0,350.65,2025-05-05,885,Spain
740,E-commerce,0,415.23,2025-04-29,370,Netherlands
742,App Mobile,0,227.27,2025-04-20,123,Italy
744,App Mobile,0,202.93,2025-06-06,736,Germany
745,E-commerce,0,120.29,2025-04-28,556,Italy
746,E-commerce,0,302.4,2025-05-16,522,Spain
747,App Mobile,0,250.93,2025-04-21,442,Germany
749,E-commerce,0,240.91,2025-04-26,993,Germany
75,App Mobile,0,526.82,2025-05-22,469,Italy
750,E-commerce,0,230.45,2025-04-16,665,Portugal
751,E-commerce,0,342.96,2025-06-16,811,France
753,App Mobile,0,368.2,2025-04-05,684,Netherlands
755,App Mobile,0,298.02,2025-06-14,369,Netherlands
756,E-commerce,0,481.76,2025-06-13,499,France
757,E-commerce,0,309.83,2025-04-26,161,Spain
760,E-commerce,0,248.96,2025-04-04,172,Italy
761,E-commerce,0,232.67,2025-05-31,858,Germany
762,E-commerce,0,222.42,2025-06-13,76,Germany
763,E-commerce,0,301.16,2025-04-21,602,Portugal
765,E-commerce,0,536.98,2025-04-20,417,Spain
766,App Mobile,0,399.31,2025-06-16,955,Portugal
767,App Mobile,0,423.12,2025-04-19,427,Spain
768,E-commerce,0,220.42,2025-05-28,247,Netherlands
769,E-commerce,0,490.92,2025-05-05,501,Italy
770,E-commerce,0,430.6,2025-04-28,714,Portugal
772,E-commerce,0,334.34,2025-04-28,970,Germany
774,App Mobile,0,335.05,2025-05-22,798,Portugal
776,E-commerce,0,294.06,2025-05-18,361,Netherlands
777,E-commerce,0,310.71,2025-05-28,572,Netherlands
778,E-commerce,0,96.18,2025-04-13,548,Germany
779,App Mobile,0,194.09,2025-04-17,577,Netherlands
78,E-commerce,0,683.47,2025-05-18,321,Germany
780,App Mobile,0,242.5,2025-04-13,407,Italy
781,App Mobile,0,232.42,2025-04-23,639,Italy
782,App Mobile,0,400.44,2025-04-13,19,Germany
785,App Mobile,0,200.97,2025-05-31,393,France
787,E-commerce,0,282.36,2025-06-17,610,France
790,E-commerce,0,639.14,2025-04-19,829,Portugal
794,App Mobile,0,230.88,2025-05-24,215,Netherlands
795,App Mobile,0,275.01,2025-04-21,741,Portugal
796,App Mobile,0,186.54,2025-05-04,754,Spain
797,E-commerce,0,266.9,2025-05-21,657,Italy
798,E-commerce,0,341.26,2025-04-04,565,Spain
799,App Mobile,0,251.92,2025-04-16,897,France
8,App Mobile,0,408.13,2025-05-26,277,Italy
80,E-commerce,0,369.31,2025-05-25,735,France
800,E-commerce,0,555.4,2025-05-24,96,Italy
801,E-commerce,0,476.87,2025-04-04,876,Italy
802,App Mobile,0,456.18,2025-04-30,920,Spain
808,E-commerce,0,168.3,2025-04-27,153,France
81,App Mobile,1,449.17,2025-05-18,130,Germany
810,App Mobile,0,319.98,2025-06-16,913,Portugal
811,App Mobile,0,427.27,2025-04-27,29,Spain
812,E-commerce,0,246.26,2025-04-21,256,Italy
815,App Mobile,0,160.89,2025-04-27,506,France
816,App Mobile,1,160.14,2025-05-15,456,Italy
817,E-commerce,1,67.02,2025-05-06,485,Netherlands
818,E-commerce,0,250.7,2025-06-16,473,France
819,E-commerce,0,143.36,2025-04-26,653,Portugal
82,E-commerce,0,753.88,2025-04-14,872,Netherlands
820,E-commerce,0,463.74,2025-04-20,280,Germany
821,App Mobile,1,262.23,2025-05-14,233,France
822,App Mobile,1,202.69,2025-05-18,690,Spain
823,App Mobile,0,480.96,2025-04-24,323,Netherlands
824,E-commerce,0,223.28,2025-05-05,604,Italy
825,App Mobile,1,295.16,2025-05-13,643,Portugal
827,E-commerce,0,251.9,2025-06-14,253,France
830,App Mobile,0,226.8,2025-06-14,659,Portugal
832,E-commerce,0,266.58,2025-04-23,570,Spain
833,E-commerce,0,217.91,2025-04-29,511,France
834,App Mobile,0,196.52,2025-06-17,626,Italy
837,E-commerce,0,570.97,2025-05-05,453,France
838,E-commerce,0,348.02,2025-05-27,903,Spain
839,App Mobile,0,182.98,2025-05-31,935,Italy
84,E-commerce,0,519.81,2025-05-17,932,France
842,App Mobile,0,181.08,2025-04-21,636,Spain
843,App Mobile,0,232.34,2025-06-06,551,France
844,E-commerce,0,233.87,2025-05-25,802,Spain
845,E-commerce,0,310.35,2025-05-26,612,Italy
846,App Mobile,0,425.02,2025-04-17,541,France
848,App Mobile,0,181.08,2025-06-06,500,Germany
849,E-commerce,1,167.31,2025-06-06,869,Netherlands
85,E-commerce,0,410.73,2025-05-15,344,Netherlands
850,E-commerce,0,472.29,2025-04-19,658,Italy
852,App Mobile,0,387.92,2025-04-23,745,Italy
853,App Mobile,0,150.6,2025-04-28,883,Italy
854,E-commerce,0,255.78,2025-04-16,254,Italy
855,App Mobile,0,390.32,2025-05-21,710,France
856,E-commerce,0,206.9,2025-04-17,648,Germany
857,App Mobile,0,377.18,2025-04-16,133,France
858,E-commerce,0,142.03,2025-05-14,659,Portugal
859,E-commerce,0,289.32,2025-05-22,39,France
86,App Mobile,0,709.19,2025-06-15,453,France
861,E-commerce,0,406.56,2025-04-21,99,Spain
862,App Mobile,0,233.9,2025-06-06,912,Germany
863,E-commerce,0,384.64,2025-04-17,39,France
864,E-commerce,1,282.2,2025-04-06,867,France
865,E-commerce,0,362.23,2025-05-29,117,Germany
866,App Mobile,0,411.3,2025-04-23,796,Netherlands
868,App Mobile,0,66.93,2025-05-24,394,Spain
87,E-commerce,0,350.92,2025-04-14,863,Germany
870,App Mobile,0,363.72,2025-05-28,386,France
871,E-commerce,0,381.21,2025-04-05,996,Germany
872,E-commerce,1,116.41,2025-04-06,471,Netherlands
873,E-commerce,0,263.07,2025-05-22,872,Netherlands
874,E-commerce,0,259.33,2025-06-16,531,Spain
875,App Mobile,1,161.27,2025-05-17,54,Italy
876,App Mobile,0,142.9,2025-04-23,513,France
878,E-commerce,0,309.83,2025-04-16,800,Netherlands
879,E-commerce,0,206.99,2025-04-27,387,France
88,App Mobile,0,577.9,2025-04-13,569,France
880,App Mobile,0,242.44,2025-04-19,380,Italy
882,App Mobile,0,88.11,2025-06-15,634,Portugal
883,App Mobile,0,422.95,2025-05-21,659,Portugal
884,App Mobile,0,402.96,2025-06-04,609,Italy
885,App Mobile,0,273.51,2025-04-22,922,Spain
886,E-commerce,0,240.1,2025-05-25,53,Italy
89,E-commerce,0,312.2,2025-04-25,46,Germany
890,E-commerce,0,323.23,2025-04-18,625,Portugal
895,App Mobile,0,61.09,2025-05-31,711,France
896,App Mobile,1,182.89,2025-05-16,9,Spain
899,App Mobile,0,291.04,2025-05-24,339,France
90,E-commerce,0,377.12,2025-05-26,2,France
902,App Mobile,0,305.5,2025-05-29,656,Germany
903,App Mobile,0,446.43,2025-04-19,727,Portugal
904,E-commerce,0,222.07,2025-05-05,699,Netherlands
905,App Mobile,0,133.9,2025-05-30,422,Netherlands
906,E-commerce,0,297.44,2025-04-28,664,France
907,E-commerce,0,247.13,2025-04-18,113,Germany
908,App Mobile,0,224.36,2025-04-26,196,Italy
909,App Mobile,0,461.34,2025-04-22,739,Portugal
912,E-commerce,1,113.2,2025-04-06,39,France
913,App Mobile,0,303.24,2025-05-27,729,Portugal
914,App Mobile,0,461.95,2025-05-25,684,Netherlands
915,E-commerce,0,241.74,2025-04-20,672,Germany
916,App Mobile,1,245.94,2025-05-18,342,Netherlands
918,E-commerce,0,256.76,2025-04-15,226,Netherlands
92,App Mobile,0,611.46,2025-05-30,691,Italy
921,App Mobile,1,117.84,2025-05-19,283,France
922,E-commerce,0,342.07,2025-05-23,246,Spain
924,E-commerce,0,430.55,2025-05-04,74,France
925,E-commerce,0,343.79,2025-04-24,692,France
926,E-commerce,0,110.78,2025-05-29,393,France
927,App Mobile,0,371.36,2025-06-15,233,France
931,E-commerce,0,270.18,2025-06-17,269,Spain
932,App Mobile,0,317.29,2025-06-14,323,Netherlands
934,E-commerce,0,146.03,2025-05-16,506,France
937,App Mobile,0,293.28,2025-06-16,649,Italy
938,E-commerce,0,360.58,2025-05-19,42,Spain
94,E-commerce,0,396.88,2025-04-13,165,France
940,App Mobile,0,268.77,2025-04-21,988,Portugal
942,E-commerce,0,376.17,2025-04-29,75,Italy
943,App Mobile,1,210.59,2025-05-16,230,France
944,E-commerce,0,246.83,2025-06-14,173,Germany
945,E-commerce,0,295.02,2025-04-17,304,France
946,App Mobile,0,192.66,2025-04-16,289,Netherlands
947,E-commerce,0,97.73,2025-06-16,127,Netherlands
949,E-commerce,0,87.45,2025-05-30,91,Netherlands
950,E-commerce,0,524.09,2025-05-27,935,Italy
952,E-commerce,0,258.61,2025-04-25,252,Italy
953,App Mobile,0,532.3,2025-04-16,400,Netherlands
955,App Mobile,0,490.7,2025-05-25,936,Netherlands
956,App Mobile,0,166.11,2025-05-31,456,Italy
957,App Mobile,1,212.16,2025-05-15,181,Italy
958,E-commerce,0,68.31,2025-05-22,958,Germany
959,E-commerce,0,167.82,2025-05-04,959,Spain
96,E-commerce,0,522.01,2025-04-20,135,France
960,E-commerce,0,223.28,2025-05-28,237,Germany
961,E-commerce,0,282.53,2025-06-17,613,Netherlands
963,E-commerce,0,173.16,2025-06-04,342,Netherlands
965,E-commerce,0,316.76,2025-05-27,988,Portugal
966,E-commerce,0,200.11,2025-05-17,326,Italy
967,App Mobile,0,281.54,2025-04-26,496,Italy
968,E-commerce,0,484.9,2025-06-13,350,France
969,E-commerce,0,216.4,2025-05-22,792,Italy
971,App Mobile,0,185.94,2025-05-21,58,Germany
973,App Mobile,0,442.48,2025-06-17,953,France
975,App Mobile,0,437.07,2025-04-14,560,Germany
976,E-commerce,1,220.59,2025-06-06,682,Portugal
977,App Mobile,0,189.74,2025-04-22,415,France
978,E-commerce,0,355.24,2025-04-20,634,Portugal
979,E-commerce,0,228.04,2025-04-22,638,France
98,E-commerce,0,413.91,2025-05-20,879,Netherlands
980,App Mobile,0,448.26,2025-05-27,220,Germany
981,E-commerce,0,149.36,2025-04-15,733,Germany
982,App Mobile,1,193.4,2025-05-19,70,Germany
985,E-commerce,0,239.39,2025-04-05,697,Germany
986,App Mobile,0,229.64,2025-05-23,735,France
989,E-commerce,0,287.64,2025-05-27,22,Germany
990,App Mobile,0,458.36,2025-04-17,327,France
991,App Mobile,0,200.08,2025-04-20,734,Netherlands
992,App Mobile,1,214.08,2025-05-13,375,Germany
993,E-commerce,0,311.37,2025-04-21,99,Spain
994,App Mobile,1,477.09,2025-05-15,798,Portugal
995,E-commerce,0,489.02,2025-05-19,565,Spain
999,E-commerce,0,109.62,2025-06-16,416,France
