item_id,sale_id,product_id,quantity,original_price,unit_price,discount_applied,discount_percent,discounted,item_total,sale_date,channel,channel_campaigns
1635,616,135,1,42.47,42.47,0,0.00%,0,42.47,2025-04-23,E-commerce,Website Banner
1697,567,135,1,42.47,42.47,0,0.00%,0,42.47,2025-05-17,E-commerce,Website Banner
278,421,149,1,42.24,42.24,0,0.00%,0,42.24,2025-05-19,E-commerce,Website Banner
1354,259,287,1,60.34,42.24,18.1,30.00%,1,42.24,2025-05-19,App Mobile,Social Media
1749,925,309,1,42.14,42.14,0,0.00%,0,42.14,2025-04-24,E-commerce,Website Banner
2637,449,309,1,42.14,42.14,0,0.00%,0,42.14,2025-05-23,E-commerce,Website Banner
1072,1194,344,1,42.1,42.1,0,0.00%,0,42.1,2025-05-13,E-commerce,Website Banner
923,908,202,1,41.88,41.88,0,0.00%,0,41.88,2025-04-26,App Mobile,App Mobile
1456,1070,144,1,41.84,41.84,0,0.00%,0,41.84,2025-04-30,App Mobile,App Mobile
1669,654,172,1,41.7,41.7,0,0.00%,0,41.7,2025-05-04,App Mobile,App Mobile
3108,356,291,1,59.56,41.69,17.87,30.00%,1,41.69,2025-05-13,App Mobile,Social Media
2724,486,423,1,41.64,41.64,0,0.00%,0,41.64,2025-04-19,App Mobile,App Mobile
495,386,157,1,41.56,41.56,0,0.00%,0,41.56,2025-04-21,App Mobile,App Mobile
967,427,289,1,41.51,41.51,0,0.00%,0,41.51,2025-06-17,App Mobile,App Mobile
1477,626,86,1,41.26,41.26,0,0.00%,0,41.26,2025-04-24,App Mobile,App Mobile
1806,306,86,1,41.26,41.26,0,0.00%,0,41.26,2025-04-26,E-commerce,Website Banner
4,468,18,1,40.99,40.99,0,0.00%,0,40.99,2025-05-05,App Mobile,App Mobile
387,349,18,1,40.99,40.99,0,0.00%,0,40.99,2025-06-15,App Mobile,App Mobile
1242,966,18,1,40.99,40.99,0,0.00%,0,40.99,2025-05-17,E-commerce,Website Banner
984,525,471,1,40.92,40.92,0,0.00%,0,40.92,2025-05-21,App Mobile,App Mobile
1289,971,471,1,40.92,40.92,0,0.00%,0,40.92,2025-05-21,App Mobile,App Mobile
2048,618,471,1,40.92,40.92,0,0.00%,0,40.92,2025-04-19,App Mobile,App Mobile
3242,297,366,1,58.34,40.84,17.5,30.00%,1,40.84,2025-05-17,App Mobile,Social Media
94,558,22,1,58.26,40.78,17.48,30.00%,1,40.78,2025-05-17,App Mobile,Social Media
1093,834,293,1,40.77,40.77,0,0.00%,0,40.77,2025-06-17,App Mobile,App Mobile
1596,200,293,1,40.77,40.77,0,0.00%,0,40.77,2025-05-04,App Mobile,App Mobile
2328,750,293,1,40.77,40.77,0,0.00%,0,40.77,2025-04-16,E-commerce,Website Banner
341,44,106,1,40.75,40.75,0,0.00%,0,40.75,2025-05-14,E-commerce,Website Banner
2604,392,106,1,40.75,40.75,0,0.00%,0,40.75,2025-05-21,E-commerce,Website Banner
1528,323,9,1,40.5,40.5,0,0.00%,0,40.5,2025-05-06,E-commerce,Website Banner
2929,281,83,1,57.8,40.46,17.34,30.00%,1,40.46,2025-05-17,App Mobile,Social Media
1164,53,16,1,40.36,40.36,0,0.00%,0,40.36,2025-04-14,E-commerce,Website Banner
583,441,92,1,40.25,40.25,0,0.00%,0,40.25,2025-04-28,E-commerce,Website Banner
2279,39,292,1,40.12,40.12,0,0.00%,0,40.12,2025-05-14,E-commerce,Website Banner
3073,875,407,1,56.84,39.79,17.05,30.00%,1,39.79,2025-05-17,App Mobile,Social Media
1031,478,325,1,39.78,39.78,0,0.00%,0,39.78,2025-04-14,App Mobile,App Mobile
1366,706,226,1,39.78,39.78,0,0.00%,0,39.78,2025-05-05,App Mobile,App Mobile
2032,154,325,1,39.78,39.78,0,0.00%,0,39.78,2025-04-22,E-commerce,Website Banner
2802,947,283,1,39.62,39.62,0,0.00%,0,39.62,2025-06-16,E-commerce,Website Banner
490,1025,490,1,39.42,39.42,0,0.00%,0,39.42,2025-05-29,App Mobile,App Mobile
1057,858,178,1,39.34,39.34,0,0.00%,0,39.34,2025-05-14,E-commerce,Website Banner
1817,106,178,1,39.34,39.34,0,0.00%,0,39.34,2025-04-25,E-commerce,Website Banner
3205,999,467,1,39.22,39.22,0,0.00%,0,39.22,2025-06-16,E-commerce,Website Banner
69,2,113,1,39.18,39.18,0,0.00%,0,39.18,2025-05-16,E-commerce,Website Banner
2633,255,93,1,39.18,39.18,0,0.00%,0,39.18,2025-04-30,E-commerce,Website Banner
1517,677,456,1,39.09,39.09,0,0.00%,0,39.09,2025-06-14,E-commerce,Website Banner
2921,469,456,1,39.09,39.09,0,0.00%,0,39.09,2025-05-25,E-commerce,Website Banner
924,817,311,1,43.38,39.04,4.34,10.00%,1,39.04,2025-06-05,E-commerce,Email
938,745,96,1,39.03,39.03,0,0.00%,0,39.03,2025-04-28,E-commerce,Website Banner
2316,378,477,1,38.9,38.9,0,0.00%,0,38.9,2025-04-17,App Mobile,App Mobile
949,183,180,1,38.81,38.81,0,0.00%,0,38.81,2025-05-16,E-commerce,Website Banner
1280,766,180,1,38.81,38.81,0,0.00%,0,38.81,2025-06-16,App Mobile,App Mobile
2905,87,438,1,38.74,38.74,0,0.00%,0,38.74,2025-04-14,E-commerce,Website Banner
779,958,233,1,38.68,38.68,0,0.00%,0,38.68,2025-05-22,E-commerce,Website Banner
2927,42,233,1,38.68,38.68,0,0.00%,0,38.68,2025-05-31,App Mobile,App Mobile
1363,199,107,1,55.06,38.54,16.52,30.00%,1,38.54,2025-05-19,App Mobile,Social Media
654,1165,376,1,38.52,38.52,0,0.00%,0,38.52,2025-04-22,E-commerce,Website Banner
740,286,188,1,55.01,38.51,16.5,30.00%,1,38.51,2025-05-18,App Mobile,Social Media
420,1332,256,1,38.41,38.41,0,0.00%,0,38.41,2025-05-13,E-commerce,Website Banner
599,274,256,1,38.41,38.41,0,0.00%,0,38.41,2025-04-19,E-commerce,Website Banner
3272,423,32,1,54.83,38.38,16.45,30.00%,1,38.38,2025-05-13,App Mobile,Social Media
78,1129,240,1,38.14,38.14,0,0.00%,0,38.14,2025-05-21,App Mobile,App Mobile
629,139,240,1,38.14,38.14,0,0.00%,0,38.14,2025-05-21,App Mobile,App Mobile
2511,609,240,1,38.14,38.14,0,0.00%,0,38.14,2025-05-22,App Mobile,App Mobile
281,916,48,1,54.38,38.07,16.31,30.00%,1,38.07,2025-05-18,App Mobile,Social Media
242,124,387,1,38.06,38.06,0,0.00%,0,38.06,2025-04-19,E-commerce,Website Banner
1060,447,387,1,38.06,38.06,0,0.00%,0,38.06,2025-04-19,App Mobile,App Mobile
106,981,500,1,38.03,38.03,0,0.00%,0,38.03,2025-04-15,E-commerce,Website Banner
2217,88,500,1,38.03,38.03,0,0.00%,0,38.03,2025-04-13,App Mobile,App Mobile
1405,603,41,1,37.94,37.94,0,0.00%,0,37.94,2025-05-31,App Mobile,App Mobile
233,1124,208,1,37.45,37.45,0,0.00%,0,37.45,2025-04-29,E-commerce,Website Banner
1063,468,208,1,37.45,37.45,0,0.00%,0,37.45,2025-05-05,App Mobile,App Mobile
2906,138,215,1,37.11,37.11,0,0.00%,0,37.11,2025-06-14,E-commerce,Website Banner
844,15,243,1,37.06,37.06,0,0.00%,0,37.06,2025-05-20,E-commerce,Website Banner
1842,839,243,1,37.06,37.06,0,0.00%,0,37.06,2025-05-31,App Mobile,App Mobile
2664,428,262,1,52.94,37.06,15.88,30.00%,1,37.06,2025-05-14,App Mobile,Social Media
2778,510,243,1,37.06,37.06,0,0.00%,0,37.06,2025-04-30,E-commerce,Website Banner
3062,722,441,1,36.99,36.99,0,0.00%,0,36.99,2025-04-05,App Mobile,App Mobile
443,40,75,1,52.83,36.98,15.85,30.00%,1,36.98,2025-05-13,App Mobile,Social Media
1519,15,251,1,36.88,36.88,0,0.00%,0,36.88,2025-05-20,E-commerce,Website Banner
2643,73,251,1,36.88,36.88,0,0.00%,0,36.88,2025-05-19,E-commerce,Website Banner
2630,56,5,1,36.84,36.84,0,0.00%,0,36.84,2025-05-29,App Mobile,App Mobile
3365,705,495,1,36.65,36.65,0,0.00%,0,36.65,2025-04-18,E-commerce,Website Banner
1466,1225,151,1,36.47,36.47,0,0.00%,0,36.47,2025-04-27,App Mobile,App Mobile
1588,40,140,1,52.08,36.46,15.62,30.00%,1,36.46,2025-05-13,App Mobile,Social Media
1543,934,427,1,36.01,36.01,0,0.00%,0,36.01,2025-05-16,E-commerce,Website Banner
83,1223,367,1,51.38,35.97,15.41,30.00%,1,35.97,2025-05-17,App Mobile,Social Media
2390,874,313,1,35.69,35.69,0,0.00%,0,35.69,2025-06-16,E-commerce,Website Banner
3152,115,313,1,35.69,35.69,0,0.00%,0,35.69,2025-04-05,App Mobile,App Mobile
2001,215,204,1,39.2,35.28,3.92,10.00%,1,35.28,2025-06-04,E-commerce,Email
92,1327,414,1,35.2,35.2,0,0.00%,0,35.2,2025-04-19,E-commerce,Website Banner
1576,1290,414,1,35.2,35.2,0,0.00%,0,35.2,2025-04-22,E-commerce,Website Banner
3321,559,477,1,38.9,35.01,3.89,10.00%,1,35.01,2025-06-04,E-commerce,Email
712,1223,190,1,49.41,34.59,14.82,30.00%,1,34.59,2025-05-17,App Mobile,Social Media
2163,1329,59,1,34.58,34.58,0,0.00%,0,34.58,2025-04-27,App Mobile,App Mobile
1976,542,402,1,34.45,34.45,0,0.00%,0,34.45,2025-05-24,E-commerce,Website Banner
2577,707,402,1,34.45,34.45,0,0.00%,0,34.45,2025-05-23,E-commerce,Website Banner
1163,369,388,1,34.23,34.23,0,0.00%,0,34.23,2025-04-29,E-commerce,Website Banner
1507,589,91,1,33.95,33.95,0,0.00%,0,33.95,2025-06-17,App Mobile,App Mobile
2863,144,91,1,33.95,33.95,0,0.00%,0,33.95,2025-04-20,App Mobile,App Mobile
1482,1320,298,1,33.94,33.94,0,0.00%,0,33.94,2025-04-17,E-commerce,Website Banner
379,895,139,1,33.59,33.59,0,0.00%,0,33.59,2025-05-31,App Mobile,App Mobile
2717,550,139,1,33.59,33.59,0,0.00%,0,33.59,2025-05-16,E-commerce,Website Banner
215,404,338,1,33.39,33.39,0,0.00%,0,33.39,2025-05-26,E-commerce,Website Banner
920,485,338,1,33.39,33.39,0,0.00%,0,33.39,2025-06-13,E-commerce,Website Banner
2094,24,410,1,47.47,33.23,14.24,30.00%,1,33.23,2025-05-13,App Mobile,Social Media
136,278,169,1,32.94,32.94,0,0.00%,0,32.94,2025-06-13,App Mobile,App Mobile
358,619,228,1,46.89,32.82,14.07,30.00%,1,32.82,2025-05-15,App Mobile,Social Media
1387,555,209,1,32.41,32.41,0,0.00%,0,32.41,2025-05-25,App Mobile,App Mobile
1133,377,82,1,32.21,32.21,0,0.00%,0,32.21,2025-05-14,E-commerce,Website Banner
2578,949,82,1,32.21,32.21,0,0.00%,0,32.21,2025-05-30,E-commerce,Website Banner
118,577,453,1,32.05,32.05,0,0.00%,0,32.05,2025-05-27,E-commerce,Website Banner
799,931,80,1,31.86,31.86,0,0.00%,0,31.86,2025-06-17,E-commerce,Website Banner
2744,842,80,1,31.86,31.86,0,0.00%,0,31.86,2025-04-21,App Mobile,App Mobile
842,1195,418,1,31.84,31.84,0,0.00%,0,31.84,2025-04-22,App Mobile,App Mobile
2495,1216,84,1,31.84,31.84,0,0.00%,0,31.84,2025-04-27,App Mobile,App Mobile
2882,592,418,1,31.84,31.84,0,0.00%,0,31.84,2025-05-17,E-commerce,Website Banner
2733,882,90,1,31.67,31.67,0,0.00%,0,31.67,2025-06-15,App Mobile,App Mobile
3219,1249,457,1,31.61,31.61,0,0.00%,0,31.61,2025-06-13,E-commerce,Website Banner
82,490,258,1,31.48,31.48,0,0.00%,0,31.48,2025-05-24,App Mobile,App Mobile
3278,497,12,1,44.77,31.34,13.43,30.00%,1,31.34,2025-05-13,App Mobile,Social Media
733,467,95,1,31.15,31.15,0,0.00%,0,31.15,2025-04-20,App Mobile,App Mobile
1210,33,452,1,30.85,30.85,0,0.00%,0,30.85,2025-04-23,E-commerce,Website Banner
2645,1067,452,1,30.85,30.85,0,0.00%,0,30.85,2025-05-30,App Mobile,App Mobile
928,907,401,1,30.83,30.83,0,0.00%,0,30.83,2025-04-18,E-commerce,Website Banner
2809,359,401,1,30.83,30.83,0,0.00%,0,30.83,2025-04-18,App Mobile,App Mobile
2779,328,431,1,30.41,30.41,0,0.00%,0,30.41,2025-05-13,E-commerce,Website Banner
2543,503,171,1,30.26,30.26,0,0.00%,0,30.26,2025-05-22,E-commerce,Website Banner
1944,1128,39,1,29.97,29.97,0,0.00%,0,29.97,2025-05-31,App Mobile,App Mobile
1923,1298,241,1,29.82,29.82,0,0.00%,0,29.82,2025-05-16,E-commerce,Website Banner
2219,1029,88,1,29.81,29.81,0,0.00%,0,29.81,2025-04-17,E-commerce,Website Banner
2853,1108,400,1,29.68,29.68,0,0.00%,0,29.68,2025-05-27,E-commerce,Website Banner
359,958,81,1,29.63,29.63,0,0.00%,0,29.63,2025-05-22,E-commerce,Website Banner
3065,1060,202,1,41.88,29.32,12.56,30.00%,1,29.32,2025-05-18,App Mobile,Social Media
864,319,246,1,28.98,28.98,0,0.00%,0,28.98,2025-05-31,App Mobile,App Mobile
1134,253,246,1,28.98,28.98,0,0.00%,0,28.98,2025-04-27,App Mobile,App Mobile
1520,1311,415,1,28.73,28.73,0,0.00%,0,28.73,2025-05-31,E-commerce,Website Banner
504,473,249,1,28.42,28.42,0,0.00%,0,28.42,2025-04-30,E-commerce,Website Banner
3356,1133,249,1,28.42,28.42,0,0.00%,0,28.42,2025-04-25,E-commerce,Website Banner
2415,817,30,1,31.09,27.98,3.11,10.00%,1,27.98,2025-06-05,E-commerce,Email
293,1316,328,1,39.83,27.88,11.95,30.00%,1,27.88,2025-05-15,App Mobile,Social Media
1436,895,23,1,27.5,27.5,0,0.00%,0,27.5,2025-05-31,App Mobile,App Mobile
3288,926,23,1,27.5,27.5,0,0.00%,0,27.5,2025-05-29,E-commerce,Website Banner
1075,442,431,1,30.41,27.37,3.04,10.00%,1,27.37,2025-06-06,E-commerce,Email
3229,1083,119,1,27.34,27.34,0,0.00%,0,27.34,2025-05-15,E-commerce,Website Banner
1784,1198,241,1,29.82,26.84,2.98,10.00%,1,26.84,2025-06-05,E-commerce,Email
2636,615,451,1,37.8,26.46,11.34,30.00%,1,26.46,2025-05-16,App Mobile,Social Media
2878,1253,174,1,26.41,26.41,0,0.00%,0,26.41,2025-04-24,E-commerce,Website Banner
2062,420,120,1,25.7,25.7,0,0.00%,0,25.7,2025-06-16,App Mobile,App Mobile
2130,46,120,1,25.7,25.7,0,0.00%,0,25.7,2025-06-14,App Mobile,App Mobile
989,445,176,1,27.94,25.15,2.79,10.00%,1,25.15,2025-06-05,E-commerce,Email
3196,622,46,1,25.15,25.15,0,0.00%,0,25.15,2025-04-26,E-commerce,Website Banner
3160,216,122,1,24.8,24.8,0,0.00%,0,24.8,2025-05-22,E-commerce,Website Banner
3216,235,122,1,24.8,24.8,0,0.00%,0,24.8,2025-04-06,E-commerce,Website Banner
1478,1255,319,1,24.05,24.05,0,0.00%,0,24.05,2025-04-16,App Mobile,App Mobile
3047,1175,319,1,24.05,24.05,0,0.00%,0,24.05,2025-05-05,E-commerce,Website Banner
2138,199,330,1,33.94,23.76,10.18,30.00%,1,23.76,2025-05-19,App Mobile,Social Media
2359,269,443,1,23.13,23.13,0,0.00%,0,23.13,2025-05-24,App Mobile,App Mobile
2360,546,164,1,22.96,22.96,0,0.00%,0,22.96,2025-04-28,E-commerce,Website Banner
3238,912,14,1,24.96,22.46,2.5,10.00%,1,22.46,2025-06-04,E-commerce,Email
1235,1042,457,1,31.61,22.13,9.48,30.00%,1,22.13,2025-05-13,App Mobile,Social Media
89,114,114,1,21.53,21.53,0,0.00%,0,21.53,2025-04-25,App Mobile,App Mobile
362,868,334,1,20.82,20.82,0,0.00%,0,20.82,2025-05-24,App Mobile,App Mobile
1068,428,51,1,25.38,17.77,7.61,30.00%,1,17.77,2025-05-14,App Mobile,Social Media
2405,588,14,1,24.96,17.47,7.49,30.00%,1,17.47,2025-05-14,App Mobile,Social Media
1340,24,205,1,24.05,16.84,7.22,30.00%,1,16.84,2025-05-13,App Mobile,Social Media
2382,172,443,1,23.13,16.19,6.94,30.00%,1,16.19,2025-05-13,App Mobile,Social Media
1102,558,164,1,22.96,16.07,6.89,30.00%,1,16.07,2025-05-17,App Mobile,Social Media
433,428,491,1,22.66,15.86,6.8,30.00%,1,15.86,2025-05-14,App Mobile,Social Media
406,376,114,1,21.53,15.07,6.46,30.00%,1,15.07,2025-05-19,App Mobile,Social Media
813,1116,198,1,14.64,14.64,0,0.00%,0,14.64,2025-05-21,E-commerce,Website Banner
1913,237,64,1,13.51,13.51,0,0.00%,0,13.51,2025-05-16,E-commerce,Website Banner
3141,59,284,2,81.79,81.79,0,0.00%,0,163.58,2025-05-14,E-commerce,Website Banner
2715,175,60,2,81.7,81.7,0,0.00%,0,163.4,2025-04-18,App Mobile,App Mobile
203,1152,146,2,81.06,81.06,0,0.00%,0,162.12,2025-04-22,E-commerce,Website Banner
425,545,146,2,81.06,81.06,0,0.00%,0,162.12,2025-05-04,E-commerce,Website Banner
757,846,146,2,81.06,81.06,0,0.00%,0,162.12,2025-04-17,App Mobile,App Mobile
951,1058,146,2,81.06,81.06,0,0.00%,0,162.12,2025-05-26,E-commerce,Website Banner
2023,314,71,2,80.76,80.76,0,0.00%,0,161.52,2025-05-18,E-commerce,Website Banner
2755,265,182,2,78.63,78.63,0,0.00%,0,157.26,2025-05-26,App Mobile,App Mobile
680,800,2,2,78.45,78.45,0,0.00%,0,156.9,2025-05-24,E-commerce,Website Banner
970,1158,163,2,76.96,76.96,0,0.00%,0,153.92,2025-04-29,E-commerce,Website Banner
1533,654,163,2,76.96,76.96,0,0.00%,0,153.92,2025-05-04,App Mobile,App Mobile
2146,1314,448,2,75.62,75.62,0,0.00%,0,151.24,2025-06-04,App Mobile,App Mobile
3254,171,459,2,75.17,75.17,0,0.00%,0,150.34,2025-04-15,E-commerce,Website Banner
2859,181,116,2,74.81,74.81,0,0.00%,0,149.62,2025-06-05,App Mobile,App Mobile
2957,284,116,2,74.81,74.81,0,0.00%,0,149.62,2025-04-29,App Mobile,App Mobile
792,555,359,2,74.28,74.28,0,0.00%,0,148.56,2025-05-25,App Mobile,App Mobile
3154,856,359,2,74.28,74.28,0,0.00%,0,148.56,2025-04-17,E-commerce,Website Banner
888,1100,327,2,74.24,74.24,0,0.00%,0,148.48,2025-06-17,E-commerce,Website Banner
764,8,420,2,72.58,72.58,0,0.00%,0,145.16,2025-05-26,App Mobile,App Mobile
1946,927,420,2,72.58,72.58,0,0.00%,0,145.16,2025-06-15,App Mobile,App Mobile
560,978,358,2,71.86,71.86,0,0.00%,0,143.72,2025-04-20,E-commerce,Website Banner
930,852,337,2,71.72,71.72,0,0.00%,0,143.44,2025-04-23,App Mobile,App Mobile
496,32,6,2,70.86,70.86,0,0.00%,0,141.72,2025-04-21,App Mobile,App Mobile
1881,531,463,2,70.56,70.56,0,0.00%,0,141.12,2025-05-30,App Mobile,App Mobile
2433,142,207,2,67.98,67.98,0,0.00%,0,135.96,2025-05-25,E-commerce,Website Banner
3194,1028,207,2,67.98,67.98,0,0.00%,0,135.96,2025-05-25,E-commerce,Website Banner
1750,1047,365,2,67.76,67.76,0,0.00%,0,135.52,2025-04-17,E-commerce,Website Banner
1849,6,365,2,67.76,67.76,0,0.00%,0,135.52,2025-06-14,E-commerce,Website Banner
170,92,142,2,67.29,67.29,0,0.00%,0,134.58,2025-05-30,App Mobile,App Mobile
451,38,142,2,67.29,67.29,0,0.00%,0,134.58,2025-05-26,E-commerce,Website Banner
1942,802,239,2,66.99,66.99,0,0.00%,0,133.98,2025-04-30,App Mobile,App Mobile
1979,989,239,2,66.99,66.99,0,0.00%,0,133.98,2025-05-27,E-commerce,Website Banner
32,654,197,2,66.68,66.68,0,0.00%,0,133.36,2025-05-04,App Mobile,App Mobile
1437,899,197,2,66.68,66.68,0,0.00%,0,133.36,2025-05-24,App Mobile,App Mobile
2231,450,197,2,66.68,66.68,0,0.00%,0,133.36,2025-04-30,App Mobile,App Mobile
2224,485,383,2,66.38,66.38,0,0.00%,0,132.76,2025-06-13,E-commerce,Website Banner
2244,780,383,2,66.38,66.38,0,0.00%,0,132.76,2025-04-13,App Mobile,App Mobile
3069,843,70,2,66.33,66.33,0,0.00%,0,132.66,2025-06-06,App Mobile,App Mobile
530,878,19,2,65.26,65.26,0,0.00%,0,130.52,2025-04-16,E-commerce,Website Banner
1293,1138,19,2,65.26,65.26,0,0.00%,0,130.52,2025-04-27,E-commerce,Website Banner
1429,844,19,2,65.26,65.26,0,0.00%,0,130.52,2025-05-25,E-commerce,Website Banner
2890,1185,166,2,65.26,65.26,0,0.00%,0,130.52,2025-05-05,E-commerce,Website Banner
168,686,44,2,64.84,64.84,0,0.00%,0,129.68,2025-05-30,E-commerce,Website Banner
3149,772,44,2,64.84,64.84,0,0.00%,0,129.68,2025-04-28,E-commerce,Website Banner
2234,969,260,2,64.28,64.28,0,0.00%,0,128.56,2025-05-22,E-commerce,Website Banner
880,53,194,2,64.11,64.11,0,0.00%,0,128.22,2025-04-14,E-commerce,Website Banner
1188,220,469,2,64.08,64.08,0,0.00%,0,128.16,2025-04-18,E-commerce,Website Banner
3239,627,469,2,64.08,64.08,0,0.00%,0,128.16,2025-05-23,App Mobile,App Mobile
1402,1097,371,2,63.82,63.82,0,0.00%,0,127.64,2025-06-15,App Mobile,App Mobile
468,963,372,2,63.79,63.79,0,0.00%,0,127.58,2025-04-06,E-commerce,Website Banner
1035,1117,385,2,63.23,63.23,0,0.00%,0,126.46,2025-06-15,E-commerce,Website Banner
1041,977,206,2,63.03,63.03,0,0.00%,0,126.06,2025-04-22,App Mobile,App Mobile
1562,1113,206,2,63.03,63.03,0,0.00%,0,126.06,2025-04-19,App Mobile,App Mobile
2849,710,206,2,63.03,63.03,0,0.00%,0,126.06,2025-06-17,E-commerce,Website Banner
3067,848,56,2,62.92,62.92,0,0.00%,0,125.84,2025-06-06,App Mobile,App Mobile
1772,237,38,2,62.8,62.8,0,0.00%,0,125.6,2025-05-16,E-commerce,Website Banner
1223,98,192,2,62.48,62.48,0,0.00%,0,124.96,2025-05-20,E-commerce,Website Banner
377,1124,378,2,62.39,62.39,0,0.00%,0,124.78,2025-04-29,E-commerce,Website Banner
2376,991,323,2,62.34,62.34,0,0.00%,0,124.68,2025-04-20,App Mobile,App Mobile
473,580,115,2,62.27,62.27,0,0.00%,0,124.54,2025-05-31,App Mobile,App Mobile
737,344,115,2,62.27,62.27,0,0.00%,0,124.54,2025-06-14,App Mobile,App Mobile
978,369,437,2,62.17,62.17,0,0.00%,0,124.34,2025-04-29,E-commerce,Website Banner
979,530,152,2,61.7,61.7,0,0.00%,0,123.4,2025-04-19,App Mobile,App Mobile
1998,637,152,2,61.7,61.7,0,0.00%,0,123.4,2025-04-18,App Mobile,App Mobile
2302,1295,266,2,61.67,61.67,0,0.00%,0,123.34,2025-05-17,E-commerce,Website Banner
776,781,399,2,61.6,61.6,0,0.00%,0,123.2,2025-04-23,App Mobile,App Mobile
2066,1088,399,2,61.6,61.6,0,0.00%,0,123.2,2025-04-13,App Mobile,App Mobile
338,1078,125,2,61.27,61.27,0,0.00%,0,122.54,2025-06-16,E-commerce,Website Banner
2758,797,125,2,61.27,61.27,0,0.00%,0,122.54,2025-05-21,E-commerce,Website Banner
3044,767,15,2,61.26,61.26,0,0.00%,0,122.52,2025-04-19,App Mobile,App Mobile
1299,590,352,2,61.12,61.12,0,0.00%,0,122.24,2025-04-13,E-commerce,Website Banner
2225,915,352,2,61.12,61.12,0,0.00%,0,122.24,2025-04-20,E-commerce,Website Banner
223,113,483,2,60.89,60.89,0,0.00%,0,121.78,2025-05-25,App Mobile,App Mobile
3257,1272,305,2,60.79,60.79,0,0.00%,0,121.58,2025-04-15,App Mobile,App Mobile
2492,880,129,2,60.68,60.68,0,0.00%,0,121.36,2025-04-19,App Mobile,App Mobile
1129,354,191,2,60.52,60.52,0,0.00%,0,121.04,2025-04-04,App Mobile,App Mobile
2450,529,111,2,60.36,60.36,0,0.00%,0,120.72,2025-04-14,App Mobile,App Mobile
828,202,54,2,60.33,60.33,0,0.00%,0,120.66,2025-05-28,App Mobile,App Mobile
2703,13,54,2,60.33,60.33,0,0.00%,0,120.66,2025-04-16,App Mobile,App Mobile
1261,238,433,2,60.12,60.12,0,0.00%,0,120.24,2025-05-19,E-commerce,Website Banner
825,513,347,2,59.92,59.92,0,0.00%,0,119.84,2025-06-14,E-commerce,Website Banner
1523,292,347,2,59.92,59.92,0,0.00%,0,119.84,2025-04-30,App Mobile,App Mobile
1245,378,472,2,59.9,59.9,0,0.00%,0,119.8,2025-04-17,App Mobile,App Mobile
1667,1239,472,2,59.9,59.9,0,0.00%,0,119.8,2025-05-28,E-commerce,Website Banner
1439,1039,380,2,59.84,59.84,0,0.00%,0,119.68,2025-06-13,App Mobile,App Mobile
2261,1224,391,2,59.77,59.77,0,0.00%,0,119.54,2025-04-19,E-commerce,Website Banner
2700,768,244,2,59.32,59.32,0,0.00%,0,118.64,2025-05-28,E-commerce,Website Banner
1317,358,78,2,59.21,59.21,0,0.00%,0,118.42,2025-06-04,App Mobile,App Mobile
2395,622,78,2,59.21,59.21,0,0.00%,0,118.42,2025-04-26,E-commerce,Website Banner
3311,113,78,2,59.21,59.21,0,0.00%,0,118.42,2025-05-25,App Mobile,App Mobile
2251,120,166,2,65.26,58.73,6.53,10.00%,1,117.47,2025-06-06,E-commerce,Email
1209,262,63,2,58.67,58.67,0,0.00%,0,117.34,2025-04-29,App Mobile,App Mobile
1553,1290,63,2,58.67,58.67,0,0.00%,0,117.34,2025-04-22,E-commerce,Website Banner
605,667,366,2,58.34,58.34,0,0.00%,0,116.68,2025-04-15,App Mobile,App Mobile
1110,1348,366,2,58.34,58.34,0,0.00%,0,116.68,2025-05-20,E-commerce,Website Banner
2706,753,22,2,58.26,58.26,0,0.00%,0,116.52,2025-05-04,App Mobile,App Mobile
2898,956,22,2,58.26,58.26,0,0.00%,0,116.52,2025-05-31,App Mobile,App Mobile
3258,505,145,2,58.25,58.25,0,0.00%,0,116.5,2025-05-23,App Mobile,App Mobile
2325,1322,321,2,58.09,58.09,0,0.00%,0,116.18,2025-05-27,E-commerce,Website Banner
2448,294,321,2,58.09,58.09,0,0.00%,0,116.18,2025-06-17,E-commerce,Website Banner
1609,444,473,2,57.98,57.98,0,0.00%,0,115.96,2025-05-19,E-commerce,Website Banner
2807,1313,473,2,57.98,57.98,0,0.00%,0,115.96,2025-05-24,App Mobile,App Mobile
1292,616,7,2,57.66,57.66,0,0.00%,0,115.32,2025-04-23,E-commerce,Website Banner
2105,1122,227,2,57.51,57.51,0,0.00%,0,115.02,2025-06-16,E-commerce,Website Banner
2154,416,227,2,57.51,57.51,0,0.00%,0,115.02,2025-06-04,App Mobile,App Mobile
630,967,493,2,57.37,57.37,0,0.00%,0,114.74,2025-04-26,App Mobile,App Mobile
1483,346,493,2,57.37,57.37,0,0.00%,0,114.74,2025-05-26,App Mobile,App Mobile
3318,175,223,2,57.36,57.36,0,0.00%,0,114.72,2025-04-18,App Mobile,App Mobile
3098,1170,49,2,57.35,57.35,0,0.00%,0,114.7,2025-04-06,App Mobile,App Mobile
3212,1318,49,2,57.35,57.35,0,0.00%,0,114.7,2025-05-18,E-commerce,Website Banner
133,407,213,2,57.31,57.31,0,0.00%,0,114.62,2025-04-21,App Mobile,App Mobile
2462,1100,222,2,57.19,57.19,0,0.00%,0,114.38,2025-06-17,E-commerce,Website Banner
