product_id,category,brand,season,size,color,original_price,markdown_percentage,current_price,purchase_date,stock_quantity,customer_rating,is_returned,return_reason
FB000542,Shoes,Gap,Summer,S,Black,165.1,0.0,165.1,2025-08-06,7,,False,
FB000543,Shoes,Gap,Winter,XXL,Gray,147.25,0.0,147.25,2025-08-06,15,2.7,False,
FB000544,Shoes,Uniqlo,Fall,L,Pink,126.23,0.0,126.23,2025-08-06,48,2.1,False,
FB000545,Outerwear,Ann Taylor,Fall,M,Navy,229.04,0.0,229.04,2025-08-06,5,4.5,False,
FB000546,Accessories,Ann Taylor,Winter,,Gray,38.65,32.6,26.05,2025-08-06,46,1.1,False,
FB000547,Bottoms,Banana Republic,Spring,XS,Pink,80.82,0.0,80.82,2025-02-11,42,,False,
FB000548,Accessories,Uniqlo,Spring,,Beige,56.44,0.0,56.44,2025-03-18,35,4.0,False,
FB000549,Dresses,Zara,Fall,M,Beige,121.3,0.0,121.3,2025-08-06,33,2.3,False,
FB000550,Bottoms,Gap,Fall,,Black,101.98,28.4,73.02,2025-08-06,40,4.5,False,
FB000551,Bottoms,Banana Republic,Spring,L,Red,89.99,0.0,89.99,2025-02-28,26,4.1,False,
FB000552,Shoes,Forever21,Summer,XXL,Green,64.31,34.5,42.12,2025-08-06,48,4.5,False,
FB000553,Dresses,Zara,Spring,L,Beige,168.92,0.0,168.92,2025-07-14,11,4.4,False,
FB000554,Bottoms,Gap,Summer,XL,Navy,86.46,49.5,43.66,2025-08-06,19,4.3,False,
FB000555,Tops,Forever21,Winter,XS,Red,36.84,18.9,29.88,2025-08-06,39,1.2,False,
FB000556,Tops,Ann Taylor,Spring,XS,Pink,38.5,0.0,38.5,2025-03-06,2,3.2,False,
FB000557,Bottoms,Mango,Winter,,Beige,68.02,37.7,42.38,2025-08-06,40,2.1,False,
FB000558,Dresses,Uniqlo,Fall,M,Brown,117.23,0.0,117.23,2025-08-06,30,,True,Changed Mind
FB000559,Tops,Ann Taylor,Spring,S,Navy,79.33,0.0,79.33,2025-01-30,10,3.4,True,Changed Mind
FB000560,Bottoms,Mango,Summer,L,Green,75.82,42.7,43.44,2025-08-06,11,2.0,False,
FB000561,Dresses,Ann Taylor,Spring,M,White,141.42,0.0,141.42,2025-03-25,10,2.5,False,
FB000562,Shoes,Uniqlo,Spring,L,Black,124.2,0.0,124.2,2024-08-28,24,1.0,False,
FB000563,Bottoms,Forever21,Winter,L,Navy,48.42,0.0,48.42,2025-08-06,6,4.3,False,
FB000564,Dresses,H&M,Fall,XS,Gray,119.4,0.0,119.4,2025-08-06,45,4.2,False,
FB000565,Shoes,Mango,Summer,M,Brown,186.07,0.0,186.07,2025-08-06,41,2.6,False,
FB000566,Shoes,Mango,Summer,XL,Brown,109.46,0.0,109.46,2025-08-06,38,4.1,False,
FB000567,Dresses,Gap,Winter,S,Gray,116.18,42.7,66.57,2025-08-06,3,3.5,False,
FB000568,Accessories,Zara,Winter,,Green,41.29,26.3,30.43,2025-08-06,5,4.7,False,
FB000569,Tops,Uniqlo,Winter,S,Green,94.68,45.0,52.07,2025-08-06,47,2.6,False,
FB000570,Accessories,Zara,Spring,,White,48.55,32.7,32.67,2024-10-01,39,2.8,False,
FB000571,Tops,Gap,Summer,M,Purple,75.22,0.0,75.22,2025-08-06,22,2.1,True,Size Issue
FB000572,Shoes,H&M,Summer,XS,White,98.95,30.3,68.97,2025-08-06,16,,False,
FB000573,Tops,H&M,Spring,XL,Brown,39.56,0.0,39.56,2025-01-21,15,,False,
FB000574,Outerwear,Uniqlo,Winter,S,White,153.88,0.0,153.88,2025-08-06,42,2.2,False,
FB000575,Accessories,Ann Taylor,Summer,,Beige,68.87,0.0,68.87,2025-08-06,9,1.1,False,
FB000576,Bottoms,Ann Taylor,Fall,M,Pink,25.56,38.9,15.62,2025-08-06,48,,False,
FB000577,Outerwear,H&M,Fall,XXL,White,246.49,0.0,246.49,2025-08-06,20,4.8,False,
FB000578,Accessories,H&M,Fall,,Green,52.41,0.0,52.41,2025-08-06,14,,False,
FB000579,Tops,Zara,Summer,M,Navy,33.77,0.0,33.77,2025-08-06,12,3.8,False,
FB000580,Shoes,H&M,Summer,M,Pink,96.7,0.0,96.7,2025-08-06,28,3.0,False,
FB000581,Dresses,H&M,Spring,M,Red,95.81,0.0,95.81,2025-05-09,47,4.9,False,
FB000582,Tops,Gap,Fall,M,Brown,41.58,0.0,41.58,2025-08-06,3,1.6,False,
FB000583,Tops,Uniqlo,Summer,XL,Gray,46.67,6.6,43.59,2025-08-06,35,1.3,True,Quality Issue
FB000584,Bottoms,Zara,Winter,L,Beige,25.98,59.4,10.55,2025-08-06,40,,False,
FB000585,Outerwear,Uniqlo,Summer,L,Beige,204.82,14.0,176.15,2025-08-06,27,3.8,False,
FB000586,Tops,Zara,Winter,XXL,Pink,43.43,47.1,22.97,2025-08-06,44,4.7,False,
FB000587,Accessories,H&M,Summer,,Blue,40.5,40.5,24.1,2025-08-06,25,2.9,False,
FB000588,Bottoms,Forever21,Winter,M,Red,73.59,16.6,61.37,2025-08-06,34,4.0,False,
FB000589,Accessories,Ann Taylor,Summer,,Navy,17.67,0.0,17.67,2025-08-06,29,4.3,False,
FB000590,Dresses,Gap,Winter,S,Green,70.01,28.0,50.41,2025-08-06,23,,False,
FB000591,Shoes,Mango,Fall,XS,Red,79.32,33.7,52.59,2025-08-06,38,3.0,True,Size Issue
FB000592,Accessories,Zara,Summer,,Beige,45.24,0.0,45.24,2025-08-06,20,3.0,True,Quality Issue
FB000593,Tops,H&M,Summer,XXL,Red,63.51,13.6,54.87,2025-08-06,19,,False,
FB000594,Bottoms,Ann Taylor,Winter,XXL,White,55.23,33.6,36.67,2025-08-06,9,,False,
FB000595,Dresses,Banana Republic,Fall,M,Navy,137.59,0.0,137.59,2025-08-06,18,,False,
FB000596,Shoes,H&M,Fall,,White,65.8,0.0,65.8,2025-08-06,46,3.2,False,
FB000597,Shoes,Uniqlo,Winter,XL,Blue,88.42,0.0,88.42,2025-08-06,44,3.4,True,Damaged
FB000598,Dresses,Mango,Fall,M,Red,75.54,0.0,75.54,2025-08-06,6,4.6,False,
FB000599,Shoes,H&M,Spring,L,White,185.13,0.0,185.13,2025-05-09,49,4.9,False,
FB000600,Outerwear,Mango,Fall,L,Black,132.58,0.0,132.58,2025-08-06,45,1.6,False,
FB000601,Bottoms,Zara,Fall,M,White,93.38,0.0,93.38,2025-08-06,7,3.5,False,
FB000602,Accessories,Ann Taylor,Fall,,Black,47.28,0.0,47.28,2025-08-06,38,4.2,False,
FB000603,Bottoms,Banana Republic,Spring,L,Green,59.88,0.0,59.88,2024-10-12,33,2.9,False,
FB000604,Dresses,H&M,Winter,XXL,Black,140.07,0.0,140.07,2025-08-06,15,2.7,False,
FB000605,Accessories,Uniqlo,Winter,,Black,66.6,0.0,66.6,2025-08-06,47,4.0,False,
FB000606,Accessories,Gap,Summer,,Purple,39.82,35.4,25.72,2025-08-06,9,4.6,False,
FB000607,Accessories,Zara,Fall,,Red,70.74,0.0,70.74,2025-08-06,49,1.8,False,
FB000608,Dresses,Zara,Spring,M,Red,95.33,0.0,95.33,2025-06-07,36,,True,Quality Issue
FB000609,Accessories,Forever21,Spring,,Red,32.62,29.1,23.13,2025-07-27,9,1.4,False,
FB000610,Bottoms,Mango,Summer,XL,Purple,41.07,0.0,41.07,2025-08-06,10,4.8,False,
FB000611,Bottoms,Zara,Winter,XL,Gray,43.1,0.0,43.1,2025-08-06,34,4.9,False,
FB000612,Outerwear,Ann Taylor,Winter,XXL,Navy,102.03,27.9,73.56,2025-08-06,21,2.2,True,Size Issue
FB000613,Accessories,Mango,Winter,,Red,54.11,0.0,54.11,2025-08-06,15,2.6,False,
FB000614,Accessories,Mango,Winter,,Purple,43.5,0.0,43.5,2025-08-06,35,2.8,False,
FB000615,Accessories,Banana Republic,Winter,,Pink,66.0,0.0,66.0,2025-08-06,19,2.6,False,
FB000616,Bottoms,Banana Republic,Summer,M,White,38.85,0.0,38.85,2025-08-06,10,3.8,False,
FB000617,Accessories,Zara,Summer,,Beige,61.29,0.0,61.29,2025-08-06,15,4.0,False,
FB000618,Bottoms,H&M,Spring,XS,Beige,90.66,0.0,90.66,2025-03-20,49,2.4,True,Color Mismatch
FB000619,Dresses,Mango,Fall,XL,Green,119.96,0.0,119.96,2025-08-06,5,5.0,False,
FB000620,Shoes,Forever21,Fall,XXL,Red,130.21,0.0,130.21,2025-08-06,50,4.7,False,
FB000621,Tops,Banana Republic,Winter,XS,Red,49.68,0.0,49.68,2025-08-06,15,2.8,False,
FB000622,Accessories,Zara,Spring,,Purple,46.58,0.0,46.58,2024-09-25,42,1.7,False,
FB000623,Accessories,Mango,Summer,,Brown,69.88,0.0,69.88,2025-08-06,8,2.8,False,
FB000624,Accessories,Forever21,Fall,,Green,32.15,0.0,32.15,2025-08-06,17,1.9,True,Quality Issue
FB000625,Bottoms,Forever21,Summer,S,Black,36.34,0.0,36.34,2025-08-06,6,4.5,True,Damaged
FB000626,Bottoms,Mango,Fall,M,Beige,93.01,0.0,93.01,2025-08-06,34,1.4,False,
FB000627,Tops,Gap,Winter,S,Brown,75.0,0.0,75.0,2025-08-06,19,1.6,False,
FB000628,Outerwear,Zara,Fall,M,Blue,81.63,12.4,71.51,2025-08-06,3,,False,
FB000629,Bottoms,Uniqlo,Spring,XL,Gray,109.81,0.0,109.81,2025-07-24,17,1.9,False,
FB000630,Bottoms,Ann Taylor,Fall,,Black,47.7,0.0,47.7,2025-08-06,14,2.3,False,
FB000631,Tops,Banana Republic,Winter,S,Red,96.08,0.0,96.08,2025-08-06,7,2.5,False,
FB000632,Tops,H&M,Winter,XS,Brown,28.0,2.6,27.27,2025-08-06,2,,False,
FB000633,Bottoms,Zara,Winter,S,Brown,52.43,6.4,49.07,2025-08-06,42,2.6,False,
FB000634,Accessories,Gap,Summer,,Pink,67.95,18.3,55.52,2025-08-06,37,,False,
FB000635,Dresses,Ann Taylor,Fall,,Red,131.92,0.0,131.92,2025-08-06,10,2.5,False,
FB000636,Outerwear,Ann Taylor,Spring,XS,White,205.77,0.0,205.77,2025-01-31,38,1.0,False,
FB000637,Tops,Uniqlo,Winter,XL,White,97.88,11.3,86.82,2025-08-06,27,1.3,False,
FB000638,Shoes,Zara,Summer,L,Gray,109.55,0.0,109.55,2025-08-06,32,1.4,False,
FB000639,Bottoms,Zara,Fall,L,Gray,52.94,10.6,47.33,2025-08-06,50,2.7,False,
FB000640,Bottoms,Banana Republic,Winter,XS,Pink,70.83,18.0,58.08,2025-08-06,21,2.9,False,
FB000641,Dresses,Mango,Fall,L,Navy,53.17,0.0,53.17,2025-08-06,14,4.5,True,Changed Mind
FB000642,Bottoms,Banana Republic,Summer,XS,Beige,119.56,46.2,64.32,2025-08-06,14,,False,
FB000643,Dresses,Mango,Winter,S,Blue,144.43,0.0,144.43,2025-08-06,41,3.6,False,
FB000644,Outerwear,Mango,Spring,S,Purple,172.93,0.0,172.93,2025-04-12,43,4.7,True,Quality Issue
FB000645,Outerwear,Gap,Winter,XL,Beige,191.95,40.4,114.4,2025-08-06,21,2.9,False,
FB000646,Dresses,H&M,Winter,M,Black,128.56,0.0,128.56,2025-08-06,45,2.4,False,
FB000647,Dresses,H&M,Summer,L,White,123.08,53.0,57.85,2025-08-06,38,2.5,False,
FB000648,Outerwear,Ann Taylor,Spring,S,Purple,119.78,0.0,119.78,2025-04-04,22,1.5,True,Color Mismatch
FB000649,Bottoms,Banana Republic,Summer,XS,White,110.6,0.0,110.6,2025-08-06,19,,True,Color Mismatch
FB000650,Tops,Zara,Spring,S,Purple,58.16,0.0,58.16,2025-07-02,29,4.1,False,
FB000651,Outerwear,Mango,Fall,S,Green,208.82,0.0,208.82,2025-08-06,45,1.8,False,
FB000652,Shoes,Ann Taylor,Winter,M,Black,192.74,0.0,192.74,2025-08-06,43,4.3,False,
FB000653,Accessories,Gap,Fall,,Red,71.82,18.4,58.61,2025-08-06,50,1.9,False,
FB000654,Shoes,Zara,Summer,XS,Red,145.4,0.0,145.4,2025-08-06,14,2.0,False,
FB000655,Bottoms,Mango,Summer,XXL,Brown,51.94,0.0,51.94,2025-08-06,9,3.2,False,
FB000656,Accessories,Ann Taylor,Spring,,Black,77.48,0.0,77.48,2024-10-07,49,3.3,True,Quality Issue
FB000657,Dresses,Mango,Summer,L,Black,59.66,45.2,32.69,2025-08-06,14,2.6,False,
FB000658,Bottoms,Uniqlo,Summer,S,Red,102.07,0.0,102.07,2025-08-06,26,,True,Color Mismatch
FB000659,Accessories,Banana Republic,Spring,,Gray,48.57,0.0,48.57,2024-12-06,12,4.7,False,
FB000660,Shoes,Gap,Summer,M,Navy,121.55,0.0,121.55,2025-08-06,16,,True,Damaged
FB000661,Accessories,Ann Taylor,Winter,,Navy,59.22,44.8,32.69,2025-08-06,21,2.0,False,
FB000662,Tops,Ann Taylor,Spring,XS,Beige,58.5,2.1,57.27,2025-05-23,24,3.9,False,
FB000663,Accessories,Forever21,Fall,,Green,73.85,0.0,73.85,2025-08-06,46,2.0,False,
FB000664,Bottoms,H&M,Summer,XXL,Red,114.32,36.5,72.59,2025-08-06,41,4.1,False,
FB000665,Bottoms,Forever21,Summer,XS,Gray,91.4,11.0,81.35,2025-08-06,18,1.6,False,
FB000666,Accessories,Forever21,Winter,,Navy,69.77,0.0,69.77,2025-08-06,30,,True,Color Mismatch
FB000667,Tops,H&M,Summer,L,Black,72.95,0.0,72.95,2025-08-06,27,4.8,False,
FB000668,Bottoms,Ann Taylor,Summer,XL,Beige,63.99,42.2,36.99,2025-08-06,35,3.2,False,
FB000669,Dresses,Banana Republic,Summer,XL,Blue,74.84,51.9,36.0,2025-08-06,35,2.5,False,
FB000670,Outerwear,H&M,Spring,XS,Black,158.84,0.0,158.84,2025-04-16,30,4.6,False,
FB000671,Shoes,Mango,Spring,M,Brown,96.36,58.6,39.89,2025-02-10,16,3.9,False,
FB000672,Bottoms,H&M,Spring,XS,Purple,51.06,13.9,43.96,2024-08-16,16,1.3,False,
FB000673,Bottoms,Banana Republic,Summer,L,Navy,49.75,26.4,36.62,2025-08-06,24,3.8,False,
FB000674,Dresses,Mango,Spring,XS,Pink,148.98,0.0,148.98,2024-10-26,11,2.2,True,Wrong Item
FB000675,Accessories,Gap,Winter,,Gray,72.24,0.0,72.24,2025-08-06,35,4.1,False,
FB000676,Tops,Mango,Winter,XS,Blue,94.92,0.0,94.92,2025-08-06,5,3.3,False,
FB000677,Outerwear,Banana Republic,Fall,XXL,Brown,91.08,0.0,91.08,2025-08-06,47,4.9,False,
FB000678,Accessories,Banana Republic,Fall,,Brown,49.72,58.3,20.73,2025-08-06,4,1.6,False,
FB000679,Accessories,Gap,Winter,,Purple,23.09,7.1,21.45,2025-08-06,11,1.2,False,
FB000680,Accessories,Zara,Spring,,Red,49.95,0.0,49.95,2024-09-17,29,4.3,False,
FB000681,Accessories,Forever21,Winter,,Green,25.7,0.0,25.7,2025-08-06,38,3.2,True,Quality Issue
FB000682,Shoes,Mango,Summer,XS,Green,175.22,0.0,175.22,2025-08-06,8,4.9,False,
FB000683,Bottoms,Ann Taylor,Summer,XS,Gray,37.57,0.0,37.57,2025-08-06,18,1.9,False,
FB000684,Outerwear,Zara,Spring,M,Green,245.87,0.0,245.87,2025-06-24,27,2.6,False,
FB000685,Bottoms,Banana Republic,Winter,XS,Red,116.92,0.0,116.92,2025-08-06,13,3.2,False,
FB000686,Dresses,Ann Taylor,Winter,L,Pink,103.11,0.0,103.11,2025-08-06,17,,False,
FB000687,Outerwear,Uniqlo,Fall,M,Purple,238.89,0.5,237.7,2025-08-06,28,2.7,False,
FB000688,Shoes,Uniqlo,Summer,XS,Pink,86.81,12.6,75.87,2025-08-06,6,1.7,False,
FB000689,Bottoms,Mango,Summer,XS,Blue,58.8,11.8,51.86,2025-08-06,8,,False,
FB000690,Bottoms,Ann Taylor,Spring,XL,Beige,41.65,52.0,19.99,2025-05-16,20,1.2,False,
FB000691,Tops,H&M,Spring,XL,Black,61.67,46.4,33.06,2025-07-15,50,2.7,False,
FB000692,Bottoms,H&M,Fall,XS,Black,40.39,0.0,40.39,2025-08-06,16,,False,
FB000693,Tops,Ann Taylor,Fall,XXL,Purple,95.13,45.4,51.94,2025-08-06,46,2.5,False,
FB000694,Bottoms,Zara,Fall,S,Green,115.14,0.0,115.14,2025-08-06,43,2.5,False,
FB000695,Tops,H&M,Summer,,Beige,59.58,0.0,59.58,2025-08-06,27,3.3,False,
FB000696,Shoes,Uniqlo,Spring,M,Purple,169.89,0.0,169.89,2025-07-14,12,1.2,False,
FB000697,Shoes,Mango,Winter,S,Black,117.38,22.5,90.97,2025-08-06,42,2.8,True,Color Mismatch
FB000698,Tops,Mango,Winter,S,Pink,118.95,0.0,118.95,2025-08-06,18,1.9,True,Quality Issue
FB000699,Accessories,Uniqlo,Fall,,Red,39.3,0.0,39.3,2025-08-06,39,,False,
FB000700,Tops,H&M,Winter,L,Beige,74.3,0.0,74.3,2025-08-06,31,3.8,True,Wrong Item
FB000701,Bottoms,H&M,Spring,XS,Brown,62.97,0.0,62.97,2025-05-26,5,3.5,False,
FB000702,Accessories,H&M,Summer,,Gray,73.6,0.0,73.6,2025-08-06,1,1.8,False,
FB000703,Accessories,Mango,Spring,,Black,77.85,34.9,50.68,2025-08-05,11,,False,
FB000704,Tops,Forever21,Summer,,Red,94.31,0.0,94.31,2025-08-06,20,3.0,False,
FB000705,Bottoms,Ann Taylor,Spring,,Navy,60.36,0.0,60.36,2024-09-01,35,3.3,False,
FB000706,Bottoms,Mango,Summer,XXL,Brown,94.85,0.0,94.85,2025-08-06,28,1.5,False,
FB000707,Accessories,Uniqlo,Winter,,Blue,30.52,7.9,28.11,2025-08-06,43,4.7,False,
FB000708,Dresses,Mango,Summer,XS,Navy,97.06,0.0,97.06,2025-08-06,24,3.9,False,
FB000709,Bottoms,Forever21,Summer,M,Purple,57.85,35.4,37.37,2025-08-06,17,,False,
FB000710,Tops,Zara,Fall,M,White,51.35,19.7,41.23,2025-08-06,39,1.3,False,
FB000711,Accessories,Ann Taylor,Spring,,Black,61.34,45.4,33.49,2025-02-03,46,,False,
FB000712,Outerwear,Banana Republic,Summer,L,Purple,189.28,0.0,189.28,2025-08-06,41,2.7,True,Wrong Item
FB000713,Tops,Banana Republic,Summer,XXL,Purple,86.67,35.8,55.64,2025-08-06,2,4.9,False,
FB000714,Bottoms,Ann Taylor,Spring,S,Navy,102.84,0.0,102.84,2024-09-10,27,1.8,False,
FB000715,Outerwear,Zara,Fall,XXL,Green,225.21,0.0,225.21,2025-08-06,27,3.1,True,Changed Mind
FB000716,Dresses,Uniqlo,Winter,XL,Gray,48.91,27.8,35.31,2025-08-06,0,4.1,False,
FB000717,Outerwear,Forever21,Fall,L,Pink,145.93,0.0,145.93,2025-08-06,19,1.5,False,
FB000718,Outerwear,Banana Republic,Winter,,Green,225.92,43.7,127.19,2025-08-06,30,3.2,False,
FB000719,Outerwear,Uniqlo,Summer,XL,Green,202.18,39.7,121.91,2025-08-06,20,4.1,False,
FB000720,Tops,Uniqlo,Fall,XL,Blue,51.85,0.0,51.85,2025-08-06,28,,False,
FB000721,Tops,Uniqlo,Summer,L,Gray,75.34,0.0,75.34,2025-08-06,21,,False,
FB000722,Shoes,Gap,Spring,S,Pink,92.09,54.9,41.53,2025-01-19,44,2.2,False,
FB000723,Accessories,Zara,Fall,,Blue,56.39,0.0,56.39,2025-08-06,49,4.2,False,
FB000724,Tops,Mango,Fall,L,Pink,108.75,0.0,108.75,2025-08-06,38,3.8,False,
FB000725,Dresses,Uniqlo,Spring,S,Red,156.85,0.0,156.85,2025-04-01,48,3.4,False,
FB000726,Outerwear,Uniqlo,Spring,XS,Brown,168.13,0.0,168.13,2025-04-18,42,2.5,False,
FB000727,Shoes,Forever21,Summer,S,Green,145.79,57.0,62.69,2025-08-06,46,,False,
FB000728,Bottoms,Gap,Winter,S,White,54.14,0.0,54.14,2025-08-06,32,,False,
FB000729,Accessories,Zara,Fall,,Navy,45.64,0.0,45.64,2025-08-06,36,3.6,True,Size Issue
FB000730,Bottoms,Mango,Fall,S,Red,46.76,0.0,46.76,2025-08-06,38,2.7,False,
FB000731,Dresses,Banana Republic,Winter,,Gray,75.23,0.0,75.23,2025-08-06,42,1.7,True,Quality Issue
FB000732,Dresses,Mango,Summer,XL,White,70.38,0.0,70.38,2025-08-06,37,2.0,False,
FB000733,Bottoms,H&M,Summer,M,Pink,76.04,0.0,76.04,2025-08-06,13,4.4,False,
FB000734,Shoes,Uniqlo,Summer,XS,Black,110.82,15.7,93.42,2025-08-06,43,,True,Size Issue
FB000735,Accessories,Forever21,Fall,,Navy,47.47,0.0,47.47,2025-08-06,42,4.7,False,
FB000736,Accessories,Gap,Spring,,Red,79.94,0.0,79.94,2025-07-31,26,3.8,False,
FB000737,Bottoms,Banana Republic,Fall,XXL,Navy,74.67,0.0,74.67,2025-08-06,15,4.6,False,
FB000738,Dresses,Forever21,Fall,XXL,Brown,63.79,35.5,41.14,2025-08-06,15,3.1,True,Quality Issue
FB000739,Bottoms,Ann Taylor,Fall,XXL,Brown,49.6,0.0,49.6,2025-08-06,32,4.7,False,
FB000740,Tops,Zara,Spring,XL,Red,57.91,0.0,57.91,2025-03-13,33,3.9,False,
FB000741,Dresses,Uniqlo,Summer,XL,Pink,135.99,0.0,135.99,2025-08-06,34,3.0,False,
FB000742,Dresses,Mango,Winter,S,Purple,53.49,21.8,41.83,2025-08-06,41,2.1,False,
FB000743,Tops,Forever21,Summer,S,Pink,113.29,34.0,74.77,2025-08-06,10,,False,
FB000744,Tops,H&M,Winter,L,White,110.87,6.0,104.22,2025-08-06,15,,False,
FB000745,Tops,Ann Taylor,Fall,,Navy,94.3,0.0,94.3,2025-08-06,16,,False,
FB000746,Accessories,Forever21,Spring,,Red,37.94,0.0,37.94,2024-10-08,9,4.6,False,
FB000747,Outerwear,Ann Taylor,Winter,XXL,Gray,200.24,23.0,154.18,2025-08-06,38,,False,
FB000748,Accessories,Forever21,Winter,,Purple,43.45,0.0,43.45,2025-08-06,50,4.0,False,
FB000749,Bottoms,Forever21,Summer,L,Red,76.92,9.6,69.54,2025-08-06,20,2.0,False,
FB000750,Accessories,Forever21,Fall,,White,21.09,0.0,21.09,2025-08-06,33,4.1,True,Size Issue
FB000751,Dresses,Banana Republic,Winter,XL,Green,55.47,0.0,55.47,2025-08-06,18,,False,
FB000752,Outerwear,H&M,Spring,XXL,White,122.53,0.0,122.53,2024-09-21,25,,False,
FB000753,Accessories,Uniqlo,Summer,,Beige,61.13,0.0,61.13,2025-08-06,34,2.6,False,
FB000754,Outerwear,Uniqlo,Spring,XS,Brown,127.59,0.0,127.59,2025-05-08,1,4.9,False,
FB000755,Accessories,Ann Taylor,Summer,,Navy,73.04,0.0,73.04,2025-08-06,44,4.2,False,
FB000756,Outerwear,Uniqlo,Winter,XL,Beige,129.46,0.0,129.46,2025-08-06,32,4.0,False,
FB000757,Accessories,Banana Republic,Winter,,White,51.3,0.0,51.3,2025-08-06,33,,False,
FB000758,Dresses,H&M,Spring,L,Gray,173.0,0.0,173.0,2025-04-12,13,3.9,False,
FB000759,Accessories,Uniqlo,Summer,,Green,70.72,0.0,70.72,2025-08-06,18,2.8,False,
FB000760,Dresses,Forever21,Summer,S,Black,126.37,0.0,126.37,2025-08-06,42,2.0,False,
FB000761,Bottoms,Zara,Winter,XXL,Blue,84.19,9.6,76.11,2025-08-06,45,2.1,False,
FB000762,Accessories,Forever21,Summer,,Pink,59.39,44.6,32.9,2025-08-06,41,2.3,True,Color Mismatch
FB000763,Outerwear,Mango,Fall,M,Green,195.38,0.3,194.79,2025-08-06,30,2.9,False,
FB000764,Dresses,Gap,Spring,S,White,107.64,7.5,99.57,2024-09-10,21,4.6,False,
FB000765,Shoes,H&M,Spring,L,Blue,63.12,0.0,63.12,2024-11-08,35,2.9,False,
FB000766,Bottoms,Gap,Fall,L,Blue,58.91,0.0,58.91,2025-08-06,17,2.0,False,
FB000767,Bottoms,H&M,Summer,L,Green,93.27,0.0,93.27,2025-08-06,18,3.7,False,
FB000768,Dresses,Forever21,Spring,XL,Green,147.88,36.8,93.46,2024-09-08,37,3.3,False,
FB000769,Tops,Uniqlo,Fall,L,Gray,30.53,0.0,30.53,2025-08-06,25,2.5,False,
FB000770,Tops,Zara,Fall,S,White,104.96,1.6,103.28,2025-08-06,33,2.0,False,
FB000771,Dresses,H&M,Winter,XS,Blue,75.52,0.0,75.52,2025-08-06,2,2.8,False,
FB000772,Bottoms,Gap,Winter,M,Red,54.7,0.0,54.7,2025-08-06,18,4.2,False,
FB000773,Shoes,Ann Taylor,Summer,XS,Black,126.25,25.9,93.55,2025-08-06,40,1.5,True,Size Issue
FB000774,Shoes,Banana Republic,Summer,XS,Blue,63.86,52.8,30.14,2025-08-06,23,,False,
FB000775,Accessories,Uniqlo,Winter,,Red,75.93,0.0,75.93,2025-08-06,32,3.1,False,
FB000776,Tops,Zara,Fall,M,Brown,82.51,27.3,59.98,2025-08-06,9,3.8,False,
FB000777,Bottoms,Banana Republic,Fall,XXL,Green,46.02,0.0,46.02,2025-08-06,21,1.1,False,
FB000778,Dresses,Mango,Winter,XXL,Brown,125.67,45.5,68.49,2025-08-06,27,1.6,False,
FB000779,Shoes,Mango,Winter,S,Red,65.61,50.7,32.35,2025-08-06,23,1.1,False,
FB000780,Dresses,Banana Republic,Summer,XS,Beige,91.61,0.0,91.61,2025-08-06,31,1.4,False,
FB000781,Outerwear,H&M,Summer,XS,Pink,162.78,0.0,162.78,2025-08-06,0,,False,
FB000782,Outerwear,Mango,Winter,M,Gray,134.35,35.3,86.92,2025-08-06,36,,False,
FB000783,Bottoms,Mango,Spring,,Gray,77.74,38.8,47.58,2025-07-11,23,4.3,False,
FB000784,Accessories,Gap,Summer,,Brown,49.33,59.9,19.78,2025-08-06,47,,False,
FB000785,Outerwear,Forever21,Summer,S,Gray,231.52,17.3,191.47,2025-08-06,49,2.1,False,
FB000786,Outerwear,Gap,Winter,XL,White,140.1,0.0,140.1,2025-08-06,14,3.9,False,
FB000787,Dresses,Ann Taylor,Summer,S,Pink,117.38,27.8,84.75,2025-08-06,34,2.8,True,Quality Issue
FB000788,Tops,Ann Taylor,Spring,S,Purple,83.98,0.0,83.98,2024-08-29,23,1.9,False,
FB000789,Dresses,H&M,Spring,XL,Navy,111.67,53.5,51.93,2025-02-05,19,,False,
FB000790,Bottoms,H&M,Summer,S,White,25.16,0.0,25.16,2025-08-06,37,2.8,False,
FB000791,Outerwear,Banana Republic,Fall,XL,Blue,175.82,23.0,135.38,2025-08-06,1,3.7,False,
FB000792,Tops,Mango,Summer,XS,Green,53.25,37.5,33.28,2025-08-06,33,4.3,False,
FB000793,Outerwear,Banana Republic,Fall,M,Purple,215.19,43.0,122.66,2025-08-06,48,2.5,False,
FB000794,Bottoms,Zara,Summer,S,Pink,78.41,20.7,62.18,2025-08-06,9,4.4,False,
FB000795,Shoes,Zara,Summer,XXL,Pink,173.15,0.0,173.15,2025-08-06,45,2.2,False,
FB000796,Accessories,Zara,Fall,,Blue,16.84,36.6,10.68,2025-08-06,34,1.7,False,
FB000797,Outerwear,Forever21,Summer,S,Purple,128.6,0.0,128.6,2025-08-06,11,2.3,False,
FB000798,Outerwear,Ann Taylor,Spring,XXL,Green,131.74,0.0,131.74,2024-09-13,46,4.6,False,
FB000799,Bottoms,Forever21,Summer,XXL,White,28.15,12.7,24.57,2025-08-06,13,3.9,False,
FB000800,Outerwear,Forever21,Winter,XL,Red,165.1,58.4,68.68,2025-08-06,29,1.2,False,
FB000801,Tops,Mango,Spring,XL,Gray,49.62,0.8,49.22,2024-11-17,22,2.3,False,
