Employee_ID,MBTI,Dimension_EI,Dimension_SN,Dimension_TF,Dimension_JP,Department,Role,Seniority,Tenure_Years,AI_Tool_Usage_Daily_Hours,AI_Tool_Preference,Tool_Adoption_Score,Meeting_Hours_Weekly,Focus_Time_Hours_Weekly,Collaboration_Intensity,Context_Switching_Index,Project_Completion_Rate,Process_Adherence_Score,Innovation_Output_Score,Stakeholder_Satisfaction_Score,Weekly_Report_Submission_Offset,Overtime_Hours_Weekly,Learning_Hours_Monthly,Rework_Rate_Percent
EMP1121,INFJ,Introvert,Intuitive,Feeling,Judging,Product,Design,Senior,7.8,3.3,Search/Research,68.7,8.8,14.3,66.6,3.1,82.9,60.1,69.7,63.2,4.1,2.6,12.4,8.5
EMP1122,ISFJ,Introvert,Sensing,Feeling,Judging,R&D,Frontend,Junior,0.9,3.9,Code Assistant,75.7,3.2,26.2,45.5,0.6,73.9,80.1,42.7,75.4,1.6,5.2,8.7,1.0
EMP1123,ENFP,Extravert,Intuitive,Feeling,Perceiving,R&D,Data,Senior,6.6,4.6,LLM Chatbot,72.4,11.0,12.7,82.9,7.2,84.7,39.2,92.3,75.9,-0.1,5.2,12.1,11.6
EMP1124,ESTJ,Extravert,Sensing,Thinking,Judging,HR,L&D,Lead,10.6,2.3,Search/Research,34.9,19.0,19.6,56.1,5.3,82.0,89.3,34.3,75.0,8.0,6.6,7.3,2.6
EMP1125,ISTP,Introvert,Sensing,Thinking,Perceiving,Marketing,Growth,Mid,3.5,2.7,Visualization,50.3,9.3,14.4,64.1,7.4,62.6,39.6,54.5,56.9,1.1,1.4,3.9,9.6
EMP1126,ESTP,Extravert,Sensing,Thinking,Perceiving,Product,UX Research,Senior,6.4,3.4,Visualization,58.3,14.1,12.7,57.8,9.0,80.1,67.5,47.8,54.1,-2.6,2.3,9.7,8.6
EMP1127,ISFJ,Introvert,Sensing,Feeling,Judging,HR,L&D,Mid,3.1,2.7,Visualization,44.5,7.7,27.5,67.3,2.6,79.9,95.0,43.0,70.0,6.3,0.4,7.7,1.4
EMP1128,ESTP,Extravert,Sensing,Thinking,Perceiving,Operations,Ops,Senior,6.3,0.9,Automation Script,60.3,12.5,18.4,71.0,6.6,76.3,54.0,54.4,65.7,-6.1,1.3,6.3,14.5
EMP1129,ISTP,Introvert,Sensing,Thinking,Perceiving,Sales,SDR,Senior,6.9,0.8,Search/Research,33.0,14.1,22.6,64.8,8.7,68.4,46.3,47.7,61.4,-2.0,3.3,2.2,14.1
EMP1130,INFJ,Introvert,Intuitive,Feeling,Judging,Sales,Account Manager,Junior,1.8,2.6,Search/Research,59.3,14.9,21.8,56.8,4.1,93.9,76.1,56.2,91.7,7.3,1.9,12.7,7.0
EMP1131,INTJ,Introvert,Intuitive,Thinking,Judging,R&D,Frontend,Lead,8.2,4.2,Visualization,73.7,9.8,22.4,38.9,2.4,92.6,59.9,69.0,66.0,7.6,5.6,8.9,2.0
EMP1132,ISTP,Introvert,Sensing,Thinking,Perceiving,Operations,Supply Ops,Mid,3.8,1.8,LLM Chatbot,50.2,11.8,17.9,49.8,5.6,73.3,73.7,53.7,51.2,-0.9,1.0,4.9,16.4
EMP1133,INFP,Introvert,Intuitive,Feeling,Perceiving,Operations,Supply Ops,Senior,5.6,2.7,Automation Script,65.9,7.6,26.2,49.4,2.7,78.8,51.3,59.3,66.2,-2.8,3.4,5.8,13.8
EMP1134,ENTJ,Extravert,Intuitive,Thinking,Judging,R&D,Frontend,Mid,3.9,3.6,Automation Script,95.0,11.3,20.3,52.0,3.5,91.2,58.4,61.8,69.2,3.4,3.7,10.3,2.7
EMP1135,ISTP,Introvert,Sensing,Thinking,Perceiving,R&D,QA,Senior,5.9,4.7,LLM Chatbot,68.7,4.0,23.4,48.5,2.9,79.4,59.6,48.0,66.5,-3.1,4.2,6.5,8.3
EMP1136,INFJ,Introvert,Intuitive,Feeling,Judging,Sales,Account Manager,Mid,3.4,2.6,Visualization,61.7,13.1,16.2,63.8,2.8,84.5,70.5,67.2,84.2,3.7,3.1,6.5,11.9
EMP1137,INFP,Introvert,Intuitive,Feeling,Perceiving,Product,UX Research,Mid,4.8,2.9,Search/Research,84.1,13.2,14.4,71.2,3.5,32.3,35.4,80.3,78.4,2.6,0.6,10.2,13.1
EMP1138,ENTP,Extravert,Intuitive,Thinking,Perceiving,Sales,SDR,Mid,4.5,2.8,Visualization,70.9,19.7,14.3,75.2,8.2,75.2,43.1,53.1,63.9,-1.8,1.1,10.5,10.0
EMP1139,ESTP,Extravert,Sensing,Thinking,Perceiving,HR,Recruiter,Junior,1.3,2.4,Automation Script,47.6,15.6,18.8,72.9,6.1,68.3,76.0,41.1,80.5,-2.9,1.9,7.9,7.9
EMP1140,INFP,Introvert,Intuitive,Feeling,Perceiving,Product,UX Research,Junior,1.4,3.7,Visualization,77.9,9.1,17.8,64.5,6.2,63.9,46.7,92.6,74.6,2.5,0.3,11.0,7.4
EMP1141,ISTJ,Introvert,Sensing,Thinking,Judging,Marketing,Brand,Mid,2.5,2.6,Visualization,52.2,14.2,19.2,48.3,2.9,81.4,76.3,39.3,75.4,6.3,3.6,4.7,5.6
EMP1142,ISTJ,Introvert,Sensing,Thinking,Judging,R&D,Backend,Mid,4.6,4.1,LLM Chatbot,56.8,5.7,26.8,53.3,2.8,86.5,83.7,56.0,60.6,4.5,5.1,10.8,2.9
EMP1143,ENFP,Extravert,Intuitive,Feeling,Perceiving,HR,Recruiter,Lead,9.8,3.1,Automation Script,58.4,19.5,10.1,87.1,6.2,91.9,49.0,81.0,79.3,-2.4,7.9,7.1,11.4
EMP1144,INTJ,Introvert,Intuitive,Thinking,Judging,HR,HRBP,Mid,4.3,2.5,Visualization,47.4,17.4,21.3,47.9,1.4,62.3,72.8,66.0,72.0,5.3,1.9,9.7,7.7
EMP1145,ESTJ,Extravert,Sensing,Thinking,Judging,R&D,Frontend,Senior,6.7,3.5,Code Assistant,54.6,12.5,20.6,50.5,4.3,91.7,73.9,32.1,75.1,7.6,4.4,4.3,3.3
EMP1146,ESTP,Extravert,Sensing,Thinking,Perceiving,R&D,Data,Mid,4.3,5.0,Automation Script,50.9,9.8,16.4,61.0,8.3,86.7,53.4,64.6,62.8,-0.9,4.4,8.0,13.1
EMP1147,INTJ,Introvert,Intuitive,Thinking,Judging,Product,Design,Lead,9.4,3.7,Search/Research,63.8,9.1,24.2,63.0,1.4,81.2,66.3,68.7,67.8,8.1,3.3,12.2,2.8
EMP1148,ESTJ,Extravert,Sensing,Thinking,Judging,HR,Recruiter,Senior,6.3,2.5,Automation Script,51.0,13.8,20.0,72.4,4.4,85.3,92.9,44.9,77.7,9.1,2.4,8.0,5.9
EMP1149,INFJ,Introvert,Intuitive,Feeling,Judging,HR,Recruiter,Lead,13.3,2.5,Search/Research,47.3,19.0,20.9,68.2,0.0,76.3,72.9,59.9,78.5,6.5,2.3,6.4,2.3
EMP1150,ENFP,Extravert,Intuitive,Feeling,Perceiving,Operations,Ops,Senior,6.6,2.5,Automation Script,60.9,11.6,14.4,77.6,8.9,63.5,52.2,83.1,56.2,0.8,2.3,8.4,10.2
EMP1151,ESTP,Extravert,Sensing,Thinking,Perceiving,HR,L&D,Mid,3.9,1.9,LLM Chatbot,49.0,17.2,7.6,69.0,6.6,65.6,67.2,42.8,60.1,2.1,0.4,7.5,11.8
EMP1152,ESFJ,Extravert,Sensing,Feeling,Judging,HR,Recruiter,Junior,1.8,2.9,Search/Research,41.5,18.8,8.5,79.3,5.5,87.2,95.0,47.4,87.1,2.3,3.4,7.9,5.5
EMP1153,ENTJ,Extravert,Intuitive,Thinking,Judging,Sales,SDR,Mid,4.1,3.1,Search/Research,71.3,14.9,15.2,79.3,6.0,71.9,73.2,64.4,71.8,2.5,2.5,6.5,6.4
EMP1154,INTJ,Introvert,Intuitive,Thinking,Judging,HR,L&D,Mid,2.5,2.5,LLM Chatbot,54.0,16.9,19.3,44.9,0.0,64.2,70.5,51.6,64.1,6.0,0.8,10.1,3.9
EMP1155,ESFJ,Extravert,Sensing,Feeling,Judging,HR,L&D,Lead,10.4,1.8,Search/Research,52.7,21.0,11.8,90.3,3.6,77.6,95.0,15.0,83.5,6.2,5.4,6.7,3.8
EMP1156,ESFJ,Extravert,Sensing,Feeling,Judging,HR,L&D,Mid,4.0,1.6,LLM Chatbot,52.2,15.7,11.5,72.4,7.6,78.2,90.2,45.7,81.1,6.6,0.2,5.9,1.0
EMP1157,ENTJ,Extravert,Intuitive,Thinking,Judging,Operations,Finance Ops,Lead,8.3,2.6,Code Assistant,55.7,13.5,16.6,58.2,5.7,94.6,74.2,55.9,65.5,6.1,2.9,10.5,5.3
EMP1158,ESTP,Extravert,Sensing,Thinking,Perceiving,Operations,Supply Ops,Mid,4.3,2.2,Code Assistant,55.0,11.3,18.4,60.1,7.6,67.5,58.3,45.9,57.0,2.5,2.9,7.8,12.4
EMP1159,INFJ,Introvert,Intuitive,Feeling,Judging,Marketing,Growth,Mid,4.5,2.7,Visualization,89.7,9.1,24.0,49.6,5.3,91.7,60.8,72.5,78.1,3.8,0.4,10.7,7.1
EMP1160,ISTJ,Introvert,Sensing,Thinking,Judging,R&D,QA,Mid,3.4,2.9,Automation Script,36.2,4.7,26.0,60.0,0.2,70.4,92.2,39.9,62.7,6.4,3.3,7.3,4.8
EMP1161,INFP,Introvert,Intuitive,Feeling,Perceiving,Operations,Supply Ops,Junior,1.8,2.0,Automation Script,64.2,8.2,21.4,66.4,4.7,44.7,37.5,69.1,76.2,3.5,0.9,9.1,3.5
EMP1162,INTJ,Introvert,Intuitive,Thinking,Judging,HR,Recruiter,Mid,3.7,2.2,LLM Chatbot,59.6,15.7,15.6,63.5,2.4,56.6,81.0,42.5,56.8,4.9,6.3,9.4,6.4
EMP1163,ENTP,Extravert,Intuitive,Thinking,Perceiving,Product,UX Research,Mid,4.3,4.0,Automation Script,82.8,7.7,7.6,62.6,6.7,70.4,51.5,84.2,61.2,2.5,1.4,8.6,10.1
EMP1164,ESFJ,Extravert,Sensing,Feeling,Judging,Operations,Supply Ops,Mid,4.7,2.1,Visualization,50.7,17.2,22.0,71.3,3.0,79.0,84.7,34.5,72.1,3.7,9.7,8.5,6.6
EMP1165,ESFJ,Extravert,Sensing,Feeling,Judging,R&D,Backend,Mid,2.6,4.0,Automation Script,44.6,14.6,13.4,72.0,3.3,78.7,76.5,40.3,77.2,7.6,4.4,9.6,7.8
EMP1166,ENFJ,Extravert,Intuitive,Feeling,Judging,Sales,SDR,Mid,3.4,1.9,Automation Script,69.5,18.3,14.0,63.4,5.8,78.8,63.0,63.7,81.8,3.5,1.3,8.3,3.7
EMP1167,ENTJ,Extravert,Intuitive,Thinking,Judging,HR,HRBP,Lead,8.2,2.3,Code Assistant,84.1,22.6,12.8,68.1,2.7,79.6,81.8,63.8,76.0,3.9,1.6,10.1,1.0
EMP1168,ESTP,Extravert,Sensing,Thinking,Perceiving,HR,L&D,Lead,10.1,2.0,Search/Research,38.2,16.9,9.5,69.2,7.4,51.3,65.2,36.6,64.3,1.6,3.0,0.2,5.7
EMP1169,ISFJ,Introvert,Sensing,Feeling,Judging,Product,Design,Mid,3.6,3.1,Automation Script,39.0,11.1,24.8,60.6,0.0,91.1,73.1,56.2,86.5,3.8,4.0,8.6,1.0
EMP1170,INFP,Introvert,Intuitive,Feeling,Perceiving,Sales,AE,Senior,5.6,2.4,Search/Research,79.2,14.0,17.8,61.4,3.8,57.8,42.4,67.1,65.6,-0.5,0.4,7.9,8.4
EMP1171,ESTP,Extravert,Sensing,Thinking,Perceiving,Sales,AE,Mid,3.5,2.4,Visualization,45.5,19.7,6.0,79.4,9.8,58.7,56.0,73.9,63.1,-1.4,0.6,2.7,6.0
EMP1172,ISTJ,Introvert,Sensing,Thinking,Judging,HR,Recruiter,Junior,1.8,1.4,LLM Chatbot,46.8,18.1,22.2,61.4,0.7,80.1,77.8,21.6,79.7,0.9,5.9,6.2,3.6
EMP1173,ESFJ,Extravert,Sensing,Feeling,Judging,Sales,AE,Senior,5.7,1.3,Search/Research,54.3,15.7,19.3,79.3,7.1,86.7,83.2,35.8,77.8,8.3,2.9,1.0,6.3
EMP1174,INTP,Introvert,Intuitive,Thinking,Perceiving,HR,Recruiter,Lead,14.0,2.7,Code Assistant,57.4,13.9,15.2,64.9,6.5,80.5,53.4,50.9,68.4,-3.7,2.7,5.9,11.7
EMP1175,ESFP,Extravert,Sensing,Feeling,Perceiving,Operations,Finance Ops,Mid,2.3,3.0,Automation Script,48.0,12.4,22.2,82.0,6.4,42.9,79.7,42.0,78.1,1.7,1.9,7.0,8.0
EMP1176,ENTJ,Extravert,Intuitive,Thinking,Judging,Sales,SDR,Mid,4.0,2.7,Code Assistant,69.8,18.2,22.5,70.0,5.8,88.1,63.8,38.7,81.1,6.2,1.4,3.9,9.3
EMP1177,ENFJ,Extravert,Intuitive,Feeling,Judging,R&D,Backend,Mid,2.8,5.0,Visualization,67.0,13.4,21.9,79.3,2.8,96.2,68.2,86.7,75.4,4.2,4.2,10.1,2.5
EMP1178,INTP,Introvert,Intuitive,Thinking,Perceiving,HR,L&D,Senior,7.1,2.4,LLM Chatbot,54.2,19.8,14.5,60.7,3.6,75.7,34.6,70.3,68.0,0.2,2.6,8.1,8.3
EMP1179,ISTP,Introvert,Sensing,Thinking,Perceiving,HR,Recruiter,Junior,1.8,2.8,Search/Research,37.9,15.6,16.9,56.2,5.1,47.0,61.8,51.3,55.5,2.8,3.0,7.0,11.5
EMP1180,ENTJ,Extravert,Intuitive,Thinking,Judging,Sales,SDR,Senior,5.4,2.9,Automation Script,65.0,23.0,18.4,75.2,6.7,93.6,59.8,43.8,71.1,7.4,3.8,5.0,2.3
EMP1181,ESFJ,Extravert,Sensing,Feeling,Judging,HR,Recruiter,Senior,6.9,2.0,LLM Chatbot,44.4,22.2,6.1,95.0,4.4,77.5,78.4,27.9,80.9,5.8,0.3,8.0,6.4
EMP1182,ISFJ,Introvert,Sensing,Feeling,Judging,Product,Design,Mid,2.3,2.9,LLM Chatbot,73.0,11.3,33.2,49.1,0.5,94.8,74.9,53.9,80.7,5.6,3.0,7.0,6.5
EMP1183,ENFJ,Extravert,Intuitive,Feeling,Judging,Product,UX Research,Lead,15.0,3.5,Visualization,59.3,19.4,12.7,75.2,2.8,92.7,76.8,84.9,76.0,8.2,3.1,7.6,7.0
EMP1184,ESFJ,Extravert,Sensing,Feeling,Judging,Product,Design,Senior,7.5,4.0,Visualization,50.1,12.0,14.4,83.6,3.7,67.1,93.2,44.1,72.0,6.3,1.5,5.4,5.7
EMP1185,ISTJ,Introvert,Sensing,Thinking,Judging,R&D,Data,Senior,6.5,4.1,Code Assistant,44.6,4.2,30.0,44.9,2.1,79.4,82.5,61.8,63.8,1.9,6.6,8.6,5.0
EMP1186,ESTJ,Extravert,Sensing,Thinking,Judging,Product,UX Research,Junior,1.8,3.6,LLM Chatbot,60.6,10.3,23.5,63.9,4.9,92.2,65.6,38.7,71.0,5.6,0.1,8.6,2.6
EMP1187,ESTP,Extravert,Sensing,Thinking,Perceiving,Operations,Ops,Mid,3.0,2.1,Search/Research,52.7,15.6,12.1,55.5,6.1,71.2,61.3,61.5,49.6,1.9,0.4,4.6,6.0
EMP1188,ESFJ,Extravert,Sensing,Feeling,Judging,Sales,AE,Junior,1.2,1.0,Search/Research,54.6,18.2,14.9,78.0,7.5,81.0,72.6,30.2,70.6,4.9,3.0,10.0,4.3
EMP1189,ESFJ,Extravert,Sensing,Feeling,Judging,Product,UX Research,Mid,2.6,3.7,Automation Script,56.2,11.4,14.9,71.6,3.0,83.8,81.6,47.6,73.4,2.9,2.2,5.9,5.4
EMP1190,ISTJ,Introvert,Sensing,Thinking,Judging,Marketing,Growth,Lead,8.9,2.5,Automation Script,59.4,15.4,6.8,60.3,4.4,100.0,79.5,33.7,72.3,7.1,1.7,0.5,1.0
EMP1191,ENTP,Extravert,Intuitive,Thinking,Perceiving,Operations,Supply Ops,Senior,5.1,3.3,Visualization,85.2,14.2,12.5,55.5,6.3,51.5,40.4,68.7,57.0,0.7,1.0,9.7,13.2
EMP1192,ISFP,Introvert,Sensing,Feeling,Perceiving,Product,UX Research,Lead,10.4,2.9,LLM Chatbot,40.4,7.2,29.4,57.1,7.2,47.8,55.4,59.6,73.1,3.0,1.5,8.6,5.5
EMP1193,ISTP,Introvert,Sensing,Thinking,Perceiving,R&D,Frontend,Lead,9.9,3.9,Automation Script,38.6,14.6,12.1,53.1,6.5,34.5,63.4,44.2,62.8,-1.4,11.0,9.7,6.8
EMP1194,INFJ,Introvert,Intuitive,Feeling,Judging,HR,HRBP,Senior,7.1,2.2,Search/Research,64.4,15.5,27.9,70.8,3.5,83.9,83.5,48.7,81.3,5.0,6.0,7.1,1.0
EMP1195,ESFJ,Extravert,Sensing,Feeling,Judging,Sales,SDR,Junior,0.8,2.4,Visualization,42.7,17.6,19.0,95.0,6.2,82.3,75.3,38.0,81.8,7.8,0.6,5.5,5.2
EMP1196,INFJ,Introvert,Intuitive,Feeling,Judging,Marketing,Content,Junior,0.6,3.1,Automation Script,75.2,15.9,22.6,60.3,2.6,67.7,66.2,74.3,85.5,3.5,2.4,5.6,3.2
EMP1197,INTP,Introvert,Intuitive,Thinking,Perceiving,HR,Recruiter,Mid,2.6,2.7,Automation Script,68.5,10.0,24.3,86.2,6.8,52.7,56.1,56.9,60.9,1.6,1.2,6.3,8.6
EMP1198,INTJ,Introvert,Intuitive,Thinking,Judging,Marketing,Growth,Lead,8.1,2.9,Visualization,53.1,12.1,20.5,54.4,5.6,82.9,67.9,82.5,65.6,6.9,4.3,8.8,8.3
EMP1199,INTP,Introvert,Intuitive,Thinking,Perceiving,Sales,SDR,Mid,2.9,2.2,Visualization,72.1,12.7,23.6,54.2,7.9,89.7,24.7,67.7,65.2,3.5,0.7,6.8,11.4
EMP1200,INTJ,Introvert,Intuitive,Thinking,Judging,Marketing,Content,Junior,0.5,2.3,Visualization,66.1,16.4,19.4,65.5,4.0,84.9,67.3,74.7,66.3,5.3,3.2,8.9,4.3
EMP1201,ESFP,Extravert,Sensing,Feeling,Perceiving,HR,L&D,Mid,3.4,1.9,LLM Chatbot,45.6,18.6,13.4,77.0,8.1,65.4,73.2,37.9,82.0,0.6,0.1,8.4,6.0
EMP1202,ISFJ,Introvert,Sensing,Feeling,Judging,R&D,QA,Mid,2.0,3.0,Visualization,62.2,8.3,20.6,66.8,0.0,94.2,71.5,44.8,72.6,5.0,3.2,5.1,8.7
EMP1203,ENFP,Extravert,Intuitive,Feeling,Perceiving,Marketing,Content,Senior,6.9,3.1,Automation Script,86.8,11.0,14.8,92.8,7.5,80.9,27.2,78.7,67.4,2.1,0.8,8.7,6.6
EMP1204,ESTP,Extravert,Sensing,Thinking,Perceiving,Sales,Account Manager,Senior,7.2,2.0,LLM Chatbot,38.0,17.9,11.5,66.5,7.9,70.2,58.6,54.3,64.4,-3.5,9.2,4.4,9.0
EMP1205,ISFP,Introvert,Sensing,Feeling,Perceiving,HR,L&D,Lead,10.8,2.4,Search/Research,54.5,19.9,11.8,78.0,2.4,70.8,73.2,53.0,80.1,-1.1,3.7,7.4,13.8
EMP1206,ENFP,Extravert,Intuitive,Feeling,Perceiving,Product,UX Research,Junior,1.6,3.4,LLM Chatbot,65.6,9.9,14.2,65.9,6.6,78.4,42.6,79.2,80.5,4.6,0.7,12.9,12.8
EMP1207,INFJ,Introvert,Intuitive,Feeling,Judging,Product,PM,Mid,3.1,4.0,Search/Research,80.3,12.1,22.3,63.1,0.0,64.0,70.7,69.1,60.3,2.9,0.2,7.5,9.9
EMP1208,ESFJ,Extravert,Sensing,Feeling,Judging,Product,Design,Junior,0.7,4.0,Code Assistant,55.8,12.0,19.0,75.3,5.4,79.2,69.7,44.1,77.0,3.8,0.6,8.0,7.6
EMP1209,ESTJ,Extravert,Sensing,Thinking,Judging,Marketing,Growth,Lead,9.1,3.2,LLM Chatbot,64.2,15.9,15.5,68.8,7.5,100.0,80.7,59.5,83.8,6.3,3.2,3.6,4.0
EMP1210,ENTP,Extravert,Intuitive,Thinking,Perceiving,HR,L&D,Mid,3.7,2.2,Search/Research,66.1,20.4,14.0,83.8,4.6,53.6,53.6,67.7,65.6,-0.0,2.0,5.9,11.1
EMP1211,ENFP,Extravert,Intuitive,Feeling,Perceiving,Operations,Finance Ops,Mid,2.3,2.7,LLM Chatbot,82.9,16.4,10.9,68.3,6.1,65.0,38.5,60.9,73.3,5.4,0.9,8.9,14.8
EMP1212,ESFJ,Extravert,Sensing,Feeling,Judging,Product,PM,Mid,3.5,2.6,Automation Script,55.7,13.1,12.7,74.5,5.3,65.1,79.8,30.2,89.9,6.1,4.3,8.9,3.8
EMP1213,INFP,Introvert,Intuitive,Feeling,Perceiving,R&D,Data,Junior,1.6,5.4,LLM Chatbot,86.1,13.7,19.3,55.8,5.3,32.1,38.4,95.0,78.1,-4.2,4.3,9.5,9.6
EMP1214,ESTJ,Extravert,Sensing,Thinking,Judging,HR,HRBP,Mid,3.6,2.4,LLM Chatbot,38.9,20.9,13.5,80.7,4.3,74.8,95.0,49.0,72.0,4.4,9.3,4.7,6.2
EMP1215,ESFP,Extravert,Sensing,Feeling,Perceiving,HR,Recruiter,Lead,13.5,2.1,Visualization,36.0,24.7,6.0,73.6,9.2,28.4,67.4,52.8,68.0,6.0,2.8,9.2,12.2
EMP1216,ISTJ,Introvert,Sensing,Thinking,Judging,HR,HRBP,Senior,5.9,2.3,LLM Chatbot,42.3,15.3,20.6,47.2,2.2,88.9,95.0,29.5,70.2,5.3,0.2,5.5,7.2
EMP1217,INFP,Introvert,Intuitive,Feeling,Perceiving,Marketing,Growth,Lead,12.4,2.8,LLM Chatbot,41.0,19.7,10.6,69.9,7.8,42.4,25.9,71.3,77.0,-3.4,1.7,7.3,5.3
EMP1218,ISFP,Introvert,Sensing,Feeling,Perceiving,Marketing,Content,Mid,4.3,3.0,Search/Research,31.7,12.5,17.2,69.1,6.4,60.9,59.8,54.5,66.2,-1.2,0.1,7.2,8.7
EMP1219,ESFJ,Extravert,Sensing,Feeling,Judging,R&D,QA,Mid,4.0,4.0,LLM Chatbot,94.8,6.1,28.2,86.6,4.7,89.7,95.0,36.6,74.0,7.2,7.0,7.7,7.9
EMP1220,ISTJ,Introvert,Sensing,Thinking,Judging,Product,Design,Lead,10.4,3.5,Search/Research,57.2,11.4,25.1,46.3,2.6,66.8,80.6,57.7,57.3,3.7,2.4,6.8,1.0
EMP1221,INFP,Introvert,Intuitive,Feeling,Perceiving,Sales,Account Manager,Mid,2.3,2.3,LLM Chatbot,73.0,20.4,21.4,54.7,8.5,63.1,35.3,65.9,62.2,3.0,2.0,9.5,9.8
EMP1222,INFJ,Introvert,Intuitive,Feeling,Judging,Operations,Finance Ops,Junior,1.7,2.5,Automation Script,52.7,10.4,16.4,59.3,1.9,75.1,80.5,63.8,76.9,6.2,0.0,7.4,2.6
EMP1223,ISTP,Introvert,Sensing,Thinking,Perceiving,HR,L&D,Lead,9.0,2.6,Search/Research,43.9,14.0,19.7,62.4,3.6,75.2,61.2,52.6,56.5,5.6,6.7,3.6,14.0
EMP1224,ENFP,Extravert,Intuitive,Feeling,Perceiving,Product,Design,Lead,8.3,3.2,LLM Chatbot,69.4,23.0,16.3,94.3,8.9,34.4,43.4,88.7,65.5,-0.9,3.8,7.2,7.6
EMP1225,ENFJ,Extravert,Intuitive,Feeling,Judging,R&D,Frontend,Mid,3.6,3.9,Visualization,82.2,15.0,13.5,77.1,3.9,81.6,55.7,41.5,75.5,6.3,5.5,8.7,9.3
EMP1226,ESFP,Extravert,Sensing,Feeling,Perceiving,Operations,Supply Ops,Senior,6.7,1.6,Automation Script,65.9,12.6,15.5,69.1,8.4,40.6,57.2,59.3,69.2,2.5,0.2,5.0,7.7
EMP1227,ESTJ,Extravert,Sensing,Thinking,Judging,Operations,Supply Ops,Mid,3.1,1.8,Visualization,52.8,18.0,11.4,74.1,3.3,85.7,95.0,27.4,74.3,5.6,0.2,2.7,12.6
EMP1228,INFP,Introvert,Intuitive,Feeling,Perceiving,HR,L&D,Lead,8.0,2.3,LLM Chatbot,55.9,18.8,16.0,60.5,1.8,59.9,30.8,67.0,66.7,-2.4,6.2,9.2,1.9
EMP1229,ESFJ,Extravert,Sensing,Feeling,Judging,R&D,Backend,Senior,5.8,4.3,Automation Script,70.5,8.0,19.2,67.4,2.0,98.4,66.7,43.9,92.7,7.2,3.2,5.5,6.4
EMP1230,INTP,Introvert,Intuitive,Thinking,Perceiving,R&D,Frontend,Mid,2.5,3.7,Visualization,67.0,11.3,17.8,54.8,5.3,54.6,44.8,89.2,60.3,-2.3,4.6,12.6,5.6
EMP1231,ESTP,Extravert,Sensing,Thinking,Perceiving,Product,UX Research,Mid,2.8,3.2,LLM Chatbot,77.8,10.9,13.9,54.2,7.1,89.9,54.8,55.6,58.3,0.1,0.6,9.6,8.6
EMP1232,ENFJ,Extravert,Intuitive,Feeling,Judging,Operations,Ops,Mid,3.6,1.6,Search/Research,62.4,10.8,16.8,64.9,2.6,86.9,66.9,60.0,79.9,2.1,0.4,5.1,7.0
EMP1233,ESTP,Extravert,Sensing,Thinking,Perceiving,Operations,Ops,Mid,2.5,1.9,Automation Script,39.4,18.7,8.3,70.6,9.4,48.2,56.5,46.1,56.8,-4.8,0.9,6.8,8.5
EMP1234,ISTP,Introvert,Sensing,Thinking,Perceiving,Operations,Finance Ops,Lead,11.6,2.3,Visualization,33.3,15.7,12.9,39.7,5.3,74.3,63.6,34.9,55.4,1.3,3.8,5.0,7.7
EMP1235,ISFP,Introvert,Sensing,Feeling,Perceiving,HR,L&D,Mid,3.3,1.7,LLM Chatbot,38.2,12.1,20.1,62.8,5.4,81.5,56.4,37.9,81.5,-0.8,0.2,7.8,13.7
EMP1236,ENTP,Extravert,Intuitive,Thinking,Perceiving,Sales,SDR,Mid,4.5,2.0,Visualization,54.6,11.2,22.3,80.3,7.0,47.0,43.3,70.2,59.3,-3.9,1.4,2.8,6.2
EMP1237,INTJ,Introvert,Intuitive,Thinking,Judging,Marketing,Brand,Junior,0.9,3.2,Automation Script,75.3,12.5,31.1,61.3,2.0,83.2,64.7,75.5,71.2,4.6,0.0,8.0,3.9
EMP1238,INFJ,Introvert,Intuitive,Feeling,Judging,Marketing,Growth,Junior,1.8,2.4,LLM Chatbot,66.7,13.7,17.6,67.9,0.4,85.6,69.1,69.3,81.3,6.4,0.7,9.4,16.6
EMP1239,INFP,Introvert,Intuitive,Feeling,Perceiving,Marketing,Content,Mid,3.5,3.0,Visualization,62.8,14.6,22.4,70.3,4.4,52.9,38.5,69.1,77.3,1.1,2.3,6.7,6.5
EMP1240,ESFP,Extravert,Sensing,Feeling,Perceiving,Operations,Supply Ops,Mid,5.0,2.2,Automation Script,53.7,12.3,9.9,68.1,8.0,55.0,51.3,49.8,71.0,2.3,0.7,4.2,11.8
EMP1241,ENFJ,Extravert,Intuitive,Feeling,Judging,R&D,Frontend,Junior,1.3,4.6,Code Assistant,82.5,4.1,22.3,80.5,5.0,90.6,72.7,57.0,76.5,4.2,5.3,11.9,3.7
EMP1242,ISTP,Introvert,Sensing,Thinking,Perceiving,Sales,AE,Junior,2.0,2.0,LLM Chatbot,59.3,14.0,16.2,64.7,4.7,44.3,54.1,39.1,49.7,2.0,0.1,7.9,8.1
EMP1243,ENTP,Extravert,Intuitive,Thinking,Perceiving,R&D,Data,Senior,7.0,5.1,Code Assistant,71.6,10.9,11.7,66.2,6.5,77.9,25.8,91.4,61.2,0.5,4.6,12.5,7.0
EMP1244,ISFP,Introvert,Sensing,Feeling,Perceiving,HR,L&D,Mid,4.0,2.3,LLM Chatbot,49.2,15.3,18.6,81.3,4.9,64.4,74.5,49.5,73.6,-2.3,1.5,6.8,11.6
