产品名称,年份,厂家,规格,终端类型,销售额
布洛芬混悬液,2023,江苏恒瑞医药,100ml:2g,乡镇卫生,6220000
布洛芬混悬液,2023,湖北多瑞药业,100ml:2g,乡镇卫生,30000
布洛芬混悬液,2023,翔宇药业,100ml:2g,乡镇卫生,5650000
布洛芬混悬液,2023,韩美,100ml:2g,乡镇卫生,3140000
布洛芬混悬液,2024,华润三九(南昌)药业,100ml:2g,乡镇卫生,500000
布洛芬混悬液,2024,天大药业(珠海),100ml:2g,乡镇卫生,17920000
布洛芬混悬液,2024,强生,100ml:2g,乡镇卫生,55310000
布洛芬混悬液,2024,扬州一洋制药,100ml:2g,乡镇卫生,40000
布洛芬混悬液,2024,扬州三药制药,100ml:2g,乡镇卫生,7760000
布洛芬混悬液,2024,新华制药(高密),100ml:2g,乡镇卫生,260000
布洛芬混悬液,2024,武汉人福药业,100ml:2g,乡镇卫生,3920000
布洛芬混悬液,2024,江苏恒瑞医药,100ml:2g,乡镇卫生,8770000
布洛芬混悬液,2024,湖北多瑞药业,100ml:2g,乡镇卫生,40000
布洛芬混悬液,2024,翔宇药业,100ml:2g,乡镇卫生,3420000
布洛芬混悬液,2024,韩美,100ml:2g,乡镇卫生,2690000
布洛芬混悬液,2024,黑龙江中桂制药,100ml:2g,乡镇卫生,90000
布洛芬混悬液,2025,华润三九(南昌)药业,100ml:2g,乡镇卫生,280000
布洛芬混悬液,2025,天大药业(珠海),100ml:2g,乡镇卫生,10590000
布洛芬混悬液,2025,强生,100ml:2g,乡镇卫生,42680000
布洛芬混悬液,2025,扬州一洋制药,100ml:2g,乡镇卫生,20000
布洛芬混悬液,2025,扬州三药制药,100ml:2g,乡镇卫生,4470000
布洛芬混悬液,2025,新华制药(高密),100ml:2g,乡镇卫生,160000
布洛芬混悬液,2025,武汉人福药业,100ml:2g,乡镇卫生,1780000
布洛芬混悬液,2025,江苏恒瑞医药,100ml:2g,乡镇卫生,6580000
布洛芬混悬液,2025,湖北多瑞药业,100ml:2g,乡镇卫生,20000
布洛芬混悬液,2025,翔宇药业,100ml:2g,乡镇卫生,1070000
布洛芬混悬液,2025,韩美,100ml:2g,乡镇卫生,1270000
布洛芬混悬液,2025,黑龙江中桂制药,100ml:2g,乡镇卫生,70000
布洛芬混悬液,2021,天大药业(珠海),120ml:2.4g,乡镇卫生,4848
布洛芬混悬液,2023,天大药业(珠海),120ml:2.4g,乡镇卫生,50000
布洛芬混悬液,2013,翔宇药业,5ml:100mg,县级公立,546541
布洛芬混悬液,2014,翔宇药业,5ml:100mg,县级公立,637005
布洛芬混悬液,2015,翔宇药业,5ml:100mg,县级公立,700318
布洛芬混悬液,2016,翔宇药业,5ml:100mg,县级公立,648345
布洛芬混悬液,2017,翔宇药业,5ml:100mg,县级公立,500319
布洛芬混悬液,2018,翔宇药业,5ml:100mg,县级公立,728141
布洛芬混悬液,2019,翔宇药业,5ml:100mg,县级公立,379535
布洛芬混悬液,2020,翔宇药业,5ml:100mg,县级公立,528952
布洛芬混悬液,2021,翔宇药业,5ml:100mg,县级公立,1280120
布洛芬混悬液,2022,翔宇药业,5ml:100mg,县级公立,2000000
布洛芬混悬液,2023,翔宇药业,5ml:100mg,县级公立,630000
布洛芬混悬液,2024,翔宇药业,5ml:100mg,县级公立,550000
布洛芬混悬液,2025,翔宇药业,5ml:100mg,县级公立,290000
布洛芬混悬液,2013,扬州三药制药,25ml:500mg,县级公立,3757770
布洛芬混悬液,2013,武汉人福药业,25ml:500mg,县级公立,2486965
布洛芬混悬液,2014,扬州三药制药,25ml:500mg,县级公立,4161491
布洛芬混悬液,2014,武汉人福药业,25ml:500mg,县级公立,3043406
布洛芬混悬液,2015,扬州三药制药,25ml:500mg,县级公立,8118191
布洛芬混悬液,2015,武汉人福药业,25ml:500mg,县级公立,2447791
布洛芬混悬液,2015,翔宇药业,25ml:500mg,县级公立,90
布洛芬混悬液,2016,扬州三药制药,25ml:500mg,县级公立,7369512
布洛芬混悬液,2016,武汉人福药业,25ml:500mg,县级公立,1753292
布洛芬混悬液,2017,扬州三药制药,25ml:500mg,县级公立,8915396
布洛芬混悬液,2017,武汉人福药业,25ml:500mg,县级公立,2541441
布洛芬混悬液,2018,扬州三药制药,25ml:500mg,县级公立,8499209
布洛芬混悬液,2018,武汉人福药业,25ml:500mg,县级公立,2301430
布洛芬混悬液,2019,扬州三药制药,25ml:500mg,县级公立,6749856
布洛芬混悬液,2019,武汉人福药业,25ml:500mg,县级公立,2232327
布洛芬混悬液,2020,扬州三药制药,25ml:500mg,县级公立,1823783
布洛芬混悬液,2020,武汉人福药业,25ml:500mg,县级公立,1987445
布洛芬混悬液,2021,扬州三药制药,25ml:500mg,县级公立,3265802
布洛芬混悬液,2021,武汉人福药业,25ml:500mg,县级公立,4104076
布洛芬混悬液,2022,扬州三药制药,25ml:500mg,县级公立,4380000
布洛芬混悬液,2022,武汉人福药业,25ml:500mg,县级公立,5590000
布洛芬混悬液,2022,翔宇药业,25ml:500mg,县级公立,20000
布洛芬混悬液,2023,扬州三药制药,25ml:500mg,县级公立,1830000
布洛芬混悬液,2023,武汉人福药业,25ml:500mg,县级公立,2860000
布洛芬混悬液,2024,扬州三药制药,25ml:500mg,县级公立,660000
布洛芬混悬液,2024,武汉人福药业,25ml:500mg,县级公立,1740000
布洛芬混悬液,2025,扬州三药制药,25ml:500mg,县级公立,400000
布洛芬混悬液,2025,武汉人福药业,25ml:500mg,县级公立,650000
布洛芬混悬液,2013,天大药业(珠海),30ml:600mg,县级公立,580467
布洛芬混悬液,2013,强生,30ml:600mg,县级公立,4384317
布洛芬混悬液,2013,扬州三药制药,30ml:600mg,县级公立,768438
布洛芬混悬液,2014,天大药业(珠海),30ml:600mg,县级公立,720020
布洛芬混悬液,2014,强生,30ml:600mg,县级公立,5898060
布洛芬混悬液,2014,扬州三药制药,30ml:600mg,县级公立,521994
布洛芬混悬液,2015,天大药业(珠海),30ml:600mg,县级公立,325454
布洛芬混悬液,2015,强生,30ml:600mg,县级公立,10983076
布洛芬混悬液,2015,扬州三药制药,30ml:600mg,县级公立,627654
布洛芬混悬液,2015,翔宇药业,30ml:600mg,县级公立,12695
布洛芬混悬液,2016,天大药业(珠海),30ml:600mg,县级公立,151710
布洛芬混悬液,2016,强生,30ml:600mg,县级公立,9700695
布洛芬混悬液,2016,扬州三药制药,30ml:600mg,县级公立,808990
布洛芬混悬液,2016,翔宇药业,30ml:600mg,县级公立,8193
布洛芬混悬液,2017,天大药业(珠海),30ml:600mg,县级公立,180018
布洛芬混悬液,2017,强生,30ml:600mg,县级公立,12814751
布洛芬混悬液,2017,扬州三药制药,30ml:600mg,县级公立,1293247
布洛芬混悬液,2017,翔宇药业,30ml:600mg,县级公立,6303
布洛芬混悬液,2018,天大药业(珠海),30ml:600mg,县级公立,100422
布洛芬混悬液,2018,强生,30ml:600mg,县级公立,13927004
布洛芬混悬液,2018,扬州三药制药,30ml:600mg,县级公立,2746477
布洛芬混悬液,2019,天大药业(珠海),30ml:600mg,县级公立,4248
布洛芬混悬液,2019,强生,30ml:600mg,县级公立,25919603
布洛芬混悬液,2019,扬州三药制药,30ml:600mg,县级公立,2985946
布洛芬混悬液,2020,天大药业(珠海),30ml:600mg,县级公立,9615
布洛芬混悬液,2020,强生,30ml:600mg,县级公立,16766390
布洛芬混悬液,2020,扬州三药制药,30ml:600mg,县级公立,2158815
布洛芬混悬液,2021,天大药业(珠海),30ml:600mg,县级公立,85312
布洛芬混悬液,2021,强生,30ml:600mg,县级公立,26173604
布洛芬混悬液,2021,扬州三药制药,30ml:600mg,县级公立,2421157
布洛芬混悬液,2022,天大药业(珠海),30ml:600mg,县级公立,90000
布洛芬混悬液,2022,强生,30ml:600mg,县级公立,33710000
布洛芬混悬液,2022,扬州三药制药,30ml:600mg,县级公立,4030000
布洛芬混悬液,2023,强生,30ml:600mg,县级公立,21380000
布洛芬混悬液,2023,扬州三药制药,30ml:600mg,县级公立,2450000
布洛芬混悬液,2024,强生,30ml:600mg,县级公立,270000
布洛芬混悬液,2024,扬州三药制药,30ml:600mg,县级公立,1070000
布洛芬混悬液,2025,强生,30ml:600mg,县级公立,90000
布洛芬混悬液,2025,扬州三药制药,30ml:600mg,县级公立,230000
布洛芬混悬液,2013,天大药业(珠海),60ml:1.2g,县级公立,821970
布洛芬混悬液,2013,扬州三药制药,60ml:1.2g,县级公立,175958
布洛芬混悬液,2013,武汉人福药业,60ml:1.2g,县级公立,1551380
布洛芬混悬液,2013,翔宇药业,60ml:1.2g,县级公立,101839
布洛芬混悬液,2014,天大药业(珠海),60ml:1.2g,县级公立,963707
布洛芬混悬液,2014,扬州三药制药,60ml:1.2g,县级公立,373422
布洛芬混悬液,2014,武汉人福药业,60ml:1.2g,县级公立,2469373
布洛芬混悬液,2014,翔宇药业,60ml:1.2g,县级公立,262513
布洛芬混悬液,2015,天大药业(珠海),60ml:1.2g,县级公立,1785852
布洛芬混悬液,2015,扬州三药制药,60ml:1.2g,县级公立,1670085
布洛芬混悬液,2015,武汉人福药业,60ml:1.2g,县级公立,7916210
布洛芬混悬液,2015,翔宇药业,60ml:1.2g,县级公立,396156
布洛芬混悬液,2016,天大药业(珠海),60ml:1.2g,县级公立,2055317
布洛芬混悬液,2016,扬州三药制药,60ml:1.2g,县级公立,2220051
布洛芬混悬液,2016,武汉人福药业,60ml:1.2g,县级公立,7366756
布洛芬混悬液,2016,翔宇药业,60ml:1.2g,县级公立,767386
布洛芬混悬液,2017,天大药业(珠海),60ml:1.2g,县级公立,2528725
布洛芬混悬液,2017,扬州三药制药,60ml:1.2g,县级公立,3732007
布洛芬混悬液,2017,武汉人福药业,60ml:1.2g,县级公立,8315313
布洛芬混悬液,2017,翔宇药业,60ml:1.2g,县级公立,1187506
布洛芬混悬液,2018,天大药业(珠海),60ml:1.2g,县级公立,2412432
布洛芬混悬液,2018,扬州三药制药,60ml:1.2g,县级公立,4377470
布洛芬混悬液,2018,武汉人福药业,60ml:1.2g,县级公立,11462936
布洛芬混悬液,2018,翔宇药业,60ml:1.2g,县级公立,1156299
布洛芬混悬液,2019,天大药业(珠海),60ml:1.2g,县级公立,3885372
布洛芬混悬液,2019,扬州三药制药,60ml:1.2g,县级公立,2756233
布洛芬混悬液,2019,武汉人福药业,60ml:1.2g,县级公立,8807333
布洛芬混悬液,2019,翔宇药业,60ml:1.2g,县级公立,669002
布洛芬混悬液,2020,天大药业(珠海),60ml:1.2g,县级公立,2424714
布洛芬混悬液,2020,扬州三药制药,60ml:1.2g,县级公立,2317990
布洛芬混悬液,2020,武汉人福药业,60ml:1.2g,县级公立,1306295
布洛芬混悬液,2020,翔宇药业,60ml:1.2g,县级公立,924
布洛芬混悬液,2021,天大药业(珠海),60ml:1.2g,县级公立,2212860
布洛芬混悬液,2021,扬州三药制药,60ml:1.2g,县级公立,3014569
布洛芬混悬液,2021,武汉人福药业,60ml:1.2g,县级公立,1031070
布洛芬混悬液,2021,翔宇药业,60ml:1.2g,县级公立,3250
布洛芬混悬液,2022,天大药业(珠海),60ml:1.2g,县级公立,6320000
布洛芬混悬液,2022,扬州三药制药,60ml:1.2g,县级公立,2990000
布洛芬混悬液,2022,武汉人福药业,60ml:1.2g,县级公立,2680000
布洛芬混悬液,2022,翔宇药业,60ml:1.2g,县级公立,20000
布洛芬混悬液,2023,天大药业(珠海),60ml:1.2g,县级公立,3530000
布洛芬混悬液,2023,扬州三药制药,60ml:1.2g,县级公立,2390000
布洛芬混悬液,2023,武汉人福药业,60ml:1.2g,县级公立,10730000
布洛芬混悬液,2023,翔宇药业,60ml:1.2g,县级公立,100000
布洛芬混悬液,2024,天大药业(珠海),60ml:1.2g,县级公立,2760000
布洛芬混悬液,2024,扬州三药制药,60ml:1.2g,县级公立,2370000
布洛芬混悬液,2024,武汉人福药业,60ml:1.2g,县级公立,8350000
布洛芬混悬液,2024,翔宇药业,60ml:1.2g,县级公立,90000
布洛芬混悬液,2025,天大药业(珠海),60ml:1.2g,县级公立,1640000
布洛芬混悬液,2025,扬州三药制药,60ml:1.2g,县级公立,1000000
布洛芬混悬液,2025,武汉人福药业,60ml:1.2g,县级公立,2690000
布洛芬混悬液,2025,翔宇药业,60ml:1.2g,县级公立,40000
布洛芬混悬液,2013,天大药业(珠海),100ml:2g,县级公立,832135
布洛芬混悬液,2013,强生,100ml:2g,县级公立,10239234
布洛芬混悬液,2013,扬州一洋制药,100ml:2g,县级公立,66107
布洛芬混悬液,2013,扬州三药制药,100ml:2g,县级公立,1129534
布洛芬混悬液,2013,武汉人福药业,100ml:2g,县级公立,1086449
布洛芬混悬液,2013,江苏恒瑞医药,100ml:2g,县级公立,7785690
布洛芬混悬液,2013,韩美,100ml:2g,县级公立,708965
布洛芬混悬液,2014,天大药业(珠海),100ml:2g,县级公立,830960
布洛芬混悬液,2014,强生,100ml:2g,县级公立,12343794
布洛芬混悬液,2014,扬州一洋制药,100ml:2g,县级公立,170218
布洛芬混悬液,2014,扬州三药制药,100ml:2g,县级公立,1073371
布洛芬混悬液,2014,武汉人福药业,100ml:2g,县级公立,2190034
布洛芬混悬液,2014,江苏恒瑞医药,100ml:2g,县级公立,9653930
布洛芬混悬液,2014,翔宇药业,100ml:2g,县级公立,70319
布洛芬混悬液,2014,韩美,100ml:2g,县级公立,839837
布洛芬混悬液,2015,天大药业(珠海),100ml:2g,县级公立,551622
布洛芬混悬液,2015,强生,100ml:2g,县级公立,6818824
布洛芬混悬液,2015,扬州一洋制药,100ml:2g,县级公立,624275
布洛芬混悬液,2015,扬州三药制药,100ml:2g,县级公立,2746248
布洛芬混悬液,2015,武汉人福药业,100ml:2g,县级公立,5155800
布洛芬混悬液,2015,江苏恒瑞医药,100ml:2g,县级公立,12422688
布洛芬混悬液,2015,翔宇药业,100ml:2g,县级公立,261028
布洛芬混悬液,2015,韩美,100ml:2g,县级公立,2594500
布洛芬混悬液,2016,天大药业(珠海),100ml:2g,县级公立,1268551
布洛芬混悬液,2016,强生,100ml:2g,县级公立,9222478
布洛芬混悬液,2016,扬州一洋制药,100ml:2g,县级公立,491878
布洛芬混悬液,2016,扬州三药制药,100ml:2g,县级公立,3297511
布洛芬混悬液,2016,武汉人福药业,100ml:2g,县级公立,6374588
布洛芬混悬液,2016,江苏恒瑞医药,100ml:2g,县级公立,15052119
布洛芬混悬液,2016,翔宇药业,100ml:2g,县级公立,436326
布洛芬混悬液,2016,韩美,100ml:2g,县级公立,2266014
布洛芬混悬液,2017,天大药业(珠海),100ml:2g,县级公立,1670247
布洛芬混悬液,2017,强生,100ml:2g,县级公立,8151629
布洛芬混悬液,2017,扬州一洋制药,100ml:2g,县级公立,723187
布洛芬混悬液,2017,扬州三药制药,100ml:2g,县级公立,4029615
布洛芬混悬液,2017,武汉人福药业,100ml:2g,县级公立,12890205
布洛芬混悬液,2017,江苏恒瑞医药,100ml:2g,县级公立,16905921
布洛芬混悬液,2017,翔宇药业,100ml:2g,县级公立,599069
布洛芬混悬液,2017,韩美,100ml:2g,县级公立,4267497
布洛芬混悬液,2018,天大药业(珠海),100ml:2g,县级公立,1792130
布洛芬混悬液,2018,强生,100ml:2g,县级公立,9658347
布洛芬混悬液,2018,扬州一洋制药,100ml:2g,县级公立,986669
布洛芬混悬液,2018,扬州三药制药,100ml:2g,县级公立,4355701
布洛芬混悬液,2018,武汉人福药业,100ml:2g,县级公立,15026205
布洛芬混悬液,2018,江苏恒瑞医药,100ml:2g,县级公立,18676626
布洛芬混悬液,2018,翔宇药业,100ml:2g,县级公立,627943
布洛芬混悬液,2018,韩美,100ml:2g,县级公立,4920165
布洛芬混悬液,2019,天大药业(珠海),100ml:2g,县级公立,2188968
布洛芬混悬液,2019,强生,100ml:2g,县级公立,14429725
布洛芬混悬液,2019,扬州一洋制药,100ml:2g,县级公立,1191065
布洛芬混悬液,2019,扬州三药制药,100ml:2g,县级公立,3032845
布洛芬混悬液,2019,武汉人福药业,100ml:2g,县级公立,13691024
布洛芬混悬液,2019,江苏恒瑞医药,100ml:2g,县级公立,25392578
布洛芬混悬液,2019,翔宇药业,100ml:2g,县级公立,534128
布洛芬混悬液,2019,韩美,100ml:2g,县级公立,3503384
布洛芬混悬液,2020,天大药业(珠海),100ml:2g,县级公立,4608120
布洛芬混悬液,2020,强生,100ml:2g,县级公立,11847149
布洛芬混悬液,2020,扬州一洋制药,100ml:2g,县级公立,1402897
布洛芬混悬液,2020,扬州三药制药,100ml:2g,县级公立,917659
布洛芬混悬液,2020,武汉人福药业,100ml:2g,县级公立,7964746
布洛芬混悬液,2020,江苏恒瑞医药,100ml:2g,县级公立,12386732
布洛芬混悬液,2020,翔宇药业,100ml:2g,县级公立,53527
布洛芬混悬液,2020,韩美,100ml:2g,县级公立,2443192
布洛芬混悬液,2021,天大药业(珠海),100ml:2g,县级公立,4442934
布洛芬混悬液,2021,强生,100ml:2g,县级公立,15914005
布洛芬混悬液,2021,扬州一洋制药,100ml:2g,县级公立,2101988
布洛芬混悬液,2021,扬州三药制药,100ml:2g,县级公立,1441290
布洛芬混悬液,2021,武汉人福药业,100ml:2g,县级公立,7058812
布洛芬混悬液,2021,江苏恒瑞医药,100ml:2g,县级公立,15439560
布洛芬混悬液,2021,翔宇药业,100ml:2g,县级公立,1055643
布洛芬混悬液,2021,韩美,100ml:2g,县级公立,4496587
布洛芬混悬液,2022,天大药业(珠海),100ml:2g,县级公立,20390000
布洛芬混悬液,2022,强生,100ml:2g,县级公立,33850000
布洛芬混悬液,2022,扬州一洋制药,100ml:2g,县级公立,980000
布洛芬混悬液,2022,扬州三药制药,100ml:2g,县级公立,2760000
布洛芬混悬液,2022,武汉人福药业,100ml:2g,县级公立,15060000
布洛芬混悬液,2022,江苏恒瑞医药,100ml:2g,县级公立,23570000
布洛芬混悬液,2022,翔宇药业,100ml:2g,县级公立,4090000
布洛芬混悬液,2022,韩美,100ml:2g,县级公立,9230000
布洛芬混悬液,2023,华润三九(南昌)药业,100ml:2g,县级公立,10000
布洛芬混悬液,2023,天大药业(珠海),100ml:2g,县级公立,17410000
布洛芬混悬液,2023,强生,100ml:2g,县级公立,39020000
布洛芬混悬液,2023,扬州一洋制药,100ml:2g,县级公立,320000
布洛芬混悬液,2023,扬州三药制药,100ml:2g,县级公立,2100000
布洛芬混悬液,2023,武汉人福药业,100ml:2g,县级公立,13260000
布洛芬混悬液,2023,江苏恒瑞医药,100ml:2g,县级公立,19380000
布洛芬混悬液,2023,湖北多瑞药业,100ml:2g,县级公立,320000
布洛芬混悬液,2023,翔宇药业,100ml:2g,县级公立,4010000
布洛芬混悬液,2023,韩美,100ml:2g,县级公立,5270000
布洛芬混悬液,2024,天大药业(珠海),100ml:2g,县级公立,12500000
布洛芬混悬液,2024,强生,100ml:2g,县级公立,40820000
布洛芬混悬液,2024,扬州三药制药,100ml:2g,县级公立,1560000
布洛芬混悬液,2024,武汉人福药业,100ml:2g,县级公立,6740000
布洛芬混悬液,2024,江苏恒瑞医药,100ml:2g,县级公立,13230000
布洛芬混悬液,2024,湖北多瑞药业,100ml:2g,县级公立,80000
布洛芬混悬液,2024,翔宇药业,100ml:2g,县级公立,3350000
布洛芬混悬液,2024,韩美,100ml:2g,县级公立,4310000
布洛芬混悬液,2025,天大药业(珠海),100ml:2g,县级公立,4530000
布洛芬混悬液,2025,强生,100ml:2g,县级公立,14260000
布洛芬混悬液,2025,扬州三药制药,100ml:2g,县级公立,890000
布洛芬混悬液,2025,武汉人福药业,100ml:2g,县级公立,1750000
布洛芬混悬液,2025,江苏恒瑞医药,100ml:2g,县级公立,4690000
布洛芬混悬液,2025,湖北多瑞药业,100ml:2g,县级公立,40000
布洛芬混悬液,2025,翔宇药业,100ml:2g,县级公立,1570000
布洛芬混悬液,2025,韩美,100ml:2g,县级公立,3340000
布洛芬混悬液,2022,天大药业(珠海),120ml:2.4g,县级公立,600000
布洛芬混悬液,2023,天大药业(珠海),120ml:2.4g,县级公立,180000
布洛芬混悬液,2013,翔宇药业,5ml:100mg,城市公立,565208
布洛芬混悬液,2014,翔宇药业,5ml:100mg,城市公立,787366
布洛芬混悬液,2015,翔宇药业,5ml:100mg,城市公立,801429
布洛芬混悬液,2016,翔宇药业,5ml:100mg,城市公立,786130
布洛芬混悬液,2017,翔宇药业,5ml:100mg,城市公立,1654780
布洛芬混悬液,2018,翔宇药业,5ml:100mg,城市公立,1502368
布洛芬混悬液,2019,翔宇药业,5ml:100mg,城市公立,499266
布洛芬混悬液,2020,翔宇药业,5ml:100mg,城市公立,137025
布洛芬混悬液,2021,翔宇药业,5ml:100mg,城市公立,1000344
布洛芬混悬液,2022,翔宇药业,5ml:100mg,城市公立,1400000
布洛芬混悬液,2023,翔宇药业,5ml:100mg,城市公立,710000
布洛芬混悬液,2024,翔宇药业,5ml:100mg,城市公立,1300000
布洛芬混悬液,2025,翔宇药业,5ml:100mg,城市公立,890000
布洛芬混悬液,2013,扬州三药制药,25ml:500mg,城市公立,6814110
布洛芬混悬液,2013,武汉人福药业,25ml:500mg,城市公立,1454103
布洛芬混悬液,2014,扬州三药制药,25ml:500mg,城市公立,6087348
布洛芬混悬液,2014,武汉人福药业,25ml:500mg,城市公立,1744991
布洛芬混悬液,2015,扬州三药制药,25ml:500mg,城市公立,7661094
布洛芬混悬液,2015,武汉人福药业,25ml:500mg,城市公立,2402087
布洛芬混悬液,2015,翔宇药业,25ml:500mg,城市公立,73
布洛芬混悬液,2016,扬州三药制药,25ml:500mg,城市公立,6302600
布洛芬混悬液,2016,武汉人福药业,25ml:500mg,城市公立,2839554
布洛芬混悬液,2017,扬州三药制药,25ml:500mg,城市公立,4995885
布洛芬混悬液,2017,武汉人福药业,25ml:500mg,城市公立,2839116
布洛芬混悬液,2018,扬州三药制药,25ml:500mg,城市公立,2849826
布洛芬混悬液,2018,武汉人福药业,25ml:500mg,城市公立,3085441
布洛芬混悬液,2019,扬州三药制药,25ml:500mg,城市公立,1629699
布洛芬混悬液,2019,武汉人福药业,25ml:500mg,城市公立,2631040
布洛芬混悬液,2020,扬州三药制药,25ml:500mg,城市公立,1206584
布洛芬混悬液,2020,武汉人福药业,25ml:500mg,城市公立,1015850
布洛芬混悬液,2021,扬州三药制药,25ml:500mg,城市公立,3029331
布洛芬混悬液,2021,武汉人福药业,25ml:500mg,城市公立,715311
布洛芬混悬液,2022,扬州三药制药,25ml:500mg,城市公立,3630000
布洛芬混悬液,2022,武汉人福药业,25ml:500mg,城市公立,780000
布洛芬混悬液,2022,翔宇药业,25ml:500mg,城市公立,50000
布洛芬混悬液,2023,扬州三药制药,25ml:500mg,城市公立,2230000
布洛芬混悬液,2023,武汉人福药业,25ml:500mg,城市公立,870000
布洛芬混悬液,2024,扬州三药制药,25ml:500mg,城市公立,460000
布洛芬混悬液,2024,武汉人福药业,25ml:500mg,城市公立,2010000
布洛芬混悬液,2025,扬州三药制药,25ml:500mg,城市公立,180000
布洛芬混悬液,2025,武汉人福药业,25ml:500mg,城市公立,1150000
布洛芬混悬液,2013,天大药业(珠海),30ml:600mg,城市公立,239802
布洛芬混悬液,2013,强生,30ml:600mg,城市公立,2313768
布洛芬混悬液,2013,扬州一洋制药,30ml:600mg,城市公立,20368
布洛芬混悬液,2013,扬州三药制药,30ml:600mg,城市公立,641737
布洛芬混悬液,2013,翔宇药业,30ml:600mg,城市公立,1383
布洛芬混悬液,2014,天大药业(珠海),30ml:600mg,城市公立,179082
布洛芬混悬液,2014,强生,30ml:600mg,城市公立,2731423
布洛芬混悬液,2014,扬州一洋制药,30ml:600mg,城市公立,43735
布洛芬混悬液,2014,扬州三药制药,30ml:600mg,城市公立,526084
布洛芬混悬液,2015,天大药业(珠海),30ml:600mg,城市公立,89598
布洛芬混悬液,2015,强生,30ml:600mg,城市公立,11027844
布洛芬混悬液,2015,扬州一洋制药,30ml:600mg,城市公立,48843
布洛芬混悬液,2015,扬州三药制药,30ml:600mg,城市公立,483703
布洛芬混悬液,2015,翔宇药业,30ml:600mg,城市公立,10620
布洛芬混悬液,2016,天大药业(珠海),30ml:600mg,城市公立,212168
布洛芬混悬液,2016,强生,30ml:600mg,城市公立,20322839
布洛芬混悬液,2016,扬州一洋制药,30ml:600mg,城市公立,123300
布洛芬混悬液,2016,扬州三药制药,30ml:600mg,城市公立,570952
布洛芬混悬液,2016,翔宇药业,30ml:600mg,城市公立,5376
布洛芬混悬液,2017,天大药业(珠海),30ml:600mg,城市公立,22836
布洛芬混悬液,2017,强生,30ml:600mg,城市公立,11597354
布洛芬混悬液,2017,扬州一洋制药,30ml:600mg,城市公立,261397
布洛芬混悬液,2017,扬州三药制药,30ml:600mg,城市公立,410772
布洛芬混悬液,2018,天大药业(珠海),30ml:600mg,城市公立,313543
布洛芬混悬液,2018,强生,30ml:600mg,城市公立,18427501
布洛芬混悬液,2018,扬州一洋制药,30ml:600mg,城市公立,446822
布洛芬混悬液,2018,扬州三药制药,30ml:600mg,城市公立,1413808
布洛芬混悬液,2019,天大药业(珠海),30ml:600mg,城市公立,913536
布洛芬混悬液,2019,强生,30ml:600mg,城市公立,23936833
布洛芬混悬液,2019,扬州一洋制药,30ml:600mg,城市公立,1260216
布洛芬混悬液,2019,扬州三药制药,30ml:600mg,城市公立,2548041
布洛芬混悬液,2020,天大药业(珠海),30ml:600mg,城市公立,837916
布洛芬混悬液,2020,强生,30ml:600mg,城市公立,13934059
布洛芬混悬液,2020,扬州一洋制药,30ml:600mg,城市公立,437574
布洛芬混悬液,2020,扬州三药制药,30ml:600mg,城市公立,918706
布洛芬混悬液,2021,天大药业(珠海),30ml:600mg,城市公立,224502
布洛芬混悬液,2021,强生,30ml:600mg,城市公立,20977126
布洛芬混悬液,2021,扬州一洋制药,30ml:600mg,城市公立,1278702
布洛芬混悬液,2021,扬州三药制药,30ml:600mg,城市公立,412659
布洛芬混悬液,2022,天大药业(珠海),30ml:600mg,城市公立,300000
布洛芬混悬液,2022,强生,30ml:600mg,城市公立,24910000
布洛芬混悬液,2022,扬州一洋制药,30ml:600mg,城市公立,1900000
布洛芬混悬液,2022,扬州三药制药,30ml:600mg,城市公立,1330000
布洛芬混悬液,2022,武汉人福药业,30ml:600mg,城市公立,10000
布洛芬混悬液,2023,天大药业(珠海),30ml:600mg,城市公立,30000
布洛芬混悬液,2023,强生,30ml:600mg,城市公立,20340000
布洛芬混悬液,2023,扬州一洋制药,30ml:600mg,城市公立,1510000
布洛芬混悬液,2023,扬州三药制药,30ml:600mg,城市公立,520000
布洛芬混悬液,2023,武汉人福药业,30ml:600mg,城市公立,190000
布洛芬混悬液,2024,强生,30ml:600mg,城市公立,17610000
布洛芬混悬液,2024,扬州一洋制药,30ml:600mg,城市公立,1860000
布洛芬混悬液,2024,扬州三药制药,30ml:600mg,城市公立,690000
布洛芬混悬液,2025,强生,30ml:600mg,城市公立,8600000
布洛芬混悬液,2025,扬州一洋制药,30ml:600mg,城市公立,1190000
布洛芬混悬液,2025,扬州三药制药,30ml:600mg,城市公立,210000
布洛芬混悬液,2013,天大药业(珠海),60ml:1.2g,城市公立,2570453
布洛芬混悬液,2013,扬州三药制药,60ml:1.2g,城市公立,960809
布洛芬混悬液,2013,武汉人福药业,60ml:1.2g,城市公立,892489
布洛芬混悬液,2013,翔宇药业,60ml:1.2g,城市公立,47609
布洛芬混悬液,2014,天大药业(珠海),60ml:1.2g,城市公立,2708546
布洛芬混悬液,2014,扬州三药制药,60ml:1.2g,城市公立,469475
布洛芬混悬液,2014,武汉人福药业,60ml:1.2g,城市公立,1139507
布洛芬混悬液,2014,翔宇药业,60ml:1.2g,城市公立,197016
布洛芬混悬液,2015,天大药业(珠海),60ml:1.2g,城市公立,2412684
布洛芬混悬液,2015,扬州三药制药,60ml:1.2g,城市公立,1329150
