season,celebrity_name,avg_judge_score,avg_judge_percent,avg_fan_percent,avg_fan_rank,avg_judge_rank,weeks_survived,ballroom_partner,celebrity_industry,celebrity_age,age_group,industry_group,placement,celebrity_homecountry,is_us
15,Helio Castroneves,23.333333333333332,0.08427254579699706,0.07433881167729733,8.333333333333334,6.333333333333333,3,Chelsie Hightower,Racing Driver,37,35-45,Athlete,10,Brazil,International
15,Joey Fatone,21.5,0.0778313939775139,0.0441901195280234,11.0,9.5,2,Kym Johnson,Singer/Rapper,35,25-35,Musician,12,United States,US
15,Kelly Monaco,28.13052,0.1422899638772,0.12904034015582042,4.6,5.1,10,Valentin Chmerkovskiy,Actor/Actress,36,35-45,Actor/Actress,3,United States,US
15,Kirstie Alley,25.1562375,0.10098787047989033,0.051496749213132346,8.5,8.625,8,Maksim Chmerkoskiy,Actor/Actress,61,55+,Actor/Actress,7,United States,US
15,Melissa Rycroft,29.33607,0.14824047359572473,0.1787499383616859,3.5,3.2,10,Tony Dovolani,TV Personality,29,25-35,TV Personality,1,United States,US
15,Pamela Anderson,17.0,0.0614828209764918,0.0130867970731414,13.0,13.0,1,Tristan MacManus,Model,45,35-45,Model,13,Canada,International
15,Sabrina Bryan,28.125,0.1070126095978427,0.10904972750605028,4.5,3.3333333333333335,6,Louis van Amstel,Actor/Actress,28,25-35,Actor/Actress,8,United States,US
15,Shawn Johnson,29.35274,0.14764646333786785,0.1924241121669356,2.0,3.4,10,Derek Hough,Athlete,20,Under 25,Athlete,2,United States,US
16,Alexandra Raisman,26.45,0.14770808632004723,0.15802689138080733,2.7,2.3,10,Mark Ballas,Athlete,18,Under 25,Athlete,4,United States,US
16,Andy Dick,18.928571428571427,0.0884461368187417,0.07884418932347663,7.285714285714286,7.571428571428571,7,Sharna Burgess,Comedian,47,45-55,Actor/Actress,7,United States,US
16,D. L. Hughley,16.6,0.07318702828065766,0.06246867389862256,9.4,9.8,5,Cheryl Burke,Comedian,50,45-55,Actor/Actress,9,United States,US
16,Dorothy Hamill,21.0,0.0917030567685589,0.1104477692966083,3.0,3.0,1,Tristan MacManus,Athlete,56,55+,Athlete,12,United States,US
16,Ingo Rademacher,22.5,0.11721108137740871,0.10606450813165919,5.222222222222222,5.222222222222222,9,Kym Johnson,Actor/Actress,41,35-45,Actor/Actress,5,Germany,International
16,Jacoby Jones,25.19997,0.14056214910919615,0.13700023851910068,3.7,3.8,10,Karina Smirnoff,Athlete,28,25-35,Athlete,3,United States,US
16,Kellie Pickler,26.75,0.14896795040116628,0.18584526253410302,2.2,2.3,10,Derek Hough,Singer/Rapper,26,25-35,Musician,1,United States,US
16,Lisa Vanderpump,18.75,0.08052302724517522,0.06032776921121,9.25,8.0,4,Gleb Savchenko,TV Personality,52,45-55,TV Personality,10,England,International
16,Sean Lowe,21.5,0.10573945988403778,0.09594911214779231,6.375,6.5,8,Peta Murgatroyd,TV Personality,29,25-35,TV Personality,6,United States,US
16,Victor Ortiz,19.666666666666668,0.08953033773671341,0.08282702473300209,7.333333333333333,8.0,6,Lindsay Arnold,Athlete,26,25-35,Athlete,8,United States,US
16,Wynonna Judd,17.0,0.07206766925709619,0.0240677402869357,11.333333333333334,10.333333333333334,3,Tony Dovolani,Singer/Rapper,48,45-55,Musician,11,United States,US
16,Zendaya,27.299979999999998,0.15130890213155443,0.16839256951348974,2.0,2.1,10,Valentin Chmerkovskiy,Actor/Actress,16,Under 25,Actor/Actress,2,United States,US
17,Amber Riley,28.53028181818182,0.1448355959808767,0.1904445127186835,2.090909090909091,2.727272727272727,11,Derek Hough,Actor/Actress,27,25-35,Actor/Actress,1,United States,US
17,Bill Engvall,23.409072727272726,0.11848593090574168,0.0726791535269155,6.636363636363637,7.181818181818182,11,Emma Slater,Comedian,56,55+,Actor/Actress,4,United States,US
17,Bill Nye,15.666666666666666,0.0604474574917686,0.026790709786438698,11.333333333333334,11.333333333333334,3,Tyne Stecklein,TV Personality,57,55+,TV Personality,11,United States,US
17,Brant Daugherty,25.8125,0.11066000010373844,0.11453087863825012,4.875,4.625,8,Peta Murgatroyd,Actor/Actress,28,25-35,Actor/Actress,7,United States,US
17,Christina Milian,25.0,0.10045960113495264,0.09438735120290279,5.8,3.2,5,Mark Ballas,Singer/Rapper,31,25-35,Musician,9,United States,US
17,Corbin Bleu,28.51511818181818,0.14457757433326804,0.1713194416883531,2.5454545454545454,2.1818181818181817,11,Karina Smirnoff,Actor/Actress,24,Under 25,Actor/Actress,2,United States,US
17,Elizabeth Berkley Lauren,26.555533333333333,0.11986072807932596,0.11103827364201711,4.666666666666667,3.888888888888889,9,Valentin Chmerkovskiy,Actor/Actress,39,35-45,Actor/Actress,6,United States,US
17,Jack Osbourne,26.909063636363637,0.13664833618451575,0.18697918121269785,2.727272727272727,4.454545454545454,11,Cheryl Burke,TV Personality,27,25-35,TV Personality,3,England,International
17,Keyshawn Johnson,17.5,0.0670377114661654,0.037037506285000896,11.5,11.0,2,Sharna Burgess,Athlete,41,35-45,Athlete,12,United States,US
17,Leah Remini,25.699990000000003,0.12050844297851764,0.0771706004341224,6.5,6.1,10,Tony Dovolani,Actor/Actress,43,35-45,Actor/Actress,5,United States,US
17,"Nicole ""Snooki"" Polizzi",25.142857142857142,0.10442815965482298,0.09392425843704111,6.285714285714286,5.857142857142857,7,Sasha Farber,TV Personality,25,Under 25,TV Personality,8,Chile,International
17,Valerie Harper,18.5,0.07303857163909865,0.048300904039587075,9.5,10.0,4,Tristan MacManus,Actor/Actress,74,55+,Actor/Actress,10,United States,US
18,Amy Purdy,33.91666,0.14579779825135888,0.20532271719459166,1.9,2.4,10,Derek Hough,Athlete,34,25-35,Athlete,2,United States,US
18,Billy Dee Williams,15.0,0.0572519083969465,0.0137761375734608,12.0,12.0,1,Emma Slater,Actor/Actress,76,55+,Actor/Actress,10,United States,US
18,Candace Cameron Bure,30.799979999999998,0.1321587974778082,0.09676664177962409,5.6,5.5,10,Mark Ballas,Actor/Actress,37,35-45,Actor/Actress,3,United States,US
18,Charlie White,34.166666666666664,0.1323562035502391,0.1516158620721985,3.111111111111111,2.888888888888889,9,Sharna Burgess,Athlete,26,25-35,Athlete,5,United States,US
18,Cody Simpson,28.8,0.09932815189800698,0.06657305943286061,7.4,6.8,5,Witney Carson,Singer/Rapper,17,Under 25,Musician,9,Australia,International
18,Danica McKellar,33.125,0.12158438923199372,0.12864968767017892,4.375,4.0,8,Valentin Chmerkovskiy,Actor/Actress,39,35-45,Actor/Actress,6,United States,US
18,Diana Nyad,18.0,0.0687022900763358,0.0225340331649306,11.0,11.0,1,Henry Byalikov,Athlete,64,55+,Athlete,12,United States,US
18,Drew Carey,27.5,0.0957040130315769,0.08804797001178788,6.5,7.666666666666667,6,Cheryl Burke,Comedian,55,45-55,Actor/Actress,8,United States,US
18,James Maslow,33.0,0.1414041911495021,0.12370244093752385,4.2,4.1,10,Peta Murgatroyd,Actor/Actress,23,Under 25,Actor/Actress,4,United States,US
18,Meryl Davis,34.8,0.14889171764808432,0.18684426860302655,2.6,2.5,10,Maksim Chmerkoskiy,Athlete,27,25-35,Athlete,1,United States,US
18,NeNe Leakes,29.571428571428573,0.10469973018606135,0.06648245105041228,7.571428571428571,7.428571428571429,7,Tony Dovolani,TV Personality,46,45-55,TV Personality,7,United States,US
18,Sean Avery,20.5,0.0812007258165436,0.058529304757405046,10.0,10.0,2,Karina Smirnoff,Athlete,33,25-35,Athlete,11,Canada,International
19,Alfonso Ribeiro,36.72727272727273,0.145528902608063,0.17131631717366655,2.1818181818181817,2.090909090909091,11,Witney Carson,Actor/Actress,42,35-45,Actor/Actress,1,United States,US
19,Antonio Sabato Jr.,28.5,0.09162304333120681,0.06375368776823435,7.571428571428571,7.142857142857143,7,Cheryl Burke,Actor/Actress,42,35-45,Actor/Actress,8,Italy,International
19,Bethany Mota,36.04545454545455,0.14256776957316486,0.18218103839081487,2.1818181818181817,2.909090909090909,11,Derek Hough,Social Media Personality,18,Under 25,Other,4,United States,US
19,Betsey Johnson,26.5,0.0759723704157017,0.03957814418996852,10.25,9.25,4,Tony Dovolani,Fashion Designer,72,55+,Other,10,United States,US
19,Janel Parrish,36.1818,0.14376130528054595,0.17800723780235747,3.0,3.090909090909091,11,Valentin Chmerkovskiy,Actor/Actress,25,Under 25,Actor/Actress,3,United States,US
19,Jonathan Bennett,28.666666666666668,0.08821562591911829,0.07756748875176013,7.333333333333333,6.666666666666667,6,Allison Holker,Actor/Actress,33,25-35,Actor/Actress,9,United States,US
19,Lea Thompson,33.888888888888886,0.11759815103275183,0.09930585487689411,5.111111111111111,3.888888888888889,9,Artem Chigvintsev,Actor/Actress,53,45-55,Actor/Actress,6,United States,US
19,Lolo Jones,22.0,0.0591397849462365,0.0099608868716844,13.0,12.0,1,Keo Motsepe,Athlete,32,25-35,Athlete,13,United States,US
19,Michael Waltrip,25.625,0.08477725968751482,0.061737340689655265,8.125,9.125,8,Emma Slater,Racing Driver,51,45-55,Athlete,7,United States,US
19,Randy Couture,28.333333333333332,0.07811193018883997,0.07325426789292087,7.666666666666667,8.333333333333334,3,Karina Smirnoff,Athlete,51,45-55,Athlete,11,United States,US
19,Sadie Robertson,35.16665454545455,0.1397431881213614,0.14600573103192951,3.5454545454545454,3.6363636363636362,11,Mark Ballas,TV Personality,17,Under 25,TV Personality,2,United States,US
19,Tavis Smiley,28.5,0.07765252777282715,0.05739857384541195,10.5,9.0,2,Sharna Burgess,Radio Personality,50,45-55,Other,12,United States,US
19,Tommy Chong,28.65,0.10524605702362488,0.0745220850314908,6.4,7.1,10,Peta Murgatroyd,Comedian,76,55+,Actor/Actress,5,Canada,International
20,Charlotte McKinney,23.333333333333332,0.07146596125456633,0.023959485943108833,11.333333333333334,10.666666666666666,3,Keo Motsepe,Model,21,Under 25,Model,11,United States,US
20,Chris Soules,28.375,0.10090528536877516,0.09712192667306656,6.375,7.0,8,Witney Carson,TV Personality,33,25-35,TV Personality,5,United States,US
20,Michael Sam,27.0,0.08285941438555672,0.08417385394343828,7.5,7.0,4,Peta Murgatroyd,Athlete,25,Under 25,Athlete,10,United States,US
20,Nastia Liukin,36.388888888888886,0.14120356305010567,0.15956544702094239,2.4444444444444446,1.7777777777777777,9,Derek Hough,Athlete,25,Under 25,Athlete,4,Russia,International
20,Noah Galloway,32.05,0.1423885774046038,0.18365459277868984,3.3,5.4,10,Sharna Burgess,Motivational Speaker,33,25-35,Other,3,United States,US
20,Patti LaBelle,27.666666666666668,0.0895751550460935,0.038569386049652495,8.833333333333334,8.166666666666666,6,Artem Chigvintsev,Singer/Rapper,70,55+,Musician,8,United States,US
20,Redfoo,26.5,0.07925978286480706,0.02471690939667115,11.5,8.5,2,Emma Slater,Singer/Rapper,39,35-45,Musician,12,United States,US
20,Riker Lynch,36.3,0.16011672270797792,0.17104941145602565,2.7,2.3,10,Allison Holker,Actor/Actress,23,Under 25,Actor/Actress,2,United States,US
20,Robert Herjavec,29.8125,0.10472608238101544,0.09691031323088604,5.625,6.625,8,Kym Johnson,Entrepreneur,52,45-55,Other,6,Croatia,International
20,Rumer Willis,36.25,0.1597252268345063,0.1710638453326494,2.7,2.6,10,Valentin Chmerkovskiy,Actor/Actress,26,25-35,Actor/Actress,1,United States,US
20,Suzanne Somers,26.8,0.0848547949615732,0.05148293242185702,9.0,8.2,5,Tony Dovolani,Actor/Actress,68,55+,Actor/Actress,9,United States,US
20,Willow Shields,33.92857142857143,0.11367595842283908,0.11530512730037469,4.714285714285714,4.0,7,Mark Ballas,Actor/Actress,14,Under 25,Actor/Actress,7,United States,US
21,Alek Skarlatos,26.727263636363638,0.13225890823536607,0.17668149039776476,2.6363636363636362,5.2727272727272725,11,Lindsay Arnold,Military,22,Under 25,Other,3,United States,US
21,Alexa PenaVega,28.499977777777776,0.11719560467014725,0.10842755316109584,5.222222222222222,4.222222222222222,9,Mark Ballas,Actor/Actress,27,25-35,Actor/Actress,6,United States,US
21,Andy Grammer,27.874975,0.1069593554526798,0.09237224397760577,6.0,5.5,8,Allison Holker,Singer/Rapper,31,25-35,Musician,7,United States,US
21,Bindi Irwin,30.318181818181817,0.14881717924546212,0.21286618111804134,1.3636363636363635,2.0,11,Derek Hough,TV Personality,17,Under 25,TV Personality,1,Australia,International
21,Carlos PenaVega,29.454527272727272,0.1449181390380555,0.1425197699092507,4.181818181818182,3.5454545454545454,11,Witney Carson,Actor/Actress,26,25-35,Actor/Actress,4,United States,US
21,Chaka Khan,14.0,0.053726432532347504,0.008406865194898,12.5,12.5,2,Keo Motsepe,Singer/Rapper,62,55+,Musician,13,United States,US
21,Gary Busey,18.125,0.0676904937138525,0.0285084395915694,10.0,10.0,4,Anna Trebunskaya,Actor/Actress,71,55+,Actor/Actress,10,United States,US
21,Hayes Grier,27.214285714285715,0.10122110876950972,0.09886102302767964,6.428571428571429,5.571428571428571,7,Emma Slater,Social Media Personality,15,Under 25,Other,8,United States,US
21,Kim Zolciak-Biermann,12.0,0.048,0.0200348530811815,12.0,13.0,1,Tony Dovolani,TV Personality,37,35-45,TV Personality,11,United States,US
21,Nick Carter,29.818181818181817,0.1449120904184977,0.13246406687083878,3.909090909090909,3.6363636363636362,11,Sharna Burgess,Singer/Rapper,35,25-35,Musician,2,United States,US
21,Paula Deen,20.25,0.07221547961351046,0.037827458030145186,9.0,9.5,6,Louis van Amstel,TV Personality,68,55+,TV Personality,9,United States,US
21,Tamar Braxton,28.9375,0.11197748062616107,0.10729756517449608,5.25,4.375,8,Valentin Chmerkovskiy,Singer/Rapper,38,35-45,Musician,5,United States,US
21,Victor Espinoza,16.75,0.0641959334565619,0.023536352933292,11.0,11.0,2,Karina Smirnoff,Athlete,43,35-45,Athlete,12,Mexico,International
22,Antonio Brown,25.38888888888889,0.11658489163423288,0.11997009600082764,4.777777777777778,5.666666666666667,9,Sharna Burgess,Athlete,27,25-35,Athlete,5,United States,US
22,Doug Flutie,21.333333333333332,0.08360341431707087,0.05981440947874183,8.0,8.5,6,Karina Smirnoff,Athlete,53,45-55,Athlete,9,United States,US
22,Geraldo Rivera,13.0,0.0549685332189086,0.01629193914755825,12.0,12.0,2,Edyta Sliwinska,Journalist,72,55+,Other,12,United States,US
22,Ginger Zee,27.083319999999997,0.14359705049641008,0.19814502236286408,2.0,3.0,10,Valentin Chmerkovskiy,News Anchor,35,25-35,TV Personality,3,United States,US
22,Jodie Sweetin,25.8125,0.11108432157918317,0.09276205734096023,5.75,5.0,8,Keo Motsepe,Actor/Actress,34,25-35,Actor/Actress,6,United States,US
22,Kim Fields,24.428571428571427,0.09810123125504737,0.05492585238057939,8.285714285714286,7.285714285714286,7,Sasha Farber,Actor/Actress,46,45-55,Actor/Actress,8,United States,US
22,Marla Maples,22.5,0.0874338118140321,0.08342444250877805,7.25,6.5,4,Tony Dovolani,TV Personality,52,45-55,TV Personality,10,United States,US
22,Mischa Barton,16.333333333333332,0.06900641254857087,0.03960816147184573,10.0,10.666666666666666,3,Artem Chigvintsev,Actor/Actress,30,25-35,Actor/Actress,11,England,International
22,Nyle DiMarco,27.84998,0.14724282034413094,0.1383569365577936,4.1,3.0,10,Peta Murgatroyd,Model,26,25-35,Model,1,United States,US
22,Paige VanZant,27.76666,0.14766254757336889,0.17559801640425005,2.8,2.9,10,Mark Ballas,Athlete,22,Under 25,Athlete,2,United States,US
22,Von Miller,24.571428571428573,0.09862138372057451,0.07215005412266497,7.428571428571429,7.571428571428571,7,Witney Carson,Athlete,27,25-35,Athlete,7,United States,US
22,Wanya Morris,27.5,0.1257407640497666,0.14707210987498465,2.888888888888889,3.111111111111111,9,Lindsay Arnold,Singer/Rapper,42,35-45,Musician,4,United States,US
23,Amber Rose,24.833333333333332,0.08432288259935906,0.061180473074416826,8.5,7.666666666666667,6,Maksim Chmerkoskiy,Model,32,25-35,Model,9,United States,US
23,Babyface,24.75,0.0774759364199019,0.06628918369122348,8.0,7.0,4,Allison Holker,Singer/Rapper,57,55+,Musician,11,United States,US
23,Calvin Johnson Jr.,30.939372727272726,0.13274272419743602,0.1547838679797426,3.0,4.090909090909091,11,Lindsay Arnold,Athlete,30,25-35,Athlete,3,United States,US
23,Jake T. Austin,23.0,0.06742424242424234,0.03659536085617375,12.0,11.0,2,Jenna Johnson,Actor/Actress,21,Under 25,Actor/Actress,13,United States,US
23,James Hinchcliffe,32.772690909090905,0.14074510888819958,0.20416193759321305,1.4545454545454546,2.4545454545454546,11,Sharna Burgess,Racing Driver,29,25-35,Athlete,2,Canada,International
23,Jana Kramer,30.90909090909091,0.13258729770927577,0.09027236642365223,5.636363636363637,3.909090909090909,11,Gleb Savchenko,Singer/Rapper,32,25-35,Musician,4,United States,US
23,Laurie Hernandez,32.98483636363637,0.14127882556508745,0.18958768491749894,2.1818181818181817,2.272727272727273,11,Valentin Chmerkovskiy,Athlete,16,Under 25,Athlete,1,United States,US
23,Marilu Henner,28.333333333333332,0.10479708786015489,0.10191815304193098,5.111111111111111,6.0,9,Derek Hough,Actor/Actress,64,55+,Actor/Actress,6,United States,US
23,Maureen McCormick,26.857142857142858,0.09205822238256943,0.059825576351073294,8.0,7.285714285714286,7,Artem Chigvintsev,Actor/Actress,60,55+,Actor/Actress,8,United States,US
23,Rick Perry,21.666666666666668,0.0646250971250971,0.024253448685238935,12.333333333333334,12.333333333333334,3,Emma Slater,Politician,66,55+,Other,12,United States,US
23,Ryan Lochte,26.0,0.09424592676162896,0.07702226098547993,7.25,8.625,8,Cheryl Burke,Athlete,32,25-35,Athlete,7,United States,US
23,Terra Jole,29.45,0.1184479852773632,0.10335700705476536,4.8,4.2,10,Sasha Farber,TV Personality,36,35-45,TV Personality,5,United States,US
23,Vanilla Ice,24.25,0.07712826206360682,0.052288590674744395,9.75,9.25,4,Witney Carson,Singer/Rapper,48,45-55,Musician,10,United States,US
24,Bonner Bolton,28.4375,0.10463335743260316,0.10286374336002135,5.875,6.75,8,Sharna Burgess,Athlete,29,25-35,Athlete,5,United States,US
24,Charo,23.333333333333332,0.07398213740888589,0.0228705619538109,11.0,9.666666666666666,3,Keo Motsepe,Actor/Actress,66,55+,Actor/Actress,11,Spain,International
24,Chris Kattan,19.5,0.06168228073009205,0.02876524477374215,11.5,11.5,2,Witney Carson,Comedian,46,45-55,Actor/Actress,12,United States,US
24,David Ross,31.28333,0.14379543845874757,0.14954136881483654,4.0,5.6,10,Lindsay Arnold,Athlete,40,35-45,Athlete,2,United States,US
24,Erika Jayne,28.0,0.0889326865291506,0.04834336675770904,9.0,6.8,5,Gleb Savchenko,Singer/Rapper,45,35-45,Musician,9,United States,US
24,Heather Morris,32.833333333333336,0.10761518133982655,0.12295500641808706,3.6666666666666665,2.8333333333333335,6,Maksim Chmerkoskiy,Actor/Actress,30,25-35,Actor/Actress,8,United States,US
24,Mr. T,23.5,0.07384459575931115,0.027475375370306573,10.0,11.0,4,Kym Herjavec,Actor/Actress,64,55+,Actor/Actress,10,United States,US
24,Nancy Kerrigan,32.5,0.1099026918298339,0.10968526892772372,5.714285714285714,4.428571428571429,7,Artem Chigvintsev,Athlete,47,45-55,Athlete,7,United States,US
24,Nick Viall,29.071428571428573,0.09855232713680975,0.09599247170243087,6.571428571428571,7.571428571428571,7,Peta Murgatroyd,TV Personality,36,35-45,TV Personality,6,United States,US
24,Normani,35.883320000000005,0.16394134517142972,0.1823076801437656,2.4,2.4,10,Valentin Chmerkovskiy,Singer/Rapper,20,Under 25,Musician,3,United States,US
24,Rashad Jennings,35.16666,0.16112115322738504,0.19082995214846857,2.6,2.8,10,Emma Slater,Athlete,32,25-35,Athlete,1,United States,US
24,Simone Biles,35.166666666666664,0.1426805290875827,0.14389614538342507,3.4444444444444446,2.6666666666666665,9,Sasha Farber,Athlete,20,Under 25,Athlete,4,United States,US
25,Barbara Corcoran,15.5,0.060367313532160904,0.01153603975657635,13.0,13.0,2,Keo Motsepe,Entrepreneur,68,55+,Other,13,United States,US
25,Debbie Gibson,18.75,0.07304200163692409,0.026512459720858347,12.0,8.5,2,Alan Bersten,Singer/Rapper,47,45-55,Musician,12,United States,US
25,Derek Fisher,20.25,0.07893001636913466,0.07674200128103155,8.5,8.5,4,Sharna Burgess,Athlete,43,35-45,Athlete,11,United States,US
25,Drew Scott,25.2,0.12188305473136334,0.10738291815549325,5.0,5.7,10,Emma Slater,TV Personality,39,35-45,TV Personality,4,Canada,International
25,Frankie Muniz,26.888869999999997,0.13007138285179007,0.12296394450101414,3.9,3.7,10,Witney Carson,Actor/Actress,31,25-35,Actor/Actress,3,United States,US
25,Jordan Fisher,29.5,0.1419527632313498,0.20966742216551087,1.4,1.6,10,Lindsay Arnold,Actor/Actress,23,Under 25,Actor/Actress,1,United States,US
25,Lindsey Stirling,28.65,0.13769251438731028,0.17630915935545452,2.3,2.6,10,Mark Ballas,Musician,31,25-35,Other,2,United States,US
25,Nick Lachey,21.333333333333332,0.08021475609617852,0.04618280357815932,9.166666666666666,9.666666666666666,6,Peta Murgatroyd,Singer/Rapper,43,35-45,Musician,9,United States,US
25,Nikki Bella,24.5,0.09461852834870994,0.0838415638588439,6.571428571428571,6.285714285714286,7,Artem Chigvintsev,Athlete,33,25-35,Athlete,8,United States,US
25,Sasha Pieterse,21.5,0.08319289580164682,0.04144353283589232,9.4,8.0,5,Gleb Savchenko,Actor/Actress,21,Under 25,Actor/Actress,10,South Africa,International
25,Terrell Owens,23.9375,0.10028490168450449,0.09267620044020748,7.0,7.625,8,Cheryl Burke,Athlete,43,35-45,Athlete,6,United States,US
25,Vanessa Lachey,25.5,0.09882785488408292,0.08635637540416144,5.714285714285714,5.428571428571429,7,Maksim Chmerkoskiy,TV Personality,36,35-45,TV Personality,7,Philippines,International
25,Victoria Arlen,25.38888888888889,0.11642302671958468,0.11517676557057313,4.666666666666667,4.666666666666667,9,Valentin Chmerkovskiy,Athlete,22,Under 25,Athlete,5,United States,US
26,Adam Rippon,32.75,0.1965243885133246,0.26082944621185117,1.25,1.0,4,Jenna Johnson,Athlete,28,25-35,Athlete,1,United States,US
26,Arike Ogunbowale,27.5,0.11303960836671115,0.07931200332047594,7.0,5.0,2,Gleb Savchenko,Athlete,21,Under 25,Athlete,7,United States,US
26,Chris Mazdzer,29.0,0.12658753008223708,0.14409642176718854,2.6666666666666665,4.666666666666667,3,Witney Carson,Athlete,29,25-35,Athlete,5,United States,US
26,Jamie Anderson,19.0,0.0904761904761904,0.0448170452575148,10.0,8.0,1,Artem Chigvintsev,Athlete,27,25-35,Athlete,10,United States,US
26,Jennie Finch Daigle,27.166666666666668,0.11839925587987771,0.0886797373765279,5.666666666666667,6.0,3,Keo Motsepe,Athlete,37,35-45,Athlete,6,United States,US
26,Johnny Damon,18.0,0.0857142857142857,0.0457105269204895,9.0,9.0,1,Emma Slater,Athlete,44,35-45,Athlete,9,United States,US
26,Josh Norman,30.5,0.1863677109236749,0.2378963313096572,2.25,3.25,4,Sharna Burgess,Athlete,30,25-35,Athlete,2,United States,US
26,Kareem Abdul-Jabbar,23.25,0.0956163773920783,0.061294061162031746,8.0,9.0,2,Lindsay Arnold,Athlete,71,55+,Athlete,8,United States,US
26,Mirai Nagasu,31.666666666666668,0.13790611459478003,0.13621206112330275,4.333333333333333,2.6666666666666665,3,Alan Bersten,Athlete,25,Under 25,Athlete,4,United States,US
26,Tonya Harding,29.75,0.1815626132183154,0.1315981319924721,4.25,4.0,4,Sasha Farber,Athlete,47,45-55,Athlete,3,United States,US
27,Alexis Ren,26.5,0.13137732395208154,0.10148513519012128,5.222222222222222,3.3333333333333335,9,Alan Bersten,Social Media Personality,21,Under 25,Other,4,United States,US
27,Bobby Bones,22.38888888888889,0.11195768588939964,0.08581830124832365,6.0,7.0,9,Sharna Burgess,Radio Personality,38,35-45,Other,1,United States,US
27,Danelle Umstead,18.25,0.06949005110362069,0.041720439844771154,10.5,10.0,2,Artem Chigvintsev,Athlete,46,45-55,Athlete,12,United States,US
27,DeMarcus Ware,24.714285714285715,0.10290487068524322,0.12613755065154453,3.4285714285714284,5.142857142857143,7,Lindsay Arnold,Athlete,36,35-45,Athlete,7,United States,US
27,Evanna Lynch,26.055555555555557,0.1302927135015236,0.17669932664413254,3.4444444444444446,4.0,9,Keo Motsepe,Actor/Actress,27,25-35,Actor/Actress,3,Ireland,International
27,Joe Amabile,18.75,0.08427779651096744,0.06274623846092973,8.25,9.5,8,Jenna Johnson,TV Personality,32,25-35,TV Personality,6,United States,US
27,John Schneider,21.642857142857142,0.09047059470917727,0.059222572522698545,8.428571428571429,8.285714285714286,7,Emma Slater,Actor/Actress,58,55+,Actor/Actress,8,United States,US
27,Juan Pablo Di Pace,27.375,0.12165602818450068,0.1364108954949042,3.0,2.375,8,Cheryl Burke,Actor/Actress,39,35-45,Actor/Actress,5,Argentina,International
27,Mary Lou Retton,23.666666666666668,0.09691750936167391,0.09064595550701725,6.166666666666667,5.5,6,Sasha Farber,Athlete,50,45-55,Athlete,9,United States,US
27,Milo Manheim,27.27777777777778,0.13507641146978275,0.183363133628058,2.111111111111111,2.888888888888889,9,Witney Carson,Actor/Actress,17,Under 25,Actor/Actress,2,United States,US
27,Nancy McKeon,20.666666666666668,0.07781232743283173,0.06655937468776986,9.333333333333334,8.666666666666666,3,Valentin Chmerkovskiy,Actor/Actress,52,45-55,Actor/Actress,11,United States,US
27,Nikki Glaser,17.5,0.0686274509803921,0.0131552650827226,13.0,12.0,1,Gleb Savchenko,Comedian,34,25-35,Actor/Actress,13,United States,US
27,Tinashe,25.5,0.09950358492601205,0.08569474846505658,6.0,3.0,4,Brandon Armstrong,Singer/Rapper,25,Under 25,Musician,10,United States,US
28,Ally Brooke,27.318181818181817,0.14494245005409256,0.13924180389592358,2.3636363636363638,2.3636363636363638,11,Sasha Farber,Singer/Rapper,26,25-35,Musician,3,United States,US
28,Hannah Brown,26.77270909090909,0.14145589367480202,0.13702432063718584,3.090909090909091,3.4545454545454546,11,Alan Bersten,TV Personality,24,Under 25,TV Personality,1,United States,US
28,James Van Der Beek,26.549979999999998,0.13103094092769557,0.1255977470184248,2.8,2.8,10,Emma Slater,Actor/Actress,42,35-45,Actor/Actress,5,United States,US
28,Karamo Brown,21.5,0.09739456259795702,0.10152636976327277,6.571428571428571,6.714285714285714,7,Jenna Johnson,TV Personality,38,35-45,TV Personality,8,United States,US
28,Kate Flannery,23.374975,0.10862732931837793,0.10782302814292165,5.0,5.0,8,Pasha Pashkov,Actor/Actress,55,45-55,Actor/Actress,7,United States,US
28,Kel Mitchell,26.409072727272726,0.14004893026470303,0.137144543518646,3.909090909090909,4.0,11,Witney Carson,Actor/Actress,41,35-45,Actor/Actress,2,United States,US
28,Lamar Odom,13.75,0.0605400326053463,0.08498725951846448,10.75,11.0,4,Peta Murgatroyd,Athlete,39,35-45,Athlete,10,United States,US
28,Lauren Alaina,25.5,0.13495791839800944,0.13451258092788357,5.090909090909091,5.0,11,Gleb Savchenko,Singer/Rapper,24,Under 25,Musician,4,United States,US
28,Mary Wilson,16.0,0.07739378346429315,0.0852605512657901,8.0,8.0,2,Brandon Armstrong,Singer/Rapper,75,55+,Musician,12,United States,US
28,Ray Lewis,15.0,0.0761421319796954,0.0814788029413402,10.0,10.0,1,Cheryl Burke,Athlete,44,35-45,Athlete,11,United States,US
28,Sailor Brinkley-Cook,23.5,0.10495033216361264,0.09988017969884487,6.0,5.0,6,Valentin Chmerkovskiy,Model,21,Under 25,Model,9,United States,US
28,Sean Spicer,18.88888888888889,0.08801865874292962,0.10581866175706542,8.444444444444445,8.555555555555555,9,Lindsay Arnold,Politician,48,45-55,Other,6,United States,US
29,AJ McLean,23.444422222222222,0.09209112626567491,0.0925328616941018,4.777777777777778,4.777777777777778,9,Cheryl Burke,Singer/Rapper,42,35-45,Musician,7,United States,US
