company,industry,country,continent,layoff_date,layoff_count,workforce_percentage,funding_stage,total_funding_million_usd,stock_price_change_7d,hiring_status,reason,revenue_growth_percent,market_cap_billion_usd,company_size,layoff_severity_score,ai_automation_flag,economic_cycle_flag
Company_4787,Manufacturing,USA,North America,2025-10-23,20,11.41,Series A,35.62,-2.42,Freeze,Market Downturn,-23.47,203.61,Mid-size,228.2,0,AI Restructuring
Company_4788,Energy,USA,North America,2021-05-17,110,30.98,Series C,1428.82,-8.33,Hiring,Restructuring,9.47,413.7,Startup,3407.8,0,Pandemic Impact
Company_4789,Energy,India,Asia,2020-03-20,76,22.8,Seed,504.94,-2.73,Freeze,Restructuring,-11.37,470.49,Mid-size,1732.8,0,Pandemic Impact
Company_4790,Tech,USA,North America,2021-03-05,147,29.46,Series C,32.25,-24.85,Hiring,Overexpansion,20.76,468.92,Enterprise,4330.62,0,Pandemic Impact
Company_4791,EdTech,Canada,North America,2026-06-11,375,25.25,Seed,944.68,1.22,Slowdown,Overexpansion,6.54,331.2,Mid-size,9468.75,0,AI Restructuring
Company_4792,Healthcare,Singapore,Asia,2023-07-04,159,14.51,Series B,733.14,-5.31,Hiring,Overexpansion,-7.17,489.59,Enterprise,2307.09,0,Tech Correction
Company_4793,Healthcare,India,Asia,2024-02-04,102,12.71,IPO,614.38,5.35,Slowdown,Restructuring,-2.78,193.67,Startup,1296.42,0,AI Restructuring
Company_4794,Energy,Japan,Asia,2024-07-03,229,18.8,Series A,20.29,2.91,Hiring,Overexpansion,-21.76,313.17,Mid-size,4305.2,0,AI Restructuring
Company_4795,EdTech,Germany,Europe,2024-02-16,73,6.65,Series B,524.54,-4.68,Slowdown,Restructuring,-4.28,102.28,Enterprise,485.45000000000005,0,AI Restructuring
Company_4796,Energy,USA,North America,2025-06-26,92,19.32,Seed,1436.43,4.23,Hiring,AI Automation,-1.45,225.46,Mid-size,1777.44,1,AI Restructuring
Company_4797,FinTech,Singapore,Asia,2022-05-28,616,21.31,Series B,1023.12,7.5,Hiring,AI Automation,-9.86,315.69,Startup,13126.96,1,Tech Correction
Company_4798,Manufacturing,India,Asia,2022-03-05,329,13.5,IPO,798.09,-6.96,Hiring,Market Downturn,-13.33,337.38,Startup,4441.5,0,Tech Correction
Company_4799,Retail,USA,North America,2026-10-08,623,33.63,Series C,150.89,6.88,Hiring,Overexpansion,-23.48,286.15,Mid-size,20951.49,0,AI Restructuring
Company_4800,AI,Germany,Europe,2024-11-05,614,36.44,Series C,721.71,6.36,Hiring,Market Downturn,-0.26,350.27,Enterprise,22374.16,0,AI Restructuring
Company_4801,EdTech,Australia,Oceania,2024-12-13,361,21.49,Seed,1933.52,-9.22,Freeze,Restructuring,-2.17,141.4,Enterprise,7757.889999999999,0,AI Restructuring
Company_4802,Tech,Germany,Europe,2020-02-15,222,29.36,Seed,653.7,-13.76,Slowdown,M&A Activity,-1.35,28.26,Mid-size,6517.92,0,Pandemic Impact
Company_4803,Retail,Brazil,South America,2024-11-24,30,13.21,Series B,123.15,-3.12,Hiring,Overexpansion,15.12,128.96,Enterprise,396.3,0,AI Restructuring
Company_4804,Tech,Singapore,Asia,2021-12-14,329,23.16,Series B,17.29,-4.71,Slowdown,Overexpansion,2.16,104.72,Startup,7619.64,0,Pandemic Impact
Company_4805,Retail,Japan,Asia,2026-08-18,62,5.37,Series B,1406.6,3.71,Hiring,AI Automation,-3.44,411.38,Enterprise,332.94,1,AI Restructuring
Company_4806,FinTech,Singapore,Asia,2024-05-17,87,4.85,Series C,114.23,-1.38,Hiring,Cost Cutting,15.18,397.96,Enterprise,421.95,0,AI Restructuring
Company_4807,Healthcare,UK,Europe,2022-03-14,640,36.93,Series A,525.55,-13.1,Freeze,M&A Activity,-7.78,415.16,Startup,23635.2,0,Tech Correction
Company_4808,Healthcare,Brazil,South America,2021-10-13,91,16.81,Series C,1094.74,-10.85,Hiring,Restructuring,11.14,112.77,Startup,1529.7099999999998,0,Pandemic Impact
Company_4809,EdTech,Singapore,Asia,2026-05-13,201,22.95,Series A,1168.46,-4.6,Slowdown,Market Downturn,6.8,288.5,Mid-size,4612.95,0,AI Restructuring
Company_4810,Energy,Brazil,South America,2025-01-23,104,26.25,Series B,534.19,0.17,Slowdown,Market Downturn,-6.09,345.22,Enterprise,2730.0,0,AI Restructuring
Company_4811,Energy,Brazil,South America,2022-05-29,274,29.13,Series A,524.7,3.56,Slowdown,Market Downturn,-2.32,291.38,Mid-size,7981.62,0,Tech Correction
Company_4812,AI,Canada,North America,2020-11-08,186,31.8,Seed,216.63,7.06,Hiring,M&A Activity,-38.76,103.81,Enterprise,5914.8,0,Pandemic Impact
Company_4813,FinTech,Brazil,South America,2020-12-15,460,36.15,Series A,1022.07,0.36,Freeze,AI Automation,-4.61,330.22,Mid-size,16629.0,1,Pandemic Impact
Company_4814,FinTech,USA,North America,2023-10-16,219,28.63,Series A,1356.58,2.89,Hiring,Restructuring,22.97,363.07,Startup,6269.969999999999,0,Tech Correction
Company_4815,FinTech,India,Asia,2026-08-26,144,24.45,Series A,1039.04,-11.41,Slowdown,Overexpansion,7.72,84.37,Mid-size,3520.7999999999997,0,AI Restructuring
Company_4816,FinTech,Canada,North America,2021-02-12,192,35.08,IPO,1615.13,-2.87,Freeze,Cost Cutting,7.34,392.71,Mid-size,6735.36,0,Pandemic Impact
Company_4817,AI,Australia,Oceania,2021-07-05,91,30.33,Series A,879.49,-3.16,Hiring,Market Downturn,14.98,316.37,Startup,2760.0299999999997,0,Pandemic Impact
Company_4818,FinTech,Germany,Europe,2022-03-23,516,19.23,Series A,1335.81,1.41,Freeze,Cost Cutting,19.98,246.81,Mid-size,9922.68,0,Tech Correction
Company_4819,Finance,India,Asia,2022-01-26,301,11.18,Series C,1843.65,-3.62,Slowdown,AI Automation,-4.04,465.02,Startup,3365.18,1,Tech Correction
Company_4820,Energy,USA,North America,2022-03-12,446,32.9,Seed,431.44,0.66,Freeze,Overexpansion,26.14,464.48,Enterprise,14673.4,0,Tech Correction
Company_4821,AI,Japan,Asia,2025-05-31,298,26.76,Seed,1043.59,1.9,Slowdown,Cost Cutting,13.4,305.59,Enterprise,7974.4800000000005,0,AI Restructuring
Company_4822,Energy,Japan,Asia,2024-11-18,271,18.79,Seed,1351.33,3.55,Hiring,Overexpansion,10.41,343.75,Enterprise,5092.09,0,AI Restructuring
Company_4823,Energy,UK,Europe,2026-10-08,141,7.89,Series B,949.1,-2.38,Freeze,Overexpansion,25.82,218.33,Startup,1112.49,0,AI Restructuring
Company_4824,EdTech,India,Asia,2024-08-31,96,15.59,Series A,998.51,-0.69,Freeze,AI Automation,3.4,307.86,Startup,1496.6399999999999,1,AI Restructuring
Company_4825,Tech,Canada,North America,2026-02-12,264,22.99,IPO,917.74,2.95,Freeze,Restructuring,-8.66,320.23,Enterprise,6069.36,0,AI Restructuring
Company_4826,Tech,Canada,North America,2021-02-25,100,20.78,IPO,107.96,0.03,Slowdown,AI Automation,21.09,160.68,Mid-size,2078.0,1,Pandemic Impact
Company_4827,Tech,Germany,Europe,2021-10-24,19,19.05,Series C,1818.9,10.05,Slowdown,Market Downturn,2.5,151.43,Mid-size,361.95,0,Pandemic Impact
Company_4828,Energy,Canada,North America,2026-11-23,201,12.38,Series C,1112.22,-2.86,Freeze,Cost Cutting,13.54,400.8,Mid-size,2488.38,0,AI Restructuring
Company_4829,Finance,Australia,Oceania,2020-05-31,208,29.95,Series B,1010.48,-12.28,Slowdown,AI Automation,-7.89,5.72,Enterprise,6229.599999999999,1,Pandemic Impact
Company_4830,Tech,Australia,Oceania,2022-10-21,303,37.83,IPO,1758.91,-4.64,Slowdown,M&A Activity,-1.24,365.4,Startup,11462.49,0,Tech Correction
Company_4831,EdTech,USA,North America,2022-07-28,423,27.59,Series B,372.81,-8.02,Freeze,M&A Activity,-15.08,191.21,Startup,11670.57,0,Tech Correction
Company_4832,Finance,Japan,Asia,2020-08-05,166,13.25,Seed,560.6,-4.6,Hiring,M&A Activity,-6.59,120.96,Enterprise,2199.5,0,Pandemic Impact
Company_4833,Manufacturing,Singapore,Asia,2026-06-08,317,21.54,Seed,559.03,-9.56,Freeze,Restructuring,-20.62,350.26,Startup,6828.179999999999,0,AI Restructuring
Company_4834,Healthcare,Australia,Oceania,2025-03-17,239,17.53,Seed,1333.71,-10.6,Freeze,AI Automation,-3.49,464.04,Mid-size,4189.67,1,AI Restructuring
Company_4835,Finance,Brazil,South America,2022-10-07,327,18.83,Seed,1017.97,-7.41,Hiring,M&A Activity,1.72,133.64,Enterprise,6157.41,0,Tech Correction
Company_4836,Energy,UK,Europe,2023-10-28,354,30.76,Series A,1777.72,-8.79,Hiring,AI Automation,12.67,168.09,Mid-size,10889.04,1,Tech Correction
Company_4837,Healthcare,India,Asia,2024-09-30,8,5.6,IPO,455.51,-6.94,Hiring,Restructuring,2.03,130.9,Enterprise,44.8,0,AI Restructuring
Company_4838,FinTech,Japan,Asia,2024-02-11,220,16.91,Series B,894.69,-16.23,Hiring,AI Automation,-8.73,63.49,Enterprise,3720.2,1,AI Restructuring
Company_4839,Retail,Germany,Europe,2024-02-16,112,10.08,IPO,1970.48,-3.82,Slowdown,Market Downturn,5.37,417.69,Startup,1128.96,0,AI Restructuring
Company_4840,Retail,India,Asia,2020-01-18,241,28.85,Series C,487.36,2.25,Freeze,AI Automation,-2.21,41.73,Mid-size,6952.85,1,Pandemic Impact
Company_4841,Manufacturing,India,Asia,2025-05-20,335,22.63,Series B,1955.37,6.79,Freeze,Overexpansion,-4.67,392.89,Mid-size,7581.049999999999,0,AI Restructuring
Company_4842,Retail,Brazil,South America,2021-05-15,479,35.05,Seed,800.54,1.07,Slowdown,Cost Cutting,18.77,481.44,Startup,16788.949999999997,0,Pandemic Impact
Company_4843,AI,USA,North America,2020-12-28,84,12.56,Series A,345.6,5.85,Hiring,AI Automation,-3.91,237.64,Enterprise,1055.04,1,Pandemic Impact
Company_4844,Finance,Brazil,South America,2024-02-14,683,39.7,IPO,448.74,3.43,Slowdown,M&A Activity,29.79,184.15,Enterprise,27115.100000000002,0,AI Restructuring
Company_4845,EdTech,USA,North America,2022-06-22,276,10.48,Series B,565.22,4.02,Freeze,Cost Cutting,7.57,299.77,Enterprise,2892.48,0,Tech Correction
Company_4846,EdTech,Japan,Asia,2020-11-29,78,8.11,Series C,790.86,-9.32,Hiring,AI Automation,7.95,483.06,Enterprise,632.5799999999999,1,Pandemic Impact
Company_4847,Tech,Brazil,South America,2024-08-09,42,14.65,IPO,496.03,-7.58,Hiring,Restructuring,-7.6,114.43,Mid-size,615.3000000000001,0,AI Restructuring
Company_4848,AI,India,Asia,2021-06-14,75,32.87,Series B,1776.52,-9.19,Freeze,Cost Cutting,-40.74,308.17,Enterprise,2465.25,0,Pandemic Impact
Company_4849,Manufacturing,India,Asia,2024-05-25,222,21.33,Series B,216.01,-4.54,Hiring,M&A Activity,-3.73,71.06,Enterprise,4735.259999999999,0,AI Restructuring
Company_4850,FinTech,Brazil,South America,2022-05-05,200,29.96,Series A,355.29,3.42,Freeze,Restructuring,3.2,137.51,Mid-size,5992.0,0,Tech Correction
Company_4851,AI,India,Asia,2026-04-01,67,8.06,Series C,62.57,13.43,Freeze,Overexpansion,-3.59,256.27,Mid-size,540.02,0,AI Restructuring
Company_4852,Energy,USA,North America,2020-02-08,137,16.61,Series C,1822.91,-12.87,Hiring,Market Downturn,-0.97,442.57,Mid-size,2275.5699999999997,0,Pandemic Impact
Company_4853,Manufacturing,Japan,Asia,2022-08-13,302,10.42,Seed,1051.86,-6.34,Freeze,AI Automation,-11.98,24.74,Enterprise,3146.84,1,Tech Correction
Company_4854,Tech,Germany,Europe,2022-07-13,191,6.66,Series A,170.2,-3.34,Slowdown,Overexpansion,-6.05,467.64,Mid-size,1272.06,0,Tech Correction
Company_4855,EdTech,Brazil,South America,2025-08-09,78,39.98,Series B,569.47,-28.63,Hiring,Cost Cutting,11.5,93.65,Mid-size,3118.4399999999996,0,AI Restructuring
Company_4856,AI,Singapore,Asia,2023-02-24,490,36.52,IPO,435.03,-4.62,Slowdown,Market Downturn,5.41,314.57,Startup,17894.800000000003,0,Tech Correction
Company_4857,EdTech,Germany,Europe,2021-04-24,41,2.97,IPO,584.52,-4.93,Freeze,Overexpansion,2.43,425.74,Startup,121.77000000000001,0,Pandemic Impact
Company_4858,Tech,Brazil,South America,2023-03-31,622,31.59,Series A,820.27,9.88,Hiring,Overexpansion,-6.15,37.4,Mid-size,19648.98,0,Tech Correction
Company_4859,Manufacturing,Canada,North America,2025-05-09,11,5.76,Series C,1361.99,1.74,Hiring,Cost Cutting,-14.1,121.81,Startup,63.36,0,AI Restructuring
Company_4860,Tech,Japan,Asia,2026-06-17,47,18.99,Series C,1647.14,-20.96,Freeze,Overexpansion,7.88,321.95,Mid-size,892.53,0,AI Restructuring
Company_4861,Manufacturing,Canada,North America,2023-12-09,113,4.53,Series C,934.28,-4.44,Freeze,AI Automation,27.75,130.41,Mid-size,511.89000000000004,1,Tech Correction
Company_4862,FinTech,Japan,Asia,2021-09-13,182,22.53,Series A,657.11,-18.71,Slowdown,Restructuring,21.27,43.1,Mid-size,4100.46,0,Pandemic Impact
Company_4863,Retail,Canada,North America,2025-09-07,91,16.64,Series B,518.51,-3.37,Slowdown,Cost Cutting,12.9,319.11,Mid-size,1514.24,0,AI Restructuring
Company_4864,Retail,USA,North America,2026-10-29,19,7.71,IPO,1093.47,8.0,Slowdown,Overexpansion,14.19,167.48,Mid-size,146.49,0,AI Restructuring
Company_4865,FinTech,Brazil,South America,2024-09-03,643,35.93,Seed,1900.07,-6.58,Freeze,M&A Activity,22.09,359.44,Mid-size,23102.99,0,AI Restructuring
Company_4866,Healthcare,Australia,Oceania,2020-10-04,193,37.63,Series A,1349.42,-5.93,Hiring,Overexpansion,7.28,127.66,Enterprise,7262.59,0,Pandemic Impact
Company_4867,FinTech,Japan,Asia,2020-05-18,187,27.35,IPO,526.05,-6.87,Freeze,Overexpansion,21.66,258.53,Mid-size,5114.45,0,Pandemic Impact
Company_4868,EdTech,Brazil,South America,2025-04-02,104,13.49,Seed,354.35,-3.33,Hiring,Restructuring,6.8,315.86,Enterprise,1402.96,0,AI Restructuring
Company_4869,Energy,UK,Europe,2024-03-21,28,7.74,Series A,1772.36,9.65,Freeze,Restructuring,4.98,327.25,Mid-size,216.72,0,AI Restructuring
Company_4870,Healthcare,Japan,Asia,2020-10-12,356,25.79,Seed,330.38,-1.73,Freeze,AI Automation,17.04,383.3,Startup,9181.24,1,Pandemic Impact
Company_4871,Manufacturing,India,Asia,2021-06-16,187,25.6,IPO,1016.04,-0.76,Freeze,AI Automation,5.04,230.83,Enterprise,4787.2,1,Pandemic Impact
Company_4872,Healthcare,USA,North America,2024-07-24,641,32.85,IPO,111.08,7.91,Hiring,Market Downturn,9.14,289.53,Enterprise,21056.850000000002,0,AI Restructuring
Company_4873,Retail,UK,Europe,2022-08-07,104,5.67,Series A,326.67,4.9,Hiring,Cost Cutting,-4.41,105.71,Enterprise,589.68,0,Tech Correction
Company_4874,Healthcare,Germany,Europe,2026-12-01,72,11.73,IPO,1268.56,-6.32,Freeze,Market Downturn,20.96,488.18,Startup,844.5600000000001,0,AI Restructuring
Company_4875,Energy,USA,North America,2024-07-01,267,37.25,Seed,138.77,5.75,Slowdown,Market Downturn,-14.85,152.05,Mid-size,9945.75,0,AI Restructuring
Company_4876,Retail,USA,North America,2024-06-21,189,32.36,IPO,1848.89,-26.14,Slowdown,AI Automation,8.09,379.81,Mid-size,6116.04,1,AI Restructuring
Company_4877,Retail,Brazil,South America,2024-11-27,26,2.24,IPO,1305.45,0.09,Freeze,AI Automation,31.56,247.88,Mid-size,58.24000000000001,1,AI Restructuring
Company_4878,AI,India,Asia,2021-07-13,410,29.07,IPO,100.91,5.6,Hiring,Overexpansion,-14.38,436.14,Mid-size,11918.7,0,Pandemic Impact
Company_4879,Tech,USA,North America,2024-04-15,56,5.5,Series B,955.26,15.99,Slowdown,Restructuring,-0.2,240.12,Mid-size,308.0,0,AI Restructuring
Company_4880,Manufacturing,Canada,North America,2025-12-17,101,16.49,Series C,967.8,-1.05,Hiring,Cost Cutting,-3.51,84.7,Mid-size,1665.4899999999998,0,AI Restructuring
Company_4881,Finance,Singapore,Asia,2020-02-10,13,8.69,Series B,741.15,-22.89,Freeze,Market Downturn,18.81,136.15,Startup,112.97,0,Pandemic Impact
Company_4882,AI,UK,Europe,2025-12-08,132,14.61,Seed,662.69,2.35,Hiring,Overexpansion,13.43,374.66,Mid-size,1928.52,0,AI Restructuring
Company_4883,Energy,Canada,North America,2021-06-24,125,27.05,Series B,1780.75,1.2,Hiring,Overexpansion,-5.57,476.08,Mid-size,3381.25,0,Pandemic Impact
Company_4884,FinTech,Australia,Oceania,2026-03-05,257,34.77,IPO,1901.78,-7.84,Freeze,Restructuring,29.53,162.38,Enterprise,8935.890000000001,0,AI Restructuring
Company_4885,Energy,USA,North America,2022-01-09,202,34.31,Seed,1576.08,10.26,Slowdown,Restructuring,31.9,423.82,Startup,6930.620000000001,0,Tech Correction
Company_4886,Healthcare,UK,Europe,2021-05-16,45,14.63,Series A,104.91,-16.37,Freeze,Cost Cutting,2.37,374.95,Startup,658.35,0,Pandemic Impact
Company_4887,Finance,Brazil,South America,2026-04-13,355,19.13,Series C,22.57,-2.35,Hiring,Restructuring,12.67,265.72,Mid-size,6791.15,0,AI Restructuring
Company_4888,Healthcare,Singapore,Asia,2025-04-17,286,18.79,IPO,318.37,-15.41,Freeze,AI Automation,18.15,207.43,Enterprise,5373.94,1,AI Restructuring
Company_4889,FinTech,Japan,Asia,2022-04-11,84,24.98,Seed,758.6,-12.62,Hiring,Market Downturn,21.13,173.21,Mid-size,2098.32,0,Tech Correction
Company_4890,Manufacturing,Australia,Oceania,2021-12-12,157,34.22,IPO,487.01,-11.42,Freeze,M&A Activity,-2.78,20.16,Startup,5372.54,0,Pandemic Impact
Company_4891,Energy,Canada,North America,2023-05-15,230,16.55,Seed,124.32,7.69,Hiring,AI Automation,13.5,177.85,Mid-size,3806.5,1,Tech Correction
Company_4892,Retail,UK,Europe,2026-01-28,284,30.46,IPO,708.65,-13.49,Hiring,Overexpansion,38.7,392.4,Enterprise,8650.64,0,AI Restructuring
Company_4893,Tech,USA,North America,2023-08-20,830,35.95,Seed,1547.49,-4.2,Hiring,AI Automation,18.17,454.94,Enterprise,29838.500000000004,1,Tech Correction
Company_4894,FinTech,Japan,Asia,2023-07-02,31,1.44,Series B,1267.21,-8.7,Hiring,AI Automation,4.7,226.0,Enterprise,44.64,1,Tech Correction
Company_4895,Tech,UK,Europe,2021-10-14,351,26.81,Seed,1650.78,-18.52,Slowdown,Overexpansion,26.35,144.05,Startup,9410.31,0,Pandemic Impact
Company_4896,Manufacturing,Canada,North America,2024-02-10,317,26.47,Series B,593.81,-4.52,Freeze,Market Downturn,4.43,411.03,Startup,8390.99,0,AI Restructuring
Company_4897,FinTech,Japan,Asia,2026-12-12,327,29.95,Series A,1147.63,-9.19,Slowdown,Cost Cutting,4.6,382.01,Enterprise,9793.65,0,AI Restructuring
Company_4898,Tech,Canada,North America,2024-07-20,325,25.6,Series C,458.91,-3.29,Freeze,Market Downturn,-19.62,271.79,Startup,8320.0,0,AI Restructuring
Company_4899,Tech,India,Asia,2023-12-27,55,3.02,Series A,1338.7,-0.14,Slowdown,M&A Activity,3.19,136.64,Mid-size,166.1,0,Tech Correction
Company_4900,EdTech,Canada,North America,2023-02-03,318,24.62,Series A,1940.35,-2.25,Hiring,M&A Activity,23.13,491.35,Startup,7829.160000000001,0,Tech Correction
Company_4901,Energy,USA,North America,2025-05-25,85,6.91,IPO,1280.33,-8.29,Freeze,M&A Activity,9.39,244.1,Mid-size,587.35,0,AI Restructuring
Company_4902,FinTech,Germany,Europe,2022-04-06,357,16.08,Seed,1297.05,-3.94,Freeze,Restructuring,7.81,495.86,Enterprise,5740.5599999999995,0,Tech Correction
Company_4903,EdTech,UK,Europe,2022-09-01,489,38.22,IPO,281.2,12.28,Freeze,Restructuring,-7.32,223.16,Startup,18689.579999999998,0,Tech Correction
Company_4904,Tech,Australia,Oceania,2020-07-19,213,39.82,Seed,858.55,-10.09,Freeze,Overexpansion,-9.11,331.12,Mid-size,8481.66,0,Pandemic Impact
Company_4905,Healthcare,Germany,Europe,2021-07-05,29,5.13,Series C,1808.55,2.58,Hiring,Market Downturn,-2.58,204.16,Mid-size,148.77,0,Pandemic Impact
Company_4906,FinTech,Brazil,South America,2025-08-10,61,13.86,Seed,1412.79,-12.3,Slowdown,Overexpansion,22.15,4.9,Enterprise,845.4599999999999,0,AI Restructuring
Company_4907,Tech,India,Asia,2024-02-03,101,10.68,Seed,620.76,-3.23,Hiring,Restructuring,24.49,422.68,Enterprise,1078.68,0,AI Restructuring
Company_4908,Energy,Japan,Asia,2026-10-31,42,15.65,Series C,1461.39,-2.49,Hiring,Cost Cutting,17.57,89.84,Enterprise,657.3000000000001,0,AI Restructuring
Company_4909,Healthcare,Brazil,South America,2020-10-28,27,16.7,IPO,1638.14,-4.4,Hiring,Cost Cutting,23.94,207.54,Startup,450.9,0,Pandemic Impact
Company_4910,FinTech,UK,Europe,2026-03-01,3,1.43,Series B,158.64,-12.6,Hiring,AI Automation,7.6,181.75,Startup,4.29,1,AI Restructuring
Company_4911,Healthcare,Japan,Asia,2020-01-16,200,18.54,Series B,1893.57,-6.44,Slowdown,AI Automation,-6.24,140.15,Enterprise,3708.0,1,Pandemic Impact
Company_4912,EdTech,Brazil,South America,2025-09-01,269,13.53,Series A,1606.47,-15.36,Hiring,Market Downturn,-2.53,485.88,Enterprise,3639.5699999999997,0,AI Restructuring
Company_4913,FinTech,Brazil,South America,2023-08-14,3,1.28,Seed,534.84,-9.52,Freeze,AI Automation,-2.22,452.9,Startup,3.84,1,Tech Correction
Company_4914,EdTech,India,Asia,2023-03-02,123,38.48,IPO,833.03,0.77,Hiring,Overexpansion,12.13,326.02,Startup,4733.04,0,Tech Correction
Company_4915,Manufacturing,Japan,Asia,2023-05-24,111,4.11,Seed,1418.52,14.48,Hiring,Market Downturn,-20.88,229.56,Mid-size,456.21000000000004,0,Tech Correction
Company_4916,FinTech,Japan,Asia,2022-09-02,221,9.64,IPO,106.82,-14.94,Hiring,Overexpansion,-10.18,379.98,Mid-size,2130.44,0,Tech Correction
Company_4917,Healthcare,Brazil,South America,2026-09-28,126,21.36,Seed,1062.33,-12.32,Slowdown,AI Automation,15.08,343.7,Enterprise,2691.36,1,AI Restructuring
Company_4918,Finance,UK,Europe,2023-05-15,229,27.39,IPO,966.25,-4.73,Slowdown,Overexpansion,-8.4,495.84,Mid-size,6272.31,0,Tech Correction
Company_4919,Retail,Australia,Oceania,2025-03-03,68,14.04,Series C,956.54,0.78,Freeze,Market Downturn,-25.49,5.17,Startup,954.7199999999999,0,AI Restructuring
Company_4920,Retail,Canada,North America,2022-03-20,187,8.71,Series B,1530.43,-0.11,Slowdown,Overexpansion,10.83,384.96,Mid-size,1628.7700000000002,0,Tech Correction
Company_4921,FinTech,Japan,Asia,2021-11-05,492,34.83,IPO,1054.24,2.56,Freeze,Overexpansion,-8.66,235.35,Mid-size,17136.36,0,Pandemic Impact
Company_4922,Finance,Brazil,South America,2024-07-21,6,8.01,Series B,993.24,1.87,Slowdown,M&A Activity,4.82,126.28,Startup,48.06,0,AI Restructuring
Company_4923,Tech,UK,Europe,2026-11-17,736,39.65,IPO,717.16,-7.11,Hiring,Market Downturn,13.87,146.14,Startup,29182.399999999998,0,AI Restructuring
Company_4924,FinTech,USA,North America,2023-04-30,181,37.04,Series A,1336.36,1.19,Freeze,Restructuring,32.77,448.57,Mid-size,6704.24,0,Tech Correction
Company_4925,Energy,USA,North America,2020-05-05,372,33.42,Seed,1672.54,-1.32,Freeze,Cost Cutting,15.03,294.94,Enterprise,12432.24,0,Pandemic Impact
Company_4926,Finance,Australia,Oceania,2023-12-22,979,33.02,Series C,1638.71,-4.46,Freeze,Overexpansion,4.25,299.38,Startup,32326.58,0,Tech Correction
Company_4927,Healthcare,Canada,North America,2021-11-18,39,9.33,Series C,464.94,1.9,Slowdown,M&A Activity,-20.26,300.16,Mid-size,363.87,0,Pandemic Impact
Company_4928,Healthcare,UK,Europe,2024-02-08,400,31.95,Series B,66.24,-5.21,Hiring,Cost Cutting,-8.63,424.54,Enterprise,12780.0,0,AI Restructuring
Company_4929,Retail,Australia,Oceania,2026-09-21,567,31.86,Series A,1440.77,-4.69,Slowdown,Cost Cutting,0.59,443.73,Startup,18064.62,0,AI Restructuring
Company_4930,AI,USA,North America,2021-02-14,445,29.9,Series B,1899.15,7.05,Freeze,AI Automation,4.19,350.36,Startup,13305.5,1,Pandemic Impact
Company_4931,Finance,India,Asia,2025-02-27,61,3.35,Series A,219.95,-8.44,Freeze,Market Downturn,15.15,392.44,Startup,204.35,0,AI Restructuring
Company_4932,Finance,Canada,North America,2025-07-05,76,5.6,Series B,1244.64,3.6,Slowdown,Cost Cutting,4.77,227.55,Mid-size,425.59999999999997,0,AI Restructuring
Company_4933,Tech,India,Asia,2025-11-06,106,9.36,Series B,1997.57,-4.3,Slowdown,AI Automation,-5.96,335.52,Startup,992.16,1,AI Restructuring
Company_4934,Retail,Brazil,South America,2026-11-06,354,31.57,IPO,969.18,-1.54,Freeze,Overexpansion,-12.96,357.63,Enterprise,11175.78,0,AI Restructuring
Company_4935,AI,UK,Europe,2021-10-08,58,12.54,IPO,700.16,-1.74,Slowdown,AI Automation,6.28,259.84,Enterprise,727.3199999999999,1,Pandemic Impact
Company_4936,Manufacturing,Australia,Oceania,2024-08-28,522,38.36,Series C,742.06,4.78,Hiring,Market Downturn,15.67,28.62,Mid-size,20023.92,0,AI Restructuring
Company_4937,Retail,USA,North America,2021-11-22,10,4.9,Series A,772.0,0.9,Hiring,M&A Activity,-23.96,459.09,Mid-size,49.0,0,Pandemic Impact
Company_4938,AI,Japan,Asia,2022-08-25,174,6.15,Series C,949.08,1.08,Hiring,Cost Cutting,5.03,395.7,Mid-size,1070.1000000000001,0,Tech Correction
Company_4939,Retail,UK,Europe,2026-10-14,11,4.59,IPO,1996.47,-19.47,Slowdown,Cost Cutting,-28.34,296.71,Startup,50.489999999999995,0,AI Restructuring
Company_4940,Tech,Australia,Oceania,2023-05-16,281,26.73,Series C,341.48,8.56,Hiring,M&A Activity,-1.06,224.13,Mid-size,7511.13,0,Tech Correction
Company_4941,AI,Canada,North America,2021-08-19,104,7.34,Series C,1512.57,-0.97,Freeze,AI Automation,27.78,220.1,Enterprise,763.36,1,Pandemic Impact
Company_4942,Manufacturing,Brazil,South America,2022-11-30,500,33.45,Seed,1474.97,-10.93,Freeze,AI Automation,-8.38,424.85,Enterprise,16725.0,1,Tech Correction
Company_4943,Retail,India,Asia,2024-06-28,172,31.24,IPO,302.6,-14.89,Slowdown,AI Automation,19.43,38.26,Mid-size,5373.28,1,AI Restructuring
Company_4944,Tech,Australia,Oceania,2024-12-19,91,33.12,Series B,136.76,-8.39,Slowdown,AI Automation,-8.73,31.02,Mid-size,3013.9199999999996,1,AI Restructuring
Company_4945,Retail,Canada,North America,2022-08-04,693,27.34,IPO,1270.11,-3.21,Slowdown,Cost Cutting,38.85,178.74,Mid-size,18946.62,0,Tech Correction
Company_4946,AI,Brazil,South America,2022-05-18,445,19.05,IPO,1415.33,-3.62,Slowdown,Market Downturn,-28.25,290.42,Startup,8477.25,0,Tech Correction
Company_4947,Healthcare,Singapore,Asia,2025-04-04,55,15.68,IPO,1225.21,8.68,Hiring,Market Downturn,11.07,83.96,Enterprise,862.4,0,AI Restructuring
