merchant_id,label_is_bad,total_fraud_loss,label_generated_ts,label_generated_stage
m_01013,0,1.23,,
m_01014,0,4.46,,
m_01015,0,0.88,,
m_01016,0,114.14,,
m_01017,1,0.13,2025-08-05 00:00:00,onboarding
m_01018,0,8.22,,
m_01019,0,1.08,,
m_01020,0,0.57,,
m_01021,0,3.74,,
m_01022,0,1.29,,
m_01023,0,0.77,,
m_01024,0,0.44,,
m_01025,0,1.01,,
m_01026,0,26.27,,
m_01027,0,1.03,,
m_01028,0,1.93,,
m_01029,0,1.9,,
m_01030,0,5.6,,
m_01031,0,2.89,,
m_01032,0,5.47,,
m_01033,0,26.81,,
m_01034,0,5.18,,
m_01035,0,2.95,,
m_01036,0,1.96,,
m_01037,0,0.92,,
m_01038,1,2.19,2025-11-10 01:00:00,post onboarding
m_01039,0,9.0,,
m_01040,0,3.0,,
m_01041,0,4.72,,
m_01042,0,14.19,,
m_01043,0,0.8,,
m_01044,0,0.72,,
m_01045,0,0.55,,
m_01046,0,5.78,,
m_01047,0,59.76,,
m_01048,1,6.04,2025-10-31 21:00:00,post onboarding
m_01049,0,4.68,,
m_01050,0,2.14,,
m_01051,0,4.11,,
m_01052,1,0.22,2025-09-07 00:00:00,onboarding
m_01053,0,0.13,,
m_01054,0,5.32,,
m_01055,0,0.02,,
m_01056,0,0.84,,
m_01057,0,0.54,,
m_01058,0,13.11,,
m_01059,0,0.7,,
m_01060,0,138.71,,
m_01061,0,4.16,,
m_01062,0,0.37,,
m_01063,0,3.94,,
m_01064,0,0.57,,
m_01065,0,0.87,,
m_01066,0,1.98,,
m_01067,0,2.03,,
m_01068,0,0.33,,
m_01069,0,5.7,,
m_01070,0,59.13,,
m_01071,0,2.98,,
m_01072,0,0.23,,
m_01073,0,1.51,,
m_01074,0,0.41,,
m_01075,0,3.44,,
m_01076,0,1.55,,
m_01077,0,14.96,,
m_01078,0,1.25,,
m_01079,0,0.71,,
m_01080,0,3.72,,
m_01081,0,1.73,,
m_01082,0,1.34,,
m_01083,0,5.49,,
m_01084,0,1.71,,
m_01085,0,0.44,,
m_01086,0,5.5,,
m_01087,0,1.53,,
m_01088,0,1.16,,
m_01089,0,3.81,,
m_01090,0,5.77,,
m_01091,0,8.51,,
m_01092,0,5.04,,
m_01093,0,0.39,,
m_01094,0,5.65,,
m_01095,0,0.44,,
m_01096,0,3.18,,
m_01097,0,6.49,,
m_01098,0,7.34,,
m_01099,0,1.69,,
m_01100,0,3.72,,
m_01101,0,0.15,,
m_01102,0,1.77,,
m_01103,0,4.65,,
m_01104,1,1089.99,2025-05-02 05:00:00,post onboarding
m_01105,0,61.86,,
m_01106,0,6.04,,
m_01107,0,4.01,,
m_01108,0,9.52,,
m_01109,0,0.66,,
m_01110,0,1.31,,
m_01111,0,2.73,,
m_01112,0,0.1,,
m_01113,0,2.7,,
m_01114,0,5.04,,
m_01115,0,1.26,,
m_01116,0,4.17,,
m_01117,0,8.01,,
m_01118,0,1.62,,
m_01119,1,1.37,2025-09-28 18:00:00,post onboarding
m_01120,0,1.85,,
m_01121,0,0.83,,
m_01122,0,206.9,,
m_01123,0,0.24,,
m_01124,0,45.65,,
m_01125,0,3.3,,
m_01126,0,1.7,,
m_01127,0,2.75,,
m_01128,0,9.69,,
m_01129,0,6.59,,
m_01130,0,5.41,,
m_01131,0,1.11,,
m_01132,0,0.54,,
m_01133,0,30.18,,
m_01134,0,0.79,,
m_01135,0,0.76,,
m_01136,0,1.68,,
m_01137,0,0.62,,
m_01138,0,2.35,,
m_01139,0,2.82,,
m_01140,0,1.48,,
m_01141,0,5.83,,
m_01142,1,18.16,2025-11-11 07:00:00,post onboarding
m_01143,0,63.44,,
m_01144,0,3.48,,
m_01145,0,62.94,,
m_01146,0,0.8,,
m_01147,0,0.21,,
m_01148,0,0.08,,
m_01149,0,2.04,,
m_01150,0,0.87,,
m_01151,0,4.87,,
m_01152,0,1.96,,
m_01153,0,13.43,,
m_01154,0,46.48,,
m_01155,0,0.62,,
m_01156,0,4.26,,
m_01157,0,0.07,,
m_01158,0,1.26,,
m_01159,0,7.81,,
m_01160,0,1.54,,
m_01161,0,1.95,,
m_01162,0,0.29,,
m_01163,1,0.36,2025-08-18 23:00:00,post onboarding
m_01164,0,5.66,,
m_01165,0,97.92,,
m_01166,0,4.1,,
m_01167,0,2.13,,
m_01168,0,1.94,,
m_01169,0,1.36,,
m_01170,0,4.38,,
m_01171,0,0.34,,
m_01172,0,3.87,,
m_01173,0,1.84,,
m_01174,0,0.28,,
m_01175,0,89.53,,
m_01176,0,4.38,,
m_01177,0,9.28,,
m_01178,0,0.79,,
m_01179,0,2.64,,
m_01180,0,3.16,,
m_01181,0,1.05,,
m_01182,0,113.23,,
m_01183,0,1.33,,
m_01184,0,2.29,,
m_01185,0,1.25,,
m_01186,0,5.37,,
m_01187,0,0.11,,
m_01188,0,1.3,,
m_01189,0,0.76,,
m_01190,1,653.11,2025-06-24 23:00:00,post onboarding
m_01191,0,0.05,,
m_01192,0,1.88,,
m_01193,0,6.97,,
m_01194,0,1.58,,
m_01195,0,0.96,,
m_01196,0,0.44,,
m_01197,0,1.36,,
m_01198,0,3.39,,
m_01199,0,4.61,,
m_01200,0,0.02,,
m_01201,0,533.89,,
m_01202,0,0.68,,
m_01203,0,0.84,,
m_01204,0,8.71,,
m_01205,0,1.24,,
m_01206,0,4.57,,
m_01207,0,138.14,,
m_01208,0,1.44,,
m_01209,0,356.46,,
m_01210,0,4.55,,
m_01211,0,1.18,,
m_01212,0,1.72,,
m_01213,0,0.61,,
m_01214,0,2.32,,
m_01215,0,5.5,,
m_01216,0,1.15,,
m_01217,0,1.58,,
m_01218,0,169.64,,
m_01219,0,5.8,,
m_01220,0,7.69,,
m_01221,0,28.93,,
m_01222,0,6.97,,
m_01223,0,1.1,,
m_01224,0,1.41,,
m_01225,0,4.19,,
m_01226,0,3.62,,
m_01227,0,4.32,,
m_01228,0,1.22,,
m_01229,0,1.63,,
m_01230,0,91.14,,
m_01231,0,0.42,,
m_01232,0,0.76,,
m_01233,0,7.97,,
m_01234,0,1.65,,
m_01235,0,1.1,,
m_01236,0,8.24,,
m_01237,0,298.4,,
m_01238,0,2.39,,
m_01239,0,2.28,,
m_01240,0,1.14,,
m_01241,0,1.77,,
m_01242,0,1.85,,
m_01243,0,0.33,,
m_01244,0,0.6,,
m_01245,0,3.95,,
m_01246,0,3.36,,
m_01247,0,3.04,,
m_01248,0,4.21,,
m_01249,0,1.48,,
m_01250,0,4.04,,
m_01251,0,1.06,,
m_01252,0,3.03,,
m_01253,0,1.26,,
m_01254,0,11.16,,
m_01255,0,1.83,,
m_01256,0,11.7,,
m_01257,0,192.81,,
m_01258,0,0.66,,
m_01259,0,5.07,,
m_01260,0,2.38,,
m_01261,1,0.07,2025-09-03 00:00:00,onboarding
m_01262,0,5.36,,
m_01263,0,6.65,,
m_01264,0,1.78,,
m_01265,0,0.11,,
m_01266,0,5.63,,
m_01267,0,1.3,,
m_01268,0,8.14,,
m_01269,0,5.33,,
m_01270,0,0.35,,
m_01271,0,4.31,,
m_01272,0,3.75,,
m_01273,0,3.65,,
m_01274,0,5.92,,
m_01275,0,3.17,,
m_01276,0,1.17,,
m_01277,0,0.25,,
m_01278,0,2.61,,
m_01279,0,3.14,,
m_01280,0,1.57,,
m_01281,1,123.59,2025-06-09 16:00:00,post onboarding
m_01282,0,0.35,,
m_01283,0,2.89,,
m_01284,1,2.03,2025-06-02 00:00:00,onboarding
m_01285,0,0.4,,
m_01286,0,1.48,,
m_01287,0,3.56,,
m_01288,0,0.53,,
m_01289,0,2.26,,
m_01290,0,5.18,,
m_01291,0,0.24,,
m_01292,0,0.93,,
m_01293,0,4.55,,
m_01294,0,5.34,,
m_01295,0,1.22,,
m_01296,0,5.88,,
m_01297,0,4.49,,
m_01298,1,5.15,2025-12-05 15:00:00,post onboarding
m_01299,0,6.32,,
m_01300,0,0.04,,
m_01301,0,17.59,,
m_01302,0,1.9,,
m_01303,0,0.58,,
m_01304,0,2.15,,
m_01305,0,2.75,,
m_01306,0,0.1,,
m_01307,1,0.61,2025-11-07 00:00:00,onboarding
m_01308,0,30.25,,
m_01309,0,6.57,,
m_01310,0,9.38,,
m_01311,0,0.07,,
m_01312,0,0.25,,
m_01313,0,2.73,,
m_01314,0,2.13,,
m_01315,0,0.81,,
m_01316,0,0.32,,
m_01317,0,2.93,,
m_01318,0,4.36,,
m_01319,0,2.86,,
m_01320,0,2.13,,
m_01321,0,0.6,,
m_01322,1,52.89,2025-09-27 06:00:00,post onboarding
m_01323,0,5.67,,
m_01324,0,0.24,,
m_01325,0,4.6,,
m_01326,0,2.07,,
m_01327,1,19.83,2025-06-18 09:00:00,post onboarding
m_01328,0,1.32,,
m_01329,0,0.68,,
m_01330,0,0.51,,
m_01331,0,2.02,,
m_01332,0,6.82,,
m_01333,0,1.09,,
m_01334,0,1.32,,
m_01335,0,1.31,,
m_01336,0,0.24,,
m_01337,0,2.03,,
m_01338,0,3.72,,
m_01339,0,1.32,,
m_01340,0,2.31,,
m_01341,1,0.13,2025-11-06 00:00:00,onboarding
m_01342,0,7.8,,
m_01343,0,0.28,,
m_01344,0,0.4,,
m_01345,0,1.77,,
m_01346,1,9.95,2025-12-29 16:00:00,post onboarding
m_01347,0,1.05,,
m_01348,0,1.03,,
m_01349,1,2.43,2025-10-01 00:00:00,onboarding
m_01350,0,93.92,,
m_01351,0,4.76,,
m_01352,0,5.33,,
m_01353,0,2.9,,
m_01354,0,2.26,,
m_01355,0,6.13,,
m_01356,0,0.63,,
m_01357,0,2.07,,
m_01358,0,59.75,,
m_01359,0,0.33,,
m_01360,0,0.56,,
m_01361,0,1.26,,
m_01362,0,2.79,,
m_01363,0,3.8,,
m_01364,0,5.56,,
m_01365,0,2.48,,
m_01366,0,2.45,,
m_01367,0,2.05,,
m_01368,0,2.89,,
m_01369,0,2.32,,
m_01370,0,1.09,,
m_01371,1,2.44,2025-11-22 09:00:00,post onboarding
m_01372,0,4.25,,
m_01373,0,1.08,,
m_01374,0,24.89,,
m_01375,0,4.63,,
m_01376,0,0.94,,
m_01377,0,1.26,,
m_01378,0,3.65,,
m_01379,0,4.42,,
m_01380,1,2.85,2026-04-04 19:00:00,post onboarding
m_01381,0,1.04,,
m_01382,0,1.36,,
m_01383,0,3.24,,
m_01384,0,0.55,,
m_01385,0,0.75,,
m_01386,0,5.72,,
m_01387,0,7.03,,
m_01388,0,3.88,,
m_01389,0,0.43,,
m_01390,0,6.85,,
m_01391,0,4.75,,
m_01392,0,2.81,,
m_01393,0,12.66,,
m_01394,0,9.66,,
m_01395,0,4.2,,
m_01396,0,0.93,,
m_01397,0,0.06,,
m_01398,0,0.22,,
m_01399,0,0.84,,
m_01400,0,0.85,,
m_01401,0,0.42,,
m_01402,0,7.51,,
m_01403,0,42.06,,
m_01404,0,0.07,,
m_01405,0,5.72,,
m_01406,0,1.41,,
m_01407,0,0.64,,
m_01408,0,12.55,,
m_01409,0,3.87,,
m_01410,0,5.28,,
m_01411,1,18.75,2025-07-23 02:00:00,post onboarding
m_01412,0,4.7,,
m_01413,0,3.36,,
m_01414,0,0.13,,
m_01415,0,0.72,,
m_01416,0,3.16,,
m_01417,0,315.6,,
m_01418,1,0.35,2025-07-14 00:00:00,onboarding
m_01419,0,1.76,,
m_01420,0,16.73,,
m_01421,0,2.85,,
m_01422,0,1.63,,
m_01423,0,70.54,,
m_01424,0,7.6,,
m_01425,0,2.81,,
m_01426,0,5.42,,
m_01427,1,1.01,2025-11-21 00:00:00,onboarding
m_01428,0,0.85,,
m_01429,0,0.62,,
m_01430,0,1.93,,
m_01431,0,2.54,,
m_01432,0,58.02,,
m_01433,0,39.57,,
m_01434,0,0.09,,
m_01435,0,1.04,,
m_01436,0,2.33,,
m_01437,0,3.03,,
m_01438,0,2.1,,
m_01439,0,4.83,,
m_01440,0,3.55,,
m_01441,0,6.31,,
m_01442,0,0.79,,
m_01443,0,0.43,,
m_01444,0,0.67,,
m_01445,0,1.2,,
m_01446,0,3.94,,
m_01447,0,0.23,,
m_01448,0,3.68,,
m_01449,0,7.22,,
m_01450,0,24.57,,
m_01451,0,10.7,,
m_01452,0,2.57,,
m_01453,0,5.35,,
m_01454,1,16.15,2026-01-27 11:00:00,post onboarding
m_01455,0,3.84,,
m_01456,0,2.0,,
m_01457,0,1.98,,
m_01458,0,5.29,,
m_01459,0,0.01,,
m_01460,0,5.29,,
m_01461,0,3.5,,
m_01462,0,0.02,,
m_01463,0,1.24,,
m_01464,0,1.23,,
m_01465,0,0.05,,
m_01466,0,0.07,,
m_01467,0,1.08,,
m_01468,0,0.7,,
m_01469,0,3.53,,
m_01470,1,0.68,2025-02-27 00:00:00,onboarding
m_01471,1,114.57,2025-11-29 14:00:00,post onboarding
m_01472,0,62.62,,
m_01473,0,0.27,,
m_01474,0,48.9,,
m_01475,0,1.06,,
m_01476,0,2.83,,
m_01477,0,0.39,,
m_01478,0,2.45,,
m_01479,0,8.07,,
m_01480,0,4.93,,
m_01481,0,1.39,,
m_01482,0,2.15,,
m_01483,0,2.61,,
m_01484,0,31.28,,
m_01485,0,4.62,,
m_01486,0,1.86,,
m_01487,0,2.99,,
m_01488,0,0.11,,
m_01489,0,5.31,,
m_01490,0,1.22,,
m_01491,0,2.88,,
m_01492,0,0.81,,
m_01493,0,3.39,,
m_01494,0,4.88,,
m_01495,0,3.9,,
m_01496,0,0.49,,
m_01497,0,1.08,,
m_01498,0,2.48,,
m_01499,0,2.3,,
m_01500,0,12.68,,
m_01501,0,0.61,,
m_01502,0,0.06,,
m_01503,0,3.15,,
m_01504,0,0.04,,
m_01505,0,1.63,,
m_01506,0,0.99,,
m_01507,0,0.77,,
m_01508,0,29.28,,
m_01509,0,5.87,,
m_01510,0,5.47,,
m_01511,0,0.7,,
m_01512,0,1.71,,
m_01513,0,1.76,,
m_01514,0,2.12,,
m_01515,0,7.17,,
m_01516,0,0.75,,
m_01517,0,5.21,,
m_01518,0,3.06,,
m_01519,0,0.74,,
m_01520,0,0.4,,
m_01521,0,2.5,,
m_01522,0,0.73,,
m_01523,0,0.18,,
m_01524,0,0.9,,
m_01525,0,1.25,,
m_01526,0,0.94,,
m_01527,0,3.44,,
m_01528,0,2.33,,
m_01529,0,2.51,,
m_01530,0,76.06,,
m_01531,0,0.48,,
m_01532,0,2.44,,
m_01533,0,9.28,,
m_01534,0,2.4,,
m_01535,0,0.06,,
m_01536,0,0.76,,
m_01537,0,2.29,,
m_01538,0,6.2,,
m_01539,0,0.62,,
m_01540,0,0.76,,
m_01541,0,0.54,,
m_01542,0,585.87,,
m_01543,0,0.36,,
m_01544,0,25.73,,
m_01545,0,56.83,,
m_01546,0,1.14,,
m_01547,0,0.7,,
m_01548,0,0.63,,
m_01549,0,123.31,,
m_01550,0,2.98,,
m_01551,0,20.51,,
m_01552,0,0.43,,
m_01553,0,4.97,,
m_01554,0,1.71,,
m_01555,0,1.43,,
m_01556,0,1.61,,
m_01557,0,0.97,,
m_01558,0,0.22,,
m_01559,0,2.02,,
m_01560,0,0.23,,
m_01561,0,0.85,,
m_01562,0,0.67,,
m_01563,0,3.48,,
m_01564,0,114.66,,
m_01565,0,1.96,,
m_01566,1,0.14,2025-11-09 00:00:00,onboarding
m_01567,0,0.59,,
m_01568,0,1.89,,
m_01569,0,2.73,,
m_01570,0,139.68,,
m_01571,0,5.57,,
m_01572,0,1.08,,
m_01573,0,0.94,,
m_01574,0,0.41,,
m_01575,0,1.39,,
m_01576,0,38.18,,
m_01577,0,4.87,,
m_01578,0,274.24,,
m_01579,0,5.27,,
m_01580,0,3.91,,
m_01581,0,2.21,,
m_01582,0,3.42,,
m_01583,0,1.36,,
m_01584,1,0.25,2025-07-03 00:00:00,onboarding
m_01585,0,0.09,,
m_01586,0,8.14,,
m_01587,0,2.15,,
m_01588,0,3.49,,
m_01589,0,5.31,,
m_01590,0,35.02,,
m_01591,0,101.61,,
m_01592,0,0.86,,
m_01593,0,2.73,,
m_01594,0,3.06,,
m_01595,0,4.1,,
m_01596,0,1.23,,
m_01597,0,5.12,,
m_01598,0,5.34,,
m_01599,0,4.5,,
m_01600,0,3.19,,
m_01601,0,0.4,,
m_01602,0,5.91,,
m_01603,0,2.4,,
m_01604,0,138.48,,
m_01605,0,3.19,,
m_01606,0,0.32,,
m_01607,0,1.01,,
m_01608,0,3.52,,
m_01609,0,2.68,,
m_01610,0,0.92,,
m_01611,0,1.93,,
m_01612,0,2.43,,
m_01613,0,3.88,,
m_01614,0,0.33,,
m_01615,0,0.65,,
m_01616,0,0.63,,
m_01617,0,102.84,,
m_01618,0,2.22,,
m_01619,0,0.97,,
m_01620,0,5.23,,
m_01621,0,1.95,,
m_01622,0,5.16,,
m_01623,0,0.33,,
m_01624,0,0.23,,
m_01625,0,18.52,,
m_01626,0,5.61,,
m_01627,0,0.93,,
m_01628,0,82.65,,
m_01629,0,2.79,,
m_01630,0,2.79,,
m_01631,0,0.55,,
m_01632,0,2.66,,
m_01633,0,7.35,,
m_01634,0,0.84,,
m_01635,0,0.38,,
m_01636,0,7.55,,
m_01637,0,2.02,,
m_01638,0,4.08,,
m_01639,0,68.33,,
m_01640,0,39.52,,
m_01641,0,3.57,,
m_01642,0,174.29,,
m_01643,1,0.9,2025-02-14 00:00:00,onboarding
m_01644,0,0.58,,
m_01645,0,2.43,,
m_01646,0,7.21,,
m_01647,0,1.61,,
m_01648,0,1.72,,
m_01649,0,6.74,,
m_01650,0,5.49,,
m_01651,0,606.21,,
m_01652,0,3.4,,
m_01653,0,5.69,,
m_01654,0,2.26,,
m_01655,0,1.05,,
m_01656,0,0.4,,
m_01657,0,2.16,,
m_01658,0,1.54,,
m_01659,0,234.79,,
m_01660,1,3.09,2025-04-30 00:00:00,onboarding
m_01661,0,5.58,,
m_01662,0,5.41,,
m_01663,0,289.37,,
m_01664,0,3.87,,
m_01665,0,2.99,,
m_01666,0,8.41,,
m_01667,0,3.29,,
m_01668,0,5.17,,
m_01669,0,0.64,,
m_01670,0,65.02,,
m_01671,0,71.96,,
m_01672,0,0.13,,
m_01673,0,2.45,,
m_01674,0,0.51,,
m_01675,0,3.52,,
m_01676,0,7.09,,
m_01677,0,384.09,,
m_01678,0,9.31,,
m_01679,0,2.37,,
m_01680,0,0.47,,
m_01681,0,73.38,,
m_01682,0,6.87,,
m_01683,0,13.24,,
m_01684,0,0.07,,
m_01685,0,4.33,,
m_01686,0,0.4,,
m_01687,0,1.05,,
m_01688,0,0.02,,
m_01689,0,0.48,,
m_01690,0,1.47,,
m_01691,0,0.56,,
m_01692,0,9.8,,
m_01693,0,0.42,,
m_01694,0,0.38,,
m_01695,0,3.2,,
m_01696,0,5.8,,
m_01697,0,4.13,,
m_01698,0,2.09,,
m_01699,1,12.87,2025-06-27 22:00:00,post onboarding
m_01700,0,196.88,,
m_01701,0,3.93,,
m_01702,0,3.82,,
m_01703,0,0.15,,
m_01704,0,0.53,,
m_01705,0,1.83,,
m_01706,0,2.32,,
m_01707,0,4.22,,
m_01708,0,0.39,,
m_01709,0,3.05,,
m_01710,0,3.2,,
m_01711,0,4.46,,
m_01712,0,2.55,,
m_01713,0,0.2,,
m_01714,0,0.97,,
m_01715,0,69.66,,
m_01716,0,3.08,,
m_01717,0,2.6,,
m_01718,0,0.65,,
m_01719,0,33.45,,
m_01720,0,3.57,,
m_01721,0,2.52,,
m_01722,0,1.22,,
m_01723,1,6.52,2026-03-02 17:00:00,post onboarding
m_01724,0,0.93,,
m_01725,0,1.44,,
m_01726,0,1.11,,
m_01727,0,1.71,,
m_01728,0,1.49,,
m_01729,0,0.02,,
m_01730,0,0.98,,
m_01731,0,6.25,,
m_01732,0,1.11,,
m_01733,0,5.57,,
m_01734,0,1.53,,
m_01735,0,0.32,,
m_01736,0,46.74,,
m_01737,0,0.48,,
m_01738,0,2.29,,
m_01739,0,2.61,,
m_01740,0,2.25,,
m_01741,0,8.51,,
m_01742,0,1.11,,
m_01743,0,0.05,,
m_01744,0,3.52,,
m_01745,1,5.05,2025-09-13 09:00:00,post onboarding
m_01746,0,2.28,,
m_01747,0,0.01,,
m_01748,0,2.68,,
m_01749,0,0.54,,
m_01750,1,1.86,2025-12-17 00:00:00,post onboarding
m_01751,0,0.49,,
m_01752,0,1.98,,
m_01753,0,6.02,,
m_01754,0,0.67,,
m_01755,0,1.09,,
m_01756,0,2.7,,
m_01757,0,5.82,,
m_01758,0,1.22,,
m_01759,0,0.47,,
m_01760,0,1.23,,
m_01761,0,1.77,,
m_01762,1,4.65,2025-10-12 08:00:00,post onboarding
m_01763,0,0.53,,
m_01764,1,0.93,2025-09-08 00:00:00,onboarding
m_01765,0,0.8,,
m_01766,0,8.89,,
m_01767,0,1.33,,
m_01768,0,2.3,,
m_01769,0,5.41,,
m_01770,0,0.57,,
m_01771,0,1.72,,
m_01772,0,8.94,,
m_01773,0,1.57,,
m_01774,0,4.27,,
m_01775,0,2.96,,
m_01776,0,2.47,,
m_01777,0,1.31,,
m_01778,0,1.36,,
m_01779,0,4.24,,
m_01780,0,2.87,,
m_01781,1,1.78,2025-07-01 00:00:00,onboarding
m_01782,0,1.93,,
m_01783,0,1.44,,
m_01784,0,2.55,,
m_01785,0,12.17,,
m_01786,0,0.65,,
m_01787,0,4.78,,
m_01788,0,0.81,,
m_01789,0,3.85,,
m_01790,0,3.1,,
m_01791,1,2278.07,2025-06-12 20:00:00,post onboarding
m_01792,0,4.11,,
m_01793,0,6.11,,
m_01794,0,329.7,,
m_01795,0,48.61,,
m_01796,0,2.83,,
m_01797,0,0.87,,
m_01798,0,1.28,,
m_01799,0,61.12,,
m_01800,0,6.11,,
m_01801,0,4.82,,
m_01802,0,0.95,,
m_01803,0,0.05,,
m_01804,0,1.27,,
m_01805,0,1.77,,
m_01806,0,1.09,,
m_01807,1,0.32,2025-07-17 00:00:00,onboarding
m_01808,0,3.05,,
m_01809,0,0.84,,
m_01810,0,397.82,,
m_01811,0,242.23,,
m_01812,0,1.46,,
m_01813,0,2.4,,
m_01814,0,17.38,,
m_01815,0,2.56,,
m_01816,0,0.97,,
m_01817,0,0.68,,
m_01818,0,0.54,,
m_01819,0,2.19,,
m_01820,0,9.81,,
m_01821,0,1.34,,
m_01822,0,35.3,,
m_01823,1,4.34,2025-11-27 14:00:00,post onboarding
m_01824,0,85.28,,
m_01825,0,99.15,,
m_01826,0,2.37,,
m_01827,0,5.9,,
m_01828,0,6.78,,
m_01829,0,0.17,,
m_01830,0,0.07,,
m_01831,0,0.75,,
m_01832,0,1.75,,
m_01833,0,5.91,,
m_01834,0,0.97,,
m_01835,0,1.49,,
m_01836,0,1.65,,
m_01837,0,3.86,,
m_01838,0,4.52,,
m_01839,0,5.79,,
m_01840,0,0.77,,
m_01841,0,0.26,,
m_01842,0,12.6,,
m_01843,1,1.07,2025-09-30 00:00:00,onboarding
m_01844,1,7.16,2025-09-24 01:00:00,post onboarding
m_01845,0,0.45,,
m_01846,0,1.14,,
m_01847,0,4.02,,
m_01848,0,154.89,,
m_01849,0,5.07,,
m_01850,0,7.4,,
m_01851,0,0.36,,
m_01852,0,14.38,,
m_01853,0,158.25,,
m_01854,0,1.25,,
m_01855,0,7.47,,
m_01856,0,0.51,,
m_01857,0,3.88,,
m_01858,0,4.15,,
m_01859,0,6.05,,
m_01860,0,3.19,,
m_01861,0,4.81,,
m_01862,0,1.35,,
m_01863,0,4.21,,
m_01864,0,0.88,,
m_01865,0,10.27,,
m_01866,0,0.27,,
m_01867,0,0.83,,
m_01868,0,1.07,,
m_01869,0,1.77,,
m_01870,0,0.57,,
m_01871,0,0.33,,
m_01872,0,15.99,,
m_01873,0,5.04,,
m_01874,0,47.92,,
m_01875,0,1.52,,
m_01876,0,1.98,,
m_01877,0,5.78,,
m_01878,0,2.51,,
m_01879,0,3.87,,
m_01880,0,2.07,,
m_01881,0,3.66,,
m_01882,0,0.52,,
m_01883,0,0.83,,
m_01884,0,0.61,,
m_01885,0,0.6,,
m_01886,0,1.75,,
m_01887,0,2.47,,
m_01888,0,1.61,,
m_01889,0,15.71,,
m_01890,0,0.6,,
m_01891,0,0.8,,
m_01892,0,0.18,,
m_01893,0,2.39,,
m_01894,0,1.34,,
m_01895,0,0.72,,
m_01896,0,56.01,,
m_01897,1,0.01,2026-01-02 00:00:00,onboarding
m_01898,0,1.49,,
m_01899,0,2.4,,
m_01900,0,1.38,,
m_01901,0,1.13,,
m_01902,0,1.11,,
m_01903,0,1.2,,
m_01904,0,4.59,,
m_01905,0,2.52,,
m_01906,0,12.24,,
m_01907,0,158.27,,
m_01908,0,1.95,,
m_01909,0,3.05,,
m_01910,0,10.1,,
m_01911,0,1.95,,
m_01912,0,4.97,,
m_01913,0,8.44,,
m_01914,0,3.0,,
m_01915,1,1.27,2025-10-19 00:00:00,onboarding
m_01916,1,1.02,2025-12-29 00:00:00,onboarding
m_01917,0,5.65,,
m_01918,0,3.81,,
m_01919,0,0.85,,
m_01920,0,2.93,,
m_01921,0,1.35,,
m_01922,0,71.87,,
m_01923,0,0.57,,
m_01924,0,1.37,,
m_01925,0,7.81,,
m_01926,0,4.42,,
m_01927,0,5.91,,
m_01928,0,5.31,,
m_01929,0,2.07,,
m_01930,1,4.2,2026-05-12 21:00:00,post onboarding
m_01931,0,3.24,,
m_01932,1,1.02,2025-12-05 14:00:00,post onboarding
m_01933,0,0.04,,
m_01934,0,2.94,,
m_01935,0,1.69,,
m_01936,0,9.21,,
m_01937,0,0.38,,
m_01938,0,0.05,,
m_01939,0,1.83,,
m_01940,0,3.25,,
m_01941,0,0.12,,
m_01942,0,6.7,,
m_01943,0,8.4,,
m_01944,0,1.31,,
m_01945,0,0.0,,
m_01946,0,102.98,,
m_01947,1,150.15,2025-11-25 14:00:00,post onboarding
m_01948,0,1.52,,
m_01949,0,8.68,,
m_01950,0,2.3,,
m_01951,1,0.35,2025-08-22 00:00:00,onboarding
m_01952,0,1.48,,
m_01953,0,2.17,,
m_01954,0,18.52,,
m_01955,0,6.89,,
m_01956,0,2.23,,
m_01957,0,112.91,,
m_01958,0,1.21,,
m_01959,0,0.62,,
m_01960,0,8.59,,
m_01961,0,5.32,,
m_01962,0,0.36,,
m_01963,0,1.69,,
m_01964,0,0.54,,
m_01965,0,386.21,,
m_01966,0,3.79,,
m_01967,0,1.53,,
m_01968,0,1.14,,
m_01969,0,1.61,,
m_01970,0,1.45,,
m_01971,0,3.31,,
m_01972,0,4.36,,
m_01973,0,0.15,,
m_01974,0,750.28,,
m_01975,0,3.33,,
m_01976,0,7.35,,
m_01977,0,1.77,,
m_01978,0,0.46,,
m_01979,0,1.78,,
m_01980,0,43.16,,
m_01981,0,7.74,,
m_01982,0,3.0,,
m_01983,0,55.64,,
m_01984,0,2.19,,
m_01985,0,0.98,,
m_01986,0,0.78,,
m_01987,0,1.12,,
m_01988,0,3.81,,
m_01989,0,0.07,,
m_01990,0,28.7,,
m_01991,0,263.97,,
m_01992,0,1.04,,
m_01993,0,4.2,,
m_01994,0,0.12,,
m_01995,0,0.46,,
m_01996,0,4.37,,
m_01997,0,8.35,,
m_01998,0,0.85,,
m_01999,0,3.58,,
m_02000,0,709.79,,
m_02001,0,71.88,,
m_02002,0,0.98,,
m_02003,0,2.96,,
m_02004,0,0.72,,
m_02005,0,5.64,,
m_02006,0,13.93,,
m_02007,0,5.9,,
m_02008,1,1625.78,2025-11-02 06:00:00,post onboarding
m_02009,0,72.22,,
m_02010,0,119.69,,
m_02011,0,49.22,,
m_02012,0,14.76,,
m_02013,0,1.55,,
m_02014,0,1.86,,
m_02015,1,5.22,2026-01-16 01:00:00,post onboarding
m_02016,0,1.13,,
m_02017,0,3.82,,
m_02018,0,4.65,,
m_02019,0,1.3,,
