dispute_id,transaction_id,merchant_id,dispute_open_ts,dispute_amount,dispute_reason,dispute_outcome,dispute_close_ts,is_fraud_dispute
d_0000258,t_0023978,m_01562,2025-10-04 13:05:00,68.19,not_received,won,2025-10-20 13:05:00,False
d_0000259,t_0024040,m_01564,2026-01-05 10:59:00,349.86,fraud,lost,2026-02-01 10:59:00,True
d_0000260,t_0024060,m_01564,2026-03-21 17:38:00,274.81,fraud,won,2026-04-18 17:38:00,True
d_0000261,t_0024178,m_01570,2025-07-22 01:08:00,243.64,not_as_described,won,2025-08-14 01:08:00,False
d_0000262,t_0024194,m_01570,2025-08-11 12:06:00,238.23,processing_error,lost,2025-09-24 12:06:00,False
d_0000263,t_0024271,m_01576,2026-01-14 01:04:00,119.4,fraud,lost,2026-02-16 01:04:00,True
d_0000264,t_0024300,m_01576,2026-04-15 00:34:00,278.92,not_as_described,won,2026-04-30 00:34:00,False
d_0000265,t_0024368,m_01578,2025-06-06 19:16:00,594.8,other,lost,2025-06-16 19:16:00,False
d_0000266,t_0024489,m_01591,2025-07-14 02:32:00,197.96,not_received,won,2025-08-09 02:32:00,False
d_0000267,t_0024519,m_01591,2025-08-18 06:07:00,174.97,fraud,lost,2025-09-19 06:07:00,True
d_0000268,t_0024696,m_01604,2026-02-05 09:15:00,323.74,fraud,lost,2026-03-02 09:15:00,True
d_0000269,t_0024821,m_01617,2026-02-01 15:48:00,312.56,not_received,lost,2026-03-08 15:48:00,False
d_0000270,t_0025129,m_01637,2025-05-27 16:39:00,123.45,not_as_described,won,2025-06-17 16:39:00,False
d_0000271,t_0025165,m_01639,2026-03-06 15:50:00,131.3,other,lost,2026-04-04 15:50:00,False
d_0000272,t_0025179,m_01640,2026-02-03 23:01:00,147.08,not_received,lost,2026-03-01 23:01:00,False
d_0000273,t_0025300,m_01653,2025-08-07 10:56:00,808.84,fraud,won,2025-09-01 10:56:00,True
d_0000274,t_0025327,m_01653,2025-10-01 17:03:00,378.77,other,won,2025-10-16 17:03:00,False
d_0000275,t_0025367,m_01658,2026-01-04 17:11:00,331.33,not_as_described,won,2026-01-17 17:11:00,False
d_0000276,t_0025417,m_01660,2025-08-10 22:09:00,197.03,other,pending,,False
d_0000277,t_0025448,m_01662,2026-04-09 08:33:00,414.52,fraud,won,2026-05-08 08:33:00,True
d_0000278,t_0025487,m_01663,2025-09-03 04:45:00,428.74,not_received,lost,2025-09-30 04:45:00,False
d_0000279,t_0025601,m_01670,2025-02-25 00:18:00,238.91,not_received,won,2025-04-09 00:18:00,False
d_0000280,t_0025620,m_01670,2025-04-16 15:19:00,184.41,fraud,lost,2025-05-01 15:19:00,True
d_0000281,t_0025640,m_01671,2026-03-27 04:37:00,159.8,other,lost,2026-04-12 04:37:00,False
d_0000282,t_0025654,m_01672,2025-05-30 12:00:00,476.33,not_received,won,2025-06-17 12:00:00,False
d_0000283,t_0025665,m_01673,2026-01-16 17:41:00,84.15,other,won,2026-02-04 17:41:00,False
d_0000284,t_0025764,m_01677,2026-04-11 08:43:00,868.01,fraud,lost,2026-05-21 08:43:00,True
d_0000285,t_0025809,m_01681,2025-12-04 08:11:00,256.25,fraud,lost,2025-12-27 08:11:00,True
d_0000286,t_0025930,m_01693,2025-09-16 12:39:00,196.29,other,pending,,False
d_0000287,t_0026231,m_01714,2026-02-06 13:07:00,98.07,fraud,won,2026-03-19 13:07:00,True
d_0000288,t_0026251,m_01715,2025-03-10 12:46:00,182.69,fraud,lost,2025-03-31 12:46:00,True
d_0000289,t_0026351,m_01719,2025-12-24 21:14:00,36.93,not_received,lost,2026-01-08 21:14:00,False
d_0000290,t_0026358,m_01719,2026-02-27 11:33:00,96.45,fraud,lost,2026-04-10 11:33:00,True
d_0000291,t_0026913,m_01762,2025-09-29 08:53:00,120.43,other,pending,,False
d_0000292,t_0026999,m_01771,2026-02-13 00:33:00,197.7,not_as_described,won,2026-03-20 00:33:00,False
d_0000293,t_0027274,m_01786,2025-09-06 22:55:00,207.69,other,won,2025-10-10 22:55:00,False
d_0000294,t_0027305,m_01787,2025-07-15 23:49:00,95.94,not_as_described,won,2025-08-05 23:49:00,False
d_0000295,t_0027395,m_01791,2025-05-31 15:53:00,756.45,fraud,lost,2025-06-11 15:53:00,True
d_0000296,t_0027411,m_01791,2025-06-16 17:53:00,451.04,fraud,lost,2025-06-26 17:53:00,True
d_0000297,t_0027415,m_01791,2025-06-18 23:16:00,475.96,fraud,won,2025-06-28 23:16:00,True
d_0000298,t_0027485,m_01794,2026-05-10 11:42:00,985.03,fraud,lost,2026-05-26 11:42:00,True
d_0000299,t_0027505,m_01795,2025-12-25 17:09:00,118.71,not_received,lost,2026-02-01 17:09:00,False
d_0000300,t_0027571,m_01799,2025-08-08 19:21:00,255.63,not_as_described,lost,2025-09-21 19:21:00,False
d_0000301,t_0027739,m_01810,2025-05-17 15:48:00,891.0,fraud,lost,2025-06-30 15:48:00,True
d_0000302,t_0027840,m_01814,2025-04-29 15:08:00,209.06,not_as_described,won,2025-05-27 15:08:00,False
d_0000303,t_0027881,m_01816,2026-02-25 01:58:00,39.89,not_as_described,won,2026-04-05 01:58:00,False
d_0000304,t_0027968,m_01822,2025-06-23 22:13:00,118.83,fraud,lost,2025-07-19 22:13:00,True
d_0000305,t_0027990,m_01824,2025-06-04 07:12:00,1009.92,not_received,won,2025-07-01 07:12:00,False
d_0000306,t_0028008,m_01824,2025-09-04 14:26:00,267.44,not_received,lost,2025-09-24 14:26:00,False
d_0000307,t_0028122,m_01830,2025-08-21 16:31:00,183.95,not_as_described,won,2025-09-16 16:31:00,False
d_0000308,t_0028407,m_01850,2025-11-21 15:14:00,33.43,fraud,won,2026-01-01 15:14:00,True
d_0000309,t_0028532,m_01863,2025-12-03 19:25:00,331.04,not_as_described,pending,,False
d_0000310,t_0028556,m_01868,2025-12-29 23:53:00,247.37,fraud,pending,,True
d_0000311,t_0028627,m_01870,2025-05-09 09:03:00,100.34,processing_error,won,2025-05-21 09:03:00,False
d_0000312,t_0028675,m_01874,2026-01-01 13:38:00,29.6,fraud,lost,2026-02-05 13:38:00,True
d_0000313,t_0028835,m_01889,2026-02-10 20:58:00,50.59,not_received,lost,2026-02-25 20:58:00,False
d_0000314,t_0029037,m_01896,2025-06-30 01:36:00,120.57,fraud,lost,2025-07-27 01:36:00,True
d_0000315,t_0029264,m_01910,2025-06-25 15:41:00,193.21,not_received,won,2025-07-28 15:41:00,False
d_0000316,t_0029314,m_01917,2026-03-20 23:20:00,256.07,not_received,pending,,False
d_0000317,t_0029397,m_01930,2026-03-15 15:37:00,143.16,not_as_described,won,2026-04-23 15:37:00,False
d_0000318,t_0029510,m_01935,2025-11-08 22:20:00,882.48,not_received,won,2025-12-08 22:20:00,False
d_0000319,t_0029647,m_01945,2026-05-25 03:30:00,82.61,other,won,2026-06-06 03:30:00,False
d_0000320,t_0029663,m_01946,2026-03-30 12:58:00,278.86,not_as_described,lost,2026-04-19 12:58:00,False
d_0000321,t_0029711,m_01947,2025-11-14 09:00:00,174.2,fraud,lost,2025-12-07 09:00:00,True
d_0000322,t_0029723,m_01948,2025-04-06 12:54:00,436.16,processing_error,won,2025-05-07 12:54:00,False
d_0000323,t_0029755,m_01952,2025-07-21 11:16:00,87.57,not_received,won,2025-08-26 11:16:00,False
d_0000324,t_0029950,m_01965,2026-04-29 07:13:00,1362.64,not_received,lost,2026-06-01 07:13:00,False
d_0000325,t_0030017,m_01971,2026-02-06 23:54:00,103.38,fraud,pending,,True
d_0000326,t_0030070,m_01974,2025-05-26 13:17:00,756.9,fraud,lost,2025-06-11 13:17:00,True
d_0000327,t_0030076,m_01974,2025-06-25 05:31:00,1099.65,not_as_described,lost,2025-07-17 05:31:00,False
d_0000328,t_0030122,m_01975,2026-06-12 19:34:00,339.74,not_as_described,won,2026-07-09 19:34:00,False
d_0000329,t_0030173,m_01978,2026-05-11 14:10:00,113.06,not_as_described,won,2026-06-11 14:10:00,False
d_0000330,t_0030273,m_01983,2025-07-13 08:57:00,78.48,fraud,lost,2025-07-27 08:57:00,True
d_0000331,t_0030347,m_01985,2026-02-21 16:23:00,262.55,not_received,won,2026-04-04 16:23:00,False
d_0000332,t_0030364,m_01990,2025-05-05 16:39:00,62.22,fraud,lost,2025-05-28 16:39:00,True
d_0000333,t_0030431,m_01991,2026-03-24 15:56:00,143.85,not_as_described,lost,2026-04-18 15:56:00,False
d_0000334,t_0030432,m_01991,2026-03-11 19:46:00,386.31,not_received,lost,2026-04-04 19:46:00,False
d_0000335,t_0030644,m_02000,2025-08-23 01:26:00,2016.92,fraud,lost,2025-10-05 01:26:00,True
d_0000336,t_0030671,m_02001,2025-12-12 03:12:00,146.51,not_received,lost,2026-01-24 03:12:00,False
d_0000337,t_0030742,m_02008,2025-11-26 14:48:00,491.53,fraud,lost,2025-12-28 14:48:00,True
d_0000338,t_0030755,m_02008,2025-12-20 00:44:00,196.09,fraud,lost,2026-01-23 00:44:00,True
d_0000339,t_0030812,m_02010,2025-11-18 04:21:00,311.87,processing_error,won,2025-11-30 04:21:00,False
d_0000340,t_0030824,m_02010,2026-01-03 18:34:00,467.99,processing_error,lost,2026-02-09 18:34:00,False
d_0000341,t_0030859,m_02011,2025-06-28 12:25:00,91.31,fraud,lost,2025-08-02 12:25:00,True
d_0000342,t_0030927,m_02016,2025-04-16 12:30:00,203.0,fraud,pending,,True
d_0000343,t_0030988,m_02021,2025-12-21 09:25:00,224.79,processing_error,lost,2026-01-04 09:25:00,False
d_0000344,t_0030991,m_02021,2026-01-08 15:41:00,192.32,other,lost,2026-02-02 15:41:00,False
d_0000345,t_0030996,m_02023,2025-07-29 14:44:00,46.92,not_as_described,lost,2025-09-02 14:44:00,False
d_0000346,t_0031098,m_02027,2026-02-16 21:33:00,461.01,fraud,lost,2026-03-31 21:33:00,True
d_0000347,t_0031151,m_02028,2026-02-17 21:06:00,343.15,not_received,lost,2026-03-27 21:06:00,False
d_0000348,t_0031170,m_02028,2026-04-03 20:55:00,97.46,other,pending,,False
d_0000349,t_0031173,m_02028,2026-05-16 05:49:00,230.91,fraud,lost,2026-06-05 05:49:00,True
d_0000350,t_0031312,m_02041,2026-01-04 00:37:00,250.97,not_as_described,pending,,True
d_0000351,t_0031431,m_02050,2025-06-09 11:38:00,655.19,fraud,lost,2025-07-07 11:38:00,True
d_0000352,t_0031658,m_02075,2025-11-05 15:38:00,162.05,not_as_described,pending,,False
d_0000353,t_0031685,m_02079,2025-07-09 13:11:00,551.97,not_as_described,lost,2025-08-16 13:11:00,False
d_0000354,t_0031762,m_02086,2025-11-15 18:18:00,44.09,other,lost,2025-12-13 18:18:00,False
d_0000355,t_0031792,m_02089,2025-05-06 08:53:00,1465.93,fraud,lost,2025-06-13 08:53:00,True
d_0000356,t_0031861,m_02091,2025-07-20 10:49:00,113.83,not_received,pending,,False
d_0000357,t_0031910,m_02096,2025-04-21 09:12:00,68.93,fraud,lost,2025-05-21 09:12:00,True
d_0000358,t_0032022,m_02106,2026-03-09 23:58:00,175.16,other,lost,2026-03-31 23:58:00,False
d_0000359,t_0032027,m_02106,2026-03-06 02:25:00,55.04,processing_error,lost,2026-03-31 02:25:00,False
d_0000360,t_0032175,m_02115,2025-08-28 14:58:00,41.65,fraud,lost,2025-09-30 14:58:00,True
d_0000361,t_0032232,m_02119,2025-05-30 00:55:00,516.07,fraud,lost,2025-06-14 00:55:00,True
d_0000362,t_0032289,m_02123,2025-07-31 16:21:00,145.59,not_as_described,won,2025-08-26 16:21:00,False
d_0000363,t_0032292,m_02123,2025-11-09 22:14:00,261.75,other,won,2025-12-17 22:14:00,False
d_0000364,t_0032316,m_02125,2025-04-29 23:42:00,71.98,not_received,pending,,False
d_0000365,t_0032327,m_02125,2025-07-18 22:39:00,200.78,fraud,lost,2025-08-07 22:39:00,True
d_0000366,t_0032335,m_02126,2025-10-29 01:39:00,484.52,not_as_described,won,2025-12-06 01:39:00,False
d_0000367,t_0032385,m_02129,2025-03-17 10:02:00,174.65,fraud,pending,,True
d_0000368,t_0032716,m_02151,2025-12-08 10:52:00,114.84,fraud,lost,2025-12-20 10:52:00,True
d_0000369,t_0032723,m_02151,2025-12-14 21:42:00,289.29,processing_error,won,2026-01-22 21:42:00,False
d_0000370,t_0032728,m_02151,2025-12-14 23:40:00,145.83,processing_error,pending,,False
d_0000371,t_0032800,m_02160,2025-08-01 10:08:00,1026.98,not_received,won,2025-08-25 10:08:00,False
d_0000372,t_0032828,m_02163,2025-12-30 16:02:00,51.36,fraud,won,2026-01-10 16:02:00,True
d_0000373,t_0032863,m_02164,2025-10-30 22:04:00,275.15,fraud,won,2025-12-12 22:04:00,True
d_0000374,t_0032910,m_02168,2025-04-26 03:53:00,371.17,fraud,lost,2025-05-26 03:53:00,True
d_0000375,t_0032939,m_02169,2025-06-27 03:01:00,206.58,not_received,won,2025-07-10 03:01:00,False
d_0000376,t_0032981,m_02175,2025-09-11 17:46:00,320.57,other,lost,2025-10-06 17:46:00,False
d_0000377,t_0033161,m_02193,2025-08-11 10:20:00,398.71,not_as_described,lost,2025-08-28 10:20:00,False
d_0000378,t_0033251,m_02200,2025-04-05 13:40:00,154.79,not_as_described,won,2025-05-07 13:40:00,False
d_0000379,t_0033253,m_02200,2025-05-29 14:21:00,257.75,not_received,won,2025-06-12 14:21:00,False
d_0000380,t_0033310,m_02207,2025-07-05 09:34:00,447.69,not_received,pending,,False
d_0000381,t_0033321,m_02207,2025-06-19 08:23:00,604.84,not_received,won,2025-07-22 08:23:00,False
d_0000382,t_0033422,m_02212,2025-11-04 11:47:00,151.55,fraud,lost,2025-11-27 11:47:00,True
d_0000383,t_0033607,m_02220,2025-06-28 20:20:00,182.51,fraud,lost,2025-07-14 20:20:00,True
d_0000384,t_0033702,m_02229,2025-07-09 05:40:00,87.44,not_received,lost,2025-08-01 05:40:00,True
d_0000385,t_0033705,m_02229,2025-08-13 04:19:00,70.75,fraud,pending,,True
d_0000386,t_0033732,m_02231,2026-04-08 15:32:00,254.7,fraud,lost,2026-05-02 15:32:00,True
d_0000387,t_0033735,m_02231,2026-04-09 02:57:00,89.42,not_received,lost,2026-05-23 02:57:00,False
d_0000388,t_0034037,m_02244,2025-02-25 09:38:00,559.27,processing_error,lost,2025-03-16 09:38:00,False
d_0000389,t_0034055,m_02246,2026-01-25 21:17:00,1330.21,processing_error,pending,,False
d_0000390,t_0034061,m_02246,2026-01-14 05:53:00,1248.45,not_as_described,won,2026-02-02 05:53:00,False
d_0000391,t_0034124,m_02247,2025-11-13 11:46:00,333.0,fraud,lost,2025-12-24 11:46:00,True
d_0000392,t_0034211,m_02253,2025-08-09 22:57:00,209.25,not_received,lost,2025-08-19 22:57:00,False
d_0000393,t_0034322,m_02260,2025-08-12 01:42:00,627.56,fraud,lost,2025-09-21 01:42:00,True
d_0000394,t_0034587,m_02271,2025-12-14 21:29:00,603.65,fraud,lost,2025-12-27 21:29:00,True
d_0000395,t_0034798,m_02292,2026-01-06 05:33:00,111.23,fraud,lost,2026-01-22 05:33:00,True
d_0000396,t_0034860,m_02294,2025-11-02 08:34:00,113.69,not_received,pending,,False
d_0000397,t_0034951,m_02296,2025-09-05 18:45:00,283.35,not_as_described,pending,,False
d_0000398,t_0035036,m_02299,2025-12-03 01:33:00,317.11,fraud,lost,2025-12-16 01:33:00,True
d_0000399,t_0035049,m_02299,2025-12-20 16:46:00,158.41,not_as_described,won,2026-01-06 16:46:00,False
d_0000400,t_0035128,m_02305,2025-06-15 13:29:00,95.82,not_received,pending,,False
d_0000401,t_0035277,m_02315,2026-01-14 01:26:00,218.37,processing_error,lost,2026-02-04 01:26:00,False
d_0000402,t_0035317,m_02317,2026-02-15 12:57:00,93.84,other,lost,2026-03-13 12:57:00,False
d_0000403,t_0035510,m_02337,2025-11-06 14:30:00,589.71,processing_error,won,2025-12-08 14:30:00,False
d_0000404,t_0035526,m_02338,2025-04-01 05:13:00,424.78,fraud,lost,2025-05-08 05:13:00,True
d_0000405,t_0035849,m_02357,2026-05-09 22:09:00,220.08,not_as_described,pending,,False
d_0000406,t_0035988,m_02367,2025-05-09 10:38:00,115.22,not_received,lost,2025-06-06 10:38:00,False
d_0000407,t_0036148,m_02375,2025-09-17 08:45:00,412.44,not_received,won,2025-10-06 08:45:00,False
d_0000408,t_0036165,m_02375,2025-11-23 17:11:00,754.51,fraud,won,2025-12-11 17:11:00,True
d_0000409,t_0036219,m_02379,2025-08-13 20:37:00,535.38,not_as_described,pending,,False
d_0000410,t_0036280,m_02382,2025-06-01 20:34:00,505.66,other,won,2025-07-06 20:34:00,False
d_0000411,t_0036360,m_02383,2025-08-02 06:33:00,206.01,fraud,lost,2025-09-14 06:33:00,True
d_0000412,t_0036373,m_02383,2025-08-11 09:20:00,615.7,not_received,won,2025-09-03 09:20:00,False
d_0000413,t_0036384,m_02383,2025-09-08 22:48:00,96.51,other,lost,2025-09-29 22:48:00,False
d_0000414,t_0036542,m_02392,2026-02-01 02:45:00,212.13,fraud,won,2026-02-15 02:45:00,True
d_0000415,t_0036629,m_02397,2025-08-15 04:38:00,39.9,other,won,2025-09-03 04:38:00,False
d_0000416,t_0036875,m_02410,2025-09-02 21:20:00,285.65,other,pending,,False
d_0000417,t_0036919,m_02413,2026-05-29 21:23:00,171.94,not_as_described,won,2026-06-27 21:23:00,False
d_0000418,t_0036955,m_02416,2025-12-05 13:45:00,183.65,fraud,lost,2026-01-05 13:45:00,True
d_0000419,t_0036960,m_02416,2025-12-06 15:08:00,66.2,fraud,won,2026-01-17 15:08:00,True
d_0000420,t_0036991,m_02417,2025-10-29 04:51:00,538.97,not_as_described,won,2025-11-29 04:51:00,False
d_0000421,t_0037018,m_02417,2026-01-26 02:33:00,996.01,processing_error,won,2026-03-06 02:33:00,False
d_0000422,t_0037155,m_02423,2025-10-23 09:17:00,1291.22,fraud,lost,2025-11-17 09:17:00,True
d_0000423,t_0037318,m_02428,2025-05-01 11:17:00,154.06,other,won,2025-06-10 11:17:00,False
d_0000424,t_0037555,m_02444,2026-02-09 12:18:00,578.88,fraud,won,2026-03-22 12:18:00,True
d_0000425,t_0037582,m_02445,2025-12-31 18:28:00,304.8,not_received,lost,2026-02-10 18:28:00,True
d_0000426,t_0037598,m_02445,2026-02-03 00:17:00,463.77,not_as_described,lost,2026-03-01 00:17:00,False
d_0000427,t_0037616,m_02445,2026-02-06 13:04:00,225.3,not_received,lost,2026-03-09 13:04:00,False
d_0000428,t_0037649,m_02446,2026-02-28 22:58:00,151.03,not_as_described,won,2026-03-30 22:58:00,False
d_0000429,t_0037667,m_02448,2025-10-13 04:17:00,297.0,fraud,pending,,True
d_0000430,t_0037803,m_02454,2025-11-16 06:39:00,296.2,not_as_described,won,2025-12-18 06:39:00,False
d_0000431,t_0037882,m_02458,2025-12-29 10:47:00,78.34,not_received,lost,2026-01-11 10:47:00,True
d_0000432,t_0037888,m_02458,2026-02-27 07:45:00,349.29,not_received,pending,,False
d_0000433,t_0037954,m_02464,2026-04-06 08:46:00,206.54,fraud,won,2026-05-20 08:46:00,True
d_0000434,t_0038019,m_02468,2025-11-19 03:58:00,149.43,not_as_described,lost,2025-11-30 03:58:00,False
d_0000435,t_0038241,m_02481,2025-09-26 04:38:00,287.23,other,won,2025-11-02 04:38:00,False
d_0000436,t_0038283,m_02484,2026-02-01 02:13:00,111.33,fraud,won,2026-03-06 02:13:00,True
d_0000437,t_0038398,m_02489,2025-08-16 18:55:00,535.23,not_as_described,won,2025-09-25 18:55:00,False
d_0000438,t_0038421,m_02490,2026-02-20 03:57:00,429.78,fraud,lost,2026-03-15 03:57:00,True
d_0000439,t_0038442,m_02490,2026-04-07 19:26:00,229.59,processing_error,won,2026-05-08 19:26:00,False
d_0000440,t_0038570,m_02493,2026-04-21 05:30:00,152.11,fraud,pending,,True
d_0000441,t_0038746,m_02512,2026-02-14 18:45:00,1180.67,fraud,lost,2026-03-23 18:45:00,True
d_0000442,t_0038776,m_02513,2026-03-07 16:15:00,488.89,not_as_described,won,2026-03-30 16:15:00,False
d_0000443,t_0038812,m_02515,2025-10-20 09:48:00,253.57,not_as_described,lost,2025-11-21 09:48:00,False
d_0000444,t_0038836,m_02516,2025-08-26 12:53:00,642.69,fraud,won,2025-10-06 12:53:00,True
d_0000445,t_0038916,m_02519,2025-11-17 01:55:00,194.45,not_as_described,pending,,False
d_0000446,t_0038923,m_02519,2025-12-14 09:56:00,101.17,not_received,pending,,False
d_0000447,t_0038978,m_02523,2025-09-21 05:44:00,70.94,not_received,won,2025-10-19 05:44:00,False
d_0000448,t_0039004,m_02524,2026-02-07 03:59:00,52.18,fraud,won,2026-02-24 03:59:00,True
d_0000449,t_0039048,m_02528,2025-08-30 15:31:00,99.92,processing_error,lost,2025-09-12 15:31:00,False
d_0000450,t_0039086,m_02530,2025-04-20 22:42:00,113.35,processing_error,won,2025-05-24 22:42:00,False
d_0000451,t_0039120,m_02532,2025-08-15 05:47:00,169.71,not_received,lost,2025-09-16 05:47:00,False
d_0000452,t_0039124,m_02533,2026-02-14 15:14:00,545.43,fraud,pending,,True
d_0000453,t_0039284,m_02544,2025-02-27 05:36:00,285.47,not_received,won,2025-03-20 05:36:00,False
d_0000454,t_0039408,m_02553,2025-07-05 20:37:00,72.46,fraud,pending,,True
d_0000455,t_0039436,m_02555,2025-07-18 21:31:00,125.05,fraud,lost,2025-08-26 21:31:00,True
d_0000456,t_0039542,m_02563,2025-04-26 13:07:00,220.32,other,won,2025-05-08 13:07:00,False
d_0000457,t_0039594,m_02566,2026-01-16 17:17:00,57.45,processing_error,won,2026-02-21 17:17:00,False
d_0000458,t_0039610,m_02566,2026-03-29 07:30:00,106.32,not_as_described,won,2026-04-16 07:30:00,False
d_0000459,t_0039755,m_02576,2025-09-06 01:56:00,75.55,not_received,lost,2025-09-19 01:56:00,False
d_0000460,t_0039882,m_02583,2025-10-26 11:28:00,62.2,other,won,2025-11-09 11:28:00,False
d_0000461,t_0040213,m_02618,2026-03-09 00:14:00,240.95,fraud,lost,2026-04-05 00:14:00,True
d_0000462,t_0040371,m_02630,2025-12-09 15:45:00,54.52,other,lost,2026-01-09 15:45:00,False
d_0000463,t_0040451,m_02635,2025-05-19 08:58:00,153.24,processing_error,won,2025-07-01 08:58:00,False
d_0000464,t_0040476,m_02638,2026-01-27 20:46:00,207.81,not_received,won,2026-03-10 20:46:00,False
d_0000465,t_0040485,m_02639,2026-02-08 17:40:00,57.98,not_as_described,pending,,False
d_0000466,t_0040535,m_02645,2026-01-27 02:08:00,88.33,fraud,won,2026-03-06 02:08:00,True
d_0000467,t_0040566,m_02648,2025-11-07 15:42:00,133.73,not_as_described,won,2025-11-25 15:42:00,False
d_0000468,t_0040614,m_02649,2026-02-10 06:24:00,319.11,other,won,2026-03-09 06:24:00,False
d_0000469,t_0040639,m_02649,2026-03-16 23:52:00,310.21,fraud,lost,2026-04-12 23:52:00,True
d_0000470,t_0041044,m_02677,2025-08-24 03:36:00,83.36,not_as_described,won,2025-09-18 03:36:00,False
d_0000471,t_0041075,m_02678,2025-05-03 00:07:00,47.48,other,won,2025-06-05 00:07:00,False
d_0000472,t_0041087,m_02681,2025-10-23 13:04:00,175.99,fraud,lost,2025-11-26 13:04:00,True
d_0000473,t_0041091,m_02682,2025-06-18 20:26:00,252.46,other,lost,2025-06-28 20:26:00,False
d_0000474,t_0041158,m_02684,2025-06-21 01:59:00,822.36,other,won,2025-07-11 01:59:00,False
d_0000475,t_0041276,m_02689,2025-06-25 13:07:00,484.39,fraud,lost,2025-07-31 13:07:00,True
d_0000476,t_0041549,m_02712,2026-03-05 22:04:00,134.2,other,won,2026-04-14 22:04:00,False
d_0000477,t_0041618,m_02716,2025-07-07 09:11:00,127.31,fraud,lost,2025-08-15 09:11:00,True
d_0000478,t_0041740,m_02724,2025-11-21 10:58:00,120.04,not_received,lost,2025-12-04 10:58:00,False
d_0000479,t_0041812,m_02727,2026-01-03 11:09:00,1003.77,other,won,2026-02-10 11:09:00,False
d_0000480,t_0041935,m_02732,2026-02-11 17:42:00,404.85,not_as_described,won,2026-03-13 17:42:00,False
d_0000481,t_0042115,m_02742,2026-02-07 00:55:00,131.22,fraud,lost,2026-03-12 00:55:00,True
d_0000482,t_0042124,m_02742,2026-03-16 00:15:00,209.48,processing_error,won,2026-04-13 00:15:00,False
d_0000483,t_0042152,m_02742,2026-05-29 03:16:00,114.83,not_received,lost,2026-06-18 03:16:00,False
d_0000484,t_0042301,m_02755,2025-12-22 19:33:00,72.78,not_as_described,lost,2026-01-27 19:33:00,False
d_0000485,t_0042428,m_02766,2026-03-25 03:46:00,107.28,other,won,2026-04-30 03:46:00,False
d_0000486,t_0042452,m_02767,2025-09-29 14:30:00,1668.23,not_received,won,2025-10-24 14:30:00,False
d_0000487,t_0042540,m_02771,2026-04-11 16:15:00,225.29,fraud,won,2026-05-06 16:15:00,True
d_0000488,t_0042656,m_02779,2025-06-02 17:57:00,1040.78,other,won,2025-06-27 17:57:00,False
d_0000489,t_0042853,m_02792,2025-12-24 11:04:00,951.97,not_as_described,won,2026-01-07 11:04:00,False
d_0000490,t_0042988,m_02801,2026-04-06 14:50:00,350.12,not_received,lost,2026-05-06 14:50:00,False
d_0000491,t_0043443,m_02831,2025-12-25 00:09:00,565.38,fraud,lost,2026-02-05 00:09:00,True
d_0000492,t_0043569,m_02837,2026-03-26 15:29:00,192.01,not_as_described,pending,,False
d_0000493,t_0043771,m_02848,2026-02-08 14:49:00,63.27,fraud,lost,2026-03-21 14:49:00,True
d_0000494,t_0044050,m_02867,2025-10-22 13:17:00,280.93,fraud,lost,2025-11-02 13:17:00,True
d_0000495,t_0044096,m_02867,2026-01-30 11:35:00,67.03,processing_error,won,2026-02-23 11:35:00,False
d_0000496,t_0044149,m_02870,2025-05-08 10:52:00,418.86,not_received,pending,,False
d_0000497,t_0044212,m_02872,2025-06-22 09:16:00,397.91,not_received,lost,2025-07-26 09:16:00,False
d_0000498,t_0044387,m_02880,2025-06-30 18:46:00,110.57,not_as_described,pending,,False
d_0000499,t_0044530,m_02893,2025-05-03 00:39:00,187.61,other,won,2025-06-04 00:39:00,False
d_0000500,t_0044576,m_02895,2025-12-24 10:31:00,275.35,fraud,lost,2026-01-20 10:31:00,True
d_0000501,t_0044594,m_02897,2025-05-11 21:56:00,42.16,fraud,lost,2025-06-14 21:56:00,True
d_0000502,t_0044829,m_02910,2025-05-09 15:10:00,798.29,fraud,lost,2025-06-01 15:10:00,True
d_0000503,t_0044888,m_02920,2025-07-22 01:07:00,61.26,fraud,lost,2025-08-08 01:07:00,True
d_0000504,t_0044949,m_02923,2026-01-30 20:45:00,61.16,processing_error,lost,2026-03-10 20:45:00,False
d_0000505,t_0045015,m_02929,2025-07-09 08:27:00,174.37,other,won,2025-07-19 08:27:00,False
d_0000506,t_0045058,m_02929,2025-10-04 00:49:00,465.46,processing_error,lost,2025-11-02 00:49:00,False
d_0000507,t_0045129,m_02934,2025-06-01 11:55:00,221.0,not_received,pending,,False
d_0000508,t_0045340,m_02956,2025-12-16 21:51:00,117.52,not_received,won,2026-01-20 21:51:00,False
d_0000509,t_0045344,m_02956,2026-01-14 11:32:00,345.5,fraud,lost,2026-02-04 11:32:00,True
d_0000510,t_0045378,m_02958,2026-02-16 13:37:00,126.37,fraud,won,2026-03-16 13:37:00,True
d_0000511,t_0045638,m_02979,2025-03-09 02:52:00,199.4,fraud,won,2025-04-22 02:52:00,True
d_0000512,t_0045691,m_02984,2025-08-21 15:51:00,169.14,fraud,lost,2025-10-04 15:51:00,True
d_0000513,t_0045729,m_02986,2026-01-06 09:41:00,109.63,processing_error,won,2026-01-27 09:41:00,False
d_0000514,t_0045854,m_02995,2025-10-03 20:56:00,644.02,not_received,lost,2025-10-31 20:56:00,False
