merchant_id,merchant_name,merchant_email,onboarding_date,industry,country,platform,acquisition_channel,requested_limit,expected_aov,kyb_tier,approval_method,uw_decision,uw_decision_date,uw_reason_code
m_02411,Pioneer Hub,cezvxf@outlook.com,2025-01-08,home_goods,US,shopify,inbound,35889,396.28,med,manual,declined,2025-01-11,LIMIT_TOO_HIGH
m_02412,Pioneer Store,yynfziux@company.com,2025-09-07,electronics,US,shopify,inbound,25801,437.81,med,manual,approved,2025-09-13,
m_02413,Blue Collective,vwsqrle@merchant.com,2025-12-12,auto_parts,US,woocommerce,inbound,15423,263.96,low,auto,approved,2025-12-17,
m_02414,Acme Works,jyzchnbwok@store.com,2025-01-05,fashion,US,bigcommerce,inbound,114480,142.88,low,auto,approved,2025-01-12,
m_02415,Sunrise Goods,wwwktpv@merchant.com,2025-11-20,marketplace,US,magento,inbound,57560,147.06,low,auto,approved,2025-11-21,
m_02416,Oak Direct,ggcwiicwp@merchant.com,2025-09-29,electronics,US,shopify,inbound,57479,206.47,low,auto,approved,2025-10-06,
m_02417,Orbit Labs,qudxgvoww@store.com,2025-09-30,jewelry,US,magento,partner,155126,579.73,low,manual,approved,2025-10-01,
m_02418,River Outlet,piimvbkfyr@gmail.com,2025-04-25,travel,GB,magento,partner,19789,343.42,low,auto,approved,2025-04-28,
m_02419,Summit Co,mczbgwgrm@gmail.com,2025-10-28,fashion,US,shopify,self_serve,58345,132.68,med,auto,approved,2025-11-03,
m_02420,Cedar Co,pllhfqavrg@merchant.com,2025-09-05,auto_parts,US,shopify,inbound,63218,373.42,med,auto,approved,2025-09-10,
m_02421,Sunrise Collective,qsonnqaq@gmail.com,2025-10-27,jewelry,US,shopify,inbound,46570,549.01,med,auto,approved,2025-10-29,
m_02422,Acme Trading,pfvyztt@gmail.com,2025-12-15,marketplace,US,custom,inbound,23353,131.69,low,auto,approved,2025-12-19,
m_02423,Orbit Depot,dssqpggeh@gmail.com,2025-07-10,electronics,GB,shopify,partner,119184,498.48,low,manual,approved,2025-07-12,
m_02424,Lumen Shop,smvqsfxr@merchant.com,2025-12-28,auto_parts,GB,shopify,self_serve,52150,332.09,high,manual,approved,2026-01-02,
m_02425,Nimbus Market,bbrewuu@yahoo.com,2025-05-02,electronics,AU,magento,inbound,61506,437.94,low,auto,approved,2025-05-09,
m_02426,Pioneer Goods,pjpkiyt@gmail.com,2025-07-22,health_beauty,US,shopify,outbound,135430,99.86,low,manual,approved,2025-07-28,
m_02427,Vertex Supply,ycxbux@company.com,2025-12-02,home_goods,US,bigcommerce,self_serve,88845,307.1,low,manual,approved,2025-12-04,
m_02428,Nimbus Co,ydpeol@outlook.com,2025-01-26,fashion,US,magento,self_serve,67204,206.36,low,manual,approved,2025-01-26,
m_02429,Oak Supply,opreay@outlook.com,2025-04-05,fashion,US,bigcommerce,inbound,26001,108.75,low,auto,approved,2025-04-12,
m_02430,Sunrise Depot,cxbljdlt@merchant.com,2025-01-23,digital_goods,CA,woocommerce,partner,15505,81.49,high,manual,approved,2025-01-30,
m_02431,Blue Market,buhsndqod@company.com,2025-09-15,fashion,US,custom,inbound,52645,171.52,med,manual,declined,2025-09-19,LIMIT_TOO_HIGH
m_02432,Marlin Store,shdaqs@gmail.com,2025-04-10,travel,US,shopify,partner,118708,474.31,med,manual,approved,2025-04-17,
m_02433,Evergreen Works,nkbpffbhtm@company.com,2025-02-28,fashion,CA,shopify,inbound,43341,89.26,med,auto,approved,2025-02-28,
m_02434,Orbit Boutique,narmvgpe@company.com,2025-02-04,jewelry,US,shopify,inbound,104460,433.54,low,manual,approved,2025-02-08,
m_02435,Nimbus Store,lebjboj@store.com,2025-09-27,marketplace,US,shopify,self_serve,118540,165.73,med,manual,approved,2025-10-01,
m_02436,Apex Depot,aoslzuq@gmail.com,2025-04-16,home_goods,US,bigcommerce,self_serve,29217,356.89,low,auto,approved,2025-04-20,
m_02437,Summit Supply,pxdlcgaz@merchant.com,2025-12-10,jewelry,US,woocommerce,inbound,56136,574.41,high,auto,approved,2025-12-12,
m_02438,Orbit Hub,kbljolxu@gmail.com,2025-11-20,electronics,US,custom,inbound,86147,524.12,low,auto,approved,2025-11-23,
m_02439,River Labs,beksgtv@store.com,2025-05-05,electronics,US,shopify,inbound,63020,373.7,low,auto,declined,2025-05-09,INCONCLUSIVE
m_02440,Blue Shop,mmvkhokkkw@outlook.com,2025-04-23,auto_parts,US,shopify,inbound,109836,270.14,low,auto,declined,2025-04-24,LIMIT_TOO_HIGH
m_02441,Evergreen Co,nalkgy@store.com,2025-11-19,marketplace,AU,bigcommerce,outbound,95174,155.18,med,auto,approved,2025-11-25,
m_02442,Lumen Hub,hiauhxe@merchant.com,2025-05-01,marketplace,US,shopify,inbound,35228,200.42,high,manual,approved,2025-05-04,
m_02443,Sunrise Labs,cnwsjplza@store.com,2025-08-01,marketplace,US,bigcommerce,inbound,47555,164.8,low,auto,approved,2025-08-04,
m_02444,Orbit Boutique,qpjkslarq@company.com,2025-10-31,jewelry,US,shopify,partner,72222,647.06,low,auto,approved,2025-11-02,
m_02445,Lumen Boutique,rmtqsepd@company.com,2025-11-09,auto_parts,US,shopify,inbound,180108,317.69,med,auto,approved,2025-11-14,
m_02446,Evergreen Works,wlxgsayfs@store.com,2025-10-05,jewelry,CA,shopify,outbound,38409,374.89,low,auto,approved,2025-10-08,
m_02447,Blue Trading,vrbefuqdn@yahoo.com,2025-08-11,electronics,GB,custom,partner,36519,342.2,low,auto,declined,2025-08-12,HIGH_RISK
m_02448,Nimbus Supply,qpfyex@gmail.com,2025-04-28,marketplace,US,bigcommerce,outbound,24910,155.41,med,auto,approved,2025-04-30,
m_02449,Lumen Depot,dnwlacre@merchant.com,2025-03-30,travel,GB,custom,inbound,66745,464.05,med,auto,approved,2025-04-03,
m_02450,River Outlet,ljaxubkz@outlook.com,2025-07-03,home_goods,US,magento,inbound,127134,304.76,low,manual,approved,2025-07-04,
m_02451,Evergreen Collective,lqajmp@yahoo.com,2025-12-28,marketplace,US,woocommerce,outbound,108547,168.23,low,auto,approved,2025-12-29,
m_02452,Marlin Co,yrqljueom@company.com,2025-07-24,digital_goods,AU,custom,inbound,122216,73.5,high,auto,approved,2025-07-29,
m_02453,Cedar Goods,qiikjg@company.com,2025-05-26,electronics,US,shopify,partner,78665,504.72,low,auto,approved,2025-05-31,
m_02454,Nimbus Shop,ovfkal@merchant.com,2025-09-21,home_goods,US,custom,inbound,87171,269.58,high,auto,approved,2025-09-24,
m_02455,Acme Co,uccndjjebc@temp-mail.org,2025-02-25,health_beauty,AU,bigcommerce,inbound,70189,83.96,low,manual,approved,2025-02-25,
m_02456,Marlin Market,pqflrmcpq@store.com,2025-02-18,services,US,woocommerce,inbound,23128,212.04,med,manual,approved,2025-02-24,
m_02457,Summit Direct,xtlxxdroq@company.com,2025-05-15,digital_goods,US,salesforce_cc,inbound,60339,63.65,low,auto,approved,2025-05-17,
m_02458,Blue Market,afbwbqpc@merchant.com,2025-10-03,fashion,US,shopify,inbound,39530,154.08,med,auto,approved,2025-10-08,
m_02459,Apex Co,vvsimso@outlook.com,2025-11-05,home_goods,US,shopify,self_serve,30092,334.5,low,manual,approved,2025-11-12,
m_02460,Nimbus Hub,qywgmliwp@company.com,2025-02-05,electronics,US,bigcommerce,self_serve,52366,534.52,med,manual,approved,2025-02-10,
m_02461,Apex Outlet,vciegzq@gmail.com,2025-02-21,fashion,US,bigcommerce,self_serve,60570,97.23,med,auto,declined,2025-02-28,INCONCLUSIVE
m_02462,Nimbus Labs,axmsyeh@store.com,2025-08-03,health_beauty,US,magento,inbound,40217,77.72,med,auto,approved,2025-08-10,
m_02463,Evergreen Goods,djcvcte@outlook.com,2025-09-27,jewelry,US,shopify,inbound,87110,487.06,med,manual,declined,2025-09-28,LIMIT_TOO_HIGH
m_02464,Vertex Depot,gdekipyqc@yahoo.com,2025-12-11,fashion,US,woocommerce,self_serve,39827,166.87,low,auto,approved,2025-12-12,
m_02465,Vertex Co,bzjitzzw@store.com,2025-05-31,marketplace,GB,magento,inbound,42862,72.47,med,manual,approved,2025-06-03,
m_02466,Nimbus Shop,tuvuyef@merchant.com,2025-03-04,marketplace,US,shopify,outbound,68319,158.9,high,manual,approved,2025-03-06,
m_02467,Lumen Boutique,ooikawphde@store.com,2025-04-03,services,AU,woocommerce,self_serve,189785,194.4,high,manual,approved,2025-04-08,
m_02468,River Outlet,elinawi@store.com,2025-10-10,digital_goods,US,shopify,inbound,104222,138.88,low,auto,approved,2025-10-14,
m_02469,Oak Depot,jysbyotcsf@gmail.com,2025-08-28,health_beauty,US,woocommerce,outbound,85329,80.19,low,auto,approved,2025-08-30,
m_02470,Lumen Goods,nhxzzhpk@merchant.com,2025-05-23,auto_parts,GB,woocommerce,outbound,56673,257.99,high,manual,approved,2025-05-28,
m_02471,Vertex Depot,ykxyjdmau@temp-mail.org,2025-07-24,marketplace,US,custom,partner,59989,109.21,low,manual,declined,2025-07-31,MISSING_DOCS
m_02472,Lumen Direct,gvqjbej@gmail.com,2025-03-27,marketplace,US,salesforce_cc,partner,173645,150.95,low,auto,declined,2025-03-30,LIMIT_TOO_HIGH
m_02473,Lumen Direct,,2025-07-25,travel,GB,custom,outbound,41734,758.96,low,auto,approved,2025-08-01,
m_02474,Marlin Hub,pnjifa@outlook.com,2025-07-07,marketplace,GB,shopify,inbound,74292,187.53,low,manual,approved,2025-07-12,
m_02475,River Supply,ciqavse@company.com,2025-03-01,fashion,US,bigcommerce,self_serve,70430,129.88,low,manual,approved,2025-03-04,
m_02476,Nimbus Direct,qhdryqq@yahoo.com,2025-03-11,digital_goods,US,shopify,outbound,69741,135.73,low,auto,approved,2025-03-17,
m_02477,River Depot,qbkkybphi@outlook.com,2025-10-21,marketplace,US,shopify,inbound,86149,136.11,med,manual,approved,2025-10-23,
m_02478,Sunrise Outlet,oixwcdji@yahoo.com,2025-06-12,digital_goods,US,bigcommerce,inbound,96082,79.73,low,manual,approved,2025-06-13,
m_02479,Acme Direct,oysgrm@company.com,2025-02-19,travel,US,shopify,self_serve,230364,443.42,med,auto,approved,2025-02-25,
m_02480,River Goods,nykespwn@outlook.com,2025-08-02,electronics,US,shopify,self_serve,30602,363.36,low,manual,approved,2025-08-09,
m_02481,Sunrise Co,pladmkmgh@outlook.com,2025-07-02,marketplace,US,salesforce_cc,inbound,100226,114.01,low,manual,approved,2025-07-04,
m_02482,Nimbus Hub,bxfivk@gmail.com,2025-10-09,fashion,US,woocommerce,outbound,144466,128.26,low,auto,approved,2025-10-09,
m_02483,Orbit Store,aytvvxbujb@gmail.com,2025-02-25,services,AU,shopify,inbound,46282,248.96,med,manual,declined,2025-02-25,INCONCLUSIVE
m_02484,Lumen Store,hjmeqga@merchant.com,2025-10-25,fashion,CA,shopify,inbound,70232,143.19,low,manual,approved,2025-10-28,
m_02485,Lumen Store,vvvcvzvpn@temp-mail.org,2025-11-28,digital_goods,AU,custom,inbound,57703,65.03,med,auto,approved,2025-12-03,
m_02486,Pioneer Boutique,pqiljwferr@merchant.com,2025-11-21,health_beauty,US,bigcommerce,inbound,75637,99.45,med,auto,approved,2025-11-25,
m_02487,Vertex Depot,gihauyt@store.com,2025-02-26,digital_goods,CA,shopify,self_serve,54168,53.25,med,auto,approved,2025-02-28,
m_02488,Blue Boutique,lifnyk@gmail.com,2025-06-27,travel,US,salesforce_cc,inbound,9754,431.69,high,manual,approved,2025-07-01,
m_02489,Orbit Goods,qcaoyhy@merchant.com,2025-05-08,services,US,shopify,partner,77524,208.56,low,auto,approved,2025-05-15,
m_02490,Apex Shop,wpskygcshc@sharklasers.com,2025-11-30,travel,US,shopify,inbound,37700,295.9,med,auto,approved,2025-12-01,
m_02491,Nimbus Depot,rebvex@mailinator.com,2025-11-24,electronics,US,custom,partner,86041,380.35,med,auto,approved,2025-11-25,
m_02492,Sunrise Hub,bxupuos@gmail.com,2025-11-24,services,US,woocommerce,outbound,48587,138.16,low,auto,approved,2025-11-29,
m_02493,Pioneer Trading,kvrohz@gmail.com,2025-11-12,fashion,US,shopify,partner,75910,161.41,low,auto,approved,2025-11-17,
m_02494,Blue Store,hmkubezsx@yahoo.com,2025-06-28,health_beauty,US,custom,inbound,47493,82.6,low,manual,approved,2025-07-02,
m_02495,River Supply,tozsctpvxl@gmail.com,2025-01-08,health_beauty,CA,shopify,partner,57295,86.85,low,auto,declined,2025-01-08,HIGH_RISK
m_02496,River Store,puhdczvavw@sharklasers.com,2025-02-09,marketplace,US,bigcommerce,self_serve,66510,180.83,low,manual,approved,2025-02-09,
m_02497,Nimbus Collective,jluchesdi@gmail.com,2025-03-23,fashion,US,shopify,inbound,68377,167.03,low,auto,approved,2025-03-26,
m_02498,Blue Works,oaflokwbt@company.com,2025-05-14,services,US,woocommerce,outbound,78160,168.17,med,auto,approved,2025-05-19,
m_02499,Nimbus Labs,zdmsfneblz@sharklasers.com,2025-07-09,services,US,custom,self_serve,44796,194.54,med,manual,approved,2025-07-16,
m_02500,Summit Store,abepfb@mailinator.com,2025-09-30,electronics,US,bigcommerce,inbound,76995,554.67,low,auto,approved,2025-10-07,
m_02501,Oak Hub,hfnlvve@company.com,2025-03-26,auto_parts,GB,shopify,inbound,35183,328.8,low,manual,approved,2025-03-31,
m_02502,Oak Supply,jhozfd@yahoo.com,2025-07-24,electronics,US,woocommerce,self_serve,107222,407.51,low,auto,declined,2025-07-28,HIGH_RISK
m_02503,Cedar Market,hjamtmmq@company.com,2025-06-25,marketplace,US,shopify,inbound,106664,230.87,low,auto,declined,2025-06-29,MISSING_DOCS
m_02504,Apex Goods,orqrxy@outlook.com,2025-03-10,travel,CA,shopify,outbound,18628,382.98,med,manual,approved,2025-03-12,
m_02505,Sunrise Boutique,,2025-03-31,fashion,US,shopify,outbound,25249,163.48,low,manual,approved,2025-04-05,
m_02506,Orbit Depot,bkgxymvew@merchant.com,2025-11-11,services,US,woocommerce,outbound,193210,216.03,low,auto,approved,2025-11-15,
m_02507,Oak Market,qbeznmml@gmail.com,2025-06-25,marketplace,US,magento,inbound,126216,136.05,med,manual,declined,2025-07-02,MISSING_DOCS
m_02508,Orbit Store,galdri@outlook.com,2025-08-24,fashion,GB,custom,partner,61795,107.59,high,auto,declined,2025-08-24,LIMIT_TOO_HIGH
m_02509,Marlin Goods,dtkhzlgqsg@mailinator.com,2025-05-08,marketplace,CA,custom,outbound,46331,126.26,low,auto,approved,2025-05-10,
m_02510,Vertex Shop,fwtcauzezm@gmail.com,2025-02-16,digital_goods,US,shopify,outbound,30475,55.28,med,auto,declined,2025-02-22,LIMIT_TOO_HIGH
m_02511,Cedar Labs,tggsjmfcqf@store.com,2025-04-11,services,US,shopify,self_serve,53330,288.71,low,auto,approved,2025-04-16,
m_02512,Evergreen Market,cdmesg@outlook.com,2025-10-27,jewelry,US,bigcommerce,partner,33306,830.28,med,auto,approved,2025-10-29,
m_02513,River Shop,peqldxljwz@merchant.com,2025-11-17,jewelry,US,shopify,partner,116679,576.93,med,auto,approved,2025-11-22,
m_02514,Marlin Boutique,hrkqdyalb@outlook.com,2025-07-07,home_goods,US,woocommerce,inbound,62210,270.24,med,auto,approved,2025-07-10,
m_02515,Evergreen Depot,hfekanisg@company.com,2025-08-25,auto_parts,CA,woocommerce,partner,38523,405.8,med,auto,approved,2025-08-26,
m_02516,Oak Direct,jelorgtu@company.com,2025-05-11,auto_parts,US,woocommerce,outbound,79461,354.2,low,auto,approved,2025-05-14,
m_02517,River Market,pndxckab@store.com,2025-11-24,jewelry,US,custom,outbound,61117,570.05,med,auto,approved,2025-11-28,
m_02518,Evergreen Works,ytjekenqv@gmail.com,2025-07-11,electronics,US,shopify,partner,26071,433.79,high,manual,approved,2025-07-11,
m_02519,Marlin Market,kiokzvucm@merchant.com,2025-08-24,fashion,US,shopify,outbound,56695,116.21,med,auto,approved,2025-08-28,
m_02520,Oak Direct,maduxer@merchant.com,2025-07-17,fashion,US,magento,inbound,32824,139.91,med,manual,approved,2025-07-20,
m_02521,Nimbus Collective,thgthcqnfq@merchant.com,2025-07-20,electronics,US,woocommerce,outbound,62327,570.16,low,manual,approved,2025-07-27,
m_02522,Orbit Hub,tsnjlcwcx@temp-mail.org,2025-12-23,fashion,US,shopify,inbound,65370,227.53,low,manual,declined,2025-12-29,INCONCLUSIVE
m_02523,Nimbus Direct,skytlczuv@merchant.com,2025-07-11,digital_goods,AU,shopify,self_serve,48747,51.58,high,auto,approved,2025-07-11,
m_02524,Acme Trading,alpcpccd@company.com,2025-09-07,health_beauty,US,woocommerce,self_serve,27370,72.49,med,auto,approved,2025-09-07,
m_02525,Acme Store,zfinbjzjx@gmail.com,2025-06-03,travel,US,magento,outbound,40658,552.44,med,auto,approved,2025-06-06,
m_02526,River Market,sunuvx@company.com,2025-04-10,travel,US,custom,inbound,55728,561.8,low,auto,declined,2025-04-14,HIGH_RISK
m_02527,Vertex Boutique,efrwjd@mailinator.com,2025-02-23,marketplace,US,shopify,inbound,40647,99.92,med,auto,declined,2025-03-01,LIMIT_TOO_HIGH
m_02528,Apex Direct,phpjkhindi@store.com,2025-06-02,health_beauty,GB,magento,outbound,66756,117.01,low,auto,approved,2025-06-03,
m_02529,Lumen Direct,tpyhqb@company.com,2025-07-31,electronics,US,magento,inbound,170004,557.38,high,auto,approved,2025-08-03,
m_02530,Orbit Co,semvnpbdx@merchant.com,2025-02-10,fashion,US,custom,self_serve,72828,99.43,low,auto,approved,2025-02-16,
m_02531,Acme Collective,xqhgkhhrh@store.com,2025-12-14,fashion,US,shopify,partner,23422,110.93,low,auto,approved,2025-12-15,
m_02532,Apex Collective,txejlz@store.com,2025-05-10,travel,AU,shopify,inbound,58582,601.52,high,manual,approved,2025-05-13,
m_02533,Acme Labs,ammvgjc@outlook.com,2025-12-12,fashion,US,custom,outbound,73789,194.43,low,manual,approved,2025-12-13,
m_02534,Apex Depot,mvdgjcvaih@gmail.com,2025-10-22,electronics,US,shopify,self_serve,41483,338.41,low,manual,approved,2025-10-28,
m_02535,Summit Direct,znpjefqd@merchant.com,2025-02-10,home_goods,US,shopify,self_serve,42834,300.26,low,auto,declined,2025-02-15,MISSING_DOCS
m_02536,Nimbus Boutique,uxtuehx@temp-mail.org,2025-05-28,marketplace,CA,bigcommerce,inbound,68873,179.18,low,manual,approved,2025-05-29,
m_02537,Acme Goods,eemhijxs@gmail.com,2025-02-18,digital_goods,CA,custom,inbound,40091,57.65,med,manual,approved,2025-02-18,
m_02538,Orbit Hub,ovbjjldifb@company.com,2025-10-23,fashion,AU,custom,self_serve,112670,207.6,med,manual,approved,2025-10-28,
m_02539,Evergreen Goods,zdorvthfw@mailinator.com,2025-05-04,services,CA,shopify,inbound,28741,151.27,low,manual,approved,2025-05-04,
m_02540,Oak Depot,qqsdngpysc@company.com,2025-04-25,home_goods,US,custom,partner,321975,309.81,low,auto,declined,2025-04-27,POLICY
m_02541,Acme Store,moxofaxxi@gmail.com,2025-10-13,marketplace,AU,bigcommerce,inbound,53838,211.42,low,auto,approved,2025-10-16,
m_02542,Marlin Store,djidsxv@company.com,2025-08-16,marketplace,US,custom,partner,36840,197.55,med,manual,approved,2025-08-23,
m_02543,River Direct,freibkxnxo@gmail.com,2025-01-05,health_beauty,US,magento,outbound,31861,114.3,low,manual,approved,2025-01-08,
m_02544,Lumen Supply,cbpgersfz@store.com,2025-01-27,electronics,GB,shopify,inbound,67747,264.58,med,manual,approved,2025-02-02,
m_02545,Sunrise Co,veepnzv@company.com,2025-01-10,marketplace,US,bigcommerce,inbound,32285,258.67,low,manual,approved,2025-01-13,
m_02546,Acme Shop,qrjxfi@merchant.com,2025-02-18,health_beauty,US,custom,inbound,40428,123.73,med,auto,approved,2025-02-20,
m_02547,Evergreen Works,buxilvbey@outlook.com,2025-06-07,digital_goods,US,magento,inbound,100918,65.32,low,manual,declined,2025-06-09,INCONCLUSIVE
m_02548,Apex Supply,wyohac@store.com,2025-05-30,health_beauty,US,shopify,inbound,26030,96.33,med,auto,declined,2025-05-31,HIGH_RISK
m_02549,Cedar Market,vxavwb@yahoo.com,2025-05-10,services,US,magento,inbound,190116,134.45,low,auto,approved,2025-05-12,
m_02550,Blue Shop,ewphlxshw@merchant.com,2025-12-01,travel,CA,shopify,inbound,177492,459.62,low,auto,declined,2025-12-02,POLICY
m_02551,Oak Outlet,sgkolxga@company.com,2025-07-25,home_goods,US,magento,inbound,69295,354.86,med,auto,approved,2025-07-26,
m_02552,Apex Shop,lepblhmpjm@store.com,2025-09-17,services,CA,shopify,inbound,31589,191.8,high,manual,approved,2025-09-21,
m_02553,Lumen Trading,hxkxeugm@merchant.com,2025-03-05,fashion,US,magento,inbound,63993,113.98,low,auto,approved,2025-03-05,
m_02554,Pioneer Market,fxcyfqz@gmail.com,2025-03-22,auto_parts,US,shopify,outbound,119840,282.88,high,manual,declined,2025-03-27,MISSING_DOCS
m_02555,Nimbus Goods,bsokcmarg@store.com,2025-04-02,digital_goods,US,shopify,inbound,71628,45.78,low,auto,approved,2025-04-06,
m_02556,Blue Market,uerpmwuju@outlook.com,2025-04-19,electronics,US,custom,self_serve,77139,364.57,med,auto,approved,2025-04-25,
m_02557,Marlin Trading,mcaivbld@outlook.com,2025-09-22,health_beauty,US,bigcommerce,inbound,84402,88.1,low,auto,approved,2025-09-24,
m_02558,River Trading,glpobij@merchant.com,2025-01-17,digital_goods,US,salesforce_cc,inbound,144524,69.2,high,auto,approved,2025-01-19,
m_02559,Acme Goods,dxkyonc@company.com,2025-01-27,marketplace,US,magento,self_serve,33498,223.15,low,auto,approved,2025-01-28,
m_02560,Evergreen Outlet,huesdovhxo@company.com,2025-08-23,marketplace,GB,bigcommerce,partner,31465,112.12,med,auto,approved,2025-08-30,
m_02561,Pioneer Goods,iobgpycwzl@gmail.com,2025-02-19,fashion,US,custom,self_serve,45512,176.22,med,manual,approved,2025-02-22,
m_02562,Pioneer Co,cijnjah@store.com,2025-12-12,travel,US,shopify,inbound,45579,444.83,high,auto,declined,2025-12-14,MISSING_DOCS
m_02563,Orbit Labs,zlfwfvimm@gmail.com,2025-01-10,home_goods,US,bigcommerce,outbound,22369,339.87,med,manual,approved,2025-01-17,
m_02564,Summit Shop,smanbzzg@gmail.com,2025-08-23,fashion,US,shopify,partner,49697,181.69,med,auto,declined,2025-08-27,HIGH_RISK
m_02565,Acme Store,aqnvhpivi@company.com,2025-05-26,home_goods,US,shopify,inbound,247283,201.57,high,manual,approved,2025-05-29,
m_02566,Nimbus Shop,rukwim@gmail.com,2025-10-03,health_beauty,AU,shopify,inbound,182246,67.23,med,auto,approved,2025-10-03,
m_02567,Cedar Collective,rhvvov@merchant.com,2025-11-27,fashion,AU,shopify,self_serve,69367,149.82,high,manual,approved,2025-11-27,
m_02568,Vertex Goods,azobnoyu@company.com,2025-05-19,home_goods,US,salesforce_cc,inbound,82477,370.69,low,manual,approved,2025-05-21,
m_02569,Evergreen Shop,djeccotwu@outlook.com,2025-08-13,auto_parts,US,custom,outbound,48825,307.69,low,auto,approved,2025-08-16,
m_02570,Vertex Shop,bjbtxbw@gmail.com,2025-10-12,health_beauty,US,custom,inbound,32346,102.68,high,manual,approved,2025-10-12,
m_02571,Lumen Depot,lkyhet@store.com,2025-06-20,jewelry,US,bigcommerce,inbound,99842,643.85,low,auto,declined,2025-06-21,HIGH_RISK
m_02572,Lumen Shop,esmlwwu@store.com,2025-06-28,services,CA,magento,inbound,78847,158.2,low,manual,approved,2025-06-30,
m_02573,Summit Works,sgmglokjs@gmail.com,2025-05-19,home_goods,US,bigcommerce,self_serve,34705,241.31,low,manual,approved,2025-05-20,
m_02574,Nimbus Goods,ujvajztiie@temp-mail.org,2025-09-17,health_beauty,US,bigcommerce,inbound,70641,74.58,low,auto,approved,2025-09-23,
m_02575,Summit Outlet,qwcmccpa@store.com,2025-12-19,jewelry,US,bigcommerce,partner,24179,784.1,high,manual,approved,2025-12-25,
m_02576,Vertex Direct,aziyjvymjq@gmail.com,2025-04-05,digital_goods,US,magento,outbound,25579,58.25,med,auto,approved,2025-04-05,
m_02577,River Hub,cwlqas@store.com,2025-04-12,fashion,AU,magento,inbound,129735,146.08,low,auto,declined,2025-04-12,HIGH_RISK
m_02578,Nimbus Shop,xvgftngdp@merchant.com,2025-09-15,travel,US,custom,inbound,48918,703.34,low,auto,approved,2025-09-22,
m_02579,Nimbus Trading,weinjaqksi@yahoo.com,2025-05-17,jewelry,CA,magento,inbound,23265,452.36,med,manual,approved,2025-05-22,
m_02580,Blue Hub,,2025-03-27,marketplace,US,salesforce_cc,inbound,176523,175.62,med,auto,approved,2025-03-30,
m_02581,Vertex Store,rygevi@merchant.com,2025-01-24,jewelry,US,bigcommerce,outbound,76838,553.13,low,manual,approved,2025-01-24,
m_02582,Lumen Trading,nuxkge@gmail.com,2025-05-03,services,CA,bigcommerce,inbound,50959,265.78,low,manual,approved,2025-05-06,
m_02583,Blue Co,vzsgaumqm@outlook.com,2025-07-03,fashion,AU,shopify,inbound,44915,105.86,low,manual,approved,2025-07-07,
m_02584,Apex Depot,tcdbnsr@company.com,2025-04-14,services,US,magento,outbound,24847,94.26,med,manual,approved,2025-04-19,
m_02585,Sunrise Collective,gdtpuzjcg@gmail.com,2025-09-18,services,US,custom,inbound,106690,184.87,low,auto,approved,2025-09-18,
m_02586,Marlin Labs,maypak@store.com,2025-06-09,home_goods,US,bigcommerce,self_serve,49671,333.05,low,manual,approved,2025-06-09,
m_02587,Marlin Market,uqmsgwcyx@gmail.com,2025-04-30,home_goods,US,custom,outbound,75887,286.7,high,manual,declined,2025-05-04,INCONCLUSIVE
m_02588,Marlin Collective,yesgnwmp@gmail.com,2025-03-20,home_goods,US,custom,self_serve,41306,427.7,high,manual,approved,2025-03-25,
m_02589,Lumen Shop,cemevkjvwf@store.com,2025-05-28,electronics,US,shopify,inbound,42316,445.41,low,auto,declined,2025-06-01,LIMIT_TOO_HIGH
m_02590,Apex Goods,ehzihhd@gmail.com,2025-08-09,health_beauty,US,bigcommerce,inbound,39383,100.51,med,manual,declined,2025-08-13,POLICY
m_02591,Blue Direct,eldtkw@store.com,2025-08-07,services,GB,shopify,inbound,59415,324.79,med,auto,approved,2025-08-13,
m_02592,Summit Outlet,pakfsca@merchant.com,2025-08-24,electronics,US,woocommerce,inbound,137706,694.12,med,auto,approved,2025-08-29,
m_02593,Orbit Store,xjebuszm@company.com,2025-05-19,electronics,US,bigcommerce,outbound,67797,377.18,low,auto,approved,2025-05-26,
m_02594,Lumen Outlet,gejiio@company.com,2025-03-25,health_beauty,US,magento,inbound,86098,109.27,high,manual,approved,2025-03-26,
m_02595,Nimbus Outlet,pfdtffegn@store.com,2025-12-29,services,US,salesforce_cc,inbound,64427,272.3,med,auto,approved,2026-01-04,
m_02596,Marlin Shop,oplxfmob@store.com,2025-10-09,services,US,woocommerce,inbound,46072,282.03,low,auto,approved,2025-10-09,
m_02597,Acme Depot,denchowpd@merchant.com,2025-11-25,home_goods,US,woocommerce,partner,20447,292.29,low,manual,declined,2025-11-30,LIMIT_TOO_HIGH
m_02598,Orbit Depot,lvvklveltq@store.com,2025-08-31,fashion,US,shopify,self_serve,54662,217.68,high,auto,approved,2025-09-06,
m_02599,Blue Supply,czzxry@temp-mail.org,2025-10-23,fashion,US,magento,outbound,50790,131.87,med,manual,approved,2025-10-28,
m_02600,Apex Depot,ykkgfuekbu@store.com,2025-12-16,electronics,CA,woocommerce,inbound,119473,259.07,low,auto,declined,2025-12-20,LIMIT_TOO_HIGH
m_02601,Apex Shop,xktkbyn@merchant.com,2025-04-24,marketplace,US,shopify,inbound,118140,217.28,med,manual,declined,2025-04-24,KYC_FAIL
