refund_id,transaction_id,merchant_id,refund_ts,refund_amount,refund_reason,is_partial_refund
r_0000936,t_0030535,m_01995,2025-11-30 13:46:00,52.27,customer_request,False
r_0000937,t_0030581,m_01997,2025-12-30 07:26:00,270.35,other,False
r_0000938,t_0030639,m_02000,2025-07-26 03:20:00,418.77,suspected_fraud,False
r_0000939,t_0030690,m_02005,2025-10-03 00:58:00,296.5,customer_request,False
r_0000940,t_0030698,m_02005,2026-01-18 23:43:00,858.22,customer_request,False
r_0000941,t_0030738,m_02008,2025-10-13 06:10:00,400.75,return,False
r_0000942,t_0030773,m_02009,2025-08-30 03:32:00,1779.68,other,False
r_0000943,t_0030781,m_02009,2025-09-22 12:33:00,217.52,return,True
r_0000944,t_0030797,m_02009,2025-10-19 10:01:00,544.43,customer_request,False
r_0000945,t_0030799,m_02009,2025-11-03 14:18:00,478.74,return,False
r_0000946,t_0030824,m_02010,2025-11-09 06:34:00,467.99,return,False
r_0000947,t_0030825,m_02010,2025-12-02 15:05:00,187.57,suspected_fraud,True
r_0000948,t_0030827,m_02010,2025-11-17 11:23:00,795.66,other,False
r_0000949,t_0030832,m_02010,2025-12-31 23:08:00,261.19,customer_request,True
r_0000950,t_0030851,m_02011,2025-05-14 08:10:00,218.48,customer_request,False
r_0000951,t_0030854,m_02011,2025-05-26 07:18:00,34.24,customer_request,False
r_0000952,t_0030994,m_02021,2025-12-30 16:23:00,1009.48,customer_request,False
r_0000953,t_0031089,m_02027,2026-01-06 01:04:00,519.51,customer_request,False
r_0000954,t_0031132,m_02028,2026-01-06 05:09:00,508.96,return,False
r_0000955,t_0031157,m_02028,2026-02-13 08:03:00,305.52,service_issue,False
r_0000956,t_0031175,m_02028,2026-03-16 05:07:00,216.92,return,False
r_0000957,t_0031194,m_02029,2025-06-05 23:53:00,115.06,customer_request,False
r_0000958,t_0031345,m_02043,2025-05-27 19:51:00,254.42,customer_request,True
r_0000959,t_0031390,m_02049,2025-08-11 15:13:00,354.46,other,False
r_0000960,t_0031414,m_02049,2025-10-31 22:40:00,878.84,customer_request,False
r_0000961,t_0031480,m_02056,2025-04-21 19:59:00,354.8,other,False
r_0000962,t_0031562,m_02063,2025-11-26 03:03:00,46.96,return,True
r_0000963,t_0031563,m_02063,2025-12-24 00:58:00,138.24,return,False
r_0000964,t_0031600,m_02067,2025-06-24 04:23:00,40.99,return,True
r_0000965,t_0031669,m_02075,2026-01-28 16:27:00,151.5,service_issue,True
r_0000966,t_0031684,m_02079,2025-06-26 20:19:00,483.28,customer_request,False
r_0000967,t_0031725,m_02084,2025-11-01 23:52:00,563.85,service_issue,False
r_0000968,t_0031808,m_02089,2025-06-01 14:29:00,574.54,customer_request,False
r_0000969,t_0031810,m_02089,2025-05-31 04:01:00,113.28,customer_request,True
r_0000970,t_0031834,m_02090,2026-01-31 06:01:00,10.76,return,True
r_0000971,t_0031842,m_02090,2026-03-16 07:07:00,157.09,other,False
r_0000972,t_0031857,m_02091,2025-06-01 17:48:00,138.77,customer_request,False
r_0000973,t_0031860,m_02091,2025-06-14 21:38:00,215.06,customer_request,False
r_0000974,t_0031946,m_02099,2025-04-19 15:45:00,990.37,other,False
r_0000975,t_0031968,m_02101,2025-09-25 10:59:00,402.81,customer_request,False
r_0000976,t_0032034,m_02106,2026-03-10 16:10:00,169.81,service_issue,False
r_0000977,t_0032044,m_02107,2025-06-14 09:57:00,276.29,return,False
r_0000978,t_0032144,m_02112,2025-07-30 00:22:00,45.85,other,False
r_0000979,t_0032147,m_02113,2025-09-04 00:54:00,157.68,other,False
r_0000980,t_0032189,m_02116,2025-09-24 08:35:00,98.01,return,False
r_0000981,t_0032200,m_02116,2026-01-04 12:09:00,63.23,customer_request,False
r_0000982,t_0032243,m_02119,2025-04-21 02:50:00,160.07,customer_request,False
r_0000983,t_0032323,m_02125,2025-05-25 01:42:00,294.0,other,False
r_0000984,t_0032360,m_02126,2026-01-12 11:56:00,110.58,customer_request,False
r_0000985,t_0032487,m_02135,2025-11-09 12:54:00,399.1,return,False
r_0000986,t_0032489,m_02135,2025-10-31 18:46:00,80.76,service_issue,False
r_0000987,t_0032514,m_02136,2025-04-26 08:33:00,39.02,customer_request,True
r_0000988,t_0032522,m_02137,2025-05-12 21:45:00,618.45,return,False
r_0000989,t_0032538,m_02138,2025-04-10 00:13:00,113.53,suspected_fraud,True
r_0000990,t_0032551,m_02138,2025-05-06 09:03:00,181.75,other,False
r_0000991,t_0032576,m_02139,2025-11-13 14:52:00,681.51,customer_request,False
r_0000992,t_0032628,m_02145,2025-03-13 03:40:00,69.18,return,False
r_0000993,t_0032686,m_02147,2026-02-19 03:25:00,178.56,customer_request,False
r_0000994,t_0032692,m_02148,2025-12-05 21:24:00,251.88,return,False
r_0000995,t_0032698,m_02148,2026-02-19 00:32:00,289.74,customer_request,False
r_0000996,t_0032712,m_02150,2025-08-24 16:12:00,85.66,customer_request,False
r_0000997,t_0032774,m_02156,2025-04-11 18:04:00,314.24,customer_request,False
r_0000998,t_0032795,m_02160,2025-05-12 17:03:00,1146.55,customer_request,False
r_0000999,t_0032802,m_02162,2026-02-04 03:05:00,70.92,customer_request,False
r_0001000,t_0032818,m_02163,2025-09-06 02:32:00,246.62,service_issue,False
r_0001001,t_0032835,m_02163,2025-12-20 03:42:00,83.39,customer_request,True
r_0001002,t_0032849,m_02164,2025-07-24 10:22:00,401.89,other,False
r_0001003,t_0032899,m_02168,2025-04-01 23:07:00,299.8,service_issue,False
r_0001004,t_0032908,m_02168,2025-04-05 15:51:00,340.86,customer_request,False
r_0001005,t_0032944,m_02171,2026-01-20 09:21:00,130.0,customer_request,True
r_0001006,t_0032945,m_02171,2026-01-19 12:53:00,67.29,return,False
r_0001007,t_0032987,m_02175,2025-09-11 11:16:00,455.47,customer_request,False
r_0001008,t_0033023,m_02177,2025-10-27 20:49:00,538.0,customer_request,False
r_0001009,t_0033095,m_02184,2025-07-14 14:33:00,310.19,return,False
r_0001010,t_0033108,m_02189,2025-11-14 22:42:00,322.48,customer_request,False
r_0001011,t_0033179,m_02193,2025-08-01 03:58:00,187.13,suspected_fraud,False
r_0001012,t_0033208,m_02194,2025-12-03 04:30:00,308.66,return,True
r_0001013,t_0033249,m_02200,2025-03-12 01:02:00,60.95,customer_request,False
r_0001014,t_0033254,m_02204,2025-10-13 16:02:00,214.15,customer_request,False
r_0001015,t_0033259,m_02204,2025-12-11 16:20:00,69.81,customer_request,False
r_0001016,t_0033276,m_02205,2025-03-30 17:28:00,175.48,customer_request,False
r_0001017,t_0033310,m_02207,2025-05-09 08:34:00,447.69,other,False
r_0001018,t_0033327,m_02207,2025-06-24 13:41:00,270.58,customer_request,False
r_0001019,t_0033331,m_02207,2025-07-07 12:39:00,720.32,suspected_fraud,False
r_0001020,t_0033372,m_02208,2026-02-17 04:29:00,1872.12,customer_request,False
r_0001021,t_0033375,m_02208,2026-02-08 21:06:00,641.55,return,False
r_0001022,t_0033388,m_02210,2026-01-07 00:51:00,205.93,return,False
r_0001023,t_0033476,m_02216,2025-03-25 16:12:00,366.31,return,True
r_0001024,t_0033521,m_02218,2025-09-17 10:00:00,347.09,customer_request,False
r_0001025,t_0033594,m_02220,2025-05-31 20:54:00,447.0,customer_request,False
r_0001026,t_0033611,m_02221,2025-11-03 01:54:00,116.49,customer_request,False
r_0001027,t_0033642,m_02223,2026-02-28 11:00:00,728.75,customer_request,False
r_0001028,t_0033652,m_02224,2026-01-03 09:48:00,614.9,other,False
r_0001029,t_0033665,m_02225,2025-11-23 02:42:00,765.11,customer_request,False
r_0001030,t_0033674,m_02225,2025-12-19 03:39:00,162.82,other,False
r_0001031,t_0033685,m_02225,2025-12-23 05:20:00,1555.89,customer_request,False
r_0001032,t_0033703,m_02229,2025-07-20 06:44:00,68.44,suspected_fraud,False
r_0001033,t_0033712,m_02229,2025-10-09 03:51:00,76.08,return,False
r_0001034,t_0033743,m_02231,2026-04-03 11:34:00,64.17,return,True
r_0001035,t_0033769,m_02232,2025-06-21 23:12:00,949.0,return,False
r_0001036,t_0033773,m_02232,2025-06-16 05:45:00,428.79,customer_request,False
r_0001037,t_0033778,m_02232,2025-07-15 23:47:00,537.56,suspected_fraud,False
r_0001038,t_0033810,m_02232,2025-09-15 05:27:00,394.47,return,True
r_0001039,t_0033822,m_02234,2025-04-11 07:02:00,103.37,suspected_fraud,False
r_0001040,t_0033936,m_02239,2026-01-17 22:16:00,119.37,suspected_fraud,True
r_0001041,t_0033956,m_02239,2026-03-21 03:31:00,171.72,customer_request,False
r_0001042,t_0034043,m_02244,2025-03-15 18:23:00,349.41,other,False
r_0001043,t_0034080,m_02246,2026-01-21 21:45:00,879.94,customer_request,False
r_0001044,t_0034103,m_02246,2026-03-14 08:12:00,189.95,service_issue,True
r_0001045,t_0034117,m_02246,2026-03-28 16:34:00,467.26,other,True
r_0001046,t_0034141,m_02248,2025-05-09 15:58:00,369.63,customer_request,False
r_0001047,t_0034150,m_02249,2025-12-01 19:43:00,1460.6,customer_request,False
r_0001048,t_0034161,m_02249,2026-01-24 02:37:00,737.14,customer_request,False
r_0001049,t_0034168,m_02249,2026-02-10 17:51:00,677.4,return,False
r_0001050,t_0034184,m_02251,2025-10-31 07:15:00,28.35,other,True
r_0001051,t_0034200,m_02251,2026-01-17 19:59:00,82.23,customer_request,False
r_0001052,t_0034218,m_02253,2025-08-06 06:01:00,418.36,return,False
r_0001053,t_0034219,m_02253,2025-08-06 23:20:00,283.75,customer_request,False
r_0001054,t_0034253,m_02254,2025-10-29 08:43:00,113.12,return,False
r_0001055,t_0034266,m_02256,2026-04-11 23:27:00,132.25,customer_request,False
r_0001056,t_0034316,m_02259,2026-03-06 19:21:00,871.84,customer_request,False
r_0001057,t_0034365,m_02264,2026-01-30 00:05:00,446.42,service_issue,False
r_0001058,t_0034381,m_02265,2025-11-14 17:56:00,180.54,customer_request,False
r_0001059,t_0034435,m_02265,2026-03-13 17:04:00,254.1,customer_request,False
r_0001060,t_0034493,m_02267,2025-12-05 15:03:00,456.69,return,False
r_0001061,t_0034517,m_02269,2025-10-24 13:56:00,37.71,service_issue,True
r_0001062,t_0034599,m_02274,2025-10-08 20:04:00,770.29,return,True
r_0001063,t_0034603,m_02274,2025-10-15 19:35:00,174.74,customer_request,True
r_0001064,t_0034665,m_02279,2025-04-17 22:56:00,201.71,customer_request,False
r_0001065,t_0034676,m_02279,2025-06-01 21:42:00,82.36,return,True
r_0001066,t_0034681,m_02280,2025-05-29 19:15:00,108.0,return,True
r_0001067,t_0034695,m_02280,2025-07-13 07:21:00,489.68,service_issue,False
r_0001068,t_0034806,m_02293,2025-03-31 00:41:00,97.75,service_issue,True
r_0001069,t_0034827,m_02294,2025-07-12 10:56:00,572.6,other,False
r_0001070,t_0034844,m_02294,2025-08-28 11:45:00,345.34,return,False
r_0001071,t_0034871,m_02294,2025-11-17 20:52:00,578.39,customer_request,False
r_0001072,t_0034887,m_02295,2025-06-28 21:56:00,543.38,return,False
r_0001073,t_0034938,m_02296,2025-07-28 05:54:00,143.31,return,True
r_0001074,t_0034998,m_02299,2025-08-24 16:28:00,427.37,return,False
r_0001075,t_0035034,m_02299,2025-11-12 21:13:00,105.48,customer_request,False
r_0001076,t_0035051,m_02299,2025-12-16 09:32:00,138.36,return,False
r_0001077,t_0035074,m_02300,2026-02-04 22:22:00,85.67,customer_request,False
r_0001078,t_0035091,m_02302,2025-09-05 04:48:00,54.45,customer_request,False
r_0001079,t_0035165,m_02307,2025-08-07 00:02:00,218.61,customer_request,False
r_0001080,t_0035214,m_02313,2025-12-26 13:39:00,428.48,suspected_fraud,False
r_0001081,t_0035225,m_02313,2026-02-27 16:47:00,141.71,other,False
r_0001082,t_0035255,m_02314,2025-06-23 23:55:00,563.87,customer_request,False
r_0001083,t_0035331,m_02317,2026-04-20 11:57:00,505.26,return,False
r_0001084,t_0035339,m_02317,2026-05-13 14:16:00,123.75,customer_request,False
r_0001085,t_0035354,m_02318,2025-05-18 09:38:00,39.12,return,False
r_0001086,t_0035387,m_02322,2025-08-16 11:53:00,1199.05,customer_request,False
r_0001087,t_0035451,m_02332,2026-01-03 17:32:00,413.1,service_issue,False
r_0001088,t_0035507,m_02337,2025-10-07 13:42:00,96.0,return,True
r_0001089,t_0035540,m_02338,2025-04-24 16:18:00,793.63,return,True
r_0001090,t_0035549,m_02338,2025-05-14 12:36:00,2171.17,customer_request,False
r_0001091,t_0035566,m_02338,2025-05-30 21:08:00,1263.4,service_issue,False
r_0001092,t_0035607,m_02341,2025-09-24 16:43:00,812.21,customer_request,False
r_0001093,t_0035652,m_02342,2025-11-06 06:22:00,280.02,other,False
r_0001094,t_0035692,m_02346,2026-01-28 21:13:00,240.92,suspected_fraud,False
r_0001095,t_0035700,m_02346,2026-03-21 04:01:00,125.14,service_issue,True
r_0001096,t_0035786,m_02354,2025-12-18 01:21:00,35.56,other,True
r_0001097,t_0035835,m_02357,2026-01-28 21:43:00,159.57,customer_request,False
r_0001098,t_0035843,m_02357,2026-03-10 15:57:00,95.18,customer_request,True
r_0001099,t_0035908,m_02365,2025-04-11 00:11:00,29.42,suspected_fraud,True
r_0001100,t_0035916,m_02365,2025-04-27 03:24:00,81.32,other,True
r_0001101,t_0036010,m_02371,2025-05-12 22:28:00,445.27,return,False
r_0001102,t_0036040,m_02372,2025-08-01 16:19:00,146.82,customer_request,False
r_0001103,t_0036059,m_02372,2025-08-15 17:44:00,291.67,return,False
r_0001104,t_0036061,m_02372,2025-09-05 07:05:00,85.77,return,False
r_0001105,t_0036065,m_02372,2025-08-30 06:18:00,151.86,suspected_fraud,False
r_0001106,t_0036113,m_02373,2026-01-04 22:32:00,394.2,customer_request,False
r_0001107,t_0036152,m_02375,2025-10-14 08:25:00,268.22,customer_request,False
r_0001108,t_0036157,m_02375,2025-09-28 21:20:00,253.76,customer_request,False
r_0001109,t_0036181,m_02376,2026-01-22 12:53:00,667.66,service_issue,False
r_0001110,t_0036182,m_02376,2026-01-12 03:44:00,591.59,customer_request,False
r_0001111,t_0036242,m_02380,2025-03-03 22:34:00,68.55,customer_request,False
r_0001112,t_0036309,m_02382,2025-07-10 07:19:00,334.98,service_issue,False
r_0001113,t_0036341,m_02383,2025-06-26 11:32:00,432.94,customer_request,False
r_0001114,t_0036363,m_02383,2025-07-14 12:45:00,485.44,customer_request,False
r_0001115,t_0036427,m_02384,2025-08-29 23:50:00,86.69,other,True
r_0001116,t_0036468,m_02388,2025-04-04 07:50:00,345.99,customer_request,False
r_0001117,t_0036514,m_02391,2025-05-16 10:47:00,97.7,service_issue,False
r_0001118,t_0036561,m_02393,2025-11-11 21:20:00,52.18,other,False
r_0001119,t_0036623,m_02396,2025-08-11 22:20:00,80.27,service_issue,False
r_0001120,t_0036631,m_02397,2025-10-11 19:26:00,28.49,return,False
r_0001121,t_0036650,m_02399,2026-01-08 04:57:00,72.7,customer_request,False
r_0001122,t_0036701,m_02403,2025-06-26 04:59:00,697.37,customer_request,False
r_0001123,t_0036739,m_02405,2025-10-11 23:11:00,62.9,customer_request,True
r_0001124,t_0036762,m_02405,2025-11-25 01:58:00,167.45,suspected_fraud,False
r_0001125,t_0036783,m_02406,2026-02-22 00:44:00,788.28,customer_request,False
r_0001126,t_0036784,m_02406,2026-03-02 21:39:00,154.41,customer_request,True
r_0001127,t_0036785,m_02406,2026-04-05 04:51:00,532.6,customer_request,False
r_0001128,t_0036803,m_02407,2026-02-20 18:15:00,72.3,other,True
r_0001129,t_0036824,m_02408,2025-09-11 17:56:00,119.97,customer_request,False
r_0001130,t_0036845,m_02409,2026-03-24 02:56:00,611.57,other,False
r_0001131,t_0036849,m_02410,2025-04-16 07:26:00,245.88,return,False
r_0001132,t_0036885,m_02412,2025-11-05 04:52:00,300.31,return,True
r_0001133,t_0036915,m_02413,2026-03-30 05:55:00,229.3,customer_request,False
r_0001134,t_0036989,m_02417,2025-11-16 11:41:00,403.59,customer_request,False
r_0001135,t_0037014,m_02417,2025-12-10 21:14:00,584.81,other,False
r_0001136,t_0037049,m_02419,2025-11-28 04:47:00,307.43,suspected_fraud,False
r_0001137,t_0037095,m_02420,2025-12-11 18:00:00,179.77,customer_request,True
r_0001138,t_0037114,m_02421,2026-01-06 16:51:00,609.67,customer_request,False
r_0001139,t_0037120,m_02421,2026-01-24 22:24:00,264.57,customer_request,False
r_0001140,t_0037161,m_02423,2025-08-20 17:34:00,787.01,customer_request,False
r_0001141,t_0037181,m_02423,2025-10-04 10:13:00,426.99,suspected_fraud,False
r_0001142,t_0037189,m_02424,2026-01-17 18:56:00,377.45,customer_request,False
r_0001143,t_0037197,m_02424,2026-03-11 09:11:00,375.93,customer_request,False
r_0001144,t_0037310,m_02428,2025-03-16 13:40:00,93.96,return,False
r_0001145,t_0037335,m_02429,2025-08-20 01:16:00,171.26,other,True
r_0001146,t_0037363,m_02433,2025-04-27 00:40:00,59.74,other,False
r_0001147,t_0037384,m_02434,2025-03-06 06:31:00,246.64,other,False
r_0001148,t_0037399,m_02434,2025-03-10 22:00:00,738.42,customer_request,False
r_0001149,t_0037403,m_02434,2025-03-27 08:39:00,358.73,customer_request,True
r_0001150,t_0037419,m_02434,2025-04-05 15:29:00,211.21,other,False
r_0001151,t_0037429,m_02434,2025-04-19 00:00:00,214.79,customer_request,True
r_0001152,t_0037478,m_02437,2026-04-18 01:24:00,220.03,customer_request,False
r_0001153,t_0037531,m_02443,2025-09-12 14:23:00,124.5,customer_request,True
r_0001154,t_0037651,m_02446,2025-12-30 14:02:00,420.24,service_issue,False
r_0001155,t_0037666,m_02448,2025-09-11 14:40:00,107.45,customer_request,False
r_0001156,t_0037694,m_02450,2025-10-18 00:56:00,234.82,customer_request,False
r_0001157,t_0037735,m_02452,2025-09-27 17:29:00,60.52,suspected_fraud,True
r_0001158,t_0037766,m_02453,2025-07-27 01:44:00,193.85,return,True
r_0001159,t_0037775,m_02453,2025-08-01 13:45:00,162.9,customer_request,True
r_0001160,t_0037804,m_02454,2025-11-17 21:02:00,162.16,service_issue,False
r_0001161,t_0037868,m_02457,2025-10-09 12:33:00,54.07,return,False
r_0001162,t_0037874,m_02458,2025-11-26 07:03:00,80.97,return,False
r_0001163,t_0037889,m_02458,2026-01-09 06:49:00,102.61,return,True
r_0001164,t_0037921,m_02460,2025-03-25 22:06:00,107.37,customer_request,False
r_0001165,t_0037955,m_02464,2026-02-27 07:44:00,145.03,return,False
r_0001166,t_0037962,m_02465,2025-07-01 19:01:00,84.83,service_issue,False
r_0001167,t_0037970,m_02465,2025-09-09 03:05:00,66.62,customer_request,False
r_0001168,t_0037999,m_02467,2025-05-26 10:14:00,256.24,customer_request,False
r_0001169,t_0038029,m_02468,2026-01-22 11:12:00,145.91,customer_request,False
r_0001170,t_0038074,m_02470,2025-06-22 13:29:00,297.89,customer_request,False
r_0001171,t_0038103,m_02473,2025-12-10 21:49:00,647.52,return,False
r_0001172,t_0038113,m_02475,2025-03-10 09:09:00,27.68,customer_request,True
r_0001173,t_0038147,m_02477,2026-02-15 22:47:00,113.89,return,False
r_0001174,t_0038166,m_02478,2025-07-23 20:26:00,29.2,customer_request,True
r_0001175,t_0038174,m_02478,2025-10-09 12:55:00,110.92,return,False
r_0001176,t_0038191,m_02479,2025-03-25 11:13:00,71.86,other,True
r_0001177,t_0038212,m_02480,2025-09-17 20:36:00,290.85,return,False
r_0001178,t_0038218,m_02480,2025-10-10 15:54:00,337.78,return,False
r_0001179,t_0038270,m_02482,2026-03-16 12:52:00,307.09,return,False
r_0001180,t_0038285,m_02484,2025-12-22 20:57:00,174.43,return,False
r_0001181,t_0038293,m_02484,2026-01-04 16:33:00,98.57,service_issue,False
r_0001182,t_0038294,m_02484,2026-01-22 07:47:00,321.11,other,False
r_0001183,t_0038337,m_02488,2025-07-19 15:52:00,929.68,return,False
r_0001184,t_0038341,m_02488,2025-08-06 03:44:00,330.78,return,False
r_0001185,t_0038351,m_02488,2025-08-07 01:47:00,323.94,customer_request,False
r_0001186,t_0038356,m_02488,2025-09-02 07:50:00,671.67,return,False
r_0001187,t_0038360,m_02488,2025-09-21 08:29:00,597.2,suspected_fraud,True
r_0001188,t_0038365,m_02488,2025-10-17 19:31:00,811.1,suspected_fraud,False
r_0001189,t_0038368,m_02489,2025-05-25 19:32:00,115.94,customer_request,False
r_0001190,t_0038372,m_02489,2025-05-26 23:06:00,98.9,other,True
r_0001191,t_0038398,m_02489,2025-07-18 07:55:00,535.23,customer_request,False
r_0001192,t_0038407,m_02489,2025-08-24 18:00:00,284.59,customer_request,False
r_0001193,t_0038426,m_02490,2026-01-02 01:52:00,367.65,service_issue,False
r_0001194,t_0038445,m_02490,2026-03-18 09:13:00,257.19,customer_request,False
r_0001195,t_0038460,m_02490,2026-04-10 03:04:00,120.1,customer_request,False
r_0001196,t_0038474,m_02491,2025-12-19 12:35:00,345.25,return,False
r_0001197,t_0038494,m_02491,2026-02-17 19:53:00,391.6,return,False
r_0001198,t_0038619,m_02501,2025-05-20 17:51:00,412.27,return,False
r_0001199,t_0038665,m_02509,2025-08-20 01:32:00,184.44,other,False
r_0001200,t_0038678,m_02511,2025-06-03 11:56:00,228.07,other,False
r_0001201,t_0038697,m_02511,2025-07-02 14:49:00,380.42,customer_request,False
r_0001202,t_0038698,m_02511,2025-07-14 16:32:00,146.22,customer_request,False
r_0001203,t_0038767,m_02513,2026-01-01 12:48:00,98.05,return,True
r_0001204,t_0038798,m_02514,2025-07-15 02:55:00,826.99,customer_request,False
r_0001205,t_0038816,m_02515,2025-11-09 09:58:00,261.4,customer_request,False
r_0001206,t_0038818,m_02515,2025-11-23 01:18:00,338.99,customer_request,False
r_0001207,t_0038833,m_02516,2025-06-13 16:47:00,367.6,customer_request,False
r_0001208,t_0038851,m_02517,2026-02-07 14:34:00,407.68,return,False
r_0001209,t_0038867,m_02517,2026-04-11 23:10:00,421.91,other,True
r_0001210,t_0038869,m_02518,2025-08-11 22:03:00,252.0,customer_request,True
r_0001211,t_0038894,m_02518,2025-09-30 02:42:00,550.83,return,False
r_0001212,t_0038921,m_02519,2025-12-10 05:21:00,167.11,return,False
r_0001213,t_0038932,m_02520,2025-08-24 03:51:00,21.8,customer_request,True
r_0001214,t_0038945,m_02520,2025-11-23 16:55:00,123.48,customer_request,False
r_0001215,t_0038952,m_02521,2025-08-16 07:48:00,768.99,customer_request,False
r_0001216,t_0038983,m_02523,2025-09-18 16:52:00,37.77,customer_request,True
r_0001217,t_0039014,m_02525,2025-09-06 17:12:00,476.11,customer_request,False
r_0001218,t_0039028,m_02528,2025-07-13 17:52:00,165.88,suspected_fraud,False
r_0001219,t_0039038,m_02528,2025-07-16 00:31:00,83.13,customer_request,False
r_0001220,t_0039046,m_02528,2025-07-28 19:59:00,54.83,other,False
r_0001221,t_0039093,m_02530,2025-06-15 02:10:00,88.78,customer_request,False
r_0001222,t_0039158,m_02536,2025-08-04 00:54:00,258.2,customer_request,False
r_0001223,t_0039169,m_02536,2025-07-27 08:42:00,64.32,other,False
r_0001224,t_0039170,m_02536,2025-08-11 07:13:00,252.52,customer_request,False
r_0001225,t_0039176,m_02536,2025-08-28 10:27:00,57.69,service_issue,True
r_0001226,t_0039198,m_02537,2025-04-21 18:21:00,19.58,service_issue,True
r_0001227,t_0039239,m_02538,2026-02-21 13:20:00,52.56,other,True
r_0001228,t_0039273,m_02543,2025-02-05 19:48:00,70.3,suspected_fraud,False
r_0001229,t_0039292,m_02544,2025-04-12 02:48:00,426.22,return,False
r_0001230,t_0039313,m_02546,2025-04-08 02:43:00,113.86,customer_request,False
r_0001231,t_0039387,m_02552,2025-12-31 11:59:00,184.53,return,False
r_0001232,t_0039420,m_02555,2025-05-07 23:31:00,20.44,return,False
r_0001233,t_0039460,m_02557,2025-10-29 04:56:00,95.13,return,False
r_0001234,t_0039480,m_02558,2025-03-11 13:43:00,52.15,customer_request,False
r_0001235,t_0039484,m_02558,2025-05-03 03:01:00,21.87,customer_request,True
r_0001236,t_0039505,m_02560,2025-10-12 16:22:00,138.75,customer_request,False
r_0001237,t_0039548,m_02563,2025-05-01 04:12:00,566.82,customer_request,False
r_0001238,t_0039602,m_02566,2026-01-24 16:04:00,76.99,suspected_fraud,False
r_0001239,t_0039623,m_02567,2026-02-25 03:23:00,393.95,customer_request,False
r_0001240,t_0039659,m_02569,2025-10-08 18:27:00,711.58,return,False
r_0001241,t_0039677,m_02570,2026-01-01 15:41:00,89.93,other,False
r_0001242,t_0039985,m_02594,2025-04-23 04:40:00,212.19,service_issue,False
r_0001243,t_0040060,m_02598,2025-11-21 03:41:00,184.88,other,False
r_0001244,t_0040074,m_02599,2025-12-27 17:06:00,57.24,customer_request,False
r_0001245,t_0040080,m_02599,2026-02-13 23:53:00,303.16,suspected_fraud,False
r_0001246,t_0040087,m_02602,2025-12-26 19:33:00,26.97,customer_request,True
r_0001247,t_0040093,m_02602,2025-12-25 06:28:00,52.59,return,False
r_0001248,t_0040139,m_02608,2026-03-10 13:05:00,247.76,suspected_fraud,False
r_0001249,t_0040146,m_02610,2026-02-01 00:48:00,698.41,service_issue,False
r_0001250,t_0040197,m_02616,2025-04-10 04:53:00,268.79,service_issue,False
r_0001251,t_0040230,m_02619,2025-10-12 00:41:00,191.09,customer_request,False
r_0001252,t_0040239,m_02619,2025-11-25 12:20:00,314.47,service_issue,False
r_0001253,t_0040268,m_02622,2025-12-21 21:36:00,155.28,customer_request,False
r_0001254,t_0040270,m_02622,2025-12-23 09:55:00,120.23,customer_request,True
r_0001255,t_0040310,m_02626,2025-10-24 20:56:00,361.26,return,False
r_0001256,t_0040315,m_02626,2025-10-22 14:52:00,197.07,customer_request,False
r_0001257,t_0040316,m_02626,2025-11-05 06:21:00,104.55,customer_request,False
r_0001258,t_0040320,m_02626,2025-11-15 10:00:00,124.66,return,False
r_0001259,t_0040333,m_02629,2025-03-09 12:18:00,87.12,return,False
r_0001260,t_0040362,m_02630,2025-10-14 03:57:00,166.49,customer_request,False
r_0001261,t_0040395,m_02633,2025-06-24 04:43:00,84.11,customer_request,False
r_0001262,t_0040407,m_02633,2025-07-28 17:27:00,84.48,return,False
r_0001263,t_0040414,m_02634,2025-03-28 23:56:00,1020.76,customer_request,False
r_0001264,t_0040416,m_02634,2025-04-14 07:53:00,487.5,customer_request,False
r_0001265,t_0040434,m_02634,2025-05-30 14:30:00,203.12,return,True
r_0001266,t_0040471,m_02635,2025-07-29 22:05:00,80.54,return,True
r_0001267,t_0040472,m_02635,2025-08-08 21:10:00,193.78,return,False
r_0001268,t_0040526,m_02644,2025-12-24 14:03:00,38.45,other,False
r_0001269,t_0040623,m_02649,2026-01-17 02:57:00,147.2,other,False
r_0001270,t_0040673,m_02651,2025-02-19 00:25:00,951.83,return,False
r_0001271,t_0040681,m_02651,2025-02-22 21:13:00,825.42,suspected_fraud,False
r_0001272,t_0040762,m_02658,2025-09-20 10:39:00,72.83,customer_request,False
r_0001273,t_0040766,m_02658,2025-10-06 17:07:00,95.41,return,False
r_0001274,t_0040803,m_02661,2025-03-26 22:46:00,79.98,customer_request,False
r_0001275,t_0040823,m_02662,2026-01-26 04:07:00,21.74,customer_request,False
r_0001276,t_0040955,m_02671,2025-08-27 03:40:00,81.93,service_issue,False
r_0001277,t_0040964,m_02672,2025-09-15 15:44:00,283.16,suspected_fraud,False
r_0001278,t_0040967,m_02672,2025-10-29 18:43:00,138.6,service_issue,False
r_0001279,t_0040972,m_02672,2025-12-18 07:20:00,187.12,return,False
r_0001280,t_0040980,m_02674,2025-08-16 01:53:00,162.23,customer_request,False
r_0001281,t_0040999,m_02675,2025-09-13 21:11:00,142.69,return,False
r_0001282,t_0041016,m_02676,2025-11-02 05:09:00,882.49,customer_request,False
r_0001283,t_0041073,m_02678,2025-03-02 07:28:00,46.94,customer_request,False
