transaction_id,merchant_id,user_id,txn_ts,amount,currency,payment_method,is_approved,decision_type,shipping_country,billing_country,device_type,is_fraud_txn
t_0031503,m_02058,u_178526,2026-05-10 08:42:00,518.46,USD,wallet,True,auto,US,US,desktop,False
t_0031504,m_02059,u_018502,2025-09-30 21:39:00,299.21,USD,card,True,auto,US,US,mobile,False
t_0031505,m_02059,u_223775,2025-10-23 06:14:00,209.29,USD,card,True,auto,US,US,mobile,False
t_0031506,m_02059,u_356369,2025-10-26 13:55:00,334.53,USD,ach,True,manual,US,US,desktop,False
t_0031507,m_02059,u_378692,2025-10-29 07:38:00,447.24,USD,card,True,auto,US,US,mobile,False
t_0031508,m_02059,u_209281,2025-10-31 05:48:00,178.13,USD,card,True,auto,US,US,tablet,False
t_0031509,m_02059,u_186952,2025-10-31 19:01:00,286.61,USD,card,True,auto,US,US,mobile,False
t_0031510,m_02059,u_380483,2025-11-13 02:40:00,269.55,USD,card,True,auto,US,US,mobile,False
t_0031511,m_02059,u_191377,2025-11-15 21:46:00,305.13,USD,card,True,auto,US,US,mobile,False
t_0031512,m_02059,u_170988,2025-11-19 23:40:00,490.88,USD,card,True,auto,US,US,tablet,False
t_0031513,m_02059,u_278930,2025-11-23 08:43:00,460.31,USD,ach,True,auto,US,US,mobile,False
t_0031514,m_02059,u_111765,2025-12-01 22:28:00,349.88,USD,card,True,auto,US,US,mobile,False
t_0031515,m_02059,u_167549,2025-12-19 04:18:00,323.19,USD,card,True,auto,US,US,desktop,False
t_0031516,m_02059,u_195999,2025-12-20 04:47:00,230.53,USD,card,True,auto,US,US,desktop,False
t_0031517,m_02059,u_212946,2025-12-22 02:53:00,825.57,USD,ach,True,auto,US,US,desktop,False
t_0031518,m_02059,u_336518,2025-12-27 15:15:00,653.4,USD,wallet,True,auto,US,US,desktop,False
t_0031519,m_02059,u_038246,2026-01-17 23:54:00,162.24,USD,ach,True,auto,US,US,desktop,False
t_0031520,m_02060,u_300056,2025-09-23 03:05:00,148.72,USD,card,True,auto,US,US,mobile,False
t_0031521,m_02060,u_098411,2025-09-25 19:26:00,123.46,USD,card,True,manual,US,US,mobile,False
t_0031522,m_02060,u_337145,2025-10-13 19:26:00,117.01,USD,card,True,auto,US,US,mobile,False
t_0031523,m_02060,u_213963,2025-10-27 14:06:00,110.65,USD,card,True,auto,US,US,desktop,False
t_0031524,m_02060,u_137740,2025-11-14 11:43:00,125.13,USD,card,True,auto,US,US,desktop,False
t_0031525,m_02060,u_067785,2025-11-25 05:06:00,161.31,USD,ach,True,auto,US,US,mobile,False
t_0031526,m_02060,u_331530,2025-12-02 14:39:00,213.7,USD,card,True,auto,US,US,mobile,False
t_0031527,m_02060,u_381763,2025-12-04 08:35:00,268.36,USD,card,True,manual,US,US,desktop,False
t_0031528,m_02060,u_392523,2025-12-05 13:26:00,190.59,USD,wallet,True,auto,US,US,mobile,False
t_0031529,m_02060,u_294478,2025-12-07 13:15:00,117.53,USD,card,True,auto,US,US,desktop,False
t_0031530,m_02060,u_157866,2025-12-11 07:22:00,365.91,USD,card,True,auto,US,US,mobile,False
t_0031531,m_02061,u_248773,2025-05-26 19:05:00,755.44,USD,card,True,auto,US,US,desktop,False
t_0031532,m_02061,u_298269,2025-05-28 19:34:00,332.11,USD,card,True,auto,US,US,mobile,False
t_0031533,m_02061,u_254280,2025-05-28 23:43:00,687.66,USD,card,True,manual,US,US,mobile,False
t_0031534,m_02061,u_346942,2025-06-06 05:44:00,420.08,USD,card,True,auto,US,US,mobile,False
t_0031535,m_02061,u_078204,2025-06-10 23:24:00,349.07,USD,ach,True,auto,US,US,desktop,False
t_0031536,m_02061,u_286192,2025-06-13 05:37:00,261.68,USD,card,True,auto,US,US,mobile,False
t_0031537,m_02061,u_137080,2025-06-23 10:49:00,245.34,USD,ach,True,auto,US,US,mobile,False
t_0031538,m_02061,u_144650,2025-06-26 11:34:00,821.55,USD,card,True,auto,US,US,mobile,False
t_0031539,m_02061,u_354226,2025-06-28 23:08:00,290.56,USD,card,True,auto,US,US,mobile,False
t_0031540,m_02061,u_225821,2025-06-30 03:07:00,650.67,USD,wallet,True,auto,US,US,mobile,False
t_0031541,m_02061,u_060872,2025-06-30 23:26:00,192.72,USD,wallet,True,auto,US,US,desktop,False
t_0031542,m_02061,u_104826,2025-07-01 06:20:00,257.97,USD,card,True,auto,GB,US,mobile,False
t_0031543,m_02061,u_232095,2025-07-08 04:44:00,406.94,USD,card,True,auto,US,US,mobile,False
t_0031544,m_02061,u_356993,2025-08-02 21:02:00,790.13,USD,card,True,auto,US,US,desktop,False
t_0031545,m_02061,u_144475,2025-08-04 13:47:00,382.11,USD,card,True,auto,US,US,mobile,False
t_0031546,m_02061,u_047120,2025-08-05 04:55:00,861.44,USD,ach,True,auto,US,US,mobile,False
t_0031547,m_02061,u_182096,2025-08-07 07:55:00,395.51,USD,card,True,manual,US,US,desktop,False
t_0031548,m_02061,u_064066,2025-08-07 08:37:00,467.93,USD,card,True,auto,US,US,mobile,False
t_0031549,m_02061,u_154379,2025-08-08 12:30:00,435.26,USD,card,True,auto,US,US,desktop,False
t_0031550,m_02061,u_352948,2025-08-21 21:06:00,879.18,USD,ach,True,auto,US,US,mobile,False
t_0031551,m_02061,u_342995,2025-08-24 05:03:00,750.75,USD,card,True,auto,US,US,mobile,False
t_0031552,m_02062,u_077155,2025-04-21 19:59:00,264.98,USD,ach,True,manual,US,US,mobile,False
t_0031553,m_02062,u_267298,2025-04-29 08:09:00,215.18,USD,card,True,manual,US,US,mobile,False
t_0031554,m_02062,u_134299,2025-06-19 11:12:00,76.63,USD,card,True,auto,US,US,mobile,False
t_0031555,m_02063,u_274997,2025-08-30 20:03:00,85.28,USD,wallet,True,auto,US,US,mobile,False
t_0031556,m_02063,u_208553,2025-09-30 20:33:00,94.14,USD,card,False,auto,US,US,mobile,False
t_0031557,m_02063,u_038298,2025-10-01 09:08:00,67.45,USD,card,True,auto,US,US,mobile,False
t_0031558,m_02063,u_188790,2025-10-04 10:44:00,105.95,USD,card,True,auto,US,US,mobile,False
t_0031559,m_02063,u_062055,2025-10-07 17:48:00,115.7,USD,card,True,auto,US,US,mobile,False
t_0031560,m_02063,u_094927,2025-10-11 05:29:00,62.32,USD,card,True,auto,US,US,desktop,False
t_0031561,m_02063,u_225653,2025-11-02 00:38:00,38.07,USD,card,True,auto,US,US,mobile,False
t_0031562,m_02063,u_002485,2025-11-19 14:03:00,84.42,USD,card,True,auto,US,US,desktop,False
t_0031563,m_02063,u_236773,2025-12-14 09:58:00,138.24,USD,ach,True,auto,US,US,desktop,False
t_0031564,m_02063,u_147849,2026-01-01 08:12:00,18.25,USD,card,True,manual,US,US,mobile,False
t_0031565,m_02063,u_079264,2026-01-02 21:20:00,51.46,USD,ach,True,auto,US,US,desktop,False
t_0031566,m_02064,u_158464,2025-08-27 06:41:00,598.15,USD,ach,True,auto,US,US,mobile,False
t_0031567,m_02064,u_050706,2025-09-15 07:58:00,79.2,USD,ach,True,auto,US,US,tablet,False
t_0031568,m_02064,u_152597,2025-09-17 03:14:00,384.75,USD,card,True,auto,US,US,desktop,False
t_0031569,m_02064,u_137550,2025-09-25 05:33:00,410.12,USD,card,True,auto,US,US,mobile,False
t_0031570,m_02064,u_167339,2025-10-06 01:47:00,560.94,USD,card,True,auto,US,US,desktop,False
t_0031571,m_02064,u_133193,2025-10-08 17:41:00,218.78,USD,card,True,auto,US,US,desktop,False
t_0031572,m_02064,u_276220,2025-10-18 16:53:00,255.76,USD,card,True,auto,US,US,mobile,False
t_0031573,m_02064,u_156992,2025-10-21 09:59:00,183.03,USD,card,True,auto,US,US,mobile,False
t_0031574,m_02064,u_174271,2025-10-26 12:14:00,220.21,USD,ach,True,auto,US,US,mobile,False
t_0031575,m_02064,u_017920,2025-11-04 02:03:00,255.85,USD,card,True,auto,US,US,desktop,False
t_0031576,m_02064,u_128382,2025-11-16 04:10:00,273.83,USD,card,True,auto,US,US,mobile,False
t_0031577,m_02064,u_386854,2025-11-28 08:02:00,312.63,USD,card,True,auto,US,US,mobile,False
t_0031578,m_02065,u_118575,2025-10-05 21:29:00,204.29,USD,card,True,auto,US,US,mobile,False
t_0031579,m_02065,u_014829,2025-10-10 05:26:00,215.19,USD,ach,True,auto,US,US,desktop,False
t_0031580,m_02065,u_025772,2025-11-03 06:49:00,194.85,USD,card,True,auto,US,US,mobile,False
t_0031581,m_02065,u_118377,2025-11-27 11:52:00,106.73,USD,card,True,auto,US,US,mobile,False
t_0031582,m_02065,u_131164,2025-12-04 05:30:00,115.92,USD,card,True,auto,US,US,desktop,False
t_0031583,m_02065,u_189529,2025-12-17 01:20:00,146.39,USD,card,True,manual,US,US,mobile,False
t_0031584,m_02065,u_164937,2026-01-10 06:20:00,192.47,USD,card,True,auto,US,US,mobile,False
t_0031585,m_02065,u_215865,2026-01-15 23:51:00,116.38,USD,card,True,auto,CA,US,desktop,False
t_0031586,m_02067,u_150681,2025-04-17 01:24:00,70.68,USD,card,True,auto,CA,US,desktop,False
t_0031587,m_02067,u_073001,2025-04-17 22:47:00,186.06,USD,card,True,auto,US,US,mobile,False
t_0031588,m_02067,u_038740,2025-04-24 05:03:00,324.22,USD,wallet,True,auto,US,US,mobile,False
t_0031589,m_02067,u_102828,2025-04-28 04:33:00,361.75,USD,card,True,auto,US,US,desktop,False
t_0031590,m_02067,u_207854,2025-05-03 18:03:00,436.79,USD,card,True,manual,CA,US,desktop,False
t_0031591,m_02067,u_392155,2025-05-07 08:58:00,621.04,USD,card,True,auto,US,US,mobile,False
t_0031592,m_02067,u_252005,2025-05-10 10:09:00,369.24,USD,card,True,auto,US,US,desktop,False
t_0031593,m_02067,u_133357,2025-05-12 19:17:00,561.53,USD,card,True,auto,US,US,mobile,False
t_0031594,m_02067,u_188297,2025-05-22 12:07:00,253.38,USD,wallet,True,auto,US,US,desktop,False
t_0031595,m_02067,u_069901,2025-05-23 10:25:00,264.16,USD,card,True,auto,US,US,mobile,False
t_0031596,m_02067,u_032721,2025-05-30 22:47:00,500.81,USD,card,True,auto,US,US,mobile,False
t_0031597,m_02067,u_332213,2025-06-10 11:39:00,159.59,USD,card,True,auto,US,US,desktop,False
t_0031598,m_02067,u_348068,2025-06-11 00:36:00,360.05,USD,ach,True,auto,US,US,mobile,False
t_0031599,m_02067,u_041439,2025-06-15 16:36:00,516.08,USD,card,True,auto,US,US,mobile,False
t_0031600,m_02067,u_188688,2025-06-17 03:23:00,204.21,USD,ach,True,auto,US,US,mobile,False
t_0031601,m_02068,u_281596,2025-09-04 10:24:00,1213.66,USD,card,True,auto,US,US,desktop,False
t_0031602,m_02068,u_132833,2025-09-13 20:58:00,478.85,USD,ach,True,manual,US,US,mobile,False
t_0031603,m_02068,u_372026,2025-09-16 22:19:00,655.95,USD,card,True,auto,US,US,desktop,False
t_0031604,m_02068,u_296527,2025-09-26 10:06:00,1138.57,USD,card,True,auto,US,US,desktop,False
t_0031605,m_02068,u_335640,2025-10-02 10:57:00,1388.96,USD,wallet,True,auto,US,US,mobile,False
t_0031606,m_02068,u_330735,2025-10-16 07:53:00,537.88,USD,card,True,auto,CA,CA,mobile,False
t_0031607,m_02068,u_278408,2025-10-20 11:45:00,416.78,USD,card,True,auto,CA,CA,mobile,False
t_0031608,m_02068,u_042879,2025-10-30 23:31:00,776.9,USD,card,True,manual,US,US,mobile,False
t_0031609,m_02068,u_292085,2025-11-05 06:04:00,1017.53,USD,card,True,manual,US,US,tablet,False
t_0031610,m_02068,u_366059,2025-11-09 15:16:00,666.03,USD,card,True,auto,US,US,mobile,False
t_0031611,m_02068,u_365233,2025-11-18 00:35:00,842.44,USD,card,True,auto,US,US,desktop,False
t_0031612,m_02068,u_239102,2025-11-19 10:48:00,277.31,USD,ach,True,auto,US,US,desktop,False
t_0031613,m_02068,u_251759,2025-11-26 05:40:00,547.23,USD,card,True,auto,US,US,mobile,False
t_0031614,m_02068,u_157027,2025-11-27 06:55:00,667.86,USD,card,True,manual,US,US,mobile,False
t_0031615,m_02068,u_141054,2025-11-28 04:27:00,325.91,USD,ach,True,auto,US,US,tablet,False
t_0031616,m_02068,u_048011,2025-12-11 04:19:00,836.08,USD,card,True,auto,US,US,tablet,False
t_0031617,m_02068,u_314846,2025-12-15 16:59:00,310.37,USD,card,True,auto,US,US,tablet,False
t_0031618,m_02068,u_131205,2025-12-18 19:47:00,1431.6,USD,wallet,True,auto,US,US,mobile,False
t_0031619,m_02068,u_014700,2025-12-19 16:16:00,285.83,USD,card,True,manual,US,US,mobile,False
t_0031620,m_02068,u_139525,2025-12-19 18:44:00,850.67,USD,card,True,auto,US,US,desktop,False
t_0031621,m_02070,u_273426,2025-11-08 13:27:00,228.25,USD,ach,True,manual,US,US,desktop,False
t_0031622,m_02070,u_066182,2025-11-15 17:36:00,111.3,USD,card,True,auto,US,US,mobile,False
t_0031623,m_02070,u_234628,2025-11-30 16:31:00,273.0,USD,card,True,auto,US,US,desktop,False
t_0031624,m_02070,u_098480,2026-02-27 01:19:00,43.55,USD,card,True,auto,US,US,mobile,False
t_0031625,m_02070,u_386695,2026-03-13 07:07:00,87.8,USD,card,True,auto,US,US,mobile,False
t_0031626,m_02070,u_003980,2026-03-14 20:53:00,123.78,USD,card,True,auto,US,US,mobile,False
t_0031627,m_02071,u_179768,2025-10-04 06:42:00,482.14,USD,ach,True,auto,US,US,mobile,False
t_0031628,m_02071,u_209954,2025-10-18 09:42:00,653.77,USD,card,True,auto,US,US,mobile,False
t_0031629,m_02071,u_189815,2025-10-27 23:58:00,215.69,USD,card,False,auto,US,US,mobile,False
t_0031630,m_02071,u_103533,2025-11-12 08:20:00,1097.61,USD,card,True,auto,US,US,desktop,False
t_0031631,m_02071,u_047452,2025-11-20 03:37:00,570.33,USD,card,True,auto,US,US,desktop,False
t_0031632,m_02071,u_216609,2025-11-23 19:00:00,327.32,USD,card,True,manual,US,US,tablet,False
t_0031633,m_02071,u_003407,2025-11-24 03:06:00,567.26,USD,card,True,manual,US,US,mobile,False
t_0031634,m_02071,u_140890,2025-11-25 19:19:00,503.46,USD,card,True,auto,US,US,mobile,False
t_0031635,m_02071,u_169480,2025-12-05 22:31:00,326.86,USD,card,True,auto,US,US,mobile,False
t_0031636,m_02071,u_295053,2025-12-08 00:41:00,179.39,USD,wallet,True,auto,US,US,mobile,False
t_0031637,m_02071,u_060858,2025-12-08 08:10:00,498.51,USD,card,True,auto,US,US,mobile,False
t_0031638,m_02071,u_025405,2025-12-13 03:53:00,315.79,USD,ach,True,auto,US,US,mobile,False
t_0031639,m_02071,u_236314,2025-12-15 05:31:00,188.92,USD,card,True,auto,US,US,mobile,False
t_0031640,m_02071,u_329039,2025-12-17 09:14:00,138.39,USD,card,True,auto,US,US,desktop,False
t_0031641,m_02071,u_110168,2025-12-25 13:50:00,478.97,USD,card,True,auto,US,US,mobile,False
t_0031642,m_02071,u_174092,2025-12-28 06:31:00,628.14,USD,card,True,auto,US,US,desktop,False
t_0031643,m_02071,u_280691,2026-01-13 19:42:00,582.79,USD,ach,True,auto,US,US,mobile,False
t_0031644,m_02072,u_067302,2025-11-11 01:13:00,136.27,USD,card,True,auto,US,US,mobile,False
t_0031645,m_02072,u_330697,2025-12-09 04:18:00,172.7,USD,ach,True,manual,US,US,desktop,True
t_0031646,m_02072,u_070459,2025-12-21 09:54:00,456.54,USD,card,True,auto,US,US,mobile,False
t_0031647,m_02072,u_242000,2025-12-22 08:41:00,156.05,USD,card,True,auto,US,US,mobile,False
t_0031648,m_02072,u_214359,2026-02-14 00:08:00,175.91,USD,card,True,manual,US,US,tablet,False
t_0031649,m_02073,u_287531,2025-12-13 23:05:00,191.04,USD,ach,True,auto,US,US,mobile,False
t_0031650,m_02073,u_287683,2025-12-25 08:35:00,168.91,USD,card,True,manual,US,US,desktop,False
t_0031651,m_02073,u_339453,2026-01-06 13:32:00,217.14,USD,card,True,auto,US,US,mobile,False
t_0031652,m_02073,u_076283,2026-02-13 11:43:00,136.17,USD,card,True,auto,US,US,mobile,False
t_0031653,m_02073,u_112767,2026-03-20 14:13:00,584.51,USD,ach,True,auto,CA,US,mobile,False
t_0031654,m_02073,u_241027,2026-03-23 21:51:00,284.57,USD,ach,True,auto,US,US,desktop,False
t_0031655,m_02075,u_241054,2025-10-16 23:24:00,113.73,USD,card,True,auto,US,US,mobile,False
t_0031656,m_02075,u_255112,2025-10-20 01:42:00,53.44,USD,card,True,auto,US,US,mobile,False
t_0031657,m_02075,u_020991,2025-10-27 18:39:00,71.2,USD,card,True,auto,US,US,desktop,False
t_0031658,m_02075,u_066773,2025-10-29 05:38:00,162.05,USD,card,True,auto,US,US,mobile,False
t_0031659,m_02075,u_058190,2025-10-29 21:02:00,87.71,USD,card,True,auto,US,US,mobile,False
t_0031660,m_02075,u_335623,2025-11-08 09:17:00,107.28,USD,ach,True,auto,US,US,mobile,False
t_0031661,m_02075,u_159376,2025-11-08 12:09:00,102.38,USD,ach,True,manual,US,US,desktop,False
t_0031662,m_02075,u_137288,2025-11-17 05:36:00,65.66,USD,card,True,auto,US,US,mobile,False
t_0031663,m_02075,u_215328,2025-11-20 00:07:00,73.5,USD,card,True,auto,US,US,mobile,False
t_0031664,m_02075,u_041333,2025-11-21 08:53:00,52.56,USD,card,True,manual,US,US,tablet,False
t_0031665,m_02075,u_352915,2025-11-23 02:11:00,131.66,USD,card,True,auto,US,US,mobile,False
t_0031666,m_02075,u_210259,2025-12-05 06:48:00,43.4,USD,wallet,True,manual,US,US,desktop,False
t_0031667,m_02075,u_045807,2025-12-18 19:40:00,198.67,USD,card,True,auto,US,US,tablet,False
t_0031668,m_02075,u_306246,2025-12-29 07:10:00,107.33,USD,card,True,auto,US,US,desktop,False
t_0031669,m_02075,u_238557,2025-12-30 17:27:00,179.47,USD,card,True,manual,US,US,mobile,False
t_0031670,m_02075,u_199863,2026-02-12 20:47:00,60.16,USD,ach,True,manual,US,US,desktop,False
t_0031671,m_02077,u_349576,2025-06-16 13:02:00,272.34,USD,card,True,manual,US,US,mobile,False
t_0031672,m_02077,u_302333,2025-07-11 16:31:00,69.28,USD,card,True,auto,US,US,mobile,False
t_0031673,m_02077,u_032553,2025-07-13 19:51:00,167.4,USD,card,True,auto,US,US,desktop,False
t_0031674,m_02077,u_156206,2025-08-02 09:31:00,237.51,USD,card,True,auto,US,US,mobile,False
t_0031675,m_02077,u_196359,2025-08-03 23:20:00,105.22,USD,card,True,auto,US,US,desktop,False
t_0031676,m_02077,u_042187,2025-08-07 20:11:00,63.61,USD,card,True,auto,US,US,mobile,False
t_0031677,m_02077,u_111177,2025-08-09 18:59:00,84.38,USD,ach,True,auto,US,US,mobile,False
t_0031678,m_02077,u_194071,2025-08-22 03:17:00,107.27,USD,card,True,auto,US,US,desktop,False
t_0031679,m_02077,u_011544,2025-08-30 07:12:00,135.21,USD,card,True,auto,US,US,desktop,False
t_0031680,m_02079,u_270145,2025-05-10 07:09:00,526.9,USD,card,True,auto,US,US,desktop,False
t_0031681,m_02079,u_269522,2025-05-11 12:11:00,634.18,USD,card,True,auto,US,US,mobile,False
t_0031682,m_02079,u_090897,2025-05-22 09:30:00,467.23,USD,card,True,manual,US,US,desktop,False
t_0031683,m_02079,u_217032,2025-05-29 11:28:00,810.31,USD,card,True,auto,US,US,mobile,False
t_0031684,m_02079,u_365310,2025-06-01 04:19:00,483.28,USD,wallet,True,auto,US,US,mobile,False
t_0031685,m_02079,u_100805,2025-06-05 12:11:00,551.97,USD,card,True,auto,US,US,mobile,False
t_0031686,m_02079,u_107271,2025-06-06 21:31:00,698.73,USD,card,True,auto,US,US,desktop,False
t_0031687,m_02079,u_150215,2025-06-09 16:21:00,342.33,USD,card,True,auto,US,US,mobile,False
t_0031688,m_02079,u_354011,2025-06-14 14:16:00,455.24,USD,card,True,auto,US,US,mobile,False
t_0031689,m_02079,u_272364,2025-06-15 13:39:00,1365.51,USD,card,True,auto,US,US,desktop,False
t_0031690,m_02079,u_324092,2025-06-16 10:36:00,501.78,USD,card,True,auto,US,US,mobile,False
t_0031691,m_02079,u_027993,2025-06-26 07:32:00,412.07,USD,card,True,auto,US,US,desktop,False
t_0031692,m_02079,u_061473,2025-06-27 19:02:00,348.05,USD,card,True,auto,US,US,mobile,False
t_0031693,m_02079,u_188657,2025-06-27 20:28:00,536.27,USD,card,False,auto,US,US,mobile,False
t_0031694,m_02079,u_344066,2025-06-28 16:43:00,271.4,USD,card,True,auto,US,US,mobile,False
t_0031695,m_02079,u_039241,2025-07-03 04:24:00,588.95,USD,card,True,auto,US,US,mobile,False
t_0031696,m_02079,u_362064,2025-07-03 11:16:00,829.91,USD,card,True,auto,US,US,mobile,False
t_0031697,m_02079,u_325615,2025-07-17 15:07:00,816.39,USD,card,True,auto,US,US,mobile,False
t_0031698,m_02079,u_373229,2025-07-22 13:06:00,448.54,USD,wallet,True,auto,US,US,desktop,False
t_0031699,m_02079,u_197926,2025-08-02 02:49:00,713.72,USD,card,True,auto,US,US,mobile,False
t_0031700,m_02079,u_036566,2025-08-08 01:50:00,438.27,USD,card,True,auto,US,US,mobile,False
t_0031701,m_02079,u_053261,2025-08-22 04:13:00,358.16,USD,card,True,auto,US,US,mobile,False
t_0031702,m_02080,u_154773,2025-04-17 02:13:00,309.35,USD,card,True,manual,US,US,tablet,False
t_0031703,m_02080,u_015821,2025-04-20 13:46:00,535.9,USD,card,True,auto,US,US,mobile,False
t_0031704,m_02080,u_224414,2025-04-21 04:52:00,824.2,USD,card,True,auto,US,US,mobile,False
t_0031705,m_02080,u_121729,2025-04-27 23:19:00,779.08,USD,card,True,auto,US,US,desktop,False
t_0031706,m_02080,u_361598,2025-05-07 01:24:00,650.7,USD,card,True,manual,US,US,mobile,False
t_0031707,m_02080,u_262871,2025-05-09 15:10:00,418.57,USD,card,True,manual,US,US,desktop,False
t_0031708,m_02080,u_077805,2025-05-10 14:09:00,790.33,USD,card,True,auto,US,US,mobile,False
t_0031709,m_02080,u_045801,2025-05-12 18:42:00,696.8,USD,wallet,True,manual,US,US,desktop,False
t_0031710,m_02080,u_063839,2025-05-13 01:01:00,338.98,USD,card,True,auto,US,US,mobile,False
t_0031711,m_02080,u_211327,2025-05-14 00:40:00,629.02,USD,card,True,auto,US,US,desktop,False
t_0031712,m_02080,u_307655,2025-05-28 04:20:00,767.18,USD,card,True,auto,US,US,desktop,False
t_0031713,m_02080,u_313510,2025-06-09 18:01:00,319.69,USD,card,True,auto,US,US,mobile,False
t_0031714,m_02080,u_212622,2025-06-11 22:15:00,981.7,USD,ach,True,auto,US,US,tablet,False
t_0031715,m_02080,u_159196,2025-06-18 01:25:00,329.25,USD,card,True,auto,US,US,desktop,False
t_0031716,m_02080,u_391639,2025-07-13 12:18:00,198.7,USD,ach,True,auto,US,US,mobile,False
t_0031717,m_02080,u_025266,2025-07-17 17:33:00,1533.43,USD,card,True,auto,US,US,mobile,False
t_0031718,m_02084,u_353779,2025-08-19 02:44:00,484.04,USD,card,True,auto,CA,CA,desktop,False
t_0031719,m_02084,u_026031,2025-08-23 06:21:00,447.26,USD,card,True,auto,CA,CA,tablet,False
t_0031720,m_02084,u_257246,2025-09-17 08:59:00,844.47,USD,ach,True,auto,CA,CA,desktop,False
t_0031721,m_02084,u_116978,2025-10-03 01:29:00,366.65,USD,card,True,auto,CA,CA,mobile,False
t_0031722,m_02084,u_245315,2025-10-08 14:04:00,257.97,USD,card,False,manual,CA,CA,mobile,False
t_0031723,m_02084,u_381514,2025-10-15 00:45:00,617.23,USD,card,True,auto,CA,CA,mobile,False
t_0031724,m_02084,u_271698,2025-10-17 10:51:00,669.36,USD,card,True,auto,CA,CA,mobile,False
t_0031725,m_02084,u_087380,2025-10-19 00:52:00,563.85,USD,card,True,auto,CA,CA,mobile,False
t_0031726,m_02084,u_126544,2025-10-21 17:43:00,201.23,USD,ach,True,manual,CA,CA,mobile,False
t_0031727,m_02084,u_117005,2025-10-22 01:14:00,425.62,USD,ach,True,auto,CA,CA,mobile,False
t_0031728,m_02085,u_011425,2025-03-02 07:02:00,236.25,USD,card,True,manual,US,US,desktop,False
t_0031729,m_02085,u_115718,2025-03-19 00:34:00,85.38,USD,ach,True,manual,US,US,desktop,False
t_0031730,m_02085,u_194615,2025-03-20 11:40:00,199.68,USD,card,True,auto,US,US,tablet,False
t_0031731,m_02085,u_224710,2025-03-24 01:58:00,202.52,USD,card,True,manual,US,US,mobile,False
t_0031732,m_02085,u_114977,2025-03-31 11:52:00,226.63,USD,wallet,True,manual,US,US,mobile,False
t_0031733,m_02085,u_370520,2025-04-03 10:22:00,85.79,USD,card,True,auto,US,US,mobile,False
t_0031734,m_02085,u_042493,2025-04-08 10:47:00,161.5,USD,card,True,auto,US,US,desktop,False
t_0031735,m_02085,u_055728,2025-04-10 13:17:00,109.93,USD,card,True,manual,US,US,mobile,False
t_0031736,m_02085,u_130401,2025-05-07 00:58:00,71.28,USD,card,True,auto,US,US,mobile,False
t_0031737,m_02085,u_381910,2025-05-07 14:33:00,340.93,USD,wallet,True,manual,US,US,mobile,False
t_0031738,m_02086,u_044992,2025-07-25 22:50:00,40.19,USD,card,True,auto,US,US,mobile,False
t_0031739,m_02086,u_098003,2025-07-26 08:42:00,45.27,USD,card,True,manual,US,US,desktop,False
t_0031740,m_02086,u_084801,2025-07-27 06:44:00,20.18,USD,card,True,auto,US,US,mobile,False
t_0031741,m_02086,u_196512,2025-07-31 03:14:00,64.78,USD,card,True,manual,US,US,mobile,False
t_0031742,m_02086,u_081639,2025-08-11 10:24:00,115.96,USD,card,True,manual,US,US,desktop,False
t_0031743,m_02086,u_048747,2025-08-19 00:45:00,103.98,USD,card,True,auto,US,US,desktop,False
t_0031744,m_02086,u_002965,2025-08-22 09:52:00,37.32,USD,ach,True,auto,US,US,mobile,False
t_0031745,m_02086,u_105496,2025-08-22 20:41:00,144.64,USD,card,True,auto,US,US,tablet,False
t_0031746,m_02086,u_395038,2025-08-31 07:23:00,46.58,USD,ach,True,manual,US,US,mobile,False
t_0031747,m_02086,u_251980,2025-09-01 14:20:00,33.3,USD,ach,True,manual,US,US,mobile,False
t_0031748,m_02086,u_345143,2025-09-03 02:25:00,54.18,USD,card,False,auto,US,US,desktop,False
t_0031749,m_02086,u_215294,2025-09-03 10:29:00,44.94,USD,card,True,auto,US,US,mobile,False
t_0031750,m_02086,u_303651,2025-09-09 10:15:00,51.07,USD,card,True,auto,US,US,desktop,False
t_0031751,m_02086,u_062206,2025-09-12 21:53:00,41.74,USD,card,True,auto,US,US,mobile,False
t_0031752,m_02086,u_139330,2025-09-16 03:30:00,27.83,USD,card,True,auto,US,US,desktop,False
t_0031753,m_02086,u_312809,2025-09-20 11:51:00,23.87,USD,card,True,auto,US,US,desktop,False
t_0031754,m_02086,u_026739,2025-09-23 17:27:00,38.01,USD,card,True,manual,US,US,mobile,False
t_0031755,m_02086,u_180007,2025-09-24 14:23:00,39.51,USD,card,True,auto,US,US,desktop,False
t_0031756,m_02086,u_189594,2025-09-26 18:45:00,52.8,USD,ach,True,manual,US,US,desktop,False
t_0031757,m_02086,u_383740,2025-09-28 02:04:00,45.06,USD,wallet,True,auto,US,US,mobile,False
t_0031758,m_02086,u_063467,2025-09-29 06:42:00,43.9,USD,card,True,manual,GB,US,mobile,False
t_0031759,m_02086,u_304544,2025-09-29 18:58:00,84.65,USD,card,True,auto,US,US,desktop,False
t_0031760,m_02086,u_124338,2025-10-04 02:06:00,47.47,USD,wallet,True,auto,US,US,desktop,False
t_0031761,m_02086,u_337987,2025-10-04 20:42:00,28.68,USD,card,True,auto,US,US,mobile,False
t_0031762,m_02086,u_270624,2025-10-07 05:18:00,44.09,USD,card,True,auto,US,US,mobile,False
