id,variant_id,ch_allowed_plan_tiers,meditation_type,published_at,position,title,language,content_group,description,icon_asset_id,is_hidden,should_play_as_guide,search_category,upsell_variant,is_clinical,created_at,updated_at,content_type,author_id,author_name,author_should_display,narrator_id,narrator_name,narrator_bio,narrator_is_composer,narrator_created_at,narrator_updated_at,narrator_headshot_id,narrator_headshot_type,narrator_headshot_content_type,narrator_headshot_size,narrator_headshot_url,narrator_headshot_width,narrator_headshot_height,narrator_headshot_dominant_colors,background_image_id,background_image_type,background_image_content_type,background_image_size,background_image_url,background_image_width,background_image_height,background_image_dominant_colors,titled_background_image_id,titled_background_image_type,titled_background_image_content_type,titled_background_image_size,titled_background_image_url,titled_background_image_width,titled_background_image_height,titled_background_image_dominant_colors,cell_image_id,cell_image_type,cell_image_content_type,cell_image_size,cell_image_url,cell_image_width,cell_image_height,cell_image_dominant_colors,untitled_cell_image_id,untitled_cell_image_type,untitled_cell_image_content_type,untitled_cell_image_size,untitled_cell_image_url,untitled_cell_image_width,untitled_cell_image_height,untitled_cell_image_dominant_colors,restricted_to_products,narrator_short_bio,narrator_medium_bio,cell_background_image_id,cell_background_image_type,cell_background_image_content_type,cell_background_image_size,cell_background_image_url,cell_background_image_width,cell_background_image_height,cell_background_image_dominant_colors,metadata_indexed_search_text,metadata_program_view_hides_play_button,featured_start_at,featured_end_at,subtitle,featured_home_icon_id,featured_home_icon_type,featured_home_icon_content_type,featured_home_icon_size,featured_home_icon_url,featured_home_icon_width,featured_home_icon_height,featured_home_icon_dominant_colors
06xa4VDIkS,UQRTfJIU-p,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2024-06-24T08:00:00.000Z,11504,Die schwimmenden Gärten von Xochimilco,de,0-default,"Lass dich mit Lucia über die historischen Kanäle Mexikos treiben, während sie Zutaten für Omas Rezepte sammelt.",021f1358074690a1c2ddb760e24dda40,False,True,sleep_stories,generic,False,2024-05-20T16:00:38.626Z,2024-06-13T16:08:55.513Z,Schlafgeschichte,kmyPEZjj,Aiden Thomas,True,Zc2unvkpk7,Ingo Abel ,"Ingo Abel ist deutscher Fernsehschauspieler, Musicalsänger und Sprecher. Er steht seit seiner Kindheit am Mikrofon, schon vor der Schauspielausbildung vertonte er Hörspiele mit einem Ensemble des niedersächsischen Staatstheaters. Sein Gesicht ist bekannt aus vielen Film- und Fernsehproduktionen wie Großstadtrevier, Notruf Hafenkante u. v. a. Seine prominente Stimme hat schon Generationen aus dem Off begleitet, von arte bis RTL2: als Stimme von BravoTV, Wa(h)re Liebe oder Wohnen nach Wunsch sowie in vielen Hörspielen und Büchern. Er ist die deutsche Stimme der BBC-Legenden Louis Theroux und Nigel Slater und synchronisiert für Serien wie The Crown oder Grace&Frankie.",False,2024-04-30T10:14:19.019Z,2024-04-30T15:09:25.475Z,b49e9bf311538fa035a9532335d305cd,image,image/jpeg,295437,https://assets.calm.com/b49e9bf311538fa035a9532335d305cd.jpeg,993,993,"['#cea780', '#040c14']",d7ec6e425891e8659a5bb9e9216b9e9a,image,image/jpeg,4346415,https://assets.calm.com/d7ec6e425891e8659a5bb9e9216b9e9a.jpeg,4748,4748,"['#ca2c49', '#870c43']",303e667e424d11ef8d778656e745a91d,image,image/jpeg,1103486,https://assets.calm.com/303e667e424d11ef8d778656e745a91d.jpeg,2000,2000,"['#c92d49', '#860c43']",303e667e424d11ef8d778656e745a91d,image,image/jpeg,1103486,https://assets.calm.com/303e667e424d11ef8d778656e745a91d.jpeg,2000,2000,"['#c92d49', '#860c43']",d7ec6e425891e8659a5bb9e9216b9e9a,image,image/jpeg,4346415,https://assets.calm.com/d7ec6e425891e8659a5bb9e9216b9e9a.jpeg,4748,4748,"['#ca2c49', '#870c43']",,,,,,,,,,,,[],,,,,,,,,,,,
kKbFyLwvY1,Uc9XUMSlTV,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-02-08T23:00:00.000Z,94,Die Slow Coast,de,0-default,Entdecke auf dieser besonderen Reise entlang dem Highway 1 die bezaubernde Schönheit Kaliforniens.,9eb665da4863e8d0718b43a35cb5b1de,False,True,sleep_stories,generic,False,2022-02-03T17:18:38.275Z,2022-02-08T21:11:19.824Z,Schlafgeschichte,2pY89wL6,Candace Rose Rardon,True,Y62_Kvgglm,Olaf Baden,"Olaf Baden ist ein bekannter Sprecher in der Branche und man kann sich das Fernsehen ohne ihn gar nicht vorstellen. Er war zehn Jahre lang die Off-Stimme im ARD-Hit „Panda, Gorilla & Co“ und 25 Jahre lang Sprecher für das ARD-Politmagazin „Fakt“. Aber nicht nur dort kann man Olaf hören, sondern auch in der RTL-Sendung „Voller Leben“ und in zahlreichen Reportagen und Dokumentationen Er lieh seine Stimme außerdem zahlreichen Fernseh-Werbespots, wie zum Beispiel für die Dresdner Bank und für Apollo, Audi und die Deutsche Bank. Er war auch Off-Stimme bei großen Galaveranstaltungen wie der Bambi-Verleihung und der Goldenen Henne. Olaf dreht Image-Filme, unter anderem für BMW, Mercedes, ABUS und verschiedene Banken und Versicherungsgesellschaften. ",False,2022-02-07T09:51:53.158Z,2022-02-07T10:16:30.594Z,3703fe458693fef2f5412dde585c3289,image,image/jpeg,558356,https://assets.calm.com/3703fe458693fef2f5412dde585c3289.jpeg,1150,1151,"['#7f7f7f', '#424242']",278f5d32c4710737fff251b84296a0b0,image,image/jpeg,3469523,https://assets.calm.com/278f5d32c4710737fff251b84296a0b0.jpeg,2000,2000,"['#f0d256', '#64361d']",9110dde21d218c4715fde4ecc4841595,image,image/jpeg,3598319,https://assets.calm.com/9110dde21d218c4715fde4ecc4841595.jpeg,2000,2000,"['#f0d257', '#5e331c']",9110dde21d218c4715fde4ecc4841595,image,image/jpeg,3598319,https://assets.calm.com/9110dde21d218c4715fde4ecc4841595.jpeg,2000,2000,"['#f0d257', '#5e331c']",278f5d32c4710737fff251b84296a0b0,image,image/jpeg,3469523,https://assets.calm.com/278f5d32c4710737fff251b84296a0b0.jpeg,2000,2000,"['#f0d256', '#64361d']",,,,,,,,,,,,,,,,,,,,,,,,
ex4iLRqH5r,GoslWM5Qoz,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2024-01-24T09:00:00.000Z,11270,Die Vögel von Uruguay,de,0-default,"Reise in ein kleines südamerikanisches Land, in dem viele bunte Vögel heimisch sind.",48410e851994f37649d3b00f6d582cf3,False,True,sleep_stories,generic,False,2024-01-10T13:31:52.347Z,2024-01-19T17:04:40.312Z,Schlafgeschichte,2pY89wL6,Candace Rose Rardon,True,Eg3QrTexc0,Martin Wehrmann,"Martin Wehrmann ist ein deutscher Sprecher für Film, Radio und andere Medien. Seine Stimme kennt fast jeder. Neben vielen andere Projekten lieh er seine Stimme auch dem „Bohemian Browser Ballett“ von ARD und ZDF, einer „Nische für junge Intellektuell mit Humor“. Aktuelle Hörbuchtitel von ihm sind „In der Männerrepublik: Wie Frauen die Politik eroberten“ von Torsten Körner und „Willkommen im 21. Jahrhundert“ von Joschka Fischer.",False,2020-03-25T14:29:47.414Z,2020-03-26T19:50:26.119Z,f1821254b35ecfb8cca1a772d660b946,image,image/jpeg,43899,https://assets.calm.com/f1821254b35ecfb8cca1a772d660b946.jpeg,300,300,"['#565656', '#d5d5d5', '#b4b4b4']",98864c1f483e83786475377554b307fe,image,image/jpeg,140157,https://assets.calm.com/98864c1f483e83786475377554b307fe.jpeg,2000,2000,"['#4e9ad0', '#29587b']",3515a241c766d139988861d22047a7e2,image,image/jpeg,170242,https://assets.calm.com/3515a241c766d139988861d22047a7e2.jpeg,2000,2000,"['#4c9ad4', '#29587b']",3515a241c766d139988861d22047a7e2,image,image/jpeg,170242,https://assets.calm.com/3515a241c766d139988861d22047a7e2.jpeg,2000,2000,"['#4c9ad4', '#29587b']",98864c1f483e83786475377554b307fe,image,image/jpeg,140157,https://assets.calm.com/98864c1f483e83786475377554b307fe.jpeg,2000,2000,"['#4e9ad0', '#29587b']",,,,,,,,,,,,,,,,,,,,,,,,
V0ccpHFLfK,tuhptEO9oq,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2023-10-18T08:00:00.000Z,11130,Das verborgene Leben der Pilze,de,0-default,"Begleite mich auf einen Spaziergang durch den Wald, und entdecke das wunderschöne verborgene Leben der Pilze.",a3bd3ed1ceb123030cc249e794fe82fa,False,True,sleep_stories,generic,False,2023-09-27T11:04:04.198Z,2023-10-16T16:28:52.561Z,Schlafgeschichte,0xZB6kzW,Marie Krutmann,True,AELeSWvj2R,Christian Rudolf,"Christian Rudolf ist deutscher Schauspieler, Moderator, Sänger und Synchronsprecher. Er verlieh unter anderem Robert Downey, Brad Dourif, Matt Letscher in „Almost Perfect“ und Deezer D in „Emergency Room“ seine Stimme. Zu seinen bekanntesten Synchronisations-Arbeiten gehört die Anime-Serie „Die tollen Fußballstars“. Darin lieh er dem Hauptcharakter Tsubasa Ohzora seine Stimme. Aus dem Fernsehen ist er unter anderem für seine Gastrollen in „Die Rettungsflieger“, „Doppelter Einsatz“, „Der Bulle von Tölz“ „Polizeiruf 110“ und „Großstadtrevier“ bekannt. Als Sprecher für Dokumentationen ist er außerdem unter anderem auf ARTE zuhören und er besprach das Hörbuch „Aufstieg und Fall der Marke U.S.A.“",False,2022-04-28T17:26:13.703Z,2022-05-20T11:36:41.478Z,2f1691ae084187adffceb603fe6afd04,image,image/jpeg,2148633,https://assets.calm.com/2f1691ae084187adffceb603fe6afd04.jpeg,3024,4032,"['#d39f7d', '#251109']",5bfccb228b27ffd411e1b489b0eabb74,image,image/jpeg,526111,https://assets.calm.com/5bfccb228b27ffd411e1b489b0eabb74.jpeg,2000,2000,"['#bf7a28', '#836f05']",a9abd06d7e961e2ef634ccece15d0ddc,image,image/jpeg,770528,https://assets.calm.com/a9abd06d7e961e2ef634ccece15d0ddc.jpeg,2000,2000,"['#959109', '#827205']",a9abd06d7e961e2ef634ccece15d0ddc,image,image/jpeg,770528,https://assets.calm.com/a9abd06d7e961e2ef634ccece15d0ddc.jpeg,2000,2000,"['#959109', '#827205']",5bfccb228b27ffd411e1b489b0eabb74,image,image/jpeg,526111,https://assets.calm.com/5bfccb228b27ffd411e1b489b0eabb74.jpeg,2000,2000,"['#bf7a28', '#836f05']",,,,,,,,,,,,,,,,,,,,,,,,
NuGpEW_1Vz,bCtKDmFxhs,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-08-24T08:00:00.000Z,69,Die Sierra Nevada,de,0-default,"Heute Abend hören wir den Bericht des berühmten Naturforschers John Muir aus dem Jahr 1894, in dem er die Berge der Sierra Nevada und die dortigen Lebewesen beschreibt.",609e4b8f82b8bae8ae4b9125454d2204,False,True,sleep_stories,generic,False,2022-08-16T18:20:11.902Z,2022-08-17T18:34:56.428Z,Schlafgeschichte,x3521Emq,John Muir,True,Eg3QrTexc0,Martin Wehrmann,"Martin Wehrmann ist ein deutscher Sprecher für Film, Radio und andere Medien. Seine Stimme kennt fast jeder. Neben vielen andere Projekten lieh er seine Stimme auch dem „Bohemian Browser Ballett“ von ARD und ZDF, einer „Nische für junge Intellektuell mit Humor“. Aktuelle Hörbuchtitel von ihm sind „In der Männerrepublik: Wie Frauen die Politik eroberten“ von Torsten Körner und „Willkommen im 21. Jahrhundert“ von Joschka Fischer.",False,2020-03-25T14:29:47.414Z,2020-03-26T19:50:26.119Z,f1821254b35ecfb8cca1a772d660b946,image,image/jpeg,43899,https://assets.calm.com/f1821254b35ecfb8cca1a772d660b946.jpeg,300,300,"['#565656', '#d5d5d5', '#b4b4b4']",a446eaac7f1e3d7ad86b0bc3fc661637,image,image/jpeg,642417,https://assets.calm.com/a446eaac7f1e3d7ad86b0bc3fc661637.jpeg,1920,1920,"['#d89149', '#3c6c14']",813aede917a5e91dd1407ff38e5e333e,image,image/png,5505687,https://assets.calm.com/813aede917a5e91dd1407ff38e5e333e.png,2000,2000,"['#cd7b2b', '#742b0f']",813aede917a5e91dd1407ff38e5e333e,image,image/png,5505687,https://assets.calm.com/813aede917a5e91dd1407ff38e5e333e.png,2000,2000,"['#cd7b2b', '#742b0f']",ad835be4c62ee56ddcddd2ce7e96ce1d,image,image/jpeg,149109,https://assets.calm.com/ad835be4c62ee56ddcddd2ce7e96ce1d.jpeg,1125,300,"['#d78535', '#a05c1b']",Betrachtungen der Natur,ad835be4c62ee56ddcddd2ce7e96ce1d,image,image/jpeg,149109.0,https://assets.calm.com/ad835be4c62ee56ddcddd2ce7e96ce1d.jpeg,1125.0,300.0,"['#d78535', '#a05c1b']",,,,,,,,,,,,,,,
7dWu7yb0DY,09Yebyv889,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2023-01-25T09:00:00.000Z,10675,Extrem-Schlafgeschichten: Mount Everest,de,0-default,Komme an einem völlig unerwarteten Ort zur Ruhe: dem höchsten Berg der Erde.,4af1380759c398333ee4db3ca991f3af,False,True,sleep_stories,generic,False,2023-01-18T18:20:08.335Z,2023-01-20T17:17:15.966Z,Schlafgeschichte,A49ZOW1A,Phoebe Smith,True,hLJzQsU_AW,Carsten Wilhelm,"Carsten Wilhelm ist Sprecher, Schauspieler, Dramaturg und lebt in Schweden und Berlin. Er war Mitbegründer und Mitglied des Ensembles in verschiedenen unabhängigen Theatergründungen. Zu Beginn seiner Studiokarriere war er vor allem in Hörspielen und als Sprecher für Fernsehformate bekannter Zeitschriften tätig. Heute ist Carsten ein echtes Multitalent. Seine ausdrucksstarke und warme Stimme wird oft von Fernsehsendern wie Arte, ZDF oder N24 sowie für Kunden wie „Ärzte ohne Grenzen“, „Hornbach“, „BMW“, die „Bundesagentur für Arbeit“, „O2“ und verschiedenen Hörbuchverlagen eingesetzt. Er ist als Stimme zahlreicher Hörbücher bekannt. ",False,2023-01-19T12:10:45.374Z,2023-01-19T12:18:21.092Z,609b91ba1c60c3253d99016dabbcf647,image,image/jpeg,144901,https://assets.calm.com/609b91ba1c60c3253d99016dabbcf647.jpeg,752,752,"['#ac5c44', '#163e51']",ef7989932a96321cbea1dfa2f6510ee9,image,image/jpeg,2234903,https://assets.calm.com/ef7989932a96321cbea1dfa2f6510ee9.jpeg,2000,2000,"['#0d6bb8', '#04427a']",509e91ffa0fe46997119848bd8de1b71,image,image/jpeg,2446481,https://assets.calm.com/509e91ffa0fe46997119848bd8de1b71.jpeg,2000,2000,"['#d38c41', '#04427a']",509e91ffa0fe46997119848bd8de1b71,image,image/jpeg,2446481,https://assets.calm.com/509e91ffa0fe46997119848bd8de1b71.jpeg,2000,2000,"['#d38c41', '#04427a']",ef7989932a96321cbea1dfa2f6510ee9,image,image/jpeg,2234903,https://assets.calm.com/ef7989932a96321cbea1dfa2f6510ee9.jpeg,2000,2000,"['#0d6bb8', '#04427a']",,,,,,,,,,,,,,,,,,,,,,,,
3zaUL1WINd,90ZNYdeBSL,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-09-23T00:00:00.000Z,161,Der goldene Pfeil,de,0-default,Unternimm eine ausgefeilte Reise mit Zug und Fähre von London nach Paris.,c7b07dfe5ebf568cd53797b46f86ed83,False,True,sleep_stories,generic,False,2020-09-23T00:00:00.000Z,2020-10-06T21:53:01.825Z,Schlafgeschichte,63PB06XR,Andrew Martin,True,o-P0Susk8r,Sven Riemann,"Sven Riemann hat an der Hochschule für Musik und Theater in Rostock studiert und arbeitet seit fast 30 Jahren in Film und Fernsehen. Er ist in verschiedene Rollen geschlüpft – vom Gewaltstraftäter, über den Ermittler bis hin zum nerdigen Fahrradkurier. Sven liebt die Bühne und hat immer Theater gespielt, unter anderem in ""Jedermann"" und ""Wilhelm Tell"". Er war für die Palazzo Show ""Lucky Hunters"" mehr als 500 Mal als Hoteldirektor und Moderator im Einsatz. 

Aufgrund seiner speziellen Stimme wird er sehr oft als Sprecher gebucht und spricht seit 2015 beispielsweise den ""Graf von Falkenstein"" in Bibi und Tina.",False,2019-12-01T19:04:29.689Z,2019-12-02T13:19:21.237Z,23eadbcad4ebfe530e8fecd3ecc722a3,image,image/png,7171363,https://assets.calm.com/23eadbcad4ebfe530e8fecd3ecc722a3.png,3000,3000,"['#373f33', '#6b98d1', '#b28484']",55eb34b94c4b2e7280d401724217dfc4,image,image/jpeg,7991695,https://assets.calm.com/55eb34b94c4b2e7280d401724217dfc4.jpeg,1920,1920,"['#977e1e', '#533d09']",a030e5b5e1b9a9b3041d52459bb0b1e3,image,image/jpeg,7870077,https://assets.calm.com/a030e5b5e1b9a9b3041d52459bb0b1e3.jpeg,1920,1920,"['#9c4404', '#79390e']",a030e5b5e1b9a9b3041d52459bb0b1e3,image,image/jpeg,7870077,https://assets.calm.com/a030e5b5e1b9a9b3041d52459bb0b1e3.jpeg,1920,1920,"['#9c4404', '#79390e']",55eb34b94c4b2e7280d401724217dfc4,image,image/jpeg,7991695,https://assets.calm.com/55eb34b94c4b2e7280d401724217dfc4.jpeg,1920,1920,"['#977e1e', '#533d09']",,,,,,,,,,,,,,,,,,,,,,,,
OOBIHvutRS,pMaMxGtqkz,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-08-19T19:00:00.000Z,10325,Der kuriose Fall der Overnight Oats,de,0-default,"Begleite Keith Morrison von Dateline NBC heute Abend dabei, wie er eine große Portion Rätsel und Geheimnis auftischt. Diese Geschichte ist auf Englisch.",f8c189120101c07e9f7da4d80b206398,False,True,sleep_stories,generic,False,2022-08-10T10:16:22.482Z,2022-08-17T00:12:44.157Z,Schlafgeschichte,OnR1vw08,Kate Villa,True,Uhkrdsr48T,Keith Morrison,"Keith Morrison ist ein preisgekrönter Korrespondent von Dateline NBC, der am längsten laufenden Primetime-Show in der Geschichte von NBC. Nach einer vielseitigen Karriere bei NBC und im kanadischen Fernsehen, wo er über Themen in aller Welt berichtete, kam er 1995 zum Nachrichtenmagazin „Friday“. Seit 2019 hat er außerdem mehrere Podcasts zu wahren Kriminalfällen, darunter „The Thing About Pam“, „Mommy Doomsday“, „The Thing About Helen“ und „Olga and Killer Role“ moderiert. Morrison hat die Geheimnisse, für die Dateline bekannt ist, zu etwas ganz Besonderem gemacht.",False,2022-04-26T18:34:07.188Z,2022-04-26T18:35:20.122Z,5b4a8dd7be41c2e98482c35a1f106c04,image,image/jpeg,2025472,https://assets.calm.com/5b4a8dd7be41c2e98482c35a1f106c04.jpeg,2000,2000,"['#9d6634', '#6e3d1e']",07f3c91d574f1650a950e56c1da5c377,image,image/jpeg,4919656,https://assets.calm.com/07f3c91d574f1650a950e56c1da5c377.jpeg,2500,2500,"['#b24298', '#74105e']",8024f3580e33d23740277d85cef1a5f4,image,image/jpeg,4991793,https://assets.calm.com/8024f3580e33d23740277d85cef1a5f4.jpeg,2500,2500,"['#b24298', '#4a176c']",8024f3580e33d23740277d85cef1a5f4,image,image/jpeg,4991793,https://assets.calm.com/8024f3580e33d23740277d85cef1a5f4.jpeg,2500,2500,"['#b24298', '#4a176c']",07f3c91d574f1650a950e56c1da5c377,image,image/jpeg,4919656,https://assets.calm.com/07f3c91d574f1650a950e56c1da5c377.jpeg,2500,2500,"['#b24298', '#74105e']",,,,,,,,,,,,,,,,,,,,,,,,
mg2Am8KasK,JAa6z2mga3,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-08-19T19:00:00.000Z,10315,Dream With Me,de,0-default,"Verliebe dich in die verträumte Stimme von Harry Styles und schlafe zu ihr ein. Diese Geschichte ist auf Englisch.
",75c7066a9611cadd9688199cb35f358c,False,True,sleep_stories,generic,False,2022-08-09T12:44:43.816Z,2022-08-16T23:59:47.252Z,Schlafgeschichte,ZLZOkZyL,Steve Cleverley/Sanj Sen,True,rlHYcsyu9,Harry Styles,"Harry Styles has returned with his critically acclaimed second solo album Fine Line — his first piece of new music in two years. It’s a new chapter in the story he’s been building for the past ten years—a musical journey unlike any other. Styles’ Fine Line, released in December 2019 on Columbia Records, achieved an array of history-making records and topped the charts at #1 in over 20 countries. The Platinum certified album, which features the new single “Watermelon Sugar,” and the Top 40 and Hot AC radio #1 hit “Adore You,” debuted at #1 in the U.S. on the Billboard 200 with over 478,000 equivalent album units sold, making history as the biggest sales week for a solo U.K. male artist’s album since Nielsen Music began electronically tracking sales data in 1991, and was the 3rd highest debut for any artist in 2019. Harry was nominated for Best Male and Mastercard Album of the Year at the 2020 BRIT AWARDS. Styles became an overnight sensation with the band One Direction which conquered the world, touring and scoring hits at a frantic pace, while he began to evolve as a songwriter and performer. Styles went his own way in spring 2017 when he dropped his first solo single: the double-platinum piano epic “Sign of the Times,” which Rolling Stone named the Song of the Year. His self-titled debut album released in May 2017, entered the Billboard 200 at #1 and topped charts at #1 in over 55 countries. The timeless 10-track album confirmed Styles as an artist schooled in the classics, while still breaking new ground. He toured the album in 2017 and 2018 with 90 sold-out shows in over 20 countries. He made his acting debut in Christopher Nolan’s Oscar-nominated film “Dunkirk” in July 2017, becoming the first British artist with a #1 debut single, album and film in the same year.",False,2020-07-06T15:19:21.849Z,2020-08-17T15:52:51.822Z,b6fc2747e25ed4733316a66b36427752,image,image/jpeg,8819162,https://assets.calm.com/b6fc2747e25ed4733316a66b36427752.jpeg,800,800,"['#bf3fbf', '#0c040c']",798c04bafc86b86b9ba92592689272e3,image,image/jpeg,10412353,https://assets.calm.com/798c04bafc86b86b9ba92592689272e3.jpeg,1920,1920,"['#bba444', '#211d0c']",52843d0516242591cd9ef3a7ce05ab74,image,image/jpeg,10413592,https://assets.calm.com/52843d0516242591cd9ef3a7ce05ab74.jpeg,1920,1920,"['#2c2e31', '#bec1c3', '#909699']",52843d0516242591cd9ef3a7ce05ab74,image,image/jpeg,10413592,https://assets.calm.com/52843d0516242591cd9ef3a7ce05ab74.jpeg,1920,1920,"['#2c2e31', '#bec1c3', '#909699']",798c04bafc86b86b9ba92592689272e3,image,image/jpeg,10412353,https://assets.calm.com/798c04bafc86b86b9ba92592689272e3.jpeg,1920,1920,"['#bba444', '#211d0c']",Eine neue Schlafgeschichte von Harry Styles,,,,,,,,,,,,,,,,,,,,,,,
8CbkUqlp7h,6KfghgnYSR,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2023-11-01T08:00:00.000Z,11177,Die Kuppelgemälde von Admont,de,0-default,"Reise in die Steirischen Alpen zur größten Klosterbibliothek der Welt, und entdecke auf ganz besondere Weise die atemberaubenden Kuppelgemälde dieses geschichtsträchtigen Ortes. ",dcee580a8f3686aad31c5d9bdc0b5101,False,True,sleep_stories,generic,False,2023-10-20T14:36:43.192Z,2023-10-31T21:33:01.309Z,Schlafgeschichte,z1K407DD,Lara Keuthen,True,jHc1-0brPj,Thomas Fedrowitz,"Thomas Fedrowitz hat ein Leben voller Reisen und Abenteuer hinter sich. Er wurde in Deutschland geboren und lebte in Chile, Paris und Prag. Er hat an der renommierten Hochschule für Schauspielkunst Ernst Busch in Berlin Schauspiel studiert, wo er seine Fähigkeiten und seine Leidenschaft noch verfeinerte. Eines seiner größten Talente ist seine warme, tiefe Stimme, mit der er Charaktere in Filmen, Werbespots, Hörspielen und sogar Schlafgeschichten zum Leben erweckt. Auch Bösewichten leiht er oft seine Stimme, auch wenn er nichts mit ihnen gemeinsam hat. Er ist ein freundlicher und neugieriger Mensch, der die Vielfalt und Kreativität des Voice-over-Berufs genießt.",False,2023-09-15T11:38:48.205Z,2023-09-15T11:41:31.010Z,983cd83ebf2b2487ede884b9c7dd4056,image,image/png,14860056,https://assets.calm.com/983cd83ebf2b2487ede884b9c7dd4056.png,2663,2663,"['#986240', '#043c3f']",3f3d41cd450a59b2b9745ac8843f3817,image,image/jpeg,1442206,https://assets.calm.com/3f3d41cd450a59b2b9745ac8843f3817.jpeg,2000,2000,"['#f9ca40', '#672a19']",6a294960ac161a8afbcac877f36e80a6,image,image/jpeg,1490870,https://assets.calm.com/6a294960ac161a8afbcac877f36e80a6.jpeg,2000,2000,"['#e58016', '#672a19']",6a294960ac161a8afbcac877f36e80a6,image,image/jpeg,1490870,https://assets.calm.com/6a294960ac161a8afbcac877f36e80a6.jpeg,2000,2000,"['#e58016', '#672a19']",3f3d41cd450a59b2b9745ac8843f3817,image,image/jpeg,1442206,https://assets.calm.com/3f3d41cd450a59b2b9745ac8843f3817.jpeg,2000,2000,"['#f9ca40', '#672a19']",,,,,,,,,,,,,,,,,,,,,,,,
7L2yPiqLFc,caH3-92q-D,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-07-11T14:49:09.009Z,224,Heiliges Neuseeland,de,0-default,"Begleite Herbert Schäfer auf einer entspannenden Reise zur Südinsel Neuseelands, die voller atemberaubender Natur und mystischer Maori-Legenden ist.",94a0feded618c670bb87ed5ed1900f1d,False,True,sleep_stories,generic,False,2019-05-30T17:10:42.682Z,2019-08-17T03:26:20.521Z,Schlafgeschichte,r42XLLJp,Candace Rardon,True,jQKkaLVt3,Herbert Schäfer,"Herbert Schäfer, geboren 1968 in Bonn, besuchte bis 1994 die Otto-Falckenberg-Schauspiel-Schule in München. Engagements führten ihn an diverse Theater.Von klassischen Rollen wie HAMLET bis hin zu modernen Stücken wie Sarah KanesGESÄUBERT spielte er alle Genres.Er wirkte in vielen Film-und TV-Produktionen mit (Doppelter Einsatz / SK Kölsch / DieWache / Der Staatsanwalt / Rosenheimcops / Hubert&Staller/ Soko / Die Chefin / Der Lehrer/ Scheidung für Fortgeschrittene / Abseitsfalle / Zeppelin / Eines Tages / Tatort).Als Sprecher machte er dutzende Hörspiele (WDR / SWR / NDR / Hörverlag), unzähligeRadio-Feature (WDR/SWR/Bayern2), hat Videospiele vertont (Mass Effect), diverseHörbücher aufgesprochen (Argon-die gesamte Thich-Nhat-Hanh-Reihe-/Audiomedia-diegesamte Michael-Connelly-Reihe-/ Hörverlag / Hörbuch Hamburg) und als Kommentar-Sprecher (ARTE / ARD / SWR / WDR) Dokumentationen oder als Erzähler Spielfilme(Snowmans Land) vertont.",False,2019-05-30T17:31:03.578Z,2019-05-31T16:19:31.074Z,d5bf22551862123e1723ec695f9ff6bb,image,image/jpeg,1465486,https://assets.calm.com/d5bf22551862123e1723ec695f9ff6bb.jpeg,3008,3008,"['#676567', '#cec6c5', '#bab5b5']",a81ea94a32ee743a116bb06fec30ef8d,image,image/jpeg,321143,https://assets.calm.com/a81ea94a32ee743a116bb06fec30ef8d.jpeg,1920,1920,"['#5790d6', '#0c3752']",02ce27ee4b009ce1e2cb4d16f7a75344,image,image/jpeg,9900357,https://assets.calm.com/02ce27ee4b009ce1e2cb4d16f7a75344.jpeg,1920,1920,"['#d9a93d', '#071c27']",02ce27ee4b009ce1e2cb4d16f7a75344,image,image/jpeg,9900357,https://assets.calm.com/02ce27ee4b009ce1e2cb4d16f7a75344.jpeg,1920,1920,"['#d9a93d', '#071c27']",a81ea94a32ee743a116bb06fec30ef8d,image,image/jpeg,321143,https://assets.calm.com/a81ea94a32ee743a116bb06fec30ef8d.jpeg,1920,1920,"['#5790d6', '#0c3752']",,,,,,,,,,,,,,,,,,,,,,,,
