date,CoVaR,MES,房价收入比,指标名称,Risk.2F,Factor1,Factor2,Risk.PC,Risk.Entropy,Risk.Equal,CoVaR,House,Debt,收益率,波动率,OECD,IVA,PMI,M2,期限利差,信用利差,Risk.3F,SFR.Index,指标名称,Risk.2F,转移概率,状态,Risk.3F,SFR.Index
2010-12-31,"0,02835919936","0,04254161954","0,8688645823",2010年12月,"0,2974006965","0,5747477615","0,02005363144","0,1416105743","-0,08054137924","0,1243256862","0,2218998456","0,5971629744","-0,4460857613","-0,008511142052","0,08342874666","100,7","13,5","53,9","19,7","0,82","2,25","0,0605957074","94,85877077",2010年12月,"0,2974006965","0,07373994714",0,"0,0605957074","94,85877077"
2011-01-28,"0,02899520591","0,04208322061","0,8291949062",2011年1月,"0,2966784479","0,5621417069","0,03121518891","0,09634041002","-0,1046935322","0,08238337574","0,2852051758","0,3933710607","-0,4314261094","-0,02035819963","0,08968548879","100,7","14,2","52,9","17,2","0,9","2,16","0,02430422649","94,06055345",2011年1月,"0,2966784479","0,03712534591",0,"0,02430422649","94,06055345"
2011-02-25,"0,02924933901","0,04219539802","0,8527641856",2011年2月,"0,2993864522","0,5653784273","0,03339447707","0,152457554","-0,06547927007","0,1353550769","0,3105004533","0,5144516734","-0,4188868959","0,05399472807","0,07389505424","100,8","14,9","52,2","15,7","0,93","2,31","0,07536829481","95,55469498",2011年2月,"0,2993864522","0,01581032245",0,"0,07536829481","95,55469498"
2011-03-25,"0,02983290545","0,04244017396","0,7544752758",2011年3月,"0,2878852903","0,5238394526","0,05193112799","-0,007651104335","-0,1679398307","-0,0146737029","0,3685860378","0,009519768815","-0,4221269153","0,002370571643","0,05217560875","100,8","14,8","53,4","16,6",1,"2,53","-0,05417492606","91,91338575",2011年3月,"0,2878852903","0,005718707495",0,"-0,05417492606","91,91338575"
2011-04-29,"0,02981205281","0,04301291577","0,7716621585",2011年4月,"0,2872385716","0,5223441333","0,05213300985","0,02024570579","-0,1535059712","0,0113111448","0,3665105217","0,09781258905","-0,4303896764","-0,01391975076","0,07009345423","100,8","13,4","52,9","15,3","1,06","2,59","-0,02147599904","92,56490768",2011年4月,"0,2872385716","0,002194597605",0,"-0,02147599904","92,56490768"
2011-05-27,"0,0280285154","0,04110303652","0,7928000486",2011年5月,"0,2763927556","0,5221805296","0,03060498147","-0,003877175605","-0,1653387131","-0,01191795065","0,1889850194","0,2064026178","-0,4311414892","-0,05980561335","0,091326949","100,8","13,3",52,"15,1","0,89","2,59","-0,01510531081","91,21831285",2011年5月,"0,2763927556","0,0009828127626",0,"-0,01510531081","91,21831285"
2011-06-24,"0,02407553722","0,03660464043","0,7861289244",2011年6月,"0,2461912945","0,504865154","-0,01248256507","-0,1530638703","-0,2491980665","-0,1530487002","-0,2044769674","0,1721315708","-0,4268007042","0,02427444586","0,06539261048","100,8","15,1","50,9","15,9","0,56","2,7","-0,09044120036","85,92375922",2011年6月,"0,2461912945","0,0005592444976",0,"-0,09044120036","85,92375922"
2011-07-29,"0,02124561344","0,03366855712","0,8123879282",2011年7月,"0,2284861605","0,5032813269","-0,046309006","-0,2019168873","-0,27157954","-0,199657623","-0,4861551147","0,3070298915","-0,4198476457","-0,01029230098","0,05574380051","100,7",14,"50,7","14,7","0,38","2,77","-0,09325496772","83,54659072",2011年7月,"0,2284861605","0,0004226427417",0,"-0,09325496772","83,54659072"
2011-08-26,"0,02100538878","0,03422958937","0,8029359025",2011年8月,"0,2251199877","0,4979865429","-0,04774656749","-0,2262511613","-0,2848379287","-0,222475637","-0,5100659516","0,2584727452","-0,4158337047","-0,04696145985","0,1133138203","100,6","13,5","50,9","13,5","0,33","2,97","-0,1072672549","82,86187334",2011年8月,"0,2251199877","0,0003856273569",0,"-0,1072672549","82,86187334"
2011-09-30,"0,02084104705","0,03429055755","0,8017961888",2011年9月,"0,2216372244","0,4910879895","-0,04781354073","-0,2341260301","-0,2894785378","-0,2299176775","-0,5264238291","0,2526177819","-0,4159469852","-0,09021560982","0,1081913254","100,4","13,8","51,2","13,04","0,2","3,25","-0,1088484774","82,60060902",2011年9月,"0,2216372244","0,0003829111446",0,"-0,1088484774","82,60060902"
2011-10-28,"0,02092163409","0,03444026422","0,759398839",2011年10月,"0,2147422229","0,4683267159","-0,03884227","-0,3061783002","-0,3375569298","-0,2975628828","-0,5045342614","0,03481320266","-0,4229675896","0,04226314229","0,08086373799","100,3","13,2","50,4","12,9","0,55","3,53","-0,1654508864","80,93280282",2011年10月,"0,2147422229","0,0004001783856",0,"-0,1654508864","80,93280282"
2011-11-25,"0,02086119488","0,03411412504","0,7439139288",2011年11月,"0,2015561392","0,4499024803","-0,04679020191","-0,3762989713","-0,3837287164","-0,3639315294","-0,6119996498","-0,04473621038","-0,4350587279","-0,05117307864","0,09349762562","100,2","12,4",49,"12,7","0,92","3,62","-0,2084560065","78,74810113",2011年11月,"0,2015561392","0,0004481849936",0,"-0,2084560065","78,74810113"
2011-12-30,"0,01747735345","0,03254133161","0,7701729326",2011年12月,"0,1818962662","0,4374086639","-0,0736161315","-0,4203572129","-0,4110901289","-0,4063463938","-0,8612310869","0,09016211032","-0,4479702048","-0,07376900856","0,1508393819","100,1","12,8","50,3","13,6","0,78","3,52","-0,2261132833","76,58705285",2011年12月,"0,1818962662","0,0005637406127",0,"-0,2261132833","76,58705285"
2012-01-20,"0,01767875412","0,03294678449","0,6552003071",2012年1月,"0,1636827967","0,3841667004","-0,05680110709","-0,6302903564","-0,5493753841","-0,6035453832","-0,844090163","-0,5004777393","-0,4660682475","0,03280012801","0,09118762897",100,"17,05","50,5","12,4","0,62","3,52","-0,4056100534","71,53267896",2012年1月,"0,1636827967","0,0008365377087",0,"-0,4056100534","71,53267896"
2012-02-24,"0,01751008192","0,0320549385","0,6600674546",2012年2月,"0,1595106752","0,3752239759","-0,05620262561","-0,6329474591","-0,5573169088","-0,6064593525","-0,8599687766","-0,4754741218","-0,4839351591","0,07245698884","0,1073927104",100,"21,3",51,13,"0,6","3,37","-0,3996549402","71,36509522",2012年2月,"0,1595106752","0,001476450978",0,"-0,3996549402","71,36509522"
2012-03-30,"0,01728051881","0,03102778927","0,6832515287",2012年3月,"0,1610621733","0,3829459241","-0,06082157744","-0,6006364161","-0,5396703172","-0,5763926955","-0,8808230747","-0,3563723977","-0,4919826141","-0,06981299678","0,1108270317","100,1","11,9","53,1","13,4","0,66","3,19","-0,3689648808","72,04372019",2012年3月,"0,1610621733","0,002876900729",0,"-0,3689648808","72,04372019"
2012-04-27,"0,01787360574","0,0314047677","0,6933971318",2012年4月,"0,1678749198","0,3917854897","-0,05603565016","-0,5630412217","-0,5192219582","-0,5410439672","-0,8217898118","-0,3042521875","-0,4970899022","0,06070909858","0,07342978139","100,1","9,3","53,3","12,8","0,67","3,07","-0,3399689476","73,19830324",2012年4月,"0,1678749198","0,005556480515",0,"-0,3399689476","73,19830324"
2012-05-25,"0,01797618981","0,03142073557","0,700951493",2012年5月,"0,1708027172","0,3980976205","-0,05649218609","-0,547438135","-0,5116437438","-0,5264875045","-0,8115790531","-0,2654437616","-0,5024396989","-0,001612573923","0,06446433582","100,1","9,6","50,4","13,2","0,9","2,9","-0,3317729202","73,60995788",2012年5月,"0,1708027172","0,009656634495",0,"-0,3317729202","73,60995788"
2012-06-29,"0,01791086998","0,03124431962","0,7209684938",2012年6月,"0,1742343705","0,4086080955","-0,06013935461","-0,5146930587","-0,4927194753","-0,4958937643","-0,8180807177","-0,1626119931","-0,506988582","-0,05165848155","0,07922368601","100,1","9,5","50,2","13,6","1,1","2,82","-0,2920763756","74,36743875",2012年6月,"0,1742343705","0,01480439819",0,"-0,2920763756","74,36743875"
2012-07-27,"0,01791107884","0,031330169","0,7217499794",2012年7月,"0,1757824243","0,412819604","-0,06125475538","-0,5151811159","-0,4951535698","-0,4964705726","-0,8180599148","-0,1585973315","-0,5127544714","-0,05540225011","0,07318385616","100,2","9,2","50,1","13,9","1,01","2,88","-0,2818474383","74,34434407",2012年7月,"0,1757824243","0,02071071012",0,"-0,2818474383","74,34434407"
2012-08-31,"0,01720778054","0,03011360681","0,7413282514",2012年8月,"0,1742797418","0,4203715051","-0,07181202151","-0,5054810346","-0,4892644285","-0,4876940555","-0,8880630942","-0,05801941107","-0,5169996611","-0,02468145855","0,07856615327","100,2","8,9","49,2","13,5","0,84","2,94","-0,2612142713","74,27159127",2012年8月,"0,1742797418","0,02917077689",0,"-0,2612142713","74,27159127"
2012-09-28,"0,01574983092","0,02892883066","0,7371329074",2012年9月,"0,1639472175","0,4161678837","-0,08827344867","-0,5650849482","-0,524621846","-0,5441295627","-1,033181004","-0,07957182259","-0,5196358619","0,02433681926","0,07573047129","100,2","9,2","49,8","14,8","0,72","2,89","-0,2897378356","72,19939736",2012年9月,"0,1639472175","0,04853054165",0,"-0,2897378356","72,19939736"
2012-10-26,"0,01545813401","0,02889913261","0,7341440676",2012年10月,"0,1628340616","0,4187076178","-0,09303949449","-0,5818453691","-0,5338393317","-0,5599266718","-1,066825923","-0,09492615065","-0,5180279413","-0,009095436591","0,04531364571","100,3","9,6","50,2","14,1","0,65","2,83","-0,2918935827","71,65198547",2012年10月,"0,1628340616","0,1166307585",0,"-0,2918935827","71,65198547"
2012-11-30,"0,01535977128","0,02766030604","0,765636568",2012年11月,"0,1686906786","0,4357170229","-0,09833566568","-0,5243347908","-0,4957502705","-0,5058951826","-1,072005855","0,06685779838","-0,5125374913","-0,05998920451","0,1019668425","100,3","10,1","50,6","13,9","0,66","2,87","-0,2330379997","73,03559149",2012年11月,"0,1686906786","0,4144253324",0,"-0,2330379997","73,03559149"
2012-12-28,"0,01480067876","0,02662555537","0,764087307",2012年12月,"0,1647919845","0,4342710779","-0,104687109","-0,5451369146","-0,5058696912","-0,5254894017","-1,127655406","0,05889890141","-0,5077117011","0,1522649069","0,1647449997","100,4","10,3","50,6","13,8","0,68","2,95","-0,2413609741","72,30227341",2012年12月,"0,1647919845","0,9306894552",1,"-0,2413609741","72,30227341"
2013-01-25,"0,01450197048","0,02611043785","0,6696758513",2013年1月,"0,1533047078","0,4075437561","-0,1009343405","-0,724713946","-0,6139375755","-0,693798414","-1,157387581","-0,426113663","-0,4978939979","0,05144777187","0,06863457975","100,5","10,1","50,4","15,9","0,76","2,98","-0,3788678173","67,83848261",2013年1月,"0,1533047078","0,9992222488",1,"-0,3788678173","67,83848261"
2013-02-22,"0,01486297866","0,02692858226","0,8313664096",2013年2月,"0,1847697125","0,4836980781","-0,114158653","-0,3995558251","-0,4036376669","-0,3881801361","-1,093545655","0,4045265578","-0,4755213115","0,0003225814252","0,0615430826","100,5","9,9","50,1","15,2","0,84","2,91","-0,1214314789","76,0428567",2013年2月,"0,1847697125","0,9999786193",1,"-0,1214314789","76,0428567"
2013-03-29,"0,01671402239","0,03032801321","0,8309509933",2013年3月,"0,2034923344","0,5091586243","-0,1021739554","-0,33714903","-0,358696003","-0,3286277648","-0,9372096863","0,4023924687","-0,4510660767","-0,04971498381","0,06332247826","100,5","8,9","50,9","15,7","0,84","2,87","-0,08077231852","78,27399493",2013年3月,"0,2034923344","0,9999984454",1,"-0,08077231852","78,27399493"
2013-04-26,"0,01684534488","0,03258814487","0,8392062449",2013年4月,"0,2101255966","0,5253040592","-0,1050528661","-0,3092925792","-0,3324768652","-0,3019523507","-0,9241383744","0,444801527","-0,4265202047","-0,02374134994","0,04743179085","100,6","9,3","50,6","16,1","0,73","2,94","-0,05210410076","79,05393859",2013年4月,"0,2101255966","0,9999998384",1,"-0,05210410076","79,05393859"
2013-05-31,"0,01729721217","0,03438723214","0,8773647727",2013年5月,"0,2228582532","0,55293227","-0,1072157636","-0,2150253498","-0,264722322","-0,2128525795","-0,8791615271","0,6408303386","-0,4002265499","0,07822355252","0,09712909912","100,6","9,2","50,8","15,8","0,58","2,94","0,02925107014","81,58477104",2013年5月,"0,2228582532","0,9999999705",1,"0,02925107014","81,58477104"
2013-06-28,"0,01885257098","0,03595526211","0,8771664889",2013年6月,"0,2389442755","0,5713738367","-0,09348528568","-0,1521609508","-0,2188034132","-0,1528391177","-0,7243479556","0,6398117097","-0,3739811072","-0,1358308485","0,235264963","100,6","8,9","50,1",14,"0,27","2,87","0,06946652593","83,82401406",2013年6月,"0,2389442755","0,9999999859",1,"0,06946652593","83,82401406"
2013-07-26,"0,02442101551","0,03947021942","0,9148292453",2013年7月,"0,2897475541","0,6185778312","-0,03908272293","0,1209428766","-0,04875863426","0,1057059799","-0,1700895122","0,8332936307","-0,3460861789","0,02701092943","0,07862103205","100,7","9,7","50,3","14,5","0,16","2,85","0,2395267907","92,87610708",2013年7月,"0,2897475541","0,9999999726",1,"0,2395267907","92,87610708"
2013-08-30,"0,02572541518","0,04001534002","0,9209602936",2013年8月,"0,3033219056","0,6342827975","-0,02763898633","0,186929497","2,23E-06","0,1685865117","-0,04025539168","0,8647901877","-0,3187752609","0,05351638011","0,09613013273","100,7","10,4",51,"14,7","0,37","2,88","0,2778355531","95,08624175",2013年8月,"0,3033219056","0,9999997124",1,"0,2778355531","95,08624175"
2013-09-30,"0,02499093603","0,0399485674","0,9134468391",2013年9月,"0,2994714642","0,6338859","-0,03494297171","0,1608026144","-0,005205235897","0,1444374135","-0,1009816553","0,8261919049","-0,291898009","0,04273920062","0,08124347532","100,6","10,2","51,1","14,2","0,46","2,89","0,2609715302","94,24542285",2013年9月,"0,2994714642","0,9999920459",1,"0,2609715302","94,24542285"
2013-10-25,"0,02480788448","0,03969277643","0,9060544133",2013年10月,"0,2984431144","0,6362211766","-0,03933494775","0,1456460331","-0,00398749112","0,1306860061","-0,1315823786","0,7882153749","-0,264574978","-0,01984993335","0,07955439288","100,6","10,3","51,4","14,3","0,48","2,92","0,2480335009","93,80054504",2013年10月,"0,2984431144","0,9997311963",1,"0,2480335009","93,80054504"
2013-11-29,"0,0245342461","0,03940684106","0,9587527591",2013年11月,"0,3053946526","0,660022777","-0,04923347185","0,2420508238","0,06764572303","0,2216122824","-0,1588190977","1,058938453","-0,2352825077","0,0444910634","0,07978497893","100,6",10,"51,4","14,2","0,39","2,88","0,3364243992","96,07997917",2013年11月,"0,3053946526","0,9928245843",1,"0,3364243992","96,07997917"
2013-12-27,"0,02284168809","0,03946261387","0,9494171772",2013年12月,"0,2915069105","0,6500197106","-0,06700588957","0,1756756576","0,04051203094","0,1594202613","-0,3272888522","1,0109795","-0,2054298635","-0,04042702901","0,08473744881","100,5","9,7",51,"13,6","0,47",3,"0,2984767203","93,80749945",2013年12月,"0,2915069105","0,8794106925",1,"0,2984767203","93,80749945"
2014-01-30,"0,02167473423","0,03870577485","0,8703758825",2014年1月,"0,2707741438","0,6123298937","-0,07078160616","-0,0005384922956","-0,05741493847","-0,005668465017","-0,443442304","0,6049268573","-0,1784899484","-0,02051621582","0,05741675522","100,4","9,15","50,5","13,2","0,64","3,17","0,1686067982","89,08899853",2014年1月,"0,2707741438","0,2062513545",0,"0,1686067982","89,08899853"
2014-02-28,"0,02149621397","0,03832295048","0,8733085857",2014年2月,"0,2678153124","0,6071384344","-0,07150780973","0,003462706123","-0,04913552089","-0,001671422419","-0,461211397","0,6199928074","-0,1637956776","0,01365373824","0,08208723297","100,3","8,6","50,2","13,3","1,06","3,19","0,1588315537","89,13889543",2014年2月,"0,2678153124","0,003600455457",0,"0,1588315537","89,13889543"
2014-03-28,"0,02125474338","0,03737342147","0,8911602141",2014年3月,"0,2669059068","0,608640971","-0,07482915728","0,03109257672","-0,0275156423","0,02437726749","-0,4852463548","0,7117005751","-0,1533224178","-0,01835284116","0,05600648265","100,3","8,8","50,3","12,1","1,33","3,09","0,1824303095","89,7268001",2014年3月,"0,2669059068","0,0002898709155",0,"0,1824303095","89,7268001"
2014-04-30,"0,01940599532","0,03426504363","0,8532847871",2014年4月,"0,2457532532","0,5811130146","-0,08960650811","-0,1010081316","-0,1044532208","-0,1000107577","-0,6692625728","0,5171261161","-0,1478958165","-0,005867981252","0,07856014818","100,2","8,7","50,4","13,2","0,96","3,19","0,0883026475","85,74546273",2014年4月,"0,2457532532","0,0001667297496",0,"0,0883026475","85,74546273"
2014-05-30,"0,01823615295","0,03136480168","0,8357982236",2014年5月,"0,2321062022","0,5629370771","-0,09872467259","-0,1738912521","-0,1476886128","-0,1687488626","-0,7857034833","0,4272937681","-0,1478368728","0,01404149237","0,04256485388","100,1","8,8","50,8","13,4","0,7","3,09","0,04339520794","83,47923805",2014年5月,"0,2321062022","0,0001425169773",0,"0,04339520794","83,47923805"
2014-06-27,"0,01793310592","0,03024169372","0,8537124801",2014年6月,"0,2300643263","0,5622999615","-0,1021713089","-0,1523891833","-0,134302137","-0,148720655","-0,8158674444","0,5193232698","-0,1496177905","0,02751097146","0,04319937692",100,"9,2",51,"14,7","0,73","3,03","0,05456495545","83,86815595",2014年6月,"0,2300643263","0,0001557261348",0,"0,05456495545","83,86815595"
2014-07-25,"0,01283298472","0,02613540632","0,8320530631",2014年7月,"0,186055693","0,5259816929","-0,1538703069","-0,3726351175","-0,2642131421","-0,3570904973","-1,323510983","0,4080540464","-0,1558145549","0,08734010156","0,08752536648","99,9",9,"51,7","13,5","0,58",3,"-0,08278566006","76,34043962",2014年7月,"0,186055693","0,0002133715305",0,"-0,08278566006","76,34043962"
2014-08-29,"0,009151932218","0,02138682784","0,8066340241",2014年8月,"0,1526549657","0,4952203517","-0,1899104202","-0,5506212962","-0,3711479794","-0,5253939328","-1,689906756","0,277470812","-0,1637458548","0,003856753301","0,03122315563","99,8","6,9","51,1","12,8","0,49","2,97","-0,1851776","70,43904852",2014年8月,"0,1526549657","0,0004542006692",0,"-0,1851776","70,43904852"
2014-09-30,"0,009229572599","0,02104718516","0,8492112275",2014年9月,"0,156814937","0,5053218924","-0,1916920184","-0,4720883887","-0,3243338105","-0,4518371638","-1,682178713","0,4961993411","-0,1695321192","0,0681944195","0,06846225318","99,7",8,"51,1","12,9","0,38","2,95","-0,119066002","72,36564303",2014年9月,"0,156814937","0,002187742631",0,"-0,119066002","72,36564303"
2014-10-31,"0,008871762457","0,02050410332","0,8101560009",2014年10月,"0,1472472766","0,4848022247","-0,1903076715","-0,5585854414","-0,3806470532","-0,5332397347","-1,717793641","0,2955639881","-0,177489551","0,02829990502","0,06639004858","100,16","7,7","50,8","12,6","0,29","2,93","-0,1764997905","70,09944252",2014年10月,"0,1472472766","0,03270286223",0,"-0,1764997905","70,09944252"
2014-11-28,"0,008713458668","0,01830435729","0,8282957185",2014年11月,"0,1457703235","0,4832680147","-0,1917273677","-0,5346537178","-0,3694067486","-0,5110741794","-1,733550423","0,3887517379","-0,1884238531","0,1192384777","0,1230373251","100,05","7,2","50,3","12,3","0,43","2,64","-0,1788579751","70,5909607",2014年11月,"0,1457703235","0,7495528459",1,"-0,1788579751","70,5909607"
2014-12-31,"0,0139159202","0,02166248212","0,8422153268",2014年12月,"0,1826809071","0,4980967125","-0,1327348983","-0,3308422416","-0,2564921479","-0,3184481249","-1,215720412","0,4602598478","-0,1998838104","0,1738800776","0,169230429","99,95","7,9","50,1","12,2","0,38","2,98","-0,04906007789","77,72890818",2014年12月,"0,1826809071","0,9999352305",1,"-0,04906007789","77,72890818"
2015-01-30,"0,0226070669","0,02715840883","0,7374113207",2015年1月,"0,2288673249","0,4802133307","-0,02247868094","-0,2227529102","-0,2115848252","-0,2145088238","-0,3506419913","-0,07814154819","-0,214742932","-0,007383351019","0,09214539788","99,86","7,35","49,8","10,8","0,37","2,99","-0,04795682387","84,02490607",2015年1月,"0,2288673249","0,9999999625",1,"-0,04795682387","84,02490607"
2015-02-27,"0,02742996874","0,03063615802","0,7097561437",2015年2月,"0,2563780027","0,4754155308","0,03734047459","-0,1103455522","-0,157504659","-0,1078663249","0,1294083918","-0,2202123189","-0,2327950476","0,04424403443","0,08718516518","99,79","6,8","49,9","12,5","0,32",3,"0,02105301807","88,77104644",2015年2月,"0,2563780027","0,9999999996",1,"0,02105301807","88,77104644"
2015-03-27,"0,02864806602","0,03156809845","0,7377173234",2015年3月,"0,2666340945","0,4832399121","0,05002827688","-0,022041715","-0,1106966982","-0,02498465563","0,2506523921","-0,07656954813","-0,2490368108","0,1533757842","0,1838450704","99,76","5,6","50,1","11,6","0,4","2,95","0,07164651708","91,40003594",2015年3月,"0,2666340945",1,1,"0,07164651708","91,40003594"
2015-04-30,"0,02887185525","0,03090102951","0,7332147789",2015年4月,"0,2669557805","0,4802781527","0,05363340828","-0,02594314609","-0,1174745514","-0,02878756547","0,2729273616","-0,09970011411","-0,2595899439","0,1680467778","0,1682816196","99,74","5,9","50,1","10,1","0,48","2,99","0,07060718129","91,37999717",2015年4月,"0,2669557805",1,1,"0,07060718129","91,37999717"
2015-05-29,"0,02800072823","0,031514179","0,751896555",2015年5月,"0,2625103018","0,4824752708","0,04254533279","-0,02378932291","-0,1160062948","-0,02714564959","0,1862192241","-0,003727692225","-0,2639284806","0,08579781175","0,1862470714","99,69","6,1","50,2","10,8","1,04","2,89","0,06961990116","91,05250421",2015年5月,"0,2625103018",1,1,"0,06961990116","91,05250421"
2015-06-26,"0,03216123503","0,03536381606","0,7648555591",2015年6月,"0,2955441904","0,5040435536","0,08704482715","0,1454342999","-0,0186039593","0,132924843","0,6003377318","0,06284558213","-0,2644087849","-0,1079949199","0,3210924587","99,62","6,8","50,2","11,8","1,83","2,69","0,1787829089","96,92910122",2015年6月,"0,2955441904",1,1,"0,1787829089","96,92910122"
2015-07-31,"0,04331915177","0,05232219323","0,7548383435",2015年7月,"0,3788564892","0,5474588842","0,2102540941","0,5191165708","0,1942673593","0,4871415806","1,710947553","0,01138492956","-0,2609077413","-0,1390799925","0,2549849445","99,51",6,50,"13,3","1,27","2,62","0,379717186","110,7545797",2015年7月,"0,3788564892",1,1,"0,379717186","110,7545797"
2015-08-28,"0,04563319044","0,06164975491","0,7701526703",2015年8月,"0,3996066379","0,5660123143","0,2332009616","0,6314808312","0,2636593515","0,593494112","1,941276685","0,0900580148","-0,2508523634","-0,1319764694","0,3411255318","99,38","6,1","49,7","13,3","1,21","2,49","0,4229034587","114,4859194",2015年8月,"0,3996066379",1,1,"0,4229034587","114,4859194"
2015-09-30,"0,04735167945","0,06955857669","0,8151213606",2015年9月,"0,420174498","0,5940340224","0,2463149735","0,7791515174","0,3585407555","0,7328861559","2,112327497","0,3210721424","-0,2347411712","-0,04840503546","0,105090026","99,27","5,7","49,8","13,1",1,"2,58","0,5148801959","118,8317968",2015年9月,"0,420174498",1,1,"0,5148801959","118,8317968"
2015-10-30,"0,04733427332","0,07084890776","0,7866588471",2015年10月,"0,4190356462","0,5911754545","0,2468958379","0,7343468658","0,339169838","0,6913431542","2,11059498","0,1748539027","-0,2114194202","0,1321127288","0,1198565503","99,16","5,6","49,8","13,5","0,67","2,63","0,4781166743","117,7834869",2015年10月,"0,4190356462","0,9999999999",1,"0,4781166743","117,7834869"
2015-11-27,"0,04699241179","0,07082146368","0,8481620916",2015年11月,"0,4274623322","0,6201713949","0,2347532696","0,8456511254","0,4215960279","0,7962951691","2,076567645","0,490809697","-0,1784918344","0,03828628965","0,1333370634","99,07","6,2","49,6","13,7","0,58","2,39","0,5759559415","120,4024048",2015年11月,"0,4274623322","0,9999999824",1,"0,5759559415","120,4024048"
2015-12-31,"0,04513072145","0,07011930574","0,8657466089",2015年12月,"0,4180844491","0,6254540324","0,2107148658","0,826692021","0,4290794249","0,7787749351","1,891263138","0,5811452563","-0,1360835887","0,0411876373","0,0877512326","98,98","5,9","49,7","13,3","0,52","2,37","0,5604992119","119,2326857",2015年12月,"0,4180844491","0,9999992318",1,"0,5604992119","119,2326857"
2016-01-29,"0,04336016441","0,07202946677","0,8025665648",2016年1月,"0,3984759035","0,6010162302","0,1959355768","0,6676187523","0,3533844949","0,6301394558","1,715029707","0,2565753741","-0,08118671367","-0,2432901589","0,3175084654","98,9","5,65","49,4",14,"0,5","2,22","0,4326800187","114,7277611",2016年1月,"0,3984759035","0,9999917821",1,"0,4326800187","114,7277611"
2016-02-26,"0,04106093158","0,07325882172","0,8290615452",2016年2月,"0,3833452342","0,6057489334","0,160941535","0,6408789698","0,36657325","0,6055108548","1,438881757","0,3926859557","-0,01503514816","-0,02067028643","0,120257991","98,84","5,4",49,"13,3","0,56","2,15","0,421682004","113,0271302",2016年2月,"0,3833452342","0,9999798742",1,"0,421682004","113,0271302"
2016-03-25,"0,04083179773","0,07313548538","0,8138454823",2016年3月,"0,3877290603","0,6129633419","0,1624947786","0,6469489791","0,3955911087","0,6127484415","1,468826142","0,3145176693","0,05490151272","0,1363674022","0,1443096931","98,82","6,8","50,2","13,4","0,73","2,18","0,422970919","113,4401698",2016年3月,"0,3877290603","0,9999850335",1,"0,422970919","113,4401698"
2016-04-29,"0,04056660263","0,0737051412","0,8368136185",2016年4月,"0,3931144501","0,6333333356","0,1528955646","0,7026487441","0,458700968","0,6664274473","1,436970972","0,4325100772","0,1298012926","-0,01817157011","0,06610519751","98,83",6,"50,1","12,8","0,69","2,27","0,468875866","114,8022307",2016年4月,"0,3931144501","0,999994295",1,"0,468875866","114,8022307"
2016-05-27,"0,04023323576","0,07381092317","0,8635093845",2016年5月,"0,399635897","0,6570736148","0,1421981791","0,7659866816","0,5280510377","0,7273458646","1,403789092","0,569652141","0,2085963608","-0,003013240483","0,08841569114","98,86",6,"50,1","11,8","0,62","2,22","0,5069260187","116,3515482",2016年5月,"0,399635897","0,9999982026",1,"0,5069260187","116,3515482"
2016-06-24,"0,04011951657","0,0734787634","0,8702749891",2016年6月,"0,4052637426","0,6746845091","0,1358429761","0,8014867733","0,5805127758","0,7622830751","1,392470005","0,6044085476","0,2899706731","0,02285309848","0,05932824322","98,91","6,2",50,"11,8","0,55","2,07","0,521931772","117,3243005",2016年6月,"0,4052637426","0,9999992424",1,"0,521931772","117,3243005"
2016-07-29,"0,04104589705","0,07212348905","0,8897599302",2016年7月,"0,4204004602","0,7011717493","0,139629171","0,8979897708","0,6705537013","0,8548586417","1,484677782","0,704507006","0,3753911371","0,01311289457","0,0523895263","98,79",6,"49,9","10,2","0,51","1,89","0,5696479185","120,2279029",2016年7月,"0,4204004602","0,9999993193",1,"0,5696479185","120,2279029"
2016-08-26,"0,04245613994","0,06778478778","0,8826451331",2016年8月,"0,4377304318","0,7256308993","0,1498299644","0,9633701579","0,7407303516","0,9184375372","1,625047147","0,6679567177","0,4623087467","0,04239313918","0,07191033051","98,9","6,3","50,4","11,4","0,57","1,6","0,6250894237","122,5857211",2016年8月,"0,4377304318","0,9999980194",1,"0,6250894237","122,5857211"
2016-09-30,"0,04147293542","0,05761862356","0,9943867307",2016年9月,"0,4543340771","0,7858055866","0,1228625676","1,168615239","0,9048820823","1,112554555","1,540858653","1,241998061","0,5548069511","-0,01908138013","0,04477218116","99,05","6,1","50,4","11,5","0,59","1,43","0,7973288275","127,3857447",2016年9月,"0,4543340771","0,9999801144",1,"0,7973288275","127,3857447"
2016-10-28,"0,0417630041","0,05331592682","1,00278481",2016年10月,"0,4652524612","0,8136104508","0,1168944716","1,22099156","0,9724236018","1,163689983","1,556055448","1,285140853","0,6498736476","0,02969711996","0,03868356989","99,26","6,1","51,2","11,6","0,54","1,39","0,8359335815","128,9083045",2016年10月,"0,4652524612","0,9995314108",1,"0,8359335815","128,9083045"
2016-11-25,"0,0431606633","0,0528100499","1,035285901",2016年11月,"0,4860356811","0,8478234963","0,1242478659","1,359557401","1,089814521","1,295980363","1,695172258","1,452106157","0,740662675","0,0428428241","0,05974299673","100,35","6,2","51,7","11,4","0,65","1,33","0,910685089","133,0435663",2016年11月,"0,4860356811","0,9845163005",1,"0,910685089","133,0435663"
