day,symbol,name,day,total_aum_usd
7/15/2025,APPx,AppLovin xStock,45853,56022.82686
7/15/2025,GMEx,Gamestop xStock,45853,55965.95791
7/15/2025,BACx,Bank of America xStock,45853,54757.14847
7/15/2025,MRKx,Merck xStock,45853,54441.50298
7/15/2025,GLDx,Gold xStock,45853,54057.07846
7/15/2025,TMOx,Thermo Fisher xStock,45853,53445.22342
7/15/2025,MRVLx,Marvell xStock,45853,53097.01197
7/15/2025,JNJx,Johnson & Johnson xStock,45853,50810.81086
7/15/2025,XOMx,Exxon Mobil xStock,45853,49484.32086
7/15/2025,WMTx,Walmart xStock,45853,48569.94996
7/15/2025,LLYx,Eli Lilly xStock,45853,48178.65237
7/15/2025,AZNx,AstraZeneca xStock,45853,46957.43966
7/15/2025,GSx,Goldman Sachs xStock,45853,46156.68701
7/15/2025,ABBVx,AbbVie xStock,45853,42509.78683
7/15/2025,DHRx,Danaher xStock,45853,41792.07867
7/15/2025,KOx,Coca-Cola xStock,45853,41420.91934
7/15/2025,CVXx,Chevron xStock,45853,40913.98042
7/15/2025,MDTx,Medtronic xStock,45853,40822.12752
7/15/2025,PEPx,PepsiCo xStock,45853,39099.53467
7/15/2025,HDx,Home Depot xStock,45853,36838.49857
7/15/2025,IBMx,International Business Machines xStock,45853,35941.4186
7/15/2025,LINx,Linde xStock,45853,34312.54888
7/15/2025,PMx,Philip Morris xStock,45853,34113.17003
7/15/2025,HONx,Honeywell xStock,45853,33952.47044
7/15/2025,MAx,Mastercard xStock,45853,33502.088
7/15/2025,CMCSAx,Comcast xStock,45853,33375.19318
7/15/2025,ACNx,Accenture xStock,45853,33249.57948
7/15/2025,CRWDx,CrowdStrike xStock,45853,32982.62789
7/15/2025,Vx,Visa xStock,45853,32919.78971
7/15/2025,PGx,Procter & Gamble xStock,45853,32875.55562
7/15/2025,NVOx,Novo Nordisk xStock,45853,32795.48436
7/15/2025,CRMx,Salesforce xStock,45853,29504.84449
7/15/2025,ABTx,Abbott xStock,45853,28386.73359
7/15/2025,AMBRx,Amber xStock,45853,24913.08959
7/15/2025,NFLXx,Netflix xStock,45853,9170.614036
7/16/2025,TSLAx,Tesla xStock,45854,7866104.54
7/16/2025,SPYx,SP500 xStock,45854,4968275.64
7/16/2025,NVDAx,NVIDIA xStock,45854,3472326.569
7/16/2025,GOOGLx,Alphabet xStock,45854,2788179.422
7/16/2025,AAPLx,Apple xStock,45854,2358289.962
7/16/2025,METAx,Meta xStock,45854,1375823.797
7/16/2025,CRCLx,Circle xStock,45854,1368976.673
7/16/2025,HOODx,Robinhood xStock,45854,1098234.6
7/16/2025,QQQx,Nasdaq xStock,45854,949453.673
7/16/2025,COINx,Coinbase xStock,45854,879372.8592
7/16/2025,MSTRx,MicroStrategy xStock,45854,869289.3054
7/16/2025,AMZNx,Amazon.com xStock,45854,846587.9522
7/16/2025,MCDx,McDonald's xStock,45854,656442.3576
7/16/2025,PLTRx,Palantir xStock,45854,372439.9299
7/16/2025,DFDVx,DFDV xStock,45854,191022.8953
7/16/2025,AVGOx,Broadcom xStock,45854,178764.6152
7/16/2025,INTCx,Intel xStock,45854,169033.5357
7/16/2025,VTIx,Vanguard xStock,45854,150841.5952
7/16/2025,MSFTx,Microsoft xStock,45854,145743.3879
7/16/2025,BRK.Bx,Berkshire Hathaway xStock,45854,136756.3123
7/16/2025,GLDx,Gold xStock,45854,129826.9788
7/16/2025,ORCLx,Oracle xStock,45854,102034.3443
7/16/2025,PFEx,Pfizer xStock,45854,96173.40472
7/16/2025,JPMx,JPMorgan Chase xStock,45854,88492.01199
7/16/2025,TQQQx,TQQQ xStock,45854,61039.6637
7/16/2025,UNHx,UnitedHealth xStock,45854,56745.9955
7/16/2025,CSCOx,Cisco xStock,45854,56023.32308
7/16/2025,APPx,AppLovin xStock,45854,56022.82686
7/16/2025,GMEx,Gamestop xStock,45854,55965.95791
7/16/2025,BACx,Bank of America xStock,45854,54757.14847
7/16/2025,MRKx,Merck xStock,45854,54441.50298
7/16/2025,TMOx,Thermo Fisher xStock,45854,53445.22342
7/16/2025,MRVLx,Marvell xStock,45854,53097.01197
7/16/2025,JNJx,Johnson & Johnson xStock,45854,50810.81086
7/16/2025,XOMx,Exxon Mobil xStock,45854,49484.32086
7/16/2025,WMTx,Walmart xStock,45854,48569.94996
7/16/2025,LLYx,Eli Lilly xStock,45854,48178.65237
7/16/2025,AZNx,AstraZeneca xStock,45854,46957.43966
7/16/2025,GSx,Goldman Sachs xStock,45854,46156.68701
7/16/2025,ABBVx,AbbVie xStock,45854,42509.78683
7/16/2025,DHRx,Danaher xStock,45854,41792.07867
7/16/2025,KOx,Coca-Cola xStock,45854,41420.91934
7/16/2025,CVXx,Chevron xStock,45854,40913.98042
7/16/2025,MDTx,Medtronic xStock,45854,40822.12752
7/16/2025,PEPx,PepsiCo xStock,45854,39099.53467
7/16/2025,HDx,Home Depot xStock,45854,36838.49857
7/16/2025,IBMx,International Business Machines xStock,45854,35941.4186
7/16/2025,LINx,Linde xStock,45854,34312.54888
7/16/2025,PMx,Philip Morris xStock,45854,34113.17003
7/16/2025,HONx,Honeywell xStock,45854,33952.47044
7/16/2025,MAx,Mastercard xStock,45854,33502.088
7/16/2025,CMCSAx,Comcast xStock,45854,33375.19318
7/16/2025,ACNx,Accenture xStock,45854,33249.57948
7/16/2025,CRWDx,CrowdStrike xStock,45854,32982.62789
7/16/2025,Vx,Visa xStock,45854,32919.78971
7/16/2025,PGx,Procter & Gamble xStock,45854,32875.55562
7/16/2025,NVOx,Novo Nordisk xStock,45854,32795.48436
7/16/2025,CRMx,Salesforce xStock,45854,29504.84449
7/16/2025,ABTx,Abbott xStock,45854,28386.73359
7/16/2025,AMBRx,Amber xStock,45854,24913.08959
7/16/2025,NFLXx,Netflix xStock,45854,9170.614036
7/17/2025,TSLAx,Tesla xStock,45855,8203250.165
7/17/2025,SPYx,SP500 xStock,45855,5522277.246
7/17/2025,NVDAx,NVIDIA xStock,45855,3741981.444
7/17/2025,GOOGLx,Alphabet xStock,45855,2788174.645
7/17/2025,AAPLx,Apple xStock,45855,2358279.905
7/17/2025,CRCLx,Circle xStock,45855,1448329.537
7/17/2025,METAx,Meta xStock,45855,1375823.734
7/17/2025,HOODx,Robinhood xStock,45855,1098232.622
7/17/2025,MSTRx,MicroStrategy xStock,45855,958675.1446
7/17/2025,QQQx,Nasdaq xStock,45855,949452.5701
7/17/2025,COINx,Coinbase xStock,45855,879372.8592
7/17/2025,AMZNx,Amazon.com xStock,45855,846573.8692
7/17/2025,MCDx,McDonald's xStock,45855,656442.3576
7/17/2025,PLTRx,Palantir xStock,45855,372439.9299
7/17/2025,DFDVx,DFDV xStock,45855,202002.4103
7/17/2025,AVGOx,Broadcom xStock,45855,178764.6152
7/17/2025,INTCx,Intel xStock,45855,169033.5357
7/17/2025,VTIx,Vanguard xStock,45855,150841.5952
7/17/2025,MSFTx,Microsoft xStock,45855,145743.3878
7/17/2025,BRK.Bx,Berkshire Hathaway xStock,45855,136756.3123
7/17/2025,GLDx,Gold xStock,45855,129826.9788
7/17/2025,ORCLx,Oracle xStock,45855,102034.3443
7/17/2025,PFEx,Pfizer xStock,45855,96173.40472
7/17/2025,JPMx,JPMorgan Chase xStock,45855,88492.01199
7/17/2025,TQQQx,TQQQ xStock,45855,61039.6637
7/17/2025,UNHx,UnitedHealth xStock,45855,56745.9955
7/17/2025,CSCOx,Cisco xStock,45855,56023.32308
7/17/2025,APPx,AppLovin xStock,45855,56022.82686
7/17/2025,GMEx,Gamestop xStock,45855,55965.95791
7/17/2025,BACx,Bank of America xStock,45855,54757.14847
7/17/2025,MRKx,Merck xStock,45855,54441.50298
7/17/2025,TMOx,Thermo Fisher xStock,45855,53445.22342
7/17/2025,MRVLx,Marvell xStock,45855,53097.01197
7/17/2025,JNJx,Johnson & Johnson xStock,45855,50810.81086
7/17/2025,XOMx,Exxon Mobil xStock,45855,49484.32086
7/17/2025,WMTx,Walmart xStock,45855,48569.94996
7/17/2025,LLYx,Eli Lilly xStock,45855,48178.65237
7/17/2025,AZNx,AstraZeneca xStock,45855,46957.43966
7/17/2025,GSx,Goldman Sachs xStock,45855,46156.68701
7/17/2025,ABBVx,AbbVie xStock,45855,42509.78683
7/17/2025,DHRx,Danaher xStock,45855,41792.07867
7/17/2025,KOx,Coca-Cola xStock,45855,41420.91934
7/17/2025,CVXx,Chevron xStock,45855,40913.98042
7/17/2025,MDTx,Medtronic xStock,45855,40822.12752
7/17/2025,PEPx,PepsiCo xStock,45855,39099.53467
7/17/2025,HDx,Home Depot xStock,45855,36838.49857
7/17/2025,IBMx,International Business Machines xStock,45855,35941.4186
7/17/2025,LINx,Linde xStock,45855,34312.54888
7/17/2025,PMx,Philip Morris xStock,45855,34113.17003
7/17/2025,HONx,Honeywell xStock,45855,33952.47044
7/17/2025,MAx,Mastercard xStock,45855,33502.088
7/17/2025,CMCSAx,Comcast xStock,45855,33375.19318
7/17/2025,ACNx,Accenture xStock,45855,33249.57948
7/17/2025,CRWDx,CrowdStrike xStock,45855,32982.62789
7/17/2025,Vx,Visa xStock,45855,32919.78971
7/17/2025,PGx,Procter & Gamble xStock,45855,32875.55562
7/17/2025,NVOx,Novo Nordisk xStock,45855,32795.48436
7/17/2025,CRMx,Salesforce xStock,45855,29504.84449
7/17/2025,ABTx,Abbott xStock,45855,28386.73359
7/17/2025,AMBRx,Amber xStock,45855,24913.08959
7/17/2025,NFLXx,Netflix xStock,45855,9170.614036
7/18/2025,TSLAx,Tesla xStock,45856,8536791.529
7/18/2025,SPYx,SP500 xStock,45856,5687487.001
7/18/2025,NVDAx,NVIDIA xStock,45856,3902857.616
7/18/2025,GOOGLx,Alphabet xStock,45856,2788172.332
7/18/2025,AAPLx,Apple xStock,45856,2358273.098
7/18/2025,METAx,Meta xStock,45856,1375823.734
7/18/2025,CRCLx,Circle xStock,45856,1293457.901
7/18/2025,QQQx,Nasdaq xStock,45856,1227224.929
7/18/2025,HOODx,Robinhood xStock,45856,1098232.621
7/18/2025,MSTRx,MicroStrategy xStock,45856,1075957.208
7/18/2025,COINx,Coinbase xStock,45856,879422.3172
7/18/2025,AMZNx,Amazon.com xStock,45856,846569.9929
7/18/2025,MCDx,McDonald's xStock,45856,656442.3576
7/18/2025,PLTRx,Palantir xStock,45856,372439.9299
7/18/2025,DFDVx,DFDV xStock,45856,222544.1034
7/18/2025,AVGOx,Broadcom xStock,45856,178764.6152
7/18/2025,INTCx,Intel xStock,45856,169033.5357
7/18/2025,VTIx,Vanguard xStock,45856,150841.5952
7/18/2025,MSFTx,Microsoft xStock,45856,145743.3878
7/18/2025,BRK.Bx,Berkshire Hathaway xStock,45856,136756.3123
7/18/2025,GLDx,Gold xStock,45856,129826.9788
7/18/2025,ORCLx,Oracle xStock,45856,102034.3443
7/18/2025,PFEx,Pfizer xStock,45856,96173.40472
7/18/2025,JPMx,JPMorgan Chase xStock,45856,88492.01199
7/18/2025,TQQQx,TQQQ xStock,45856,61039.6637
7/18/2025,UNHx,UnitedHealth xStock,45856,56745.9955
7/18/2025,CSCOx,Cisco xStock,45856,56023.32308
7/18/2025,APPx,AppLovin xStock,45856,56022.82686
7/18/2025,GMEx,Gamestop xStock,45856,55965.95791
7/18/2025,BACx,Bank of America xStock,45856,54757.14847
7/18/2025,MRKx,Merck xStock,45856,54441.50298
7/18/2025,TMOx,Thermo Fisher xStock,45856,53445.22342
7/18/2025,MRVLx,Marvell xStock,45856,53097.01197
7/18/2025,JNJx,Johnson & Johnson xStock,45856,50810.81086
7/18/2025,XOMx,Exxon Mobil xStock,45856,49484.32086
7/18/2025,WMTx,Walmart xStock,45856,48569.94996
7/18/2025,LLYx,Eli Lilly xStock,45856,48178.65237
7/18/2025,AZNx,AstraZeneca xStock,45856,46957.43966
7/18/2025,GSx,Goldman Sachs xStock,45856,46156.68701
7/18/2025,ABBVx,AbbVie xStock,45856,42509.78683
7/18/2025,DHRx,Danaher xStock,45856,41792.07867
7/18/2025,KOx,Coca-Cola xStock,45856,41420.91934
7/18/2025,CVXx,Chevron xStock,45856,40913.98042
7/18/2025,MDTx,Medtronic xStock,45856,40822.12752
7/18/2025,PEPx,PepsiCo xStock,45856,39099.53467
7/18/2025,HDx,Home Depot xStock,45856,36838.49857
7/18/2025,IBMx,International Business Machines xStock,45856,35941.4186
7/18/2025,LINx,Linde xStock,45856,34312.54888
7/18/2025,PMx,Philip Morris xStock,45856,34113.17003
7/18/2025,HONx,Honeywell xStock,45856,33952.47044
7/18/2025,MAx,Mastercard xStock,45856,33502.088
7/18/2025,CMCSAx,Comcast xStock,45856,33375.19318
7/18/2025,ACNx,Accenture xStock,45856,33249.57948
7/18/2025,CRWDx,CrowdStrike xStock,45856,32982.62789
7/18/2025,Vx,Visa xStock,45856,32919.78971
7/18/2025,PGx,Procter & Gamble xStock,45856,32875.55562
7/18/2025,NVOx,Novo Nordisk xStock,45856,32795.48436
7/18/2025,CRMx,Salesforce xStock,45856,29504.84449
7/18/2025,ABTx,Abbott xStock,45856,28386.73359
7/18/2025,AMBRx,Amber xStock,45856,24913.08959
7/18/2025,NFLXx,Netflix xStock,45856,9170.614036
7/19/2025,TSLAx,Tesla xStock,45857,8536779.907
7/19/2025,SPYx,SP500 xStock,45857,5687485.563
7/19/2025,NVDAx,NVIDIA xStock,45857,3902851.949
7/19/2025,GOOGLx,Alphabet xStock,45857,2788170.768
7/19/2025,AAPLx,Apple xStock,45857,2358266.953
7/19/2025,METAx,Meta xStock,45857,1375823.682
7/19/2025,CRCLx,Circle xStock,45857,1293456.492
7/19/2025,QQQx,Nasdaq xStock,45857,1227224.428
7/19/2025,HOODx,Robinhood xStock,45857,1098232.618
7/19/2025,MSTRx,MicroStrategy xStock,45857,1075956.486
7/19/2025,COINx,Coinbase xStock,45857,879422.3172
7/19/2025,AMZNx,Amazon.com xStock,45857,846569.2497
7/19/2025,MCDx,McDonald's xStock,45857,656442.3576
7/19/2025,PLTRx,Palantir xStock,45857,372439.9299
7/19/2025,DFDVx,DFDV xStock,45857,222544.1034
7/19/2025,AVGOx,Broadcom xStock,45857,178764.6152
7/19/2025,INTCx,Intel xStock,45857,169033.5357
7/19/2025,VTIx,Vanguard xStock,45857,150841.5952
7/19/2025,MSFTx,Microsoft xStock,45857,145743.3878
7/19/2025,BRK.Bx,Berkshire Hathaway xStock,45857,136756.3123
7/19/2025,GLDx,Gold xStock,45857,129826.9613
7/19/2025,ORCLx,Oracle xStock,45857,102034.3443
7/19/2025,PFEx,Pfizer xStock,45857,96173.40472
7/19/2025,JPMx,JPMorgan Chase xStock,45857,88492.01199
7/19/2025,TQQQx,TQQQ xStock,45857,61039.6637
7/19/2025,UNHx,UnitedHealth xStock,45857,56745.9955
7/19/2025,CSCOx,Cisco xStock,45857,56023.32308
7/19/2025,APPx,AppLovin xStock,45857,56022.82686
7/19/2025,GMEx,Gamestop xStock,45857,55965.95791
7/19/2025,BACx,Bank of America xStock,45857,54757.14847
7/19/2025,MRKx,Merck xStock,45857,54441.50298
7/19/2025,TMOx,Thermo Fisher xStock,45857,53445.22342
7/19/2025,MRVLx,Marvell xStock,45857,53097.01197
7/19/2025,JNJx,Johnson & Johnson xStock,45857,50810.81086
7/19/2025,XOMx,Exxon Mobil xStock,45857,49484.32086
7/19/2025,WMTx,Walmart xStock,45857,48569.94996
7/19/2025,LLYx,Eli Lilly xStock,45857,48178.65237
7/19/2025,AZNx,AstraZeneca xStock,45857,46957.43966
7/19/2025,GSx,Goldman Sachs xStock,45857,46156.68701
7/19/2025,ABBVx,AbbVie xStock,45857,42509.78683
7/19/2025,DHRx,Danaher xStock,45857,41792.07867
7/19/2025,KOx,Coca-Cola xStock,45857,41420.91934
7/19/2025,CVXx,Chevron xStock,45857,40913.98042
7/19/2025,MDTx,Medtronic xStock,45857,40822.12752
7/19/2025,PEPx,PepsiCo xStock,45857,39099.53467
7/19/2025,HDx,Home Depot xStock,45857,36838.49857
7/19/2025,IBMx,International Business Machines xStock,45857,35941.4186
7/19/2025,LINx,Linde xStock,45857,34312.54888
7/19/2025,PMx,Philip Morris xStock,45857,34113.17003
7/19/2025,HONx,Honeywell xStock,45857,33952.47044
7/19/2025,MAx,Mastercard xStock,45857,33502.088
7/19/2025,CMCSAx,Comcast xStock,45857,33375.19318
7/19/2025,ACNx,Accenture xStock,45857,33249.57948
7/19/2025,CRWDx,CrowdStrike xStock,45857,32982.62789
7/19/2025,Vx,Visa xStock,45857,32919.78971
7/19/2025,PGx,Procter & Gamble xStock,45857,32875.55562
7/19/2025,NVOx,Novo Nordisk xStock,45857,32795.48436
7/19/2025,CRMx,Salesforce xStock,45857,29504.84449
7/19/2025,ABTx,Abbott xStock,45857,28386.73359
7/19/2025,AMBRx,Amber xStock,45857,24913.08959
7/19/2025,NFLXx,Netflix xStock,45857,9170.614036
7/20/2025,TSLAx,Tesla xStock,45858,8536758.177
7/20/2025,SPYx,SP500 xStock,45858,5687484.35
7/20/2025,NVDAx,NVIDIA xStock,45858,3902845.904
7/20/2025,GOOGLx,Alphabet xStock,45858,2788162.089
7/20/2025,AAPLx,Apple xStock,45858,2358241.72
7/20/2025,METAx,Meta xStock,45858,1375823.682
7/20/2025,CRCLx,Circle xStock,45858,1293452.294
7/20/2025,QQQx,Nasdaq xStock,45858,1227222.365
7/20/2025,HOODx,Robinhood xStock,45858,1098232.618
7/20/2025,MSTRx,MicroStrategy xStock,45858,1075952.565
7/20/2025,COINx,Coinbase xStock,45858,879422.3172
7/20/2025,AMZNx,Amazon.com xStock,45858,846561.509
7/20/2025,MCDx,McDonald's xStock,45858,656442.3576
7/20/2025,PLTRx,Palantir xStock,45858,372439.9299
7/20/2025,DFDVx,DFDV xStock,45858,222544.0082
7/20/2025,AVGOx,Broadcom xStock,45858,178764.6152
7/20/2025,INTCx,Intel xStock,45858,169033.5357
7/20/2025,VTIx,Vanguard xStock,45858,150841.5952
7/20/2025,MSFTx,Microsoft xStock,45858,145743.3878
7/20/2025,BRK.Bx,Berkshire Hathaway xStock,45858,136756.3123
7/20/2025,GLDx,Gold xStock,45858,129826.9613
7/20/2025,ORCLx,Oracle xStock,45858,102034.3443
7/20/2025,PFEx,Pfizer xStock,45858,96173.40472
7/20/2025,JPMx,JPMorgan Chase xStock,45858,88492.01199
7/20/2025,TQQQx,TQQQ xStock,45858,61039.6637
7/20/2025,UNHx,UnitedHealth xStock,45858,56745.9955
7/20/2025,CSCOx,Cisco xStock,45858,56023.32308
7/20/2025,APPx,AppLovin xStock,45858,56022.82686
7/20/2025,GMEx,Gamestop xStock,45858,55965.95791
7/20/2025,BACx,Bank of America xStock,45858,54757.14847
7/20/2025,MRKx,Merck xStock,45858,54441.50298
7/20/2025,TMOx,Thermo Fisher xStock,45858,53445.22342
7/20/2025,MRVLx,Marvell xStock,45858,53097.01197
7/20/2025,JNJx,Johnson & Johnson xStock,45858,50810.81086
7/20/2025,XOMx,Exxon Mobil xStock,45858,49484.32086
7/20/2025,WMTx,Walmart xStock,45858,48569.94996
7/20/2025,LLYx,Eli Lilly xStock,45858,48178.65237
7/20/2025,AZNx,AstraZeneca xStock,45858,46957.43966
7/20/2025,GSx,Goldman Sachs xStock,45858,46156.68701
7/20/2025,ABBVx,AbbVie xStock,45858,42509.78683
7/20/2025,DHRx,Danaher xStock,45858,41792.07867
7/20/2025,KOx,Coca-Cola xStock,45858,41420.91934
7/20/2025,CVXx,Chevron xStock,45858,40913.98042
7/20/2025,MDTx,Medtronic xStock,45858,40822.12752
7/20/2025,PEPx,PepsiCo xStock,45858,39099.53467
7/20/2025,HDx,Home Depot xStock,45858,36838.49857
7/20/2025,IBMx,International Business Machines xStock,45858,35941.4186
7/20/2025,LINx,Linde xStock,45858,34312.54888
7/20/2025,PMx,Philip Morris xStock,45858,34113.17003
7/20/2025,HONx,Honeywell xStock,45858,33952.47044
7/20/2025,MAx,Mastercard xStock,45858,33502.088
7/20/2025,CMCSAx,Comcast xStock,45858,33375.19318
7/20/2025,ACNx,Accenture xStock,45858,33249.57948
7/20/2025,CRWDx,CrowdStrike xStock,45858,32982.62789
7/20/2025,Vx,Visa xStock,45858,32919.78971
7/20/2025,PGx,Procter & Gamble xStock,45858,32875.55562
7/20/2025,NVOx,Novo Nordisk xStock,45858,32795.48436
7/20/2025,CRMx,Salesforce xStock,45858,29504.84449
7/20/2025,ABTx,Abbott xStock,45858,28386.73359
7/20/2025,AMBRx,Amber xStock,45858,24913.08959
7/20/2025,NFLXx,Netflix xStock,45858,9170.614036
7/21/2025,TSLAx,Tesla xStock,45859,8797845.34
7/21/2025,SPYx,SP500 xStock,45859,5907707.909
7/21/2025,NVDAx,NVIDIA xStock,45859,3902832.989
7/21/2025,GOOGLx,Alphabet xStock,45859,2788146.881
7/21/2025,AAPLx,Apple xStock,45859,2358193.184
7/21/2025,METAx,Meta xStock,45859,1375823.682
7/21/2025,CRCLx,Circle xStock,45859,1293450.427
7/21/2025,QQQx,Nasdaq xStock,45859,1227222.271
7/21/2025,MSTRx,MicroStrategy xStock,45859,1150332.282
7/21/2025,HOODx,Robinhood xStock,45859,1098232.606
7/21/2025,COINx,Coinbase xStock,45859,879422.3172
7/21/2025,AMZNx,Amazon.com xStock,45859,846551.4594
7/21/2025,MCDx,McDonald's xStock,45859,656442.3576
7/21/2025,PLTRx,Palantir xStock,45859,372439.9299
7/21/2025,GLDx,Gold xStock,45859,279581.1149
7/21/2025,DFDVx,DFDV xStock,45859,222543.987
7/21/2025,AVGOx,Broadcom xStock,45859,178764.6152
7/21/2025,INTCx,Intel xStock,45859,169033.5357
7/21/2025,VTIx,Vanguard xStock,45859,150841.5952
7/21/2025,MSFTx,Microsoft xStock,45859,145743.3878
7/21/2025,BRK.Bx,Berkshire Hathaway xStock,45859,136756.3123
7/21/2025,ORCLx,Oracle xStock,45859,102034.3443
7/21/2025,PFEx,Pfizer xStock,45859,96173.40472
7/21/2025,JPMx,JPMorgan Chase xStock,45859,88492.01199
7/21/2025,TQQQx,TQQQ xStock,45859,61039.6637
7/21/2025,UNHx,UnitedHealth xStock,45859,56745.9955
7/21/2025,CSCOx,Cisco xStock,45859,56023.32308
7/21/2025,APPx,AppLovin xStock,45859,56022.82686
7/21/2025,GMEx,Gamestop xStock,45859,55965.95791
7/21/2025,BACx,Bank of America xStock,45859,54757.14847
7/21/2025,MRKx,Merck xStock,45859,54441.50298
7/21/2025,TMOx,Thermo Fisher xStock,45859,53445.22342
7/21/2025,MRVLx,Marvell xStock,45859,53097.01197
7/21/2025,JNJx,Johnson & Johnson xStock,45859,50810.81086
7/21/2025,XOMx,Exxon Mobil xStock,45859,49484.32086
7/21/2025,WMTx,Walmart xStock,45859,48569.94996
7/21/2025,LLYx,Eli Lilly xStock,45859,48178.65237
7/21/2025,AZNx,AstraZeneca xStock,45859,46957.43966
7/21/2025,GSx,Goldman Sachs xStock,45859,46156.68701
7/21/2025,ABBVx,AbbVie xStock,45859,42509.78683
7/21/2025,DHRx,Danaher xStock,45859,41792.07867
7/21/2025,KOx,Coca-Cola xStock,45859,41420.91934
7/21/2025,CVXx,Chevron xStock,45859,40913.98042
7/21/2025,MDTx,Medtronic xStock,45859,40822.12752
7/21/2025,PEPx,PepsiCo xStock,45859,39099.53467
7/21/2025,HDx,Home Depot xStock,45859,36838.49857
7/21/2025,IBMx,International Business Machines xStock,45859,35941.4186
7/21/2025,LINx,Linde xStock,45859,34312.54888
7/21/2025,PMx,Philip Morris xStock,45859,34113.17003
7/21/2025,HONx,Honeywell xStock,45859,33952.47044
7/21/2025,MAx,Mastercard xStock,45859,33502.088
7/21/2025,CMCSAx,Comcast xStock,45859,33375.19318
7/21/2025,ACNx,Accenture xStock,45859,33249.57948
7/21/2025,CRWDx,CrowdStrike xStock,45859,32982.62789
7/21/2025,Vx,Visa xStock,45859,32919.78971
7/21/2025,PGx,Procter & Gamble xStock,45859,32875.55562
7/21/2025,NVOx,Novo Nordisk xStock,45859,32795.48436
7/21/2025,CRMx,Salesforce xStock,45859,29504.84449
7/21/2025,ABTx,Abbott xStock,45859,28386.73359
7/21/2025,AMBRx,Amber xStock,45859,24913.08959
7/21/2025,NFLXx,Netflix xStock,45859,9170.614036
7/22/2025,TSLAx,Tesla xStock,45860,9063613.468
7/22/2025,SPYx,SP500 xStock,45860,5907704.522
7/22/2025,NVDAx,NVIDIA xStock,45860,3902821.716
7/22/2025,GOOGLx,Alphabet xStock,45860,2788093.918
7/22/2025,AAPLx,Apple xStock,45860,2358169.156
7/22/2025,METAx,Meta xStock,45860,1375819.572
7/22/2025,CRCLx,Circle xStock,45860,1293442.254
7/22/2025,QQQx,Nasdaq xStock,45860,1227222.145
7/22/2025,MSTRx,MicroStrategy xStock,45860,1150329.78
7/22/2025,HOODx,Robinhood xStock,45860,1098232.606
7/22/2025,COINx,Coinbase xStock,45860,879422.3172
7/22/2025,AMZNx,Amazon.com xStock,45860,846535.2835
7/22/2025,MCDx,McDonald's xStock,45860,656442.3576
7/22/2025,PLTRx,Palantir xStock,45860,372439.9299
7/22/2025,GLDx,Gold xStock,45860,279581.1149
7/22/2025,DFDVx,DFDV xStock,45860,222543.987
7/22/2025,AVGOx,Broadcom xStock,45860,178764.6152
7/22/2025,INTCx,Intel xStock,45860,169033.5357
7/22/2025,VTIx,Vanguard xStock,45860,150841.5952
7/22/2025,MSFTx,Microsoft xStock,45860,145743.3878
7/22/2025,BRK.Bx,Berkshire Hathaway xStock,45860,136756.3123
7/22/2025,ORCLx,Oracle xStock,45860,102034.3443
7/22/2025,PFEx,Pfizer xStock,45860,96173.40472
7/22/2025,JPMx,JPMorgan Chase xStock,45860,88492.01199
7/22/2025,TQQQx,TQQQ xStock,45860,61039.6637
7/22/2025,UNHx,UnitedHealth xStock,45860,56745.9955
7/22/2025,CSCOx,Cisco xStock,45860,56023.32308
7/22/2025,APPx,AppLovin xStock,45860,56022.82686
7/22/2025,GMEx,Gamestop xStock,45860,55965.95791
7/22/2025,BACx,Bank of America xStock,45860,54757.14847
7/22/2025,MRKx,Merck xStock,45860,54441.50298
7/22/2025,TMOx,Thermo Fisher xStock,45860,53445.22342
7/22/2025,MRVLx,Marvell xStock,45860,53097.01197
7/22/2025,JNJx,Johnson & Johnson xStock,45860,50810.81086
7/22/2025,XOMx,Exxon Mobil xStock,45860,49484.32086
7/22/2025,WMTx,Walmart xStock,45860,48569.94996
7/22/2025,LLYx,Eli Lilly xStock,45860,48178.65237
7/22/2025,AZNx,AstraZeneca xStock,45860,46957.43966
7/22/2025,GSx,Goldman Sachs xStock,45860,46156.68701
7/22/2025,ABBVx,AbbVie xStock,45860,42509.78683
7/22/2025,DHRx,Danaher xStock,45860,41792.07867
7/22/2025,KOx,Coca-Cola xStock,45860,41420.91934
7/22/2025,CVXx,Chevron xStock,45860,40913.98042
7/22/2025,MDTx,Medtronic xStock,45860,40822.12752
7/22/2025,PEPx,PepsiCo xStock,45860,39099.53467
7/22/2025,HDx,Home Depot xStock,45860,36838.49857
7/22/2025,IBMx,International Business Machines xStock,45860,35941.4186
7/22/2025,LINx,Linde xStock,45860,34312.54888
7/22/2025,PMx,Philip Morris xStock,45860,34113.17003
7/22/2025,HONx,Honeywell xStock,45860,33952.47044
7/22/2025,MAx,Mastercard xStock,45860,33502.088
7/22/2025,CMCSAx,Comcast xStock,45860,33375.19318
7/22/2025,ACNx,Accenture xStock,45860,33249.57948
7/22/2025,CRWDx,CrowdStrike xStock,45860,32982.62789
7/22/2025,Vx,Visa xStock,45860,32919.78971
7/22/2025,PGx,Procter & Gamble xStock,45860,32875.55562
7/22/2025,NVOx,Novo Nordisk xStock,45860,32795.48436
7/22/2025,CRMx,Salesforce xStock,45860,29504.84449
7/22/2025,ABTx,Abbott xStock,45860,28386.73359
