id,variant_id,ch_allowed_plan_tiers,meditation_type,published_at,position,title,subtitle,language,content_group,description,icon_asset_id,is_hidden,should_play_as_guide,search_category,upsell_variant,is_clinical,created_at,updated_at,content_type,author_id,author_name,author_should_display,narrator_id,narrator_name,narrator_bio,narrator_is_composer,narrator_created_at,narrator_updated_at,narrator_headshot_id,narrator_headshot_type,narrator_headshot_content_type,narrator_headshot_size,narrator_headshot_url,narrator_headshot_width,narrator_headshot_height,narrator_headshot_dominant_colors,background_image_id,background_image_type,background_image_content_type,background_image_size,background_image_url,background_image_width,background_image_height,background_image_dominant_colors,titled_background_image_id,titled_background_image_type,titled_background_image_content_type,titled_background_image_size,titled_background_image_url,titled_background_image_width,titled_background_image_height,titled_background_image_dominant_colors,cell_image_id,cell_image_type,cell_image_content_type,cell_image_size,cell_image_url,cell_image_width,cell_image_height,cell_image_dominant_colors,untitled_cell_image_id,untitled_cell_image_type,untitled_cell_image_content_type,untitled_cell_image_size,untitled_cell_image_url,untitled_cell_image_width,untitled_cell_image_height,untitled_cell_image_dominant_colors,cell_background_image_id,cell_background_image_type,cell_background_image_content_type,cell_background_image_size,cell_background_image_url,cell_background_image_width,cell_background_image_height,cell_background_image_dominant_colors,featured_start_at,featured_end_at,narrator_medium_bio,restricted_to_products,narrator_short_bio,featured_home_icon_id,featured_home_icon_type,featured_home_icon_content_type,featured_home_icon_size,featured_home_icon_url,featured_home_icon_width,featured_home_icon_height,featured_home_icon_dominant_colors
66yyp1d2yS,OCzYdb471f,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2022-06-15T09:00:00.000Z,4,The Cliffs of Etretat,fr,0-default,"Explore the wild Alabaster coast as you take an inspiring walk along the iconic cliffs of Etretat, following the footsteps of Impressionist painters
",1237af7f58d147506fa0d561d68b0206,False,True,sleep_stories,generic,False,2022-05-30T17:13:05.037Z,2025-11-17T16:51:30.042Z,Schlafgeschichte,LqPw0wpY,Eurydice Da Silva,True,SBuaTDAiAx,Hyppolite Audouy,"Comédien depuis une quinzaine d’années et pratiquant d'arts martiaux depuis toujours. Etudes supérieures aux Beaux-Arts, puis l'ESCOM et enfin l’école d’arts plastiques Emile Cohl ; tout en faisant parti d’un groupe de théâtre musical qui a joué dans toute la France pendant 10 ans, c’est donc sur scène que j’ai appris mon métier de comédien. J’ai commencé par faire des voix de jeux vidéo, puis des narrations de documentaires (Arte, France télévision, Histoire), des publicités (Armée de terre, Panzani, Loxam), des doublages (films et séries) ainsi que de nombreux films « corporate ».
",False,2021-01-21T20:50:21.288Z,2021-01-22T08:34:58.858Z,3ca581805ccb067655fa510674f48bd4,image,image/jpeg,169767,https://assets.calm.com/3ca581805ccb067655fa510674f48bd4.jpeg,1301,1300,"['#3e63c0', '#203364']",42915a5247bfa08d3eefd6c3b9e8d648,image,image/jpeg,2952453,https://assets.calm.com/42915a5247bfa08d3eefd6c3b9e8d648.jpeg,2000,2000,"['#0472c1', '#044c9c']",03f3202777f890879ef95dcf9497af0d,image,image/jpeg,3048225.0,https://assets.calm.com/03f3202777f890879ef95dcf9497af0d.jpeg,2000.0,2000.0,"['#0572c0', '#044c9e']",03f3202777f890879ef95dcf9497af0d,image,image/jpeg,3048225,https://assets.calm.com/03f3202777f890879ef95dcf9497af0d.jpeg,2000,2000,"['#0572c0', '#044c9e']",26ee9f2d09a7d4fc6e979ef0723cbe6b,image,image/jpeg,2972835,https://assets.calm.com/26ee9f2d09a7d4fc6e979ef0723cbe6b.jpeg,2000,2000,"['#0472c1', '#044c9c']",,,26ee9f2d09a7d4fc6e979ef0723cbe6b,image,image/jpeg,2972835.0,https://assets.calm.com/26ee9f2d09a7d4fc6e979ef0723cbe6b.jpeg,2000.0,2000.0,"['#0472c1', '#044c9c']",,,,
1nZ-PiCtE5,1-1J7NKTXd,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-04-23T19:00:00.000Z,98,Among the Birds of Yosemite,fr,0-default,"Tonight, come with us on a journey through Yosemite’s wilderness, as we explore and meet its feathered residents, witnessed by devoted naturalist John Muir in 1901. Music by Ophylia Wispling.",5684ea1974b33ddba76d7c8c45c6ebea,False,True,sleep_stories,generic,False,2020-04-23T20:44:02.047Z,2020-04-28T15:49:42.773Z,Schlafgeschichte,x3521Emq,John Muir,True,0cx-79jOqj,Adrien Bletton,"Adrien Bletton gab im Alter von 7 Jahren sein Debut in der Theater- und Musikwelt. 2005 studierte er am Cours Florent in Paris, bevor er 2010 einen Abschluss an der National Theatre School of Canada erwarb. Seit dem Abschluss seiner Ausbildung haben wir ihn in Stücken wie Le Dindon und der Dreigroschenoper am TNM sowie in Trois am Théâtre d'Aujourd'hui auf der Bühne erlebt. Er gehört auch zum Ensemble von On ne badine pas avec l’amour und Le songe d’une nuit d’été (Mittsommernachtstraum). Beide Stücke werden am Denise-Pelletier-Theater aufgeführt. Außerdem wirkt er in zahlreichen Fernsehserien, wie zum Beispiel Toute la vérité, Tout sur moi, L’auberge du chien noir und Trauma, mit. Hier spielt er Marc-André Campeau, einen Praktikanten. Er tritt zudem in Conseil de Famille und Victor Lessard auf. Neben seinen Rollen im Theater, Fernsehen und Film stellt er auch seine Stimme in vielen Synchronisationsprojekten zur Verfügung. Für seine Band Gustafson agiert er als Cellist und Songwriter,",False,2020-03-16T15:07:32.458Z,2020-03-16T16:54:16.849Z,ea212879e32a35291500faf708a144d2,image,image/png,91659,https://assets.calm.com/ea212879e32a35291500faf708a144d2.png,250,250,"['#201d1b', '#d1b59e', '#84847c']",bee6ba221a082583167c487817814c44,image,image/jpeg,386544,https://assets.calm.com/bee6ba221a082583167c487817814c44.jpeg,1920,1920,"['#0470d3', '#043a70']",9653bc57d13d090b2c7fd20d9e76bc29,image,image/jpeg,1243491.0,https://assets.calm.com/9653bc57d13d090b2c7fd20d9e76bc29.jpeg,1920.0,1920.0,"['#045ba4', '#044991']",9653bc57d13d090b2c7fd20d9e76bc29,image,image/jpeg,1243491,https://assets.calm.com/9653bc57d13d090b2c7fd20d9e76bc29.jpeg,1920,1920,"['#045ba4', '#044991']",e45768e6858138081079a9d9fcf25f38,image,image/jpeg,163204,https://assets.calm.com/e45768e6858138081079a9d9fcf25f38.jpeg,1125,300,"['#c6af38', '#1d466a']",,Nature Essay,e45768e6858138081079a9d9fcf25f38,image,image/jpeg,163204.0,https://assets.calm.com/e45768e6858138081079a9d9fcf25f38.jpeg,1125.0,300.0,"['#c6af38', '#1d466a']",,,,
oUkJVLUntJ,4ecJpXOiRN,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-05-14T00:02:36.025Z,135,Aberystwyth by Train,fr,0-default,Sit back and relax as we embark on a scenic train ride to the West Coast of Wales.,33b40e6f031eb8c29adc8f5e1996b894,False,True,sleep_stories,generic,False,2019-04-16T03:02:34.957Z,2019-05-14T00:02:36.025Z,Schlafgeschichte,9P0z24QV,Jeff Scattini,True,G3VIj9gl6I,Jean Brassard,"Jean Brassard hat im Zuge seiner Sprecherkarriere unter anderem einen AudioFile Magazine Earphones Award gewonnen und mehr als 60 Audiobücher auf Englisch und Französisch eingesprochen. Zurzeit ist er in der Showtime-Miniserie Escape at Dannemora unter der Regie von Ben Stiller zu sehen sowie in der zweiten Staffel der Emmy-gekrönten Serie The Marvelous Mrs. Maisel. Demnächst tritt er in der Hulu-Serie RAMY auf. Weitere Credits: Person of Interest, The Wizard of Lies auf HBO, The Fault In Our Stars mit Shailene Woodley und Ansel Elgort, House of Cards, Zero Hour, 30 Rock, Believe sowie die HBO-Miniserie John Adams. Außerdem dürfte er französischsprachigen Wrestling-Fans durch seine Kommentare beim WWE Network bekannt sein. Jean ist außerdem Singer-Songwriter und Kabarettkünstler. Für seine Show „The Kid From Paris – Jean Brassard Sings Yves Montand“ wurde er mit den Preisen BISTRO und AGGIE ausgezeichnet. Er brachte die französische Version der Show auf CD – Le Gamin de Paris – und danach ein Album mit Eigenkompositionen, DIX, heraus. ",False,2019-04-16T02:50:27.402Z,2019-04-17T16:02:25.014Z,00d11020a98fc464f8d1771f609e48d4,image,image/png,1853271,https://assets.calm.com/00d11020a98fc464f8d1771f609e48d4.png,1081,1081,"['#bcc1c3', '#344c64', '#7e4e3f']",02183e523727d83be09e0a4094132508,image,image/jpeg,3404893,https://assets.calm.com/02183e523727d83be09e0a4094132508.jpeg,1920,1920,"['#aab71d', '#736a15']",7f5a01b1537ebe09f6fc8b068e71fc3f,image,image/jpeg,10686545.0,https://assets.calm.com/7f5a01b1537ebe09f6fc8b068e71fc3f.jpeg,1920.0,1920.0,"['#864434', '#4e4124']",7f5a01b1537ebe09f6fc8b068e71fc3f,image,image/jpeg,10686545,https://assets.calm.com/7f5a01b1537ebe09f6fc8b068e71fc3f.jpeg,1920,1920,"['#864434', '#4e4124']",02183e523727d83be09e0a4094132508,image,image/jpeg,3404893,https://assets.calm.com/02183e523727d83be09e0a4094132508.jpeg,1920,1920,"['#aab71d', '#736a15']",,,,,,,,,,,,,,
O3ufo2fYGV,dc2yxx9067,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-06-15T19:00:00.000Z,34,Arctic Cruise,fr,0-default,Float alongside icebergs under the Northern Lights in the breathtaking waters of Greenland.,b6414fcbcf15b0bc3e8da3d4ce2370a3,False,True,sleep_stories,generic,False,2021-05-24T19:44:10.235Z,2025-03-06T20:43:08.464Z,Schlafgeschichte,63PB06XR,Andrew Martin,True,MhMZ-B5cAK,Julien Chettle,"Mein Name ist Julien, ich bin ein französischer Toningenieur und Synchronsprecher. Ich bin nun seit 15 Jahren in der audiovisuellen Welt tätig und habe vor sechs oder sieben Jahren begonnen, meine Stimme als Synchronsprecher einzusetzen. Ich bin außerdem Musiker. Ich spiele seit über 25 Jahren Gitarre und produziere alle möglichen Musikrichtungen in meiner Freizeit.",False,2020-09-01T20:55:30.994Z,2022-06-06T12:33:44.169Z,f1c2cb3465fb5d6308c1b7a6009dc568,image,image/jpeg,268775,https://assets.calm.com/f1c2cb3465fb5d6308c1b7a6009dc568.jpeg,2269,2243,"['#a44454', '#4e141c']",7d3850347e8a516b0faa50741fccc9c2,image,image/jpeg,10924009,https://assets.calm.com/7d3850347e8a516b0faa50741fccc9c2.jpeg,1920,1920,"['#05c8ca', '#043b7d']",3436cfc04e906d0ed4816cde277864e6,image,image/jpeg,3491513.0,https://assets.calm.com/3436cfc04e906d0ed4816cde277864e6.jpeg,1920.0,1920.0,"['#0478bc', '#04397c']",3436cfc04e906d0ed4816cde277864e6,image,image/jpeg,3491513,https://assets.calm.com/3436cfc04e906d0ed4816cde277864e6.jpeg,1920,1920,"['#0478bc', '#04397c']",7d3850347e8a516b0faa50741fccc9c2,image,image/jpeg,10924009,https://assets.calm.com/7d3850347e8a516b0faa50741fccc9c2.jpeg,1920,1920,"['#05c8ca', '#043b7d']",,,,,,,,,,,,,,
VQcxQm6W10,ZFATV9_lAH,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-03-18T19:00:00.000Z,101,The Jungles of Madagascar,fr,0-default,Join a friendly pack of lemurs and explore the sleepy jungles of Madagascar as you experience the wildlife wonders of this enchanting place,c332404f1573298537e5dc3e356f200d,False,True,sleep_stories,generic,False,2020-03-18T23:45:01.929Z,2020-03-25T00:44:04.835Z,Schlafgeschichte,A49ZOW1A,Phoebe Smith,True,0cx-79jOqj,Adrien Bletton,"Adrien Bletton gab im Alter von 7 Jahren sein Debut in der Theater- und Musikwelt. 2005 studierte er am Cours Florent in Paris, bevor er 2010 einen Abschluss an der National Theatre School of Canada erwarb. Seit dem Abschluss seiner Ausbildung haben wir ihn in Stücken wie Le Dindon und der Dreigroschenoper am TNM sowie in Trois am Théâtre d'Aujourd'hui auf der Bühne erlebt. Er gehört auch zum Ensemble von On ne badine pas avec l’amour und Le songe d’une nuit d’été (Mittsommernachtstraum). Beide Stücke werden am Denise-Pelletier-Theater aufgeführt. Außerdem wirkt er in zahlreichen Fernsehserien, wie zum Beispiel Toute la vérité, Tout sur moi, L’auberge du chien noir und Trauma, mit. Hier spielt er Marc-André Campeau, einen Praktikanten. Er tritt zudem in Conseil de Famille und Victor Lessard auf. Neben seinen Rollen im Theater, Fernsehen und Film stellt er auch seine Stimme in vielen Synchronisationsprojekten zur Verfügung. Für seine Band Gustafson agiert er als Cellist und Songwriter,",False,2020-03-16T15:07:32.458Z,2020-03-16T16:54:16.849Z,ea212879e32a35291500faf708a144d2,image,image/png,91659,https://assets.calm.com/ea212879e32a35291500faf708a144d2.png,250,250,"['#201d1b', '#d1b59e', '#84847c']",33a8f63b384cb65ce7daff0253696aef,image,image/jpeg,393043,https://assets.calm.com/33a8f63b384cb65ce7daff0253696aef.jpeg,1920,1920,"['#c1a81a', '#89810b']",c5e36f2da39f7f957c690e9439773e8e,image,image/jpeg,9321082.0,https://assets.calm.com/c5e36f2da39f7f957c690e9439773e8e.jpeg,1920.0,1920.0,"['#a98f23', '#7d710b']",c5e36f2da39f7f957c690e9439773e8e,image,image/jpeg,9321082,https://assets.calm.com/c5e36f2da39f7f957c690e9439773e8e.jpeg,1920,1920,"['#a98f23', '#7d710b']",33a8f63b384cb65ce7daff0253696aef,image,image/jpeg,393043,https://assets.calm.com/33a8f63b384cb65ce7daff0253696aef.jpeg,1920,1920,"['#c1a81a', '#89810b']",,,,,,,,,,,,,,
2Z-q6orMAP,K2jqoqiiTT,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-12-29T22:00:00.000Z,7,A Walk Around Nice,fr,0-default,Meander through this Mediterranean city in France where the sun is always shining.,444e56a63bbe4034b79149b8f9c4f6c8,False,True,sleep_stories,generic,False,2021-12-17T19:11:09.690Z,2021-12-29T21:22:16.078Z,Schlafgeschichte,63PB06XR,Andrew Martin,True,Cs8NYK2d2e,Thibault Villette,"Comédien né en 1988 à Avignon. Une fois son bac en poche, Thibault file en Normandie faire une école de cinéma dans laquelle il apprend le métier d’acteur. S’ensuit quatre années au cours Florent à Paris. Puis il intègre l’ERACM (École Régionale d’Acteur de Cannes et Marseille) pendant trois ans.  Il a travaillé entre autres avec avec Gérard Watkins, Emma Dante, Maelle Poésy, etc…
Depuis 2017, il travaille avec différentes compagnies et tourne pour divers films et séries. (L’histoire de Karine de Sylvie Gautier, Titane de Julia Ducournau ou encore Alex hugo, Tandem …)",False,2021-12-23T15:20:43.670Z,2021-12-23T15:29:17.568Z,78d129b9d26d877b2e67cb1896256aee,image,image/jpeg,151730,https://assets.calm.com/78d129b9d26d877b2e67cb1896256aee.jpeg,841,841,"['#bc5444', '#63382a']",0e363170f42f6aba10f81c661e032d46,image,image/jpeg,2710332,https://assets.calm.com/0e363170f42f6aba10f81c661e032d46.jpeg,2000,2000,"['#26c45c', '#633925']",a47b8496c0ab167d85f40b4969c77b2e,image,image/jpeg,2630454.0,https://assets.calm.com/a47b8496c0ab167d85f40b4969c77b2e.jpeg,2000.0,2000.0,"['#26c45c', '#633925']",a47b8496c0ab167d85f40b4969c77b2e,image,image/jpeg,2630454,https://assets.calm.com/a47b8496c0ab167d85f40b4969c77b2e.jpeg,2000,2000,"['#26c45c', '#633925']",0e363170f42f6aba10f81c661e032d46,image,image/jpeg,2710332,https://assets.calm.com/0e363170f42f6aba10f81c661e032d46.jpeg,2000,2000,"['#26c45c', '#633925']",,,,,,,,,,,,,,
pVQAodH5Li,vIbyg7p4nx,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2020-06-17T19:00:00.000Z,89,L'aventure de la chèvre de Monsieur Seguin,fr,0-default,"Évadez-vous vers les hauteurs de Provence, dans l’univers familier de la chèvre de Monsieur Seguin. Inspiré par un grand classique d’Alphonse Daudet.",634c16e391469c8789b35b646705873c,False,True,sleep_stories,generic,False,2020-06-18T00:09:39.574Z,2021-09-07T14:44:22.775Z,Schlafgeschichte,LqPw0wpY,Eurydice Da Silva,True,DCn7nTXCsV,Michel Benizri,"Michel Benizri débute sa carrière en centre dramatique au début des années 80. Après d’autres aventures, Ligue d’improvisation, spectacles de rue, il s’engage dans la vie de Compagnie, s’épanouissant comme acteur et metteur en scène autour de créations contemporaines et de lectures à voix haute. A la recherche de formes engagées, il incarne pendant près de 7 ans, jusqu'en 2017 la figure du Crieur du Verdon, et est investi aujourd’hui dans le monde des Conférences Gesticulées.

En parallèle, Michel à tourné dans quelques films comme Un Balcon sous la mer de Nicole Garcia ou Dieu Seul me voit de Bruno Poldalydès et dans de nombreuses séries télévisées comme Alex Hugo, Section de Recherche, Camping Paradis, Sous le soleil, Plus Belle la vie et Petits secrets entre voisins.",False,2020-05-21T22:03:22.504Z,2020-05-21T22:11:07.254Z,1d5f4b09251834113303e93b136bf4b5,image,image/jpeg,1582097,https://assets.calm.com/1d5f4b09251834113303e93b136bf4b5.jpeg,2832,2832,"['#c5b5b2', '#9e5b39', '#3e4b62']",feab1fcd60f2b396a90404dc76435b3e,image,image/jpeg,7964508,https://assets.calm.com/feab1fcd60f2b396a90404dc76435b3e.jpeg,1920,1920,"['#0484c4', '#0464ac']",7f7a3c0a84b40a4b3ddf1a85c88423b3,image,image/jpeg,522715.0,https://assets.calm.com/7f7a3c0a84b40a4b3ddf1a85c88423b3.jpeg,1920.0,1920.0,"['#3398b5', '#045c84']",7f7a3c0a84b40a4b3ddf1a85c88423b3,image,image/jpeg,522715,https://assets.calm.com/7f7a3c0a84b40a4b3ddf1a85c88423b3.jpeg,1920,1920,"['#3398b5', '#045c84']",feab1fcd60f2b396a90404dc76435b3e,image,image/jpeg,7964508,https://assets.calm.com/feab1fcd60f2b396a90404dc76435b3e.jpeg,1920,1920,"['#0484c4', '#0464ac']",,,,,,,,,,,2021-09-07T19:00:00.000Z,2021-09-14T19:00:00.000Z,,
A7mmOr8pjD,9xk0Mof6qd,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-12-22T18:00:00.000Z,8,Guardians of Estonia,fr,0-default,"Explore the cities, wetlands, and woodlands of a country protected by both man and spirit. Music composed by Arvo Pärt.",ddceb525c424647ddb9880658b1221bd,False,True,sleep_stories,generic,False,2021-12-07T18:02:20.964Z,2021-12-22T17:36:39.426Z,Schlafgeschichte,A49ZOW1A,Phoebe Smith,True,nO2jWZd3rn,Jérôme Fonlupt,"Formé d’abord à la Compagnie Kraft, il intègre ensuite le Petit Théâtre de Poche de Jeannine Berdin avant de se perfectionner au Cours Myriade. Depuis 2007, sa carrière artistique se développe dans le doublage et la voix-off pour de nombreux studios d’enregistrement.",False,2021-07-19T13:10:12.236Z,2021-07-19T13:14:18.623Z,4a06ce4184fb57bd58e420e19bfccf21,image,image/jpeg,206833,https://assets.calm.com/4a06ce4184fb57bd58e420e19bfccf21.jpeg,941,941,"['#b65154', '#5d2728']",381cff6ee0a35d4be439ee6640079c95,image,image/jpeg,970977,https://assets.calm.com/381cff6ee0a35d4be439ee6640079c95.jpeg,2000,2000,"['#c1c118', '#42640b']",fc03a25b49a23618dfe80285cae6c1fe,image,image/jpeg,6250394.0,https://assets.calm.com/fc03a25b49a23618dfe80285cae6c1fe.jpeg,2000.0,2000.0,"['#c1c11a', '#547e0a']",fc03a25b49a23618dfe80285cae6c1fe,image,image/jpeg,6250394,https://assets.calm.com/fc03a25b49a23618dfe80285cae6c1fe.jpeg,2000,2000,"['#c1c11a', '#547e0a']",381cff6ee0a35d4be439ee6640079c95,image,image/jpeg,970977,https://assets.calm.com/381cff6ee0a35d4be439ee6640079c95.jpeg,2000,2000,"['#c1c118', '#42640b']",,,,,,,,,,,,,,
8SXJbmr8Ml,4nxNDilGib,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2021-12-14T23:00:00.000Z,9,Traveling West on Route 66,fr,0-default,Travel back to 1955 and take a quiet road trip on one of America’s most famous highways.,8f33639d1314d91dfeb4bb62349338db,False,True,sleep_stories,generic,False,2021-12-07T17:21:08.338Z,2021-12-14T21:35:19.812Z,Schlafgeschichte,rzGM3Q2w,Charles Duffie,True,9B6ydIfXK4,Marc Wilhelm,"Après des études dans le son, Marc se forme au théâtre à Lyon au début des années 2000. Il rencontre là-bas les premiers artistes avec lesquels il collabore en tant que comédien et assistant metteur en scène.",False,2021-07-20T22:57:54.149Z,2021-07-20T22:58:41.039Z,33819e40ba14b824190dd47d74a807e8,image,image/jpeg,38920,https://assets.calm.com/33819e40ba14b824190dd47d74a807e8.jpeg,501,501,"['#ba7959', '#944424']",42338a764640217123d4bb7c532bac55,image,image/jpeg,3089076,https://assets.calm.com/42338a764640217123d4bb7c532bac55.jpeg,2000,2000,"['#f3b66d', '#5a4c04']",2ed528a8f2d06905471926501dc565c3,image,image/jpeg,3006109.0,https://assets.calm.com/2ed528a8f2d06905471926501dc565c3.jpeg,2000.0,2000.0,"['#9c5404', '#684805']",2ed528a8f2d06905471926501dc565c3,image,image/jpeg,3006109,https://assets.calm.com/2ed528a8f2d06905471926501dc565c3.jpeg,2000,2000,"['#9c5404', '#684805']",42338a764640217123d4bb7c532bac55,image,image/jpeg,3089076,https://assets.calm.com/42338a764640217123d4bb7c532bac55.jpeg,2000,2000,"['#f3b66d', '#5a4c04']",,,,,,,,,,,,,,
_YDI8lc20L,xbihuJvd8K,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2023-09-06T08:00:00.000Z,11021,A Lucky Day,fr,0-default,Allow life’s little twists and turns to lead you just where you’re meant to be.,4fff1d3b9678c7d18c5b1c2b1e641b8a,False,True,sleep_stories,generic,False,2023-07-27T15:58:26.314Z,2023-08-31T17:44:24.990Z,Schlafgeschichte,8p6ZZmgP,Candace Rardon & Charles Duffie,True,vjpGFJpBEU,Hassan Guaid,"Autor, Komponist, Künstler und Schauspieler. Als Dichter ohne Pseudonym interpretiert er seine Texte im Radio und auf der Bühne. Als Schütze mit Aszendent Jungfrau sieht er das Glas als voll an, selbst wenn es gar kein Glas gibt. Hassan hat sein Philosophiestudium abgebrochen, philosophiert aber weiterhin bewusst. Er spricht regelmäßig für das französische Fernsehen, die Texte von Proust, Flaubert und Maupassant und befindet sich regelmäßig in Schreibresidenzen mit verletzlichen Zielgruppen. und begleitet eine Vielzahl von Zielgruppen für das Verfassen von Texten für Eloquenz-Wettbewerbe. Hassen wird 2023 zwei neue Werke veröffentlichen und schreibt noch an zwei Gedichtbänden. ",False,2023-08-29T16:01:03.332Z,2023-08-29T16:20:12.864Z,c8cee4fd8c3ecb4b817f3a8d0cc7be40,image,image/jpeg,49996,https://assets.calm.com/c8cee4fd8c3ecb4b817f3a8d0cc7be40.jpeg,455,455,"['#82827c', '#434340']",956511176fb51bcc2f1ff0ec3758e61e,image,image/jpeg,2864867,https://assets.calm.com/956511176fb51bcc2f1ff0ec3758e61e.jpeg,2000,2000,"['#545cbc', '#372b63']",7aa3f7e909d87b5dd0c3fa6002546725,image,image/jpeg,2876061.0,https://assets.calm.com/7aa3f7e909d87b5dd0c3fa6002546725.jpeg,2000.0,2000.0,"['#545cbc', '#372b63']",7aa3f7e909d87b5dd0c3fa6002546725,image,image/jpeg,2876061,https://assets.calm.com/7aa3f7e909d87b5dd0c3fa6002546725.jpeg,2000,2000,"['#545cbc', '#372b63']",956511176fb51bcc2f1ff0ec3758e61e,image,image/jpeg,2864867,https://assets.calm.com/956511176fb51bcc2f1ff0ec3758e61e.jpeg,2000,2000,"['#545cbc', '#372b63']",,,,,,,,,,,,,,
O1jUIHGOWO,HIHs4xT4k-,"['calm_health', 'calm_health_premium', 'ch-payor-base', 'ch-payor-buyup']",sleep,2019-12-17T00:43:05.479Z,112,The Nutcracker,fr,0-default,"Tonight, travel to a world of magic and enchantment, as you drift off to the beloved classic tale, The Nutcracker.",b6e71055efb883fa57d410c1953d75ca,False,True,sleep_stories,generic,False,2019-12-16T23:59:42.862Z,2019-12-17T00:43:05.483Z,Schlafgeschichte,LKPrvQGA,E. T. A. Hoffmann,True,qVzij5_VmK,Tristan Harvey,"Tristan Harveys Interesse für das gesprochene Wort geht auf seine Kindheit zurück, als sein Vater ihm Geschichten und Comicbücher vorlas. Heute ist er ein bekannter Sprecher für die französische Sprache und lebt in Montreal. Er hat Rollen in zahlreichen Filmen, Videospielen, Animationsfilmen, Dokumentationen und Hörbüchern übernommen.",False,2019-07-25T17:27:51.155Z,2019-07-25T17:30:08.397Z,7952c2fa1f9fa7e748e257dd8078d541,image,image/png,297543,https://assets.calm.com/7952c2fa1f9fa7e748e257dd8078d541.png,600,600,"['#1d1f22', '#d5af9b', '#8c9498']",35950a8a03fbf5aa6cfeb02ada05e09c,image,image/jpeg,9042788,https://assets.calm.com/35950a8a03fbf5aa6cfeb02ada05e09c.jpeg,1920,1920,"['#d04f42', '#6c1c0c']",9c927a49eec9b8e04e0420c06d96258b,image,image/jpeg,9021529.0,https://assets.calm.com/9c927a49eec9b8e04e0420c06d96258b.jpeg,1920.0,1920.0,"['#ca4e41', '#8b2414']",9c927a49eec9b8e04e0420c06d96258b,image,image/jpeg,9021529,https://assets.calm.com/9c927a49eec9b8e04e0420c06d96258b.jpeg,1920,1920,"['#ca4e41', '#8b2414']",35950a8a03fbf5aa6cfeb02ada05e09c,image,image/jpeg,9042788,https://assets.calm.com/35950a8a03fbf5aa6cfeb02ada05e09c.jpeg,1920,1920,"['#d04f42', '#6c1c0c']",Sprecher für die französische Sprache aus Montreal,,35950a8a03fbf5aa6cfeb02ada05e09c,image,image/jpeg,9042788.0,https://assets.calm.com/35950a8a03fbf5aa6cfeb02ada05e09c.jpeg,1920.0,1920.0,"['#d04f42', '#6c1c0c']",,,,
