msisdn,outgoing_calls,incoming_calls,unique_outgoing_numbers,unique_incoming_numbers,total_unique_numbers,unknown_province_calls,in_province_calls,out_province_calls,in_province_numbers,out_province_numbers,unknown_province_numbers,call_duration_max,call_duration_min,call_duration_mean,call_duration_std,call_duration_sum,total_call_duration_outgoing,total_call_duration_incoming,start_time_0,start_time_1,start_time_2,start_time_3,call_duration_0,call_duration_1,call_duration_2,call_duration_3,start_time_hour_0,start_time_hour_1,start_time_hour_2,start_time_hour_3,start_time_hour_4,start_time_hour_5,start_time_hour_6,start_time_hour_7,start_time_hour_8,start_time_hour_9,start_time_hour_10,start_time_hour_11,start_time_hour_12,start_time_hour_13,start_time_hour_14,start_time_hour_15,start_time_hour_16,start_time_hour_17,start_time_hour_18,start_time_hour_19,start_time_hour_20,start_time_hour_21,start_time_hour_22,start_time_hour_23,phone2_type_0,phone2_type_1,phone2_type_2,phone2_type_3,phone2_type_4,phone2_type_5,phone2_type_6,phone2_type_7,phone2_type_8,phone2_type_9,phone2_type_10,phone2_type_11,phone2_type_12,phone2_type_14,phone2_type_15,phone2_type_16,phone2_type_17,phone2_type_18,phone2_type_19,phone2_type_20,call_duration_0s_10s,call_duration_10s_20s,call_duration_20s_30s,call_duration_30s_40s,call_duration_40s_50s,call_duration_50s_60s,call_duration_60s_70s,call_duration_70s_80s,call_duration_80s_90s,call_duration_90s_100s,call_duration_100s_110s,call_duration_110s_120s,call_duration_2min_2.5min,call_duration_2.5min_3min,call_duration_3min_3.5min,call_duration_3.5min_4min,call_duration_4min_4.5min,call_duration_4.5min_5min,call_duration_5min_6min,call_duration_6min_7min,call_duration_7min_8min,call_duration_8min_9min,call_duration_9min_10min,call_duration_10min_15min,call_duration_15min_20min,call_duration_20min_25min,call_duration_25min_30min,call_duration_30min_35min,call_duration_35min_40min,call_duration_40min_45min,call_duration_45min_50min,call_duration_50min_55min,call_duration_55min_60min,call_duration_1h_1.5h,call_duration_1.5h_2h,call_duration_2h_2.5h,call_duration_2.5h_max,long_type1_0,long_type1_1,long_type1_2,long_type1_3,cfee_sum,lfee_sum,total_unique_numbers_1500,only_out_no_in,active_days_2024-08,city_changes_2024-08,province_changes_2024-08,is_sa,total_calls,sociality,phone1_type,outgoing_div_total,unique_out_div_outgoing,unique_out_div_unique_total,is_key_home_area_code,is_key_visit_area_code,is_called_home_code,is_called_code,early_morning_0_avg,early_morning_0_max,early_morning_0_min,early_morning_1_avg,early_morning_1_max,early_morning_1_min,morning_0_avg,morning_0_max,morning_0_min,morning_1_avg,morning_1_max,morning_1_min,forenoon_0_avg,forenoon_0_max,forenoon_0_min,forenoon_1_avg,forenoon_1_max,forenoon_1_min,noon_0_avg,noon_0_max,noon_0_min,noon_1_avg,noon_1_max,noon_1_min,afternoon_0_avg,afternoon_0_max,afternoon_0_min,afternoon_1_avg,afternoon_1_max,afternoon_1_min,dusk_0_avg,dusk_0_max,dusk_0_min,dusk_1_avg,dusk_1_max,dusk_1_min,evening_0_avg,evening_0_max,evening_0_min,evening_1_avg,evening_1_max,evening_1_min,start_6_to_10_0_avg,start_6_to_10_0_max,start_6_to_10_0_min,start_6_to_10_1_avg,start_6_to_10_1_max,start_6_to_10_1_min,start_10_to_14_0_avg,start_10_to_14_0_max,start_10_to_14_0_min,start_10_to_14_1_avg,start_10_to_14_1_max,start_10_to_14_1_min,start_14_to_18_0_avg,start_14_to_18_0_max,start_14_to_18_0_min,start_14_to_18_1_avg,start_14_to_18_1_max,start_14_to_18_1_min,start_18_to_22_0_avg,start_18_to_22_0_max,start_18_to_22_0_min,start_18_to_22_1_avg,start_18_to_22_1_max,start_18_to_22_1_min,start_22_to_6_0_avg,start_22_to_6_0_max,start_22_to_6_0_min,start_22_to_6_1_avg,start_22_to_6_1_max,start_22_to_6_1_min,time_interval_avg,time_interval_max,time_interval_min,early_morning_avg,early_morning_max,early_morning_min,morning_avg,morning_max,morning_min,forenoon_avg,forenoon_max,forenoon_min,noon_avg,noon_max,noon_min,afternoon_avg,afternoon_max,afternoon_min,dusk_avg,dusk_max,dusk_min,evening_avg,evening_max,evening_min,start_6_to_10_avg,start_6_to_10_max,start_6_to_10_min,start_10_to_14_avg,start_10_to_14_max,start_10_to_14_min,start_14_to_18_avg,start_14_to_18_max,start_14_to_18_min,start_18_to_22_avg,start_18_to_22_max,start_18_to_22_min,start_22_to_6_avg,start_22_to_6_max,start_22_to_6_min,start_early_morning,start_morning,start_forenoon,start_noon,start_afternoon,start_dusk,start_evening,start_6_to_10,start_10_to_14,start_14_to_18,start_18_to_22,start_22_to_6,open_days,open_to_start_days,open_days_ratio,incoming_calls_ratio,out_province_numbers_ratio,total_call_duration_incoming_ratio,unique_outgoing_numbers_ratio,start_early_morning_ratio,start_morning_ratio,start_forenoon_ratio,start_noon_ratio,start_afternoon_ratio,start_dusk_ratio,start_evening_ratio,unique_phone2_loc_city_count,unique_phone1_loc_city_count,phone2_to_phone1_ratio,total_cfee,total_lfee,total_fee,cfee_proportion,lfee_proportion,roam_type_0,roam_type_1,roam_type_4,roam_type_5,roam_type_6,roam_type_7,roam_type_8,roam_type_0_proportion,roam_type_1_proportion,roam_type_4_proportion,roam_type_5_proportion,roam_type_6_proportion,roam_type_7_proportion,roam_type_8_proportion,weekday_count,weekend_count,weekday_days,weekend_days,avg_weekday_activity,avg_weekend_activity
1025553,2,11,1,2,2,0,5,8,2,1,0,126,6,41,41,535,14,521,0,4,4,5,2,3,5,3,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,1,0,2,2,1,0,0,1,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,2,2,0.0,13,0.1177760482628753,2,0.154,0.5,0.333,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,530.1,530.1,530.1,0.0,0.0,0.0,285.529,903.75,4.167,0.0,0.0,0.0,341.011,879.333,0.667,0.0,0.0,0.0,131.153,1180.533,1.0,0.0,0.0,0.0,139.842,1401.05,0.9,0.0,0.0,0.0,268.937,1617.767,0.683,0.0,0.0,0.0,192.117,530.1,4.167,0.0,0.0,0.0,235.2,903.75,0.667,0.0,0.0,0.0,232.574,1401.05,3.0,0.0,0.0,0.0,136.794,1400.75,0.683,0.0,0.0,0.0,591.75,1617.767,11.917,1351.429,4602.167,77.783,0.0,0.0,0.0,845.1,845.1,845.1,1005.233,1005.233,1005.233,1103.292,1438.3,768.283,218.842,252.8,184.883,819.228,2065.833,161.2,3088.289,4602.167,77.783,845.1,845.1,845.1,849.175,1438.3,184.883,241.725,252.8,230.65,768.272,2065.833,77.783,4593.542,4602.167,4584.917,0,1,1,2,2,4,3,1,4,3,3,2,3730,3730,0.08,0.085,0.056,0.09,0.084,0.071,0.094,0.129,0.093,0.072,0.089,0.097,1,2,0.5,0,0,0,0.0,0.0,5,0,8,0,0,0,0,0.38461538461538464,0.0,0.6153846153846154,0.0,0.0,0.0,0.0,7.0,6.0,4.0,2.0,1.75,3.0
1025554,21,24,8,9,12,0,43,2,12,1,0,721,7,68,122,3075,1680,1395,2,19,12,12,14,23,4,4,0,0,0,0,0,2,2,1,8,2,2,4,2,3,0,1,3,3,2,4,2,3,1,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,2,1,20,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,2,0,0,0,0,0,0,1,1,0.0,45,0.8379437987866925,2,0.467,0.381,0.471,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1853.004,3818.7,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.684,2782.4,24.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1853.004,3818.7,40.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1403.684,2782.4,24.967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,477.023,3540.233,0.633,0.0,0.0,0.0,620.404,1014.833,122.45,520.943,3540.233,0.7,319.686,876.783,0.633,410.067,1246.217,1.3,640.994,1520.667,70.033,356.975,919.933,3.017,578.399,3540.233,0.7,323.871,1246.217,0.633,605.438,1520.667,70.033,389.176,919.933,3.017,316.283,316.283,316.283,0,5,12,6,4,8,10,13,11,7,11,1,2195,2195,0.089,0.08,0.056,0.092,0.087,0.071,0.072,0.08,0.081,0.078,0.097,0.08,2,1,2.0,0,0,0,0.0,0.0,45,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,18.0,5.0,2.0,5.4,9.0
1025568,8,27,8,15,20,0,33,2,19,1,0,1882,14,266,416,9315,603,8712,0,14,7,14,7,6,0,22,0,0,0,0,0,0,1,0,4,3,4,2,3,1,0,0,0,3,6,3,3,2,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,1,1,2,1,1,0,3,0,2,1,3,1,0,0,1,0,1,0,0,3,1,1,0,1,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,1,1,0.0,35,1.255855260800175,2,0.229,1.0,0.348,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1084.0,2354.983,125.383,0.0,0.0,0.0,124.494,249.883,5.933,0.0,0.0,0.0,2644.1,2644.1,2644.1,0.0,0.0,0.0,436.137,1542.85,1.1,0.0,0.0,0.0,191.108,209.567,172.65,0.0,0.0,0.0,1563.308,2354.983,771.633,0.0,0.0,0.0,628.593,2644.1,5.933,0.0,0.0,0.0,319.503,509.117,1.1,0.0,0.0,0.0,488.575,1542.85,29.233,0.0,0.0,0.0,0.0,0.0,0.0,614.63,2695.9,1.25,0.0,0.0,0.0,688.767,688.767,688.767,632.077,2367.4,1.25,768.98,2350.667,23.383,1641.45,1641.45,1641.45,623.994,2695.9,6.517,348.198,686.583,50.167,569.212,2367.4,1.25,851.14,2350.667,23.383,551.694,1207.183,39.817,481.889,2695.9,6.517,0.0,0.0,0.0,0,1,11,5,1,9,8,8,10,3,14,0,665,665,0.098,0.08,0.056,0.081,0.087,0.071,0.094,0.09,0.093,0.087,0.097,0.087,3,1,3.0,0,0,0,0.0,0.0,35,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,17.0,4.0,2.0,4.5,8.5
1025586,109,127,15,18,19,0,233,3,19,1,0,3720,4,67,241,15967,11520,4447,0,105,74,57,62,131,7,36,0,0,0,0,0,0,0,10,20,35,16,24,14,7,12,13,14,14,16,18,11,5,6,1,0,0,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,38,24,20,14,97,8,2,3,1,2,13,2,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,232,0,4,0,0,0,0,0,6,1,1,0.0,236,1.053785433433564,2,0.462,0.138,0.455,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,88.755,883.583,0.3,0.0,0.0,0.0,333.108,781.65,1.35,99.453,815.517,0.3,57.847,883.583,0.65,59.254,311.2,1.133,83.614,499.583,0.633,68.082,396.267,1.6,152.589,815.517,0.3,57.063,883.583,0.65,70.318,499.583,0.633,67.024,396.267,1.3,76.133,155.35,5.1,0,10,71,38,32,44,41,65,61,53,50,7,5661,5661,0.054,0.093,0.056,0.088,0.097,0.071,0.054,0.066,0.092,0.097,0.074,0.077,3,1,3.0,0,0,0,0.0,0.0,236,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,161.0,75.0,5.0,2.0,32.2,37.5
1025608,54,64,32,30,46,0,116,2,45,1,0,961,4,71,136,8473,3281,5192,0,43,61,14,47,29,12,30,0,0,0,0,0,0,1,3,5,10,13,11,8,10,14,5,11,13,7,5,0,1,1,0,0,0,114,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,31,16,12,10,7,2,3,5,1,3,2,5,2,0,0,1,0,0,1,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,1,1,1,0.0,118,1.5297890423314011,2,0.458,0.593,0.516,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,327.867,665.783,2.617,0.0,0.0,0.0,1004.489,3570.567,0.883,0.0,0.0,0.0,196.808,267.783,125.833,0.0,0.0,0.0,103.385,447.85,1.55,0.0,0.0,0.0,82.512,412.467,0.5,0.0,0.0,0.0,417.746,1557.6,0.25,0.0,0.0,0.0,477.12,905.417,2.617,0.0,0.0,0.0,899.25,3570.567,0.883,0.0,0.0,0.0,105.778,447.85,0.5,0.0,0.0,0.0,142.328,611.133,0.25,0.0,0.0,0.0,695.839,1557.6,10.25,177.527,1251.317,0.233,0.0,0.0,0.0,868.511,899.95,832.55,394.044,1251.317,0.667,70.633,296.7,0.517,89.329,418.25,0.683,69.972,374.083,0.233,147.174,486.817,8.55,637.576,1251.317,2.4,109.673,938.633,0.517,71.827,374.083,0.233,104.214,486.817,8.55,244.717,244.717,244.717,0,4,28,19,29,31,7,19,42,43,13,1,4755,4755,0.054,0.079,0.056,0.074,0.101,0.071,0.072,0.066,0.078,0.097,0.085,0.087,2,1,2.0,0,0,0,0.0,0.0,117,0,0,0,0,0,1,0.9915254237288136,0.0,0.0,0.0,0.0,0.0,0.00847457627118644,92.0,26.0,5.0,2.0,18.4,13.0
1025609,54,58,16,18,25,0,112,0,25,0,0,1857,4,84,207,9497,5065,4432,2,45,41,24,37,34,12,29,0,1,0,0,0,1,1,3,6,2,13,20,10,12,4,4,3,8,5,3,7,5,4,0,0,0,103,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,12,24,13,18,10,6,5,3,3,2,1,2,2,0,3,1,0,1,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,108,0,4,0,0,0,0,0,0,1,1,0.0,112,1.0909950121571332,2,0.482,0.296,0.471,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2170.3,4338.283,2.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2170.3,4338.283,2.317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.181,1432.467,0.533,280.867,280.867,280.867,649.44,1081.383,34.3,267.397,1432.467,0.533,132.805,1239.5,0.817,177.275,1034.75,1.217,171.8,654.933,4.517,97.083,263.0,0.817,341.695,826.683,0.533,187.688,1432.467,0.817,152.079,654.933,27.633,118.545,275.683,1.233,73.721,232.45,0.817,1,5,21,30,20,16,19,12,55,19,20,4,2380,2380,0.088,0.079,0.059,0.088,0.097,0.114,0.072,0.083,0.081,0.088,0.084,0.078,1,1,1.0,0,0,0,0.0,0.0,112,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,33.0,5.0,2.0,15.8,16.5
1025628,77,65,22,23,34,0,142,0,34,0,0,759,2,53,96,7574,3284,4290,0,51,62,29,61,30,22,29,0,0,0,0,0,0,0,3,13,5,9,21,11,4,7,8,11,21,7,6,4,11,1,0,4,0,133,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,22,43,18,12,14,4,3,4,2,6,1,0,2,4,1,1,1,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,136,6,0,0,0,0,0,0,1,1,1,0.0,142,1.0404892442256468,2,0.542,0.286,0.489,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.658,2833.05,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279.658,2833.05,1.5,0.0,0.0,0.0,0.0,0.0,0.0,145.039,1148.967,0.483,0.0,0.0,0.0,780.461,919.75,611.383,224.987,974.867,0.5,134.515,1049.533,0.667,147.227,1148.967,4.567,81.693,431.883,0.483,83.104,271.2,3.767,296.673,919.75,0.5,149.829,1049.533,0.517,114.257,1148.967,0.483,77.142,271.2,3.767,62.25,62.25,62.25,0,3,27,32,19,39,22,21,45,47,28,1,955,955,0.094,0.079,0.059,0.088,0.093,0.071,0.083,0.066,0.081,0.088,0.074,0.078,3,1,3.0,0,0,0,0.0,0.0,142,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,118.0,24.0,5.0,2.0,23.6,12.0
1025642,23,17,13,10,18,0,40,0,18,0,0,238,1,64,55,2573,1303,1270,0,6,29,5,8,15,4,13,0,0,0,0,0,0,0,0,0,0,1,5,5,4,3,1,13,3,1,0,2,0,2,0,1,0,34,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,3,5,4,6,5,2,0,1,0,2,1,4,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,2,0,0,0,0,0,0,0,1,1,1.0,40,1.0806443365025564,2,0.575,0.565,0.565,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3.067,3.067,3.067,0.0,0.0,0.0,2.649,9.15,0.15,0.0,0.0,0.0,12.8,70.233,1.4,0.0,0.0,0.0,9.09,26.217,1.433,0.0,0.0,0.0,44.416,78.633,10.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.144,6.183,0.15,0.0,0.0,0.0,9.48,70.233,0.583,0.0,0.0,0.0,19.506,78.633,1.433,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,456.663,2760.433,1.083,0.0,0.0,0.0,0.0,0.0,0.0,972.467,972.467,972.467,781.139,2760.433,3.133,498.787,1515.8,1.083,276.416,1485.333,1.117,279.442,522.267,21.383,0.0,0.0,0.0,656.538,2760.433,1.083,366.715,1515.8,1.117,294.367,522.267,166.25,200.458,379.533,21.383,0,0,1,10,8,17,4,0,15,20,3,2,1876,1876,0.089,0.085,0.059,0.092,0.097,0.071,0.122,0.129,0.079,0.085,0.084,0.09,1,1,1.0,0,0,0,0.0,0.0,40,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,10.0,5.0,2.0,6.0,5.0
1025657,245,177,33,57,70,0,390,32,61,14,0,3904,2,168,347,71054,49380,21674,0,124,195,103,54,184,22,162,0,0,0,0,0,0,0,4,25,41,20,34,27,31,26,34,31,46,46,17,14,13,9,4,3,0,394,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,22,28,26,18,15,151,7,7,2,5,2,43,4,23,3,8,2,6,7,7,3,5,4,11,3,4,2,2,0,1,0,0,0,1,0,0,0,378,12,32,0,0,0,0,0,15,1,1,0.0,422,1.2324375105458714,2,0.581,0.135,0.367,0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,306.63,974.183,1.483,0.0,0.0,0.0,65.242,5302.467,0.567,0.0,0.0,0.0,11.304,104.283,0.433,0.0,0.0,0.0,17.847,238.033,0.45,0.0,0.0,0.0,31.988,96.567,3.467,0.0,0.0,0.0,260.733,260.733,260.733,0.0,0.0,0.0,103.728,5302.467,0.567,0.0,0.0,0.0,14.633,816.85,0.433,0.0,0.0,0.0,26.126,238.033,0.45,0.0,0.0,0.0,260.733,260.733,260.733,0.0,0.0,0.0,0.0,0.0,0.0,49.663,1173.75,0.15,0.0,0.0,0.0,494.116,742.833,13.433,92.934,851.85,0.467,31.11,227.117,0.267,42.279,1173.75,0.35,21.41,152.217,0.15,46.556,279.183,1.05,133.502,851.85,0.467,29.394,227.117,0.267,36.67,1173.75,0.15,32.977,279.183,0.4,31.727,122.9,1.45,0,4,86,61,91,123,57,70,112,137,90,13,3201,3201,0.077,0.093,0.197,0.092,0.101,0.071,0.072,0.066,0.092,0.104,0.084,0.097,16,1,16.0,0,0,0,0.0,0.0,422,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,336.0,86.0,5.0,2.0,67.2,43.0
1025679,26,17,6,10,12,0,43,0,12,0,0,480,4,59,76,2550,1830,720,1,19,13,10,9,18,6,10,0,1,0,0,0,0,1,0,0,2,10,6,1,2,3,2,2,3,1,1,4,4,0,0,1,0,40,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,6,4,5,8,2,8,1,2,0,1,0,2,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,1,1,0.0,43,0.8481437445916498,2,0.605,0.231,0.375,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1049.708,1163.817,935.6,0.0,0.0,0.0,1090.575,2801.917,45.317,0.0,0.0,0.0,808.85,3026.367,24.55,0.0,0.0,0.0,110.017,195.017,25.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,714.911,1163.817,45.317,0.0,0.0,0.0,1475.25,3026.367,32.9,0.0,0.0,0.0,99.042,195.017,24.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.082,2362.017,1.15,543.65,543.65,543.65,1193.833,1193.833,1193.833,342.13,1990.533,1.15,628.741,2362.017,1.7,574.507,1417.917,2.95,563.644,1206.5,19.267,224.213,524.317,3.383,616.45,1193.833,39.067,432.412,2362.017,1.15,729.387,1417.917,46.517,203.718,524.317,3.383,0.0,0.0,0.0,1,1,12,7,7,6,9,3,19,10,10,0,5001,5001,0.054,0.085,0.059,0.09,0.08,0.114,0.094,0.08,0.081,0.085,0.097,0.087,2,1,2.0,0,0,0,0.0,0.0,43,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,13.0,5.0,2.0,6.0,6.5
1025687,37,25,9,8,10,0,55,7,10,1,0,1324,7,186,252,11577,7887,3690,0,19,24,19,10,14,2,36,0,0,0,0,0,0,0,1,4,1,3,10,3,11,2,3,1,4,10,5,2,1,1,0,0,0,61,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,4,6,6,4,4,3,3,0,2,1,1,3,3,2,4,1,2,4,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,34,22,6,0,0,0,0,0,0,1,1,0.0,62,0.8255282580585486,2,0.597,0.243,0.529,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1304.442,2606.233,2.65,0.0,0.0,0.0,792.31,2753.617,0.417,0.0,0.0,0.0,842.784,1676.8,8.767,0.0,0.0,0.0,546.346,1901.65,0.067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1787.5,2753.617,2.65,0.0,0.0,0.0,576.947,1676.8,0.417,0.0,0.0,0.0,438.83,1901.65,0.067,0.0,0.0,0.0,0.0,0.0,0.0,341.613,2063.767,1.333,0.0,0.0,0.0,1069.867,1069.867,1069.867,1075.162,2063.767,130.933,133.204,910.083,4.35,339.414,1141.733,1.333,144.053,557.233,1.833,324.37,1782.833,11.483,1233.36,2063.767,846.417,340.702,1376.683,3.05,124.517,557.233,1.333,229.439,1782.833,1.833,97.6,97.6,97.6,0,1,8,13,16,15,9,6,27,10,18,1,407,407,0.098,0.08,0.056,0.088,0.087,0.071,0.094,0.09,0.084,0.093,0.084,0.087,3,1,3.0,0,0,0,0.0,0.0,62,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,55.0,7.0,5.0,2.0,11.0,3.5
1025689,85,69,20,14,23,0,141,13,23,2,0,1353,4,103,180,15931,9284,6647,0,43,69,42,40,47,8,59,0,0,0,0,0,0,1,0,5,15,14,8,12,6,6,11,20,14,10,19,9,4,0,0,0,0,145,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,8,23,17,17,19,11,7,4,6,6,7,3,6,2,1,3,2,0,1,2,1,4,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,137,5,12,0,0,0,0,0,2,1,1,0.0,154,1.1111881327326083,2,0.552,0.235,0.588,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1017.667,1017.667,1017.667,0.0,0.0,0.0,506.766,853.233,14.833,0.0,0.0,0.0,310.94,1016.983,4.583,0.0,0.0,0.0,420.842,1637.783,1.217,0.0,0.0,0.0,62.616,229.833,1.083,0.0,0.0,0.0,191.089,508.05,3.633,0.0,0.0,0.0,561.578,1017.667,14.833,0.0,0.0,0.0,279.582,1016.983,1.217,0.0,0.0,0.0,467.762,1637.783,1.083,0.0,0.0,0.0,119.283,508.05,3.633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135.119,1188.017,0.233,0.0,0.0,0.0,571.3,571.3,571.3,276.398,896.3,0.233,94.807,981.683,0.45,130.855,1188.017,1.183,71.715,510.95,0.633,85.558,483.733,0.7,307.31,860.067,0.233,144.64,981.683,0.45,97.094,1188.017,0.633,86.355,483.733,0.7,0.0,0.0,0.0,0,1,34,20,23,44,32,21,40,51,42,0,204,203,0.13,0.079,0.07,0.074,0.093,0.071,0.094,0.082,0.078,0.088,0.074,0.077,5,1,5.0,0,0,0,0.0,0.0,154,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,124.0,30.0,5.0,2.0,24.8,15.0
