customer_id,gender,age,city,signup_date,order_id,order_date,restaurant_name,dish_name,category,quantity,price,payment_method,order_frequency,last_order_date,loyalty_points,churned,rating,rating_date,delivery_status
C2968,Male,Senior,Karachi,10/4/2024,O6968,2/26/2024,KFC,Pizza,Italian,5,268.8,Cash,5,12/13/2024,357,Active,1,4/28/2025,Cancelled
C3125,Other,Teenager,Islamabad,7/25/2024,O7125,2/26/2024,Subway,Pasta,Italian,1,1367.43,Wallet,13,6/1/2025,203,Active,4,12/3/2024,Delivered
C5534,Other,Adult,Islamabad,3/20/2024,O9534,2/26/2024,KFC,Fries,Dessert,1,220.06,Card,49,9/20/2024,415,Active,4,5/5/2025,Delivered
C6217,Female,Senior,Lahore,11/25/2023,O10217,2/26/2024,KFC,Sandwich,Chinese,2,406.51,Cash,40,12/29/2024,431,Inactive,3,8/14/2025,Delivered
C1011,Female,Teenager,Islamabad,5/15/2024,O5011,2/27/2024,Pizza Hut,Fries,Continental,2,224.43,Wallet,10,1/7/2025,401,Active,4,9/8/2024,Delayed
C4543,Female,Teenager,Peshawar,3/8/2024,O8543,2/27/2024,Pizza Hut,Sandwich,Fast Food,2,886.92,Cash,40,5/29/2025,137,Active,4,4/12/2025,Delayed
C1456,Female,Teenager,Lahore,11/20/2024,O5456,2/27/2024,Pizza Hut,Sandwich,Chinese,3,1034.14,Cash,34,9/25/2024,12,Active,2,3/25/2025,Cancelled
C1684,Other,Senior,Lahore,2/7/2024,O5684,2/27/2024,McDonald's,Fries,Continental,2,678.96,Card,44,12/26/2024,310,Active,5,7/27/2025,Delivered
C3127,Other,Senior,Islamabad,12/20/2024,O7127,2/27/2024,KFC,Fries,Italian,2,442.5,Wallet,32,6/29/2025,322,Inactive,2,7/10/2025,Delivered
C2042,Other,Teenager,Lahore,4/4/2024,O6042,2/27/2024,Burger King,Sandwich,Dessert,3,1292.95,Wallet,28,6/10/2025,51,Active,4,3/21/2025,Delayed
C2713,Female,Adult,Karachi,5/27/2025,O6713,2/27/2024,Pizza Hut,Fries,Dessert,1,399.92,Cash,48,12/5/2024,5,Active,2,10/21/2024,Delivered
C1264,Male,Adult,Islamabad,7/25/2025,O5264,2/27/2024,Burger King,Fries,Italian,5,1362.79,Card,9,7/21/2025,405,Inactive,5,9/30/2024,Delayed
C2176,Male,Teenager,Lahore,12/10/2024,O6176,2/27/2024,Burger King,Pizza,Fast Food,4,122.41,Wallet,40,2/7/2025,15,Inactive,2,6/20/2025,Cancelled
C6482,Other,Teenager,Multan,3/3/2024,O10482,2/27/2024,KFC,Pasta,Dessert,2,1349.84,Cash,7,5/22/2025,77,Inactive,4,7/28/2025,Delivered
C1519,Other,Adult,Peshawar,2/4/2025,O5519,2/27/2024,Pizza Hut,Pizza,Continental,5,467.4,Wallet,4,7/28/2025,343,Active,2,11/6/2024,Delayed
C4789,Female,Adult,Karachi,2/28/2024,O8789,2/28/2024,Subway,Burger,Italian,3,843.85,Cash,34,11/26/2024,391,Active,5,9/26/2024,Delayed
C1220,Male,Adult,Multan,10/30/2023,O5220,2/28/2024,McDonald's,Burger,Chinese,2,495.99,Card,9,8/10/2025,477,Active,1,1/25/2025,Delayed
C4091,Male,Adult,Multan,12/30/2024,O8091,2/28/2024,Pizza Hut,Burger,Continental,1,122.84,Wallet,31,6/17/2025,456,Inactive,1,8/21/2025,Delivered
C2332,Other,Senior,Multan,4/2/2025,O6332,2/28/2024,McDonald's,Sandwich,Dessert,1,903.28,Cash,4,5/19/2025,352,Inactive,2,7/22/2025,Delayed
C6279,Other,Adult,Peshawar,9/24/2023,O10279,2/28/2024,Burger King,Burger,Chinese,3,565.17,Card,23,12/31/2024,181,Inactive,3,10/24/2024,Delayed
C6175,Female,Senior,Islamabad,7/8/2025,O10175,2/29/2024,KFC,Sandwich,Fast Food,2,731.58,Cash,2,5/12/2025,87,Inactive,3,3/3/2025,Cancelled
C5475,Other,Teenager,Peshawar,4/22/2024,O9475,2/29/2024,KFC,Pizza,Chinese,5,231.2,Wallet,43,5/24/2025,125,Inactive,3,8/4/2025,Delivered
C4705,Male,Senior,Karachi,10/7/2024,O8705,2/29/2024,KFC,Burger,Dessert,3,505.66,Wallet,8,9/1/2024,354,Inactive,1,11/12/2024,Delivered
C5364,Male,Adult,Karachi,8/4/2024,O9364,2/29/2024,Pizza Hut,Sandwich,Italian,4,1350.29,Wallet,44,11/1/2024,148,Inactive,3,5/19/2025,Delivered
C1285,Other,Teenager,Peshawar,6/6/2025,O5285,2/29/2024,Pizza Hut,Burger,Italian,2,381.5,Cash,39,6/4/2025,114,Active,4,1/25/2025,Delayed
C4676,Other,Senior,Karachi,2/20/2025,O8676,2/29/2024,KFC,Sandwich,Chinese,3,697.93,Wallet,17,1/25/2025,89,Inactive,4,7/19/2025,Delivered
C5656,Female,Adult,Peshawar,7/21/2025,O9656,2/29/2024,McDonald's,Sandwich,Italian,3,769.88,Card,22,11/21/2024,433,Inactive,2,3/2/2025,Delayed
C1785,Female,Adult,Lahore,10/1/2023,O5785,2/29/2024,Burger King,Pasta,Chinese,1,1225.02,Cash,14,8/26/2024,484,Active,3,10/28/2024,Delivered
C3443,Other,Teenager,Multan,9/18/2023,O7443,2/29/2024,Subway,Sandwich,Fast Food,2,1197.86,Cash,16,4/16/2025,195,Inactive,1,10/9/2024,Delivered
C2533,Other,Senior,Lahore,11/19/2023,O6533,2/29/2024,Subway,Burger,Fast Food,4,326.98,Card,17,6/11/2025,47,Active,3,6/15/2025,Delayed
C3710,Female,Teenager,Lahore,6/12/2024,O7710,3/1/2024,Pizza Hut,Burger,Chinese,4,787.43,Wallet,28,12/23/2024,17,Inactive,3,4/15/2025,Cancelled
C5352,Other,Teenager,Lahore,3/16/2025,O9352,3/1/2024,McDonald's,Burger,Chinese,2,496.55,Wallet,1,7/6/2025,224,Active,5,4/22/2025,Delayed
C3832,Female,Adult,Multan,1/26/2025,O7832,3/1/2024,KFC,Pizza,Continental,4,292.94,Cash,11,5/16/2025,306,Active,5,3/1/2025,Delivered
C5331,Male,Teenager,Islamabad,2/11/2025,O9331,3/1/2024,KFC,Pizza,Continental,5,1123.74,Wallet,48,3/1/2025,400,Active,5,7/16/2025,Delivered
C4223,Male,Senior,Peshawar,4/28/2025,O8223,3/1/2024,Pizza Hut,Sandwich,Italian,5,909.62,Cash,6,1/11/2025,385,Active,1,2/16/2025,Cancelled
C4300,Male,Adult,Islamabad,9/27/2023,O8300,3/2/2024,Pizza Hut,Sandwich,Dessert,1,1461.24,Card,22,1/30/2025,155,Inactive,3,9/27/2024,Delivered
C4016,Male,Teenager,Multan,7/16/2025,O8016,3/2/2024,Subway,Fries,Fast Food,1,119.17,Wallet,33,6/2/2025,400,Inactive,3,1/13/2025,Delayed
C1558,Other,Teenager,Multan,1/20/2025,O5558,3/2/2024,McDonald's,Pasta,Italian,2,333.04,Card,46,10/27/2024,252,Active,3,3/5/2025,Delivered
C4384,Female,Senior,Multan,7/11/2024,O8384,3/2/2024,Pizza Hut,Pasta,Italian,1,1056.72,Wallet,30,3/23/2025,152,Inactive,3,12/30/2024,Delivered
C3538,Female,Adult,Multan,2/18/2024,O7538,3/2/2024,McDonald's,Fries,Fast Food,4,474.89,Cash,2,7/6/2025,236,Active,5,8/5/2025,Delayed
C3429,Male,Teenager,Karachi,6/18/2025,O7429,3/2/2024,Subway,Fries,Italian,2,826.15,Card,29,12/17/2024,258,Active,3,11/17/2024,Delayed
C1432,Male,Adult,Peshawar,7/18/2025,O5432,3/3/2024,Subway,Sandwich,Continental,1,1440.89,Cash,12,1/26/2025,277,Active,5,12/3/2024,Cancelled
C2393,Other,Teenager,Lahore,1/6/2025,O6393,3/3/2024,Burger King,Fries,Fast Food,1,1143.46,Cash,1,8/30/2024,379,Active,2,3/15/2025,Delayed
C5123,Other,Adult,Peshawar,1/22/2025,O9123,3/3/2024,Pizza Hut,Fries,Continental,5,1002.84,Cash,40,12/21/2024,70,Inactive,4,3/8/2025,Delayed
C4394,Female,Senior,Multan,7/1/2024,O8394,3/3/2024,Pizza Hut,Burger,Continental,2,1177.68,Cash,22,5/2/2025,307,Active,4,1/11/2025,Delivered
C6046,Male,Senior,Lahore,9/3/2023,O10046,3/3/2024,Burger King,Burger,Italian,1,561.3,Cash,16,12/5/2024,101,Active,1,8/24/2024,Delayed
C3446,Male,Adult,Peshawar,2/14/2025,O7446,3/3/2024,Pizza Hut,Sandwich,Chinese,1,629.77,Card,19,12/17/2024,239,Inactive,4,12/3/2024,Delayed
C6188,Male,Teenager,Lahore,7/1/2025,O10188,3/3/2024,KFC,Pizza,Italian,3,746.08,Card,20,6/12/2025,430,Inactive,1,2/17/2025,Cancelled
C5809,Other,Adult,Islamabad,10/3/2024,O9809,3/3/2024,Subway,Sandwich,Chinese,5,1167.5,Wallet,31,12/6/2024,313,Inactive,1,3/8/2025,Cancelled
C6360,Male,Teenager,Lahore,1/20/2025,O10360,3/3/2024,KFC,Sandwich,Italian,2,546.16,Card,35,1/28/2025,21,Active,3,7/25/2025,Delivered
C2471,Other,Teenager,Lahore,11/23/2024,O6471,3/3/2024,KFC,Sandwich,Chinese,5,380.69,Wallet,39,7/15/2025,265,Active,5,10/19/2024,Delayed
C4722,Female,Teenager,Peshawar,9/29/2023,O8722,3/3/2024,Subway,Fries,Dessert,1,778.17,Wallet,3,5/19/2025,285,Inactive,2,11/20/2024,Delayed
C3830,Female,Teenager,Lahore,8/13/2024,O7830,3/4/2024,Burger King,Burger,Italian,1,600.62,Card,11,1/7/2025,168,Active,3,7/24/2025,Cancelled
C3306,Male,Senior,Peshawar,6/22/2024,O7306,3/4/2024,Pizza Hut,Pizza,Italian,4,604.4,Wallet,40,4/24/2025,484,Inactive,2,3/24/2025,Delivered
C4859,Female,Adult,Multan,3/18/2024,O8859,3/4/2024,Burger King,Pasta,Fast Food,2,742.1,Wallet,39,7/24/2025,78,Active,2,12/28/2024,Delivered
C3648,Male,Teenager,Lahore,2/17/2024,O7648,3/4/2024,KFC,Fries,Italian,1,713.35,Wallet,14,7/9/2025,1,Inactive,2,9/2/2024,Cancelled
C6655,Other,Senior,Peshawar,5/17/2024,O10655,3/4/2024,Burger King,Sandwich,Fast Food,1,1050.6,Wallet,15,8/31/2024,299,Active,2,2/3/2025,Cancelled
C1622,Other,Teenager,Karachi,6/13/2025,O5622,3/4/2024,Burger King,Pizza,Dessert,4,636.18,Card,48,4/24/2025,458,Active,4,9/19/2024,Cancelled
C1941,Male,Teenager,Islamabad,4/21/2025,O5941,3/4/2024,Subway,Pasta,Continental,5,1095.75,Cash,27,1/2/2025,443,Active,3,3/29/2025,Cancelled
C6756,Female,Senior,Lahore,9/2/2023,O10756,3/4/2024,Pizza Hut,Fries,Italian,3,1463.33,Card,21,8/30/2024,249,Inactive,3,11/20/2024,Delayed
C5430,Male,Senior,Karachi,11/7/2024,O9430,3/5/2024,Burger King,Pasta,Dessert,4,564.96,Wallet,10,3/20/2025,339,Active,2,2/4/2025,Cancelled
C3591,Female,Adult,Karachi,4/4/2025,O7591,3/5/2024,KFC,Pizza,Italian,3,879.03,Cash,22,4/17/2025,439,Active,5,5/2/2025,Delivered
C1062,Male,Senior,Karachi,5/28/2025,O5062,3/5/2024,Pizza Hut,Burger,Dessert,2,199.56,Wallet,47,3/26/2025,442,Active,3,6/22/2025,Delivered
C1632,Male,Adult,Peshawar,5/4/2024,O5632,3/5/2024,Pizza Hut,Burger,Italian,3,1101.16,Wallet,19,1/23/2025,52,Inactive,1,1/15/2025,Cancelled
C5323,Other,Adult,Karachi,7/19/2025,O9323,3/5/2024,KFC,Sandwich,Chinese,3,1144.9,Card,28,3/8/2025,331,Active,5,11/15/2024,Delivered
C4075,Female,Teenager,Multan,4/28/2025,O8075,3/5/2024,KFC,Sandwich,Italian,4,440.27,Cash,48,3/5/2025,365,Inactive,5,9/9/2024,Cancelled
C3884,Male,Senior,Lahore,12/22/2023,O7884,3/6/2024,Burger King,Sandwich,Italian,3,104.03,Wallet,40,3/24/2025,51,Inactive,2,2/19/2025,Cancelled
C4656,Female,Senior,Lahore,1/23/2024,O8656,3/6/2024,Pizza Hut,Sandwich,Continental,3,395.29,Card,38,6/30/2025,127,Inactive,3,2/5/2025,Delayed
C2091,Male,Senior,Karachi,1/4/2024,O6091,3/6/2024,KFC,Pasta,Dessert,3,944.9,Wallet,11,6/6/2025,152,Inactive,1,7/21/2025,Cancelled
C5203,Male,Adult,Islamabad,9/24/2024,O9203,3/6/2024,Burger King,Fries,Chinese,3,794.88,Wallet,13,12/19/2024,362,Active,4,10/4/2024,Delivered
C6093,Female,Adult,Multan,12/17/2023,O10093,3/6/2024,Subway,Pizza,Fast Food,4,823.13,Wallet,47,12/22/2024,414,Inactive,3,1/26/2025,Delivered
C2965,Female,Teenager,Multan,3/15/2025,O6965,3/6/2024,Burger King,Pasta,Fast Food,4,1024.96,Wallet,23,3/12/2025,235,Active,4,9/2/2024,Cancelled
C4777,Female,Adult,Multan,3/3/2025,O8777,3/6/2024,Pizza Hut,Pizza,Continental,4,1185.28,Card,43,2/21/2025,46,Active,3,7/8/2025,Cancelled
C4904,Other,Teenager,Multan,7/3/2024,O8904,3/6/2024,Pizza Hut,Pasta,Fast Food,3,1083.08,Wallet,43,4/1/2025,193,Active,1,2/9/2025,Cancelled
C2015,Other,Adult,Lahore,5/10/2025,O6015,3/6/2024,Subway,Fries,Fast Food,1,1022.37,Wallet,12,5/23/2025,114,Active,2,3/25/2025,Delayed
C5616,Male,Senior,Peshawar,10/7/2023,O9616,3/7/2024,Pizza Hut,Burger,Dessert,5,250.31,Cash,30,3/11/2025,457,Inactive,1,11/26/2024,Delivered
C3179,Male,Senior,Islamabad,4/24/2025,O7179,3/7/2024,Burger King,Burger,Continental,2,765.84,Cash,48,11/29/2024,252,Active,5,11/12/2024,Delayed
C4379,Female,Adult,Lahore,6/26/2025,O8379,3/7/2024,Subway,Burger,Chinese,2,897.87,Card,7,10/21/2024,488,Inactive,5,12/3/2024,Delayed
C3975,Male,Senior,Islamabad,7/1/2025,O7975,3/7/2024,Pizza Hut,Fries,Fast Food,1,505.39,Wallet,13,12/5/2024,339,Active,5,12/21/2024,Delayed
C5906,Female,Adult,Lahore,2/9/2025,O9906,3/7/2024,Burger King,Sandwich,Fast Food,5,841.45,Card,14,10/1/2024,371,Active,2,6/2/2025,Cancelled
C2387,Other,Teenager,Lahore,9/8/2023,O6387,3/7/2024,Burger King,Sandwich,Dessert,4,491.56,Wallet,42,9/15/2024,210,Active,1,11/19/2024,Delayed
C6594,Male,Adult,Lahore,12/15/2023,O10594,3/7/2024,Burger King,Sandwich,Italian,3,766.13,Cash,30,6/19/2025,161,Active,2,3/2/2025,Cancelled
C4198,Male,Teenager,Multan,10/17/2023,O8198,3/7/2024,KFC,Fries,Continental,4,579.83,Cash,43,9/16/2024,219,Inactive,3,11/25/2024,Cancelled
C4139,Male,Adult,Karachi,4/21/2024,O8139,3/7/2024,McDonald's,Pizza,Dessert,1,591.59,Card,7,6/16/2025,417,Active,1,4/19/2025,Cancelled
C5756,Other,Adult,Lahore,8/4/2024,O9756,3/7/2024,Burger King,Pasta,Chinese,1,141.27,Card,46,7/3/2025,356,Active,2,3/19/2025,Cancelled
C6085,Female,Adult,Islamabad,7/18/2024,O10085,3/7/2024,Pizza Hut,Sandwich,Fast Food,4,878.72,Wallet,9,12/1/2024,112,Inactive,5,12/2/2024,Cancelled
C1907,Male,Teenager,Lahore,8/12/2024,O5907,3/8/2024,McDonald's,Pasta,Italian,5,1004.32,Wallet,39,2/18/2025,332,Active,3,2/19/2025,Delivered
C6021,Male,Teenager,Islamabad,1/15/2024,O10021,3/8/2024,Pizza Hut,Sandwich,Fast Food,5,1498.93,Cash,12,4/28/2025,304,Inactive,3,4/17/2025,Cancelled
C4631,Female,Teenager,Lahore,9/28/2024,O8631,3/8/2024,McDonald's,Pizza,Fast Food,5,910.35,Cash,39,12/7/2024,293,Active,4,9/13/2024,Cancelled
C2283,Other,Adult,Karachi,8/27/2024,O6283,3/8/2024,McDonald's,Sandwich,Continental,3,814.98,Card,19,4/11/2025,135,Active,1,6/17/2025,Delayed
C5773,Other,Teenager,Peshawar,5/19/2024,O9773,3/8/2024,McDonald's,Sandwich,Chinese,4,1090.41,Card,32,11/7/2024,5,Active,2,12/2/2024,Delayed
C1367,Female,Adult,Islamabad,4/19/2025,O5367,3/8/2024,McDonald's,Sandwich,Dessert,2,1411.14,Card,19,2/14/2025,459,Inactive,2,6/26/2025,Delivered
C1015,Male,Adult,Lahore,5/10/2024,O5015,3/8/2024,McDonald's,Fries,Chinese,2,1343.37,Cash,33,9/12/2024,83,Active,2,7/4/2025,Cancelled
C2881,Male,Teenager,Multan,5/29/2025,O6881,3/8/2024,Burger King,Pasta,Chinese,4,1034.14,Wallet,13,6/28/2025,218,Inactive,3,7/3/2025,Delivered
C6836,Female,Senior,Multan,4/19/2024,O10836,3/9/2024,Subway,Sandwich,Italian,3,1453.8,Card,33,2/26/2025,416,Active,5,11/1/2024,Delivered
C5031,Other,Teenager,Lahore,8/3/2025,O9031,3/9/2024,Subway,Burger,Dessert,4,1424.14,Cash,11,12/12/2024,31,Active,2,7/13/2025,Cancelled
C6837,Other,Senior,Karachi,2/25/2024,O10837,3/9/2024,Pizza Hut,Burger,Continental,1,495.9,Wallet,13,7/22/2025,361,Inactive,1,8/29/2024,Cancelled
C1010,Male,Senior,Islamabad,12/5/2023,O5010,3/9/2024,KFC,Pizza,Fast Food,1,533.92,Card,2,7/8/2025,303,Active,4,8/28/2024,Delayed
C1301,Male,Senior,Peshawar,4/4/2025,O5301,3/9/2024,McDonald's,Fries,Italian,1,1208.35,Cash,22,2/24/2025,315,Inactive,5,1/21/2025,Cancelled
C3644,Other,Teenager,Peshawar,2/27/2025,O7644,3/9/2024,McDonald's,Sandwich,Chinese,4,1437.92,Cash,42,10/2/2024,217,Active,5,12/9/2024,Cancelled
C4587,Other,Adult,Peshawar,6/13/2025,O8587,3/9/2024,Burger King,Burger,Fast Food,1,424.96,Card,17,3/10/2025,376,Active,2,7/5/2025,Delayed
C5322,Female,Teenager,Islamabad,8/11/2024,O9322,3/9/2024,KFC,Sandwich,Chinese,1,106.7,Card,11,10/25/2024,103,Inactive,3,10/2/2024,Delayed
C1336,Female,Senior,Multan,11/8/2024,O5336,3/9/2024,Burger King,Pasta,Italian,4,1081.79,Cash,11,10/19/2024,81,Inactive,1,10/10/2024,Delivered
C5604,Other,Adult,Peshawar,10/8/2024,O9604,3/9/2024,Subway,Pasta,Fast Food,1,951.59,Wallet,29,6/17/2025,277,Inactive,5,10/8/2024,Delivered
C5301,Other,Teenager,Peshawar,5/25/2025,O9301,3/9/2024,Pizza Hut,Burger,Chinese,3,735.16,Cash,1,7/18/2025,413,Active,5,4/9/2025,Delivered
C4422,Male,Senior,Lahore,2/2/2024,O8422,3/9/2024,Burger King,Fries,Dessert,5,1252.97,Wallet,3,9/21/2024,206,Inactive,5,10/18/2024,Delivered
C5867,Female,Adult,Karachi,11/4/2023,O9867,3/10/2024,McDonald's,Pizza,Continental,2,1175.65,Cash,40,10/27/2024,248,Active,3,3/7/2025,Delivered
C3971,Other,Teenager,Islamabad,3/12/2025,O7971,3/10/2024,Pizza Hut,Pizza,Fast Food,3,550.56,Card,9,3/12/2025,111,Active,1,6/19/2025,Delivered
C6556,Other,Teenager,Karachi,7/26/2024,O10556,3/11/2024,McDonald's,Sandwich,Dessert,4,636.22,Card,41,3/9/2025,278,Active,1,4/22/2025,Delayed
C3048,Other,Teenager,Lahore,8/8/2024,O7048,3/11/2024,Subway,Pasta,Dessert,5,440.01,Cash,27,3/6/2025,261,Inactive,1,11/1/2024,Cancelled
C6968,Female,Teenager,Peshawar,6/6/2024,O10968,3/11/2024,Pizza Hut,Fries,Italian,5,370.2,Card,24,12/10/2024,379,Active,1,3/26/2025,Cancelled
C2181,Male,Senior,Karachi,12/21/2023,O6181,3/12/2024,KFC,Pizza,Fast Food,5,589.58,Cash,36,7/30/2025,263,Active,3,11/11/2024,Delivered
C1756,Female,Senior,Lahore,1/2/2025,O5756,3/12/2024,Pizza Hut,Pasta,Italian,3,922.08,Cash,11,11/12/2024,140,Inactive,4,12/31/2024,Delayed
C3730,Female,Adult,Karachi,12/12/2024,O7730,3/12/2024,Burger King,Pizza,Chinese,5,437.22,Card,5,1/8/2025,34,Active,5,9/27/2024,Delayed
C4982,Female,Senior,Islamabad,4/23/2024,O8982,3/12/2024,Subway,Pasta,Dessert,4,640.27,Wallet,23,2/9/2025,385,Inactive,5,5/11/2025,Delivered
C6030,Other,Adult,Karachi,7/23/2024,O10030,3/12/2024,Subway,Fries,Continental,2,674.2,Card,15,1/15/2025,187,Active,1,6/8/2025,Cancelled
C1580,Other,Adult,Peshawar,1/18/2024,O5580,3/12/2024,KFC,Burger,Fast Food,3,387.37,Card,29,11/22/2024,437,Inactive,1,9/26/2024,Cancelled
C3367,Female,Senior,Islamabad,11/6/2023,O7367,3/12/2024,KFC,Pizza,Dessert,5,169.82,Cash,23,12/19/2024,153,Inactive,4,6/23/2025,Delayed
C4354,Male,Teenager,Peshawar,5/5/2024,O8354,3/12/2024,Subway,Sandwich,Italian,2,1420.8,Wallet,12,10/31/2024,93,Inactive,5,7/16/2025,Delayed
C3421,Female,Adult,Lahore,3/5/2025,O7421,3/13/2024,Burger King,Pizza,Fast Food,2,173.07,Wallet,38,6/6/2025,426,Active,1,12/25/2024,Cancelled
C6890,Other,Senior,Peshawar,5/24/2024,O10890,3/13/2024,Subway,Sandwich,Italian,1,609.51,Cash,47,3/18/2025,159,Active,4,7/29/2025,Delayed
C1222,Other,Adult,Islamabad,5/8/2024,O5222,3/13/2024,Burger King,Fries,Dessert,1,613.12,Card,3,8/25/2024,124,Active,1,8/7/2025,Delivered
C6648,Other,Adult,Islamabad,10/9/2024,O10648,3/13/2024,McDonald's,Pizza,Continental,2,906.52,Card,13,5/13/2025,1,Active,3,7/6/2025,Cancelled
C2686,Female,Senior,Lahore,3/12/2025,O6686,3/13/2024,McDonald's,Sandwich,Italian,4,1304.46,Card,10,7/13/2025,235,Active,3,4/25/2025,Delivered
C4929,Male,Adult,Multan,12/15/2023,O8929,3/13/2024,McDonald's,Burger,Dessert,5,841.97,Cash,11,1/27/2025,338,Inactive,5,8/20/2025,Delivered
C6779,Other,Teenager,Multan,1/10/2024,O10779,3/13/2024,KFC,Sandwich,Chinese,5,831.37,Card,3,10/27/2024,52,Active,4,4/4/2025,Cancelled
C6553,Other,Teenager,Karachi,8/22/2023,O10553,3/13/2024,Subway,Pasta,Continental,1,552.93,Card,20,6/29/2025,331,Active,4,2/14/2025,Delayed
C5538,Female,Adult,Lahore,8/15/2025,O9538,3/14/2024,Pizza Hut,Pasta,Dessert,1,326.45,Card,34,5/31/2025,102,Active,3,1/3/2025,Cancelled
C2370,Female,Adult,Karachi,9/30/2024,O6370,3/14/2024,Subway,Pizza,Italian,3,846.31,Wallet,18,10/13/2024,448,Active,5,8/6/2025,Delayed
C2884,Male,Teenager,Peshawar,11/27/2024,O6884,3/14/2024,Pizza Hut,Pizza,Italian,4,754.14,Cash,49,4/3/2025,89,Inactive,4,8/21/2025,Delayed
C4548,Female,Senior,Multan,10/12/2024,O8548,3/14/2024,Subway,Burger,Fast Food,4,1100.18,Cash,12,3/7/2025,368,Active,5,7/27/2025,Delivered
C5447,Male,Adult,Lahore,6/23/2024,O9447,3/14/2024,Burger King,Pasta,Continental,4,1052.58,Card,47,12/17/2024,75,Inactive,5,4/20/2025,Delayed
C4549,Female,Adult,Multan,12/24/2024,O8549,3/14/2024,Subway,Burger,Chinese,5,607.17,Card,10,12/20/2024,293,Active,3,12/7/2024,Delayed
C3173,Male,Senior,Multan,5/25/2024,O7173,3/14/2024,Pizza Hut,Fries,Italian,4,918.48,Cash,42,12/11/2024,99,Inactive,3,11/11/2024,Cancelled
C4915,Other,Teenager,Lahore,10/8/2023,O8915,3/14/2024,Burger King,Fries,Italian,1,1477.97,Cash,38,4/9/2025,154,Inactive,2,10/11/2024,Delivered
C2886,Male,Teenager,Peshawar,6/26/2024,O6886,3/15/2024,Subway,Pasta,Chinese,3,1320.57,Wallet,46,4/27/2025,273,Active,1,12/3/2024,Cancelled
C3558,Male,Teenager,Islamabad,10/25/2023,O7558,3/15/2024,KFC,Pasta,Chinese,3,1355.75,Card,21,11/21/2024,161,Inactive,3,2/25/2025,Cancelled
C1480,Male,Teenager,Multan,10/18/2024,O5480,3/15/2024,KFC,Sandwich,Italian,2,1092.53,Card,19,2/4/2025,500,Active,1,10/3/2024,Delivered
C4387,Male,Senior,Karachi,6/17/2024,O8387,3/15/2024,KFC,Burger,Fast Food,5,1233.15,Cash,25,3/10/2025,347,Active,4,6/2/2025,Cancelled
C3277,Other,Teenager,Islamabad,12/20/2024,O7277,3/15/2024,McDonald's,Pasta,Italian,2,1321.33,Wallet,33,4/27/2025,160,Inactive,2,9/19/2024,Delivered
C3855,Female,Adult,Lahore,8/2/2025,O7855,3/15/2024,Subway,Sandwich,Continental,3,639.15,Card,13,5/3/2025,328,Active,2,6/15/2025,Delivered
C6043,Female,Teenager,Lahore,6/4/2025,O10043,3/15/2024,Pizza Hut,Sandwich,Continental,4,351.19,Card,37,12/7/2024,369,Active,3,3/1/2025,Delayed
C6049,Male,Adult,Lahore,2/8/2024,O10049,3/15/2024,Burger King,Sandwich,Continental,5,108.79,Card,41,6/5/2025,290,Active,2,1/23/2025,Cancelled
C3360,Female,Teenager,Karachi,4/7/2024,O7360,3/16/2024,Subway,Sandwich,Dessert,2,1375.22,Cash,8,11/12/2024,27,Active,3,7/21/2025,Delivered
C5902,Male,Senior,Lahore,2/13/2024,O9902,3/16/2024,KFC,Fries,Continental,3,457.71,Card,11,10/8/2024,40,Active,2,5/6/2025,Cancelled
C2364,Male,Teenager,Islamabad,1/14/2025,O6364,3/16/2024,Subway,Fries,Italian,4,1103.42,Cash,7,3/31/2025,276,Inactive,4,3/25/2025,Cancelled
C4778,Other,Teenager,Peshawar,10/4/2024,O8778,3/16/2024,KFC,Pasta,Chinese,1,135.21,Cash,21,1/27/2025,279,Active,5,12/15/2024,Delivered
C4251,Female,Adult,Islamabad,6/4/2025,O8251,3/16/2024,KFC,Pasta,Continental,5,1196.75,Wallet,24,11/20/2024,262,Active,3,9/16/2024,Delivered
C6429,Other,Teenager,Lahore,6/10/2024,O10429,3/16/2024,Subway,Pizza,Fast Food,1,798.27,Card,29,5/12/2025,295,Active,4,5/24/2025,Delivered
C3392,Female,Senior,Islamabad,8/13/2025,O7392,3/16/2024,Pizza Hut,Pizza,Italian,5,1190.82,Cash,40,8/25/2024,66,Inactive,4,8/25/2024,Delivered
C6301,Male,Adult,Multan,3/10/2024,O10301,3/17/2024,Subway,Pizza,Fast Food,5,1415.19,Cash,40,4/6/2025,19,Inactive,5,9/26/2024,Delayed
C5109,Male,Senior,Islamabad,6/2/2025,O9109,3/17/2024,Subway,Burger,Italian,2,259.39,Wallet,27,9/26/2024,449,Inactive,3,10/4/2024,Delayed
C4993,Female,Senior,Multan,7/22/2024,O8993,3/17/2024,McDonald's,Pizza,Fast Food,5,230.58,Card,36,7/22/2025,485,Inactive,3,8/29/2024,Delivered
C4133,Female,Adult,Multan,12/5/2023,O8133,3/17/2024,Subway,Pizza,Fast Food,4,590.66,Card,2,4/17/2025,387,Active,2,10/2/2024,Delayed
C5254,Other,Senior,Karachi,4/18/2025,O9254,3/17/2024,Pizza Hut,Burger,Italian,3,1036.96,Wallet,28,6/20/2025,395,Inactive,4,4/12/2025,Delivered
C3101,Other,Senior,Islamabad,12/3/2024,O7101,3/17/2024,McDonald's,Sandwich,Dessert,1,1373.35,Wallet,40,11/26/2024,334,Active,1,2/20/2025,Delivered
