date,platform,campaign_type,industry,country,impressions,clicks,CTR,CPC,ad_spend,conversions,CPA,revenue,ROAS
2024-11-15,TikTok Ads,Shopping,E-commerce,UAE,98500,5614,0.057,0.61,3424.54,220,15.57,7676.57,2.24
2024-07-25,TikTok Ads,Search,Fintech,UAE,41468,3354,0.0809,1.11,3722.94,81,45.96,5215.94,1.4
2024-05-26,Google Ads,Video,Healthcare,Canada,123696,6531,0.0528,2.58,16849.98,466,36.16,62974.93,3.74
2024-11-08,Meta Ads,Shopping,EdTech,Germany,81848,1694,0.0207,1.29,2185.26,58,37.68,7573.87,3.47
2024-02-29,Google Ads,Display,EdTech,Canada,92923,1932,0.0208,3.17,6124.44,32,191.39,1855.78,0.3
2024-11-09,Google Ads,Shopping,E-commerce,UK,170732,7700,0.0451,0.81,6237.0,434,14.37,53677.08,8.61
2024-10-03,Google Ads,Display,E-commerce,Australia,86471,4859,0.0562,1.57,7628.63,248,30.76,19852.56,2.6
2024-10-26,Meta Ads,Display,EdTech,UK,115986,1357,0.0117,1.48,2008.36,79,25.42,8002.44,3.98
2024-06-21,TikTok Ads,Display,Healthcare,USA,42019,2979,0.0709,1.51,4498.29,234,19.22,56724.23,12.61
2024-01-28,TikTok Ads,Shopping,EdTech,USA,34063,1243,0.0365,0.38,472.34,40,11.81,10897.53,23.07
2024-04-13,TikTok Ads,Shopping,Healthcare,Australia,107476,4707,0.0438,1.7,8001.9,293,27.31,72605.27,9.07
2024-12-16,TikTok Ads,Search,Fintech,Canada,33302,3007,0.0903,0.28,841.96,95,8.86,3253.81,3.86
2024-12-21,Google Ads,Shopping,SaaS,USA,70206,3945,0.0562,3.6,14202.0,248,57.27,37055.99,2.61
2024-02-17,Meta Ads,Video,E-commerce,Germany,16094,616,0.0383,2.29,1410.64,40,35.27,8923.08,6.33
2024-06-03,Meta Ads,Video,Fintech,UAE,182718,2558,0.014,1.36,3478.88,124,28.06,28756.15,8.27
2024-08-01,TikTok Ads,Search,EdTech,India,66169,2057,0.0311,1.49,3064.93,136,22.54,39364.99,12.84
2024-01-13,Meta Ads,Shopping,SaaS,India,24404,710,0.0291,0.61,433.1,10,43.31,923.15,2.13
2024-05-23,TikTok Ads,Shopping,EdTech,Australia,30517,2575,0.0844,0.8,2060.0,205,10.05,7811.94,3.79
2024-04-04,TikTok Ads,Video,E-commerce,Australia,145148,5762,0.0397,1.49,8585.38,213,40.31,10475.22,1.22
2024-02-19,Google Ads,Display,Fintech,Germany,37101,2166,0.0584,2.95,6389.7,45,141.99,3868.37,0.61
2024-02-08,Meta Ads,Search,EdTech,UK,151480,2514,0.0166,2.06,5178.84,72,71.93,4076.45,0.79
2024-04-05,TikTok Ads,Video,EdTech,India,159813,7575,0.0474,0.9,6817.5,319,21.37,35965.7,5.28
2024-09-21,TikTok Ads,Display,Healthcare,UK,135956,11529,0.0848,0.5,5764.5,732,7.88,207824.45,36.05
2024-07-26,Google Ads,Search,SaaS,UAE,70982,2548,0.0359,2.88,7338.24,117,62.72,32045.18,4.37
2024-03-17,TikTok Ads,Search,Healthcare,India,132992,7926,0.0596,0.64,5072.64,553,9.17,41271.28,8.14
2024-08-13,TikTok Ads,Video,Healthcare,India,13597,747,0.055,1.91,1426.77,25,57.07,5673.88,3.98
2024-05-06,Meta Ads,Search,EdTech,USA,199472,5286,0.0265,1.32,6977.52,192,36.34,17789.77,2.55
2024-02-27,Google Ads,Search,Healthcare,USA,108751,5459,0.0502,1.43,7806.37,345,22.63,24740.95,3.17
2024-12-24,Meta Ads,Display,E-commerce,India,175591,5864,0.0334,0.44,2580.16,333,7.75,52097.57,20.19
2024-11-08,TikTok Ads,Search,EdTech,India,36027,2770,0.0769,1.08,2991.6,205,14.59,16618.85,5.56
2024-08-19,TikTok Ads,Shopping,E-commerce,Canada,57265,2302,0.0402,1.3,2992.6,85,35.21,4068.49,1.36
2024-07-18,Google Ads,Shopping,Fintech,India,161904,4727,0.0292,1.64,7752.28,263,29.48,21545.93,2.78
2024-08-31,Google Ads,Display,Healthcare,Canada,49757,1243,0.025,3.14,3903.02,39,100.08,4749.9,1.22
2024-07-28,Google Ads,Video,EdTech,USA,168623,6896,0.0409,1.42,9792.32,200,48.96,24436.96,2.5
2024-09-06,Meta Ads,Video,SaaS,Canada,98079,3226,0.0329,2.18,7032.68,44,159.83,1401.71,0.2
2024-06-23,Google Ads,Search,EdTech,UK,11305,562,0.0498,1.72,966.64,42,23.02,8107.06,8.39
2024-10-20,TikTok Ads,Shopping,Healthcare,India,109188,6354,0.0582,1.26,8006.04,216,37.06,49228.57,6.15
2024-08-14,Meta Ads,Display,Healthcare,Germany,73309,2323,0.0317,0.6,1393.8,39,35.74,1966.71,1.41
2024-12-14,Google Ads,Video,Healthcare,India,81996,1508,0.0184,2.33,3513.64,75,46.85,8251.24,2.35
2024-04-03,TikTok Ads,Display,EdTech,UK,122192,4398,0.036,0.99,4354.02,348,12.51,64414.08,14.79
2024-11-30,Google Ads,Display,SaaS,UAE,79960,1591,0.0199,1.03,1638.73,55,29.8,15206.45,9.28
2024-11-05,Meta Ads,Display,Healthcare,Australia,188804,5267,0.0279,2.1,11060.7,64,172.82,10138.3,0.92
2024-05-25,Meta Ads,Display,Fintech,UK,80139,2436,0.0304,1.58,3848.88,37,104.02,4653.12,1.21
2024-12-25,Meta Ads,Shopping,SaaS,Germany,51999,930,0.0179,1.2,1116.0,13,85.85,1777.36,1.59
2024-12-11,Google Ads,Video,EdTech,India,119527,6597,0.0552,3.1,20450.7,497,41.15,137884.47,6.74
2024-08-17,Meta Ads,Search,Fintech,India,194073,6346,0.0327,1.8,11422.8,168,67.99,9921.38,0.87
2024-09-27,TikTok Ads,Display,SaaS,UK,55599,3697,0.0665,1.64,6063.08,217,27.94,25513.42,4.21
2024-10-17,Google Ads,Video,Healthcare,India,176541,4378,0.0248,2.87,12564.86,175,71.8,19637.27,1.56
2024-06-23,Google Ads,Display,Fintech,UAE,118710,4036,0.034,2.48,10009.28,235,42.59,28657.57,2.86
2024-02-17,TikTok Ads,Search,Fintech,Germany,113297,9675,0.0854,1.81,17511.75,380,46.08,16593.87,0.95
2024-07-05,Google Ads,Search,Fintech,UK,6881,357,0.052,2.29,817.53,5,163.51,872.75,1.07
2024-05-20,Meta Ads,Shopping,EdTech,Germany,121477,1834,0.0151,0.49,898.66,98,9.17,10542.66,11.73
2024-06-28,Google Ads,Display,SaaS,Australia,188419,10231,0.0543,2.15,21996.65,754,29.17,134062.71,6.09
2024-08-11,Meta Ads,Video,EdTech,UK,46743,1523,0.0326,0.8,1218.4,51,23.89,5825.03,4.78
2024-03-10,Google Ads,Video,Fintech,India,93302,4058,0.0435,0.81,3286.98,50,65.74,14861.71,4.52
2024-05-14,Google Ads,Search,SaaS,Australia,140747,8571,0.0609,3.25,27855.75,332,83.9,48279.89,1.73
2024-04-16,Google Ads,Search,Healthcare,Australia,36831,1572,0.0427,3.45,5423.4,48,112.99,4165.73,0.77
2024-04-17,TikTok Ads,Display,SaaS,Germany,146842,10646,0.0725,1.23,13094.58,615,21.29,113988.39,8.71
2024-04-05,Meta Ads,Display,EdTech,USA,69892,2851,0.0408,0.78,2223.78,52,42.77,11407.42,5.13
2024-03-29,Google Ads,Shopping,SaaS,UK,118985,4545,0.0382,3.23,14680.35,259,56.68,58417.12,3.98
2024-07-12,Meta Ads,Display,E-commerce,India,12452,280,0.0225,1.23,344.4,18,19.13,4734.22,13.75
2024-01-22,Google Ads,Display,EdTech,UAE,85077,4032,0.0474,2.84,11450.88,253,45.26,13168.69,1.15
2024-08-18,TikTok Ads,Search,Fintech,India,39782,3393,0.0853,1.71,5802.03,143,40.57,23555.27,4.06
2024-04-13,Google Ads,Video,EdTech,Australia,192135,10663,0.0555,1.78,18980.14,741,25.61,213823.36,11.27
2024-04-04,Meta Ads,Search,Healthcare,India,156317,5924,0.0379,0.71,4206.04,464,9.06,64623.96,15.36
2024-02-15,Google Ads,Shopping,Fintech,Germany,39754,2007,0.0505,2.33,4676.31,108,43.3,6981.98,1.49
2024-10-02,Meta Ads,Shopping,EdTech,UAE,84526,2214,0.0262,0.44,974.16,117,8.33,30360.22,31.17
2024-08-27,Google Ads,Shopping,SaaS,UK,159226,5206,0.0327,0.97,5049.82,137,36.86,27701.27,5.49
2024-10-01,TikTok Ads,Display,SaaS,Canada,178503,9639,0.054,0.56,5397.84,146,36.97,40162.93,7.44
2024-05-19,TikTok Ads,Shopping,SaaS,India,176946,13784,0.0779,0.86,11854.24,743,15.95,208986.19,17.63
2024-08-02,Meta Ads,Display,Fintech,Germany,163124,4273,0.0262,0.91,3888.43,239,16.27,71554.77,18.4
2024-06-21,Meta Ads,Display,EdTech,UAE,150486,6230,0.0414,1.21,7538.3,243,31.02,55217.61,7.32
2024-05-17,Google Ads,Search,E-commerce,UK,88384,3641,0.0412,1.22,4442.02,89,49.91,4077.32,0.92
2024-07-07,Meta Ads,Display,SaaS,USA,74922,1333,0.0178,1.32,1759.56,95,18.52,17171.74,9.76
2024-01-17,TikTok Ads,Video,EdTech,UAE,188846,12671,0.0671,1.37,17359.27,821,21.14,86047.94,4.96
2024-03-27,TikTok Ads,Search,SaaS,UK,10209,314,0.0308,1.79,562.06,13,43.24,3231.96,5.75
2024-11-27,TikTok Ads,Video,E-commerce,India,31140,1712,0.055,1.34,2294.08,63,36.41,5569.82,2.43
2024-03-08,Meta Ads,Video,SaaS,Canada,46850,983,0.021,1.58,1553.14,38,40.87,10968.52,7.06
2024-04-28,Meta Ads,Shopping,EdTech,Canada,17720,287,0.0162,1.41,404.67,4,101.17,597.18,1.48
2024-01-29,Google Ads,Video,SaaS,Germany,16781,684,0.0408,1.3,889.2,8,111.15,1435.11,1.61
2024-11-29,Meta Ads,Video,E-commerce,Germany,61652,2614,0.0424,1.28,3345.92,133,25.16,20303.14,6.07
2024-07-06,Meta Ads,Display,EdTech,USA,194933,4054,0.0208,2.03,8229.62,197,41.77,9992.76,1.21
2024-02-25,Google Ads,Search,EdTech,Canada,100386,5250,0.0523,0.98,5145.0,254,20.26,73673.45,14.32
2024-01-25,Google Ads,Search,Healthcare,UAE,50203,1390,0.0277,1.95,2710.5,47,57.67,11338.98,4.18
2024-01-14,TikTok Ads,Search,SaaS,India,85428,5134,0.0601,0.86,4415.24,202,21.86,37603.74,8.52
2024-05-05,TikTok Ads,Video,EdTech,UAE,192428,9967,0.0518,1.6,15947.2,570,27.98,78044.55,4.89
2024-08-19,Google Ads,Shopping,Healthcare,UK,33756,2150,0.0637,2.17,4665.5,108,43.2,7948.11,1.7
2024-03-28,Meta Ads,Video,Fintech,UAE,103162,1485,0.0144,0.97,1440.45,35,41.16,5899.5,4.1
2024-09-02,Google Ads,Search,EdTech,UAE,142844,2971,0.0208,1.69,5020.99,95,52.85,5534.94,1.1
2024-05-31,Google Ads,Search,Fintech,USA,50201,2198,0.0438,2.25,4945.5,112,44.16,12918.19,2.61
2024-01-16,Meta Ads,Video,Fintech,USA,143421,3542,0.0247,0.86,3046.12,181,16.83,26273.04,8.63
2024-10-13,Meta Ads,Shopping,Fintech,Australia,71537,1809,0.0253,1.65,2984.85,57,52.37,6227.5,2.09
2024-11-03,Google Ads,Video,Fintech,USA,198604,8162,0.0411,3.1,25302.2,584,43.33,25281.15,1.0
2024-04-08,Google Ads,Search,Healthcare,Canada,114028,3112,0.0273,1.36,4232.32,120,35.27,10393.96,2.46
2024-06-05,TikTok Ads,Video,Healthcare,Australia,180309,5823,0.0323,0.65,3784.95,232,16.31,46549.68,12.3
2024-03-22,Meta Ads,Video,SaaS,Canada,168402,5237,0.0311,0.85,4451.45,188,23.68,43774.92,9.83
2024-12-23,TikTok Ads,Video,E-commerce,Canada,125419,4126,0.0329,0.85,3507.1,294,11.93,32829.78,9.36
2024-02-05,TikTok Ads,Video,SaaS,UK,123680,8373,0.0677,0.6,5023.8,263,19.1,12412.26,2.47
2024-06-24,Google Ads,Search,Fintech,UK,117660,6388,0.0543,1.81,11562.28,331,34.93,17255.28,1.49
2024-09-02,Meta Ads,Video,Fintech,Canada,76916,2761,0.0359,0.71,1960.31,64,30.63,14368.24,7.33
2024-02-17,Meta Ads,Video,E-commerce,Canada,150631,5648,0.0375,1.94,10957.12,111,98.71,21671.9,1.98
2024-02-19,Google Ads,Display,Fintech,Australia,126635,4254,0.0336,1.33,5657.82,313,18.08,28110.42,4.97
2024-12-14,Google Ads,Video,EdTech,India,159721,3625,0.0227,1.91,6923.75,150,46.16,39701.58,5.73
2024-09-01,Meta Ads,Shopping,Healthcare,UAE,150698,4581,0.0304,0.51,2336.31,285,8.2,32525.45,13.92
2024-04-14,TikTok Ads,Search,EdTech,Canada,98348,3225,0.0328,1.27,4095.75,59,69.42,2846.94,0.7
2024-08-03,Meta Ads,Search,E-commerce,USA,110603,2377,0.0215,0.69,1640.13,62,26.45,2761.12,1.68
2024-01-18,Google Ads,Shopping,E-commerce,UAE,76792,3317,0.0432,3.1,10282.7,262,39.25,42043.84,4.09
2024-03-08,TikTok Ads,Shopping,SaaS,USA,44405,1953,0.044,1.53,2988.09,22,135.82,6030.56,2.02
2024-08-28,Google Ads,Shopping,E-commerce,India,49462,1206,0.0244,1.95,2351.7,74,31.78,12950.09,5.51
2024-05-01,TikTok Ads,Display,SaaS,Australia,140440,11825,0.0842,0.68,8041.0,748,10.75,31071.69,3.86
2024-06-27,TikTok Ads,Display,Healthcare,USA,112392,4934,0.0439,1.64,8091.76,363,22.29,91221.43,11.27
2024-04-17,TikTok Ads,Shopping,Healthcare,Australia,125654,8318,0.0662,0.58,4824.44,566,8.52,117035.13,24.26
2024-07-16,Meta Ads,Search,Healthcare,UK,167002,3406,0.0204,1.83,6232.98,76,82.01,10328.31,1.66
2024-04-06,TikTok Ads,Search,SaaS,Australia,108247,6971,0.0644,0.59,4112.89,517,7.96,139391.79,33.89
2024-04-14,Meta Ads,Display,Fintech,Australia,53128,1678,0.0316,1.51,2533.78,66,38.39,19225.18,7.59
2024-02-01,Meta Ads,Video,EdTech,USA,65942,2044,0.031,1.05,2146.2,48,44.71,6784.27,3.16
2024-03-14,Google Ads,Display,E-commerce,Canada,32160,1186,0.0369,1.34,1589.24,12,132.44,1927.71,1.21
2024-09-29,Google Ads,Search,EdTech,USA,58364,2241,0.0384,2.22,4975.02,136,36.58,15149.72,3.05
2024-06-05,Meta Ads,Search,E-commerce,India,79462,2058,0.0259,0.88,1811.04,146,12.4,7813.85,4.31
2024-04-01,Meta Ads,Display,SaaS,India,151864,4358,0.0287,1.69,7365.02,175,42.09,45340.29,6.16
2024-04-27,Google Ads,Shopping,EdTech,UAE,182926,6749,0.0369,1.94,13093.06,343,38.17,53279.93,4.07
2024-10-25,Meta Ads,Shopping,E-commerce,India,107489,2515,0.0234,1.4,3521.0,166,21.21,18411.15,5.23
2024-08-03,TikTok Ads,Search,Healthcare,India,40709,1314,0.0323,0.7,919.8,90,10.22,16081.05,17.48
2024-09-24,Google Ads,Video,Fintech,Australia,143561,9144,0.0637,1.93,17647.92,630,28.01,123364.05,6.99
2024-03-24,Google Ads,Shopping,Fintech,India,94242,5466,0.058,1.67,9128.22,100,91.28,6794.77,0.74
2024-09-23,Google Ads,Display,Healthcare,UAE,111311,5765,0.0518,2.71,15623.15,389,40.16,22317.92,1.43
2024-09-24,TikTok Ads,Video,Fintech,USA,130865,9461,0.0723,1.48,14002.28,221,63.36,46411.13,3.31
2024-01-02,Meta Ads,Video,EdTech,USA,138639,2204,0.0159,1.8,3967.2,154,25.76,35803.07,9.02
2024-06-15,TikTok Ads,Shopping,SaaS,India,147355,7485,0.0508,0.91,6811.35,81,84.09,14520.06,2.13
2024-04-29,Meta Ads,Shopping,Fintech,UK,26751,489,0.0183,1.93,943.77,8,117.97,791.56,0.84
2024-01-25,TikTok Ads,Display,SaaS,UK,42706,2084,0.0488,1.59,3313.56,35,94.67,4766.32,1.44
2024-09-02,Meta Ads,Video,SaaS,UAE,173337,3189,0.0184,2.03,6473.67,224,28.9,43055.91,6.65
2024-07-28,Meta Ads,Shopping,SaaS,Canada,99948,1389,0.0139,1.04,1444.56,67,21.56,4987.6,3.45
2024-03-30,Google Ads,Video,Healthcare,Canada,65282,1723,0.0264,1.91,3290.93,64,51.42,16624.45,5.05
2024-02-01,Google Ads,Video,EdTech,USA,48790,2824,0.0579,1.3,3671.2,178,20.62,37847.71,10.31
2024-07-16,Google Ads,Shopping,EdTech,UAE,163272,5551,0.034,2.23,12378.73,135,91.69,38753.89,3.13
2024-11-04,Google Ads,Video,EdTech,Australia,149233,3686,0.0247,1.0,3686.0,250,14.74,16524.46,4.48
2024-02-27,TikTok Ads,Search,SaaS,UAE,7637,415,0.0544,1.54,639.1,10,63.91,1137.83,1.78
2024-01-04,Google Ads,Display,Fintech,UK,20198,878,0.0435,2.68,2353.04,67,35.12,5967.58,2.54
2024-09-11,Google Ads,Search,EdTech,UAE,32675,941,0.0288,1.09,1025.69,47,21.82,12632.32,12.32
2024-02-28,Google Ads,Search,EdTech,USA,116560,4312,0.037,2.79,12030.48,198,60.76,51746.42,4.3
2024-01-27,Meta Ads,Display,E-commerce,Australia,176459,3670,0.0208,1.91,7009.7,65,107.84,2483.8,0.35
2024-09-02,Meta Ads,Shopping,SaaS,Australia,49980,1664,0.0333,1.98,3294.72,37,89.05,6236.77,1.89
2024-01-07,Meta Ads,Video,Healthcare,Germany,98944,1850,0.0187,1.42,2627.0,78,33.68,17285.68,6.58
2024-04-01,TikTok Ads,Video,Healthcare,USA,115310,3205,0.0278,1.04,3333.2,134,24.87,14521.43,4.36
2024-08-08,Meta Ads,Search,E-commerce,India,8626,242,0.0281,1.13,273.46,18,15.19,3013.54,11.02
2024-01-05,Meta Ads,Display,E-commerce,Germany,88732,1579,0.0178,0.44,694.76,32,21.71,4757.82,6.85
2024-06-20,Meta Ads,Video,EdTech,Germany,29502,604,0.0205,1.61,972.44,30,32.41,5842.59,6.01
2024-09-14,TikTok Ads,Search,E-commerce,Canada,198085,14460,0.073,0.82,11857.2,1133,10.47,295028.26,24.88
2024-07-14,Meta Ads,Shopping,Healthcare,USA,111802,2247,0.0201,1.65,3707.55,163,22.75,6163.84,1.66
2024-08-01,Google Ads,Shopping,EdTech,UAE,65186,1955,0.03,2.26,4418.3,89,49.64,13375.79,3.03
2024-06-15,TikTok Ads,Video,EdTech,UK,101176,6505,0.0643,0.96,6244.8,459,13.61,44008.34,7.05
2024-08-07,TikTok Ads,Video,SaaS,UAE,41307,1367,0.0331,0.57,779.19,92,8.47,6211.99,7.97
2024-05-12,Meta Ads,Video,EdTech,UK,174579,3247,0.0186,1.33,4318.51,187,23.09,41760.07,9.67
2024-02-14,Meta Ads,Video,SaaS,India,83137,2045,0.0246,1.01,2065.45,37,55.82,1798.59,0.87
2024-01-04,Meta Ads,Search,Healthcare,UK,122897,2040,0.0166,0.77,1570.8,159,9.88,45753.83,29.13
2024-10-17,TikTok Ads,Search,Healthcare,India,47462,1803,0.038,0.53,955.59,98,9.75,29213.28,30.57
2024-06-19,TikTok Ads,Display,EdTech,Germany,99202,6428,0.0648,1.54,9899.12,165,59.99,34456.26,3.48
2024-02-26,Meta Ads,Shopping,SaaS,USA,125871,3083,0.0245,1.72,5302.76,185,28.66,27759.15,5.23
2024-03-10,Google Ads,Search,Healthcare,UK,8880,216,0.0244,2.06,444.96,6,74.16,1186.19,2.67
2024-11-30,Google Ads,Shopping,EdTech,USA,156388,7021,0.0449,1.64,11514.44,315,36.55,34670.52,3.01
2024-03-27,Google Ads,Video,EdTech,UK,109672,2675,0.0244,2.55,6821.25,50,136.43,11521.03,1.69
2024-05-07,Meta Ads,Display,SaaS,UAE,70030,1470,0.021,1.68,2469.6,90,27.44,9384.9,3.8
2024-01-03,Meta Ads,Video,EdTech,India,149375,6109,0.0409,2.18,13317.62,89,149.64,22418.8,1.68
2024-06-07,Meta Ads,Search,Fintech,Canada,123171,3756,0.0305,1.86,6986.16,52,134.35,7553.6,1.08
2024-03-16,Meta Ads,Search,SaaS,UK,52779,596,0.0113,1.09,649.64,35,18.56,3583.95,5.52
2024-05-23,Google Ads,Display,Fintech,USA,117036,3569,0.0305,2.13,7601.97,178,42.71,11935.14,1.57
2024-07-17,TikTok Ads,Shopping,E-commerce,UAE,177517,13917,0.0784,0.91,12664.47,671,18.87,36680.47,2.9
2024-12-30,TikTok Ads,Search,EdTech,Germany,196349,8325,0.0424,0.69,5744.25,398,14.43,42464.91,7.39
2024-10-31,TikTok Ads,Search,SaaS,UAE,174898,13029,0.0745,1.26,16416.54,822,19.97,162206.84,9.88
2024-06-30,Google Ads,Display,EdTech,USA,83972,4903,0.0584,2.9,14218.7,341,41.7,36574.45,2.57
2024-04-26,Meta Ads,Search,Fintech,USA,165371,2993,0.0181,1.51,4519.43,32,141.23,8918.68,1.97
2024-08-30,TikTok Ads,Shopping,Fintech,USA,133949,7219,0.0539,1.52,10972.88,73,150.31,21583.28,1.97
2024-09-15,TikTok Ads,Display,Fintech,Australia,105400,7704,0.0731,1.11,8551.44,442,19.35,49251.38,5.76
2024-08-04,Google Ads,Shopping,EdTech,USA,63959,2014,0.0315,2.28,4591.92,150,30.61,37769.59,8.23
2024-03-06,Google Ads,Search,SaaS,India,6044,146,0.0242,1.13,164.98,5,33.0,611.36,3.71
2024-04-08,Google Ads,Shopping,Fintech,USA,90945,3637,0.04,3.02,10983.74,145,75.75,21488.5,1.96
2024-02-01,Google Ads,Search,SaaS,UK,73681,4457,0.0605,1.77,7888.89,95,83.04,11815.26,1.5
2024-12-14,Google Ads,Display,Healthcare,Australia,195545,8799,0.045,2.98,26221.02,444,59.06,122723.09,4.68
2024-07-14,Google Ads,Shopping,E-commerce,USA,46846,2183,0.0466,3.36,7334.88,46,159.45,5098.84,0.7
2024-07-03,Google Ads,Shopping,Healthcare,Canada,183428,4549,0.0248,2.11,9598.39,135,71.1,6604.0,0.69
2024-05-09,Google Ads,Shopping,EdTech,Australia,173913,5860,0.0337,3.46,20275.6,111,182.66,20779.66,1.02
2024-05-05,Google Ads,Video,SaaS,USA,190541,9527,0.05,2.17,20673.59,157,131.68,5416.71,0.26
2024-09-11,TikTok Ads,Video,SaaS,Canada,122116,5507,0.0451,0.98,5396.86,110,49.06,3555.98,0.66
2024-03-23,Google Ads,Display,Fintech,India,47879,1149,0.024,3.06,3515.94,25,140.64,3124.11,0.89
2024-10-08,Meta Ads,Search,Healthcare,USA,164876,5820,0.0353,0.74,4306.8,463,9.3,73917.74,17.16
2024-05-13,Meta Ads,Display,SaaS,USA,163253,1779,0.0109,0.51,907.29,121,7.5,18762.73,20.68
2024-10-04,Meta Ads,Shopping,Fintech,India,120631,1532,0.0127,0.77,1179.64,114,10.35,25286.78,21.44
2024-04-29,Meta Ads,Display,Fintech,Australia,12610,197,0.0157,0.66,130.02,11,11.82,2637.16,20.28
2024-01-12,Meta Ads,Video,Healthcare,UK,62676,595,0.0095,2.42,1439.9,32,45.0,1319.08,0.92
2024-07-10,Google Ads,Search,Fintech,UK,59943,2163,0.0361,3.29,7116.27,114,62.42,4800.81,0.67
2024-10-20,Meta Ads,Display,SaaS,USA,78302,900,0.0115,0.49,441.0,52,8.48,6354.23,14.41
2024-09-04,Google Ads,Video,EdTech,UK,154805,9535,0.0616,0.96,9153.6,525,17.44,18155.37,1.98
2024-05-09,TikTok Ads,Video,Fintech,Australia,41839,2991,0.0715,0.99,2961.09,45,65.8,9665.89,3.26
2024-06-17,Meta Ads,Shopping,SaaS,India,127872,2953,0.0231,0.59,1742.27,150,11.62,15282.38,8.77
2024-11-04,Google Ads,Display,Fintech,Germany,146779,5019,0.0342,2.22,11142.18,349,31.93,91145.36,8.18
2024-06-26,Google Ads,Shopping,EdTech,USA,133588,6545,0.049,1.68,10995.6,241,45.62,34421.71,3.13
2024-01-29,Google Ads,Video,Fintech,UK,82462,3916,0.0475,2.1,8223.6,199,41.32,48785.37,5.93
2024-01-18,Google Ads,Display,E-commerce,Australia,55248,1646,0.0298,2.6,4279.6,43,99.53,12311.15,2.88
2024-08-09,Google Ads,Display,Healthcare,UAE,90374,2349,0.026,0.97,2278.53,69,33.02,5506.03,2.42
2024-03-06,Meta Ads,Video,EdTech,USA,104976,1238,0.0118,1.52,1881.76,16,117.61,4162.98,2.21
2024-11-10,Google Ads,Display,SaaS,Australia,124774,3481,0.0279,1.21,4212.01,113,37.27,4447.19,1.06
2024-08-14,Google Ads,Search,SaaS,USA,109263,2829,0.0259,0.88,2489.52,129,19.3,14321.34,5.75
2024-06-13,Google Ads,Video,Fintech,UAE,105814,6126,0.0579,2.79,17091.54,289,59.14,45447.24,2.66
2024-08-16,TikTok Ads,Shopping,Healthcare,Canada,41113,2347,0.0571,0.96,2253.12,33,68.28,2659.26,1.18
2024-01-15,Google Ads,Search,SaaS,Canada,43098,1620,0.0376,2.73,4422.6,39,113.4,7135.44,1.61
2024-08-28,Meta Ads,Display,E-commerce,Canada,25991,309,0.0119,1.52,469.68,14,33.55,2306.63,4.91
2024-11-21,Google Ads,Display,EdTech,India,150778,2985,0.0198,1.39,4149.15,59,70.32,16435.61,3.96
2024-07-17,Google Ads,Video,EdTech,Germany,113500,7604,0.067,1.3,9885.2,340,29.07,21520.64,2.18
2024-10-31,Meta Ads,Video,EdTech,UAE,140453,4213,0.03,1.09,4592.17,56,82.0,4347.77,0.95
2024-04-21,TikTok Ads,Display,SaaS,Germany,27936,1402,0.0502,1.32,1850.64,99,18.69,26865.9,14.52
2024-02-27,TikTok Ads,Display,SaaS,UK,133303,4225,0.0317,1.53,6464.25,139,46.51,8508.68,1.32
2024-05-02,Google Ads,Video,EdTech,UAE,117333,2898,0.0247,3.93,11389.14,48,237.27,5367.73,0.47
2024-09-14,Meta Ads,Display,SaaS,USA,152680,6214,0.0407,2.1,13049.4,283,46.11,13261.37,1.02
2024-09-20,Google Ads,Display,Healthcare,USA,168384,4681,0.0278,2.57,12030.17,267,45.06,58628.48,4.87
2024-08-22,Google Ads,Display,Fintech,Australia,106026,5152,0.0486,1.72,8861.44,240,36.92,50663.13,5.72
2024-04-22,Google Ads,Search,E-commerce,Germany,107364,4895,0.0456,2.65,12971.75,200,64.86,42108.23,3.25
2024-06-25,Google Ads,Video,EdTech,UK,132152,7572,0.0573,1.14,8632.08,552,15.64,115644.47,13.4
2024-07-14,Google Ads,Shopping,Fintech,Australia,116695,5799,0.0497,3.13,18150.87,372,48.79,56034.95,3.09
2024-11-28,Meta Ads,Search,E-commerce,UK,116030,4177,0.036,0.9,3759.3,188,20.0,8691.11,2.31
2024-08-11,TikTok Ads,Search,E-commerce,Australia,164599,11209,0.0681,0.41,4595.69,653,7.04,133415.01,29.03
2024-04-18,TikTok Ads,Video,Fintech,India,188844,12860,0.0681,0.98,12602.8,892,14.13,133607.64,10.6
2024-09-10,TikTok Ads,Search,E-commerce,Canada,90468,5753,0.0636,0.8,4602.4,141,32.64,12042.73,2.62
2024-06-24,Google Ads,Video,E-commerce,Australia,117223,7935,0.0677,2.02,16028.7,166,96.56,47449.87,2.96
2024-03-26,TikTok Ads,Shopping,SaaS,Germany,93478,5786,0.0619,0.42,2430.12,272,8.93,27905.19,11.48
2024-11-29,Google Ads,Video,EdTech,Canada,9134,228,0.025,1.39,316.92,2,158.46,329.55,1.04
2024-05-10,Meta Ads,Display,E-commerce,UAE,29485,1341,0.0455,1.41,1890.81,46,41.1,4626.55,2.45
2024-12-23,TikTok Ads,Video,SaaS,Canada,22221,1706,0.0768,0.5,853.0,74,11.53,14659.06,17.19
2024-06-19,Google Ads,Display,SaaS,Germany,178567,8374,0.0469,1.33,11137.42,98,113.65,8808.29,0.79
2024-10-06,TikTok Ads,Display,E-commerce,Australia,93074,4225,0.0454,1.54,6506.5,300,21.69,11467.08,1.76
