Sample,YZ3_AB_1,YZ3_AB_2,YZ3_AB_3,YZ1_AB_1,YZ1_AB_2,YZ1_AB_3,YZ4_AB_1,YZ4_AB_2,YZ4_AB_3,YZ6_AB_1,YZ6_AB_2,YZ6_AB_3,YZ8_A_1,YZ8_A_2,YZ8_A_3,YZ10_AB_1,YZ10_AB_2,YZ10_AB_3,YZ13_AB_1,YZ13_AB_2,YZ13_AB_3,YZ14_AB_1,YZ14_AB_2,YZ14_AB_3,YZ15_AB_1,YZ15_AB_2,YZ15_AB_3,YZ17_AB_1,YZ17_AB_2,YZ17_AB_3,YZ18_AB_1,YZ18_AB_2,YZ18_AB_3,YZ19_AB_1,YZ19_AB_2,YZ19_AB_3,YZ20_AB_1,YZ20_AB_2,YZ20_AB_3,YZ22_AB_1,YZ22_AB_2,YZ22_AB_3,YZ23_AB_1,YZ23_AB_2,YZ23_AB_3,YZ24_AB_1,YZ24_AB_2,YZ24_AB_3,YZ25_A_1,YZ25_A_2,YZ25_A_3
1018.50,1.1782,1.1782,1.1782,1.1411,1.141,1.1411,0.8643,0.8643,0.8643,1.2855,1.2857,1.2857,1.1365,1.1365,1.1365,1.196,1.1959,1.1959,1.2517,1.2518,1.2518,1.149,1.149,1.149,0.8113,0.8115,0.8116,0.8561,0.8562,0.8562,1.1977,1.1978,1.1978,1.2922,1.2923,1.2922,1.1941,1.1941,1.1941,1.1783,1.1783,1.1784,1.3099,1.31,1.31,1.1404,1.1403,1.1404,1.3233,1.3232,1.3231
1019.00,1.1777,1.1778,1.1777,1.1406,1.1406,1.1407,0.8638,0.8638,0.8638,1.2852,1.2854,1.2854,1.1361,1.1361,1.1361,1.1957,1.1956,1.1956,1.2516,1.2517,1.2517,1.1486,1.1486,1.1486,0.8108,0.8109,0.811,0.8555,0.8556,0.8556,1.1974,1.1975,1.1975,1.292,1.292,1.292,1.1938,1.1938,1.1938,1.1779,1.178,1.178,1.3098,1.3099,1.3099,1.14,1.14,1.14,1.3231,1.323,1.3229
1019.50,1.1773,1.1774,1.1773,1.1402,1.1402,1.1402,0.8632,0.8633,0.8633,1.2849,1.2851,1.2851,1.1357,1.1356,1.1357,1.1953,1.1953,1.1953,1.2515,1.2516,1.2516,1.1482,1.1481,1.1481,0.8102,0.8104,0.8105,0.855,0.855,0.8551,1.1971,1.1972,1.1972,1.2917,1.2917,1.2917,1.1934,1.1934,1.1934,1.1776,1.1776,1.1777,1.3097,1.3097,1.3097,1.1397,1.1397,1.1397,1.3229,1.3228,1.3227
1020.00,1.1769,1.177,1.1769,1.1397,1.1397,1.1398,0.8627,0.8628,0.8628,1.2846,1.2848,1.2848,1.1352,1.1352,1.1352,1.195,1.195,1.195,1.2514,1.2515,1.2515,1.1477,1.1477,1.1477,0.8097,0.8098,0.8099,0.8544,0.8544,0.8545,1.1968,1.1969,1.1969,1.2915,1.2915,1.2915,1.193,1.193,1.193,1.1772,1.1773,1.1773,1.3096,1.3096,1.3096,1.1394,1.1394,1.1394,1.3226,1.3225,1.3225
1020.50,1.1765,1.1766,1.1765,1.1393,1.1393,1.1393,0.8622,0.8622,0.8623,1.2843,1.2845,1.2845,1.1348,1.1347,1.1348,1.1947,1.1947,1.1947,1.2513,1.2514,1.2514,1.1473,1.1472,1.1472,0.8091,0.8093,0.8094,0.8538,0.8539,0.8539,1.1965,1.1966,1.1966,1.2912,1.2912,1.2912,1.1927,1.1926,1.1926,1.1769,1.1769,1.177,1.3095,1.3095,1.3095,1.1391,1.139,1.1391,1.3224,1.3223,1.3223
1021.00,1.1761,1.1762,1.1761,1.1388,1.1388,1.1389,0.8617,0.8617,0.8617,1.284,1.2842,1.2842,1.1343,1.1343,1.1343,1.1944,1.1944,1.1944,1.2512,1.2513,1.2513,1.1468,1.1468,1.1468,0.8086,0.8087,0.8088,0.8533,0.8533,0.8533,1.1962,1.1963,1.1963,1.2909,1.291,1.2909,1.1923,1.1923,1.1923,1.1765,1.1766,1.1766,1.3094,1.3094,1.3094,1.1387,1.1387,1.1387,1.3222,1.3221,1.322
1021.50,1.1757,1.1757,1.1757,1.1384,1.1384,1.1384,0.8612,0.8612,0.8612,1.2837,1.2839,1.2839,1.1339,1.1339,1.1339,1.1941,1.1941,1.1941,1.2511,1.2512,1.2512,1.1464,1.1464,1.1463,0.808,0.8082,0.8083,0.8527,0.8527,0.8528,1.1959,1.196,1.196,1.2907,1.2907,1.2907,1.1919,1.1919,1.1919,1.1762,1.1762,1.1763,1.3093,1.3093,1.3093,1.1384,1.1384,1.1384,1.322,1.3219,1.3218
1022.00,1.1753,1.1753,1.1753,1.138,1.138,1.138,0.8607,0.8607,0.8607,1.2834,1.2836,1.2836,1.1335,1.1334,1.1335,1.1938,1.1938,1.1938,1.251,1.2511,1.2511,1.1459,1.1459,1.1459,0.8075,0.8076,0.8077,0.8521,0.8522,0.8522,1.1956,1.1957,1.1957,1.2904,1.2904,1.2904,1.1915,1.1915,1.1915,1.1759,1.1759,1.1759,1.3092,1.3092,1.3092,1.1381,1.1381,1.1381,1.3218,1.3217,1.3216
1022.50,1.1749,1.1749,1.1749,1.1375,1.1375,1.1376,0.8602,0.8602,0.8602,1.2831,1.2833,1.2833,1.133,1.133,1.133,1.1935,1.1934,1.1934,1.2509,1.251,1.251,1.1455,1.1455,1.1455,0.807,0.8071,0.8072,0.8516,0.8516,0.8516,1.1953,1.1954,1.1954,1.2902,1.2902,1.2902,1.1912,1.1911,1.1911,1.1755,1.1755,1.1756,1.3091,1.3091,1.3091,1.1378,1.1377,1.1378,1.3216,1.3215,1.3214
1023.00,1.1745,1.1745,1.1745,1.1371,1.1371,1.1371,0.8596,0.8597,0.8597,1.2828,1.283,1.283,1.1326,1.1326,1.1326,1.1932,1.1931,1.1931,1.2508,1.2509,1.2509,1.1451,1.145,1.145,0.8064,0.8066,0.8066,0.851,0.851,0.8511,1.195,1.1951,1.1951,1.2899,1.2899,1.2899,1.1908,1.1908,1.1908,1.1752,1.1752,1.1752,1.309,1.309,1.309,1.1374,1.1374,1.1374,1.3213,1.3212,1.3212
1023.50,1.174,1.1741,1.174,1.1366,1.1366,1.1367,0.8591,0.8592,0.8592,1.2825,1.2827,1.2827,1.1322,1.1321,1.1322,1.1929,1.1928,1.1928,1.2507,1.2508,1.2508,1.1446,1.1446,1.1446,0.8059,0.806,0.8061,0.8504,0.8505,0.8505,1.1947,1.1948,1.1948,1.2897,1.2897,1.2896,1.1904,1.1904,1.1904,1.1748,1.1748,1.1749,1.3089,1.3089,1.3089,1.1371,1.1371,1.1371,1.3211,1.321,1.321
1024.00,1.1736,1.1737,1.1736,1.1362,1.1362,1.1363,0.8586,0.8586,0.8587,1.2822,1.2824,1.2824,1.1317,1.1317,1.1317,1.1926,1.1925,1.1925,1.2506,1.2507,1.2507,1.1442,1.1442,1.1441,0.8053,0.8055,0.8056,0.8499,0.8499,0.85,1.1944,1.1945,1.1946,1.2894,1.2894,1.2894,1.1901,1.19,1.19,1.1745,1.1745,1.1746,1.3088,1.3088,1.3088,1.1368,1.1368,1.1368,1.3209,1.3208,1.3208
1024.50,1.1732,1.1733,1.1732,1.1358,1.1358,1.1358,0.8581,0.8581,0.8582,1.2819,1.2821,1.2822,1.1313,1.1313,1.1313,1.1922,1.1922,1.1922,1.2505,1.2506,1.2506,1.1437,1.1437,1.1437,0.8048,0.8049,0.805,0.8493,0.8493,0.8494,1.1941,1.1943,1.1943,1.2891,1.2891,1.2891,1.1897,1.1897,1.1897,1.1741,1.1742,1.1742,1.3086,1.3087,1.3087,1.1365,1.1364,1.1365,1.3207,1.3206,1.3205
1025.00,1.1728,1.1729,1.1728,1.1353,1.1353,1.1354,0.8576,0.8576,0.8576,1.2816,1.2818,1.2819,1.1309,1.1308,1.1309,1.1919,1.1919,1.1919,1.2504,1.2505,1.2505,1.1433,1.1433,1.1433,0.8043,0.8044,0.8045,0.8487,0.8488,0.8488,1.1938,1.194,1.194,1.2889,1.2889,1.2889,1.1893,1.1893,1.1893,1.1738,1.1738,1.1739,1.3085,1.3086,1.3086,1.1361,1.1361,1.1361,1.3205,1.3204,1.3203
1025.50,1.1724,1.1725,1.1724,1.1349,1.1349,1.1349,0.8571,0.8571,0.8571,1.2813,1.2815,1.2816,1.1304,1.1304,1.1304,1.1916,1.1916,1.1916,1.2503,1.2504,1.2504,1.1429,1.1428,1.1428,0.8037,0.8039,0.804,0.8482,0.8482,0.8483,1.1935,1.1937,1.1937,1.2886,1.2886,1.2886,1.189,1.1889,1.1889,1.1734,1.1735,1.1735,1.3084,1.3085,1.3085,1.1358,1.1358,1.1358,1.3203,1.3202,1.3201
1026.00,1.172,1.1721,1.172,1.1345,1.1344,1.1345,0.8566,0.8566,0.8566,1.2811,1.2812,1.2813,1.13,1.13,1.13,1.1913,1.1913,1.1913,1.2502,1.2503,1.2503,1.1424,1.1424,1.1424,0.8032,0.8033,0.8034,0.8476,0.8477,0.8477,1.1932,1.1934,1.1934,1.2884,1.2884,1.2884,1.1886,1.1886,1.1886,1.1731,1.1731,1.1732,1.3083,1.3084,1.3084,1.1355,1.1355,1.1355,1.3201,1.32,1.3199
1026.50,1.1716,1.1717,1.1716,1.134,1.134,1.1341,0.8561,0.8561,0.8561,1.2808,1.2809,1.281,1.1296,1.1295,1.1296,1.191,1.191,1.191,1.2501,1.2502,1.2502,1.142,1.142,1.1419,0.8027,0.8028,0.8029,0.8471,0.8471,0.8471,1.1929,1.1931,1.1931,1.2881,1.2881,1.2881,1.1882,1.1882,1.1882,1.1728,1.1728,1.1729,1.3082,1.3083,1.3083,1.1352,1.1352,1.1352,1.3199,1.3198,1.3197
1027.00,1.1712,1.1713,1.1712,1.1336,1.1336,1.1336,0.8556,0.8556,0.8556,1.2805,1.2806,1.2807,1.1292,1.1291,1.1291,1.1907,1.1907,1.1907,1.25,1.2501,1.2501,1.1416,1.1415,1.1415,0.8021,0.8023,0.8024,0.8465,0.8465,0.8466,1.1926,1.1928,1.1928,1.2879,1.2879,1.2878,1.1879,1.1878,1.1878,1.1724,1.1725,1.1725,1.3081,1.3082,1.3082,1.1349,1.1348,1.1349,1.3196,1.3196,1.3195
1027.50,1.1708,1.1709,1.1708,1.1332,1.1331,1.1332,0.8551,0.8551,0.8551,1.2802,1.2803,1.2804,1.1287,1.1287,1.1287,1.1904,1.1904,1.1904,1.2499,1.25,1.25,1.1411,1.1411,1.1411,0.8016,0.8017,0.8018,0.8459,0.846,0.846,1.1923,1.1925,1.1925,1.2876,1.2876,1.2876,1.1875,1.1875,1.1875,1.1721,1.1721,1.1722,1.308,1.3081,1.3081,1.1346,1.1345,1.1346,1.3194,1.3193,1.3193
1028.00,1.1704,1.1705,1.1704,1.1327,1.1327,1.1328,0.8546,0.8546,0.8546,1.2799,1.28,1.2801,1.1283,1.1282,1.1283,1.1901,1.1901,1.1901,1.2498,1.25,1.2499,1.1407,1.1407,1.1406,0.8011,0.8012,0.8013,0.8454,0.8454,0.8455,1.192,1.1922,1.1922,1.2874,1.2874,1.2873,1.1871,1.1871,1.1871,1.1717,1.1718,1.1718,1.3079,1.3079,1.308,1.1342,1.1342,1.1342,1.3192,1.3191,1.3191
1028.50,1.17,1.1701,1.17,1.1323,1.1323,1.1323,0.854,0.8541,0.8541,1.2796,1.2797,1.2798,1.1279,1.1278,1.1278,1.1898,1.1898,1.1898,1.2498,1.2499,1.2498,1.1403,1.1402,1.1402,0.8005,0.8007,0.8008,0.8448,0.8449,0.8449,1.1918,1.1919,1.1919,1.2871,1.2871,1.2871,1.1868,1.1867,1.1867,1.1714,1.1714,1.1715,1.3078,1.3078,1.3079,1.1339,1.1339,1.1339,1.319,1.3189,1.3189
1029.00,1.1696,1.1696,1.1696,1.1319,1.1318,1.1319,0.8535,0.8536,0.8536,1.2793,1.2794,1.2795,1.1274,1.1274,1.1274,1.1895,1.1894,1.1895,1.2497,1.2498,1.2497,1.1398,1.1398,1.1398,0.8,0.8002,0.8002,0.8443,0.8443,0.8444,1.1915,1.1916,1.1916,1.2868,1.2868,1.2868,1.1864,1.1864,1.1864,1.1711,1.1711,1.1711,1.3077,1.3077,1.3077,1.1336,1.1336,1.1336,1.3188,1.3187,1.3186
1029.50,1.1692,1.1692,1.1692,1.1314,1.1314,1.1315,0.853,0.8531,0.8531,1.279,1.2791,1.2792,1.127,1.127,1.127,1.1892,1.1891,1.1891,1.2496,1.2497,1.2496,1.1394,1.1394,1.1393,0.7995,0.7996,0.7997,0.8437,0.8438,0.8438,1.1912,1.1913,1.1913,1.2866,1.2866,1.2866,1.186,1.186,1.186,1.1707,1.1707,1.1708,1.3076,1.3076,1.3076,1.1333,1.1333,1.1333,1.3186,1.3185,1.3184
1030.00,1.1688,1.1688,1.1688,1.131,1.131,1.131,0.8525,0.8526,0.8526,1.2787,1.2788,1.2789,1.1266,1.1265,1.1266,1.1889,1.1888,1.1888,1.2495,1.2496,1.2495,1.139,1.1389,1.1389,0.7989,0.7991,0.7992,0.8432,0.8432,0.8432,1.1909,1.191,1.191,1.2863,1.2863,1.2863,1.1857,1.1856,1.1856,1.1704,1.1704,1.1705,1.3075,1.3075,1.3075,1.133,1.1329,1.133,1.3184,1.3183,1.3182
1030.50,1.1684,1.1684,1.1684,1.1305,1.1305,1.1306,0.852,0.8521,0.8521,1.2784,1.2785,1.2786,1.1261,1.1261,1.1261,1.1886,1.1885,1.1885,1.2494,1.2495,1.2494,1.1385,1.1385,1.1385,0.7984,0.7986,0.7987,0.8426,0.8426,0.8427,1.1906,1.1907,1.1907,1.2861,1.2861,1.2861,1.1853,1.1853,1.1853,1.17,1.1701,1.1701,1.3074,1.3074,1.3074,1.1326,1.1326,1.1327,1.3182,1.3181,1.318
1031.00,1.168,1.168,1.168,1.1301,1.1301,1.1302,0.8515,0.8516,0.8516,1.2781,1.2782,1.2783,1.1257,1.1257,1.1257,1.1883,1.1882,1.1882,1.2493,1.2494,1.2493,1.1381,1.1381,1.138,0.7979,0.798,0.7981,0.8421,0.8421,0.8421,1.1903,1.1904,1.1905,1.2858,1.2858,1.2858,1.1849,1.1849,1.1849,1.1697,1.1697,1.1698,1.3073,1.3073,1.3073,1.1323,1.1323,1.1323,1.318,1.3179,1.3178
1031.50,1.1676,1.1676,1.1675,1.1297,1.1297,1.1297,0.851,0.8511,0.8511,1.2778,1.2779,1.278,1.1253,1.1252,1.1253,1.188,1.1879,1.1879,1.2492,1.2493,1.2492,1.1377,1.1376,1.1376,0.7974,0.7975,0.7976,0.8415,0.8415,0.8416,1.19,1.1902,1.1902,1.2856,1.2856,1.2855,1.1846,1.1845,1.1845,1.1694,1.1694,1.1695,1.3072,1.3072,1.3072,1.132,1.132,1.132,1.3178,1.3177,1.3176
1032.00,1.1672,1.1672,1.1671,1.1292,1.1292,1.1293,0.8505,0.8506,0.8506,1.2775,1.2776,1.2777,1.1249,1.1248,1.1248,1.1876,1.1876,1.1876,1.2491,1.2492,1.2491,1.1372,1.1372,1.1372,0.7968,0.797,0.7971,0.8409,0.841,0.841,1.1897,1.1899,1.1899,1.2853,1.2853,1.2853,1.1842,1.1842,1.1842,1.169,1.169,1.1691,1.3071,1.3071,1.3071,1.1317,1.1317,1.1317,1.3175,1.3174,1.3174
1032.50,1.1668,1.1668,1.1667,1.1288,1.1288,1.1289,0.85,0.8501,0.8501,1.2772,1.2774,1.2774,1.1244,1.1244,1.1244,1.1873,1.1873,1.1873,1.249,1.2491,1.2491,1.1368,1.1368,1.1367,0.7963,0.7965,0.7966,0.8404,0.8404,0.8405,1.1894,1.1896,1.1896,1.2851,1.2851,1.285,1.1839,1.1838,1.1838,1.1687,1.1687,1.1688,1.307,1.307,1.307,1.1314,1.1314,1.1314,1.3173,1.3172,1.3172
1033.00,1.1664,1.1664,1.1663,1.1284,1.1284,1.1284,0.8495,0.8496,0.8496,1.2769,1.2771,1.2771,1.124,1.124,1.124,1.187,1.187,1.187,1.2489,1.249,1.249,1.1364,1.1363,1.1363,0.7958,0.7959,0.796,0.8398,0.8399,0.8399,1.1891,1.1893,1.1893,1.2848,1.2848,1.2848,1.1835,1.1835,1.1835,1.1683,1.1684,1.1684,1.3069,1.3069,1.3069,1.1311,1.131,1.1311,1.3171,1.317,1.317
1033.50,1.166,1.166,1.1659,1.1279,1.1279,1.128,0.849,0.8491,0.8491,1.2766,1.2768,1.2768,1.1236,1.1235,1.1236,1.1867,1.1867,1.1867,1.2488,1.2489,1.2489,1.1359,1.1359,1.1359,0.7953,0.7954,0.7955,0.8393,0.8393,0.8394,1.1888,1.189,1.189,1.2846,1.2846,1.2845,1.1831,1.1831,1.1831,1.168,1.168,1.1681,1.3068,1.3068,1.3068,1.1308,1.1307,1.1308,1.3169,1.3168,1.3168
1034.00,1.1656,1.1656,1.1655,1.1275,1.1275,1.1276,0.8485,0.8486,0.8486,1.2763,1.2765,1.2766,1.1232,1.1231,1.1231,1.1864,1.1864,1.1864,1.2487,1.2488,1.2488,1.1355,1.1355,1.1354,0.7947,0.7949,0.795,0.8387,0.8388,0.8388,1.1885,1.1887,1.1887,1.2843,1.2843,1.2843,1.1828,1.1827,1.1827,1.1677,1.1677,1.1678,1.3067,1.3067,1.3067,1.1304,1.1304,1.1304,1.3167,1.3166,1.3165
1034.50,1.1652,1.1652,1.1651,1.1271,1.1271,1.1271,0.848,0.8481,0.8481,1.276,1.2762,1.2763,1.1227,1.1227,1.1227,1.1861,1.1861,1.1861,1.2486,1.2487,1.2487,1.1351,1.135,1.135,0.7942,0.7944,0.7945,0.8382,0.8382,0.8383,1.1882,1.1884,1.1884,1.2841,1.284,1.284,1.1824,1.1824,1.1824,1.1673,1.1674,1.1674,1.3066,1.3066,1.3066,1.1301,1.1301,1.1301,1.3165,1.3164,1.3163
1035.00,1.1648,1.1648,1.1647,1.1267,1.1266,1.1267,0.8475,0.8476,0.8476,1.2758,1.2759,1.276,1.1223,1.1222,1.1223,1.1858,1.1858,1.1858,1.2485,1.2486,1.2486,1.1346,1.1346,1.1346,0.7937,0.7939,0.7939,0.8376,0.8377,0.8377,1.1879,1.1881,1.1881,1.2838,1.2838,1.2838,1.182,1.182,1.182,1.167,1.167,1.1671,1.3065,1.3065,1.3065,1.1298,1.1298,1.1298,1.3163,1.3162,1.3161
1035.50,1.1643,1.1644,1.1643,1.1262,1.1262,1.1263,0.847,0.8471,0.8471,1.2755,1.2756,1.2757,1.1219,1.1218,1.1219,1.1855,1.1855,1.1855,1.2484,1.2485,1.2485,1.1342,1.1342,1.1341,0.7932,0.7933,0.7934,0.8371,0.8371,0.8372,1.1876,1.1878,1.1878,1.2836,1.2835,1.2835,1.1817,1.1816,1.1816,1.1667,1.1667,1.1667,1.3064,1.3064,1.3064,1.1295,1.1295,1.1295,1.3161,1.316,1.3159
1036.00,1.1639,1.164,1.1639,1.1258,1.1258,1.1258,0.8465,0.8466,0.8466,1.2752,1.2753,1.2754,1.1214,1.1214,1.1214,1.1852,1.1852,1.1852,1.2483,1.2484,1.2484,1.1338,1.1337,1.1337,0.7927,0.7928,0.7929,0.8365,0.8366,0.8366,1.1874,1.1875,1.1875,1.2833,1.2833,1.2833,1.1813,1.1813,1.1813,1.1663,1.1663,1.1664,1.3063,1.3063,1.3063,1.1292,1.1292,1.1292,1.3159,1.3158,1.3157
1036.50,1.1635,1.1636,1.1635,1.1254,1.1253,1.1254,0.846,0.8461,0.8461,1.2749,1.275,1.2751,1.121,1.121,1.121,1.1849,1.1849,1.1849,1.2483,1.2483,1.2483,1.1334,1.1333,1.1333,0.7921,0.7923,0.7924,0.836,0.836,0.8361,1.1871,1.1872,1.1872,1.2831,1.283,1.283,1.181,1.1809,1.1809,1.166,1.166,1.1661,1.3062,1.3062,1.3062,1.1289,1.1288,1.1289,1.3157,1.3156,1.3155
1037.00,1.1631,1.1632,1.1631,1.1249,1.1249,1.125,0.8455,0.8456,0.8456,1.2746,1.2747,1.2748,1.1206,1.1205,1.1206,1.1846,1.1846,1.1846,1.2482,1.2482,1.2482,1.1329,1.1329,1.1328,0.7916,0.7918,0.7919,0.8354,0.8355,0.8355,1.1868,1.1869,1.187,1.2828,1.2828,1.2828,1.1806,1.1806,1.1806,1.1656,1.1657,1.1657,1.3061,1.3061,1.3061,1.1286,1.1285,1.1286,1.3154,1.3154,1.3153
1037.50,1.1627,1.1628,1.1627,1.1245,1.1245,1.1245,0.8451,0.8451,0.8451,1.2743,1.2744,1.2745,1.1202,1.1201,1.1202,1.1843,1.1842,1.1843,1.2481,1.2481,1.2481,1.1325,1.1324,1.1324,0.7911,0.7913,0.7913,0.8349,0.835,0.835,1.1865,1.1866,1.1867,1.2825,1.2825,1.2825,1.1802,1.1802,1.1802,1.1653,1.1653,1.1654,1.306,1.306,1.306,1.1283,1.1282,1.1283,1.3152,1.3151,1.3151
1038.00,1.1623,1.1624,1.1623,1.1241,1.124,1.1241,0.8446,0.8446,0.8446,1.274,1.2741,1.2742,1.1197,1.1197,1.1197,1.184,1.1839,1.184,1.248,1.2481,1.248,1.1321,1.132,1.132,0.7906,0.7907,0.7908,0.8344,0.8344,0.8344,1.1862,1.1864,1.1864,1.2823,1.2823,1.2822,1.1799,1.1798,1.1798,1.165,1.165,1.1651,1.3058,1.3059,1.3059,1.1279,1.1279,1.1279,1.315,1.3149,1.3149
1038.50,1.1619,1.162,1.1619,1.1236,1.1236,1.1237,0.8441,0.8441,0.8441,1.2737,1.2738,1.2739,1.1193,1.1193,1.1193,1.1837,1.1836,1.1837,1.2479,1.248,1.2479,1.1316,1.1316,1.1315,0.7901,0.7902,0.7903,0.8338,0.8339,0.8339,1.1859,1.1861,1.1861,1.282,1.282,1.282,1.1795,1.1795,1.1795,1.1646,1.1646,1.1647,1.3057,1.3058,1.3058,1.1276,1.1276,1.1276,1.3148,1.3147,1.3147
1039.00,1.1615,1.1616,1.1615,1.1232,1.1232,1.1233,0.8436,0.8436,0.8436,1.2734,1.2736,1.2736,1.1189,1.1188,1.1189,1.1834,1.1833,1.1834,1.2478,1.2479,1.2478,1.1312,1.1311,1.1311,0.7896,0.7897,0.7898,0.8333,0.8333,0.8334,1.1856,1.1858,1.1858,1.2818,1.2818,1.2817,1.1791,1.1791,1.1791,1.1643,1.1643,1.1644,1.3056,1.3057,1.3057,1.1273,1.1273,1.1273,1.3146,1.3145,1.3145
1039.50,1.1611,1.1612,1.1611,1.1228,1.1228,1.1228,0.8431,0.8431,0.8431,1.2731,1.2733,1.2733,1.1185,1.1184,1.1185,1.1831,1.183,1.183,1.2477,1.2478,1.2477,1.1308,1.1307,1.1307,0.789,0.7892,0.7893,0.8327,0.8328,0.8328,1.1853,1.1855,1.1855,1.2815,1.2815,1.2815,1.1788,1.1787,1.1788,1.1639,1.164,1.164,1.3055,1.3056,1.3056,1.127,1.127,1.127,1.3144,1.3143,1.3142
1040.00,1.1607,1.1608,1.1607,1.1224,1.1223,1.1224,0.8426,0.8426,0.8427,1.2728,1.273,1.273,1.1181,1.118,1.118,1.1828,1.1827,1.1827,1.2476,1.2477,1.2476,1.1304,1.1303,1.1303,0.7885,0.7887,0.7888,0.8322,0.8322,0.8323,1.185,1.1852,1.1852,1.2813,1.2813,1.2812,1.1784,1.1784,1.1784,1.1636,1.1636,1.1637,1.3054,1.3055,1.3055,1.1267,1.1267,1.1267,1.3142,1.3141,1.314
1040.50,1.1603,1.1604,1.1603,1.1219,1.1219,1.122,0.8421,0.8421,0.8422,1.2725,1.2727,1.2728,1.1176,1.1176,1.1176,1.1825,1.1824,1.1824,1.2475,1.2476,1.2475,1.1299,1.1299,1.1298,0.788,0.7882,0.7883,0.8316,0.8317,0.8317,1.1847,1.1849,1.1849,1.281,1.281,1.281,1.1781,1.178,1.178,1.1633,1.1633,1.1634,1.3053,1.3054,1.3054,1.1264,1.1264,1.1264,1.314,1.3139,1.3138
1041.00,1.1599,1.16,1.1599,1.1215,1.1215,1.1215,0.8416,0.8417,0.8417,1.2723,1.2724,1.2725,1.1172,1.1171,1.1172,1.1822,1.1821,1.1821,1.2474,1.2475,1.2474,1.1295,1.1294,1.1294,0.7875,0.7877,0.7877,0.8311,0.8311,0.8312,1.1844,1.1846,1.1846,1.2808,1.2808,1.2807,1.1777,1.1777,1.1777,1.1629,1.163,1.163,1.3052,1.3053,1.3053,1.1261,1.126,1.1261,1.3138,1.3137,1.3136
1041.50,1.1595,1.1596,1.1595,1.1211,1.121,1.1211,0.8411,0.8412,0.8412,1.272,1.2721,1.2722,1.1168,1.1167,1.1168,1.1819,1.1818,1.1818,1.2473,1.2474,1.2473,1.1291,1.129,1.129,0.787,0.7871,0.7872,0.8306,0.8306,0.8306,1.1841,1.1843,1.1844,1.2805,1.2805,1.2805,1.1773,1.1773,1.1773,1.1626,1.1626,1.1627,1.3051,1.3052,1.3052,1.1258,1.1257,1.1258,1.3136,1.3135,1.3134
1042.00,1.1591,1.1592,1.1591,1.1206,1.1206,1.1207,0.8406,0.8407,0.8407,1.2717,1.2718,1.2719,1.1164,1.1163,1.1163,1.1816,1.1815,1.1815,1.2472,1.2473,1.2472,1.1286,1.1286,1.1285,0.7865,0.7866,0.7867,0.83,0.8301,0.8301,1.1839,1.184,1.1841,1.2803,1.2803,1.2802,1.177,1.1769,1.1769,1.1623,1.1623,1.1624,1.305,1.3051,1.3051,1.1255,1.1254,1.1254,1.3134,1.3133,1.3132
1042.50,1.1588,1.1588,1.1587,1.1202,1.1202,1.1203,0.8401,0.8402,0.8402,1.2714,1.2715,1.2716,1.1159,1.1159,1.1159,1.1813,1.1812,1.1812,1.2471,1.2472,1.2472,1.1282,1.1281,1.1281,0.786,0.7861,0.7862,0.8295,0.8295,0.8296,1.1836,1.1837,1.1838,1.28,1.28,1.28,1.1766,1.1766,1.1766,1.1619,1.1619,1.162,1.3049,1.305,1.305,1.1251,1.1251,1.1251,1.3132,1.3131,1.313
1043.00,1.1584,1.1584,1.1583,1.1198,1.1197,1.1198,0.8397,0.8397,0.8397,1.2711,1.2712,1.2713,1.1155,1.1155,1.1155,1.181,1.1809,1.1809,1.2471,1.2471,1.2471,1.1278,1.1277,1.1277,0.7855,0.7856,0.7857,0.8289,0.829,0.829,1.1833,1.1835,1.1835,1.2798,1.2798,1.2797,1.1763,1.1762,1.1762,1.1616,1.1616,1.1617,1.3048,1.3049,1.3049,1.1248,1.1248,1.1248,1.3129,1.3128,1.3128
1043.50,1.158,1.158,1.1579,1.1194,1.1193,1.1194,0.8392,0.8392,0.8392,1.2708,1.2709,1.271,1.1151,1.115,1.1151,1.1806,1.1806,1.1806,1.247,1.247,1.247,1.1274,1.1273,1.1272,0.785,0.7851,0.7852,0.8284,0.8284,0.8285,1.183,1.1832,1.1832,1.2795,1.2795,1.2795,1.1759,1.1759,1.1759,1.1612,1.1613,1.1614,1.3047,1.3048,1.3048,1.1245,1.1245,1.1245,1.3127,1.3126,1.3126
1044.00,1.1576,1.1576,1.1575,1.1189,1.1189,1.119,0.8387,0.8387,0.8388,1.2705,1.2706,1.2707,1.1147,1.1146,1.1147,1.1803,1.1803,1.1803,1.2469,1.2469,1.2469,1.1269,1.1269,1.1268,0.7844,0.7846,0.7847,0.8278,0.8279,0.8279,1.1827,1.1829,1.1829,1.2793,1.2793,1.2792,1.1755,1.1755,1.1755,1.1609,1.1609,1.161,1.3046,1.3046,1.3047,1.1242,1.1242,1.1242,1.3125,1.3124,1.3124
