EmployeeID,Age,Department,JobLevel,YearsAtCompany,MonthlyIncome,JobSatisfaction,WorkLifeBalance,OverTime,DistanceFromHome,PromotionLast5Years,PerformanceRating,TrainingHoursLastYear,Attrition
EMP1557,29,Marketing,1,0,5883,2,2,No,10.3,Yes,2,18,No
EMP1558,52,Engineering,3,27,14182,3,1,No,23.9,Yes,3,15,No
EMP1559,35,Engineering,1,0,5924,4,3,No,7.5,No,2,8,No
EMP1560,37,Marketing,2,13,9326,4,4,No,5.3,Yes,3,16,No
EMP1561,30,Operations,1,1,5110,3,3,Yes,23.7,No,2,16,No
EMP1562,22,Sales,1,0,4510,3,4,Yes,10.8,No,2,10,Yes
EMP1563,46,Engineering,3,5,11687,3,2,No,1.0,No,3,18,No
EMP1564,45,Sales,4,16,12063,3,3,No,8.2,No,2,16,No
EMP1565,35,Operations,2,4,7345,4,2,No,19.7,No,4,9,No
EMP1566,38,IT,1,4,7086,4,2,No,27.1,No,3,15,No
EMP1567,43,Sales,4,14,11499,3,3,No,8.2,No,4,22,No
EMP1568,22,Engineering,1,0,6328,4,1,No,7.4,No,3,21,No
EMP1569,32,IT,1,3,6191,5,2,No,10.3,No,3,10,No
EMP1570,45,Engineering,3,10,12456,4,2,No,7.9,No,2,11,No
EMP1571,25,Finance,1,0,5099,2,2,No,9.1,No,4,17,No
EMP1572,40,Sales,1,0,3522,3,3,No,4.0,No,2,12,No
EMP1573,24,Engineering,2,2,8145,2,4,No,4.7,Yes,2,11,Yes
EMP1574,42,HR,3,10,8422,3,1,No,15.5,No,3,14,Yes
EMP1575,37,Operations,2,5,6380,3,2,No,6.8,Yes,3,19,No
EMP1576,22,Engineering,1,0,4828,4,1,No,3.9,No,2,21,No
EMP1577,49,Engineering,4,22,16655,3,4,No,28.0,No,2,14,No
EMP1578,30,Engineering,2,7,8745,4,2,No,2.6,No,4,20,No
EMP1579,29,Marketing,3,6,9880,3,3,No,13.8,No,4,15,No
EMP1580,40,Operations,1,1,3758,2,1,No,3.0,No,3,15,Yes
EMP1581,49,Operations,3,14,8765,3,3,Yes,2.4,No,3,17,No
EMP1582,27,Sales,2,5,7025,3,3,No,20.8,No,2,19,No
EMP1583,38,Operations,2,8,6979,3,2,No,9.9,No,3,13,No
EMP1584,42,Sales,4,14,12047,1,3,No,17.3,No,4,21,No
EMP1585,44,Engineering,2,7,10248,3,3,No,5.7,No,2,19,No
EMP1586,39,Operations,4,15,11844,3,3,No,5.9,No,3,17,No
EMP1587,34,Sales,3,10,10585,4,2,No,18.0,No,1,16,No
EMP1588,29,Sales,2,5,6896,4,3,Yes,4.8,No,3,14,No
EMP1589,38,Engineering,3,14,12539,4,3,No,6.9,No,3,15,No
EMP1590,27,Finance,1,3,6179,4,2,No,17.7,Yes,2,18,No
EMP1591,22,HR,1,0,4929,5,4,No,7.7,No,2,19,No
EMP1592,42,Engineering,2,12,9640,2,2,No,15.5,Yes,3,20,No
EMP1593,47,Operations,3,8,9460,3,4,No,5.4,No,3,17,No
EMP1594,22,Operations,1,0,4437,2,3,Yes,3.0,No,3,22,No
EMP1595,27,Operations,1,0,3979,3,3,No,9.2,No,1,14,No
EMP1596,44,HR,2,5,7101,4,1,No,8.8,Yes,1,9,No
EMP1597,58,Sales,2,7,6750,4,2,No,2.1,No,3,16,No
EMP1598,38,Sales,4,16,12633,2,3,No,6.0,No,2,15,No
EMP1599,30,Finance,1,4,6007,4,4,No,13.3,No,2,11,No
EMP1600,36,Operations,3,12,9918,4,4,No,9.8,No,1,15,No
EMP1601,51,IT,5,21,18397,2,4,No,5.8,No,3,14,No
EMP1602,31,Sales,2,3,7298,4,2,No,13.9,No,1,11,No
EMP1603,30,Sales,1,3,4974,5,2,No,15.8,No,4,17,No
EMP1604,33,Sales,2,4,6682,2,3,No,12.5,No,2,18,No
EMP1605,28,Sales,2,5,7009,2,4,No,11.3,No,3,19,No
EMP1606,39,HR,1,4,4691,4,2,No,1.2,No,2,10,No
EMP1607,54,IT,5,15,17506,3,3,No,3.2,No,2,13,No
EMP1608,41,Marketing,2,13,9291,5,4,No,10.8,No,2,20,No
EMP1609,35,HR,2,13,7558,4,3,No,19.4,No,3,14,No
EMP1610,35,Finance,3,13,12189,3,4,Yes,3.1,Yes,2,16,No
EMP1611,22,Sales,1,0,5609,3,2,No,4.2,No,3,15,No
EMP1612,46,Operations,4,13,10828,3,3,Yes,4.1,No,2,16,No
EMP1613,37,Marketing,2,8,8702,4,3,No,11.4,No,4,23,No
EMP1614,36,Sales,2,7,7009,4,3,No,2.9,No,3,13,No
EMP1615,60,Marketing,4,24,14128,3,2,No,5.7,No,3,17,No
EMP1616,40,Marketing,3,13,11667,5,3,No,5.5,No,1,18,No
EMP1617,30,Sales,2,2,6149,4,3,No,8.2,Yes,3,16,No
EMP1618,33,Engineering,2,2,8687,3,3,No,9.5,No,4,15,No
EMP1619,49,Engineering,3,16,12799,5,4,No,4.7,No,3,15,No
EMP1620,39,Sales,3,13,11259,4,1,Yes,1.0,No,3,15,No
EMP1621,23,Sales,1,1,4635,5,3,No,9.8,No,3,16,No
EMP1622,47,Marketing,2,12,8249,2,4,No,8.8,No,4,12,No
EMP1623,31,HR,3,5,7515,1,4,No,33.1,No,2,13,No
EMP1624,56,Finance,2,3,9210,3,3,No,20.3,No,4,6,No
EMP1625,48,IT,4,10,14152,3,4,Yes,5.1,No,3,14,No
EMP1626,33,Finance,3,7,10909,5,2,Yes,12.3,Yes,3,8,No
EMP1627,50,Marketing,1,1,5892,2,3,No,28.8,No,2,16,No
EMP1628,38,Operations,2,10,8016,1,4,No,5.4,No,4,17,No
EMP1629,46,Marketing,1,1,4710,3,4,No,1.3,No,3,17,No
EMP1630,42,Sales,2,4,6502,2,3,No,4.3,No,3,12,No
EMP1631,29,Engineering,1,4,6323,1,2,No,8.4,No,3,18,No
EMP1632,31,Finance,1,0,5336,1,2,No,2.5,No,3,14,No
EMP1633,48,Finance,3,6,11216,2,4,Yes,4.5,No,3,16,No
EMP1634,34,IT,3,6,11296,3,4,No,6.6,No,2,11,No
EMP1635,33,Marketing,3,9,10196,5,2,Yes,7.7,No,1,12,No
EMP1636,28,Operations,3,5,8312,4,4,Yes,7.2,No,3,17,No
EMP1637,42,Sales,4,19,12467,3,2,No,7.0,No,4,16,No
EMP1638,58,Marketing,4,12,13577,3,2,No,6.0,No,3,17,No
EMP1639,27,IT,2,3,8221,3,3,No,1.2,No,2,12,No
EMP1640,38,Engineering,3,10,12313,5,2,No,21.4,Yes,2,11,No
EMP1641,52,Sales,5,17,14558,4,4,No,3.2,No,2,21,No
EMP1642,37,Engineering,1,1,6487,2,2,No,2.9,No,4,20,Yes
EMP1643,42,Operations,5,15,12975,5,2,No,1.8,No,4,18,No
EMP1644,27,Sales,1,1,5198,4,3,Yes,12.1,No,2,11,No
EMP1645,42,Marketing,4,18,14771,1,3,Yes,3.2,No,2,16,No
EMP1646,36,Sales,3,5,9751,3,2,No,14.6,No,3,11,No
EMP1647,47,Engineering,1,0,4760,4,3,No,4.7,No,3,13,No
EMP1648,49,IT,4,10,14218,2,1,No,7.0,No,2,14,No
EMP1649,60,Sales,5,30,15869,3,1,Yes,21.9,No,3,12,No
EMP1650,43,Sales,3,17,10928,4,1,Yes,10.3,No,2,16,No
EMP1651,41,Engineering,1,0,6526,4,3,No,1.7,No,2,15,No
EMP1652,39,Marketing,4,15,12675,5,3,No,9.2,No,3,15,No
EMP1653,34,Engineering,3,9,12583,2,2,No,7.8,No,4,20,Yes
EMP1654,41,Marketing,2,6,7886,4,3,Yes,4.3,No,2,8,No
EMP1655,35,IT,4,12,14428,5,3,No,6.4,No,4,20,No
EMP1656,39,Engineering,1,0,6264,4,3,Yes,4.1,No,2,16,No
EMP1657,51,Engineering,4,22,16427,4,2,No,6.4,No,2,19,No
EMP1658,27,HR,1,4,5166,3,4,Yes,6.6,No,2,15,Yes
EMP1659,49,HR,2,8,6603,4,3,No,8.8,No,3,12,No
EMP1660,51,Sales,1,1,5316,4,2,No,5.9,No,2,20,Yes
EMP1661,36,Marketing,1,0,4989,2,2,No,21.5,No,3,17,No
EMP1662,22,IT,1,0,4611,5,3,No,4.2,No,3,9,No
EMP1663,31,Engineering,3,8,11598,5,3,Yes,12.8,No,3,11,No
EMP1664,50,Marketing,4,23,14397,3,3,No,8.3,Yes,4,19,No
EMP1665,37,Sales,2,9,7834,4,3,No,5.9,Yes,4,11,No
EMP1666,28,Marketing,3,5,9700,4,3,No,5.5,No,2,17,No
EMP1667,32,Engineering,2,4,8651,3,2,No,2.2,No,3,16,Yes
EMP1668,46,Marketing,2,7,8940,3,3,No,15.0,No,3,15,No
EMP1669,43,Marketing,3,7,10752,5,3,No,5.1,No,3,17,No
EMP1670,35,Sales,3,13,9446,3,2,Yes,8.6,No,3,13,No
EMP1671,34,Operations,1,4,4378,3,4,No,6.3,No,3,17,No
EMP1672,34,Marketing,3,11,10809,3,3,No,2.2,No,2,9,No
EMP1673,28,Engineering,3,6,11623,3,4,No,3.8,No,2,9,No
EMP1674,54,IT,2,12,8551,3,3,No,10.3,No,2,15,No
EMP1675,34,Sales,1,0,4140,5,4,No,8.2,No,3,14,No
EMP1676,50,Finance,2,3,8516,3,3,No,6.8,No,3,14,No
EMP1677,53,Engineering,4,17,15806,4,4,No,5.5,No,2,9,No
EMP1678,47,HR,2,9,6484,3,3,No,4.6,No,2,12,No
EMP1679,33,Engineering,2,2,8420,4,2,Yes,5.3,No,1,16,No
EMP1680,42,Engineering,3,11,12338,4,2,Yes,8.7,Yes,3,10,No
EMP1681,37,Sales,1,0,5780,5,2,Yes,9.6,No,2,18,Yes
EMP1682,28,Finance,1,2,5818,3,3,No,10.6,No,3,15,No
EMP1683,41,Finance,2,10,8838,5,4,No,9.6,Yes,2,21,No
EMP1684,26,Finance,1,1,6551,3,3,No,5.0,No,3,9,No
EMP1685,49,Operations,2,12,7969,5,3,No,2.4,No,2,14,No
EMP1686,33,IT,1,0,5397,5,3,No,7.1,No,3,13,No
EMP1687,40,Marketing,3,7,10059,3,4,No,6.8,No,4,15,No
EMP1688,40,Finance,4,18,14704,4,3,Yes,1.8,Yes,2,19,No
EMP1689,35,Sales,1,0,4774,5,3,Yes,1.9,Yes,2,17,No
EMP1690,43,Operations,1,1,3721,3,4,No,17.2,No,3,12,No
EMP1691,33,Operations,2,2,5584,1,4,No,23.5,No,3,14,No
EMP1692,46,Sales,2,2,6471,3,3,No,2.4,No,4,20,No
EMP1693,24,Marketing,1,1,4709,3,4,No,5.0,No,3,20,No
EMP1694,39,IT,3,9,12298,4,4,Yes,2.2,No,2,12,No
EMP1695,57,Sales,4,23,12835,3,3,No,8.0,No,2,13,No
EMP1696,27,Engineering,3,5,12753,5,3,No,2.5,Yes,2,14,No
EMP1697,31,Engineering,1,1,6074,3,4,No,2.6,No,3,20,No
EMP1698,43,Engineering,4,17,15815,4,3,Yes,12.0,No,3,20,No
EMP1699,39,Sales,3,13,10225,4,4,Yes,1.0,No,2,18,No
EMP1700,41,Engineering,4,15,15413,2,3,No,1.0,Yes,3,17,No
EMP1701,42,Engineering,3,6,12289,1,2,No,14.8,No,2,17,No
EMP1702,44,Operations,1,0,4272,2,3,No,4.2,No,2,17,No
EMP1703,49,Engineering,5,16,17739,1,1,No,15.8,No,3,19,No
EMP1704,42,Engineering,2,4,8317,4,2,No,10.2,Yes,3,20,No
EMP1705,35,Engineering,3,10,12495,3,4,No,8.7,No,2,19,No
EMP1706,44,Sales,1,0,4957,5,2,Yes,8.3,No,3,13,No
EMP1707,56,IT,3,20,12806,5,1,No,3.5,No,3,10,No
EMP1708,36,Operations,3,10,8869,3,3,Yes,15.4,No,3,12,No
EMP1709,28,Marketing,1,0,5482,2,4,No,9.7,No,4,14,No
EMP1710,49,HR,2,9,6524,3,2,No,18.7,No,3,11,No
EMP1711,36,Marketing,4,14,12669,4,3,No,28.3,No,3,14,No
EMP1712,22,Engineering,1,0,5924,4,2,No,8.4,No,3,22,No
EMP1713,46,Sales,3,11,10407,1,2,Yes,9.3,No,3,18,No
EMP1714,32,Engineering,2,8,10059,1,4,No,15.2,No,2,7,No
EMP1715,37,IT,1,3,6908,2,4,No,11.9,No,3,14,No
EMP1716,41,Sales,1,1,4153,3,3,No,10.0,No,4,24,No
EMP1717,39,HR,3,15,9120,3,3,No,5.4,No,4,18,No
EMP1718,45,Sales,2,14,8310,4,3,No,14.9,No,2,21,No
EMP1719,33,Sales,4,11,11396,2,2,No,8.8,No,4,9,No
EMP1720,43,Marketing,4,12,12411,2,2,No,4.9,No,3,11,Yes
EMP1721,35,Engineering,1,1,6390,5,3,No,29.0,No,3,16,No
EMP1722,45,IT,5,19,17115,5,3,Yes,4.3,No,3,11,No
EMP1723,44,Engineering,4,21,16424,4,4,No,5.9,No,4,15,No
EMP1724,28,Sales,3,5,9680,4,3,Yes,20.5,No,3,18,No
EMP1725,48,Marketing,5,17,15589,3,4,No,7.4,No,2,13,No
EMP1726,32,Operations,1,1,3933,5,4,No,9.2,No,3,15,No
EMP1727,46,Sales,1,1,4009,5,4,Yes,6.9,No,2,15,No
EMP1728,41,HR,2,2,6080,4,3,No,5.6,No,2,17,No
EMP1729,56,Operations,5,24,15388,1,3,No,14.2,No,2,14,No
EMP1730,35,Sales,3,5,8956,3,3,No,16.1,No,2,14,No
EMP1731,34,IT,3,11,11922,1,2,Yes,4.7,Yes,3,15,No
EMP1732,37,Engineering,2,13,9968,4,2,No,6.1,Yes,2,18,No
EMP1733,34,Sales,3,8,8561,2,1,No,13.1,No,2,21,No
EMP1734,45,Marketing,3,13,11086,4,2,No,19.9,No,3,12,No
EMP1735,22,Sales,1,0,3699,2,3,No,10.0,No,1,11,No
EMP1736,27,Finance,2,4,8757,4,4,No,6.2,No,2,18,No
EMP1737,27,HR,2,4,6513,4,2,No,7.9,No,4,12,No
EMP1738,47,Sales,5,15,13841,1,3,No,13.6,No,2,18,No
EMP1739,55,IT,3,7,11813,4,3,No,5.4,No,2,16,No
EMP1740,36,Finance,1,2,5886,2,2,No,5.7,No,4,17,Yes
EMP1741,36,Marketing,1,1,5469,2,3,No,9.1,No,3,18,No
EMP1742,38,Engineering,4,15,15897,3,3,No,6.5,No,3,16,No
EMP1743,49,Sales,3,18,10672,4,4,No,6.9,Yes,2,15,No
EMP1744,28,Finance,2,5,7801,2,4,No,3.9,No,1,15,No
EMP1745,40,Operations,3,8,9889,3,2,Yes,12.4,No,3,19,Yes
EMP1746,47,Sales,3,15,10243,3,2,No,18.1,No,3,12,No
EMP1747,43,HR,3,21,10136,5,3,No,14.0,No,2,11,No
EMP1748,39,HR,2,3,6271,3,2,Yes,2.9,No,1,23,No
EMP1749,48,Engineering,3,9,12053,3,2,No,1.8,No,4,17,No
EMP1750,22,Operations,1,0,3571,4,4,No,1.0,No,2,13,No
EMP1751,44,Sales,3,18,10204,4,2,No,4.9,No,3,18,No
EMP1752,31,Sales,1,1,4204,1,3,No,9.6,No,3,16,Yes
EMP1753,22,Sales,1,0,4678,2,3,Yes,9.3,No,2,17,No
EMP1754,43,Engineering,4,14,14952,3,2,No,10.8,No,4,24,No
EMP1755,51,Engineering,4,29,18017,4,4,Yes,14.8,No,3,11,No
EMP1756,36,Operations,1,3,4572,2,4,No,16.3,No,2,15,No
EMP1757,47,Finance,3,8,11060,3,2,No,1.2,No,3,14,No
EMP1758,54,Sales,5,28,15929,2,3,Yes,4.0,No,3,18,No
EMP1759,51,Finance,4,15,13830,4,1,No,2.8,No,3,20,No
EMP1760,54,Finance,4,27,16787,3,2,No,2.9,No,3,22,No
EMP1761,45,Engineering,5,20,18755,4,2,No,3.4,No,2,17,No
EMP1762,38,Sales,4,14,11913,4,3,No,14.8,No,2,15,No
EMP1763,22,Sales,1,0,4235,4,3,No,10.9,No,3,10,No
EMP1764,35,Sales,2,7,7075,4,2,Yes,5.4,No,1,15,No
EMP1765,29,Operations,1,1,3771,4,2,No,5.1,No,2,16,No
EMP1766,59,HR,4,34,13234,1,3,No,8.6,No,2,16,No
EMP1767,36,IT,3,5,10524,4,3,No,6.6,Yes,3,16,No
EMP1768,39,Operations,2,3,6861,5,2,No,1.1,No,3,22,No
EMP1769,43,Engineering,1,0,5616,3,3,Yes,6.6,Yes,2,18,No
EMP1770,38,Operations,3,8,8221,2,2,No,8.5,No,2,19,No
EMP1771,54,Sales,4,16,12943,4,2,No,4.5,No,3,21,No
EMP1772,31,Sales,1,0,4530,3,4,No,4.4,No,2,15,No
EMP1773,39,Marketing,1,0,4413,2,3,Yes,8.1,No,2,18,Yes
EMP1774,30,Engineering,2,6,9585,5,4,No,4.7,No,2,16,No
EMP1775,24,Engineering,2,2,9426,4,2,Yes,5.0,No,2,13,No
EMP1776,31,Finance,3,8,11439,4,3,No,12.0,No,2,9,No
EMP1777,37,Operations,5,15,13239,4,1,Yes,5.0,No,2,13,No
EMP1778,33,Engineering,2,2,8933,3,3,No,10.1,No,3,16,No
EMP1779,31,Engineering,3,7,12447,3,3,No,6.7,No,2,13,No
EMP1780,23,Marketing,1,0,5863,3,4,No,4.0,No,3,21,No
EMP1781,37,Finance,2,2,7524,4,4,No,18.4,No,3,18,No
EMP1782,22,Sales,1,0,4511,3,2,Yes,13.4,No,2,22,No
EMP1783,45,IT,3,11,12392,4,3,No,2.5,No,2,12,No
EMP1784,38,Finance,2,2,8085,3,3,No,16.8,No,1,17,No
EMP1785,23,Marketing,1,0,5264,4,1,No,11.3,No,4,12,No
EMP1786,34,IT,1,0,6904,4,1,No,4.9,No,3,17,No
EMP1787,30,IT,1,1,5819,4,2,No,8.1,No,2,13,No
EMP1788,41,Sales,2,6,6493,2,3,No,4.5,No,2,13,No
EMP1789,51,Sales,3,18,11725,4,2,No,1.0,No,3,18,No
EMP1790,22,Operations,1,0,5083,5,4,No,12.2,No,3,24,No
EMP1791,39,IT,3,6,11611,2,3,No,11.2,No,3,17,No
EMP1792,36,Finance,2,4,8052,5,3,No,8.0,No,1,16,No
EMP1793,44,Engineering,3,7,12278,3,3,No,7.5,Yes,4,11,No
EMP1794,40,Finance,4,15,14366,5,2,No,3.9,No,2,12,No
EMP1795,30,Sales,2,2,6445,5,4,Yes,5.6,No,3,8,No
EMP1796,34,IT,2,8,8981,4,2,Yes,14.3,No,4,13,No
EMP1797,30,Engineering,3,6,11691,3,4,Yes,16.6,Yes,3,19,No
EMP1798,48,IT,2,4,8993,3,3,No,12.8,No,3,6,No
EMP1799,38,Engineering,4,10,14782,3,3,Yes,15.2,No,4,12,No
EMP1800,57,IT,2,9,9912,4,4,No,12.8,No,3,12,No
EMP1801,37,Engineering,3,8,11890,2,2,No,5.8,Yes,3,8,No
EMP1802,30,Operations,2,4,6270,4,3,No,10.2,No,3,16,No
EMP1803,22,IT,1,0,5993,4,3,No,13.8,No,1,15,No
EMP1804,22,Marketing,1,0,5043,3,4,Yes,5.9,No,2,14,No
EMP1805,22,Finance,1,0,6242,4,3,No,4.6,No,3,19,No
EMP1806,40,Sales,3,8,9126,4,4,No,7.1,No,3,12,No
EMP1807,43,HR,1,0,3748,4,4,No,15.6,No,3,12,No
EMP1808,22,Operations,1,0,4115,4,4,No,5.7,No,2,14,No
EMP1809,46,Sales,4,19,12543,4,4,No,9.9,No,4,15,No
EMP1810,33,Operations,1,0,3884,1,3,No,13.1,No,4,17,No
EMP1811,39,Finance,2,7,7933,3,3,No,5.0,Yes,2,13,No
EMP1812,54,Sales,3,26,11423,5,2,No,5.5,No,2,23,No
EMP1813,46,Engineering,4,18,15839,2,3,No,13.7,No,2,16,No
EMP1814,35,Engineering,4,10,14046,3,4,No,1.1,Yes,2,18,No
EMP1815,29,Sales,2,4,7182,4,4,No,8.0,No,2,9,No
EMP1816,22,IT,1,0,5984,5,2,Yes,9.5,No,4,11,No
EMP1817,30,Finance,3,7,10615,2,3,Yes,2.8,No,3,16,Yes
EMP1818,35,Engineering,3,9,12123,1,3,No,8.8,No,3,12,No
EMP1819,28,Engineering,2,2,8604,4,3,No,11.6,No,3,8,No
EMP1820,36,Finance,2,6,7697,4,2,Yes,4.0,No,3,17,No
EMP1821,38,Engineering,2,7,9672,3,1,No,15.6,No,2,18,No
EMP1822,35,Sales,4,12,11401,5,4,Yes,7.1,No,3,17,No
EMP1823,31,Engineering,2,4,8512,4,2,Yes,9.6,No,2,23,No
EMP1824,39,Operations,3,11,9549,4,2,No,4.9,No,3,16,No
EMP1825,42,Sales,3,12,10021,3,3,No,9.5,No,3,14,No
EMP1826,27,Engineering,2,5,9605,5,3,No,7.5,No,3,22,No
EMP1827,52,IT,3,7,11431,3,3,No,7.2,No,2,11,No
EMP1828,37,Sales,3,14,10307,4,1,Yes,1.7,No,3,14,No
EMP1829,38,Operations,3,12,9759,2,4,Yes,9.9,No,4,9,Yes
EMP1830,45,Engineering,1,0,6838,3,2,No,9.6,No,3,12,No
EMP1831,40,Sales,3,5,8694,4,2,Yes,7.4,No,3,22,No
EMP1832,47,Sales,3,10,9724,2,3,No,7.2,No,2,19,No
EMP1833,40,Sales,2,12,8386,3,3,No,1.6,No,2,15,No
EMP1834,31,Sales,2,4,7182,2,1,No,4.6,No,2,12,No
EMP1835,41,Sales,4,19,12493,4,2,Yes,5.9,No,2,16,No
EMP1836,26,Engineering,1,0,5943,4,2,No,18.7,No,2,14,No
EMP1837,39,Sales,2,10,8081,3,3,Yes,5.9,No,2,13,No
EMP1838,37,Finance,2,9,9138,4,2,No,7.5,No,2,20,No
EMP1839,35,Operations,2,10,8337,3,2,No,3.1,No,4,9,No
EMP1840,36,Operations,3,7,8455,3,4,Yes,16.4,No,2,20,Yes
EMP1841,22,Marketing,1,0,4600,4,3,No,2.0,No,2,18,No
EMP1842,32,IT,3,5,11432,3,3,No,8.3,No,3,14,No
EMP1843,38,Sales,2,2,6130,2,3,No,9.3,No,3,16,No
EMP1844,39,Sales,3,11,9520,5,3,No,3.1,No,2,17,No
EMP1845,27,Engineering,3,5,11590,3,2,No,8.1,No,4,11,No
EMP1846,50,Operations,4,27,13273,3,3,No,13.1,No,1,20,Yes
EMP1847,29,Operations,2,6,6749,4,3,No,8.2,No,3,20,No
EMP1848,47,Marketing,4,22,14018,4,2,No,9.1,Yes,3,12,No
EMP1849,42,Engineering,3,7,12034,4,3,No,5.9,No,3,13,Yes
EMP1850,31,Finance,2,4,9386,2,2,Yes,1.7,No,3,15,No
EMP1851,55,Sales,4,16,12714,3,4,No,6.7,No,3,16,No
EMP1852,26,HR,1,0,3078,4,4,Yes,5.5,No,2,14,No
EMP1853,47,HR,3,9,8346,3,3,No,6.2,No,2,14,No
EMP1854,48,Sales,5,19,14815,3,4,No,8.8,No,2,14,No
EMP1855,31,Sales,3,9,8702,4,3,Yes,2.8,Yes,2,12,No
EMP1856,51,Operations,3,28,10549,4,2,No,5.3,No,3,12,No
EMP1857,35,Marketing,1,0,4637,3,4,No,27.6,No,3,13,No
EMP1858,40,Engineering,3,15,12645,5,3,Yes,2.0,No,2,15,No
EMP1859,40,Engineering,2,3,9670,5,3,No,1.0,No,2,16,No
EMP1860,36,IT,1,1,6127,1,1,Yes,16.5,No,3,23,No
EMP1861,46,Engineering,5,15,17777,3,3,No,9.3,No,3,18,No
EMP1862,45,Sales,1,0,4342,2,3,No,6.7,Yes,3,17,No
EMP1863,22,HR,1,0,4225,3,3,No,10.7,No,3,19,No
EMP1864,51,Marketing,2,2,7399,4,4,No,10.2,No,2,24,No
EMP1865,22,Sales,1,0,4724,4,3,No,13.0,No,2,21,No
EMP1866,48,Engineering,5,22,19061,2,1,No,2.8,No,2,10,No
EMP1867,49,Engineering,4,10,15219,4,3,No,27.0,No,3,12,Yes
EMP1868,27,HR,1,1,4166,4,4,No,14.8,No,3,21,No
EMP1869,33,Engineering,1,1,6539,4,2,No,10.8,No,3,13,No
EMP1870,26,Finance,1,0,5678,3,3,Yes,6.4,No,2,18,No
EMP1871,35,IT,4,11,14511,1,2,No,2.9,Yes,2,21,No
EMP1872,34,IT,3,12,12040,4,3,Yes,10.3,No,3,21,No
EMP1873,45,Finance,3,17,12417,4,1,No,5.6,No,2,16,No
EMP1874,51,HR,2,4,6176,4,3,No,3.4,No,3,15,No
EMP1875,51,Operations,4,23,13229,1,3,No,2.2,No,2,9,No
EMP1876,32,Operations,2,9,7347,3,3,Yes,7.9,No,2,19,No
EMP1877,35,Operations,3,7,8158,3,4,No,7.5,No,4,17,No
EMP1878,22,Sales,1,0,3726,4,4,Yes,2.3,No,2,13,No
EMP1879,29,Sales,1,2,4231,4,2,Yes,10.2,No,3,14,No
EMP1880,47,IT,1,1,5605,5,2,Yes,16.3,No,4,21,No
EMP1881,54,IT,4,24,16590,5,3,No,21.6,No,3,13,No
EMP1882,25,Marketing,2,3,7140,4,3,No,6.5,No,4,19,No
EMP1883,32,IT,1,2,6713,5,2,Yes,15.1,No,3,17,No
EMP1884,37,Operations,2,7,6316,2,1,No,7.1,Yes,2,15,No
EMP1885,40,HR,1,1,4481,1,3,No,15.1,Yes,3,10,No
EMP1886,29,Engineering,1,2,5368,2,3,Yes,2.2,No,3,8,No
EMP1887,42,Marketing,1,0,4441,3,4,No,10.1,No,3,17,Yes
EMP1888,33,HR,3,10,8203,4,2,Yes,27.3,No,2,13,Yes
EMP1889,37,IT,3,5,10687,3,4,No,3.3,No,2,12,No
EMP1890,43,HR,3,12,8681,4,3,No,8.8,No,4,10,No
EMP1891,38,Operations,4,16,12033,4,2,No,1.7,No,3,18,No
EMP1892,33,Operations,2,2,6538,4,4,No,2.6,No,3,18,No
EMP1893,36,Sales,3,8,8796,2,4,No,4.6,No,2,17,No
EMP1894,37,Sales,2,4,6801,3,2,No,3.4,No,2,15,No
EMP1895,34,Finance,2,5,8677,4,2,Yes,3.9,No,4,12,No
EMP1896,35,Engineering,1,3,6357,3,4,No,12.0,No,3,13,No
EMP1897,53,Finance,5,16,17488,4,1,No,1.5,No,3,12,No
EMP1898,43,Sales,4,20,13091,4,4,Yes,17.2,No,2,15,No
EMP1899,35,Engineering,2,4,8568,2,2,No,4.3,No,2,15,Yes
EMP1900,44,Sales,3,20,10718,3,3,Yes,4.7,No,3,17,Yes
EMP1901,34,Engineering,2,5,8666,3,2,Yes,9.1,No,1,10,No
EMP1902,49,Sales,3,10,9250,5,2,No,4.5,No,4,18,No
EMP1903,41,IT,1,1,5960,2,3,No,1.7,No,2,12,No
EMP1904,36,Engineering,1,0,5882,4,3,Yes,17.3,No,2,20,No
EMP1905,42,IT,4,14,14625,2,1,No,4.1,No,1,13,No
EMP1906,22,IT,1,0,6090,4,4,No,9.1,No,3,18,No
EMP1907,26,IT,1,1,6121,2,4,Yes,9.8,No,3,12,No
EMP1908,26,HR,2,4,5410,4,3,No,6.6,No,3,16,No
EMP1909,39,Operations,2,9,6592,3,3,No,7.4,No,2,16,No
EMP1910,55,Sales,5,31,15857,4,3,No,7.3,No,2,16,No
EMP1911,60,Sales,4,30,13996,3,4,No,9.5,No,2,11,Yes
EMP1912,44,Operations,1,4,4480,5,4,No,17.3,No,1,15,No
EMP1913,43,Sales,2,11,7748,4,2,No,7.1,No,2,12,No
EMP1914,22,IT,1,0,5978,4,3,No,11.8,No,4,14,No
EMP1915,32,Finance,3,5,10088,3,2,Yes,4.4,No,3,7,No
EMP1916,30,Engineering,3,6,11317,2,2,No,10.2,No,3,16,No
EMP1917,31,Sales,2,8,6708,4,2,No,5.1,No,3,13,No
EMP1918,36,Finance,3,6,10339,5,4,No,6.1,No,3,14,No
EMP1919,33,Marketing,1,1,5046,2,2,No,2.8,No,2,11,No
EMP1920,22,Finance,1,0,5051,3,3,Yes,6.6,No,3,16,No
EMP1921,45,Engineering,3,5,11034,4,3,No,3.9,No,4,14,No
EMP1922,27,Sales,1,0,4243,3,3,Yes,4.7,No,2,13,No
