Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Marjorie (turner-),F,Canada,CAN,1976,Montreal,Athletics,Athletics Women's 200 metres,No medal
Marjorie (turner-),F,Canada,CAN,1976,Montreal,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Emmanuel Bailey,M,Great Britain,GBR,1948,London,Athletics,Athletics Men's 100 metres,No medal
Emmanuel Bailey,M,Great Britain,GBR,1952,Helsinki,Athletics,Athletics Men's 100 metres,Bronze
Emmanuel Bailey,M,Great Britain,GBR,1952,Helsinki,Athletics,Athletics Men's 200 metres,No medal
Emmanuel Bailey,M,Great Britain,GBR,1952,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Michael Bailey,M,Great Britain,GBR,1972,Munich,Swimming,Swimming Men's 200 metres Freestyle,No medal
Michael Bailey,M,Great Britain,GBR,1972,Munich,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal
Nathan Bailey,M,Great Britain,GBR,2016,Rio de Janeiro,Trampolining,Trampolining Men's Individual,No medal
Rebecca Bailey,F,New Zealand,NZL,1996,Atlanta,Cycling,"Cycling Women's Road Race, Individual",No medal
Rebecca Bailey,F,New Zealand,NZL,1996,Atlanta,Cycling,Cycling Women's Individual Time Trial,No medal
Ryan Bailey,M,United States,USA,2012,London,Athletics,Athletics Men's 100 metres,No medal
Ryan Bailey,M,United States,USA,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
Ryan Bailey,M,United States,USA,2000,Sydney,Water Polo,Water Polo Men's Water Polo,No medal
Ryan Bailey,M,United States,USA,2004,Athina,Water Polo,Water Polo Men's Water Polo,No medal
Ryan Bailey,M,United States,USA,2008,Beijing,Water Polo,Water Polo Men's Water Polo,Silver
Ryan Bailey,M,United States,USA,2012,London,Water Polo,Water Polo Men's Water Polo,No medal
Shireen (hassan-),F,Great Britain,GBR,1988,Seoul,Athletics,Athletics Women's 800 metres,No medal
Shireen (hassan-),F,Great Britain,GBR,1988,Seoul,Athletics,"Athletics Women's 1,500 metres",No medal
Susan Bailey,F,Great Britain,GBR,1984,Los Angeles,Rowing,Rowing Women's Coxed Eights,No medal
Sydney Bailey,M,Great Britain,GBR,1908,London,Cycling,Cycling Men's 100 kilometres,No medal
Tanya Bailey,F,Australia,AUS,2008,Beijing,Cycling,Cycling Women's BMX,No medal
Tavis Bailey,M,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,No medal
Kemar Bailey-cole,M,Jamaica,JAM,2012,London,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Kemar Bailey-cole,M,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Ryan Bailie,M,Australia,AUS,2016,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,No medal
Luce Baillargeon,F,Canada,CAN,2000,Sydney,Judo,Judo Women's Half-Lightweight,No medal
Charles Baillee,M,Great Britain,GBR,1924,Paris,Swimming,Swimming Men's 100 metres Freestyle,No medal
Philippe Baillet,M,France,FRA,1960,Roma,Basketball,Basketball Men's Basketball,No medal
William Baillie,M,New Zealand,NZL,1964,Tokyo,Athletics,"Athletics Men's 5,000 metres",No medal
William Baillie,M,Canada,CAN,1952,Helsinki,Weightlifting,Weightlifting Men's Heavyweight,No medal
William Baillie,M,Canada,CAN,1956,Melbourne,Weightlifting,Weightlifting Men's Heavyweight,No medal
William Baillie,M,Canada,CAN,1960,Roma,Weightlifting,Weightlifting Men's Heavyweight,No medal
Henry Baillie,M,Great Britain,GBR,1908,London,Wrestling,"Wrestling Men's Lightweight, Freestyle",No medal
Timothy Baillie,M,Great Britain-1,GBR,2012,London,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Gold
Christopher Baillieu,M,Great Britain,GBR,1976,Montreal,Rowing,Rowing Men's Double Sculls,Silver
Christopher Baillieu,M,Great Britain,GBR,1980,Moskva,Rowing,Rowing Men's Double Sculls,No medal
William Baillieu,M,Australia,AUS,1972,Munich,Rowing,Rowing Men's Coxed Fours,No medal
Louis Baillon,M,England-1,GBR,1908,London,Hockey,Hockey Men's Hockey,Gold
J. Baillot,M,France,FRA,1924,Paris,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",No medal
Edmond Bailly,M,Switzerland,SUI,1928,Amsterdam,Football,Football Men's Football,No medal
Logan Bailly,M,Belgium,BEL,2008,Beijing,Football,Football Men's Football,No medal
Flix Bailly,M,France,FRA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Architectural Designs",Gold
Flix Bailly,M,France,FRA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal
Flix Bailly,M,France,FRA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Unknown Event",No medal
Andretti Bain,M,Bahamas,BAH,2008,Beijing,Athletics,Athletics Men's 400 metres,No medal
Andretti Bain,M,Bahamas,BAH,2008,Beijing,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
Judith Bain,F,Great Britain,GBR,1968,Mexico City,Fencing,"Fencing Women's Foil, Individual",No medal
Judith Bain,F,Great Britain,GBR,1968,Mexico City,Fencing,"Fencing Women's Foil, Team",No medal
Angie Bainbridge,F,Australia,AUS,2008,Beijing,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Angie Bainbridge,F,Australia,AUS,2012,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Silver
Beverly (-spargo),F,Australia,AUS,1956,Melbourne,Swimming,Swimming Women's 100 metres Butterfly,No medal
Dionne (-coluccio),F,New Zealand,NZL,1996,Atlanta,Swimming,Swimming Women's 200 metres Freestyle,No medal
Dionne (-coluccio),F,New Zealand,NZL,1996,Atlanta,Swimming,Swimming Women's 400 metres Freestyle,No medal
Dionne (-coluccio),F,New Zealand,NZL,1996,Atlanta,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,No medal
Sarah Bainbridge,F,Great Britain,GBR,2004,Athina,Taekwondo,Taekwondo Women's Welterweight,No medal
Thodore Bainconneau,M,France,FRA,1920,Antwerpen,Wrestling,"Wrestling Men's Lightweight, Greco-Roman",No medal
Inoke Bainimoli,M,Fiji,FIJ,1984,Los Angeles,Athletics,Athletics Men's 100 metres,No medal
Inoke Bainimoli,M,Fiji,FIJ,1984,Los Angeles,Athletics,Athletics Men's 200 metres,No medal
RaNae (-seaman),F,United States,USA,1964,Tokyo,Athletics,Athletics Women's Javelin Throw,No medal
RaNae (-seaman),F,United States,USA,1968,Mexico City,Athletics,Athletics Women's Javelin Throw,No medal
Donald Baird,M,Australia,AUS,1976,Montreal,Athletics,Athletics Men's Pole Vault,No medal
George Baird,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's 4 x 400 metres Relay,Gold
Malcolm Baird,M,Australia,AUS,1972,Munich,Athletics,Athletics Men's 110 metres Hurdles,No medal
Robert Baird,M,Australia,AUS,1964,Tokyo,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
Robert Baird,M,Canada,CAN,1992,Barcelona,Swimming,Swimming Men's 400 metres Individual Medley,No medal
John Bairos,M,United States,USA,2000,Sydney,Cycling,Cycling Men's Team Sprint,No medal
Cameron Bairstow,M,Australia,AUS,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,No medal
Pamela Bairstow,F,Great Britain,GBR,1972,Munich,Swimming,Swimming Women's 200 metres Backstroke,No medal
Pamela Bairstow,F,Great Britain,GBR,1972,Munich,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal
Louis Baise,M,South Africa,RSA,1952,Helsinki,Wrestling,"Wrestling Men's Flyweight, Freestyle",No medal
Antonietta Baistrocchi,F,Italy,ITA,1980,Moskva,Basketball,Basketball Women's Basketball,No medal
Svetlana Baitova,F,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Svetlana Baitova,F,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Gold
Svetlana Baitova,F,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Svetlana Baitova,F,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Women's Horse Vault,No medal
Svetlana Baitova,F,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Svetlana Baitova,F,Soviet Union,URS,1988,Seoul,Gymnastics,Gymnastics Women's Balance Beam,No medal
Henrique Baixinho,M,Portugal,POR,1996,Atlanta,Rowing,Rowing Men's Lightweight Coxless Fours,No medal
Sri Bajaj,M,India,IND,1956,Melbourne,Swimming,Swimming Men's 100 metres Freestyle,No medal
Artr Bajn,M,Hungaria Evezos Egylet,HUN,1912,Stockholm,Rowing,Rowing Men's Coxed Eights,No medal
Cristian Bajan,M,Australia,AUS,2000,Sydney,Handball,Handball Men's Handball,No medal
Marek Bajan,M,Poland,POL,1980,Moskva,Modern Pentathlon,Modern Pentathlon Men's Individual,No medal
Marek Bajan,M,Poland,POL,1980,Moskva,Modern Pentathlon,Modern Pentathlon Men's Team,No medal
Pierre Bajart,M,Belgium,BEL,1936,Berlin,Athletics,"Athletics Men's 10,000 metres",No medal
Alojz Bajc,M,Yugoslavia,YUG,1960,Roma,Cycling,"Cycling Men's Road Race, Individual",No medal
Pavle Bajeti,M,Yugoslavia,YUG,1972,Munich,Judo,Judo Men's Half-Heavyweight,No medal
Pavle Bajeti,M,Yugoslavia,YUG,1972,Munich,Judo,Judo Men's Open Class,No medal
Jaroslava Bajerov,F,Czechoslovakia,TCH,1936,Berlin,Gymnastics,Gymnastics Women's Team All-Around,Silver
Miroslav Bajgar,M,Czechoslovakia,TCH,1988,Seoul,Handball,Handball Men's Handball,No medal
Balzs Baji,M,Hungary,HUN,2012,London,Athletics,Athletics Men's 110 metres Hurdles,No medal
Balzs Baji,M,Hungary,HUN,2016,Rio de Janeiro,Athletics,Athletics Men's 110 metres Hurdles,No medal
Petar Baji,M,Yugoslavia,YUG,1972,Munich,Shooting,"Shooting Mixed Free Pistol, 50 metres",No medal
Nataa Bajin-ljepica,F,Yugoslavia,YUG,1968,Mexico City,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Nataa Bajin-ljepica,F,Yugoslavia,YUG,1968,Mexico City,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Nataa Bajin-ljepica,F,Yugoslavia,YUG,1968,Mexico City,Gymnastics,Gymnastics Women's Horse Vault,No medal
Nataa Bajin-ljepica,F,Yugoslavia,YUG,1968,Mexico City,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Nataa Bajin-ljepica,F,Yugoslavia,YUG,1968,Mexico City,Gymnastics,Gymnastics Women's Balance Beam,No medal
Nataa Bajin-ljepica,F,Yugoslavia,YUG,1972,Munich,Gymnastics,Gymnastics Women's Individual All-Around,No medal
Nataa Bajin-ljepica,F,Yugoslavia,YUG,1972,Munich,Gymnastics,Gymnastics Women's Team All-Around,No medal
Nataa Bajin-ljepica,F,Yugoslavia,YUG,1972,Munich,Gymnastics,Gymnastics Women's Floor Exercise,No medal
Nataa Bajin-ljepica,F,Yugoslavia,YUG,1972,Munich,Gymnastics,Gymnastics Women's Horse Vault,No medal
Nataa Bajin-ljepica,F,Yugoslavia,YUG,1972,Munich,Gymnastics,Gymnastics Women's Uneven Bars,No medal
Nataa Bajin-ljepica,F,Yugoslavia,YUG,1972,Munich,Gymnastics,Gymnastics Women's Balance Beam,No medal
Kroly Bajk,M,Hungary,HUN,1964,Tokyo,Wrestling,"Wrestling Men's Welterweight, Freestyle",No medal
Kroly Bajk,M,Hungary,HUN,1968,Mexico City,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
Kroly Bajk,M,Hungary,HUN,1968,Mexico City,Wrestling,"Wrestling Men's Welterweight, Freestyle",No medal
Kroly Bajk,M,Hungary,HUN,1972,Munich,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
Vesna Bajkua,F,Yugoslavia,YUG,1988,Seoul,Basketball,Basketball Women's Basketball,Silver
Danijel Bajlo,M,Croatia,CRO,1996,Atlanta,Rowing,Rowing Men's Double Sculls,No medal
Josip Bajlo,M,Yugoslavia,YUG,1972,Munich,Rowing,Rowing Men's Coxed Eights,No medal
Romano Bajlo,M,Yugoslavia,YUG,1972,Munich,Rowing,Rowing Men's Coxed Eights,No medal
Mohammad Bajool,M,Iran,IRI,1988,Seoul,Cycling,"Cycling Men's Road Race, Individual",No medal
Marek Bajor,M,Poland,POL,1992,Barcelona,Football,Football Men's Football,Silver
Fatmire (-alushi),F,Germany,GER,2008,Beijing,Football,Football Women's Football,Bronze
Muhammad Bajwa,M,Pakistan,PAK,1992,Barcelona,Hockey,Hockey Men's Hockey,Bronze
Nawaz Bajwa,M,Pakistan,PAK,1964,Tokyo,Hockey,Hockey Men's Hockey,Silver
Boena (-siemieniec),F,Poland,POL,1992,Barcelona,Badminton,Badminton Women's Singles,No medal
Boena (-siemieniec),F,Poland-1,POL,1992,Barcelona,Badminton,Badminton Women's Doubles,No medal
Bak Ji-yun,F,South Korea,KOR,2016,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,No medal
Keld Bak,M,Denmark,DEN,1972,Munich,Football,Football Men's Football,No medal
Krystian Bk,M,Poland,POL,1980,Moskva,Hockey,Hockey Men's Hockey,No medal
Lars Bak,M,Denmark,DEN,2012,London,Cycling,"Cycling Men's Road Race, Individual",No medal
Lars Bak,M,Denmark,DEN,2012,London,Cycling,Cycling Men's Individual Time Trial,No medal
Jzsef Bakai,M,Hungary,HUN,1972,Munich,Athletics,Athletics Men's Decathlon,No medal
Olga Bakaldina,F,Russia,RUS,2000,Sydney,Swimming,Swimming Women's 100 metres Breaststroke,No medal
Olga Bakaldina,F,Russia,RUS,2000,Sydney,Swimming,Swimming Women's 200 metres Breaststroke,No medal
Olga Bakaldina,F,Russia,RUS,2000,Sydney,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal
Clara Bakale,F,Congo (Brazzaville),CGO,1996,Atlanta,Swimming,Swimming Women's 50 metres Freestyle,No medal
Clara Bakale,F,Congo (Brazzaville),CGO,2000,Sydney,Swimming,Swimming Women's 100 metres Backstroke,No medal
Clara Bakale,F,Congo (Brazzaville),CGO,2004,Athina,Swimming,Swimming Women's 50 metres Freestyle,No medal
Emile Bakale,M,Congo (Brazzaville),CGO,2004,Athina,Swimming,Swimming Men's 50 metres Freestyle,No medal
Emile Bakale,M,Congo (Brazzaville),CGO,2008,Beijing,Swimming,Swimming Men's 100 metres Freestyle,No medal
Emile Bakale,M,Congo (Brazzaville),CGO,2012,London,Swimming,Swimming Men's 50 metres Freestyle,No medal
Igor Bakalov,M,Soviet Union,URS,1964,Tokyo,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres",No medal
Igor Bakalov,M,Soviet Union,URS,1972,Munich,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",No medal
Ladislava (hniz-),F,United States,USA,1948,London,Gymnastics,Gymnastics Women's Team All-Around,Bronze
Mohamed Bakar,M,Comoros,COM,1996,Atlanta,Athletics,Athletics Men's 100 metres,No medal
Mohd Bakar,M,Malaysia,MAS,1972,Munich,Football,Football Men's Football,No medal
Nor Bakar,M,Malaysia,MAS,2000,Sydney,Hockey,Hockey Men's Hockey,No medal
Salaheddine Al-safi,M,Qatar,QAT,2000,Sydney,Athletics,Athletics Men's 400 metres,No medal
Salaheddine Al-safi,M,Qatar,QAT,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
Airat Bakare,F,Nigeria,NGR,1988,Seoul,Athletics,Athletics Women's 400 metres,No medal
Airat Bakare,F,Nigeria,NGR,1988,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,No medal
Oluwadamilola Bakare,M,Great Britain,GBR,2012,London,Volleyball,Volleyball Men's Volleyball,No medal
Musa Bakare,M,Nigeria,NGR,1992,Barcelona,Swimming,Swimming Men's 50 metres Freestyle,No medal
Musa Bakare,M,Nigeria,NGR,1992,Barcelona,Swimming,Swimming Men's 100 metres Butterfly,No medal
Peter Bakare,M,Great Britain,GBR,2012,London,Volleyball,Volleyball Men's Volleyball,No medal
Grace Bakari,F,Ghana,GHA,1984,Los Angeles,Athletics,Athletics Women's 800 metres,No medal
Grace Bakari,F,Ghana,GHA,1984,Los Angeles,Athletics,Athletics Women's 4 x 400 metres Relay,No medal
Frano Bakari,M,Croatia,CRO,2000,Sydney,Athletics,Athletics Men's 4 x 400 metres Relay,No medal
Yury Bakarinov,M,Soviet Union,URS,1964,Tokyo,Athletics,Athletics Men's Hammer Throw,No medal
Veljko Bakaun,M,Yugoslavia,YUG,1948,London,Water Polo,Water Polo Men's Water Polo,No medal
Veljko Bakaun,M,Yugoslavia,YUG,1952,Helsinki,Water Polo,Water Polo Men's Water Polo,Silver
Aleksandr Bakatin,M,Soviet Union,URS,1952,Helsinki,Diving,Diving Men's Platform,No medal
Efthymios Bakatsias,M,Greece,GRE,1996,Atlanta,Basketball,Basketball Men's Basketball,No medal
Tatyana (-amanzhol),F,Kazakhstan,KAZ,2008,Beijing,Wrestling,"Wrestling Women's Flyweight, Freestyle",No medal
Bevyn Baker,M,Australia,AUS,1960,Roma,Athletics,Athletics Men's Long Jump,No medal
Brian Baker,M,United States,USA,2016,Rio de Janeiro,Tennis,Tennis Men's Singles,No medal
Brian Baker,M,United States-1,USA,2016,Rio de Janeiro,Tennis,Tennis Men's Doubles,No medal
Christopher Baker,M,Great Britain,GBR,2016,Rio de Janeiro,Athletics,Athletics Men's High Jump,No medal
David Baker,M,Great Britain,GBR,1996,Atlanta,Cycling,"Cycling Men's Mountainbike, Cross-Country",No medal
Georgia Baker,F,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,No medal
Benjamin Baker,M,Great Britain,GBR,1912,Stockholm,Athletics,Athletics Men's High Jump,No medal
Benjamin Baker,M,Great Britain,GBR,1912,Stockholm,Athletics,Athletics Men's Standing High Jump,No medal
Benjamin Baker,M,Great Britain,GBR,1920,Antwerpen,Athletics,Athletics Men's High Jump,No medal
Benjamin Baker,M,Great Britain,GBR,1920,Antwerpen,Athletics,Athletics Men's Triple Jump,No medal
Joann (-anderson),F,Canada,CAN,1976,Montreal,Swimming,Swimming Women's 100 metres Breaststroke,No medal
Joann (-anderson),F,Canada,CAN,1976,Montreal,Swimming,Swimming Women's 200 metres Breaststroke,No medal
Joann (-anderson),F,Canada,CAN,1976,Montreal,Swimming,Swimming Women's 400 metres Individual Medley,No medal
John Baker,M,Great Britain,GBR,1972,Munich,Diving,Diving Men's Springboard,No medal
Kathleen Baker,F,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Silver
Kathleen Baker,F,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
Keshia (-kirtz),F,United States,USA,2012,London,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Lorraine (-strain),F,Great Britain,GBR,1984,Los Angeles,Athletics,Athletics Women's 800 metres,No medal
Lorraine (-strain),F,Great Britain,GBR,1992,Barcelona,Athletics,Athletics Women's 800 metres,No medal
Malcolm Baker,M,United States,USA,1992,Barcelona,Rowing,Rowing Men's Coxed Eights,No medal
Mashu Baker,M,Japan,JPN,2016,Rio de Janeiro,Judo,Judo Men's Middleweight,Gold
Nicholas Baker,M,Cayman Islands,CAY,1988,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,No medal
Olivia Baker,F,New Zealand,NZL,2000,Sydney,Weightlifting,Weightlifting Women's Super-Heavyweight,No medal
P. Baker,M,Great Britain,GBR,1908,London,Gymnastics,Gymnastics Men's Team All-Around,No medal
Perry Baker,M,United States,USA,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,No medal
Philip (-noel-baker),M,Great Britain,GBR,1912,Stockholm,Athletics,Athletics Men's 800 metres,No medal
Philip (-noel-baker),M,Great Britain,GBR,1912,Stockholm,Athletics,"Athletics Men's 1,500 metres",No medal
Philip (-noel-baker),M,Great Britain,GBR,1920,Antwerpen,Athletics,Athletics Men's 800 metres,No medal
Philip (-noel-baker),M,Great Britain,GBR,1920,Antwerpen,Athletics,"Athletics Men's 1,500 metres",Silver
Philippa (-hogan),F,New Zealand,NZL,1992,Barcelona,Rowing,Rowing Women's Double Sculls,No medal
Philippa (-hogan),F,New Zealand,NZL,1996,Atlanta,Rowing,Rowing Women's Double Sculls,No medal
Roger Baker,M,United States,USA,1972,Munich,Handball,Handball Men's Handball,No medal
Roger Baker,M,United States,USA,1976,Montreal,Handball,Handball Men's Handball,No medal
Shakira Baker,F,New Zealand,NZL,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Silver
Jack Baker,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Architecture, Designs For Town Planning",No medal
Jack Baker,M,United States,USA,1932,Los Angeles,Art Competitions,"Art Competitions Mixed Painting, Unknown Event",No medal
Simon Baker,M,Australia,AUS,1984,Los Angeles,Athletics,Athletics Men's 20 kilometres Walk,No medal
Simon Baker,M,Australia,AUS,1988,Seoul,Athletics,Athletics Men's 20 kilometres Walk,No medal
Simon Baker,M,Australia,AUS,1988,Seoul,Athletics,Athletics Men's 50 kilometres Walk,No medal
Simon Baker,M,Australia,AUS,1992,Barcelona,Athletics,Athletics Men's 50 kilometres Walk,No medal
Simon Baker,M,Australia,AUS,1996,Atlanta,Athletics,Athletics Men's 50 kilometres Walk,No medal
Reginald Baker,M,Australasia,ANZ,1908,London,Diving,Diving Men's Springboard,No medal
Reginald Baker,M,Australasia,ANZ,1908,London,Boxing,Boxing Men's Middleweight,Silver
Reginald Baker,M,Australasia,ANZ,1908,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal
Walter Baker,M,United States,USA,1952,Helsinki,Athletics,Athletics Men's 200 metres,Silver
Walter Baker,M,United States,USA,1956,Melbourne,Athletics,Athletics Men's 100 metres,Silver
Walter Baker,M,United States,USA,1956,Melbourne,Athletics,Athletics Men's 200 metres,Bronze
Walter Baker,M,United States,USA,1956,Melbourne,Athletics,Athletics Men's 4 x 100 metres Relay,Gold
Vanessa Baker,F,Australia,AUS,1996,Atlanta,Diving,Diving Women's Platform,No medal
Vincent Baker,M,United States,USA,2000,Sydney,Basketball,Basketball Men's Basketball,Gold
Wendy Baker,F,Canada,CAN,1988,Seoul,Hockey,Hockey Women's Hockey,No medal
Yvette Baker,F,Great Britain,GBR,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,No medal
Michael Baker-harber,M,Great Britain,GBR,1976,Montreal,Sailing,Sailing Mixed Three Person Keelboat,No medal
Milan Bake,M,Czechoslovakia,TCH,1992,Barcelona,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal
Milan Bake,M,Czechoslovakia,TCH,1992,Barcelona,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Milan Bake,M,Czech Republic,CZE,1996,Atlanta,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Milan Bake,M,Czech Republic,CZE,1996,Atlanta,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres",No medal
Mansoor Bakheet,M,Qatar,QAT,1984,Los Angeles,Football,Football Men's Football,No medal
Mohammed Bakhet,M,Qatar,QAT,2012,London,Athletics,Athletics Men's Marathon,No medal
Amina Bakhit,F,Sudan,SUD,2012,London,Athletics,Athletics Women's 800 metres,No medal
Amina Bakhit,F,Sudan,SUD,2016,Rio de Janeiro,Athletics,Athletics Women's 800 metres,No medal
Lal Bakhsh,M,Pakistan,PAK,1964,Tokyo,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
Mohammad Bakhshi,M,Afghanistan,AFG,2016,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,No medal
Ali Bakhta,M,Algeria,ALG,1984,Los Angeles,Athletics,Athletics Men's 200 metres,No medal
Norayr Bakhtamyan,M,Armenia,ARM,2004,Athina,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal
Norayr Bakhtamyan,M,Armenia,ARM,2004,Athina,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal
Norayr Bakhtamyan,M,Armenia,ARM,2008,Beijing,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal
Norayr Bakhtamyan,M,Armenia,ARM,2008,Beijing,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal
Norayr Bakhtamyan,M,Armenia,ARM,2012,London,Shooting,"Shooting Men's Air Pistol, 10 metres",No medal
Norayr Bakhtamyan,M,Armenia,ARM,2012,London,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal
Bakhvain Buyadaa,M,Mongolia,MGL,1972,Munich,Judo,Judo Men's Lightweight,No medal
Bakhvain Buyadaa,M,Mongolia,MGL,1976,Montreal,Judo,Judo Men's Lightweight,No medal
Yekaterina Bakhvalova,F,Russia,RUS,2004,Athina,Athletics,Athletics Women's 400 metres Hurdles,No medal
Abdullah Baki,M,Bangladesh,BAN,2016,Rio de Janeiro,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Micha Bkiewicz,M,Poland,POL,2004,Athina,Volleyball,Volleyball Men's Volleyball,No medal
Abdel Bakir,M,Algeria,ALG,1980,Moskva,Handball,Handball Men's Handball,No medal
Fatih Bakir,M,Turkey,TUR,2000,Sydney,Wrestling,"Wrestling Men's Super-Heavyweight, Greco-Roman",No medal
Hamada El-nakib,M,Egypt,EGY,1996,Atlanta,Handball,Handball Men's Handball,No medal
Hamada El-nakib,M,Egypt,EGY,2000,Sydney,Handball,Handball Men's Handball,No medal
Hamada El-nakib,M,Egypt,EGY,2004,Athina,Handball,Handball Men's Handball,No medal
Hamada El-nakib,M,Egypt,EGY,2008,Beijing,Handball,Handball Men's Handball,No medal
Naima Bakkal,F,Morocco,MAR,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Featherweight,No medal
Otman Bakkal,M,Netherlands,NED,2008,Beijing,Football,Football Men's Football,No medal
Bjrn Bakken,M,Norway,NOR,1968,Mexico City,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",No medal
Bjrn Bakken,M,Norway,NOR,1968,Mexico City,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",No medal
Bjrn Bakken,M,Norway,NOR,1968,Mexico City,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
Bjrn Bakken,M,Norway,NOR,1972,Munich,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",No medal
Bjrn Bakken,M,Norway,NOR,1972,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres",No medal
Marius Bakken,M,Norway,NOR,2000,Sydney,Athletics,"Athletics Men's 5,000 metres",No medal
Marius Bakken,M,Norway,NOR,2004,Athina,Athletics,"Athletics Men's 5,000 metres",No medal
Ole Bakken,M,Canada,CAN,1948,London,Basketball,Basketball Men's Basketball,No medal
Ole Bakken,M,Norway,NOR,2012,London,Shooting,"Shooting Men's Air Rifle, 10 metres",No medal
Ole Bakken,M,Norway,NOR,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Billy Bakker,M,Netherlands,NED,2012,London,Hockey,Hockey Men's Hockey,Silver
Billy Bakker,M,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,No medal
Cornelia (-stigter),F,Netherlands,NED,1968,Mexico City,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Geert Bakker,M,Netherlands,NED,1976,Montreal,Sailing,Sailing Mixed Three Person Keelboat,No medal
