year,ranking_system,rank,university_name,country,overall_score,academic_reputation,employer_reputation,faculty_student_ratio,citations_per_faculty,international_faculty_score,international_students_score
2025,QS World University Rankings,272,University 0272,South Korea,87.43,86.25,84.8,91.49,81.21,90.58,85.89
2025,QS World University Rankings,273,University 0273,USA,89.52,92.38,84.67,94.89,91.26,94.17,89.51
2025,QS World University Rankings,274,University 0274,Sweden,87.6,92.53,81.79,91.07,84.6,87.4,84.55
2025,QS World University Rankings,275,University 0275,Switzerland,88.3,83.96,89.95,88.15,95.93,86.47,93.27
2025,QS World University Rankings,276,University 0276,Australia,82.65,78.82,85.36,83.88,76.62,84.49,85.28
2025,QS World University Rankings,277,University 0277,Australia,88.49,87.52,92.26,88.92,93.46,88.72,83.41
2025,QS World University Rankings,278,University 0278,Canada,90.1,92.29,89.8,83.01,80.88,83.81,87.86
2025,QS World University Rankings,279,University 0279,USA,88.42,88.66,93.63,93.89,82.13,93.65,87.99
2025,QS World University Rankings,280,University 0280,China,89.85,94.2,84.04,83.69,82.54,93.03,84.35
2025,QS World University Rankings,281,University 0281,Spain,89.85,86.97,84.5,87.59,83.52,85.38,90.21
2025,QS World University Rankings,282,University 0282,Spain,83.21,84.91,79.29,89.46,74.78,80.55,79.23
2025,QS World University Rankings,283,University 0283,Singapore,84.8,83.38,81.53,78.54,86.17,91.34,85.41
2025,QS World University Rankings,284,University 0284,Italy,91.49,92.73,96.7,98.03,100.79,86.03,94.52
2025,QS World University Rankings,285,University 0285,China,88.45,87.65,85.39,87.27,91.33,86.74,83.3
2025,QS World University Rankings,286,University 0286,South Korea,91.0,90.24,94.03,84.15,93.64,85.02,87.03
2025,QS World University Rankings,287,University 0287,Spain,88.56,87.2,84.79,87.92,96.63,95.09,83.79
2025,QS World University Rankings,288,University 0288,Spain,87.44,83.22,92.08,85.58,89.18,82.02,94.0
2025,QS World University Rankings,289,University 0289,UK,88.16,87.77,90.78,96.15,85.42,85.81,88.62
2025,QS World University Rankings,290,University 0290,Singapore,85.74,82.65,88.95,78.96,87.24,90.08,87.34
2025,QS World University Rankings,291,University 0291,Sweden,89.51,88.84,88.09,84.0,95.35,94.73,83.54
2025,QS World University Rankings,292,University 0292,China,88.39,84.53,83.36,95.21,92.85,83.42,89.82
2025,QS World University Rankings,293,University 0293,Canada,86.72,91.58,84.36,88.53,78.25,80.41,93.6
2025,QS World University Rankings,294,University 0294,South Korea,88.11,85.49,90.56,87.54,82.88,88.93,84.38
2025,QS World University Rankings,295,University 0295,Canada,87.01,91.73,85.93,87.77,78.48,92.9,80.05
2025,QS World University Rankings,296,University 0296,France,89.96,87.67,88.44,92.13,82.31,96.8,92.2
2025,QS World University Rankings,297,University 0297,Singapore,89.74,92.78,93.29,94.66,90.88,86.96,92.36
2025,QS World University Rankings,298,University 0298,India,91.57,95.78,86.88,88.69,98.75,93.27,90.36
2025,QS World University Rankings,299,University 0299,Singapore,86.74,81.75,88.97,86.87,79.87,82.61,87.93
2025,QS World University Rankings,300,University 0300,India,91.04,86.43,96.4,89.73,85.41,95.09,91.41
2025,QS World University Rankings,301,University 0301,Spain,86.46,89.33,89.16,92.85,91.72,83.3,85.79
2025,QS World University Rankings,302,University 0302,China,88.54,86.27,90.15,87.11,78.58,90.26,90.86
2025,QS World University Rankings,303,University 0303,UK,87.42,90.14,89.9,82.2,79.67,93.64,85.03
2025,QS World University Rankings,304,University 0304,Germany,86.77,90.03,81.42,83.54,77.53,85.66,92.87
2025,QS World University Rankings,305,University 0305,Italy,89.03,93.45,93.32,96.73,95.68,90.4,91.2
2025,QS World University Rankings,306,University 0306,USA,86.12,82.19,85.04,84.42,82.17,82.67,91.44
2025,QS World University Rankings,307,University 0307,Italy,84.36,82.56,88.54,89.05,92.83,80.42,83.76
2025,QS World University Rankings,308,University 0308,USA,86.09,90.84,82.47,89.99,80.32,84.66,89.61
2025,QS World University Rankings,309,University 0309,South Korea,91.4,94.65,94.1,93.69,95.55,95.09,86.8
2025,QS World University Rankings,310,University 0310,Canada,90.9,91.15,89.03,89.88,98.38,96.78,96.47
2025,QS World University Rankings,311,University 0311,Netherlands,88.87,84.05,90.14,85.18,81.02,95.63,91.43
2025,QS World University Rankings,312,University 0312,USA,84.95,80.48,87.22,86.11,78.37,78.01,81.24
2025,QS World University Rankings,313,University 0313,Australia,84.5,86.44,89.01,78.39,91.16,83.26,78.24
2025,QS World University Rankings,314,University 0314,Netherlands,90.1,93.11,87.95,88.65,82.99,85.95,88.69
2025,QS World University Rankings,315,University 0315,Italy,87.5,83.52,81.81,85.12,81.34,85.62,86.41
2025,QS World University Rankings,316,University 0316,France,83.62,79.41,82.0,87.77,87.99,77.37,77.02
2025,QS World University Rankings,317,University 0317,Switzerland,81.34,83.5,86.15,75.22,76.66,77.05,81.68
2025,QS World University Rankings,318,University 0318,China,86.81,84.27,91.04,80.1,84.45,81.2,84.33
2025,QS World University Rankings,319,University 0319,China,89.15,92.67,92.93,93.54,86.52,90.93,93.99
2025,QS World University Rankings,320,University 0320,Netherlands,85.61,87.19,81.45,82.68,78.58,89.21,88.8
2025,QS World University Rankings,321,University 0321,Sweden,86.61,89.43,81.74,93.98,92.95,93.37,93.6
2025,QS World University Rankings,322,University 0322,Canada,89.64,93.93,90.22,83.04,97.33,84.02,85.5
2025,QS World University Rankings,323,University 0323,Singapore,87.79,92.47,83.73,83.16,86.04,87.76,82.66
2025,QS World University Rankings,324,University 0324,France,86.53,90.64,87.77,84.62,89.11,90.02,89.5
2025,QS World University Rankings,325,University 0325,UK,91.72,91.12,91.43,92.97,95.03,90.78,89.13
2025,QS World University Rankings,326,University 0326,Sweden,87.18,85.45,84.82,83.68,86.64,83.55,90.4
2025,QS World University Rankings,327,University 0327,France,88.39,84.29,91.44,93.81,83.72,84.75,82.69
2025,QS World University Rankings,328,University 0328,Singapore,87.57,90.58,87.07,88.08,91.15,93.14,82.49
2025,QS World University Rankings,329,University 0329,Japan,86.33,82.78,92.32,87.59,79.68,90.25,87.47
2025,QS World University Rankings,330,University 0330,China,86.38,81.65,90.75,84.59,88.94,87.77,82.21
2025,QS World University Rankings,331,University 0331,Sweden,86.65,86.3,84.22,93.01,84.21,80.27,80.72
2025,QS World University Rankings,332,University 0332,China,86.71,88.48,87.42,94.58,91.68,91.31,81.77
2025,QS World University Rankings,333,University 0333,South Korea,83.42,80.86,83.12,84.02,87.18,80.05,78.62
2025,QS World University Rankings,334,University 0334,France,86.9,86.12,91.92,94.79,89.32,93.58,93.9
2025,QS World University Rankings,335,University 0335,Australia,87.77,90.17,86.82,94.22,94.98,87.94,89.22
2025,QS World University Rankings,336,University 0336,Australia,88.28,86.29,89.73,86.05,82.7,92.14,85.38
2025,QS World University Rankings,337,University 0337,Netherlands,83.2,83.72,81.11,80.5,76.38,77.56,82.27
2025,QS World University Rankings,338,University 0338,Australia,86.73,89.51,81.31,94.03,95.52,90.94,84.11
2025,QS World University Rankings,339,University 0339,Australia,88.31,92.14,85.09,96.29,92.39,89.97,84.08
2025,QS World University Rankings,340,University 0340,UK,88.92,92.82,87.3,96.46,82.26,89.37,90.86
2025,QS World University Rankings,341,University 0341,South Korea,88.34,86.23,85.37,84.81,86.38,94.05,81.53
2025,QS World University Rankings,342,University 0342,Singapore,87.52,87.9,90.01,89.11,88.72,83.12,92.57
2025,QS World University Rankings,343,University 0343,Spain,87.75,89.6,92.86,87.02,90.39,93.44,84.03
2025,QS World University Rankings,344,University 0344,Australia,87.81,88.68,83.93,91.41,79.22,83.71,86.36
2025,QS World University Rankings,345,University 0345,China,85.12,85.51,86.85,79.86,77.49,80.96,78.81
2025,QS World University Rankings,346,University 0346,Spain,87.58,90.64,87.19,92.93,91.59,94.1,93.31
2025,QS World University Rankings,347,University 0347,Spain,88.44,87.02,84.28,95.86,96.83,85.16,81.66
2025,QS World University Rankings,348,University 0348,India,87.53,88.56,87.33,95.21,87.42,81.95,81.17
2025,QS World University Rankings,349,University 0349,Italy,84.61,89.04,87.91,85.51,81.33,88.46,78.99
2025,QS World University Rankings,350,University 0350,Italy,81.7,85.54,76.79,86.14,85.96,79.99,81.56
2025,QS World University Rankings,351,University 0351,UK,83.49,81.02,83.46,90.59,85.59,90.03,77.64
2025,QS World University Rankings,352,University 0352,Singapore,83.41,87.17,84.05,76.96,90.75,80.23,84.42
2025,QS World University Rankings,353,University 0353,Switzerland,88.17,86.84,88.16,81.44,92.17,92.5,91.18
2025,QS World University Rankings,354,University 0354,Singapore,87.52,86.85,90.84,86.63,85.36,87.18,88.43
2025,QS World University Rankings,355,University 0355,Germany,86.93,82.98,87.36,82.68,94.17,82.0,85.72
2025,QS World University Rankings,356,University 0356,Netherlands,86.61,87.05,92.1,87.73,94.69,87.37,84.49
2025,QS World University Rankings,357,University 0357,Germany,84.86,83.57,82.87,84.57,78.29,81.04,81.22
2025,QS World University Rankings,358,University 0358,India,87.53,91.57,82.95,83.23,87.13,91.45,94.22
2025,QS World University Rankings,359,University 0359,Japan,84.5,82.39,90.26,86.75,86.96,83.12,80.62
2025,QS World University Rankings,360,University 0360,Canada,84.26,81.91,82.68,81.62,77.59,81.32,79.69
2025,QS World University Rankings,361,University 0361,Canada,89.36,85.3,93.19,91.42,98.26,90.55,90.38
2025,QS World University Rankings,362,University 0362,Australia,86.16,89.43,85.63,82.3,79.36,79.8,82.44
2025,QS World University Rankings,363,University 0363,Sweden,84.5,84.85,78.54,91.13,91.77,89.9,90.58
2025,QS World University Rankings,364,University 0364,China,77.75,81.26,79.2,71.38,69.21,79.22,80.3
2025,QS World University Rankings,365,University 0365,USA,84.94,86.64,84.12,82.39,92.07,79.27,86.72
2025,QS World University Rankings,366,University 0366,South Korea,89.69,88.63,84.57,94.33,90.13,94.94,83.3
2025,QS World University Rankings,367,University 0367,Canada,85.36,85.8,84.13,82.47,94.2,90.83,86.9
2025,QS World University Rankings,368,University 0368,Germany,87.47,88.82,88.69,82.14,90.11,91.03,89.02
2025,QS World University Rankings,369,University 0369,Switzerland,86.65,87.57,81.93,90.64,91.56,91.77,82.95
2025,QS World University Rankings,370,University 0370,Singapore,85.9,81.9,82.97,87.72,87.24,91.74,92.66
2025,QS World University Rankings,371,University 0371,Singapore,85.62,87.81,89.81,86.14,82.88,88.92,82.71
2025,QS World University Rankings,372,University 0372,France,86.84,81.89,82.36,82.05,92.43,85.02,82.62
2025,QS World University Rankings,373,University 0373,Switzerland,82.34,85.21,79.81,86.52,91.79,85.14,84.56
2025,QS World University Rankings,374,University 0374,Australia,83.61,79.63,84.31,91.56,80.04,80.63,86.94
2025,QS World University Rankings,375,University 0375,Spain,81.57,86.42,86.42,75.75,79.6,76.62,80.47
2025,QS World University Rankings,376,University 0376,France,84.46,85.97,84.45,87.07,77.21,80.72,82.32
2025,QS World University Rankings,377,University 0377,India,84.18,89.11,85.61,85.31,78.41,79.37,85.04
2025,QS World University Rankings,378,University 0378,China,87.06,88.08,82.76,81.2,92.75,85.9,82.15
2025,QS World University Rankings,379,University 0379,South Korea,84.55,88.16,80.01,87.72,86.6,79.94,80.26
2025,QS World University Rankings,380,University 0380,Australia,83.29,80.88,81.09,84.15,91.2,82.17,81.12
2025,QS World University Rankings,381,University 0381,China,83.25,83.49,83.61,90.44,86.05,81.29,81.56
2025,QS World University Rankings,382,University 0382,Canada,83.64,79.52,87.03,80.88,82.86,87.8,85.53
2025,QS World University Rankings,383,University 0383,Germany,81.04,85.35,80.54,87.36,84.52,85.03,85.73
2025,QS World University Rankings,384,University 0384,Switzerland,83.91,86.18,85.26,82.94,77.02,77.57,82.52
2025,QS World University Rankings,385,University 0385,Australia,82.37,79.71,84.92,79.99,90.7,84.13,78.33
2025,QS World University Rankings,386,University 0386,India,86.37,81.42,92.11,86.3,94.44,80.89,82.17
2025,QS World University Rankings,387,University 0387,Australia,86.45,82.57,84.33,84.85,87.72,90.3,92.4
2025,QS World University Rankings,388,University 0388,Australia,84.4,86.3,86.48,90.76,81.23,85.06,80.39
2025,QS World University Rankings,389,University 0389,Italy,86.45,82.61,90.8,87.48,85.09,84.07,88.09
2025,QS World University Rankings,390,University 0390,USA,83.36,80.42,83.37,76.25,90.56,79.77,85.23
2025,QS World University Rankings,391,University 0391,UK,80.01,82.15,82.23,74.73,73.45,79.85,84.33
2025,QS World University Rankings,392,University 0392,India,84.49,86.45,88.29,91.68,84.53,77.89,80.4
2025,QS World University Rankings,393,University 0393,India,83.47,85.34,86.98,90.51,86.08,87.09,82.05
2025,QS World University Rankings,394,University 0394,South Korea,84.94,88.51,83.7,79.96,81.83,85.29,79.06
2025,QS World University Rankings,395,University 0395,China,84.95,80.81,86.47,82.43,77.96,79.2,82.39
2025,QS World University Rankings,396,University 0396,South Korea,85.96,87.83,82.5,78.3,82.3,85.05,90.6
2025,QS World University Rankings,397,University 0397,Japan,83.79,88.57,82.39,78.69,89.93,83.31,79.46
2025,QS World University Rankings,398,University 0398,USA,83.3,87.84,84.65,80.53,85.3,85.74,88.29
2025,QS World University Rankings,399,University 0399,Canada,83.65,79.8,80.69,83.99,74.51,78.78,84.44
2025,QS World University Rankings,400,University 0400,Japan,85.9,81.81,83.79,83.57,87.3,88.29,88.85
2025,QS World University Rankings,401,University 0401,France,84.75,82.01,83.7,77.55,82.81,84.2,82.52
2025,QS World University Rankings,402,University 0402,Canada,86.87,82.05,90.43,82.57,93.64,84.87,84.81
2025,QS World University Rankings,403,University 0403,France,84.61,86.93,80.45,92.36,87.3,90.81,88.73
2025,QS World University Rankings,404,University 0404,Germany,84.89,89.36,87.12,80.89,94.17,85.83,82.4
2025,QS World University Rankings,405,University 0405,Spain,81.12,81.39,85.56,88.92,85.16,87.94,84.42
2025,QS World University Rankings,406,University 0406,South Korea,83.19,84.27,84.87,84.85,80.65,79.61,76.3
2025,QS World University Rankings,407,University 0407,South Korea,84.84,87.62,80.29,84.35,75.38,88.77,78.9
2025,QS World University Rankings,408,University 0408,Switzerland,82.62,80.96,83.5,80.36,77.35,80.97,88.23
2025,QS World University Rankings,409,University 0409,China,82.2,83.46,78.61,89.86,87.08,76.23,83.79
2025,QS World University Rankings,410,University 0410,Switzerland,84.77,80.41,84.56,85.61,83.76,91.47,88.33
2025,QS World University Rankings,411,University 0411,Sweden,87.03,90.5,85.17,89.98,85.34,91.32,88.11
2025,QS World University Rankings,412,University 0412,South Korea,83.18,88.07,78.05,80.53,77.21,83.47,88.85
2025,QS World University Rankings,413,University 0413,Canada,85.07,85.18,79.78,84.61,89.75,83.43,87.81
2025,QS World University Rankings,414,University 0414,India,82.0,85.11,82.76,85.54,72.52,77.54,82.91
2025,QS World University Rankings,415,University 0415,Spain,82.33,82.19,80.71,82.83,92.03,89.0,81.26
2025,QS World University Rankings,416,University 0416,Italy,85.69,84.09,86.65,84.0,82.97,89.43,78.71
2025,QS World University Rankings,417,University 0417,Germany,84.08,83.86,84.94,82.09,77.63,78.3,87.58
2025,QS World University Rankings,418,University 0418,Switzerland,84.46,87.56,84.33,92.21,88.89,89.77,90.08
2025,QS World University Rankings,419,University 0419,USA,85.07,83.35,88.96,86.27,94.98,86.33,87.05
2025,QS World University Rankings,420,University 0420,Sweden,83.6,78.62,85.71,85.66,88.15,90.24,86.91
2025,QS World University Rankings,421,University 0421,Singapore,83.06,83.88,84.91,87.07,86.19,87.35,83.65
2025,QS World University Rankings,422,University 0422,Italy,83.83,79.08,82.84,83.88,93.47,84.77,84.93
2025,QS World University Rankings,423,University 0423,Singapore,82.42,83.46,85.96,79.42,82.38,83.01,82.72
2025,QS World University Rankings,424,University 0424,Netherlands,82.99,85.58,78.5,89.24,88.05,85.37,78.01
2025,QS World University Rankings,425,University 0425,Netherlands,83.32,83.22,83.51,77.05,84.69,83.55,89.54
2025,QS World University Rankings,426,University 0426,Canada,83.74,80.24,81.66,77.42,78.27,77.66,86.02
2025,QS World University Rankings,427,University 0427,Canada,83.11,85.6,86.03,87.69,81.12,82.35,88.51
2025,QS World University Rankings,428,University 0428,Netherlands,85.93,89.61,88.93,79.49,88.89,79.68,85.87
2025,QS World University Rankings,429,University 0429,Singapore,82.04,81.79,78.7,86.19,76.03,77.47,85.32
2025,QS World University Rankings,430,University 0430,UK,83.67,82.24,86.24,90.31,83.97,76.71,76.86
2025,QS World University Rankings,431,University 0431,France,84.31,84.2,82.02,86.8,80.97,90.05,86.91
2025,QS World University Rankings,432,University 0432,Germany,81.33,78.08,78.09,77.42,78.5,85.33,75.78
2025,QS World University Rankings,433,University 0433,Netherlands,82.5,78.65,79.04,80.05,86.65,77.5,77.9
2025,QS World University Rankings,434,University 0434,India,79.5,75.61,80.23,82.97,89.13,72.64,82.64
2025,QS World University Rankings,435,University 0435,Sweden,85.06,87.6,86.65,89.06,85.9,81.96,81.66
2025,QS World University Rankings,436,University 0436,Germany,80.96,77.32,79.08,83.76,89.36,80.92,78.64
2025,QS World University Rankings,437,University 0437,Spain,82.73,83.08,77.25,83.7,89.33,88.17,75.93
2025,QS World University Rankings,438,University 0438,USA,82.85,80.14,86.44,87.01,81.62,88.19,78.07
2025,QS World University Rankings,439,University 0439,Canada,84.21,80.41,82.99,90.84,88.32,78.73,84.7
2025,QS World University Rankings,440,University 0440,India,83.98,79.52,83.15,89.82,84.67,80.4,89.69
2025,QS World University Rankings,441,University 0441,India,79.8,77.48,75.26,84.25,77.35,83.25,84.9
2025,QS World University Rankings,442,University 0442,India,81.72,78.92,85.58,85.43,75.23,82.97,82.74
2025,QS World University Rankings,443,University 0443,UK,85.25,87.28,80.38,78.57,90.44,81.05,79.94
2025,QS World University Rankings,444,University 0444,Italy,79.85,77.12,83.61,75.48,82.26,76.39,86.79
2025,QS World University Rankings,445,University 0445,Switzerland,81.17,79.41,86.55,82.06,87.86,85.57,79.79
2025,QS World University Rankings,446,University 0446,China,79.7,84.17,78.02,82.71,74.32,83.24,80.77
2025,QS World University Rankings,447,University 0447,Italy,80.28,83.35,79.2,77.79,72.24,76.79,80.21
2025,QS World University Rankings,448,University 0448,Switzerland,85.74,88.76,88.02,86.04,82.94,84.84,87.97
2025,QS World University Rankings,449,University 0449,France,84.0,82.19,85.82,83.75,77.64,85.17,90.02
2025,QS World University Rankings,450,University 0450,Sweden,82.04,85.05,84.87,78.95,76.37,80.11,84.4
2025,QS World University Rankings,451,University 0451,Netherlands,82.17,83.16,79.82,84.36,72.62,77.24,79.23
2025,QS World University Rankings,452,University 0452,Spain,79.43,79.54,83.36,74.8,77.56,81.44,72.82
2025,QS World University Rankings,453,University 0453,India,84.22,85.97,87.85,76.42,76.82,89.0,85.76
2025,QS World University Rankings,454,University 0454,India,82.04,77.87,84.97,77.47,87.47,84.16,76.49
2025,QS World University Rankings,455,University 0455,Australia,80.57,82.79,84.34,74.1,74.88,76.61,81.97
2025,QS World University Rankings,456,University 0456,India,82.62,78.07,78.58,90.33,81.41,87.12,83.33
2025,QS World University Rankings,457,University 0457,USA,85.03,82.73,84.55,79.9,90.83,87.29,89.13
2025,QS World University Rankings,458,University 0458,Australia,81.7,78.53,85.21,77.77,78.36,80.53,81.78
2025,QS World University Rankings,459,University 0459,Australia,82.24,82.69,86.89,76.13,89.71,81.32,77.33
2025,QS World University Rankings,460,University 0460,Canada,81.04,78.13,75.31,78.3,72.54,82.97,74.13
2025,QS World University Rankings,461,University 0461,India,83.52,85.87,82.01,76.43,78.41,77.51,86.79
2025,QS World University Rankings,462,University 0462,Sweden,81.2,83.89,82.28,88.21,90.24,84.38,80.87
2025,QS World University Rankings,463,University 0463,Germany,83.14,78.9,81.74,80.86,92.16,88.26,82.57
2025,QS World University Rankings,464,University 0464,Japan,81.57,84.12,76.86,73.86,89.05,88.25,80.63
2025,QS World University Rankings,465,University 0465,Canada,78.7,83.01,74.48,76.03,73.42,79.77,81.0
2025,QS World University Rankings,466,University 0466,Sweden,80.27,83.04,76.84,79.97,84.25,76.81,84.94
2025,QS World University Rankings,467,University 0467,Germany,81.05,79.09,75.72,73.13,84.35,78.63,86.63
2025,QS World University Rankings,468,University 0468,Canada,81.84,81.9,75.95,78.61,87.91,80.55,86.84
2025,QS World University Rankings,469,University 0469,Switzerland,80.71,78.34,82.95,86.08,80.59,79.79,75.91
2025,QS World University Rankings,470,University 0470,Spain,83.76,81.36,79.83,83.71,92.3,79.1,86.87
2025,QS World University Rankings,471,University 0471,France,82.27,84.93,88.24,84.24,72.82,76.84,76.85
2025,QS World University Rankings,472,University 0472,Singapore,78.12,81.02,74.14,71.24,82.44,78.77,79.96
2025,QS World University Rankings,473,University 0473,Sweden,79.57,80.44,84.8,72.74,77.9,85.21,86.49
2025,QS World University Rankings,474,University 0474,Sweden,81.69,81.15,80.03,86.27,74.71,82.15,82.34
2025,QS World University Rankings,475,University 0475,Sweden,86.0,90.34,86.76,82.97,93.73,84.91,80.01
2025,QS World University Rankings,476,University 0476,South Korea,80.08,78.52,74.59,80.96,71.6,74.57,83.89
2025,QS World University Rankings,477,University 0477,Singapore,81.57,86.4,81.49,87.66,75.26,81.43,82.83
2025,QS World University Rankings,478,University 0478,Sweden,79.59,78.24,80.63,73.39,80.15,73.99,76.44
2025,QS World University Rankings,479,University 0479,Spain,82.4,79.06,77.44,76.86,80.99,84.35,84.42
2025,QS World University Rankings,480,University 0480,Canada,82.29,78.18,84.92,76.9,77.7,77.8,85.38
2025,QS World University Rankings,481,University 0481,Sweden,78.14,73.35,81.07,84.27,82.23,75.22,83.63
2025,QS World University Rankings,482,University 0482,China,79.48,81.7,75.41,75.71,79.01,76.81,78.03
2025,QS World University Rankings,483,University 0483,Australia,83.67,88.27,88.88,90.17,89.33,81.4,81.74
2025,QS World University Rankings,484,University 0484,Sweden,80.37,75.57,80.67,83.22,76.13,86.37,75.47
2025,QS World University Rankings,485,University 0485,Italy,80.85,83.74,75.23,81.74,83.62,77.63,78.14
2025,QS World University Rankings,486,University 0486,Canada,79.16,80.04,75.92,76.85,72.16,74.05,80.13
2025,QS World University Rankings,487,University 0487,USA,77.68,75.08,75.53,74.61,85.37,77.08,71.44
2025,QS World University Rankings,488,University 0488,Sweden,80.86,78.27,83.78,76.56,78.23,82.92,83.54
2025,QS World University Rankings,489,University 0489,Sweden,82.98,80.1,78.15,80.36,91.04,83.83,80.81
2025,QS World University Rankings,490,University 0490,Australia,78.65,76.95,77.62,74.9,71.85,77.63,75.93
2025,QS World University Rankings,491,University 0491,South Korea,77.74,80.42,75.9,83.6,85.42,74.91,82.8
2025,QS World University Rankings,492,University 0492,UK,80.48,84.44,82.92,79.63,70.99,86.51,87.22
2025,QS World University Rankings,493,University 0493,Australia,78.92,81.88,78.89,80.32,73.79,74.88,74.88
2025,QS World University Rankings,494,University 0494,Switzerland,81.67,86.62,87.44,88.43,75.78,78.22,83.14
2025,QS World University Rankings,495,University 0495,India,83.71,79.61,84.09,90.49,86.22,80.14,86.14
2025,QS World University Rankings,496,University 0496,Sweden,80.01,82.08,79.42,77.29,74.18,73.66,79.17
2025,QS World University Rankings,497,University 0497,Canada,80.27,77.09,76.17,80.97,71.62,85.46,75.67
2025,QS World University Rankings,498,University 0498,Italy,80.54,82.03,80.17,76.85,76.5,80.79,80.61
2025,QS World University Rankings,499,University 0499,Germany,82.87,79.4,85.77,82.32,81.14,78.19,79.3
2025,QS World University Rankings,500,University 0500,Singapore,79.55,74.81,84.87,77.37,87.57,79.29,86.13
2025,QS World University Rankings,501,University 0501,USA,79.27,79.83,78.7,74.92,73.82,75.42,72.46
2025,QS World University Rankings,502,University 0502,Canada,77.98,80.69,81.5,85.93,84.99,71.95,74.94
2025,QS World University Rankings,503,University 0503,India,81.06,85.04,84.68,79.73,74.33,81.56,74.39
2025,QS World University Rankings,504,University 0504,Sweden,79.61,83.19,77.41,87.37,70.84,73.44,79.35
2025,QS World University Rankings,505,University 0505,Italy,81.51,82.84,85.03,82.05,82.92,74.97,85.37
2025,QS World University Rankings,506,University 0506,France,79.02,79.85,83.01,83.85,86.12,81.59,85.6
2025,QS World University Rankings,507,University 0507,Germany,83.17,84.2,88.23,90.85,87.31,89.59,86.99
2025,QS World University Rankings,508,University 0508,France,81.03,79.45,83.27,79.57,84.32,83.08,75.63
2025,QS World University Rankings,509,University 0509,UK,77.45,79.5,83.3,85.2,71.13,82.54,77.94
2025,QS World University Rankings,510,University 0510,Singapore,81.52,78.43,82.76,75.62,84.4,78.7,79.54
2025,QS World University Rankings,511,University 0511,Netherlands,78.71,76.11,84.36,85.96,82.83,82.49,77.06
2025,QS World University Rankings,512,University 0512,Sweden,83.53,88.2,79.73,82.59,75.69,82.33,88.69
2025,QS World University Rankings,513,University 0513,USA,77.4,74.79,75.31,78.21,83.34,80.03,82.89
2025,QS World University Rankings,514,University 0514,Netherlands,79.98,79.97,84.06,81.06,70.95,74.02,75.41
2025,QS World University Rankings,515,University 0515,Germany,81.48,77.59,77.12,76.74,77.93,86.44,81.54
2025,QS World University Rankings,516,University 0516,Japan,82.45,84.34,81.82,75.32,72.5,86.67,87.59
2025,QS World University Rankings,517,University 0517,France,81.13,83.57,79.44,82.37,88.81,88.1,80.43
2025,QS World University Rankings,518,University 0518,Italy,81.04,85.17,86.34,85.15,89.44,75.7,75.36
2025,QS World University Rankings,519,University 0519,Japan,82.49,84.89,81.91,82.74,75.89,79.03,82.67
2025,QS World University Rankings,520,University 0520,Singapore,77.97,80.72,73.96,84.29,71.26,72.12,76.06
2025,QS World University Rankings,521,University 0521,UK,80.55,81.54,85.21,88.16,84.71,83.25,81.24
2025,QS World University Rankings,522,University 0522,Singapore,80.53,82.3,78.61,87.89,81.77,74.07,74.56
2025,QS World University Rankings,523,University 0523,Japan,76.36,78.88,75.69,70.91,72.98,75.15,82.19
2025,QS World University Rankings,524,University 0524,Australia,79.52,77.63,76.98,77.23,77.93,78.07,84.37
2025,QS World University Rankings,525,University 0525,South Korea,76.62,74.84,72.86,77.39,77.86,72.97,70.89
2025,QS World University Rankings,526,University 0526,Japan,77.49,74.29,72.51,77.68,68.96,76.94,77.18
2025,QS World University Rankings,527,University 0527,Sweden,81.06,84.12,75.46,86.81,86.14,76.1,85.94
2025,QS World University Rankings,528,University 0528,Switzerland,79.46,83.67,78.03,80.68,80.89,83.04,79.21
2025,QS World University Rankings,529,University 0529,Netherlands,81.85,78.91,85.14,83.94,89.09,78.53,82.86
2025,QS World University Rankings,530,University 0530,France,77.2,76.0,73.37,71.75,84.75,84.06,76.48
2025,QS World University Rankings,531,University 0531,Italy,78.72,75.11,84.33,77.99,84.88,75.28,83.8
2025,QS World University Rankings,532,University 0532,Japan,79.53,78.9,77.92,87.07,83.12,81.3,72.53
2025,QS World University Rankings,533,University 0533,Singapore,76.15,71.19,71.52,79.67,75.05,80.35,82.19
2025,QS World University Rankings,534,University 0534,Sweden,78.66,74.45,76.8,78.48,73.32,73.88,74.9
2025,QS World University Rankings,535,University 0535,Switzerland,78.13,80.46,78.29,83.01,69.32,72.29,74.75
2025,QS World University Rankings,536,University 0536,South Korea,76.24,78.61,73.07,72.33,84.75,81.71,71.69
2025,QS World University Rankings,537,University 0537,Italy,81.48,82.17,76.77,82.64,87.65,81.11,85.2
2025,QS World University Rankings,538,University 0538,China,77.73,76.95,80.29,80.79,83.36,81.21,78.13
2025,QS World University Rankings,539,University 0539,China,77.79,78.68,73.87,77.8,84.33,75.47,73.99
2025,QS World University Rankings,540,University 0540,Germany,81.55,82.85,82.28,89.18,76.82,81.56,84.95
2025,QS World University Rankings,541,University 0541,India,76.87,72.47,75.55,71.33,78.37,81.82,71.49
2025,QS World University Rankings,542,University 0542,China,82.39,79.74,86.41,81.51,90.48,86.89,82.34
2025,QS World University Rankings,543,University 0543,South Korea,79.98,80.61,75.5,80.46,86.97,79.85,84.62
2025,QS World University Rankings,544,University 0544,China,77.04,80.58,75.61,74.18,84.03,82.36,83.93
