"是否SAAS","平台","账号","销售类别","销售方式","收入年度","入账年度","入账期间","订单年度","订单期间","产品线","内部交易币别","内部税率","税额原币","税额本币","预计收入期数","收入数量","收款收入金额","收入期数","收入原币","收入汇率","收入本币","前期累计收入","截止本期收入","未确认收入金额","财务代码","财务名称","销售公司代码","销售公司名称","客户代码","客户名称","Cart订单","Cart主订单","Cart支付号"
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,25.1500000000,1.0000000000,2.1000000000,7.0288000000,14.7600000000,2.1000000000,4.2000000000,20.9500000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995838132448137657",CO1841717273129521161,pay_dqfa7boluchuvmtyaenymynulm
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmora AI Credits  Win,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,17.0200000000,1.0000000000,1.4200000000,7.0288000000,9.9800000000,1.4200000000,2.8400000000,14.1800000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.08.02",万兴全球有限公司,"1995838043554058468",CO1841745974479167546,pay_yuicqhz5rpkebbxpxxdjdzvoum
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmora AI Credits  Win,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,6.4100000000,1.0000000000,0.5300000000,7.0288000000,3.7300000000,0.5300000000,1.0600000000,5.3500000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.08.02",万兴全球有限公司,"1995838204971847951",CO1841758753588129863,pay_tpdoe2ad6a2ejozjxebfzvy2oa
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmora AI Credits  Desktop Win,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,13.3600000000,1.0000000000,1.1100000000,0.0447970000,7.8000000000,1.1100000000,2.2200000000,11.1400000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.08.02",万兴全球有限公司,"1995838227935662198",CO1841801165941637192,pay_j4w2d7yxxmxulnxvnj6iw4nlm4
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,NewBlue FX,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,55.2900000000,1.0000000000,4.6100000000,0.0048600000,32.4000000000,4.6100000000,9.2200000000,46.0700000000,"001.000351",Wondershare NewBlue FX 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995838054882873525",CO1841729389853286423,pay_bgc5mz5j25kuzgdzmicjy6khm4
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmora AI Credits  Desktop Win,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,6.5000000000,1.0000000000,0.5400000000,1.2831530000,3.8000000000,0.5400000000,1.0800000000,5.4200000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.08.02",万兴全球有限公司,"1995838149321822634",CO1832031075301720101,pay_op6c2ksnmd6evpsqdmt2gqbxf4
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmora AI Credits  Desktop Win,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,13.3600000000,1.0000000000,1.1100000000,0.0447970000,7.8000000000,1.1100000000,2.2200000000,11.1400000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.08.02",万兴全球有限公司,"1995837767862456446",CO1832036590690115591,pay_hgjod4fnltpedhezyuw6fwpywu
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,3,1.0000000000,14.2400000000,1.0000000000,4.7500000000,8.2355000000,33.3900000000,4.7500000000,9.5000000000,4.7400000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995838085044113650",CO1832033873003294739,pay_kmjpfofqpi5upmpeqp36kt7k2a
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,1,2025,1,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,37.7900000000,1.0000000000,3.1400000000,7.0288000000,22.0700000000,34.6500000000,37.7900000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1887465922256441452",CO1725656767902650449,pay_6zrxe5r6erwuzlar6pnjtvqrvu
1,Adyen,Wondershare-HK,收入,直销,202512,2025,1,2025,1,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,55.3900000000,1.0000000000,4.5700000000,0.0447970000,32.1200000000,50.8200000000,55.3900000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1879668420903965098",AD1725910186316140641,WLXG9XXWHXXR2NX3
1,OceanPayment,"213638",收入,经销,202512,2025,1,2025,1,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,61.5400000000,1.0000000000,5.1100000000,0.0447970000,35.9200000000,56.4300000000,61.5400000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1885047940993519848",Q250129130218896633298,"250129130218896633298"
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,1,2025,1,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,57.8900000000,1.0000000000,4.8700000000,5.1142000000,34.2300000000,53.0200000000,57.8900000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1887466164712378786",CO1726346304719040571,pay_kps22zs4d73upkkjvmuh4iw36e
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,1,2025,1,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,19.4000000000,1.0000000000,1.5800000000,1.8680420000,11.1100000000,17.8200000000,19.4000000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1887466204398882967",CO1725781339583164512,pay_qf5wb4kfov2uddjbk3apiatsse
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,1,2025,1,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,42.1100000000,1.0000000000,3.5000000000,0.2245830000,24.6000000000,38.6100000000,42.1100000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1887465979806486604",CO1721388564179718196,pay_jldkdymzdp4uph45rvmn5dkppi
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,1,2025,1,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,35.6900000000,1.0000000000,3.0200000000,7.0288000000,21.2300000000,32.6700000000,35.6900000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1887466110840737959",CO1725598860825731086,pay_rzq5iamr575etjqjcypx2qcbai
1,Adyen,Wondershare-JP,收入,直销,202512,2025,1,2025,1,NewBlue FX,JPY,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,6670.0000000000,1.0000000000,554.0000000000,0.0447970000,24.8200000000,6116.0000000000,6670.0000000000,0.0000000000,"001.000351",Wondershare NewBlue FX 软件,"100.03",万兴科技（湖南）有限公司,"100.04",株式会社万兴软件,"1880030754625294451",AD1726336607396171869,KNCCXTKQC6PVZGF3
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,1,2025,1,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,43.4600000000,1.0000000000,3.6400000000,7.0288000000,25.5800000000,39.8200000000,43.4600000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1887466033795567645",CO1725765701489537044,pay_ezc44tary76elil7677zc36dru
1,Adyen,Wondershare-HK,收入,直销,202512,2025,1,2025,1,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,24.0300000000,1.0000000000,2.0300000000,0.0782960000,14.2700000000,22.0000000000,24.0300000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1876769423298138459",AD1723029735972937773,QL82Q3SF2W8QZFZ3
1,Adyen,Wondershare-HK,收入,直销,202512,2025,1,2025,1,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,76.3900000000,1.0000000000,6.3200000000,0.6968160000,44.4200000000,70.0700000000,76.3900000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1881117977114317007",AD1727301507270316077,D4WL3T85HRGR2NX3
1,OceanPayment,"213638",收入,经销,202512,2025,1,2025,1,Virbo Web,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,33.0400000000,1.0000000000,2.7900000000,7.0288000000,19.6100000000,30.2500000000,33.0400000000,0.0000000000,"001.000384",Wondershare Virbo Web 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1885047940725084270",Q250129151345105242929,"250129151345105242929"
1,Adyen,Wondershare-HK,收入,直销,202512,2025,1,2025,1,AI Portrait,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,34.3300000000,1.0000000000,2.8700000000,0.0782960000,20.1700000000,31.4600000000,34.3300000000,0.0000000000,"001.000321",Wondershare AI Portrait 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1881480269312037117",AD1727724695267713047,XTF7PX9NDPSTZWX3
1,OceanPayment,"213638",收入,经销,202512,2025,1,2025,1,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,36.8900000000,1.0000000000,3.1200000000,7.0288000000,21.9300000000,33.7700000000,36.8900000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1884323219733745836",Q250127223611000668756,"250127223611000668756"
1,Adyen,Wondershare-HK,收入,直销,202512,2025,1,2025,1,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,53.7900000000,1.0000000000,4.5100000000,0.0447970000,31.7000000000,49.2800000000,53.7900000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1878219010466648085",AD1724278921909370898,MG3GGXJKJVBLHWF3
1,OceanPayment,"213638",收入,经销,202512,2025,1,2025,1,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,28.3100000000,1.0000000000,2.3500000000,7.0288000000,16.5200000000,25.9600000000,28.3100000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1883598378110030152",Q250125185407129817353,"250125185407129817353"
1,Adyen,Wondershare-HK,收入,直销,202512,2025,1,2025,1,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,62.9600000000,1.0000000000,5.2100000000,7.0288000000,36.6200000000,57.7500000000,62.9600000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1878943634250797389",AD1725277845717393464,FDZ9QN5B8HF53SF3
1,Adyen,Wondershare-HK,收入,直销,202512,2025,1,2025,1,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,45.0400000000,1.0000000000,3.7900000000,7.0288000000,26.6400000000,41.2500000000,45.0400000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1875319777128354225",AD1721379132674547807,VN24FQZWPKR4XDG6
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmora AI Credits  Win,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,68.9900000000,1.0000000000,5.7500000000,7.0288000000,40.4200000000,5.7500000000,11.5000000000,57.4900000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.08.02",万兴全球有限公司,"1995838109366882602",CO1841827030595276820,pay_heun7535hiaepiq2lqo7xkiewy
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,58.4100000000,1.0000000000,4.8700000000,0.2245830000,34.2300000000,4.8700000000,9.7400000000,48.6700000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995838127511441468",CO1832067781707313214,pay_xausfhswenbetiji3i5nmnkhwy
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,53.2900000000,1.0000000000,4.4400000000,0.0447970000,31.2100000000,4.4400000000,8.8800000000,44.4100000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995838061828640984",CO1841835102546047061,pay_r4ch46uaqrwu3kfl5utdue3lii
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmora AI Credits  Desktop Win,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,29.9400000000,1.0000000000,2.5000000000,0.0447970000,17.5700000000,2.5000000000,5.0000000000,24.9400000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.08.02",万兴全球有限公司,"1995838043268845616",CO1841848094725648437,pay_3yiexqhx456eneakaoztoogyfu
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmora AI Credits  Desktop Win,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,13.3600000000,1.0000000000,1.1100000000,0.0447970000,7.8000000000,1.1100000000,2.2200000000,11.1400000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.08.02",万兴全球有限公司,"1995838092665164239",CO1832070038465159249,pay_6bxd7tryemuerejf3n2kenqpta
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,59.9900000000,1.0000000000,5.0000000000,7.0288000000,35.1400000000,5.0000000000,10.0000000000,49.9900000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995838191826899006",CO1841855397784584212,pay_no2cxojf6fourklfkl7oe37tdi
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,53.2900000000,1.0000000000,4.4400000000,0.0447970000,31.2100000000,4.4400000000,8.8800000000,44.4100000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995838131298898118",CO1841890960453804113,pay_sgoysjdjqzuexi3rgfbngnyqfi
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,32.3900000000,1.0000000000,2.7000000000,7.0288000000,18.9800000000,2.7000000000,5.4000000000,26.9900000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995838099468325188",CO1841897031117451272,pay_maabilxcwnxu5fu3ac74cd5gs4
1,OceanPayment,"213638",费用,经销,202512,2025,8,2025,8,Filmora AI Credits Desktop,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,-0.0600000000,1.0000000000,-0.0100000000,7.0288000000,-0.0700000000,-0.0400000000,-0.0500000000,-0.0100000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.07.01",炜博科技有限公司,"1956075979172483459",Q250810133525868180094,"250810133525868180094"
1,OceanPayment,"213638",费用,经销,202512,2025,8,2025,8,Filmora AI Credits Desktop,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,-0.5500000000,1.0000000000,-0.0500000000,7.0288000000,-0.3500000000,-0.2000000000,-0.2500000000,-0.3000000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.07.01",炜博科技有限公司,"1956075982423068674",Q250810163659350300020,"250810163659350300020"
1,OceanPayment,"213638",费用,经销,202512,2025,8,2025,8,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,-3.0100000000,1.0000000000,-0.2500000000,7.0288000000,-1.7600000000,-1.0000000000,-1.2500000000,-1.7600000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1956075979898097929",Q250810163201369121939,"250810163201369121939"
1,OceanPayment,"213638",费用,经销,202512,2025,8,2025,8,Filmora AI Credits Desktop,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,-0.2500000000,1.0000000000,-0.0200000000,7.0288000000,-0.1400000000,-0.0800000000,-0.1000000000,-0.1500000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.07.01",炜博科技有限公司,"1956438367960830255",Q250811200541775497501,"250811200541775497501"
1,OceanPayment,"213638",费用,经销,202512,2025,8,2025,8,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,-2.4200000000,1.0000000000,-0.2000000000,7.0288000000,-1.4100000000,-0.8000000000,-1.0000000000,-1.4200000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1956075982423069090",Q250810034759161959504,"250810034759161959504"
1,OceanPayment,"213638",费用,经销,202512,2025,8,2025,8,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,-3.5000000000,1.0000000000,-0.2900000000,7.0288000000,-2.0400000000,-1.1600000000,-1.4500000000,-2.0500000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1956438364857045166",Q250811083007371237529,"250811083007371237529"
1,OceanPayment,"213638",费用,经销,202512,2025,8,2025,8,Filmora AI Credits Desktop,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,-0.5000000000,1.0000000000,-0.0400000000,7.0288000000,-0.2800000000,-0.1600000000,-0.2000000000,-0.3000000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.07.01",炜博科技有限公司,"1956438364370505982",Q250811213057449330027,"250811213057449330027"
1,OceanPayment,"213638",费用,经销,202512,2025,8,2025,8,Filmora AI Credits Desktop,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,-0.0600000000,1.0000000000,-0.0100000000,7.0288000000,-0.0700000000,-0.0400000000,-0.0500000000,-0.0100000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.07.01",炜博科技有限公司,"1956438364370505981",Q250811213057449330027,"250811213057449330027"
1,OceanPayment,"213638",费用,经销,202512,2025,8,2025,8,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,-1.4200000000,1.0000000000,-0.1200000000,7.0288000000,-0.8400000000,-0.4800000000,-0.6000000000,-0.8200000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1956438366660596181",Q250811221203372318295,"250811221203372318295"
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Boris FX,USD,0.0000000000,0.0000000000,0.0000000000,3,1.0000000000,33.9400000000,1.0000000000,11.3100000000,8.2355000000,79.5000000000,11.3100000000,22.6200000000,11.3200000000,"001.000352",Wondershare Boris FX 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995838190509887871",CO1841910751650394165,pay_3nppcshkskeuhofolep63e23y4
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,3,1.0000000000,23.9900000000,1.0000000000,8.0000000000,7.0288000000,56.2300000000,8.0000000000,16.0000000000,7.9900000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995838214950097289",CO1841895286106361860,pay_w3ncrf3wgcsuzpangu4zqnv5pu
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,40.6600000000,1.0000000000,3.3900000000,8.2355000000,23.8300000000,3.3900000000,6.7800000000,33.8800000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995837773046616355",CO1832114277139886166,pay_ze7xhtllsyuujczqbibdip7gze
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmora AI Credits  Win,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,6.3700000000,1.0000000000,0.5300000000,7.0288000000,3.7300000000,0.5300000000,1.0600000000,5.3100000000,"001.000399",Wondershare Filmora AI Credits 软件,"100.07",深圳万兴软件有限公司,"100.08.02",万兴全球有限公司,"1995837730436681921",CO1841911403742892081,pay_gny3e42sea7uhbggnqu27gjiwi
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Edraw.AI Web/H5,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,63.0800000000,1.0000000000,5.2600000000,7.0288000000,36.9700000000,5.2600000000,10.5200000000,52.5600000000,"017.0001004",Edraw Edraw.AI 软件,"100.09.004",亿图软件（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995838171505496489",CO1841940804077486109,pay_ddu4f5a5s2iurk2qrnj57whvsi
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,51.8300000000,1.0000000000,4.3200000000,7.0288000000,30.3600000000,4.3200000000,8.6400000000,43.1900000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995838155382591653",CO1841937861253275732,pay_wy5hklazpruetd3td6pqc4acam
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,AI Portrait,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,59.9900000000,1.0000000000,5.0000000000,7.0288000000,35.1400000000,5.0000000000,10.0000000000,49.9900000000,"001.000321",Wondershare AI Portrait 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995838122536996892",CO1841940603736567842,pay_vfxqpga4nynu3hdzu2x4w55a4q
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,41.1600000000,1.0000000000,3.4300000000,7.0288000000,24.1100000000,3.4300000000,6.8600000000,34.3000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995838105478762722",CO1841940288509452380,pay_msj7mryp5qjujlwzreanq7ulzi
1,checkout,checkout@wondershare.com-2,收入,直销,202512,2025,11,2025,11,NewBlue FX,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,64.1900000000,1.0000000000,5.3500000000,7.0288000000,37.6000000000,5.3500000000,10.7000000000,53.4900000000,"001.000351",Wondershare NewBlue FX 软件,"100.03",万兴科技（湖南）有限公司,"100.08.02",万兴全球有限公司,"1995838080929501544",CO1832161904241803312,pay_u3bu66qy3hbexklzgacodjgtcq
1,OceanPayment,"213638",费用,经销,202512,2025,4,2025,4,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,-0.0900000000,1.0000000000,-0.0100000000,7.0288000000,-0.0700000000,-0.0800000000,-0.0900000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1910052855918629007",Q250404050530602244994,"250404050530602244994"
1,OceanPayment,"213638",费用,经销,202512,2025,4,2025,4,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,-1.6300000000,1.0000000000,-0.1400000000,7.0288000000,-0.9800000000,-1.1200000000,-1.2600000000,-0.3700000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1910052848763146377",Q250405190249003970819,"250405190249003970819"
1,OceanPayment,"213638",费用,经销,202512,2025,4,2025,4,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,-0.0900000000,1.0000000000,-0.0100000000,7.0288000000,-0.0700000000,-0.0800000000,-0.0900000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1910052850755440846",Q250405192940647614532,"250405192940647614532"
1,OceanPayment,"213638",费用,经销,202512,2025,4,2025,4,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,-0.0900000000,1.0000000000,-0.0100000000,7.0288000000,-0.0700000000,-0.0800000000,-0.0900000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1910052860205207636",Q250405045903783351943,"250405045903783351943"
1,OceanPayment,"213638",费用,经销,202512,2025,4,2025,4,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,-4.4600000000,1.0000000000,-0.3700000000,7.0288000000,-2.6000000000,-2.9600000000,-3.3300000000,-1.1300000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1910052860205207637",Q250405045903783351943,"250405045903783351943"
1,OceanPayment,"213638",费用,经销,202512,2025,4,2025,4,Filmstock Subscription,USD,0.0000000000,0.0000000000,0.0000000000,12,1.0000000000,-0.0900000000,1.0000000000,-0.0100000000,7.0288000000,-0.0700000000,-0.0800000000,-0.0900000000,0.0000000000,"001.000277",Wondershare Filmstock Subscription 软件,"100.03",万兴科技（湖南）有限公司,"100.07.01",炜博科技有限公司,"1910052862033924315",Q250405094307835725593,"250405094307835725593"
