Name,Sex,Team,NOC,Year,City,Sport,Event,Medal
Jrgen Andersen,M,Norway,NOR,1912,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Bronze
Jrgen Andersen,M,Norway,NOR,1920,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Free System",Silver
Jrgen Andersen,M,Denmark,DEN,1968,Mexico City,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Jrgen Andersen,M,Denmark,DEN,1972,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Kaj Andersen,M,Denmark,DEN,1972,Munich,Athletics,Athletics Men's Discus Throw,No medal
Karen -jrgensen),F,Denmark,DEN,1936,Berlin,Diving,Diving Women's Platform,No medal
Keld Andersen,M,Denmark,DEN,1972,Munich,Handball,Handball Men's Handball,No medal
Kjerstin Andersen,F,Norway,NOR,1988,Seoul,Handball,Handball Women's Handball,Silver
Knud Andersen,M,Denmark,DEN,1948,London,Cycling,"Cycling Men's Road Race, Individual",No medal
Knud Andersen,M,Denmark,DEN,1948,London,Cycling,"Cycling Men's Road Race, Team",No medal
Knud Andersen,M,Denmark,DEN,1952,Helsinki,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
Kristine Andersen,F,Denmark,DEN,2004,Athina,Handball,Handball Women's Handball,Gold
Leif Andersen,M,Norway,NOR,1952,Helsinki,Rowing,Rowing Men's Coxed Fours,No medal
Else (-svanberg),F,Denmark,DEN,1932,Los Angeles,Swimming,Swimming Women's 100 metres Freestyle,No medal
Else (-svanberg),F,Denmark,DEN,1932,Los Angeles,Swimming,Swimming Women's 400 metres Freestyle,No medal
Linda (-cerup-simonsen),F,Norway,NOR,1992,Barcelona,Sailing,Sailing Women's One Person Dinghy,Gold
Linda (-cerup-simonsen),F,Norway,NOR,1996,Atlanta,Sailing,Sailing Women's Two Person Dinghy,No medal
Mads Andersen,M,Denmark,DEN,2008,Beijing,Rowing,Rowing Men's Lightweight Coxless Fours,Gold
Peter Andersen,M,Denmark,DEN,1908,London,Football,Football Men's Football,Silver
Mette Andersen,F,Denmark,DEN,2004,Athina,Cycling,"Cycling Women's Mountainbike, Cross-Country",No medal
Niels Andersen,M,Denmark,DEN,1908,London,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",No medal
Niels Andersen,M,Denmark,DEN,1908,London,Shooting,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team",No medal
Niels Andersen,M,Denmark,DEN,1912,Stockholm,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres, Team",Bronze
Niels Andersen,M,Denmark,DEN,1912,Stockholm,Shooting,"Shooting Men's Military Rifle, 200, 400, 500 and 600 metres, Team",No medal
Nils Andersen,M,Norway,NOR,1924,Paris,Athletics,"Athletics Men's 3,000 metres, Team",No medal
Nina (-jakobsen),F,Norway,NOR,1996,Atlanta,Football,Football Women's Football,Bronze
Ove Andersen,M,Finland,FIN,1928,Amsterdam,Athletics,"Athletics Men's 3,000 metres Steeplechase",Bronze
Peter Andersen,M,Denmark,DEN,1992,Barcelona,Football,Football Men's Football,No medal
Peter Andersen,M,Denmark,DEN,2004,Athina,Cycling,"Cycling Men's Mountainbike, Cross-Country",No medal
Peter Andersen,M,Denmark,DEN,1912,Stockholm,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Silver
Paul Andersen,M,Denmark,DEN,1960,Roma,Football,Football Men's Football,Silver
Poul Andersen,M,Denmark,DEN,1952,Helsinki,Football,Football Men's Football,No medal
Hugo Andersen,M,Argentina,ARG,1984,Los Angeles,Judo,Judo Men's Heavyweight,No medal
Rolf-Peder Andersen,M,Denmark,DEN,1972,Munich,Rowing,Rowing Men's Coxless Fours,No medal
Sigvard Andersen,M,Norway,NOR,1912,Stockholm,Diving,Diving Men's Platform,No medal
Sigvard Andersen,M,Norway,NOR,1912,Stockholm,Diving,Diving Men's Plain High,No medal
Sigvard Andersen,M,Norway,NOR,1920,Antwerpen,Diving,Diving Men's Platform,No medal
Sigvard Andersen,M,Norway,NOR,1920,Antwerpen,Diving,Diving Men's Plain High,No medal
Stine Andersen,F,Denmark,DEN,2012,London,Shooting,"Shooting Women's Air Rifle, 10 metres",No medal
Sren Andersen,M,Denmark,DEN,1992,Barcelona,Football,Football Men's Football,No medal
Sren Andersen,M,Denmark,DEN,1976,Montreal,Handball,Handball Men's Handball,No medal
Thomas Andersen,M,Denmark,DEN,1984,Los Angeles,Sailing,Sailing Mixed Three Person Keelboat,No medal
Vagn Andersen,M,Denmark,DEN,1972,Munich,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",No medal
Vagn Andersen,M,Denmark,DEN,1972,Munich,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
Vigo Andersen,M,Denmark,DEN,1906,Athina,Football,Football Men's Football,Gold
Villy Andersen,M,Denmark,DEN,1960,Roma,Boxing,Boxing Men's Flyweight,No medal
Gabriela Andersen-schiess,F,Switzerland,SUI,1984,Los Angeles,Athletics,Athletics Women's Marathon,No medal
Grete Andersen-waitz,F,Norway,NOR,1972,Munich,Athletics,"Athletics Women's 1,500 metres",No medal
Grete Andersen-waitz,F,Norway,NOR,1976,Montreal,Athletics,"Athletics Women's 1,500 metres",No medal
Grete Andersen-waitz,F,Norway,NOR,1984,Los Angeles,Athletics,Athletics Women's Marathon,Silver
Grete Andersen-waitz,F,Norway,NOR,1988,Seoul,Athletics,Athletics Women's Marathon,No medal
nderson Oliveira,M,Brazil,BRA,2008,Beijing,Football,Football Men's Football,Bronze
Anderson Rodrigues,M,Brazil,BRA,2004,Athina,Volleyball,Volleyball Men's Volleyball,Gold
Anderson Rodrigues,M,Brazil,BRA,2008,Beijing,Volleyball,Volleyball Men's Volleyball,Silver
Alberto Anderson,M,Argentina,ARG,1924,Paris,Rowing,Rowing Men's Coxed Eights,No medal
Alyssa Anderson,F,United States,USA,2012,London,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Gold
Andrea (-bolder),F,United States,USA,2000,Sydney,Athletics,Athletics Women's 4 x 400 metres Relay,Gold
Arthur Anderson,M,Great Britain,GBR,1912,Stockholm,Athletics,Athletics Men's 100 metres,No medal
Arthur Anderson,M,Great Britain,GBR,1912,Stockholm,Athletics,Athletics Men's 200 metres,No medal
Robert Anderson,M,Great Britain,GBR,1952,Helsinki,Fencing,"Fencing Men's Sabre, Individual",No medal
Robert Anderson,M,Great Britain,GBR,1952,Helsinki,Fencing,"Fencing Men's Sabre, Team",No medal
Brett Anderson,M,United States,USA,2008,Beijing,Baseball,Baseball Men's Baseball,Bronze
Brian Anderson,M,Ireland,IRL,1964,Tokyo,Boxing,Boxing Men's Light-Welterweight,No medal
Charles Anderson,M,United States,USA,1948,London,Equestrianism,"Equestrianism Men's Three-Day Event, Individual",No medal
Charles Anderson,M,United States,USA,1948,London,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
Christopher Anderson,M,Australia,AUS,1996,Atlanta,Athletics,Athletics Men's High Jump,No medal
Clvis Jnior,M,Brazil,BRA,1988,Seoul,Cycling,"Cycling Men's 1,000 metres Time Trial",No medal
Clvis Jnior,M,Brazil,BRA,1988,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
Colin Anderson,M,Australia,AUS,1956,Melbourne,Shooting,"Shooting Men's Running Target, Single And Double Shot",No medal
Craig Anderson,M,Australia,AUS,2000,Sydney,Baseball,Baseball Men's Baseball,No medal
Craig Anderson,M,Australia,AUS,2004,Athina,Baseball,Baseball Men's Baseball,Silver
Dale Anderson,M,Canada,CAN,1972,Munich,Boxing,Boxing Men's Featherweight,No medal
David Anderson,M,Australia,AUS,1952,Helsinki,Rowing,Rowing Men's Coxed Eights,Bronze
David Anderson,M,Australia,AUS,1956,Melbourne,Rowing,Rowing Men's Coxless Fours,No medal
David Anderson,M,Great Britain,GBR,1988,Seoul,Boxing,Boxing Men's Featherweight,No medal
David Anderson,M,Canada,CAN,1960,Roma,Rowing,Rowing Men's Coxed Eights,Silver
David Anderson,M,Australia,AUS,1992,Barcelona,Athletics,Athletics Men's High Jump,No medal
Derrick Anderson,M,Guam,GUM,1988,Seoul,Judo,Judo Men's Half-Lightweight,No medal
Derrick Anderson,M,Canada,CAN,1964,Tokyo,Hockey,Hockey Men's Hockey,No medal
Edwin Anderson,M,United States,USA,1912,Stockholm,Shooting,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres",No medal
Edwin Anderson,M,United States,USA,1912,Stockholm,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres",No medal
Eduardo Igarzabal,M,Argentina,ARG,1968,Mexico City,Hockey,Hockey Men's Hockey,No medal
Edward Anderson,M,Belize,BIZ,1968,Mexico City,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
Gary Anderson,M,United States,USA,1964,Tokyo,Shooting,"Shooting Men's Free Rifle, Three Positions, 300 metres",Gold
Gary Anderson,M,United States,USA,1968,Mexico City,Shooting,"Shooting Mixed Free Rifle, Three Positions, 300 metres",Gold
Gary Anderson,M,United States,USA,1968,Mexico City,Shooting,"Shooting Mixed Small-Bore Rifle, Prone, 50 metres",No medal
Gary Anderson,M,New Zealand,NZL,1988,Seoul,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",No medal
Gary Anderson,M,New Zealand,NZL,1992,Barcelona,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze
Gary Anderson,M,New Zealand,NZL,1992,Barcelona,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
Gary Anderson,M,New Zealand,NZL,1996,Atlanta,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",No medal
Gary Anderson,M,New Zealand,NZL,2000,Sydney,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",No medal
Gary Anderson,M,New Zealand,NZL,2000,Sydney,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",No medal
Gary Anderson,M,Canada,CAN,1988,Seoul,Swimming,Swimming Men's 200 metres Individual Medley,No medal
Gary Anderson,M,Canada,CAN,1992,Barcelona,Swimming,Swimming Men's 200 metres Individual Medley,No medal
Gerald Anderson,M,Great Britain,GBR,1908,London,Cycling,Cycling Men's Sprint,No medal
Haley Anderson,F,United States,USA,2012,London,Swimming,Swimming Women's 10 kilometres Open Water,Silver
Haley Anderson,F,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 10 kilometres Open Water,No medal
Hershel Anderson,M,United States,USA,1972,Munich,Shooting,"Shooting Mixed Free Pistol, 50 metres",No medal
Hershel Anderson,M,United States,USA,1976,Montreal,Shooting,"Shooting Mixed Free Pistol, 50 metres",No medal
Isaac Anderson,M,United States,USA,1988,Seoul,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",No medal
Jenny-Lyn Anderson,F,Australia,AUS,2012,London,Synchronized Swimming,Synchronized Swimming Women's Team,No medal
Jerome Anderson,M,Puerto Rico,PUR,1964,Tokyo,Diving,Diving Men's Springboard,No medal
Jerome Anderson,M,Puerto Rico,PUR,1964,Tokyo,Diving,Diving Men's Platform,No medal
Jerome Anderson,M,Puerto Rico,PUR,1968,Mexico City,Diving,Diving Men's Springboard,No medal
Jerome Anderson,M,Puerto Rico,PUR,1968,Mexico City,Diving,Diving Men's Platform,No medal
Judith Anderson,F,United States,USA,1984,Los Angeles,Athletics,Athletics Women's Heptathlon,No medal
John Anderson,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's Discus Throw,No medal
John Anderson,M,United States,USA,1932,Los Angeles,Athletics,Athletics Men's Discus Throw,Gold
John Anderson,M,Canada,CAN,1984,Los Angeles,Water Polo,Water Polo Men's Water Polo,No medal
John Anderson,M,United States,USA,1952,Helsinki,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres",No medal
John Anderson,M,Australia,AUS,1972,Munich,Sailing,Sailing Mixed Two Person Keelboat,Gold
John Anderson,M,Australia,AUS,1976,Montreal,Sailing,Sailing Mixed Three Person Keelboat,No medal
John Anderson,M,Canada,CAN,1988,Seoul,Equestrianism,"Equestrianism Mixed Jumping, Individual",No medal
Jon Anderson,M,United States,USA,1972,Munich,Athletics,"Athletics Men's 10,000 metres",No medal
Juan Munz,M,Argentina,ARG,1936,Berlin,Athletics,Athletics Men's 400 metres,No medal
Juan Munz,M,Argentina,ARG,1936,Berlin,Athletics,Athletics Men's 800 metres,No medal
Julio Quiroga,M,Guatemala,GUA,1976,Montreal,Football,Football Men's Football,No medal
Karl Anderson,M,United States,USA,1924,Paris,Athletics,Athletics Men's 110 metres Hurdles,No medal
Keturah Anderson,F,Canada,CAN,1988,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Keturah Anderson,F,Canada,CAN,1992,Barcelona,Athletics,Athletics Women's 100 metres Hurdles,No medal
Keturah Anderson,F,Canada,CAN,1996,Atlanta,Athletics,Athletics Women's 100 metres Hurdles,No medal
Keturah Anderson,F,Canada,CAN,1996,Atlanta,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Keturah Anderson,F,Canada,CAN,2000,Sydney,Athletics,Athletics Women's 100 metres Hurdles,No medal
Kevin Anderson,M,South Africa,RSA,2008,Beijing,Tennis,Tennis Men's Singles,No medal
Kevin Anderson,M,South Africa,RSA,2008,Beijing,Tennis,Tennis Men's Doubles,No medal
Gerard Anderson,M,Great Britain,GBR,1912,Stockholm,Athletics,Athletics Men's 110 metres Hurdles,No medal
Lewis Anderson,M,United States,USA,1912,Stockholm,Athletics,"Athletics Men's 1,500 metres",No medal
Lindsey (olson-),F,United States,USA,2008,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase",No medal
Marcus Anderson,M,Australia,AUS,1968,Mexico City,Swimming,Swimming Men's 200 metres Freestyle,No medal
Marvin Anderson,M,Jamaica,JAM,2008,Beijing,Athletics,Athletics Men's 200 metres,No medal
Matthew Anderson,M,United States,USA,2012,London,Volleyball,Volleyball Men's Volleyball,No medal
Matthew Anderson,M,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
Matthew Anderson,M,Puerto Rico,PUR,1996,Atlanta,Sailing,Sailing Men's Windsurfer,No medal
Miller Anderson,M,United States,USA,1948,London,Diving,Diving Men's Springboard,Silver
Miller Anderson,M,United States,USA,1952,Helsinki,Diving,Diving Men's Springboard,Silver
Murray Anderson,M,South Africa,RSA,1996,Atlanta,Hockey,Hockey Men's Hockey,No medal
Norman Anderson,M,United States,USA,1924,Paris,Athletics,Athletics Men's Shot Put,No medal
Olanda Anderson,M,United States,USA,2000,Sydney,Boxing,Boxing Men's Light-Heavyweight,No medal
Otto Anderson,M,United States,USA,1924,Paris,Athletics,Athletics Men's Decathlon,No medal
Paul Anderson,M,Great Britain,GBR,1968,Mexico City,Sailing,Sailing Mixed 5.5 metres,Bronze
Paul Anderson,M,United States,USA,1956,Melbourne,Weightlifting,Weightlifting Men's Heavyweight,Gold
Roberto Anderson,M,Argentina,ARG,1948,London,Hockey,Hockey Men's Hockey,No medal
Rose Anderson,F,Great Britain,GBR,2012,London,Basketball,Basketball Women's Basketball,No medal
Ross Anderson,M,New Zealand,NZL,1988,Seoul,Swimming,Swimming Men's 100 metres Freestyle,No medal
Ross Anderson,M,New Zealand,NZL,1988,Seoul,Swimming,Swimming Men's 100 metres Butterfly,No medal
Ross Anderson,M,New Zealand,NZL,1988,Seoul,Swimming,Swimming Men's 200 metres Butterfly,No medal
Ross Anderson,M,New Zealand,NZL,1988,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,No medal
Samuel Schweyer,M,Cuba,CUB,1952,Helsinki,Athletics,Athletics Men's 110 metres Hurdles,No medal
Samuel Schweyer,M,Cuba,CUB,1952,Helsinki,Athletics,Athletics Men's 4 x 100 metres Relay,No medal
John Anderson,M,Australia,AUS,1984,Los Angeles,Sailing,Sailing Mixed Multihull,Bronze
Scott Anderson,M,New Zealand,NZL,1992,Barcelona,Hockey,Hockey Men's Hockey,No medal
Shani Anderson,F,Great Britain,GBR,2000,Sydney,Athletics,Athletics Women's 100 metres,No medal
Shani Anderson,F,Great Britain,GBR,2000,Sydney,Athletics,Athletics Women's 4 x 100 metres Relay,No medal
Stephen Anderson,M,United States,USA,1928,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,Silver
Timothy Anderson,M,Great Britain,GBR,1952,Helsinki,Athletics,Athletics Men's Pole Vault,No medal
Thomas Anderson,M,Australia,AUS,1968,Mexico City,Sailing,Sailing Mixed Three Person Keelboat,No medal
Thomas Anderson,M,Australia,AUS,1972,Munich,Sailing,Sailing Mixed Three Person Keelboat,Gold
Wayne Anderson,M,United States,USA,1964,Tokyo,Swimming,Swimming Men's 200 metres Breaststroke,No medal
William Anderson,M,Canada,CAN,1908,London,Cycling,"Cycling Men's Team Pursuit, 1,980 yards",Bronze
William Anderson,M,Canada,CAN,1908,London,Cycling,"Cycling Men's 5,000 metres",No medal
William Anderson,M,Canada,CAN,1908,London,Cycling,Cycling Men's 20 kilometres,No medal
William Anderson,M,Canada,CAN,1908,London,Cycling,Cycling Men's 100 kilometres,No medal
William Anderson,M,Union des Socits Franais de Sports Athletiques,GBR,1900,Paris,Cricket,Cricket Men's Cricket,Silver
William Anderson,M,Great Britain,GBR,1906,Athina,Athletics,Athletics Men's 400 metres,No medal
William Anderson,M,Great Britain,GBR,1906,Athina,Athletics,Athletics Men's 800 metres,No medal
William Jr.,M,United States,USA,1988,Seoul,Basketball,Basketball Men's Basketball,Bronze
Lesley Anderson-herweck,F,Canada,CAN,1984,Los Angeles,Rowing,Rowing Women's Coxed Eights,No medal
Karen Anderson-oldham,F,United States,USA,1956,Melbourne,Athletics,Athletics Women's Javelin Throw,No medal
Karen Anderson-oldham,F,United States,USA,1960,Roma,Athletics,Athletics Women's Javelin Throw,No medal
Kate Anderson-richardson,F,Australia,AUS,1996,Atlanta,Athletics,"Athletics Women's 5,000 metres",No medal
Kate Anderson-richardson,F,Australia,AUS,2000,Sydney,Athletics,"Athletics Women's 5,000 metres",No medal
Eduards Andersons,M,Latvia,LAT,1936,Berlin,Basketball,Basketball Men's Basketball,No medal
Carl Andersson,M,Sweden,SWE,1908,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,No medal
Carl Andersson,M,Sweden,SWE,1908,London,Swimming,Swimming Men's 200 metres Breaststroke,No medal
Agneta Andersson,F,Sweden,SWE,1980,Moskva,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",No medal
Agneta Andersson,F,Sweden,SWE,1980,Moskva,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
Agneta Andersson,F,Sweden,SWE,1984,Los Angeles,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold
Agneta Andersson,F,Sweden,SWE,1984,Los Angeles,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
Agneta Andersson,F,Sweden,SWE,1984,Los Angeles,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Silver
Agneta Andersson,F,Sweden,SWE,1988,Seoul,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",No medal
Agneta Andersson,F,Sweden,SWE,1988,Seoul,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",No medal
Agneta Andersson,F,Sweden,SWE,1988,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",No medal
Agneta Andersson,F,Sweden,SWE,1992,Barcelona,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Silver
Agneta Andersson,F,Sweden,SWE,1992,Barcelona,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
Agneta Andersson,F,Sweden,SWE,1996,Atlanta,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
Agneta Andersson,F,Sweden,SWE,1996,Atlanta,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
ke Andersson,M,Sweden,SWE,1952,Helsinki,Athletics,"Athletics Men's 5,000 metres",No medal
Albert Andersson,M,Sweden,SWE,1920,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Albert Andersson,M,Sweden,SWE,1928,Amsterdam,Athletics,Athletics Men's 110 metres Hurdles,No medal
Albert Andersson,M,Sweden,SWE,1928,Amsterdam,Athletics,Athletics Men's Decathlon,No medal
Sven Andersson,M,Sweden,SWE,1976,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 500 metres",No medal
Sven Andersson,M,Sweden,SWE,1976,Montreal,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Sven Andersson,M,Sweden,SWE,1980,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",No medal
Sven Andersson,M,Sweden,SWE,1980,Moskva,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
Anders Andersson,M,Sweden,SWE,1920,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres",No medal
Anders Andersson,M,Sweden,SWE,1920,Antwerpen,Shooting,"Shooting Men's Free Pistol, 50 metres, Team",Silver
Marion (-odell),F,Sweden,SWE,1952,Helsinki,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal
Karl (-holtman),M,Sweden,SWE,1920,Antwerpen,Gymnastics,"Gymnastics Men's Team All-Around, Swedish System",Gold
Arvid Andersson,M,Sweden,SWE,1912,Stockholm,Tug-Of-War,Tug-Of-War Men's Tug-Of-War,Gold
Olov Andersson,M,Sweden,SWE,1948,London,Weightlifting,Weightlifting Men's Featherweight,No medal
Olov Andersson,M,Sweden,SWE,1952,Helsinki,Weightlifting,Weightlifting Men's Lightweight,No medal
Ernst Andersson,M,Sweden,SWE,1908,London,Athletics,"Athletics Men's 1,500 metres",No medal
Bengt Andersson,M,Sweden,SWE,1984,Los Angeles,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Bengt Andersson,M,Sweden,SWE,1988,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Berndt Andersson,M,Sweden,SWE,1972,Munich,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",No medal
Berndt Andersson,M,Sweden,SWE,1976,Montreal,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",No medal
Berndt Andersson,M,Sweden,SWE,1980,Moskva,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",No medal
Birger Andersson,M,Finland,FIN,1952,Helsinki,Rowing,Rowing Men's Coxed Eights,No medal
Bjrn Andersson,M,Sweden,SWE,1972,Munich,Handball,Handball Men's Handball,No medal
Bo Andersson,M,Sweden,SWE,1972,Munich,Handball,Handball Men's Handball,No medal
Carl (gorthon-),M,Sweden,SWE,1908,London,Wrestling,"Wrestling Men's Middleweight, Freestyle",No medal
Carl Andersson,M,Sweden,SWE,1912,Stockholm,Athletics,Athletics Men's Marathon,No medal
Carl-Georg Andersson,M,Sweden,SWE,1912,Stockholm,Wrestling,"Wrestling Men's Featherweight, Greco-Roman",No medal
Erik Andersson,M,Sweden,SWE,1924,Paris,Water Polo,Water Polo Men's Water Polo,No medal
Curt Andersson,M,Sweden,SWE,1972,Munich,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",No medal
Curt Andersson,M,Sweden,SWE,1976,Montreal,Shooting,"Shooting Mixed Rapid-Fire Pistol, 25 metres",No medal
Elsa (-cordes),F,Sweden,SWE,1912,Stockholm,Diving,Diving Women's Plain High,No medal
Per (-martinsson),M,Sweden,SWE,2004,Athina,Shooting,"Shooting Men's Running Target, 10 metres",No medal
Erik Andersson,M,Sweden,SWE,1948,London,Athletics,Athletics Men's Decathlon,No medal
Erik Andersson,M,Sweden,SWE,2004,Athina,Swimming,Swimming Men's 100 metres Butterfly,No medal
Klas Andersson,M,Sweden,SWE,1912,Stockholm,Swimming,Swimming Men's 100 metres Freestyle,No medal
Klas Andersson,M,Sweden,SWE,1920,Antwerpen,Water Polo,Water Polo Men's Water Polo,Bronze
Klas Andersson,M,Sweden,SWE,1924,Paris,Water Polo,Water Polo Men's Water Polo,No medal
Eva Andersson,F,Sweden,SWE,1972,Munich,Swimming,Swimming Women's 100 metres Freestyle,No medal
Eva Andersson,F,Sweden,SWE,1972,Munich,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,No medal
Frank Andersson,M,Sweden,SWE,1976,Montreal,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",No medal
Frank Andersson,M,Sweden,SWE,1976,Montreal,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",No medal
Frank Andersson,M,Sweden,SWE,1980,Moskva,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",No medal
Frank Andersson,M,Sweden,SWE,1980,Moskva,Wrestling,"Wrestling Men's Heavyweight, Freestyle",No medal
Frank Andersson,M,Sweden,SWE,1984,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
Frank Andersson,M,Sweden,SWE,1984,Los Angeles,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",No medal
Gary Andersson,M,Sweden,SWE,1980,Moskva,Swimming,Swimming Men's 400 metres Individual Medley,No medal
Bengt Andersson,M,Sweden,SWE,1980,Moskva,Sailing,Sailing Mixed Three Person Keelboat,No medal
Bengt Andersson,M,Sweden,SWE,1960,Roma,Sailing,Sailing Mixed One Person Dinghy,No medal
Erik Andersson,M,Sweden,SWE,1948,London,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Gold
Erik Andersson,M,Sweden,SWE,1952,Helsinki,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Silver
Gte Andersson,M,Sweden,SWE,1936,Berlin,Water Polo,Water Polo Men's Water Polo,No medal
Gunilla (-leinskld),F,Sweden,SWE,1976,Montreal,Swimming,Swimming Women's 100 metres Butterfly,No medal
Gunilla (-leinskld),F,Sweden,SWE,1976,Montreal,Swimming,Swimming Women's 200 metres Butterfly,No medal
Gunilla (-leinskld),F,Sweden,SWE,1976,Montreal,Swimming,Swimming Women's 4 x 100 metres Medley Relay,No medal
Gustaf Andersson,M,Sweden,SWE,1924,Paris,Shooting,"Shooting Men's Free Rifle, Prone, 600 metres",No medal
Gustaf Andersson,M,Sweden,SWE,1924,Paris,Shooting,"Shooting Men's Free Rifle, 400, 600 and 800 metres, Team",No medal
Gustaf Andersson,M,Sweden,SWE,1932,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",No medal
Ernst Andersson,M,Sweden,SWE,1936,Berlin,Athletics,Athletics Men's Discus Throw,No medal
Svensk Andersson,M,Sweden,SWE,1912,Stockholm,Athletics,"Athletics Men's Cross-Country, Individual",Silver
Svensk Andersson,M,Sweden,SWE,1912,Stockholm,Athletics,"Athletics Men's Cross-Country, Team",Gold
Karl Andersson,M,Sweden,SWE,1948,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Karl Andersson,M,Sweden,SWE,1948,London,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres",No medal
Karl Andersson,M,Sweden,SWE,1952,Helsinki,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",No medal
Inger (-fogelstrm),F,Sweden,SWE,1972,Munich,Swimming,Swimming Women's 100 metres Freestyle,No medal
Elsa (-wallin),F,Sweden,SWE,1948,London,Gymnastics,Gymnastics Women's Team All-Around,No medal
Isabellah (amoro-),F,Sweden,SWE,2012,London,Athletics,Athletics Women's Marathon,No medal
Jan Andersson,M,Sweden,SWE,1980,Moskva,Sailing,Sailing Mixed Three Person Keelboat,No medal
Arne Andersson,M,Sweden,SWE,1988,Seoul,Diving,Diving Men's Springboard,No medal
Arne Andersson,M,Sweden,SWE,1992,Barcelona,Diving,Diving Men's Springboard,No medal
