Category,AWB Number,Dispatch Date,Delivered Date,Courier Partner,Tracking Link,Type of Return,Suborder Number Masked
"Cups, Mugs & Saucers",VL0080415367315,2025-02-04,2025-02-22,PocketShip,https://www.valmo.in/track/VL0080415367315,Courier Return (RTO),11722444018141****
"Cups, Mugs & Saucers",VL0080454202559,2025-02-11,2025-02-22,PocketShip,https://www.valmo.in/track/VL0080454202559,Courier Return (RTO),11964427237936****
"Cups, Mugs & Saucers",VL0080454202579,2025-02-11,2025-02-22,PocketShip,https://www.valmo.in/track/VL0080454202579,Courier Return (RTO),11978491862374****
"Cups, Mugs & Saucers",VL0080415367317,2025-02-04,2025-02-22,PocketShip,https://www.valmo.in/track/VL0080415367317,Courier Return (RTO),11715159464619****
"Cups, Mugs & Saucers",VL0080420931119,2025-02-05,2025-02-21,PocketShip,https://www.valmo.in/track/VL0080420931119,Courier Return (RTO),11771400432310****
"Cups, Mugs & Saucers",VL0080432417187,2025-02-07,2025-02-21,PocketShip,https://www.valmo.in/track/VL0080432417187,Courier Return (RTO),11872588837184****
"Cups, Mugs & Saucers",VL0080395642530,2025-02-01,2025-02-21,PocketShip,https://www.valmo.in/track/VL0080395642530,Courier Return (RTO),11616907578427****
"Cups, Mugs & Saucers",M00852488495,2025-02-01,2025-02-21,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00852488495&searchBy=referenceNumber,Courier Return (RTO),11604195830847****
"Cups, Mugs & Saucers",M00869254802,2025-02-10,2025-02-20,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00869254802&searchBy=referenceNumber,Courier Return (RTO),11944394572202****
"Cups, Mugs & Saucers",VL0080436946947,2025-02-08,2025-02-20,PocketShip,https://www.valmo.in/track/VL0080436946947,Courier Return (RTO),11888895034942****
"Cups, Mugs & Saucers",M00869254800,2025-02-10,2025-02-20,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00869254800&searchBy=referenceNumber,Courier Return (RTO),11931884014822****
"Cups, Mugs & Saucers",VL0080432417171,2025-02-07,2025-02-20,PocketShip,https://www.valmo.in/track/VL0080432417171,Courier Return (RTO),11855837711366****
"Cups, Mugs & Saucers",VL0080387274590,2025-01-30,2025-02-20,PocketShip,https://www.valmo.in/track/VL0080387274590,Courier Return (RTO),11582413471836****
"Cups, Mugs & Saucers",VL0080412773938,2025-02-03,2025-02-20,PocketShip,https://www.valmo.in/track/VL0080412773938,Courier Return (RTO),11684537272660****
"Cups, Mugs & Saucers",VL0080400997962,2025-02-01,2025-02-20,PocketShip,https://www.valmo.in/track/VL0080400997962,Courier Return (RTO),11642289612943****
"Cups, Mugs & Saucers",VL0080429240531,2025-02-06,2025-02-19,PocketShip,https://www.valmo.in/track/VL0080429240531,Courier Return (RTO),11834999890679****
"Cups, Mugs & Saucers",M00866369607,2025-02-08,2025-02-19,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00866369607&searchBy=referenceNumber,Courier Return (RTO),11903483705831****
"Cups, Mugs & Saucers",VL0080420931201,2025-02-05,2025-02-19,PocketShip,https://www.valmo.in/track/VL0080420931201,Courier Return (RTO),11803413234436****
"Cups, Mugs & Saucers",M00861238488,2025-02-05,2025-02-19,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00861238488&searchBy=referenceNumber,Courier Return (RTO),11757807946287****
"Cups, Mugs & Saucers",VL0080415367316,2025-02-04,2025-02-19,PocketShip,https://www.valmo.in/track/VL0080415367316,Courier Return (RTO),11726051509357****
"Cups, Mugs & Saucers",VL0080447770756,2025-02-10,2025-02-18,PocketShip,https://www.valmo.in/track/VL0080447770756,Courier Return (RTO),11935703363623****
"Cups, Mugs & Saucers",VL0080420931136,2025-02-05,2025-02-18,PocketShip,https://www.valmo.in/track/VL0080420931136,Courier Return (RTO),11769230717575****
"Cups, Mugs & Saucers",VL0080349377804,2025-01-23,2025-02-18,PocketShip,https://www.valmo.in/track/VL0080349377804,Courier Return (RTO),11317678694760****
"Cups, Mugs & Saucers",VL0080420931111,2025-02-05,2025-02-18,PocketShip,https://www.valmo.in/track/VL0080420931111,Courier Return (RTO),11753690310812****
"Cups, Mugs & Saucers",VL0080429240515,2025-02-06,2025-02-18,PocketShip,https://www.valmo.in/track/VL0080429240515,Courier Return (RTO),11834824579471****
"Cups, Mugs & Saucers",M00848071569,2025-01-29,2025-02-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00848071569&searchBy=referenceNumber,Courier Return (RTO),11527093748580****
"Cups, Mugs & Saucers",M00854033297,2025-02-01,2025-02-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00854033297&searchBy=referenceNumber,Courier Return (RTO),11643024223046****
"Cups, Mugs & Saucers",M00854033354,2025-02-01,2025-02-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00854033354&searchBy=referenceNumber,Courier Return (RTO),11652293046425****
"Cups, Mugs & Saucers",M00854033360,2025-02-01,2025-02-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00854033360&searchBy=referenceNumber,Courier Return (RTO),11655067076882****
"Cups, Mugs & Saucers",M00848071567,2025-01-29,2025-02-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00848071567&searchBy=referenceNumber,Courier Return (RTO),11542712370308****
"Cups, Mugs & Saucers",M00848071539,2025-01-29,2025-02-18,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00848071539&searchBy=referenceNumber,Courier Return (RTO),11497264414031****
"Cups, Mugs & Saucers",VL0080420931154,2025-02-05,2025-02-17,PocketShip,https://www.valmo.in/track/VL0080420931154,Courier Return (RTO),11762454884492****
"Cups, Mugs & Saucers",VL0080415367328,2025-02-04,2025-02-17,PocketShip,https://www.valmo.in/track/VL0080415367328,Courier Return (RTO),11725242677149****
"Cups, Mugs & Saucers",M00858529162,2025-02-03,2025-02-17,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00858529162&searchBy=referenceNumber,Courier Return (RTO),11674616266872****
"Cups, Mugs & Saucers",M00858529144,2025-02-03,2025-02-17,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00858529144&searchBy=referenceNumber,Courier Return (RTO),11686821037616****
"Cups, Mugs & Saucers",M00837177015,2025-01-23,2025-02-17,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00837177015&searchBy=referenceNumber,Courier Return (RTO),11316084976991****
"Cups, Mugs & Saucers",VL0080395642588,2025-02-01,2025-02-17,PocketShip,https://www.valmo.in/track/VL0080395642588,Courier Return (RTO),11611708886276****
"Cups, Mugs & Saucers",M00864134067,2025-02-06,2025-02-17,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00864134067&searchBy=referenceNumber,Courier Return (RTO),11839133003352****
"Cups, Mugs & Saucers",VL0080362669140,2025-01-25,2025-02-17,PocketShip,https://www.valmo.in/track/VL0080362669140,Courier Return (RTO),11387592079602****
"Cups, Mugs & Saucers",M00848071504,2025-01-29,2025-02-17,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00848071504&searchBy=referenceNumber,Courier Return (RTO),11528610148968****
"Cups, Mugs & Saucers",VL0080347030509,2025-01-22,2025-02-17,PocketShip,https://www.valmo.in/track/VL0080347030509,Courier Return (RTO),11294215353434****
"Cups, Mugs & Saucers",VL0080381792466,2025-01-29,2025-02-17,PocketShip,https://www.valmo.in/track/VL0080381792466,Courier Return (RTO),11513953650137****
"Cups, Mugs & Saucers",M00848071537,2025-01-29,2025-02-17,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00848071537&searchBy=referenceNumber,Courier Return (RTO),11494990642341****
"Cups, Mugs & Saucers",VL0080415367330,2025-02-04,2025-02-15,PocketShip,https://www.valmo.in/track/VL0080415367330,Courier Return (RTO),11727197759792****
"Cups, Mugs & Saucers",VL0080400997949,2025-02-01,2025-02-15,PocketShip,https://www.valmo.in/track/VL0080400997949,Courier Return (RTO),11654201726194****
"Cups, Mugs & Saucers",VL0080415367329,2025-02-04,2025-02-15,PocketShip,https://www.valmo.in/track/VL0080415367329,Courier Return (RTO),11749197856806****
"Cups, Mugs & Saucers",VL0080369687872,2025-01-27,2025-02-15,PocketShip,https://www.valmo.in/track/VL0080369687872,Courier Return (RTO),11429766694654****
"Cups, Mugs & Saucers",VL0080395642595,2025-01-31,2025-02-15,PocketShip,https://www.valmo.in/track/VL0080395642595,Courier Return (RTO),11622152484699****
"Cups, Mugs & Saucers",VL0080381792468,2025-01-29,2025-02-15,PocketShip,https://www.valmo.in/track/VL0080381792468,Courier Return (RTO),11507960999818****
"Cups, Mugs & Saucers",VL0080415367319,2025-02-04,2025-02-14,PocketShip,https://www.valmo.in/track/VL0080415367319,Courier Return (RTO),11728682997288****
"Cups, Mugs & Saucers",M00849947544,2025-01-30,2025-02-14,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00849947544&searchBy=referenceNumber,Courier Return (RTO),11582794251305****
"Cups, Mugs & Saucers",VL0080400997953,2025-02-01,2025-02-14,PocketShip,https://www.valmo.in/track/VL0080400997953,Courier Return (RTO),11646101563880****
Water Glasses,M00849947549,2025-01-30,2025-02-14,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00849947549&searchBy=referenceNumber,Courier Return (RTO),11578353800723****
"Cups, Mugs & Saucers",M00843242425,2025-01-27,2025-02-14,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00843242425&searchBy=referenceNumber,Courier Return (RTO),11423419827704****
"Cups, Mugs & Saucers",VL0080387274587,2025-01-30,2025-02-13,PocketShip,https://www.valmo.in/track/VL0080387274587,Courier Return (RTO),11563811203373****
"Cups, Mugs & Saucers",M00848071550,2025-01-29,2025-02-13,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00848071550&searchBy=referenceNumber,Courier Return (RTO),11492722941863****
"Cups, Mugs & Saucers",M00837177033,2025-01-23,2025-02-13,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00837177033&searchBy=referenceNumber,Courier Return (RTO),11317346950479****
"Cups, Mugs & Saucers",M00846958729,2025-01-28,2025-02-13,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00846958729&searchBy=referenceNumber,Courier Return (RTO),11468382234768****
"Cups, Mugs & Saucers",VL0080354847488,2025-01-24,2025-02-13,PocketShip,https://www.valmo.in/track/VL0080354847488,Courier Return (RTO),11356724337724****
"Cups, Mugs & Saucers",M00843242395,2025-01-27,2025-02-12,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00843242395&searchBy=referenceNumber,Courier Return (RTO),11426853331515****
"Cups, Mugs & Saucers",M00846958727,2025-01-28,2025-02-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00846958727&searchBy=referenceNumber,Courier Return (RTO),11469695421966****
"Cups, Mugs & Saucers",M00843242418,2025-01-27,2025-02-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00843242418&searchBy=referenceNumber,Courier Return (RTO),11437561204788****
"Cups, Mugs & Saucers",M00846958701,2025-01-28,2025-02-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00846958701&searchBy=referenceNumber,Courier Return (RTO),11470823414595****
"Cups, Mugs & Saucers",M00838935924,2025-01-24,2025-02-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00838935924&searchBy=referenceNumber,Courier Return (RTO),11353756850447****
"Cups, Mugs & Saucers",VL0080379041042,2025-01-28,2025-02-11,PocketShip,https://www.valmo.in/track/VL0080379041042,Courier Return (RTO),11469864223705****
"Cups, Mugs & Saucers",M00846958752,2025-01-28,2025-02-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00846958752&searchBy=referenceNumber,Courier Return (RTO),11475046107620****
"Cups, Mugs & Saucers",M00848071500,2025-01-29,2025-02-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00848071500&searchBy=referenceNumber,Courier Return (RTO),11526988232583****
"Cups, Mugs & Saucers",M00834549890,2025-01-21,2025-02-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00834549890&searchBy=referenceNumber,Courier Return (RTO),11215751861325****
"Cups, Mugs & Saucers",M00841068403,2025-01-25,2025-02-11,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00841068403&searchBy=referenceNumber,Courier Return (RTO),11396287995015****
Jars & Containers,VL0080272755711,2025-01-08,2025-02-11,PocketShip,https://www.valmo.in/track/VL0080272755711,Courier Return (RTO),10712700274988****
"Cups, Mugs & Saucers",VL0080387274586,2025-01-30,2025-02-10,PocketShip,https://www.valmo.in/track/VL0080387274586,Courier Return (RTO),11560337020793****
"Cups, Mugs & Saucers",M00849947548,2025-01-30,2025-02-10,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00849947548&searchBy=referenceNumber,Courier Return (RTO),11570369185162****
"Cups, Mugs & Saucers",VL0080400997950,2025-02-01,2025-02-10,PocketShip,https://www.valmo.in/track/VL0080400997950,Courier Return (RTO),11634044928697****
"Cups, Mugs & Saucers",M00843242446,2025-01-27,2025-02-10,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00843242446&searchBy=referenceNumber,Courier Return (RTO),11429914373162****
"Cups, Mugs & Saucers",VL0080381792471,2025-01-29,2025-02-10,PocketShip,https://www.valmo.in/track/VL0080381792471,Courier Return (RTO),11532727312465****
"Cups, Mugs & Saucers",M00841068430,2025-01-25,2025-02-10,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00841068430&searchBy=referenceNumber,Courier Return (RTO),11397106886436****
"Cups, Mugs & Saucers",VL0080354847485,2025-01-24,2025-02-10,PocketShip,https://www.valmo.in/track/VL0080354847485,Courier Return (RTO),11348774129515****
"Cups, Mugs & Saucers",M00824921212,2025-01-16,2025-02-10,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00824921212&searchBy=referenceNumber,Courier Return (RTO),11063886431783****
"Cups, Mugs & Saucers",M00823789724,2025-01-15,2025-02-10,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00823789724&searchBy=referenceNumber,Courier Return (RTO),10980352015652****
"Cups, Mugs & Saucers",M00841068456,2025-01-25,2025-02-10,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00841068456&searchBy=referenceNumber,Courier Return (RTO),11386145916891****
"Cups, Mugs & Saucers",M00838935915,2025-01-24,2025-02-10,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00838935915&searchBy=referenceNumber,Courier Return (RTO),11352171628596****
"Cups, Mugs & Saucers",VL0080347030505,2025-01-22,2025-02-10,PocketShip,https://www.valmo.in/track/VL0080347030505,Courier Return (RTO),11262205677725****
"Cups, Mugs & Saucers",M00838935911,2025-01-24,2025-02-10,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00838935911&searchBy=referenceNumber,Courier Return (RTO),11370166735421****
"Cups, Mugs & Saucers",VL0080341910815,2025-01-21,2025-02-10,PocketShip,https://www.valmo.in/track/VL0080341910815,Courier Return (RTO),11210219245580****
"Cups, Mugs & Saucers",M00817610526,2025-01-11,2025-02-10,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00817610526&searchBy=referenceNumber,Courier Return (RTO),10877116206195****
Jars & Containers,VL0080309940952,2025-01-15,2025-02-10,PocketShip,https://www.valmo.in/track/VL0080309940952,Courier Return (RTO),11001015135177****
"Cups, Mugs & Saucers",VL0080318580735,2025-01-17,2025-02-10,PocketShip,https://www.valmo.in/track/VL0080318580735,Courier Return (RTO),11100246855784****
Jars & Containers,M00823789738,2025-01-15,2025-02-10,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00823789738&searchBy=referenceNumber,Courier Return (RTO),11028530339856****
"Cups, Mugs & Saucers",M00843242394,2025-01-27,2025-02-08,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00843242394&searchBy=referenceNumber,Courier Return (RTO),11436510750579****
"Cups, Mugs & Saucers",M00837177016,2025-01-23,2025-02-08,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00837177016&searchBy=referenceNumber,Courier Return (RTO),11319190144987****
"Cups, Mugs & Saucers",M00836136005,2025-01-22,2025-02-08,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00836136005&searchBy=referenceNumber,Courier Return (RTO),11282965422702****
"Cups, Mugs & Saucers",M00837177018,2025-01-23,2025-02-08,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00837177018&searchBy=referenceNumber,Courier Return (RTO),11313657291606****
"Cups, Mugs & Saucers",M00837177008,2025-01-23,2025-02-08,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00837177008&searchBy=referenceNumber,Courier Return (RTO),11324514997033****
"Cups, Mugs & Saucers",M00834549911,2025-01-21,2025-02-08,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00834549911&searchBy=referenceNumber,Courier Return (RTO),11218695548023****
"Cups, Mugs & Saucers",M00823789719,2025-01-15,2025-02-08,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00823789719&searchBy=referenceNumber,Courier Return (RTO),10973243754354****
"Cups, Mugs & Saucers",VL0080318580765,2025-01-17,2025-02-07,PocketShip,https://www.valmo.in/track/VL0080318580765,Courier Return (RTO),11106592479854****
"Cups, Mugs & Saucers",M00836135992,2025-01-22,2025-02-07,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00836135992&searchBy=referenceNumber,Courier Return (RTO),11240986235662****
"Cups, Mugs & Saucers",VL0080318580733,2025-01-17,2025-02-07,PocketShip,https://www.valmo.in/track/VL0080318580733,Courier Return (RTO),11084590991464****
"Cups, Mugs & Saucers",M00829585118,2025-01-18,2025-02-07,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00829585118&searchBy=referenceNumber,Courier Return (RTO),11132425550511****
"Cups, Mugs & Saucers",VL0080318580760,2025-01-17,2025-02-05,PocketShip,https://www.valmo.in/track/VL0080318580760,Courier Return (RTO),11100066074043****
"Cups, Mugs & Saucers",M00843242409,2025-01-27,2025-02-04,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00843242409&searchBy=referenceNumber,Courier Return (RTO),11429740104025****
"Cups, Mugs & Saucers",VL0080334150581,2025-01-20,2025-02-04,PocketShip,https://www.valmo.in/track/VL0080334150581,Courier Return (RTO),11174875131326****
"Cups, Mugs & Saucers",VL0080302814405,2025-01-14,2025-02-04,PocketShip,https://www.valmo.in/track/VL0080302814405,Courier Return (RTO),10956142512367****
"Cups, Mugs & Saucers",M00836135988,2025-01-22,2025-02-03,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00836135988&searchBy=referenceNumber,Courier Return (RTO),11276334656208****
"Cups, Mugs & Saucers",VL0080334150576,2025-01-20,2025-02-03,PocketShip,https://www.valmo.in/track/VL0080334150576,Courier Return (RTO),11176406262247****
"Cups, Mugs & Saucers",M00829585115,2025-01-18,2025-02-03,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00829585115&searchBy=referenceNumber,Courier Return (RTO),11129688985661****
"Cups, Mugs & Saucers",M00836136059,2025-01-22,2025-02-03,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00836136059&searchBy=referenceNumber,Courier Return (RTO),11293425506323****
"Cups, Mugs & Saucers",VL0080341910818,2025-01-21,2025-02-02,PocketShip,https://www.valmo.in/track/VL0080341910818,Courier Return (RTO),11211428224174****
"Cups, Mugs & Saucers (Deleted)",VL0080347030604,2025-01-22,2025-02-02,PocketShip,https://www.valmo.in/track/VL0080347030604,Courier Return (RTO),11278712788827****
"Cups, Mugs & Saucers",VL0080349377808,2025-01-23,2025-02-02,PocketShip,https://www.valmo.in/track/VL0080349377808,Courier Return (RTO),11318745441324****
"Cups, Mugs & Saucers",M00823789726,2025-01-15,2025-02-02,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00823789726&searchBy=referenceNumber,Courier Return (RTO),10999972291965****
"Cups, Mugs & Saucers",VL0080318580772,2025-01-17,2025-02-02,PocketShip,https://www.valmo.in/track/VL0080318580772,Courier Return (RTO),11099014102335****
"Cups, Mugs & Saucers",M00824921201,2025-01-16,2025-02-02,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00824921201&searchBy=referenceNumber,Courier Return (RTO),11079086593782****
"Cups, Mugs & Saucers",VL0080318580753,2025-01-17,2025-02-02,PocketShip,https://www.valmo.in/track/VL0080318580753,Courier Return (RTO),11105280902119****
"Cups, Mugs & Saucers",VL0080289348972,2025-01-11,2025-02-02,PocketShip,https://www.valmo.in/track/VL0080289348972,Courier Return (RTO),10882064382000****
"Cups, Mugs & Saucers",M00837177025,2025-01-23,2025-02-01,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00837177025&searchBy=referenceNumber,Courier Return (RTO),11324324659084****
"Cups, Mugs & Saucers",M00824921206,2025-01-16,2025-02-01,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00824921206&searchBy=referenceNumber,Courier Return (RTO),11055783223695****
"Cups, Mugs & Saucers",VL0080318580757,2025-01-17,2025-02-01,PocketShip,https://www.valmo.in/track/VL0080318580757,Courier Return (RTO),11107988690255****
"Cups, Mugs & Saucers",M00814332210,2025-01-09,2025-02-01,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00814332210&searchBy=referenceNumber,Courier Return (RTO),10813710020932****
"Cups, Mugs & Saucers",VL0080272755691,2025-01-08,2025-02-01,PocketShip,https://www.valmo.in/track/VL0080272755691,Courier Return (RTO),10740853145157****
"Cups, Mugs & Saucers",VL0080272755622,2025-01-08,2025-02-01,PocketShip,https://www.valmo.in/track/VL0080272755622,Courier Return (RTO),10744259684207****
Jars & Containers,M00823789732,2025-01-15,2025-02-01,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00823789732&searchBy=referenceNumber,Courier Return (RTO),11033637921675****
"Cups, Mugs & Saucers",VL0080261937135,2025-01-06,2025-02-01,PocketShip,https://www.valmo.in/track/VL0080261937135,Courier Return (RTO),10674353681232****
"Cups, Mugs & Saucers",VL0080318580730,2025-01-17,2025-01-31,PocketShip,https://www.valmo.in/track/VL0080318580730,Courier Return (RTO),11113239325943****
"Cups, Mugs & Saucers",VL0080318580745,2025-01-17,2025-01-31,PocketShip,https://www.valmo.in/track/VL0080318580745,Courier Return (RTO),11099455094393****
"Cups, Mugs & Saucers",VL0080318580744,2025-01-17,2025-01-31,PocketShip,https://www.valmo.in/track/VL0080318580744,Courier Return (RTO),11091510356570****
"Cups, Mugs & Saucers",M00824921208,2025-01-16,2025-01-31,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00824921208&searchBy=referenceNumber,Courier Return (RTO),11068319757113****
"Cups, Mugs & Saucers",VL0080318580738,2025-01-17,2025-01-31,PocketShip,https://www.valmo.in/track/VL0080318580738,Courier Return (RTO),11096920792426****
"Cups, Mugs & Saucers",M00824921197,2025-01-16,2025-01-31,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00824921197&searchBy=referenceNumber,Courier Return (RTO),11056361803418****
"Cups, Mugs & Saucers",M00819637457,2025-01-13,2025-01-31,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00819637457&searchBy=referenceNumber,Courier Return (RTO),10932737782136****
"Cups, Mugs & Saucers",VL0080341910806,2025-01-21,2025-01-30,PocketShip,https://www.valmo.in/track/VL0080341910806,Courier Return (RTO),11211362876485****
"Cups, Mugs & Saucers",VL0080309940889,2025-01-15,2025-01-30,PocketShip,https://www.valmo.in/track/VL0080309940889,Courier Return (RTO),10998205408378****
"Cups, Mugs & Saucers",M00824921198,2025-01-16,2025-01-30,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00824921198&searchBy=referenceNumber,Courier Return (RTO),11048649240047****
"Cups, Mugs & Saucers",M00823789716,2025-01-15,2025-01-30,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00823789716&searchBy=referenceNumber,Courier Return (RTO),10999102397090****
"Cups, Mugs & Saucers",VL0080281718295,2025-01-10,2025-01-30,PocketShip,https://www.valmo.in/track/VL0080281718295,Courier Return (RTO),10856731700972****
"Cups, Mugs & Saucers",M00819637459,2025-01-13,2025-01-30,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00819637459&searchBy=referenceNumber,Courier Return (RTO),10923449591558****
"Cups, Mugs & Saucers",VL0080302824709,2025-01-14,2025-01-29,PocketShip,https://www.valmo.in/track/VL0080302824709,Courier Return (RTO),10989161152295****
"Cups, Mugs & Saucers",VL0080302814388,2025-01-14,2025-01-29,PocketShip,https://www.valmo.in/track/VL0080302814388,Courier Return (RTO),10969804260890****
"Cups, Mugs & Saucers",M00819637460,2025-01-13,2025-01-29,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00819637460&searchBy=referenceNumber,Courier Return (RTO),10919654484636****
"Cups, Mugs & Saucers",VL0080281718286,2025-01-10,2025-01-29,PocketShip,https://www.valmo.in/track/VL0080281718286,Courier Return (RTO),10855037149619****
"Cups, Mugs & Saucers",M00803455952,2025-01-04,2025-01-28,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00803455952&searchBy=referenceNumber,Courier Return (RTO),10625101059040****
"Cups, Mugs & Saucers",VL0080302824689,2025-01-14,2025-01-27,PocketShip,https://www.valmo.in/track/VL0080302824689,Courier Return (RTO),11034914464562****
"Cups, Mugs & Saucers",VL0080296309240,2025-01-13,2025-01-27,PocketShip,https://www.valmo.in/track/VL0080296309240,Courier Return (RTO),10921110687006****
"Cups, Mugs & Saucers",VL0080309940950,2025-01-15,2025-01-27,PocketShip,https://www.valmo.in/track/VL0080309940950,Courier Return (RTO),11041890489508****
"Cups, Mugs & Saucers",VL0080302814386,2025-01-14,2025-01-27,PocketShip,https://www.valmo.in/track/VL0080302814386,Courier Return (RTO),10968200219383****
Jars & Containers,VL0080296309242,2025-01-13,2025-01-27,PocketShip,https://www.valmo.in/track/VL0080296309242,Courier Return (RTO),10928307918054****
Jars & Containers,M00823789733,2025-01-15,2025-01-27,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00823789733&searchBy=referenceNumber,Courier Return (RTO),11025591011632****
"Cups, Mugs & Saucers",M00814332213,2025-01-09,2025-01-27,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00814332213&searchBy=referenceNumber,Courier Return (RTO),10820426712003****
"Cups, Mugs & Saucers",VL0080302824610,2025-01-14,2025-01-27,PocketShip,https://www.valmo.in/track/VL0080302824610,Courier Return (RTO),11032408089666****
"Cups, Mugs & Saucers",VL0080302814385,2025-01-14,2025-01-27,PocketShip,https://www.valmo.in/track/VL0080302814385,Courier Return (RTO),10954244818274****
"Cups, Mugs & Saucers",VL0080251326206,2025-01-04,2025-01-27,PocketShip,https://www.valmo.in/track/VL0080251326206,Courier Return (RTO),10633317212779****
"Cups, Mugs & Saucers",VL0080246913034,2025-01-03,2025-01-27,PocketShip,https://www.valmo.in/track/VL0080246913034,Courier Return (RTO),10596360181005****
"Cups, Mugs & Saucers",M00811490069,2025-01-08,2025-01-27,PocketShip,https://meesho.portal.shipsy.io/track/result?refNum=M00811490069&searchBy=referenceNumber,Courier Return (RTO),10699811686914****
"Cups, Mugs & Saucers",VL0080309940894,2025-01-15,2025-01-25,PocketShip,https://www.valmo.in/track/VL0080309940894,Courier Return (RTO),11018166199978****
"Cups, Mugs & Saucers",VL0080281718281,2025-01-10,2025-01-25,PocketShip,https://www.valmo.in/track/VL0080281718281,Courier Return (RTO),10846383797151****
"Cups, Mugs & Saucers",VL0080302824666,2025-01-14,2025-01-25,PocketShip,https://www.valmo.in/track/VL0080302824666,Courier Return (RTO),11036473472925****
